,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,Fair  Value
431,American Residential Services L.L.C.,"Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($70.8 par due 12/2022),9.00% (Libor + 8.00%/M),6/30/2014,70.6,70.8
432,"ATI Restoration, LLC (15)",Provider of disaster recovery services,First lien senior secured loan ($33.7 par due 7/2026),6.50% (Libor + 5.50%/Q),7/31/2020,33.7,33.4
433,"ChargePoint, Inc.",Developer and operator of electric vehicle charging stations,"Warrant to purchase up to 809,126 shares of Series E preferred stock (expires 12/2024)",0,12/30/2014,0.3,3.0
434,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($70.0 par due 5/2023),12.25% (Libor + 11.25%/M),5/30/2018,68.4,63.0
435,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($12.4 par due 5/2023),12.25% (Libor + 11.25%/M),11/5/2018,12.4,11.2
436,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($15.3 par due 5/2023),12.25% (Libor + 11.25%/M),7/3/2019,15.0,13.8
437,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($20.3 par due 5/2023),12.25% (Libor + 11.25%/M),12/27/2019,18.4,18.3
438,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($3.1 par due 5/2023),12.25% (Libor + 11.25%/M),8/20/2018,3.1,2.8
439,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($3.1 par due 5/2023),12.25% (Libor + 11.25%/M),11/5/2018,3.1,2.8
440,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($4.9 par due 5/2023),12.25% (Libor + 11.25%/M),6/30/2020,4.9,4.5
441,Concert Golf Partners Holdco LLC (15),Golf club owner and operator,First lien senior secured loan ($18.2 par due 8/2025),5.50% (Libor + 4.50%/Q),8/20/2019,18.2,18.2
442,Concert Golf Partners Holdco LLC (15),Golf club owner and operator,First lien senior secured loan ($2.3 par due 8/2025),5.50% (Libor + 4.50%/Q),8/20/2019,2.3,2.3
443,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured revolving loan,0,8/21/2017,0.0,0.0
444,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($4.0 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",8/21/2017,4.0,3.8
445,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.5 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",8/21/2017,0.5,0.5
446,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.5 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,0.5,0.5
447,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.8 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,0.8,0.8
448,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.5 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,0.5,0.5
449,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.7 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,0.7,0.6
450,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($1.8 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",12/20/2019,1.8,1.7
451,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (15),Restaurant owner and operator,First lien senior secured revolving loan ($6.6 par due 2/2022),0,2/1/2017,6.2,0.0
452,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (15),Restaurant owner and operator,First lien senior secured loan ($19.0 par due 2/2022),0,2/1/2017,17.9,0.0
453,"Jenny C Acquisition, Inc.",Health club franchisor,Senior subordinated loan ($1.3 par due 4/2025),8.00% PIK,4/5/2019,1.3,1.3
454,"Jim N Nicks Management, LLC (15)",Restaurant owner and operator,First lien senior secured revolving loan ($4.9 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,4.9,4.4
455,"Jim N Nicks Management, LLC (15)",Restaurant owner and operator,First lien senior secured loan ($13.8 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,13.8,12.4
456,"Jim N Nicks Management, LLC (15)",Restaurant owner and operator,First lien senior secured loan ($1.1 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,1.1,1.0
457,ME Equity LLC,Franchisor in the massage industry,"Common stock (3,000,000 shares)",0,9/27/2012,3.0,3.4
458,Movati Athletic (Group) Inc. (15),Premier health club operator,First lien senior secured loan ($2.8 par due 10/2022),"7.50% (CDOR + 5.50% Cash, 0.50% PIK/Q)",10/5/2017,3.0,2.7
459,Movati Athletic (Group) Inc. (15),Premier health club operator,First lien senior secured loan ($2.0 par due 10/2022),"7.50% (CDOR + 5.50% Cash, 0.50% PIK/Q)",10/5/2017,2.0,2.0
460,"OTG Management, LLC (15)",Airport restaurant operator,First lien senior secured revolving loan ($10.0 par due 8/2021),10.00% (Libor + 9.00%/Q),8/26/2016,10.0,8.6
461,"OTG Management, LLC (15)",Airport restaurant operator,First lien senior secured loan ($23.6 par due 8/2021),10.00% (Libor + 9.00%/Q),8/26/2016,23.6,20.3
462,"OTG Management, LLC (15)",Airport restaurant operator,First lien senior secured loan ($97.6 par due 8/2021),10.00% (Libor + 9.00%/Q),8/26/2016,97.6,83.9
463,"OTG Management, LLC (15)",Airport restaurant operator,First lien senior secured loan ($9.5 par due 8/2021),10.00% (Libor + 9.00%/Q),10/10/2018,9.5,8.2
464,"OTG Management, LLC (15)",Airport restaurant operator,Senior subordinated loan ($37.4 par due 2/2022),0,8/26/2016,36.1,29.1
465,"OTG Management, LLC (15)",Airport restaurant operator,"Class A preferred units (3,000,000 units)",0,8/26/2016,38.3,0.0
466,"OTG Management, LLC (15)",Airport restaurant operator,"Common units (3,000,000 units)",0,1/5/2011,3.0,0.0
467,"OTG Management, LLC (15)",Airport restaurant operator,Warrant to purchase up to 7.73% of common units,0,6/19/2008,0.1,0.0
468,"Portillo's Holdings, LLC",Fast casual restaurant brand,First lien senior secured loan ($9.5 par due 9/2024),6.50% (Libor + 5.50%/Q),6/30/2020,8.8,9.0
469,"Portillo's Holdings, LLC",Fast casual restaurant brand,Second lien senior secured loan ($34.0 par due 12/2024),10.75% (Libor + 9.50%/Q),11/27/2019,33.1,32.9
470,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,First lien senior secured revolving loan ($9.4 par due 7/2023),6.50% (Libor + 5.50%/Q),4/12/2018,9.4,8.5
471,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,First lien senior secured loan ($16.7 par due 7/2023),6.50% (Libor + 5.50%/Q),4/12/2018,16.7,15.0
472,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,First lien senior secured loan ($1.4 par due 7/2023),6.50% (Libor + 5.50%/Q),4/12/2018,1.4,1.3
473,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,First lien senior secured loan ($6.3 par due 7/2023),6.50% (Libor + 5.50%/Q),12/27/2019,6.3,5.7
474,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,"Preferred membership units (996,833 units)",0,7/15/2016,1.0,0.3
475,"Safe Home Security, Inc., Security Systems Inc., Safe Home Monitoring, Inc., National Protective Services, Inc., Bright Integrations LLC and Medguard Alert, Inc. (15)",Provider of safety systems for business and residential customers,First lien senior secured loan ($45.3 par due 8/2024),8.25% (Libor + 7.25%/M),8/4/2020,45.3,44.8
476,"Spectra Finance, LLC (15)",Venue management and food and beverage provider,First lien senior secured revolving loan ($23.5 par due 4/2023),5.00% (Libor + 4.00%/M),4/2/2018,23.5,21.1
477,"Spectra Finance, LLC (15)",Venue management and food and beverage provider,First lien senior secured loan ($3.4 par due 4/2024),5.25% (Libor + 4.25%/Q),4/2/2018,3.4,3.1
478,Spin HoldCo Inc. and Airvending Limited,Laundry service and equipment provider,First lien senior secured loan ($0.4 par due 11/2022),4.25% (Libor + 3.25%/Q),3/26/2020,0.3,0.4
479,Spin HoldCo Inc. and Airvending Limited,Laundry service and equipment provider,First lien senior secured loan ($15.8 par due 11/2022),7.00% (Libor + 6.00%/Q),5/15/2020,15.8,15.8
480,Spin HoldCo Inc. and Airvending Limited,Laundry service and equipment provider,First lien senior secured loan ($11.1 par due 11/2022),7.00% (Libor + 6.00%/Q),5/15/2020,11.1,11.1
481,Spin HoldCo Inc. and Airvending Limited,Laundry service and equipment provider,Second lien senior secured loan ($154.2 par due 5/2023),8.50% (Libor + 7.50%/Q),5/14/2013,154.2,152.6
482,"Sunshine Sub, LLC (15)",Premier health club operator,First lien senior secured revolving loan ($0.6 par due 5/2024),6.25% (Libor + 5.25%/M),5/25/2018,0.6,0.5
483,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (15)",Planet Fitness franchisee,First lien senior secured revolving loan ($1.6 par due 7/2024),5.75% (Libor + 4.75%/Q),7/31/2018,1.6,1.5
484,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (15)",Planet Fitness franchisee,First lien senior secured loan ($0.3 par due 7/2025),5.75% (Libor + 4.75%/Q),3/5/2020,0.3,0.3
485,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (15)",Planet Fitness franchisee,First lien senior secured loan ($0.6 par due 7/2025),5.75% (Libor + 4.25%/Q),3/5/2020,0.6,0.6
486,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (15)",Planet Fitness franchisee,"Class A units (37,020 units)",0,7/31/2018,3.8,1.0
487,"The Alaska Club Partners, LLC, Athletic Club Partners LLC and The Alaska Club, Inc. (15)",Premier health club operator,First lien senior secured loan ($15.3 par due 12/2024),8.75% (Base Rate + 5.50%/Q),12/16/2019,15.3,14.0
488,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,First lien senior secured loan ($1.4 par due 5/2022),4.25% (Libor + 3.25%/M),3/24/2020,1.2,1.3
489,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,First lien senior secured loan ($0.2 par due 5/2022),4.25% (Libor + 3.25%/M),3/24/2020,0.2,0.2
490,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,First lien senior secured loan ($110.8 par due 5/2022),5.75% (Libor + 4.75%/M),8/1/2019,110.8,108.6
491,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,Second lien senior secured loan ($22.0 par due 5/2023),8.00% (Libor + 7.00%/M),5/14/2015,21.7,21.1
492,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,Second lien senior secured loan ($3.8 par due 5/2023),8.00% (Libor + 7.00%/M),5/14/2015,3.8,3.7
493,"Badger Sportswear Acquisition, Inc.",Provider of team uniforms and athletic wear,Second lien senior secured loan ($56.8 par due 3/2024),11.00% (Libor + 9.75%/Q),9/6/2016,56.8,47.1
494,"Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,Common units (421 units),0,4/24/2014,4.2,0.0
495,Centric Brands Inc. (fka Differential Brands Group Inc.) (15),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured revolving loan ($4.0 par due 5/2021),7.50% (Libor + 6.50%/Q),5/20/2020,4.0,4.0
496,Centric Brands Inc. (fka Differential Brands Group Inc.) (15),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured loan ($59.1 par due 10/2023),9.50% PIK (Libor + 8.00%/Q),10/29/2018,59.1,53.2
497,Centric Brands Inc. (fka Differential Brands Group Inc.) (15),"Designer, marketer and distributor of licensed and owned apparel","Common stock (3,077,875 shares)",0,10/29/2018,24.6,0.0
498,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (15)",Footwear and orthopedic foot-care brand,First lien senior secured loan ($30.2 par due 11/2025),6.75% (Libor + 5.75%/Q),11/1/2019,30.2,29.0
499,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (15)",Footwear and orthopedic foot-care brand,"Common stock (8,549 shares)",0,11/1/2019,8.5,4.6
500,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($104.6 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/1/2017,104.6,90.0
501,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($14.3 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/1/2017,14.3,12.3
502,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($1.3 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/30/2016,1.3,1.1
503,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($5.1 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",7/17/2018,5.1,4.4
504,"Pelican Products, Inc.",Flashlights manufacturer,Second lien senior secured loan ($27.3 par due 5/2026),8.75% (Libor + 7.75%/Q),5/4/2018,27.2,26.5
505,"Reef Lifestyle, LLC (15)",Apparel retailer,First lien senior secured revolving loan ($11.2 par due 10/2024),"11.00% (Libor + 5.75% Cash, 4.25% PIK/Q)",10/26/2018,11.2,9.2
506,"Reef Lifestyle, LLC (15)",Apparel retailer,First lien senior secured loan ($25.8 par due 10/2024),"11.00% (Libor + 5.75% Cash, 4.25% PIK/Q)",10/26/2018,25.8,21.1
507,"Reef Lifestyle, LLC (15)",Apparel retailer,First lien senior secured loan ($0.1 par due 10/2024),"6.75% (Libor + 1.50% Cash, 4.25% PIK/Q)",7/31/2020,0.1,0.1
508,"Reef Lifestyle, LLC (15)",Apparel retailer,First lien senior secured loan ($0.1 par due 10/2024),"11.00% (Libor + 5.75% Cash, 4.25% PIK/Q)",7/31/2020,0.1,0.1
509,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Class B common units (126,278,000 units)",0,10/30/2014,0.0,0.0
510,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Common units (1,116,879 units)",0,4/1/2011,0.0,0.0
511,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Warrant to purchase up to 3,157,895 units",0,4/1/2010,0.0,0.0
512,SHO Holding I Corporation,Manufacturer and distributor of slip resistant footwear,Second lien senior secured loan ($102.4 par due 10/2024),10.29% PIK (Libor + 9.29%/Q),10/27/2015,101.4,80.9
513,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured revolving loan ($2.5 par due 5/2024),6.00% (Libor + 5.00%/M),5/21/2019,2.5,2.2
514,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured loan ($19.4 par due 5/2024),6.00% (Libor + 5.00%/Q),5/21/2019,19.4,17.5
515,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories","Class A preferred units (50,000 units)",0,3/14/2014,5.0,0.0
516,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories","Class C preferred units (50,000 units)",0,4/22/2015,5.0,0.0
517,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories","Preferred units (14,591 units)",0,5/14/2019,1.6,0.1
518,"Simpson Performance Products, Inc.",Provider of motorsports safety equipment,First lien senior secured loan ($28.3 par due 2/2023),6.50% (Libor + 5.50%/Q),2/20/2015,28.3,28.3
519,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (5)(15)",Manufacturer of consumer sewing machines,First lien senior secured revolving loan ($57.6 par due 3/2023),10.00% (Libor + 9.00%/Q),7/26/2017,57.6,57.6
520,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (5)(15)",Manufacturer of consumer sewing machines,First lien senior secured loan ($201.9 par due 3/2023),"10.00% (Libor + 4.00% PIK, 5.00% Cash/M)",7/26/2017,183.5,201.9
521,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (5)(15)",Manufacturer of consumer sewing machines,"Class A common units (6,500,000 units)",0,7/26/2017,0.0,72.2
522,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($2.2 par due 12/2024),7.00% (Libor + 6.00%/Q),12/23/2019,2.2,1.9
523,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($1.6 par due 6/2024),5.00% (Libor + 4.00%/Q),12/23/2019,1.6,1.5
524,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products","Common stock (861,000 shares)",0,12/23/2019,6.0,0.0
525,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($21.1 par due 12/2025),9.25% (Libor + 8.25%/M),7/30/2018,21.1,18.4
526,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($122.7 par due 12/2025),9.25% (Libor + 8.25%/M),12/15/2017,122.7,106.8
527,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods","Class A units (1,400 units)",0,7/30/2018,1.4,0.1
528,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(15)",Restoration parts and accessories provider for classic automobiles,First lien senior secured revolving loan ($2.1 par due 5/2022),12.00% PIK,7/12/2012,2.1,2.0
529,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(15)",Restoration parts and accessories provider for classic automobiles,First lien senior secured loan ($22.6 par due 5/2022),12.00% PIK,7/12/2012,22.6,21.0
530,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(15)",Restoration parts and accessories provider for classic automobiles,"Class A common units (67,972 units)",0,7/12/2012,16.4,0.0
531,"GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,First lien senior secured revolving loan ($3.8 par due 10/2024),7.50% (Libor + 6.50%/Q),10/19/2018,3.8,3.8
532,"GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,First lien senior secured loan ($22.0 par due 10/2024),7.50% (Libor + 6.50%/Q),10/19/2018,22.0,22.0
533,"GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,First lien senior secured loan ($30.2 par due 10/2024),7.50% (Libor + 6.50%/Q),10/19/2018,30.2,30.2
534,"GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,First lien senior secured loan ($29.6 par due 10/2024),7.50% (Libor + 6.50%/Q),3/9/2020,29.6,29.6
535,"GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,"Common units (4,389,156 units)",0,10/19/2018,5.7,8.0
536,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C. (15)",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($153.4 par due 12/2025),5.15% (Libor + 5.00%/M),12/21/2018,152.8,142.6
537,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C. (15)",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($11.5 par due 12/2025),5.15% (Libor + 5.00%/M),12/21/2018,11.5,10.7
538,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C. (15)",Manufacturer and supplier for the power utility and automotive markets worldwide,"Preferred units (59,453 units)","4.50% Cash, 9.25% PIK",10/9/2015,71.6,70.9
539,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (15)",Auto parts retailer,First lien senior secured loan ($3.5 par due 3/2025),3.47% (Libor + 3.25%/Q),4/23/2020,2.9,3.3
540,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (15)",Auto parts retailer,Second lien senior secured loan ($153.9 par due 3/2026),8.50% (Libor + 7.50%/Q),3/20/2018,152.3,149.3
541,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (15)",Auto parts retailer,Second lien senior secured loan ($1.4 par due 3/2026),8.50% (Libor + 7.50%/Q),3/20/2018,1.4,1.4
542,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (15)",Auto parts retailer,Second lien senior secured loan ($23.3 par due 3/2026),9.00% (Libor + 8.00%/Q),10/15/2019,23.3,22.8
543,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (15)",Auto parts retailer,"Class A units (12,400,000 units)",0,3/20/2018,12.4,12.5
544,"SK SPV IV, LLC",Collision repair site operator,"Series A common stock (12,500 units)",0,8/18/2014,0.6,1.5
545,"SK SPV IV, LLC",Collision repair site operator,"Series B common stock (12,500 units)",0,8/18/2014,0.6,1.5
546,"Systematic Power Manufacturing, LLC",Manufacturer and supplier of batteries and ultracapacitors for automotive markets,First lien senior secured loan ($3.4 par due 6/2020),0,3/30/2020,1.7,3.4
547,"Systematic Power Manufacturing, LLC",Manufacturer and supplier of batteries and ultracapacitors for automotive markets,First lien senior secured loan ($1.8 par due 3/2024),0,3/30/2020,0.0,0.6
548,"Systematic Power Manufacturing, LLC",Manufacturer and supplier of batteries and ultracapacitors for automotive markets,Preferred unit (1 unit),0,3/30/2020,0.0,0.0
549,"Wand Newco 3, Inc.",Collision repair company,Second lien senior secured loan ($180.2 par due 2/2027),7.40% (Libor + 7.25%/M),2/5/2019,177.7,173.0
550,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts",First lien senior secured loan ($27.6 par due 8/2021),7.00% (Libor + 6.00%/Q),6/28/2018,27.1,27.6
551,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts","Common stock (3,467 shares)",0,8/31/2015,3.5,3.0
552,"Cadence Aerospace, LLC (15)",Aerospace precision components manufacturer,First lien senior secured revolving loan ($14.4 par due 11/2022),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",11/14/2017,14.4,13.4
553,"Cadence Aerospace, LLC (15)",Aerospace precision components manufacturer,First lien senior secured revolving loan ($0.2 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",7/22/2020,0.2,0.2
554,"Cadence Aerospace, LLC (15)",Aerospace precision components manufacturer,First lien senior secured loan ($31.7 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",11/14/2017,31.5,29.5
555,"Cadence Aerospace, LLC (15)",Aerospace precision components manufacturer,First lien senior secured loan ($9.9 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",7/5/2018,9.9,9.2
556,"Cadence Aerospace, LLC (15)",Aerospace precision components manufacturer,First lien senior secured loan ($12.0 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",10/31/2019,12.0,11.2
557,"Cadence Aerospace, LLC (15)",Aerospace precision components manufacturer,First lien senior secured loan ($8.0 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",2/12/2020,8.0,7.4
558,"Cadence Aerospace, LLC (15)",Aerospace precision components manufacturer,First lien senior secured loan ($0.7 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",7/31/2020,0.7,0.7
559,Creation Holdings Inc. (15),Manufacturer of electrical systems,First lien senior secured revolving loan ($6.6 par due 8/2024),6.75% (Libor + 5.75%/M),8/15/2019,6.6,6.4
560,Creation Holdings Inc. (15),Manufacturer of electrical systems,First lien senior secured loan ($17.7 par due 8/2025),6.75% (Libor + 5.75%/Q),8/15/2019,17.5,17.1
561,Creation Holdings Inc. (15),Manufacturer of electrical systems,First lien senior secured loan ($6.7 par due 8/2025),6.75% (Libor + 5.75%/Q),8/15/2019,6.7,6.5
562,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($169.3 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",7/26/2017,169.3,162.5
563,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($4.4 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",3/1/2017,4.4,4.2
564,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($0.7 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",5/22/2020,0.7,0.6
565,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($0.7 par due 2/2022),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",5/22/2020,0.7,0.6
566,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($0.7 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",5/22/2020,0.7,0.7
567,"ESCP PPG Holdings, LLC (4)",Distributor of new equipment and aftermarket parts to the heavy-duty truck industry,"Class A units (3,500,000 units)",0,12/14/2016,3.5,3.0
568,"Flow Control Solutions, Inc. (15)",Distributor and manufacturer of flow control systems components,First lien senior secured loan ($10.8 par due 11/2024),6.75% (Libor + 5.75%/Q),11/21/2018,10.8,10.8
569,"Flow Control Solutions, Inc. (15)",Distributor and manufacturer of flow control systems components,First lien senior secured loan ($5.1 par due 11/2024),6.75% (Libor + 5.75%/Q),11/21/2018,5.1,5.1
570,"Harvey Tool Company, LLC (15)",Manufacturer of cutting tools used in the metalworking industry,First lien senior secured revolving loan ($1.7 par due 10/2023),5.50% (Libor + 4.50%/M),10/12/2017,1.7,1.7
571,"Harvey Tool Company, LLC (15)",Manufacturer of cutting tools used in the metalworking industry,First lien senior secured loan ($30.1 par due 10/2024),5.75% (Libor + 4.75%/Q),10/12/2017,30.1,30.1
572,"Harvey Tool Company, LLC (15)",Manufacturer of cutting tools used in the metalworking industry,Second lien senior secured loan ($43.7 par due 10/2025),9.50% (Libor + 8.50%/Q),10/12/2017,43.7,43.7
573,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)",Provider of high-speed intelligent document scanning hardware and software,Senior subordinated loan ($8.3 par due 6/2022),14.00%,1/3/2017,8.2,8.3
574,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)",Provider of high-speed intelligent document scanning hardware and software,Senior subordinated loan ($8.3 par due 6/2022),14.00%,1/3/2017,8.2,8.3
