,Industry,Company(1),Business Description,Investment,Interest(5)(9),Acquisition  Date,Amortized  Cost,Fair  Value
462,Consumer Products,"Woodstream Group, Inc. and Woodstream Corporation (19)",Manufacturer of natural solution pest and animal control products,First lien senior secured loan ($11.8 par due 5/2022),8.16% (Libor + 6.00%/Q),6/21/2017,11.8,11.8
463,Consumer Products,"Woodstream Group, Inc. and Woodstream Corporation (19)",,,,,1040.8,908.2
464,Financial Services,Amynta Agency Borrower Inc. and Amynta Warranty Borrower Inc.,Insurance service provider,First lien senior secured loan ($5.4 par due 2/2025),6.54% (Libor + 4.50%/M),12/21/2018,5.4,5.2
465,Financial Services,Amynta Agency Borrower Inc. and Amynta Warranty Borrower Inc.,,First lien senior secured loan ($8.1 par due 2/2025),6.54% (Libor + 4.50%/M),12/21/2018,8.1,7.9
466,Financial Services,"Commercial Credit Group, Inc.",Commercial equipment finance and leasing company,Senior subordinated loan ($23.8 par due 8/2022),11.85% (Libor + 9.75%/M),5/10/2012,23.8,23.8
467,Financial Services,DFC Global Facility Borrower III LLC (8)(19),Non-bank provider of alternative financial services,First lien senior secured revolving loan ($112.5 par due 9/2024),12.86% (Libor + 10.75%/M),8/9/2019,112.5,111.7
468,Financial Services,"Financial Asset Management Systems, Inc. and FAMS Holdings, Inc. (6)",Debt collection services provider,Common stock (180 shares),,1/11/2017,0.0,0.0
469,Financial Services,"Gordian Group, LLC","Provider of products, services and software to organizations pursuing efficient and effective procurement and information solutions",Common stock (526 shares),,11/30/2012,0.0,0.0
470,Financial Services,"Green Street Parent, LLC and Green Street Intermediate Holdings, LLC (19)",Provider of REIT research data and analytics,First lien senior secured loan ($3.5 par due 8/2026),7.29% (Libor + 5.25%/M),8/27/2019,3.5,3.5
471,Financial Services,"Ivy Hill Asset Management, L.P. (7)(8)",Asset management services,Member interest (100.00% interest),,6/15/2009,444.0,504.6
472,Financial Services,"Javlin Three LLC, Javlin Four LLC, and Javlin Five LLC (8)",Asset-backed financial services company,First lien senior secured loan ($16.0 par due 6/2017),,6/24/2014,13.6,4.9
473,Financial Services,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (7)(8)(19),Specialty finance company,First lien senior secured loan ($0.6 par due 12/2022),6.10% (Libor + 4.00%/Q),12/27/2018,0.6,0.6
474,Financial Services,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (7)(8)(19),,Equity interests,,11/29/2010,12.7,3.0
475,Financial Services,LS DE LLC and LM LSQ Investors LLC (8),Asset based lender,Senior subordinated loan ($3.0 par due 6/2021),10.50%,6/15/2017,3.0,3.0
476,Financial Services,LS DE LLC and LM LSQ Investors LLC (8),,Senior subordinated loan ($37.0 par due 3/2024),10.50%,6/25/2015,37.0,37.0
477,Financial Services,LS DE LLC and LM LSQ Investors LLC (8),,"Membership units (3,275,000 units)",,6/25/2015,3.3,4.6
478,Financial Services,"NM GRC HOLDCO, LLC (19)",Regulatory compliance services provider to financial institutions,First lien senior secured loan ($9.5 par due 2/2024),8.10% (Libor + 6.00%/Q),2/9/2018,9.5,9.3
479,Financial Services,"NM GRC HOLDCO, LLC (19)",,First lien senior secured loan ($35.7 par due 2/2024),8.10% (Libor + 6.00%/Q),2/9/2018,35.4,34.9
480,Financial Services,"Rialto Management Group, LLC (8)(19)",Investment and asset management platform focused on real estate,First lien senior secured revolving loan,,11/30/2018,0.0,0.0
481,Financial Services,"Rialto Management Group, LLC (8)(19)",,First lien senior secured loan ($0.9 par due 12/2024),6.54% (Libor + 4.50%/M),11/30/2018,0.9,0.9
482,Financial Services,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (19)",Provider of asset-servicing capabilities for fund managers,First lien senior secured loan ($38.7 par due 2/2026),6.54% (Libor + 4.50%/M),2/1/2019,38.7,38.7
483,Financial Services,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (19)",,Class A units (245 units),,2/1/2019,0.2,0.0
484,Financial Services,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (19)",,"Class A units (1,443 units)",8.00% PIK,2/1/2019,1.5,1.5
485,Financial Services,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (19)",,"Class B units (245,194 units)",,2/1/2019,0.0,0.0
486,Financial Services,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (19)",,"Class B units (2,167,424 units)",,2/1/2019,0.0,0.0
487,Financial Services,"Vela Trading Technologies, LLC (19)",Provider of market data software and content to global financial services clients,First lien senior secured revolving loan ($2.0 par due 6/2022),9.00% (Base Rate + 4.00%/Q),2/8/2018,2.0,2.0
488,Financial Services,"Vela Trading Technologies, LLC (19)",,First lien senior secured loan ($4.8 par due 6/2022),7.31% (Libor + 5.00%/Q),4/17/2018,4.8,4.7
489,Financial Services,"Vela Trading Technologies, LLC (19)",,,,,760.5,801.8
490,Other Services,"1A Smart Start, LLC (19)",Provider of ignition interlock devices,First lien senior secured revolving loan ($0.5 par due 8/2020),6.54% (Libor + 4.50%/M),2/8/2018,0.5,0.5
491,Other Services,"AMCP Clean Intermediate, LLC (19)",Provider of janitorial and facilities management services,First lien senior secured revolving loan,,10/1/2018,0.0,0.0
492,Other Services,"AMCP Clean Intermediate, LLC (19)",,First lien senior secured loan ($1.3 par due 10/2024),7.60% (Libor + 5.50%/Q),1/4/2019,1.3,1.3
493,Other Services,"AMCP Clean Intermediate, LLC (19)",,First lien senior secured loan ($1.3 par due 10/2024),7.71% (Libor + 5.50%/Q),8/7/2019,1.3,1.3
494,Other Services,American Residential Services L.L.C.,"Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($70.8 par due 12/2022),10.04% (Libor + 8.00%/M),6/30/2014,70.6,70.8
495,Other Services,"Belfor Holdings, Inc. (19)",Disaster recovery services provider,First lien senior secured revolving loan ($2.7 par due 4/2024),7.75% (Base Rate + 2.75%/Q),4/4/2019,2.7,2.7
496,Other Services,"Belfor Holdings, Inc. (19)",,First lien senior secured revolving loan ($2.0 par due 4/2024),7.75% (Base Rate + 2.75%/Q),4/4/2019,2.0,2.0
497,Other Services,"Capstone Logistics Acquisition, Inc. (19)",Outsourced supply chain solutions provider to operators of distribution centers,First lien senior secured revolving loan,,2/8/2018,0.0,0.0
498,Other Services,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (6)(19)",Provider of outsourced healthcare linen management solutions,First lien senior secured revolving loan,,3/13/2014,0.0,0.0
499,Other Services,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (6)(19)",,First lien senior secured loan ($11.8 par due 12/2021),8.29% (Libor + 6.25%/M),4/6/2017,11.8,11.8
500,Other Services,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (6)(19)",,First lien senior secured loan ($11.9 par due 12/2021),8.29% (Libor + 6.25%/M),6/12/2018,11.9,11.9
501,Other Services,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (6)(19)",,First lien senior secured loan ($10.9 par due 12/2021),8.29% (Libor + 6.25%/M),3/13/2014,10.9,10.9
502,Other Services,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (6)(19)",,First lien senior secured loan ($10.1 par due 12/2021),8.29% (Libor + 6.25%/M),3/13/2014,10.1,10.1
503,Other Services,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (6)(19)",,"Class A preferred units (3,393,973 units)",,3/13/2014,4.0,6.0
504,Other Services,"Crown Health Care Laundry Services, LLC and Crown Laundry Holdings, LLC (6)(19)",,"Class B common units (377,108 units)",,3/13/2014,0.4,0.0
505,Other Services,"IMIA Holdings, Inc. (19)",Marine preservation maintenance company,First lien senior secured revolving loan,,10/26/2018,0.0,0.0
506,Other Services,"IMIA Holdings, Inc. (19)",,First lien senior secured loan ($17.9 par due 10/2024),6.60% (Libor + 4.50%/Q),10/26/2018,17.8,17.9
507,Other Services,"Kellermeyer Bergensons Services, LLC",Provider of janitorial and facilities management services,First lien senior secured loan ($3.6 par due 10/2021),6.79% (Libor + 4.75%/M),6/21/2019,3.6,3.6
508,Other Services,"Kellermeyer Bergensons Services, LLC",,First lien senior secured loan ($21.7 par due 10/2021),6.79% (Libor + 4.75%/M),6/21/2019,21.7,21.7
509,Other Services,"Kellermeyer Bergensons Services, LLC",,First lien senior secured loan ($1.8 par due 10/2021),6.79% (Libor + 4.75%/M),6/21/2019,1.8,1.8
510,Other Services,"Kellermeyer Bergensons Services, LLC",,First lien senior secured loan ($2.7 par due 10/2021),6.85% (Libor + 4.75%/M),6/21/2019,2.7,2.7
511,Other Services,"Massage Envy, LLC and ME Equity LLC",Franchisor in the massage industry,"Common stock (3,000,000 shares)",,9/27/2012,3.0,5.8
512,Other Services,"McKenzie Creative Brands, LLC (19)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured revolving loan ($0.5 par due 9/2023),6.01% (Libor + 3.75%/Q),9/18/2014,0.5,0.5
513,Other Services,"McKenzie Creative Brands, LLC (19)",,First lien senior secured revolving loan ($0.2 par due 9/2023),6.01% (Libor + 3.75%/Q),9/18/2014,0.2,0.2
514,Other Services,"McKenzie Creative Brands, LLC (19)",,First lien senior secured revolving loan ($0.2 par due 9/2023),6.02% (Libor + 3.75%/Q),9/18/2014,0.2,0.2
515,Other Services,"McKenzie Creative Brands, LLC (19)",,First lien senior secured revolving loan ($0.9 par due 9/2023),5.95% (Libor + 3.75%/Q),9/18/2014,0.9,0.9
516,Other Services,"McKenzie Creative Brands, LLC (19)",,First lien senior secured loan ($1.5 par due 9/2023),7.95% (Libor + 5.75%/Q),9/18/2014,1.5,1.5
517,Other Services,"McKenzie Creative Brands, LLC (19)",,First lien senior secured loan ($4.0 par due 9/2023),7.95% (Libor + 5.75%/Q),9/18/2014,4.0,4.0
518,Other Services,"McKenzie Creative Brands, LLC (19)",,First lien senior secured loan ($84.5 par due 9/2023),7.95% (Libor + 5.75%/Q),9/18/2014,84.5,84.5
519,Other Services,"MSHC, Inc. (19)","Heating, ventilation and air conditioning services provider",First lien senior secured revolving loan ($1.0 par due 12/2024),6.29% (Libor + 4.25%/M),7/31/2017,1.0,1.0
520,Other Services,"MSHC, Inc. (19)",,First lien senior secured revolving loan ($0.3 par due 12/2024),8.25% (Base Rate + 3.25%/M),7/31/2017,0.3,0.3
521,Other Services,"MSHC, Inc. (19)",,First lien senior secured loan ($2.4 par due 12/2024),6.29% (Libor + 4.25%/M),11/20/2018,2.4,2.4
522,Other Services,"MSHC, Inc. (19)",,Second lien senior secured loan ($2.8 par due 12/2025),10.29% (Libor + 8.25%/M),11/20/2018,2.8,2.8
523,Other Services,"MSHC, Inc. (19)",,Second lien senior secured loan ($8.6 par due 12/2025),10.29% (Libor + 8.25%/M),6/27/2018,8.6,8.6
524,Other Services,"MSHC, Inc. (19)",,Second lien senior secured loan ($7.9 par due 12/2025),10.51% (Libor + 8.25%/M),6/27/2018,7.9,7.9
525,Other Services,"MSHC, Inc. (19)",,Second lien senior secured loan ($9.8 par due 12/2025),10.37% (Libor + 8.25%/M),6/27/2018,9.8,9.8
526,Other Services,"MSHC, Inc. (19)",,Second lien senior secured loan ($4.8 par due 12/2025),10.29% (Libor + 8.25%/M),7/31/2017,4.8,4.8
527,Other Services,"MSHC, Inc. (19)",,Second lien senior secured loan ($46.0 par due 12/2025),10.29% (Libor + 8.25%/M),7/31/2017,46.0,46.0
528,Other Services,"Research Now Group, LLC and Survey Sampling International, LLC",Provider of outsourced data collection to the market research industry,First lien senior secured loan ($41.6 par due 12/2024),7.75% (Libor + 5.50%/Q),2/14/2019,41.1,41.6
529,Other Services,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, ERMC Aviation LLC, American Security Programs, Inc., USI LLC and Argenbright Holdings IV, LLC (19)","Provider of outsourced manned security guard services, outsourced facilities management and outsourced aviation services",First lien senior secured loan ($2.2 par due 12/2023),8.79% (Libor + 6.75%/M),12/21/2018,2.2,2.2
530,Other Services,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, ERMC Aviation LLC, American Security Programs, Inc., USI LLC and Argenbright Holdings IV, LLC (19)",,First lien senior secured loan ($1.8 par due 12/2023),8.80% (Libor + 6.75%/M),12/21/2018,1.8,1.8
531,Other Services,"SecurAmerica, LLC, ERMC LLC, ERMC Of America, LLC, SecurAmerica Corporation, ERMC Aviation LLC, American Security Programs, Inc., USI LLC and Argenbright Holdings IV, LLC (19)",,First lien senior secured loan ($25.9 par due 12/2023),8.80% (Libor + 6.75%/M),12/21/2018,25.9,25.9
532,Other Services,"Siteworx Holdings, LLC & Siteworx LLC (19)","Provider of design, web content management, eCommerce solutions and system integration",First lien senior secured revolving loan ($0.7 par due 11/2019),6.25% (Base Rate + 1.25%/M),2/16/2018,0.7,0.7
533,Other Services,"Siteworx Holdings, LLC & Siteworx LLC (19)",,First lien senior secured revolving loan ($0.7 par due 11/2019),6.25% (Base Rate + 1.25%/M),2/16/2018,0.7,0.7
534,Other Services,"Siteworx Holdings, LLC & Siteworx LLC (19)",,First lien senior secured loan ($0.9 par due 11/2019),5.50%,2/16/2018,0.9,0.9
535,Other Services,"Siteworx Holdings, LLC & Siteworx LLC (19)",,First lien senior secured loan ($0.9 par due 11/2019),5.50%,2/16/2018,0.9,0.9
536,Other Services,"SocialFlow, Inc.",Social media optimization platform provider,"Warrant to purchase up to 215,331 shares of Series C preferred stock (expires 1/2026)",,1/13/2016,0.0,0.0
537,Other Services,"SOS Security Holdings LLC and SOS Co-Investment Vehicle, L.P. (19)",Provider of manned security guard services,First lien senior secured revolving loan ($0.0 par due 4/2025),10.50% (Base Rate + 5.50%/Q),4/30/2019,0.0,0.0
538,Other Services,"SOS Security Holdings LLC and SOS Co-Investment Vehicle, L.P. (19)",,First lien senior secured loan ($2.1 par due 4/2025),8.61% (Libor + 6.50%/Q),4/30/2019,2.1,2.0
539,Other Services,"SOS Security Holdings LLC and SOS Co-Investment Vehicle, L.P. (19)",,First lien senior secured loan ($1.0 par due 4/2025),8.80% (Libor + 6.50%/Q),4/30/2019,1.0,1.0
540,Other Services,"SOS Security Holdings LLC and SOS Co-Investment Vehicle, L.P. (19)",,First lien senior secured loan ($0.5 par due 4/2025),8.56% (Libor + 6.50%/Q),4/30/2019,0.5,0.5
541,Other Services,"SOS Security Holdings LLC and SOS Co-Investment Vehicle, L.P. (19)",,First lien senior secured loan ($35.6 par due 4/2025),8.76% (Libor + 6.50%/Q),4/30/2019,35.6,35.2
542,Other Services,"SOS Security Holdings LLC and SOS Co-Investment Vehicle, L.P. (19)",,"Limited partnership interests (4,698,000 interests)",,4/30/2019,4.7,5.2
543,Other Services,SoundCloud Limited (8),"Platform for receiving, sending, and distributing music","Common stock (73,422 shares)",,8/15/2017,0.4,0.7
544,Other Services,Spin HoldCo Inc.,Laundry service and equipment provider,Second lien senior secured loan ($154.2 par due 5/2023),9.64% (Libor + 7.50%/Q),5/14/2013,154.2,152.6
545,Other Services,"TDG Group Holding Company and TDG Co-Invest, LP (19)",Operator of multiple franchise concepts primarily related to home maintenance or repairs,First lien senior secured revolving loan,,5/31/2018,0.0,0.0
546,Other Services,"TDG Group Holding Company and TDG Co-Invest, LP (19)",,First lien senior secured loan ($6.1 par due 5/2024),7.60% (Libor + 5.50%/Q),8/24/2018,6.1,6.1
547,Other Services,"TDG Group Holding Company and TDG Co-Invest, LP (19)",,First lien senior secured loan ($9.3 par due 5/2024),7.60% (Libor + 5.50%/Q),5/31/2018,9.3,9.3
548,Other Services,"TDG Group Holding Company and TDG Co-Invest, LP (19)",,"Preferred units (2,871,000 units)",,5/31/2018,2.9,3.2
549,Other Services,"TDG Group Holding Company and TDG Co-Invest, LP (19)",,"Common units (29,000 units)",,5/31/2018,0.0,0.2
550,Other Services,Tyden Group Holding Corp. (8),"Producer and marketer of global cargo security, product identification and traceability products and utility meter products","Preferred stock (46,276 shares)",,1/3/2017,0.4,0.4
551,Other Services,Tyden Group Holding Corp. (8),,"Common stock (5,521,203 shares)",,1/3/2017,2.0,3.9
552,Other Services,"VLS Recovery Services, LLC (19)",Provider of commercial and industrial waste processing and disposal services,First lien senior secured revolving loan,,10/17/2017,0.0,0.0
553,Other Services,"VLS Recovery Services, LLC (19)",,First lien senior secured loan ($7.8 par due 10/2023),8.09% (Libor + 6.00%/M),10/26/2018,7.8,7.8
554,Other Services,"VLS Recovery Services, LLC (19)",,First lien senior secured loan ($0.7 par due 10/2023),8.09% (Libor + 6.00%/M),10/26/2018,0.7,0.7
555,Other Services,"VLS Recovery Services, LLC (19)",,First lien senior secured loan ($6.1 par due 10/2023),8.09% (Libor + 6.00%/M),10/17/2017,6.1,6.1
556,Other Services,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,First lien senior secured loan ($107.2 par due 5/2022),7.01% (Libor + 4.75%/Q),8/1/2019,107.2,105.6
557,Other Services,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,,Second lien senior secured loan ($3.7 par due 5/2023),9.04% (Libor + 7.00%/M),5/14/2015,3.7,3.6
558,Other Services,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,,Second lien senior secured loan ($21.3 par due 5/2023),9.04% (Libor + 7.00%/M),5/14/2015,21.1,20.6
559,Other Services,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,,,,,793.5,797.6
560,Power Generation,"Apex Clean Energy Holdings, LLC (19)","Developer, builder and owner of utility-scale wind and solar power facilities",First lien senior secured revolving loan,,12/12/2018,0.0,0.0
561,Power Generation,"Apex Clean Energy Holdings, LLC (19)",,First lien senior secured loan ($86.7 par due 9/2022),8.85% (Libor + 6.75%/Q),9/24/2018,86.7,85.8
562,Power Generation,"Apex Clean Energy Holdings, LLC (19)",,First lien senior secured loan ($9.8 par due 9/2022),8.88% (Libor + 6.75%/Q),6/10/2019,9.8,9.7
563,Power Generation,"Apex Clean Energy Holdings, LLC (19)",,First lien senior secured loan ($3.0 par due 9/2022),9.02% (Libor + 6.75%/Q),6/10/2019,3.0,3.0
564,Power Generation,"Apex Clean Energy Holdings, LLC (19)",,First lien senior secured loan ($3.9 par due 9/2022),8.90% (Libor + 6.75%/Q),6/10/2019,3.9,3.8
565,Power Generation,Beacon RNG LLC,Owner of natural gas facilities,"Class B units (35,000,000 units)",,3/11/2019,35.0,38.9
566,Power Generation,"CPV Maryland Holding Company II, LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($56.2 par due 12/2020),13.00% PIK,8/8/2014,56.2,53.4
567,Power Generation,DGH Borrower LLC (19),"Developer, owner and operator of quick start, small-scale natural gas-fired power generation projects",First lien senior secured loan ($60.7 par due 6/2023),8.60% (Libor + 6.50%/Q),6/8/2018,60.7,60.1
568,Power Generation,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($14.6 par due 11/2021),7.60% (Libor + 5.50%/Q),11/13/2014,14.5,14.0
569,Power Generation,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",,Senior subordinated loan ($21.9 par due 12/2021),13.25%,11/13/2014,21.9,20.8
570,Power Generation,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",,Senior subordinated loan ($102.2 par due 12/2021),13.25%,11/13/2014,102.2,97.3
571,Power Generation,"Heelstone Energy Holdings, LLC and Heelstone Renewable Energy, LLC (7)",Solar power generation facility developer and operator,"Preferred units (111,181 units)",,6/28/2019,50.6,50.6
572,Power Generation,"Heelstone Energy Holdings, LLC and Heelstone Renewable Energy, LLC (7)",,"Preferred units (2,700,000 units)",,6/28/2019,2.5,2.5
573,Power Generation,"Heelstone Energy Holdings, LLC and Heelstone Renewable Energy, LLC (7)",,"Common units (19,119 units)",,6/28/2019,0.0,0.0
574,Power Generation,"Joule Unlimited Technologies, Inc. and Stichting Joule Global Foundation",Renewable fuel and chemical production developer,First lien senior secured loan ($0.1 par due 10/2018),,3/31/2015,0.1,0.0
575,Power Generation,"Joule Unlimited Technologies, Inc. and Stichting Joule Global Foundation",,First lien senior secured loan ($7.7 par due 10/2018),,3/31/2015,5.8,0.0
576,Power Generation,"Joule Unlimited Technologies, Inc. and Stichting Joule Global Foundation",,"Warrant to purchase up to 32,051 shares of Series C-2 preferred stock (expires 7/2023)",,7/25/2013,0.0,0.0
577,Power Generation,Moxie Patriot LLC,Gas turbine power generation facilities operator,First lien senior secured loan ($32.3 par due 12/2020),7.85% (Libor + 5.75%/Q),12/19/2013,32.2,29.4
578,Power Generation,Navisun LLC and Navisun Holdings LLC (7)(19),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($48.7 par due 11/2023),8.00% PIK,11/15/2017,48.7,48.7
579,Power Generation,Navisun LLC and Navisun Holdings LLC (7)(19),,First lien senior secured loan ($2.9 par due 11/2023),9.00%,3/7/2019,2.9,2.9
580,Power Generation,Navisun LLC and Navisun Holdings LLC (7)(19),,Series A preferred units,10.50% PIK,11/15/2017,5.9,5.9
581,Power Generation,Navisun LLC and Navisun Holdings LLC (7)(19),,Class A units (550 units),,11/15/2017,0.0,0.5
582,Power Generation,Panda Liberty LLC (fka Moxie Liberty LLC),Gas turbine power generation facilities operator,First lien senior secured loan ($49.2 par due 8/2020),8.60% (Libor + 6.50%/Q),4/6/2018,47.8,42.6
583,Power Generation,Panda Liberty LLC (fka Moxie Liberty LLC),,First lien senior secured loan ($33.7 par due 8/2020),8.60% (Libor + 6.50%/Q),8/21/2013,33.7,29.2
584,Power Generation,"Panda Temple Power, LLC and T1 Power Holdings LLC (6)",Gas turbine power generation facilities operator,Second lien senior secured loan ($9.7 par due 2/2023),10.05% PIK (Libor + 8.00%/M),3/6/2015,9.7,9.7
585,Power Generation,"Panda Temple Power, LLC and T1 Power Holdings LLC (6)",,"Class A common units (616,122 shares)",,3/6/2015,15.0,12.2
586,Power Generation,PERC Holdings 1 LLC,"Operator of recycled energy, combined heat and power, and energy efficiency facilities","Class B common units (21,653,543 units)",,10/20/2014,8.8,21.9
587,Power Generation,Riverview Power LLC,Operator of natural gas and oil fired power generation facilities,First lien senior secured loan ($81.2 par due 12/2022),10.10% (Libor + 8.00%/Q),12/29/2016,79.8,81.2
588,Power Generation,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,First lien senior secured loan ($0.5 par due 6/2054),3.98%,6/7/2019,0.5,0.5
589,Power Generation,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",,Second lien senior secured loan ($64.6 par due 7/2030),8.85% (Libor + 6.75%/Q),6/27/2019,64.6,63.3
590,Power Generation,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",,,,,802.5,787.9
591,Manufacturing,"Chariot Acquisition, LLC (19)",Aftermarket golf cart parts and accessories,First lien senior secured loan ($17.7 par due 9/2021),8.60% (Libor + 6.50%/Q),1/3/2017,17.6,17.5
592,Manufacturing,"Chariot Acquisition, LLC (19)",,First lien senior secured loan ($9.0 par due 9/2021),8.60% (Libor + 6.50%/Q),1/3/2017,9.0,8.9
593,Manufacturing,Creation Holdings Inc. (8)(19),Manufacturer of electrical systems,First lien senior secured revolving loan ($2.2 par due 8/2024),7.78% (Libor + 5.75%/M),8/15/2019,2.2,2.2
594,Manufacturing,Creation Holdings Inc. (8)(19),,First lien senior secured loan ($35.9 par due 8/2025),7.78% (Libor + 5.75%/M),8/15/2019,35.5,35.5
595,Manufacturing,"ECI Purchaser Company, LLC",Manufacturer of equipment to safely control pressurized gases,First lien senior secured loan ($21.8 par due 12/2019),8.45% (Libor + 6.25%/Q),7/26/2017,21.8,21.8
596,Manufacturing,"ECI Purchaser Company, LLC",,First lien senior secured loan ($161.1 par due 12/2019),8.71% (Libor + 6.25%/Q),7/26/2017,161.1,161.1
597,Manufacturing,"ECI Purchaser Company, LLC",,First lien senior secured loan ($0.5 par due 12/2019),8.45% (Libor + 6.25%/Q),7/26/2017,0.5,0.5
598,Manufacturing,"Harvey Tool Company, LLC (19)",Cutting tool provider to the metalworking industry,First lien senior secured revolving loan,,10/12/2017,0.0,0.0
599,Manufacturing,"Harvey Tool Company, LLC (19)",,First lien senior secured loan ($30.4 par due 10/2024),6.85% (Libor + 4.75%/Q),10/12/2017,30.4,30.4
600,Manufacturing,"Harvey Tool Company, LLC (19)",,Second lien senior secured loan ($43.7 par due 10/2025),10.80% (Libor + 8.50%/Q),10/12/2017,43.7,43.7
601,Manufacturing,"Ioxus, Inc. (6)",Energy storage devices,First lien senior secured loan ($5.7 par due 12/2019),"9.00% Cash, 3.00% PIK",4/29/2014,5.8,5.7
602,Manufacturing,"Ioxus, Inc. (6)",,First lien senior secured loan ($1.5 par due 12/2019),,4/29/2014,1.4,1.5
603,Manufacturing,"Ioxus, Inc. (6)",,"Series CC preferred stock (1,683,265 shares)",,9/7/2017,0.7,0.0
604,Manufacturing,"Ioxus, Inc. (6)",,"Warrant to purchase up to 30,256 shares of Series BB preferred stock (expires 8/2026)",,8/24/2016,0.0,0.0
605,Manufacturing,"Ioxus, Inc. (6)",,"Warrant to purchase up to 8,416,326 shares of Series CC preferred stock (expires 1/2027)",,1/27/2017,0.0,0.0
606,Manufacturing,"Ioxus, Inc. (6)",,"Warrant to purchase up to 75,968 shares of common stock (expires 1/2026)",,1/28/2016,0.0,0.0
607,Manufacturing,KPS Global LLC and Cool Group LLC,Walk-in cooler and freezer systems,First lien senior secured loan ($1.5 par due 4/2022),7.55% (Libor + 5.50%/M),4/5/2017,1.5,1.5
608,Manufacturing,KPS Global LLC and Cool Group LLC,,First lien senior secured loan ($4.2 par due 4/2022),8.61% (Libor + 6.56%/M),11/16/2018,4.2,4.2
609,Manufacturing,KPS Global LLC and Cool Group LLC,,First lien senior secured loan ($10.1 par due 4/2022),8.53% (Libor + 6.49%/M),4/5/2017,10.1,10.1
610,Manufacturing,KPS Global LLC and Cool Group LLC,,First lien senior secured loan ($5.1 par due 4/2022),8.53% (Libor + 6.49%/M),4/5/2017,5.1,5.1
611,Manufacturing,KPS Global LLC and Cool Group LLC,,"Class A units (13,292 units)",,9/21/2018,1.1,1.8
612,Manufacturing,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C. (19)",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($11.7 par due 12/2025),7.04% (Libor + 5.00%/M),12/21/2018,11.7,11.5
613,Manufacturing,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C. (19)",,First lien senior secured loan ($101.8 par due 12/2025),7.33% (Libor + 5.00%/Q),12/21/2018,101.4,100.8
614,Manufacturing,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C. (19)",,First lien senior secured loan ($53.1 par due 12/2025),7.33% (Libor + 5.00%/Q),12/21/2018,52.9,52.6
615,Manufacturing,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C. (19)",,"Preferred units (59,453 units)","4.50% Cash, 9.25% PIK",10/9/2015,69.0,69.0
616,Manufacturing,Nordco Inc. (19),Railroad maintenance-of-way machinery,First lien senior secured revolving loan ($0.4 par due 8/2020),10.75% (Base Rate + 5.50%/Q),8/26/2015,0.4,0.4
617,Manufacturing,"Pelican Products, Inc.",Flashlights,Second lien senior secured loan ($27.3 par due 5/2026),9.79% (Libor + 7.75%/M),5/4/2018,27.1,27.3
618,Manufacturing,Saw Mill PCG Partners LLC,Metal precision engineered components,"Common units (1,000 units)",,1/30/2007,1.0,0.0
