,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,Fair  Value
428,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (16),Provider of plumbing and HVAC services,First lien senior secured revolving loan,0,11/16/2020,0.0,0.0
429,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (16),Provider of plumbing and HVAC services,First lien senior secured loan ($115.5 par due 11/2026),6.75% (Libor + 5.75%/Q),11/16/2020,115.5,114.3
430,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (16),Provider of plumbing and HVAC services,First lien senior secured loan ($43.7 par due 11/2026),6.75% (Libor + 5.75%/Q),11/16/2020,43.7,43.3
431,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (16),Provider of plumbing and HVAC services,"Class A units (5,803.43 units)",0,11/16/2020,19.6,22.4
432,FWR Holding Corporation (16),"Restaurant owner, operator, and franchisor",First lien senior secured revolving loan,0,8/21/2017,0.0,0.0
433,FWR Holding Corporation (16),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($4.0 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",8/21/2017,4.0,3.7
434,FWR Holding Corporation (16),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.5 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",8/21/2017,0.5,0.5
435,FWR Holding Corporation (16),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.5 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,0.5,0.5
436,FWR Holding Corporation (16),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.8 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,0.8,0.8
437,FWR Holding Corporation (16),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.5 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,0.5,0.5
438,FWR Holding Corporation (16),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.7 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,0.7,0.6
439,FWR Holding Corporation (16),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($1.8 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",12/20/2019,1.8,1.7
440,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (16),Restaurant owner and operator,First lien senior secured revolving loan ($7.1 par due 2/2022),0,2/1/2017,6.3,0.0
441,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (16),Restaurant owner and operator,First lien senior secured loan ($20.2 par due 2/2022),0,2/1/2017,17.9,0.0
442,"Jenny C Acquisition, Inc.",Health club franchisor,Senior subordinated loan ($1.3 par due 4/2025),8.00% PIK,4/5/2019,1.3,1.3
443,"Jim N Nicks Management, LLC (16)",Restaurant owner and operator,First lien senior secured revolving loan ($3.4 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,3.4,3.1
444,"Jim N Nicks Management, LLC (16)",Restaurant owner and operator,First lien senior secured loan ($13.7 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,13.7,12.6
445,"Jim N Nicks Management, LLC (16)",Restaurant owner and operator,First lien senior secured loan ($1.1 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,1.1,1.1
446,"KeyStone Sub-debt HoldCo, LLC",Planet Fitness franchisee,Senior subordinated loan ($50.4 par due 1/2027),10.00% PIK,1/20/2021,46.8,46.6
447,"KeyStone Sub-debt HoldCo, LLC",Planet Fitness franchisee,Warrant to purchase up to 24.7581 Class C interests (expires 1/2027),0,1/20/2021,3.6,3.3
448,ME Equity LLC,Franchisor in the massage industry,"Common stock (3,000,000 shares)",0,9/27/2012,3.0,1.3
449,Movati Athletic (Group) Inc.,Premier health club operator,First lien senior secured loan ($3.0 par due 10/2024),7.50% PIK (CDOR + 6.00%/Q),10/5/2017,3.0,2.7
450,Movati Athletic (Group) Inc.,Premier health club operator,First lien senior secured loan ($2.1 par due 10/2024),7.50% PIK (CDOR + 6.00%/Q),10/5/2017,2.0,2.0
451,"OTG Management, LLC (16)",Airport restaurant operator,First lien senior secured revolving loan ($10.1 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",8/26/2016,10.1,8.7
452,"OTG Management, LLC (16)",Airport restaurant operator,First lien senior secured loan ($23.8 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",8/26/2016,23.8,20.5
453,"OTG Management, LLC (16)",Airport restaurant operator,First lien senior secured loan ($98.8 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",8/26/2016,98.8,84.9
454,"OTG Management, LLC (16)",Airport restaurant operator,First lien senior secured loan ($9.7 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",10/10/2018,9.7,8.4
455,"OTG Management, LLC (16)",Airport restaurant operator,First lien senior secured loan ($16.1 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",10/7/2020,16.1,13.9
456,"OTG Management, LLC (16)",Airport restaurant operator,First lien senior secured loan ($5.4 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",10/7/2020,5.4,4.6
457,"OTG Management, LLC (16)",Airport restaurant operator,Senior subordinated loan ($39.9 par due 2/2022),0,8/26/2016,36.1,29.9
458,"OTG Management, LLC (16)",Airport restaurant operator,"Class A preferred units (3,000,000 units)",0,8/26/2016,38.3,0.0
459,"OTG Management, LLC (16)",Airport restaurant operator,"Common units (3,000,000 units)",0,1/5/2011,3.0,0.0
460,"OTG Management, LLC (16)",Airport restaurant operator,Warrant to purchase up to 7.73% of common units,0,6/19/2008,0.1,0.0
461,"Portillo's Holdings, LLC",Fast casual restaurant brand,Second lien senior secured loan ($34.0 par due 12/2024),10.75% (Libor + 9.50%/Q),11/27/2019,33.2,34.0
462,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (16)",Hotel operator,First lien senior secured revolving loan ($9.5 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",4/12/2018,9.5,8.4
463,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (16)",Hotel operator,First lien senior secured loan ($16.8 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",4/12/2018,16.8,14.8
464,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (16)",Hotel operator,First lien senior secured loan ($1.4 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",4/12/2018,1.4,1.3
465,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (16)",Hotel operator,First lien senior secured loan ($6.3 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",12/27/2019,6.3,5.6
466,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (16)",Hotel operator,"Preferred membership units (996,833 units)",0,7/15/2016,1.0,0.2
467,"Redwood Services, LLC and Redwood Services Holdco, LLC (16)",Provider of residential HVAC and plumbing services,First lien senior secured loan ($5.4 par due 12/2025),8.00% (Libor + 7.00%/Q),12/31/2020,5.4,5.3
468,"Redwood Services, LLC and Redwood Services Holdco, LLC (16)",Provider of residential HVAC and plumbing services,"Series D units (5,291,723 units)",8.00% PIK,12/31/2020,5.3,5.5
469,"Safe Home Security, Inc., Security Systems Inc., Safe Home Monitoring, Inc., National Protective Services, Inc., Bright Integrations LLC and Medguard Alert, Inc. (16)",Provider of safety systems for business and residential customers,First lien senior secured loan ($45.1 par due 8/2024),8.25% (Libor + 7.25%/M),8/4/2020,45.1,45.1
470,SERV 2020-1,Provider of restoration and cleaning services to commercial and residential customers,First lien senior secured loan ($0.0 par due 1/2051),3.34%,12/9/2020,0.0,0.0
471,"Spectra Finance, LLC (16)",Venue management and food and beverage provider,First lien senior secured revolving loan ($15.2 par due 4/2023),"6.75% (Libor + 5.00% Cash, 0.75% PIK/M)",4/2/2018,15.2,14.0
472,"Spectra Finance, LLC (16)",Venue management and food and beverage provider,First lien senior secured loan ($3.2 par due 4/2024),"6.75% (Libor + 5.00% Cash, 0.75% PIK/Q)",4/2/2018,3.2,2.9
473,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (16)",Planet Fitness franchisee,First lien senior secured revolving loan ($1.6 par due 7/2024),5.75% (Libor + 4.75%/Q),7/31/2018,1.6,1.5
474,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (16)",Planet Fitness franchisee,First lien senior secured loan ($0.3 par due 7/2025),5.75% (Libor + 4.75%/Q),3/5/2020,0.3,0.3
475,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (16)",Planet Fitness franchisee,First lien senior secured loan ($0.6 par due 7/2025),5.75% (Libor + 4.75%/Q),3/5/2020,0.6,0.6
476,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (16)",Planet Fitness franchisee,"Class A units (37,020 units)",0,7/31/2018,3.8,0.6
477,"The Alaska Club Partners, LLC, Athletic Club Partners LLC and The Alaska Club, Inc. (16)",Premier health club operator,First lien senior secured loan ($15.4 par due 12/2024),"10.25% (Base Rate + 5.00% Cash, 2.00% PIK/Q)",12/16/2019,15.4,14.0
478,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,First lien senior secured loan ($110.1 par due 5/2022),5.75% (Libor + 4.75%/M),8/1/2019,110.1,110.1
479,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,Second lien senior secured loan ($22.4 par due 5/2023),8.00% (Libor + 7.00%/M),5/14/2015,22.2,22.4
480,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,Second lien senior secured loan ($3.9 par due 5/2023),8.00% (Libor + 7.00%/M),5/14/2015,3.9,3.9
481,"Automotive Keys Group, LLC and Automotive Keys Investor, LLC",Provider of replacement wireless keys for automotive market,First lien senior secured loan ($12.0 par due 11/2025),6.00% (Libor + 5.00%/Q),12/22/2020,12.0,11.9
482,"Automotive Keys Group, LLC and Automotive Keys Investor, LLC",Provider of replacement wireless keys for automotive market,First lien senior secured loan ($5.3 par due 11/2025),6.00% (Libor + 5.00%/Q),11/6/2020,5.3,5.2
483,"Automotive Keys Group, LLC and Automotive Keys Investor, LLC",Provider of replacement wireless keys for automotive market,"Preferred units (4,113,113 units)",9.00% PIK,11/6/2020,4.2,4.2
484,"Automotive Keys Group, LLC and Automotive Keys Investor, LLC",Provider of replacement wireless keys for automotive market,"Class A common units (4,113,113 units)",0,11/6/2020,0.0,0.3
485,"Wand Newco 3, Inc.",Collision repair company,Second lien senior secured loan ($180.2 par due 2/2027),7.36% (Libor + 7.25%/M),2/5/2019,177.9,178.4
486,"Continental Acquisition Holdings, Inc. (16)","Distributor of aftermarket batteries to the electric utility vehicle, automotive, commercial, marine and industrial markets",First lien senior secured loan ($26.9 par due 1/2027),7.00% (Libor + 6.00%/Q),1/20/2021,26.9,26.6
487,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(16)",Restoration parts and accessories provider for classic automobiles,First lien senior secured revolving loan ($3.3 par due 5/2022),12.00% PIK,7/12/2012,3.3,3.3
488,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(16)",Restoration parts and accessories provider for classic automobiles,First lien senior secured loan ($24.0 par due 5/2022),12.00% PIK,7/12/2012,24.0,24.0
489,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(16)",Restoration parts and accessories provider for classic automobiles,"Class A common units (67,972 units)",0,7/12/2012,16.4,1.3
490,"Faraday&Future Inc., FF Inc. and Faraday SPE, LLC",Electric vehicle manufacturer,Senior subordinated loan ($52.0 par due 3/2022),14.00% PIK,3/1/2021,52.0,49.9
491,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (16)",Automotive parts and repair services retailer,First lien senior secured revolving loan ($6.1 par due 10/2024),7.00% (Libor + 6.00%/Q),10/19/2018,6.1,6.1
492,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (16)",Automotive parts and repair services retailer,First lien senior secured loan ($4.9 par due 10/2024),7.00% (Libor + 6.00%/Q),3/31/2021,4.9,4.9
493,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (16)",Automotive parts and repair services retailer,First lien senior secured loan ($21.9 par due 10/2024),7.00% (Libor + 6.00%/Q),10/19/2018,21.9,21.9
494,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (16)",Automotive parts and repair services retailer,First lien senior secured loan ($30.0 par due 10/2024),7.00% (Libor + 6.00%/Q),10/19/2018,30.0,30.0
495,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (16)",Automotive parts and repair services retailer,First lien senior secured loan ($42.3 par due 10/2024),7.00% (Libor + 6.00%/Q),3/9/2020,42.3,42.3
496,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (16)",Automotive parts and repair services retailer,"Common units (4,389,156 units)",0,10/19/2018,5.7,11.6
497,"Highline Aftermarket Acquisition, LLC, Highline Aftermarket SC Acquisition, Inc. and Highline PPC Blocker LLC (16)",Manufacturer and distributor of automotive fluids,First lien senior secured revolving loan ($1.2 par due 11/2025),4.00% (Libor + 3.75%/M),11/9/2020,1.2,1.2
498,"Highline Aftermarket Acquisition, LLC, Highline Aftermarket SC Acquisition, Inc. and Highline PPC Blocker LLC (16)",Manufacturer and distributor of automotive fluids,Second lien senior secured loan ($41.2 par due 11/2028),8.75% (Libor + 8.00%/Q),11/9/2020,41.2,40.8
499,"Highline Aftermarket Acquisition, LLC, Highline Aftermarket SC Acquisition, Inc. and Highline PPC Blocker LLC (16)",Manufacturer and distributor of automotive fluids,Second lien senior secured loan ($29.2 par due 11/2028),8.75% (Libor + 8.00%/Q),11/9/2020,29.2,28.9
500,"Highline Aftermarket Acquisition, LLC, Highline Aftermarket SC Acquisition, Inc. and Highline PPC Blocker LLC (16)",Manufacturer and distributor of automotive fluids,"Co-invest units (59,230 units)",0,11/4/2020,5.9,5.9
501,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($152.6 par due 12/2025),5.63% (Libor + 5.00%/M),12/21/2018,152.1,149.5
502,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($19.3 par due 12/2025),5.63% (Libor + 5.00%/M),12/21/2018,19.3,18.9
503,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,"Preferred units (59,453 units)","4.50% Cash, 9.25% PIK",10/9/2015,72.9,72.9
504,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P.",Auto parts retailer,Second lien senior secured loan ($153.9 par due 3/2026),8.50% (Libor + 7.50%/M),3/20/2018,152.4,153.9
505,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P.",Auto parts retailer,Second lien senior secured loan ($1.4 par due 3/2026),8.50% (Libor + 7.50%/M),3/20/2018,1.4,1.4
506,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P.",Auto parts retailer,Second lien senior secured loan ($23.3 par due 3/2026),9.00% (Libor + 8.00%/M),10/15/2019,23.3,23.3
507,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P.",Auto parts retailer,Second lien senior secured loan ($11.3 par due 3/2026),9.00% (Libor + 8.00%/M),10/15/2019,11.3,11.3
508,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P.",Auto parts retailer,"Class A units (12,400,000 units)",0,3/20/2018,12.4,32.0
509,"SK SPV IV, LLC",Collision repair site operator,"Series A common stock (12,500 units)",0,8/18/2014,0.6,1.4
510,"SK SPV IV, LLC",Collision repair site operator,"Series B common stock (12,500 units)",0,8/18/2014,0.6,1.4
511,"Commercial Credit Group, Inc.",Commercial equipment finance and leasing company,Senior subordinated loan ($8.5 par due 8/2022),11.00% (Libor + 9.75%/M),5/10/2012,8.5,8.5
512,DFC Global Facility Borrower III LLC (16),Non-bank provider of alternative financial services,First lien senior secured revolving loan ($114.4 par due 9/2024),11.75% (Libor + 10.75%/M),8/9/2019,114.4,114.4
513,eCapital Finance Corp.,Consolidator of commercial finance businesses,Senior subordinated loan ($36.5 par due 1/2025),10.00% (Libor + 8.50%/M),1/31/2020,36.5,36.5
514,eCapital Finance Corp.,Consolidator of commercial finance businesses,Senior subordinated loan ($43.0 par due 1/2025),10.00% (Libor + 8.50%/M),1/31/2020,43.0,43.0
515,eCapital Finance Corp.,Consolidator of commercial finance businesses,Senior subordinated loan ($7.7 par due 1/2025),10.00% (Libor + 8.50%/M),11/24/2020,7.7,7.7
516,"EP Wealth Advisors, LLC (16)",Wealth management and financial planning firm,First lien senior secured loan ($0.1 par due 9/2026),6.25% (Libor + 5.25%/Q),9/4/2020,0.1,0.1
517,"Green Street Parent, LLC and Green Street Intermediate Holdings, LLC (16)",Provider of REIT research data and analytics,First lien senior secured revolving loan ($0.1 par due 8/2025),5.45% (Libor + 5.25%/Q),8/27/2019,0.1,0.1
518,"Ivy Hill Asset Management, L.P. (5)",Asset management services,Senior subordinated loan ($72.0 par due 5/2023),7.25% (Libor + 6.50%/Q),2/8/2018,72.0,72.0
519,"Ivy Hill Asset Management, L.P. (5)",Asset management services,Member interest (100.00% interest),0,6/15/2009,469.0,576.8
520,"Javlin Three LLC, Javlin Four LLC, and Javlin Five LLC",Asset-backed financial services company,First lien senior secured loan ($15.7 par due 6/2017),0,6/24/2014,12.7,0.7
521,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (5)(16),Specialty finance company,First lien senior secured loan ($0.6 par due 12/2022),4.20% (Libor + 4.00%/Q),12/27/2018,0.6,0.6
522,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (5)(16),Specialty finance company,Equity interests,0,11/29/2010,0.0,0.0
523,LS DE LLC and LM LSQ Investors LLC,Asset based lender,Senior subordinated loan ($37.0 par due 3/2024),10.50%,6/25/2015,37.0,37.0
524,LS DE LLC and LM LSQ Investors LLC,Asset based lender,Senior subordinated loan ($3.0 par due 6/2021),10.50%,6/15/2017,3.0,3.0
525,LS DE LLC and LM LSQ Investors LLC,Asset based lender,"Membership units (3,275,000 units)",0,6/25/2015,3.3,3.7
526,Monica Holdco (US) Inc. (16),Investment technology and advisory firm,First lien senior secured revolving loan,0,1/8/2021,0.0,0.0
527,Monica Holdco (US) Inc. (16),Investment technology and advisory firm,First lien senior secured loan ($2.6 par due 1/2028),7.25% (Libor + 6.25%/Q),1/8/2021,2.6,2.6
528,"Rialto Management Group, LLC (16)",Investment and asset management platform focused on real estate,First lien senior secured revolving loan,0,11/30/2018,0.0,0.0
529,"Rialto Management Group, LLC (16)",Investment and asset management platform focused on real estate,First lien senior secured loan ($0.7 par due 12/2024),4.36% (Libor + 4.25%/M),11/30/2018,0.7,0.7
530,"TA/WEG Holdings, LLC (16)",Wealth management and financial planning firm,First lien senior secured revolving loan,0,10/2/2019,0.0,0.0
531,"TA/WEG Holdings, LLC (16)",Wealth management and financial planning firm,First lien senior secured loan ($5.5 par due 10/2025),6.75% (Libor + 5.75%/Q),10/2/2019,5.5,5.5
532,"TA/WEG Holdings, LLC (16)",Wealth management and financial planning firm,First lien senior secured loan ($0.9 par due 10/2025),6.75% (Libor + 5.75%/Q),11/6/2020,0.9,0.9
533,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (16)",Provider of asset-servicing capabilities for fund managers,First lien senior secured revolving loan ($4.0 par due 2/2024),4.70% (Libor + 4.50%/Q),2/1/2019,4.0,3.8
534,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (16)",Provider of asset-servicing capabilities for fund managers,First lien senior secured loan ($38.1 par due 2/2026),5.50% (Libor + 4.50%/Q),2/1/2019,38.1,36.9
535,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (16)",Provider of asset-servicing capabilities for fund managers,"Class A units (1,443 units)",0,2/1/2019,1.6,1.7
536,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (16)",Provider of asset-servicing capabilities for fund managers,Class A units (245 units),0,2/1/2019,0.2,0.0
537,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (16)",Provider of asset-servicing capabilities for fund managers,"Class B units (2,167,424 units)",0,2/1/2019,0.0,0.0
538,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (16)",Provider of asset-servicing capabilities for fund managers,"Class B units (245,194 units)",0,2/1/2019,0.0,0.0
539,Beacon RNG LLC,Owner of natural gas facilities,"Class B units (35,000,000 units)",0,3/11/2019,35.0,40.2
540,DGH Borrower LLC,"Developer, owner and operator of quick start, small-scale natural gas-fired power generation projects",First lien senior secured loan ($30.3 par due 6/2023),7.50% (Libor + 6.50%/Q),6/8/2018,30.3,30.3
541,"Ferrellgas, L.P.",Distributor of propane and related accessories,"Senior preferred units (55,708 units)",8.96%,3/30/2021,55.7,54.0
542,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($37.5 par due 11/2021),6.50% (Libor + 5.50%/Q),2/8/2021,36.1,36.0
543,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($141.8 par due 12/2021),0,11/13/2014,132.1,92.2
544,"Heelstone Renewable Energy, LLC (5)(16)","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($1.1 par due 8/2023),12.00%,8/4/2020,1.1,1.1
545,"Heelstone Renewable Energy, LLC (5)(16)","Provider of cloud based IT solutions, infrastructure and services","Preferred equity (2,700,000 shares)",0,6/28/2019,21.1,35.6
546,Hummel Station LLC,Gas turbine power generation facilities operator,First lien senior secured loan ($0.9 par due 10/2022),7.00% (Libor + 6.00%/M),12/10/2020,0.9,0.9
547,Navisun LLC and Navisun Holdings LLC (5)(16),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($53.0 par due 11/2023),8.00% PIK,11/15/2017,53.0,53.0
548,Navisun LLC and Navisun Holdings LLC (5)(16),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($14.8 par due 11/2023),9.00% PIK,3/7/2019,14.8,14.8
549,Navisun LLC and Navisun Holdings LLC (5)(16),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($39.5 par due 11/2023),"5.00% Cash, 3.00%PIK",8/15/2019,39.5,39.5
550,Navisun LLC and Navisun Holdings LLC (5)(16),Owner and operater of commercial and industrial solar projects,"Series A preferred units (1,000 units)",10.50% PIK,11/15/2017,12.9,12.9
551,Navisun LLC and Navisun Holdings LLC (5)(16),Owner and operater of commercial and industrial solar projects,Class A units (550 units),0,11/15/2017,0.0,0.5
552,"Panda Temple Power, LLC and T1 Power Holdings LLC (4)",Gas turbine power generation facilities operator,Second lien senior secured loan ($4.6 par due 2/2023),9.00% PIK (Libor + 8.00%/M),3/6/2015,4.6,4.6
553,"Panda Temple Power, LLC and T1 Power Holdings LLC (4)",Gas turbine power generation facilities operator,"Class A common units (616,122 shares)",0,3/6/2015,15.0,18.3
554,PERC Holdings 1 LLC,"Operator of recycled energy, combined heat and power, and energy efficiency facilities","Class B common units (21,653,543 units)",0,10/20/2014,0.4,11.5
555,"PosiGen Backleverage, LLC and PosiGen, Inc. (16)",Seller and leaser of solar power systems for residential and commercial customers,First lien senior secured loan ($43.9 par due 1/2023),9.00% (Libor + 7.00%),9/29/2020,43.1,43.9
556,"PosiGen Backleverage, LLC and PosiGen, Inc. (16)",Seller and leaser of solar power systems for residential and commercial customers,First lien senior secured loan ($5.6 par due 1/2023),9.00% (Libor + 7.00%),9/29/2020,5.6,5.6
557,"PosiGen Backleverage, LLC and PosiGen, Inc. (16)",Seller and leaser of solar power systems for residential and commercial customers,"Warrant to purchase up to 78,632 shares of common stock (expires 1/2027)",0,1/29/2020,0.0,0.0
558,Riverview Power LLC,Operator of natural gas and oil fired power generation facilities,First lien senior secured loan ($75.8 par due 12/2022),9.00% (Libor + 8.00%/Q),12/29/2016,75.2,75.8
559,"SE1 Generation, LLC",Solar power developer,Senior subordinated loan ($56.4 par due 12/2022),"5.50% Cash, 4.00% PIK",12/17/2019,56.4,54.1
560,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,First lien senior secured loan ($0.1 par due 2/2055),3.61%,10/28/2019,0.1,0.1
561,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,Senior subordinated loan ($138.3 par due 11/2025),"8.75% (Libor + 2.75% Cash, 4.00% PIK/Q)",11/26/2019,138.3,138.3
562,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,First lien senior secured loan ($0.4 par due 6/2054),3.98%,6/7/2019,0.4,0.4
563,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,Senior subordinated loan ($67.6 par due 7/2030),"8.75% (Libor + 2.75% Cash, 4.00% PIK/Q)",6/27/2019,67.6,67.6
564,"Alera Group Intermediate Holdings, Inc.",Insurance service provider,Second lien senior secured loan ($26.2 par due 3/2026),8.61% (Libor + 8.50%/M),3/5/2019,26.2,26.2
565,"Alera Group Intermediate Holdings, Inc.",Insurance service provider,Second lien senior secured loan ($24.4 par due 3/2026),8.61% (Libor + 8.50%/M),3/5/2019,24.4,24.4
566,Amynta Agency Borrower Inc. and Amynta Warranty Borrower Inc.,Insurance service provider,First lien senior secured loan ($13.2 par due 2/2025),4.61% (Libor + 4.50%/M),12/21/2018,13.2,13.1
567,"AQ Sunshine, Inc. (16)",Specialized insurance broker,First lien senior secured loan ($8.6 par due 4/2025),7.25% (Libor + 6.25%/Q),4/15/2019,8.6,8.6
568,"AQ Sunshine, Inc. (16)",Specialized insurance broker,First lien senior secured loan ($9.4 par due 4/2025),6.25% (Libor + 5.25%/Q),10/29/2020,9.4,9.4
569,"AQ Sunshine, Inc. (16)",Specialized insurance broker,First lien senior secured loan ($4.2 par due 4/2025),7.25% (Libor + 6.25%/Q),10/29/2020,4.2,4.2
570,"AQ Sunshine, Inc. (16)",Specialized insurance broker,First lien senior secured loan ($2.5 par due 4/2025),7.25% (Libor + 6.25%/Q),10/29/2020,2.5,2.5
571,Ardonagh Midco 2 plc and Ardonagh Midco 3 plc (16),Insurance broker and underwriting servicer,First lien senior secured loan ($70.0 par due 7/2026),"8.46% (GBP Libor + 5.50% Cash, 2.21% PIK/S)",6/26/2020,63.9,70.0
572,Ardonagh Midco 2 plc and Ardonagh Midco 3 plc (16),Insurance broker and underwriting servicer,First lien senior secured loan ($9.8 par due 7/2026),8.46% (GBP Libor + 7.71%/Q),6/26/2020,9.7,9.8
573,Ardonagh Midco 2 plc and Ardonagh Midco 3 plc (16),Insurance broker and underwriting servicer,First lien senior secured loan ($7.6 par due 7/2026),"8.71% (Euribor + 5.50% Cash, 2.21% PIK/S)",6/26/2020,7.4,7.6
