,Industry,Company(1),Business Description,Investment,Interest(6)(12),Acquisition  Date,Amortized  Cost,Fair Value
453,Environmental Services,"RE Community Holdings II, Inc., Pegasus Community Energy, LLC., and MPH Energy Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (3.13% interest),,1/8/2014,0.0,0
454,Environmental Services,"Waste Pro USA, Inc",Waste management services,"Second lien senior secured loan ($76,531 par due 10/2020)",8.50% (Libor + 7.50%/Q),10/15/2014,76531.0,76531
455,Environmental Services,"Waste Pro USA, Inc",Waste management services,,,,85370.0,76531
456,Chemicals,"Genomatica, Inc.",Developer of a biotechnology platform for the production of chemical products,"Warrant to purchase 322,422 shares of Series D preferred stock",,3/28/2013,0.0,6
457,Chemicals,"K2 Pure Solutions Nocal, L.P. (25)",Chemical Producer,"First lien senior secured loan ($13,975 par due 2/2021)",7.00% (Libor + 6.00%/Q),8/19/2013,13975.0,13975
458,Chemicals,"K2 Pure Solutions Nocal, L.P. (25)",Chemical Producer,"First lien senior secured loan ($26,000 par due 2/2021)",7.00% (Libor + 6.00%/Q),8/19/2013,26000.0,26000
459,Chemicals,"K2 Pure Solutions Nocal, L.P. (25)",Chemical Producer,"First lien senior secured loan ($13,000 par due 2/2021)",7.00% (Libor + 6.00%/Q),8/19/2013,13000.0,13000
460,Chemicals,"Kinestral Technologies, Inc.","Designer of adaptive, dynamic glass for the commercial and residential markets.","First lien senior secured loan ($10,000 par due 10/2018)",8.75% (Libor + 7.75%/M),4/22/2014,9869.0,10000
461,Chemicals,"Kinestral Technologies, Inc.","Designer of adaptive, dynamic glass for the commercial and residential markets.","Warrant to purchase up to 325,000 shares of Series A preferred stock",,4/22/2014,73.0,151
462,Chemicals,"Kinestral Technologies, Inc.","Designer of adaptive, dynamic glass for the commercial and residential markets.","Warrant to purchase up to 131,883 shares of Series B preferred stock",,4/9/2015,0.0,0
463,Chemicals,"Liquid Light, Inc.",Developer and licensor of process technology for the conversion of carbon dioxide into major chemicals,"First lien senior secured loan ($2,444 par due 11/2017)",10.00% (Libor + 9.00%/M),8/13/2014,2341.0,2444
464,Chemicals,"Liquid Light, Inc.",Developer and licensor of process technology for the conversion of carbon dioxide into major chemicals,"Warrant to purchase up to 86,009 shares of Series B preferred stock",,8/13/2014,77.0,74
465,Chemicals,"Liquid Light, Inc.",Developer and licensor of process technology for the conversion of carbon dioxide into major chemicals,,,,65335.0,65650
466,Health Clubs,"Athletic Club Holdings, Inc. (25)",Premier health club operator,"First lien senior secured loan ($41,000 par due 10/2020)",9.50% (Libor + 8.50%/Q),10/11/2007,41000.0,41000
467,Health Clubs,"CFW Co-Invest, L.P., NCP Curves, L.P. and Curves International Holdings, Inc.",Health club franchisor,"Limited partnership interest (4,152,165 shares)",,7/31/2012,4152.0,0
468,Health Clubs,"CFW Co-Invest, L.P., NCP Curves, L.P. and Curves International Holdings, Inc.",Health club franchisor,"Common stock (1,680 shares)",,11/12/2014,0.0,0
469,Health Clubs,"CFW Co-Invest, L.P., NCP Curves, L.P. and Curves International Holdings, Inc.",Health club franchisor,"Limited partnership interest (2,218,235 shares)",,7/31/2012,2218.0,6585
470,Health Clubs,"CFW Co-Invest, L.P., NCP Curves, L.P. and Curves International Holdings, Inc.",Health club franchisor,,,,47370.0,47585
471,Wholesale Distribution,"Flow Solutions Holdings, Inc.","Distributor of high value fluid handling, filtration and flow control products","Second lien senior secured loan ($6,000 par due 10/2018)",10.00% (Libor + 9.00%/Q),12/16/2014,6000.0,5700
472,Wholesale Distribution,"Flow Solutions Holdings, Inc.","Distributor of high value fluid handling, filtration and flow control products","Second lien senior secured loan ($29,500 par due 10/2018)",10.00% (Libor + 9.00%/Q),12/16/2014,29500.0,28025
473,Wholesale Distribution,"Flow Solutions Holdings, Inc.","Distributor of high value fluid handling, filtration and flow control products",,,,35500.0,33725
474,Retail,"Paper Source, Inc. and Pine Holdings, Inc. (25)",Retailer of fine and artisanal paper products,"First lien senior secured loan ($9,774 par due 9/2018)",7.25% (Libor + 6.25%/Q),9/23/2013,9774.0,9774
475,Retail,"Paper Source, Inc. and Pine Holdings, Inc. (25)",Retailer of fine and artisanal paper products,"Class A Common Stock (36,364 shares)",,9/23/2013,6000.0,8021
476,Retail,"Things Remembered, Inc. and TRM Holdings Corporation (25)",Personalized gifts retailer,"First lien senior secured loan ($4,167 par due 5/2017)",,5/24/2012,4107.0,1792
477,Retail,"Things Remembered, Inc. and TRM Holdings Corporation (25)",Personalized gifts retailer,"First lien senior secured loan ($12,878 par due 5/2018)",,5/24/2012,12606.0,5538
478,Retail,"Things Remembered, Inc. and TRM Holdings Corporation (25)",Personalized gifts retailer,,,,32487.0,25125
479,Telecommunications,Adaptive Mobile Security Limited (9),Developer of security software for mobile communications networks,"First lien senior secured loan ($2,879 par due 7/2018)",10.00% (Libor + 9.00%/Q),1/16/2015,2891.0,3099
480,Telecommunications,Adaptive Mobile Security Limited (9),Developer of security software for mobile communications networks,First lien senior secured loan ($735 par due 10/2018),10.00% (Libor + 9.00%/Q),1/16/2015,737.0,792
481,Telecommunications,"American Broadband Communications, LLC, American Broadband Holding Company, and Cameron Holdings of NC, Inc.",Broadband communication services,Warrant to purchase up to 208 shares,,11/7/2007,0.0,7204
482,Telecommunications,"American Broadband Communications, LLC, American Broadband Holding Company, and Cameron Holdings of NC, Inc.",Broadband communication services,Warrant to purchase up to 200 shares,,9/1/2010,0.0,6927
483,Telecommunications,"Startec Equity, LLC (8)",Communication services,Member interest,,4/1/2010,0.0,0
484,Telecommunications,Wilcon Holdings LLC,Communications infrastructure provider,"Class A common stock (2,000,000 shares)",,12/13/2013,1829.0,2927
485,Telecommunications,Wilcon Holdings LLC,Communications infrastructure provider,,,,5457.0,20949
486,Computers and Electronics,"Everspin Technologies, Inc. (25)",Designer and manufacturer of computer memory solutions,"First lien senior secured revolving loan ($1,500 par due 6/2017)",7.25%(Base Rate + 3.75%/M),6/5/2015,1500.0,1485
487,Computers and Electronics,"Everspin Technologies, Inc. (25)",Designer and manufacturer of computer memory solutions,"First lien senior secured loan ($8,000 par due 6/2019)",8.75% (Libor + 7.75%/M),6/5/2015,7566.0,7920
488,Computers and Electronics,"Everspin Technologies, Inc. (25)",Designer and manufacturer of computer memory solutions,"Warrant to purchase up to 480,000 shares of Series B preferred stock",,6/5/2015,355.0,355
489,Computers and Electronics,"Liquid Robotics, Inc.","Ocean data services provider utilizing long duration, autonomous surface vehicles","First lien senior secured loan ($5,000 par due 5/2019)",9.00% (Libor + 8.00%/M),10/29/2015,4880.0,4950
490,Computers and Electronics,"Liquid Robotics, Inc.","Ocean data services provider utilizing long duration, autonomous surface vehicles","Warrant to purchase up to 50,263 shares of Series E preferred stock",,10/29/2015,76.0,72
491,Computers and Electronics,"Liquid Robotics, Inc.","Ocean data services provider utilizing long duration, autonomous surface vehicles",,,,14377.0,14782
492,"Printing, Publishing and Media","Batanga, Inc.",Independent digital media company,"First lien senior secured loan ($9,915 par due 12/2016)",12.00% (Libor + 11.00%/M),10/31/2012,9915.0,9975
493,"Printing, Publishing and Media","Earthcolor Group, LLC",Printing management services,Limited liability company interests (9.30%),,5/18/2012,0.0,0
494,"Printing, Publishing and Media","The Teaching Company, LLC and The Teaching Company Holdings, Inc.",Education publications provider,"Preferred stock (10,663 shares)",,9/29/2006,1066.0,4116
495,"Printing, Publishing and Media","The Teaching Company, LLC and The Teaching Company Holdings, Inc.",Education publications provider,"Common stock (15,393 shares)",,9/29/2006,3.0,11
496,"Printing, Publishing and Media","The Teaching Company, LLC and The Teaching Company Holdings, Inc.",Education publications provider,,,,10984.0,14102
497,"Printing, Publishing and Media","The Teaching Company, LLC and The Teaching Company Holdings, Inc.",Education publications provider,,,,9170309.0,9072101
