,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,Fair  Value
578,"ATI Restoration, LLC (17)",Provider of disaster recovery services,First lien senior secured revolving loan,0,7/31/2020,0.0,0.0
579,"ATI Restoration, LLC (17)",Provider of disaster recovery services,First lien senior secured loan ($33.5 par due 7/2026),6.50% (Libor + 5.50%/Q),7/31/2020,33.5,33.5
581,"Belfor Holdings, Inc. (17)",Disaster recovery services provider,First lien senior secured revolving loan ($5.0 par due 4/2024),5.50% (Base Rate + 2.25%/Q),4/4/2019,5.0,5.0
582,"ChargePoint Holdings, Inc.",Developer and operator of electric vehicle charging stations,"Common stock (53,266 shares)",0,3/12/2021,0.0,1.7
583,"ChargePoint Holdings, Inc.",Developer and operator of electric vehicle charging stations,"Warrant to purchase up to 806,374 shares of common stock (expires 12/2024)",0,3/1/2021,0.3,23.8
585,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (17)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($3.0 par due 5/2023),11.75% (Libor + 10.75%/Q),11/5/2018,3.0,2.7
586,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (17)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($21.4 par due 5/2023),11.75% (Libor + 10.75%/Q),12/22/2020,19.8,18.9
587,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (17)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($68.2 par due 5/2023),11.75% (Libor + 10.75%/Q),5/30/2018,67.1,60.0
588,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (17)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($12.2 par due 5/2023),11.75% (Libor + 10.75%/Q),11/5/2018,12.2,10.7
589,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (17)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($15.0 par due 5/2023),11.75% (Libor + 10.75%/Q),7/3/2019,14.8,13.2
590,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (17)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($20.0 par due 5/2023),11.75% (Libor + 10.75%/Q),12/27/2019,18.6,17.6
591,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (17)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($3.0 par due 5/2023),11.75% (Libor + 10.75%/Q),8/20/2018,3.0,2.7
592,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (17)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($4.9 par due 5/2023),11.75% (Libor + 10.75%/Q),6/30/2020,4.9,4.3
593,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (17)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",Warrant to purchase up to 718.66 shares (expires 3/2041),0,3/21/2021,2.1,1.2
595,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (17),Provider of plumbing and HVAC services,First lien senior secured loan ($175.8 par due 11/2026),6.75% (Libor + 5.75%/Q),11/16/2020,175.8,175.8
596,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (17),Provider of plumbing and HVAC services,First lien senior secured loan ($20.4 par due 11/2026),6.75% (Libor + 5.75%/Q),4/2/2021,20.4,20.4
597,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (17),Provider of plumbing and HVAC services,"Class A units (5,803.43 units)",0,11/16/2020,19.6,23.8
599,FWR Holding Corporation (17),"Restaurant owner, operator, and franchisor",First lien senior secured revolving loan,0,8/21/2017,0.0,0.0
600,FWR Holding Corporation (17),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($4.5 par due 8/2023),"6.50% (Libor + 4.00% Cash, 1.50% PIK/Q)",8/21/2017,4.5,4.3
601,FWR Holding Corporation (17),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($2.5 par due 8/2023),"6.50% (Libor + 4.00% Cash, 1.50% PIK/Q)",2/28/2019,2.5,2.4
603,FWR Holding Corporation (17),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($1.7 par due 8/2023),"6.50% (Libor + 4.00% Cash, 1.50% PIK/Q)",12/20/2019,1.7,1.7
605,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (17),Restaurant owner and operator,First lien senior secured revolving loan ($7.3 par due 2/2022),0,2/1/2017,6.3,0.0
606,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (17),Restaurant owner and operator,First lien senior secured loan ($20.9 par due 2/2022),0,2/1/2017,17.9,0.0
608,"Jenny C Acquisition, Inc.",Health club franchisor,Senior subordinated loan ($1.4 par due 4/2025),8.00% PIK,4/5/2019,1.4,1.4
609,"Jim N Nicks Management, LLC (17)",Restaurant owner and operator,First lien senior secured revolving loan ($3.4 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,3.4,3.3
610,"Jim N Nicks Management, LLC (17)",Restaurant owner and operator,First lien senior secured loan ($13.7 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,13.7,13.3
611,"Jim N Nicks Management, LLC (17)",Restaurant owner and operator,First lien senior secured loan ($1.1 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,1.1,1.1
613,"KeyStone Sub-debt HoldCo, LLC",Planet Fitness franchisee,Senior subordinated loan ($51.6 par due 1/2027),10.00% PIK,1/20/2021,48.3,47.8
614,"KeyStone Sub-debt HoldCo, LLC",Planet Fitness franchisee,Warrant to purchase up to 24.7581 Class C interests (expires 1/2027),0,1/20/2021,3.6,3.3
616,ME Equity LLC,Franchisor in the massage industry,"Common stock (3,000,000 shares)",0,9/27/2012,3.0,1.3
617,Movati Athletic (Group) Inc.,Premier health club operator,First lien senior secured loan ($5.3 par due 10/2024),"7.50% (CDOR + 5.50% Cash, 0.50% PIK/Q)",10/5/2017,5.0,4.6
618,"OTG Management, LLC (17)",Airport restaurant operator,First lien senior secured revolving loan ($10.2 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/B)",8/26/2016,10.2,9.7
619,"OTG Management, LLC (17)",Airport restaurant operator,First lien senior secured loan ($16.2 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/B)",10/7/2020,16.2,15.4
620,"OTG Management, LLC (17)",Airport restaurant operator,First lien senior secured loan ($5.4 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",10/7/2020,5.4,5.1
621,"OTG Management, LLC (17)",Airport restaurant operator,First lien senior secured loan ($23.9 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/B)",8/26/2016,23.9,22.7
622,"OTG Management, LLC (17)",Airport restaurant operator,First lien senior secured loan ($99.0 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/B)",8/26/2016,99.0,94.1
623,"OTG Management, LLC (17)",Airport restaurant operator,First lien senior secured loan ($9.8 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/B)",10/10/2018,9.8,9.3
624,"OTG Management, LLC (17)",Airport restaurant operator,Senior subordinated loan ($41.2 par due 2/2022),0,8/26/2016,36.1,36.2
625,"OTG Management, LLC (17)",Airport restaurant operator,"Class A preferred units (3,000,000 units)",0,8/26/2016,38.3,14.6
626,"OTG Management, LLC (17)",Airport restaurant operator,"Common units (3,000,000 units)",0,1/5/2011,3.0,0.0
627,"OTG Management, LLC (17)",Airport restaurant operator,Warrant to purchase up to 7.73% of common units,0,6/19/2008,0.1,0.0
629,"Portillo's Holdings, LLC",Fast casual restaurant brand,Second lien senior secured loan ($34.0 par due 12/2024),10.75% (Libor + 9.50%/Q),11/27/2019,33.3,34.0
630,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (17)",Hotel operator,First lien senior secured revolving loan ($9.5 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",4/12/2018,9.5,8.6
632,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (17)",Hotel operator,First lien senior secured loan ($18.2 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",4/12/2018,18.2,16.4
633,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (17)",Hotel operator,First lien senior secured loan ($6.3 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",12/27/2019,6.3,5.7
634,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (17)",Hotel operator,"Preferred membership units (996,833 units)",0,7/15/2016,1.0,0.2
636,"Redwood Services, LLC and Redwood Services Holdco, LLC (17)",Provider of residential HVAC and plumbing services,First lien senior secured loan ($6.2 par due 12/2025),8.00% (Libor + 7.00%/Q),12/31/2020,6.2,6.2
637,"Redwood Services, LLC and Redwood Services Holdco, LLC (17)",Provider of residential HVAC and plumbing services,"Series D units (5,291,723 units)",8.00% PIK,12/31/2020,5.3,7.7
639,"Safe Home Security, Inc., Security Systems Inc., Safe Home Monitoring, Inc., National Protective Services, Inc., Bright Integrations LLC and Medguard Alert, Inc. (17)",Provider of safety systems for business and residential customers,First lien senior secured loan ($45.0 par due 8/2024),8.25% (Libor + 7.25%/M),8/4/2020,45.0,45.0
640,SERV 2020-1,Provider of restoration and cleaning services to commercial and residential customers,First lien senior secured loan ($0.0 par due 1/2051),3.34%,12/9/2020,0.0,0.0
641,"Spectra Finance, LLC (17)",Venue management and food and beverage provider,First lien senior secured revolving loan ($15.3 par due 4/2023),"6.75% (Libor + 5.00% Cash, 0.75% PIK/M)",4/2/2018,15.3,13.7
642,"Spectra Finance, LLC (17)",Venue management and food and beverage provider,First lien senior secured loan ($3.2 par due 4/2024),"6.75% (Libor + 5.00% Cash, 0.75% PIK/Q)",4/2/2018,3.2,2.9
644,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (17)",Planet Fitness franchisee,First lien senior secured revolving loan ($0.2 par due 7/2024),5.75% (Libor + 4.75%/Q),7/31/2018,0.2,0.2
645,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (17)",Planet Fitness franchisee,First lien senior secured revolving loan ($0.8 par due 7/2024),6.75% (Libor + 5.75%/Q),7/31/2018,0.8,0.7
646,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (17)",Planet Fitness franchisee,First lien senior secured loan ($1.0 par due 7/2025),6.75% (Libor + 5.75%/Q),3/5/2020,1.0,0.9
647,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (17)",Planet Fitness franchisee,"Class A units (37,020 units)",0,7/31/2018,3.8,0.7
649,"The Alaska Club Partners, LLC, Athletic Club Partners LLC and The Alaska Club, Inc. (17)",Premier health club operator,First lien senior secured loan ($15.5 par due 12/2024),"10.25% (Base rate + 5.00% Cash, 2.00% PIK/Q)",12/16/2019,15.5,14.1
652,"Ferrellgas, L.P.",Distributor of propane and related accessories,"Senior preferred units (55,708 units)",8.96%,3/30/2021,55.7,55.2
653,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($39.1 par due 11/2021),6.50% (Libor + 5.50%/Q),2/8/2021,37.5,36.7
654,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($33.7 par due 11/2021),6.50% (Libor + 5.50%/Q),11/13/2014,32.8,31.7
655,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($147.3 par due 12/2021),0,11/13/2014,132.3,83.9
657,"Heelstone Renewable Energy, LLC (5)(17)","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($25.8 par due 4/2024),8.00% (Libor + 7.00%/Q),4/14/2021,25.8,25.8
658,"Heelstone Renewable Energy, LLC (5)(17)","Provider of cloud based IT solutions, infrastructure and services",Class A1 units (100 units),0,4/14/2021,22.2,45.6
660,Hummel Station LLC,Gas turbine power generation facilities operator,First lien senior secured loan ($0.9 par due 10/2022),7.00% (Libor + 6.00%/M),12/10/2020,0.9,0.9
662,Navisun LLC and Navisun Holdings LLC (5)(17),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($53.4 par due 11/2023),8.00% PIK,11/15/2017,53.4,53.4
663,Navisun LLC and Navisun Holdings LLC (5)(17),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($14.9 par due 11/2023),9.00% PIK,3/7/2019,14.9,14.9
664,Navisun LLC and Navisun Holdings LLC (5)(17),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($39.8 par due 11/2023),"5.00% Cash, 3.00% PIK",8/15/2019,39.8,39.8
665,Navisun LLC and Navisun Holdings LLC (5)(17),Owner and operater of commercial and industrial solar projects,"Series A preferred units (1,000 units)",10.50% PIK,11/15/2017,13.3,14.9
666,Navisun LLC and Navisun Holdings LLC (5)(17),Owner and operater of commercial and industrial solar projects,Class A units (550 units),0,11/15/2017,0.0,4.6
668,Opal Fuels LLC,Owner of natural gas facilities,Senior subordinated loan ($50.0 par due 12/2026),8.00%,5/1/2021,40.4,40.2
669,"Panda Temple Power, LLC and T1 Power Holdings LLC (4)",Gas turbine power generation facilities operator,"Class A common units (616,122 shares)",0,3/6/2015,15.0,23.7
670,PERC Holdings 1 LLC,"Operator of recycled energy, combined heat and power, and energy efficiency facilities","Class B common units (21,653,543 units)",0,10/20/2014,0.4,11.5
671,"PosiGen Backleverage, LLC and PosiGen, Inc. (17)",Seller and leaser of solar power systems for residential and commercial customers,First lien senior secured loan ($43.6 par due 3/2023),9.00% (Libor + 7.00%/Q),9/29/2020,42.8,43.6
672,"PosiGen Backleverage, LLC and PosiGen, Inc. (17)",Seller and leaser of solar power systems for residential and commercial customers,First lien senior secured loan ($7.7 par due 3/2023),9.00% (Libor + 7.00%/Q),9/29/2020,7.7,7.7
673,"PosiGen Backleverage, LLC and PosiGen, Inc. (17)",Seller and leaser of solar power systems for residential and commercial customers,First lien senior secured loan ($1.1 par due 3/2023),9.00% (Libor + 7.00%/Q),6/10/2021,1.1,1.1
674,"PosiGen Backleverage, LLC and PosiGen, Inc. (17)",Seller and leaser of solar power systems for residential and commercial customers,"Warrant to purchase up to 101,555 shares of series D-1 preferred stock (expires 6/2028)",0,6/10/2021,0.0,0.0
675,"PosiGen Backleverage, LLC and PosiGen, Inc. (17)",Seller and leaser of solar power systems for residential and commercial customers,"Warrant to purchase up to 1,112,022 shares of common stock (expires 1/2027)",0,1/29/2020,0.0,0.0
677,Riverview Power LLC,Operator of natural gas and oil fired power generation facilities,First lien senior secured loan ($74.6 par due 12/2022),9.00% (Libor + 8.00%/Q),12/29/2016,74.0,67.1
678,"SE1 Generation, LLC",Solar power developer,Senior subordinated loan ($57.2 par due 12/2022),"4.00% Cash, 5.50% PIK",12/17/2019,57.2,54.3
679,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,First lien senior secured loan ($0.1 par due 2/2055),3.61%,10/28/2019,0.1,0.1
680,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,Senior subordinated loan ($139.6 par due 11/2025),"8.75% (Libor + 2.75% Cash, 4.00% PIK/Q)",11/26/2019,139.6,139.6
682,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,First lien senior secured loan ($0.4 par due 6/2054),3.98%,6/7/2019,0.4,0.4
683,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,Senior subordinated loan ($68.1 par due 7/2030),"8.75% (Libor + 3.98% Cash, 2.77% PIK/Q)",6/27/2019,68.1,68.1
687,"Automotive Keys Group, LLC and Automotive Keys Investor, LLC",Provider of replacement wireless keys for automotive market,"Preferred units (4,113,113 units)",9.00% PIK,11/6/2020,4.3,4.3
688,"Automotive Keys Group, LLC and Automotive Keys Investor, LLC",Provider of replacement wireless keys for automotive market,"Class A common units (4,113,113 units)",0,11/6/2020,0.0,0.2
691,"Continental Acquisition Holdings, Inc. (17)","Distributor of aftermarket batteries to the electric utility vehicle, automotive, commercial, marine and industrial markets",First lien senior secured loan ($26.8 par due 1/2027),7.00% (Libor + 6.00%/Q),1/20/2021,26.8,26.6
692,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(17)",Restoration parts and accessories provider for classic automobiles,First lien senior secured revolving loan ($3.4 par due 5/2022),12.00% PIK,7/12/2012,3.4,3.4
693,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(17)",Restoration parts and accessories provider for classic automobiles,First lien senior secured loan ($24.8 par due 5/2022),12.00% PIK,7/12/2012,24.7,24.8
694,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(17)",Restoration parts and accessories provider for classic automobiles,"Class A common units (67,972 units)",0,7/12/2012,16.4,0.1
696,"Faraday&Future Inc., FF Inc. and Faraday SPE, LLC",Electric vehicle manufacturer,Senior subordinated loan ($52.0 par due 3/2022),14.00% PIK,3/1/2021,52.0,49.9
697,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (17)",Automotive parts and repair services retailer,First lien senior secured revolving loan ($6.1 par due 10/2024),7.00% (Libor + 6.00%/Q),10/19/2018,6.1,6.1
698,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (17)",Automotive parts and repair services retailer,First lien senior secured loan ($4.9 par due 10/2024),7.00% (Libor + 6.00%/Q),3/31/2021,4.9,4.9
699,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (17)",Automotive parts and repair services retailer,First lien senior secured loan ($7.5 par due 10/2024),7.00% (Libor + 6.00%/Q),5/21/2021,7.5,7.5
700,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (17)",Automotive parts and repair services retailer,First lien senior secured loan ($21.8 par due 10/2024),7.00% (Libor + 6.00%/Q),10/19/2018,21.8,21.8
701,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (17)",Automotive parts and repair services retailer,First lien senior secured loan ($30.0 par due 10/2024),7.00% (Libor + 6.00%/Q),10/19/2018,30.0,30.0
702,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (17)",Automotive parts and repair services retailer,First lien senior secured loan ($42.3 par due 10/2024),7.00% (Libor + 6.00%/Q),3/9/2020,42.3,42.3
703,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (17)",Automotive parts and repair services retailer,"Common units (4,389,156 units)",0,10/19/2018,5.7,27.3
705,"Highline Aftermarket Acquisition, LLC, Highline Aftermarket SC Acquisition, Inc. and Highline PPC Blocker LLC (17)",Manufacturer and distributor of automotive fluids,First lien senior secured revolving loan ($3.1 par due 11/2025),3.83% (Libor + 3.75%/M),11/9/2020,3.1,3.0
706,"Highline Aftermarket Acquisition, LLC, Highline Aftermarket SC Acquisition, Inc. and Highline PPC Blocker LLC (17)",Manufacturer and distributor of automotive fluids,Second lien senior secured loan ($70.4 par due 11/2028),8.75% (Libor + 8.00%/Q),11/9/2020,70.4,69.7
707,"Highline Aftermarket Acquisition, LLC, Highline Aftermarket SC Acquisition, Inc. and Highline PPC Blocker LLC (17)",Manufacturer and distributor of automotive fluids,"Co-invest units (59,230 units)",0,11/4/2020,5.9,5.4
709,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($152.2 par due 12/2025),5.38% (Libor + 4.75%/M),12/21/2018,151.7,152.2
710,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($19.2 par due 12/2025),5.38% (Libor + 4.75%/M),12/21/2018,19.2,19.2
711,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,"Preferred units (59,453 units)","4.50% Cash, 9.25% PIK",10/9/2015,73.6,73.6
713,"Mavis Tire Express Services Topco Corp., Metis HoldCo, Inc., and Metis TopCo, LP (17)",Auto parts retailer,First lien senior secured revolving loan,0,5/4/2021,0.0,0.0
714,"Mavis Tire Express Services Topco Corp., Metis HoldCo, Inc., and Metis TopCo, LP (17)",Auto parts retailer,"Series A preferred stock (68,601 shares)",7.00% PIK,5/4/2021,69.4,67.3
715,"Mavis Tire Express Services Topco Corp., Metis HoldCo, Inc., and Metis TopCo, LP (17)",Auto parts retailer,"Class A-1 units (24,586 units)",0,5/4/2021,24.6,24.6
717,"SK SPV IV, LLC",Collision repair site operator,"Series A common stock (12,500 units)",0,8/18/2014,0.6,0.4
718,"SK SPV IV, LLC",Collision repair site operator,"Series B common stock (12,500 units)",0,8/18/2014,0.6,0.4
720,"Wand Newco 3, Inc.",Collision repair company,Second lien senior secured loan ($180.2 par due 2/2027),7.34% (Libor + 7.25%/M),2/5/2019,178.0,178.4
724,"Alera Group Intermediate Holdings, Inc.",Insurance service provider,Second lien senior secured loan ($50.6 par due 3/2026),8.60% (Libor + 8.50%/M),3/5/2019,50.6,50.6
725,Amynta Agency Borrower Inc. and Amynta Warranty Borrower Inc.,Insurance service provider,First lien senior secured loan ($1.0 par due 2/2025),4.60% (Libor + 4.50%/M),12/21/2018,1.0,1.0
726,"AQ Sunshine, Inc. (17)",Specialized insurance broker,First lien senior secured revolving loan ($0.4 par due 4/2024),7.00% (Libor + 6.00%/Q),4/15/2019,0.4,0.4
727,"AQ Sunshine, Inc. (17)",Specialized insurance broker,First lien senior secured loan ($25.7 par due 4/2025),7.00% (Libor + 6.00%/Q),10/29/2020,25.7,25.7
728,"AQ Sunshine, Inc. (17)",Specialized insurance broker,First lien senior secured loan ($1.4 par due 4/2025),7.00% (Libor + 6.00%/Q),6/28/2021,1.4,1.4
729,"AQ Sunshine, Inc. (17)",Specialized insurance broker,First lien senior secured loan ($8.6 par due 4/2025),7.00% (Libor + 6.00%/Q),4/15/2019,8.6,8.6
731,Ardonagh Midco 2 plc and Ardonagh Midco 3 plc,Insurance broker and underwriting servicer,First lien senior secured loan ($70.1 par due 7/2026),"8.46% (GBP GBP Libor + 5.50% Cash, 2.21% PIK/Q)",6/26/2020,63.9,70.1
732,Ardonagh Midco 2 plc and Ardonagh Midco 3 plc,Insurance broker and underwriting servicer,First lien senior secured loan ($14.8 par due 7/2026),"8.46% (GBP GBP Libor + 5.50% Cash, 2.21% PIK/S)",6/26/2020,14.7,14.8
733,Ardonagh Midco 2 plc and Ardonagh Midco 3 plc,Insurance broker and underwriting servicer,First lien senior secured loan ($7.7 par due 7/2026),"8.71% (Euribor + 5.50% Cash, 2.21% PIK/Q)",6/26/2020,7.4,7.7
734,Ardonagh Midco 2 plc and Ardonagh Midco 3 plc,Insurance broker and underwriting servicer,Senior subordinated loan ($1.2 par due 1/2027),11.50% PIK,6/26/2020,1.2,1.3
736,Benecon Midco II LLC and Locutus Holdco LLC (17),Employee benefits provider for small and mid-size employers,"Common units (9,803,682 units)",0,12/4/2020,10.0,13.0
737,"Foundation Risk Partners, Corp. (17)",Full service independent insurance agency,First lien senior secured loan ($3.8 par due 11/2023),5.75% (Libor + 4.75%/Q),12/30/2020,3.8,3.8
738,"Foundation Risk Partners, Corp. (17)",Full service independent insurance agency,First lien senior secured loan ($25.6 par due 11/2023),5.75% (Libor + 4.75%/Q),8/30/2019,25.6,25.6
739,"Foundation Risk Partners, Corp. (17)",Full service independent insurance agency,Second lien senior secured loan ($40.8 par due 11/2024),9.50% (Libor + 8.50%/Q),8/9/2018,40.8,40.8
740,"Foundation Risk Partners, Corp. (17)",Full service independent insurance agency,Second lien senior secured loan ($27.4 par due 11/2024),9.50% (Libor + 8.50%/Q),5/1/2019,27.4,27.4
741,"Foundation Risk Partners, Corp. (17)",Full service independent insurance agency,Second lien senior secured loan ($14.8 par due 11/2024),9.50% (Libor + 8.50%/Q),8/30/2019,14.8,14.8
742,"Foundation Risk Partners, Corp. (17)",Full service independent insurance agency,Second lien senior secured loan ($27.5 par due 11/2024),9.50% (Libor + 8.50%/Q),11/10/2017,27.5,27.5
744,"High Street Buyer, Inc. and High Street Holdco LLC (17)",Insurance brokerage platform,First lien senior secured loan ($66.7 par due 4/2028),6.75% (Libor + 6.00%/Q),4/16/2021,66.7,66.0
745,"High Street Buyer, Inc. and High Street Holdco LLC (17)",Insurance brokerage platform,"Series A preferred units (41,319,130 units)",10.00% PIK,4/16/2021,42.1,39.2
746,"High Street Buyer, Inc. and High Street Holdco LLC (17)",Insurance brokerage platform,"Series A common units (4,649,000 units)",10.00% PIK,4/16/2021,4.6,4.6
747,"High Street Buyer, Inc. and High Street Holdco LLC (17)",Insurance brokerage platform,"Series C common units (2,126,230 units)",10.00% PIK,4/16/2021,0.0,2.1
749,"K2 Insurance Services, LLC and K2 Holdco LP (17)",Specialty insurance and managing general agency,First lien senior secured revolving loan,0,7/1/2019,0.0,0.0
750,"K2 Insurance Services, LLC and K2 Holdco LP (17)",Specialty insurance and managing general agency,First lien senior secured loan ($51.2 par due 7/2024),6.00% (Libor + 5.00%/Q),7/1/2019,51.2,51.2
751,"K2 Insurance Services, LLC and K2 Holdco LP (17)",Specialty insurance and managing general agency,"Common units (799,000 units)",0,7/1/2019,0.8,1.3
753,"NSM Insurance Group, LLC (17)",Insurance program administrator,First lien senior secured loan ($12.8 par due 5/2026),6.00% (Libor + 4.75%/Q),5/11/2018,12.8,12.8
754,OneDigital Borrower LLC (17),Benefits broker and outsourced workflow automation platform provider for brokers,First lien senior secured revolving loan,0,11/16/2020,0.0,0.0
756,People Corporation (17),"Provider of group benefits, group retirement and human resources services",First lien senior secured loan ($54.3 par due 2/2028),7.25% (CDOR + 6.25%/Q),2/18/2021,53.4,53.8
757,"RSC Acquisition, Inc. and RSC Insurance Brokerage, Inc. (17)",Insurance broker,First lien senior secured revolving loan ($0.2 par due 10/2026),6.50% (Libor + 5.50%/Q),11/1/2019,0.2,0.2
758,"RSC Acquisition, Inc. and RSC Insurance Brokerage, Inc. (17)",Insurance broker,First lien senior secured loan ($33.3 par due 10/2026),6.50% (Libor + 5.50%/Q),11/1/2019,33.3,33.3
760,SCM Insurance Services Inc. (17),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",First lien senior secured loan ($20.9 par due 8/2024),6.00% (CDOR + 5.00%/M),8/29/2017,20.7,20.9
761,SCM Insurance Services Inc. (17),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",Second lien senior secured loan ($61.2 par due 3/2025),10.00% (CDOR + 9.00%/M),8/29/2017,60.5,61.2
763,"SelectQuote, Inc. (17)",Direct to consumer insurance distribution platform,First lien senior secured loan ($1.0 par due 11/2024),5.75% (Libor + 5.00%/M),11/5/2019,1.0,1.0
764,"SG Acquisition, Inc.",Provider of insurance solutions for car sales,First lien senior secured loan ($81.4 par due 1/2027),5.50% (Libor + 5.00%/M),1/27/2020,81.4,81.4
765,"Spring Insurance Solutions, LLC (17)",Technology-based direct to consumer sales and marketing platform for insurance products,First lien senior secured loan ($19.0 par due 11/2025),7.50% (Libor + 6.50%/Q),11/23/2020,19.0,18.8
766,"THG Acquisition, LLC (17)",Multi-line insurance broker,First lien senior secured revolving loan,0,12/2/2019,0.0,0.0
767,"THG Acquisition, LLC (17)",Multi-line insurance broker,First lien senior secured loan ($22.5 par due 12/2026),7.25% (Libor + 6.25%/Q),12/15/2020,22.5,22.5
