,Industry,Company(1),Business Description,Investment,Interest(6)(12),Acquisition  Date,Amortized  Cost,Fair  Value
451,Manufacturing,"Component Hardware Group, Inc. (25)",Commercial equipment,First lien senior secured revolving loan ($1.9 par due 7/2019),5.50% (Libor + 4.50%/Q),7/1/2013,1.9,1.9
452,Manufacturing,"Component Hardware Group, Inc. (25)",Commercial equipment,First lien senior secured loan ($8.0 par due 7/2019),5.50% (Libor + 4.50%/Q),7/1/2013,8.0,8.0
453,Manufacturing,Dorner Holding Corp. (25),Manufacturer of precision unit conveyors,First lien senior secured revolving loan ($1.0 par due 3/2022),6.75% (Libor + 5.75%/Q),3/15/2017,1.0,1.0
454,Manufacturing,Dorner Holding Corp. (25),Manufacturer of precision unit conveyors,First lien senior secured loan ($7.5 par due 3/2023),6.75% (Libor + 5.75%/Q),3/15/2017,7.5,7.5
455,Manufacturing,"ETG Holdings, Inc. (8)",Industrial woven products,"Common stock (3,000 shares)",,1/3/2017,0.0,0.0
456,Manufacturing,"Foamex Innovations, Inc.",Advanced polymer foan products,"Series A common stock (2,708 shares)",,1/3/2017,0.0,0.0
457,Manufacturing,"Foamex Innovations, Inc.",Advanced polymer foan products,Series B common stock (455 shares),,1/3/2017,0.0,0.0
458,Manufacturing,"Harvey Tool Company, LLC and Harvey Tool Holding, LLC (25)",Cutting tool provider to the metalworking industry,First lien senior secured revolving loan,,8/13/2015,0.0,0.0
459,Manufacturing,"Harvey Tool Company, LLC and Harvey Tool Holding, LLC (25)",Cutting tool provider to the metalworking industry,Senior subordinated loan ($28.2 par due 9/2020),"10.00% Cash, 1.00% PIK",8/13/2015,28.2,28.2
460,Manufacturing,"Harvey Tool Company, LLC and Harvey Tool Holding, LLC (25)",Cutting tool provider to the metalworking industry,Class A membership units (750 units),,3/28/2014,0.9,1.8
461,Manufacturing,"Ioxus, Inc (7)",Energy storage devices,First lien senior secured loan ($10.2 par due 12/2019),12.00% PIK,4/29/2014,10.0,10.2
462,Manufacturing,"Ioxus, Inc (7)",Energy storage devices,First lien senior secured loan ($0.6 par due 12/2019),,4/29/2014,0.5,0.6
463,Manufacturing,"Ioxus, Inc (7)",Energy storage devices,"Series CC preferred stock (67,330,609 shares)",,1/27/2017,0.7,0.7
464,Manufacturing,"Ioxus, Inc (7)",Energy storage devices,"Warrant to purchase up to 1,210,235 shares of Series BB preferred stock (expires 8/2026)",,1/28/2016,0.0,0.0
465,Manufacturing,"Ioxus, Inc (7)",Energy storage devices,"Warrant to purchase up to 336,653,045 shares of Series CC preferred stock (expires 1/2027)",,1/27/2017,0.0,0.0
466,Manufacturing,"Ioxus, Inc (7)",Energy storage devices,"Warrant to purchase up to 3,038,730 shares of common stock (expires 1/2026)",,1/28/2016,0.0,0.0
467,Manufacturing,KPS Global LLC,Walk-in cooler and freezer systems,First lien senior secured loan ($27.1 par due 12/2020),9.80% (Libor + 8.80%/Q),12/4/2015,27.1,27.1
468,Manufacturing,"MacLean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,Senior subordinated loan ($100.7 par due 10/2025),"10.50% Cash, 3.00% PIK",10/31/2013,100.7,100.7
469,Manufacturing,"MacLean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,"Preferred units (70,183 units)","4.50% Cash, 9.25% PIK",10/9/2015,74.1,74.1
470,Manufacturing,Niagara Fiber Intermediate Corp. (25),Insoluble fiber filler products,First lien senior secured loan ($1.3 par due 5/2018),,5/8/2014,1.2,0.8
471,Manufacturing,Niagara Fiber Intermediate Corp. (25),Insoluble fiber filler products,First lien senior secured loan ($1.9 par due 5/2018),,5/8/2014,1.8,1.1
472,Manufacturing,Niagara Fiber Intermediate Corp. (25),Insoluble fiber filler products,First lien senior secured loan ($12.1 par due 5/2018),,5/8/2014,11.3,7.4
473,Manufacturing,Nordco Inc. (25),Railroad maintenance-of-way machinery,First lien senior secured revolving loan,0,8/26/2015,0.0,0.0
474,Manufacturing,"Pelican Products, Inc.",Flashlights,Second lien senior secured loan ($40.0 par due 4/2021),9.40% (Libor + 8.25%/Q),4/11/2014,40.0,37.6
475,Manufacturing,Saw Mill PCG Partners LLC,Metal precision engineered components,"Common units (1,000 units)",,1/30/2007,1.0,0.0
476,Manufacturing,"SI Holdings, Inc.","Elastomeric parts, mid-sized composite structures, and composite tooling","Common stock (1,500 shares)",,5/30/2014,1.5,1.5
477,Manufacturing,TPTM Merger Corp. (25),Time temperature indicator products,First lien senior secured revolving loan ($0.8 par due 9/2018),7.53% (Libor + 6.50%/Q),9/12/2013,0.8,0.8
478,Manufacturing,TPTM Merger Corp. (25),Time temperature indicator products,First lien senior secured revolving loan ($0.5 par due 9/2018),7.54% (Libor + 6.50%/Q),9/12/2013,0.5,0.5
479,Manufacturing,TPTM Merger Corp. (25),Time temperature indicator products,First lien senior secured loan ($10.5 par due 9/2018),9.79% (Libor + 8.67%/Q),9/12/2013,10.5,10.5
480,Manufacturing,TPTM Merger Corp. (25),Time temperature indicator products,First lien senior secured loan ($6.2 par due 9/2018),9.79% (Libor + 8.67%/Q),9/12/2013,6.2,6.2
481,Manufacturing,TPTM Merger Corp. (25),Time temperature indicator products,First lien senior secured loan ($6.5 par due 9/2018),9.67% (Libor + 8.67%/Q),9/12/2013,6.5,6.5
482,Manufacturing,TPTM Merger Corp. (25),Time temperature indicator products,First lien senior secured loan ($3.8 par due 9/2018),9.67% (Libor + 8.67%/Q),9/12/2013,3.8,3.8
483,Manufacturing,"WP CPP Holdings, LLC",Precision engineered castings,Second lien senior secured loan ($19.7 par due 4/2021),8.79% (Libor + 7.75%/Q),1/3/2017,18.8,18.7
484,Manufacturing,"WP CPP Holdings, LLC",Precision engineered castings,,,,393.8,386.2
485,Containers and Packaging,"Charter NEX US Holdings, Inc.",Producer of high-performance specialty films used in flexible packaging,Second lien senior secured loan ($11.8 par due 2/2023),9.30% (Libor + 8.25%/Q),2/5/2015,11.7,11.8
486,Containers and Packaging,"GS Pretium Holdings, Inc.",Manufacturer and supplier of high performance plastic containers,"Common stock (500,000 shares)",,6/2/2014,0.5,0.6
487,Containers and Packaging,"ICSH, Inc. (25)","Industrial container manufacturer, reconditioner and servicer",First lien senior secured revolving loan ($1.0 par due 12/2018),6.75% (Libor + 5.75%/Q),8/30/2011,1.0,1.0
488,Containers and Packaging,"ICSH, Inc. (25)","Industrial container manufacturer, reconditioner and servicer",First lien senior secured loan ($37.5 par due 12/2018),6.75% (Libor + 5.75%/Q),1/3/2017,37.5,37.5
489,Containers and Packaging,"ICSH, Inc. (25)","Industrial container manufacturer, reconditioner and servicer",First lien senior secured loan ($9.5 par due 12/2018),6.75% (Libor + 5.75%/Q),1/3/2017,9.5,9.5
490,Containers and Packaging,"ICSH, Inc. (25)","Industrial container manufacturer, reconditioner and servicer",Second lien senior secured loan ($76.0 par due 12/2019),10.00% (Libor + 9.00%/Q),12/31/2015,76.0,76.0
491,Containers and Packaging,LBP Intermediate Holdings LLC (25),Manufacturer of paper and corrugated foodservice packaging,First lien senior secured revolving loan,0,7/10/2015,0.0,0.0
492,Containers and Packaging,LBP Intermediate Holdings LLC (25),Manufacturer of paper and corrugated foodservice packaging,First lien senior secured loan ($11.9 par due 7/2020),6.65% (Libor + 5.50%/Q),7/10/2015,11.8,11.9
493,Containers and Packaging,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,Second lien senior secured loan ($78.5 par due 12/2018),8.50% (Libor + 7.50%/Q),12/14/2012,78.5,78.5
494,Containers and Packaging,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,Second lien senior secured loan ($54.0 par due 12/2018),8.50% (Libor + 7.50%/Q),12/14/2012,54.0,54.0
495,Containers and Packaging,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,Second lien senior secured loan ($10.0 par due 12/2018),8.50% (Libor + 7.50%/Q),12/14/2012,10.0,10.0
496,Containers and Packaging,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,"Common stock (50,000 shares)",,12/14/2012,4.0,8.3
497,Containers and Packaging,"NSI Holdings, Inc. (7)",Manufacturer of plastic containers for the wholesale nursery industry,"Series A preferred stock (2,192 shares)",,1/3/2017,0.0,0.0
498,Containers and Packaging,"NSI Holdings, Inc. (7)",Manufacturer of plastic containers for the wholesale nursery industry,Warrant to purchase up to 648 shares of common stock (expires 11/2017),,1/3/2017,0.0,0.0
499,Containers and Packaging,Ranpak Corp.,Manufacturer and marketer of paper-based protective packaging systems and materials,Second lien senior secured loan ($16.7 par due 10/2022),8.25% (Libor + 7.25%/Q),1/3/2017,16.0,16.2
500,Containers and Packaging,Ranpak Corp.,Manufacturer and marketer of paper-based protective packaging systems and materials,,,,310.5,315.3
501,Food and Beverage,American Seafoods Group LLC and American Seafoods Partners LLC (25),Harvester and processor of seafood,First lien senior secured revolving loan ($5.9 par due 8/2021),8.00% (Base Rate + 4.00%/Q),8/19/2015,5.9,5.9
502,Food and Beverage,American Seafoods Group LLC and American Seafoods Partners LLC (25),Harvester and processor of seafood,First lien senior secured loan ($0.7 par due 8/2021),6.00% (Libor + 5.00%/Q),8/19/2015,0.7,0.7
503,Food and Beverage,American Seafoods Group LLC and American Seafoods Partners LLC (25),Harvester and processor of seafood,First lien senior secured loan ($6.0 par due 8/2021),6.03% (Libor + 5.00%/Q),8/19/2015,5.9,6.0
504,Food and Beverage,American Seafoods Group LLC and American Seafoods Partners LLC (25),Harvester and processor of seafood,First lien senior secured loan ($0.1 par due 8/2021),8.00% (Base Rate + 4.00%/Q),8/19/2015,0.1,0.1
505,Food and Beverage,American Seafoods Group LLC and American Seafoods Partners LLC (25),Harvester and processor of seafood,Second lien senior secured loan ($55.0 par due 2/2022),10.00% (Libor + 9.00%/Q),8/19/2015,55.0,55.0
506,Food and Beverage,American Seafoods Group LLC and American Seafoods Partners LLC (25),Harvester and processor of seafood,"Class A units (77,922 units)",,8/19/2015,0.1,0.1
507,Food and Beverage,American Seafoods Group LLC and American Seafoods Partners LLC (25),Harvester and processor of seafood,"Warrant to purchase up to 7,422,078 Class A units (expires 8/2035)",,8/19/2015,7.4,8.8
508,Food and Beverage,Eagle Family Foods Group LLC,Manufacturer and producer of milk products,First lien senior secured loan ($21.6 par due 12/2021),10.05% (Libor + 9.05%/Q),8/22/2016,21.6,21.6
509,Food and Beverage,Eagle Family Foods Group LLC,Manufacturer and producer of milk products,First lien senior secured loan ($54.8 par due 12/2021),10.05% (Libor + 9.05%/Q),12/31/2015,54.4,54.8
510,Food and Beverage,"Edward Don & Company, LLC",Distributor of foodservice equipment and supplies,First lien senior secured loan ($48.0 par due 9/2022),11.50% (Base Rate + 7.50%/Q),3/31/2017,48.0,48.0
511,Food and Beverage,FPI Holding Corporation (8),Distributor of fruits,First lien senior secured loan ($0.6 par due 4/2017),,1/3/2017,0.4,0.4
512,Food and Beverage,GF Parent LLC,"Producer of low-acid, aseptic food and beverage products","Class A preferred units (2,940 units)",,5/13/2015,2.9,1.5
513,Food and Beverage,GF Parent LLC,"Producer of low-acid, aseptic food and beverage products","Class A common units (60,000 units)",,5/13/2015,0.1,0.0
514,Food and Beverage,"JWC/KI Holdings, LLC",Foodservice sales and marketing agency,"Membership units (5,000 units)",,11/16/2015,5.0,5.6
515,Food and Beverage,"Kettle Cuisine, LLC",Manufacturer of fresh refrigerated and frozen food products,Second lien senior secured loan ($28.5 par due 2/2022),10.75% (Libor + 9.75%/Q),8/21/2015,28.5,28.5
516,Food and Beverage,"NECCO Holdings, Inc. (8)(25)",Producer and supplier of candy,First lien senior secured revolving loan ($16.0 par due 11/2017),,1/3/2017,4.9,5.1
517,Food and Beverage,"NECCO Holdings, Inc. (8)(25)",Producer and supplier of candy,First lien senior secured loan ($9.5 par due 11/2017),,1/3/2017,0.9,0.9
518,Food and Beverage,"NECCO Holdings, Inc. (8)(25)",Producer and supplier of candy,"Common stock (860,189 shares)",,1/3/2017,0.0,0.0
519,Food and Beverage,"RF HP SCF Investor, LLC",Branded specialty food company,Membership interest (10.08% interest),,12/22/2016,12.5,12.8
520,Food and Beverage,"Teasdale Foods, Inc.","Provider of beans, sauces and hominy to the retail, foodservice and wholesale channels",Second lien senior secured loan ($21.3 par due 10/2021),10.53% (Libor + 9.50%/Q),1/3/2017,21.3,21.3
521,Food and Beverage,"Teasdale Foods, Inc.","Provider of beans, sauces and hominy to the retail, foodservice and wholesale channels",Second lien senior secured loan ($31.5 par due 10/2021),10.04% (Libor + 9.00%/Q),1/3/2017,31.5,31.5
522,Food and Beverage,"Teasdale Foods, Inc.","Provider of beans, sauces and hominy to the retail, foodservice and wholesale channels",,,,307.1,308.6
523,Education,Campus Management Acquisition Corp. (7),Education software developer,"Preferred stock (485,159 shares)",,2/8/2008,10.5,9.7
524,Education,"Infilaw Holding, LLC (25)",Operator of for-profit law schools,First lien senior secured revolving loan ($6.0 par due 2/2018),,8/25/2011,6.0,6.0
525,Education,"Infilaw Holding, LLC (25)",Operator of for-profit law schools,Series A preferred units (1.25 units),,8/25/2011,125.5,0.0
526,Education,"Infilaw Holding, LLC (25)",Operator of for-profit law schools,Series A-1 preferred units (0.03 units),,7/29/2016,2.5,0.0
527,Education,"Infilaw Holding, LLC (25)",Operator of for-profit law schools,Series B preferred units (0.39 units),,10/19/2012,9.2,0.0
528,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,First lien senior secured loan ($3.0 par due 12/2018),10.50% PIK (Libor + 9.00%/Q),10/31/2015,3.0,3.0
529,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"Series B preferred stock (1,750,000 shares)",,8/5/2010,5.0,0.0
530,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"Series C preferred stock (2,512,586 shares)",,6/7/2010,0.6,0.0
531,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,"Senior preferred series A-1 shares (163,902 shares)",,10/31/2015,119.4,48.8
532,Education,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc.",Private school operator,Common stock (20 shares),,6/7/2010,0.0,0.0
533,Education,"Lakeland Tours, LLC (25)",Educational travel provider,First lien senior secured revolving loan,0,2/10/2016,0.0,0.0
534,Education,"Lakeland Tours, LLC (25)",Educational travel provider,First lien senior secured loan ($5.0 par due 2/2022),5.75% (Libor + 4.75%/Q),2/10/2016,4.9,5.0
535,Education,"Lakeland Tours, LLC (25)",Educational travel provider,First lien senior secured loan ($0.0 par due 2/2022),7.75% (Base Rate + 3.75%/Q),2/10/2016,0.0,0.0
536,Education,"Lakeland Tours, LLC (25)",Educational travel provider,First lien senior secured loan ($31.7 par due 2/2022),10.42% (Libor + 9.42%/Q),2/10/2016,31.3,31.7
537,Education,"Liaison Acquisition, LLC (25)",Provider of centralized applications services to educational associations,Second lien senior secured loan ($15.0 par due 8/2023),10.25% (Libor + 9.25%/Q),2/9/2017,14.7,15.0
538,Education,PIH Corporation and Primrose Holding Corporation (7)(25),Franchisor of education-based early childhood centers,First lien senior secured revolving loan ($0.6 par due 12/2018),6.25% (Libor + 5.25%/Q),12/13/2013,0.6,0.6
539,Education,PIH Corporation and Primrose Holding Corporation (7)(25),Franchisor of education-based early childhood centers,"Common stock (7,227 shares)",,1/3/2017,17.0,19.6
540,Education,"RuffaloCODY, LLC (25)",Provider of student fundraising and enrollment management services,First lien senior secured revolving loan,0,5/29/2013,0.0,0.0
541,Education,"R3 Education Inc., Equinox EIC Partners LLC and Sierra Education Finance Corp.",Medical school operator,"Preferred stock (1,977 shares)",,7/30/2008,0.5,0.5
542,Education,"R3 Education Inc., Equinox EIC Partners LLC and Sierra Education Finance Corp.",Medical school operator,Common membership interest (15.76% interest),,9/21/2007,15.8,33.7
543,Education,"R3 Education Inc., Equinox EIC Partners LLC and Sierra Education Finance Corp.",Medical school operator,"Warrant to purchase up to 27,890 shares (expires 11/2019)",,12/8/2009,0.0,0.0
544,Education,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,First lien senior secured loan ($3.2 par due 1/2021),"12.00% (Libor + 8.00% Cash, 2.00% PIK/M)",7/1/2014,3.1,3.2
545,Education,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,First lien senior secured loan ($0.1 par due 1/2021),,7/1/2014,0.1,0.1
546,Education,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,Warrant to purchase up to 987 shares of common stock (expires 12/2026),,12/23/2016,0.0,0.0
547,Education,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,"Warrant to purchase up to 5,393,194 shares of common stock (expires 12/2026)",,12/23/2016,0.0,0.1
548,Education,"Severin Acquisition, LLC (25)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($3.2 par due 7/2022),10.15% (Libor + 9.00%/Q),1/3/2017,3.1,3.2
549,Education,"Severin Acquisition, LLC (25)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($3.1 par due 7/2022),10.15% (Libor + 9.00%/Q),10/14/2016,3.1,3.1
550,Education,"Severin Acquisition, LLC (25)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($5.5 par due 7/2022),9.75% (Libor + 8.75%/Q),1/3/2017,5.5,5.5
551,Education,"Severin Acquisition, LLC (25)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($4.2 par due 7/2022),9.75% (Libor + 8.75%/Q),10/28/2015,4.1,4.2
552,Education,"Severin Acquisition, LLC (25)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($4.4 par due 7/2022),10.25% (Libor + 9.25%/Q),1/3/2017,4.4,4.4
553,Education,"Severin Acquisition, LLC (25)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($3.3 par due 7/2022),10.25% (Libor + 9.25%/Q),2/1/2016,3.2,3.3
554,Education,"Severin Acquisition, LLC (25)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($20.0 par due 7/2022),9.90% (Libor + 8.75%/Q),1/3/2017,20.0,20.0
555,Education,"Severin Acquisition, LLC (25)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($15.0 par due 7/2022),9.90% (Libor + 8.75%/Q),7/31/2015,14.8,15.0
556,Education,"Severin Acquisition, LLC (25)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($2.8 par due 7/2022),10.25% (Libor + 9.25%/Q),1/3/2017,2.8,2.8
557,Education,"Severin Acquisition, LLC (25)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($2.8 par due 7/2022),10.25% (Libor + 9.25%/Q),8/8/2016,2.8,2.8
558,Education,"Severin Acquisition, LLC (25)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($38.7 par due 7/2022),9.75% (Libor + 8.75%/Q),2/1/2017,37.8,38.7
559,Education,"WCI-Quantum Holdings, Inc.","Distributor of instructional products, services and resources","Series A preferred stock (1,272 shares)",,10/24/2014,1.0,1.2
560,Education,"WCI-Quantum Holdings, Inc.","Distributor of instructional products, services and resources",,,,472.3,281.2
561,Automotive Services,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts",First lien senior secured loan ($1.3 par due 8/2021),7.79% (Libor + 6.75%/Q),12/14/2016,1.3,1.3
562,Automotive Services,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts",First lien senior secured loan ($2.0 par due 8/2021),7.75% (Libor + 6.75%/Q),1/5/2017,2.0,2.0
563,Automotive Services,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts","Common stock (3,467 shares)",,8/31/2015,3.5,3.8
564,Automotive Services,"ChargePoint, Inc.",Developer and operator of electric vehicle charging stations,Second lien senior secured loan ($20.0 par due 8/2020),9.90% (Libor + 8.75%/M),12/24/2014,19.6,20.0
565,Automotive Services,"ChargePoint, Inc.",Developer and operator of electric vehicle charging stations,"Warrant to purchase up to 809,126 shares of Series E preferred stock (expires 12/2024)",,12/24/2014,0.3,2.1
566,Automotive Services,"Dent Wizard International Corporation and DWH Equity Investors, L.P.",Automotive reconditioning services,Second lien senior secured loan ($50.0 par due 10/2020),9.75% (Libor + 8.75%/Q),4/7/2015,50.0,50.0
567,Automotive Services,"Dent Wizard International Corporation and DWH Equity Investors, L.P.",Automotive reconditioning services,"Class A common stock (10,000 shares)",,4/7/2015,0.2,0.5
568,Automotive Services,"Dent Wizard International Corporation and DWH Equity Investors, L.P.",Automotive reconditioning services,"Class B common stock (20,000 shares)",,4/7/2015,0.4,1.0
569,Automotive Services,"Eckler Industries, Inc. (25)",Restoration parts and accessories provider for classic automobiles,First lien senior secured revolving loan ($2.0 par due 9/2017),9.00% (Base Rate + 5.00%/Q),7/12/2012,2.0,1.9
570,Automotive Services,"Eckler Industries, Inc. (25)",Restoration parts and accessories provider for classic automobiles,First lien senior secured loan ($6.8 par due 9/2017),7.25% (Libor + 6.00%/Q),7/12/2012,6.8,6.6
571,Automotive Services,"Eckler Industries, Inc. (25)",Restoration parts and accessories provider for classic automobiles,First lien senior secured loan ($25.2 par due 9/2017),7.25% (Libor + 6.00%/Q),7/12/2012,25.2,24.4
572,Automotive Services,"Eckler Industries, Inc. (25)",Restoration parts and accessories provider for classic automobiles,"Series A preferred stock (1,800 shares)",,7/12/2012,1.8,0.0
573,Automotive Services,"Eckler Industries, Inc. (25)",Restoration parts and accessories provider for classic automobiles,"Common stock (20,000 shares)",,7/12/2012,0.2,0.0
574,Automotive Services,"EcoMotors, Inc.",Engine developer,First lien senior secured loan ($9.8 par due 3/2018),,9/1/2015,9.5,0.5
575,Automotive Services,"EcoMotors, Inc.",Engine developer,"Warrant to purchase up to 321,888 shares of Series C preferred stock (expires 12/2022)",,12/28/2012,0.0,0.0
576,Automotive Services,"EcoMotors, Inc.",Engine developer,"Warrant to purchase up to 70,000 shares of Series C preferred stock (expires 2/2025)",,2/24/2015,0.0,0.0
577,Automotive Services,"ESCP PPG Holdings, LLC (7)",Distributor of new equipment and aftermarket parts to the heavy-duty truck industry,"Class A units (3,500,000 units)",,12/14/2016,3.5,3.3
578,Automotive Services,"Simpson Performance Products, Inc.",Provider of motorsports safety equipment,First lien senior secured loan ($18.3 par due 2/2020),9.67% (Libor + 8.67%/Q),2/20/2015,18.3,18.3
579,Automotive Services,"SK SPV IV, LLC",Collision repair site operators,"Series A common stock (12,500 units)",,8/18/2014,0.6,3.3
580,Automotive Services,"SK SPV IV, LLC",Collision repair site operators,"Series B common stock (12,500 units)",,8/18/2014,0.6,3.3
581,Automotive Services,"Tectum Holdings, Inc. and TA THI Parent, Inc.",Truck accessory supplier,Second lien senior secured loan ($41.5 par due 1/2021),9.80% (Libor + 8.75%/Q),1/3/2017,41.5,41.5
582,Automotive Services,"Tectum Holdings, Inc. and TA THI Parent, Inc.",Truck accessory supplier,"Series A preferred stock (218,750 shares)",,1/3/2017,7.2,7.9
583,Automotive Services,"Tectum Holdings, Inc. and TA THI Parent, Inc.",Truck accessory supplier,"Series A preferred stock (50,000 shares)",,7/28/2014,5.0,15.9
584,Automotive Services,"Tectum Holdings, Inc. and TA THI Parent, Inc.",Truck accessory supplier,,,,199.5,207.6
585,Environmental Services,"MPH Energy Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (3.13% interest),,1/8/2014,0.0,0.0
586,Environmental Services,"Pegasus Community Energy, LLC",Operator of municipal recycling facilities,"Preferred stock (1,000 shares)",,3/1/2011,8.8,0.0
587,Environmental Services,"Soil Safe, Inc. and Soil Safe Acquisition Corp. (8)(25)","Provider of soil treatment, recycling and placement services",First lien senior secured revolving loan,0,1/3/2017,0.0,0.0
588,Environmental Services,"Soil Safe, Inc. and Soil Safe Acquisition Corp. (8)(25)","Provider of soil treatment, recycling and placement services",First lien senior secured loan ($17.7 par due 12/2018),8.00% (Libor + 6.25%/Q),1/3/2017,17.7,17.7
589,Environmental Services,"Soil Safe, Inc. and Soil Safe Acquisition Corp. (8)(25)","Provider of soil treatment, recycling and placement services",Second lien senior secured loan ($12.7 par due 7/2019),10.75% (Libor + 7.75%/Q),1/3/2017,12.7,12.7
590,Environmental Services,"Soil Safe, Inc. and Soil Safe Acquisition Corp. (8)(25)","Provider of soil treatment, recycling and placement services",Senior subordinated loan ($32.4 par due 12/2019),16.50%,1/3/2017,32.4,32.4
591,Environmental Services,"Soil Safe, Inc. and Soil Safe Acquisition Corp. (8)(25)","Provider of soil treatment, recycling and placement services",Senior subordinated loan ($28.3 par due 12/2019),14.50%,1/3/2017,28.3,28.3
592,Environmental Services,"Soil Safe, Inc. and Soil Safe Acquisition Corp. (8)(25)","Provider of soil treatment, recycling and placement services",Senior subordinated loan ($26.7 par due 12/2019),,1/3/2017,11.5,12.0
593,Environmental Services,"Soil Safe, Inc. and Soil Safe Acquisition Corp. (8)(25)","Provider of soil treatment, recycling and placement services",Common stock (810 shares),,1/3/2017,0.0,0.0
594,Environmental Services,"Waste Pro USA, Inc",Waste management services,Second lien senior secured loan ($75.8 par due 10/2020),8.50% (Libor + 7.50%/Q),10/15/2014,75.8,75.8
595,Environmental Services,"Waste Pro USA, Inc",Waste management services,,,,187.2,178.9
596,Commercial Real Estate Finance,"10th Street, LLC and New 10th Street, LLC (8)",Real estate holding company,First lien senior secured loan ($25.6 par due 11/2019),"12.00% Cash, 1.00% PIK",3/31/2014,25.6,25.6
597,Commercial Real Estate Finance,"10th Street, LLC and New 10th Street, LLC (8)",Real estate holding company,Senior subordinated loan ($27.6 par due 11/2019),"12.00% Cash, 1.00% PIK",4/1/2010,27.6,27.6
598,Commercial Real Estate Finance,"10th Street, LLC and New 10th Street, LLC (8)",Real estate holding company,Member interest (10.00% interest),,4/1/2010,0.6,10.6
599,Commercial Real Estate Finance,"10th Street, LLC and New 10th Street, LLC (8)",Real estate holding company,"Option (25,000 units)",,4/1/2010,0.0,24.6
600,Commercial Real Estate Finance,ACAS Real Estate Holdings Corporation (8),Real estate holding company,"Common stock (1,001 shares)",,1/3/2017,2.6,2.6
601,Commercial Real Estate Finance,NECCO Realty Investments LLC (8),Real estate holding company,First lien senior secured loan ($26.9 par due 12/2017),14.00%,1/3/2017,26.9,26.9
602,Commercial Real Estate Finance,NECCO Realty Investments LLC (8),Real estate holding company,"Class C preferred membership units (73,157 units)",,1/3/2017,6.4,17.3
603,Commercial Real Estate Finance,NECCO Realty Investments LLC (8),Real estate holding company,"Membership units (7,450 units)",,1/3/2017,0.0,0.0
604,Commercial Real Estate Finance,"Parmenter Woodland Park Plaza, LLC",Real estate holding company,First lien senior secured loan ($17.8 par due 9/2018),5.68% (Libor + 4.90%/Q),1/3/2017,16.4,16.0
605,Commercial Real Estate Finance,"Parmenter Woodland Park Plaza, LLC",Real estate holding company,,,,106.1,151.2
606,Commercial Real Estate Finance,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($13.0 par due 2/2022),6.15% (Libor + 5.00%/Q),3/1/2017,13.0,13.0
607,Commercial Real Estate Finance,"Flow Solutions Holdings, Inc.","Distributor of high value fluid handling, filtration and flow control products",Second lien senior secured loan ($6.0 par due 10/2018),10.04% (Libor + 9.00%/Q),12/16/2014,6.0,5.4
