,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,Fair  Value
428,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,First lien senior secured loan ($56.6 par due 12/2019),0,11/27/2006,39.9,0.0
429,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,First lien senior secured loan ($5.4 par due 12/2019),0,12/22/2016,4.8,0.0
430,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,Promissory note ($31.8 par due 12/2023),0,11/27/2006,13.8,0.0
431,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,Warrant to purchase up to 0.95 units of Series D common stock (expires 12/2023),0,12/18/2013,0.0,0.0
432,"Aimbridge Acquisition Co., Inc.",Hotel operator,Second lien senior secured loan ($22.5 par due 2/2027),8.93% (Libor + 7.50%/Q),2/1/2019,22.1,20.0
433,American Residential Services L.L.C.,"Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($70.8 par due 12/2022),9.00% (Libor + 8.00%/Q),6/30/2014,70.6,70.8
434,"Belfor Holdings, Inc. (15)",Disaster recovery services provider,First lien senior secured revolving loan,0,4/4/2019,0.0,0.0
435,"ChargePoint, Inc.",Developer and operator of electric vehicle charging stations,"Warrant to purchase up to 809,126 shares of Series E preferred stock (expires 12/2024)",0,12/30/2014,0.3,3.0
436,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($3.0 par due 5/2023),11.75% (Libor + 10.75%/Q),11/5/2018,3.0,2.7
437,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($12.2 par due 5/2023),11.75% (Libor + 10.75%/Q),11/5/2018,12.2,10.9
438,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($15.0 par due 5/2023),11.75% (Libor + 10.75%/Q),7/3/2019,14.6,13.5
439,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($20.0 par due 5/2023),11.75% (Libor + 10.75%/Q),12/27/2019,17.8,18.0
440,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($3.0 par due 5/2023),11.75% (Libor + 10.75%/Q),8/20/2018,3.0,2.7
441,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($4.9 par due 5/2023),11.75% (Libor + 10.75%/Q),6/30/2020,4.9,4.4
442,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($68.2 par due 5/2023),11.75% (Libor + 10.75%/Q),5/30/2018,66.5,61.4
443,Concert Golf Partners Holdco LLC (15),Golf club owner and operator,First lien senior secured revolving loan ($0.2 par due 8/2025),5.50% (Libor + 4.50%/Q),8/20/2019,0.2,0.1
444,Concert Golf Partners Holdco LLC (15),Golf club owner and operator,First lien senior secured loan ($18.3 par due 8/2025),5.50% (Libor + 4.50%/Q),8/20/2019,18.3,17.7
445,Concert Golf Partners Holdco LLC (15),Golf club owner and operator,First lien senior secured loan ($1.2 par due 8/2025),5.50% (Libor + 4.50%/Q),8/20/2019,1.2,1.1
446,CST Buyer Company (d/b/a Intoxalock) (15),Provider of ignition interlock devices,First lien senior secured revolving loan ($3.7 par due 10/2025),6.32% (Libor + 5.25%/Q),3/1/2017,3.7,3.7
447,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured revolving loan ($0.5 par due 8/2023),7.75% (Base Rate + 4.50%/Q),8/21/2017,0.5,0.5
448,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured revolving loan ($0.6 par due 8/2023),6.50% (Libor + 5.50%/Q),8/21/2017,0.6,0.5
449,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($4.0 par due 8/2023),6.50% (Libor + 5.50%/Q),8/21/2017,4.0,3.6
450,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.5 par due 8/2023),6.50% (Libor + 5.50%/Q),8/21/2017,0.5,0.5
451,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.5 par due 8/2023),6.50% (Libor + 5.50%/Q),2/28/2019,0.5,0.5
452,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.8 par due 8/2023),6.50% (Libor + 5.50%/Q),2/28/2019,0.8,0.8
453,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.5 par due 8/2023),6.50% (Libor + 5.50%/Q),2/28/2019,0.5,0.5
454,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($0.7 par due 8/2023),6.50% (Libor + 5.50%/Q),2/28/2019,0.7,0.6
455,FWR Holding Corporation (15),"Restaurant owner, operator, and franchisor",First lien senior secured loan ($1.8 par due 8/2023),6.50% (Libor + 5.50%/Q),12/20/2019,1.8,1.6
456,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (15),Restaurant owner and operator,First lien senior secured revolving loan ($2.9 par due 2/2022),0,2/1/2017,2.7,0.0
457,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (15),Restaurant owner and operator,First lien senior secured loan ($18.4 par due 2/2022),0,2/1/2017,17.9,0.0
458,"Jenny C Acquisition, Inc.",Health club franchisor,Senior subordinated loan ($1.2 par due 4/2025),8.00% PIK,4/5/2019,1.2,1.2
459,"Jim N Nicks Management, LLC (15)",Restaurant owner and operator,First lien senior secured revolving loan ($4.9 par due 7/2023),"8.25% (Libor + 5.25% Cash, 2.00% PIK/Q)",7/10/2017,4.9,4.3
460,"Jim N Nicks Management, LLC (15)",Restaurant owner and operator,First lien senior secured loan ($13.8 par due 7/2023),"8.25% (Libor + 5.25% Cash, 2.00% PIK/Q)",7/10/2017,13.8,12.1
461,"Jim N Nicks Management, LLC (15)",Restaurant owner and operator,First lien senior secured loan ($1.2 par due 7/2023),"8.25% (Libor + 5.25% Cash, 2.00% PIK/Q)",7/10/2017,1.2,1.0
462,ME Equity LLC,Franchisor in the massage industry,"Common stock (3,000,000 shares)",0,9/27/2012,3.0,5.6
463,Movati Athletic (Group) Inc. (15),Premier health club operator,First lien senior secured loan ($2.8 par due 10/2022),"8.00% (CDOR + 6.00% Cash, 0.50% PIK/Q)",10/5/2017,3.0,2.6
464,Movati Athletic (Group) Inc. (15),Premier health club operator,First lien senior secured loan ($2.0 par due 10/2022),"8.00% (CDOR + 6.00% Cash, 0.50% PIK/Q)",10/5/2017,2.0,1.9
465,"OTG Management, LLC (15)",Airport restaurant operator,First lien senior secured revolving loan ($10.0 par due 8/2021),10.19% (Libor + 9.00%/Q),8/26/2016,10.0,8.7
466,"OTG Management, LLC (15)",Airport restaurant operator,First lien senior secured loan ($23.6 par due 8/2021),10.00% (Libor + 9.00%/Q),8/26/2016,23.6,20.5
467,"OTG Management, LLC (15)",Airport restaurant operator,First lien senior secured loan ($97.6 par due 8/2021),10.43% (Libor + 9.00%/Q),8/26/2016,97.6,84.9
468,"OTG Management, LLC (15)",Airport restaurant operator,First lien senior secured loan ($9.5 par due 8/2021),10.03% (Libor + 9.00%/Q),10/10/2018,9.5,8.3
469,"OTG Management, LLC (15)",Airport restaurant operator,Senior subordinated loan ($36.2 par due 2/2022),13.00% PIK,8/26/2016,36.1,29.3
470,"OTG Management, LLC (15)",Airport restaurant operator,"Class A preferred units (3,000,000 units)",0,8/26/2016,38.3,23.5
471,"OTG Management, LLC (15)",Airport restaurant operator,"Common units (3,000,000 units)",0,1/5/2011,3.0,0.0
472,"OTG Management, LLC (15)",Airport restaurant operator,Warrant to purchase up to 7.73% of common units,0,6/19/2008,0.1,0.0
473,"Portillo's Holdings, LLC",Fast casual restaurant brand,First lien senior secured loan ($4.7 par due 9/2024),6.50% (Libor + 5.50%/Q),6/30/2020,4.3,4.3
474,"Portillo's Holdings, LLC",Fast casual restaurant brand,Second lien senior secured loan ($34.0 par due 12/2024),10.75% (Libor + 9.50%/Q),11/27/2019,33.0,32.3
475,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,First lien senior secured revolving loan ($9.4 par due 7/2023),6.50% (Libor + 5.50%/Q),4/12/2018,9.4,8.7
476,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,First lien senior secured loan ($16.8 par due 7/2023),6.50% (Libor + 5.50%/Q),4/12/2018,16.8,15.4
477,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,First lien senior secured loan ($1.4 par due 7/2023),6.50% (Libor + 5.50%/Q),4/12/2018,1.4,1.3
478,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,First lien senior secured loan ($6.3 par due 7/2023),6.50% (Libor + 5.50%/Q),12/27/2019,6.3,5.8
479,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,"Preferred membership units (996,833 units)",0,7/15/2016,1.0,0.5
480,"Spectra Finance, LLC (15)",Venue management and food and beverage provider,First lien senior secured revolving loan ($23.5 par due 4/2023),5.00% (Libor + 4.00%/Q),4/2/2018,23.5,21.1
481,"Spectra Finance, LLC (15)",Venue management and food and beverage provider,First lien senior secured loan ($3.4 par due 4/2024),5.70% (Libor + 4.25%/Q),4/2/2018,3.4,3.1
482,Spin HoldCo Inc. and Airvending Limited,Laundry service and equipment provider,First lien senior secured loan ($1.4 par due 11/2022),4.25% (Libor + 3.25%/Q),3/26/2020,1.2,1.4
483,Spin HoldCo Inc. and Airvending Limited,Laundry service and equipment provider,First lien senior secured loan ($16.0 par due 11/2022),7.00% (Libor + 6.00%/Q),5/15/2020,16.0,16.0
484,Spin HoldCo Inc. and Airvending Limited,Laundry service and equipment provider,First lien senior secured loan ($11.2 par due 11/2022),7.00% (Libor + 6.00%/Q),5/15/2020,11.2,11.2
485,Spin HoldCo Inc. and Airvending Limited,Laundry service and equipment provider,Second lien senior secured loan ($154.2 par due 5/2023),8.50% (Libor + 7.50%/Q),5/14/2013,154.2,151.1
486,"Sunshine Sub, LLC (15)",Premier health club operator,First lien senior secured revolving loan ($0.6 par due 5/2024),5.75% (Libor + 4.75%/Q),5/25/2018,0.6,0.5
487,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (15)",Planet Fitness franchisee,First lien senior secured revolving loan ($1.6 par due 7/2024),"7.25% (Libor + 2.50% Cash, 3.75% PIK/Q)",7/31/2018,1.6,1.5
488,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (15)",Planet Fitness franchisee,First lien senior secured loan ($0.3 par due 7/2025),"7.32% (Libor + 2.50% Cash, 3.75% PIK/Q)",3/5/2020,0.3,0.3
489,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (15)",Planet Fitness franchisee,First lien senior secured loan ($0.6 par due 7/2025),"7.35% (Libor + 2.50% Cash, 3.75% PIK/Q)",3/5/2020,0.6,0.6
490,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (15)",Planet Fitness franchisee,"Class A units (37,020 units)",0,7/31/2018,3.8,4.5
491,"The Alaska Club Partners, LLC, Athletic Club Partners LLC and The Alaska Club, Inc. (15)",Premier health club operator,First lien senior secured loan ($15.4 par due 12/2024),8.75% (Base Rate + 5.50%/Q),12/16/2019,15.4,14.5
492,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,First lien senior secured loan ($1.6 par due 5/2022),4.25% (Libor + 3.25%/Q),3/24/2020,1.4,1.5
493,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,First lien senior secured loan ($0.2 par due 5/2022),4.25% (Libor + 3.25%/Q),3/24/2020,0.2,0.2
494,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,First lien senior secured loan ($111.0 par due 5/2022),4.97% (Libor + 4.75%/Q),8/1/2019,111.0,108.8
495,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,Second lien senior secured loan ($22.0 par due 5/2023),8.00% (Libor + 7.00%/M),5/14/2015,21.7,21.1
496,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,Second lien senior secured loan ($3.8 par due 5/2023),8.00% (Libor + 7.00%/M),5/14/2015,3.8,3.7
497,"Badger Sportswear Acquisition, Inc.",Provider of team uniforms and athletic wear,Second lien senior secured loan ($56.8 par due 3/2024),11.00% (Libor + 9.75%/Q),9/6/2016,56.7,45.4
498,"Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,Common units (421 units),0,4/24/2014,4.2,0.0
499,"CB Trestles OpCo, LLC (15)",Apparel retailer,First lien senior secured revolving loan ($31.9 par due 10/2024),6.75% (Libor + 5.75%/Q),10/26/2018,31.9,25.5
500,"CB Trestles OpCo, LLC (15)",Apparel retailer,First lien senior secured loan ($26.0 par due 10/2024),6.75% (Libor + 5.75%/Q),10/26/2018,26.0,20.8
501,Centric Brands Inc. (fka Differential Brands Group Inc.) (15),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured revolving loan ($1.9 par due 5/2021),8.75% (Base Rate + 5.50%/Q),5/20/2020,1.9,1.9
502,Centric Brands Inc. (fka Differential Brands Group Inc.) (15),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured revolving loan ($2.0 par due 5/2021),7.50% (Libor + 6.50%/Q),5/20/2020,2.0,2.0
503,Centric Brands Inc. (fka Differential Brands Group Inc.) (15),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured loan ($57.7 par due 10/2023),9.50% PIK (Libor + 8.00%/Q),10/29/2018,57.7,48.4
504,Centric Brands Inc. (fka Differential Brands Group Inc.) (15),"Designer, marketer and distributor of licensed and owned apparel","Common stock (3,077,875 shares)",0,10/29/2018,24.6,0.0
505,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (15)",Footwear and orthopedic foot-care brand,First lien senior secured revolving loan ($2.7 par due 11/2025),6.75% (Libor + 5.75%/Q),11/1/2019,2.7,2.6
506,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (15)",Footwear and orthopedic foot-care brand,First lien senior secured loan ($30.3 par due 11/2025),6.75% (Libor + 5.75%/Q),11/1/2019,30.3,29.1
507,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (15)",Footwear and orthopedic foot-care brand,"Common stock (8,549 shares)",0,11/1/2019,8.5,5.9
508,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($103.5 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/1/2017,103.5,89.0
509,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($14.2 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/1/2017,14.2,12.2
510,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($1.3 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/30/2016,1.3,1.1
511,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($5.0 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",7/17/2018,5.0,4.3
512,"Pelican Products, Inc.",Flashlights manufacturer,Second lien senior secured loan ($27.3 par due 5/2026),8.75% (Libor + 7.75%/Q),5/4/2018,27.1,26.0
513,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Class B common units (126,278,000 units)",0,10/30/2014,0.0,0.0
514,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Common units (1,116,879 units)",0,4/1/2011,0.0,0.0
515,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Warrant to purchase up to 3,157,895 units",0,4/1/2010,0.0,0.0
516,SHO Holding I Corporation,Manufacturer and distributor of slip resistant footwear,Second lien senior secured loan ($100.0 par due 4/2023),9.50% (Libor + 8.50%/Q),10/27/2015,99.0,78.0
517,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured revolving loan ($2.0 par due 5/2024),7.25% (Base Rate + 4.00%/Q),5/21/2019,2.0,1.8
518,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured loan ($19.5 par due 5/2024),6.00% (Libor + 5.00%/Q),5/21/2019,19.4,16.9
519,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories","Class A preferred units (50,000 units)",0,3/14/2014,5.0,0.0
520,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories","Class C preferred units (50,000 units)",0,4/22/2015,5.0,0.0
521,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories","Preferred units (14,591 units)",0,5/14/2019,1.6,0.0
522,"Simpson Performance Products, Inc.",Provider of motorsports safety equipment,First lien senior secured loan ($28.3 par due 2/2023),7.66% (Libor + 5.50%/Q),2/20/2015,28.3,28.3
523,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (5)(15)",Manufacturer of consumer sewing machines,First lien senior secured revolving loan ($65.1 par due 3/2023),10.00% (Libor + 9.00%/M),7/26/2017,65.1,65.1
524,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (5)(15)",Manufacturer of consumer sewing machines,First lien senior secured loan ($199.2 par due 3/2023),"10.43% (Libor + 4.00% Cash, 5.00% PIK/M)",7/26/2017,174.6,194.9
525,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (5)(15)",Manufacturer of consumer sewing machines,"Class A common units (6,500,000 units)",0,7/26/2017,0.0,0.0
526,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($2.2 par due 12/2024),7.00% (Libor + 6.00%/Q),12/23/2019,2.2,1.8
527,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($1.6 par due 6/2024),5.00% (Libor + 4.00%/Q),12/23/2019,1.6,1.5
528,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products","Common stock (861,000 shares)",0,12/23/2019,6.0,0.0
529,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",First lien senior secured loan ($11.2 par due 12/2024),4.50% (Libor + 3.50%/Q),4/17/2020,9.5,9.5
530,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($21.1 par due 12/2025),9.25% (Libor + 8.25%/Q),7/30/2018,21.1,18.6
531,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($122.7 par due 12/2025),9.25% (Libor + 8.25%/Q),12/15/2017,122.7,108.0
532,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods","Class A units (1,400 units)",0,7/30/2018,1.4,0.3
533,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(15)",Restoration parts and accessories provider for classic automobiles,First lien senior secured revolving loan ($3.6 par due 5/2022),12.00% PIK,7/12/2012,3.6,3.2
534,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(15)",Restoration parts and accessories provider for classic automobiles,First lien senior secured loan ($21.9 par due 5/2022),12.00% PIK,7/12/2012,21.9,19.5
535,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(15)",Restoration parts and accessories provider for classic automobiles,"Class A common units (67,972 units)",0,7/12/2012,16.4,0.0
536,"GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,First lien senior secured revolving loan ($3.8 par due 10/2024),7.52% (Libor + 6.50%/Q),10/19/2018,3.8,3.7
537,"GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,First lien senior secured loan ($22.0 par due 10/2024),7.50% (Libor + 6.50%/Q),10/19/2018,22.0,21.1
538,"GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,First lien senior secured loan ($30.3 par due 10/2024),7.53% (Libor + 6.50%/Q),10/19/2018,30.3,29.1
539,"GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,First lien senior secured loan ($3.9 par due 10/2024),7.32% (Libor + 6.00%/Q),3/9/2020,3.9,3.7
540,"GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,First lien senior secured loan ($19.2 par due 10/2024),7.50% (Libor + 6.50%/Q),3/9/2020,19.2,18.4
541,"GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,"Common units (4,389,156 units)",0,10/19/2018,5.7,5.4
542,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C. (15)",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($153.8 par due 12/2025),5.18% (Libor + 5.00%/Q),12/21/2018,153.2,141.5
543,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C. (15)",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($11.6 par due 12/2025),5.18% (Libor + 5.00%/Q),12/21/2018,11.6,10.6
544,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C. (15)",Manufacturer and supplier for the power utility and automotive markets worldwide,"Preferred units (59,453 units)","4.50% Cash, 9.25% PIK",10/9/2015,70.9,69.5
545,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (15)",Auto parts retailer,First lien senior secured loan ($3.5 par due 3/2025),4.70% (Libor + 3.25%/Q),4/23/2020,2.9,3.2
546,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (15)",Auto parts retailer,Second lien senior secured loan ($153.9 par due 3/2026),8.50% (Libor + 7.50%/M),3/20/2018,152.2,146.2
547,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (15)",Auto parts retailer,Second lien senior secured loan ($1.4 par due 3/2026),8.50% (Libor + 7.50%/Q),3/20/2018,1.4,1.4
548,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (15)",Auto parts retailer,Second lien senior secured loan ($23.3 par due 3/2026),9.00% (Libor + 8.00%/Q),10/15/2019,23.3,22.4
549,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (15)",Auto parts retailer,"Class A units (12,400,000 units)",0,3/20/2018,12.4,10.1
550,"SK SPV IV, LLC",Collision repair site operator,"Series A common stock (12,500 units)",0,8/18/2014,0.6,2.1
551,"SK SPV IV, LLC",Collision repair site operator,"Series B common stock (12,500 units)",0,8/18/2014,0.6,2.1
552,"Systematic Power Manufacturing, LLC",Manufacturer and supplier of batteries and ultracapacitors for automotive markets,First lien senior secured loan ($3.4 par due 6/2020),0,3/30/2020,1.7,2.1
553,"Systematic Power Manufacturing, LLC",Manufacturer and supplier of batteries and ultracapacitors for automotive markets,First lien senior secured loan ($1.8 par due 3/2024),0,3/30/2020,0.0,0.0
554,"Systematic Power Manufacturing, LLC",Manufacturer and supplier of batteries and ultracapacitors for automotive markets,Preferred unit (1 unit),0,3/30/2020,0.0,0.0
555,"Wand Newco 3, Inc.",Collision repair company,Second lien senior secured loan ($180.2 par due 2/2027),7.43% (Libor + 7.25%/Q),2/5/2019,177.6,173.0
556,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts",First lien senior secured loan ($26.5 par due 8/2021),7.00% (Libor + 6.00%/Q),6/28/2018,27.1,25.7
557,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts","Common stock (3,467 shares)",0,8/31/2015,3.5,2.3
558,"Cadence Aerospace, LLC (15)",Aerospace precision components manufacturer,First lien senior secured revolving loan ($14.2 par due 11/2022),7.50% (Libor + 6.50%/Q),11/14/2017,14.2,13.1
559,"Cadence Aerospace, LLC (15)",Aerospace precision components manufacturer,First lien senior secured loan ($31.7 par due 11/2023),7.50% (Libor + 6.50%/Q),11/14/2017,31.5,29.1
560,"Cadence Aerospace, LLC (15)",Aerospace precision components manufacturer,First lien senior secured loan ($9.9 par due 11/2023),7.50% (Libor + 6.50%/Q),7/5/2018,9.9,9.1
561,"Cadence Aerospace, LLC (15)",Aerospace precision components manufacturer,First lien senior secured loan ($12.0 par due 11/2023),7.50% (Libor + 6.50%/Q),10/31/2019,12.0,11.1
562,"Cadence Aerospace, LLC (15)",Aerospace precision components manufacturer,First lien senior secured loan ($7.9 par due 11/2023),7.50% (Libor + 6.50%/Q),2/12/2020,7.9,7.3
563,Creation Holdings Inc. (15),Manufacturer of electrical systems,First lien senior secured revolving loan ($8.8 par due 8/2024),6.75% (Libor + 5.75%/Q),8/15/2019,8.8,8.4
564,Creation Holdings Inc. (15),Manufacturer of electrical systems,First lien senior secured loan ($17.7 par due 8/2025),6.75% (Libor + 5.75%/Q),8/15/2019,17.6,17.0
565,Creation Holdings Inc. (15),Manufacturer of electrical systems,First lien senior secured loan ($6.7 par due 8/2025),6.75% (Libor + 5.75%/Q),8/15/2019,6.7,6.4
566,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($169.5 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/Q)",7/26/2017,169.5,162.7
567,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($4.4 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/Q)",3/1/2017,4.4,4.2
568,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($0.7 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/Q)",5/22/2020,0.7,0.6
569,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($0.7 par due 2/2022),"8.50% (Libor + 6.00% Cash, 1.50% PIK/Q)",5/22/2020,0.7,0.6
570,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($0.3 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/Q)",5/22/2020,0.3,0.3
571,"ESCP PPG Holdings, LLC (4)",Distributor of new equipment and aftermarket parts to the heavy-duty truck industry,"Class A units (3,500,000 units)",0,12/14/2016,3.5,3.5
572,"Flow Control Solutions, Inc. (15)",Distributor and manufacturer of flow control systems components,First lien senior secured loan ($10.8 par due 11/2024),6.25% (Libor + 5.25%/Q),11/21/2018,10.8,10.8
