,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,Fair  Value
561,Movati Athletic (Group) Inc. (15),Premier health club operator,First lien senior secured loan ($2.9 par due 10/2022),"7.50% (CDOR + 5.50% Cash, 0.50% PIK/Q)",10/5/2017,3.0,2.7
562,Movati Athletic (Group) Inc. (15),Premier health club operator,First lien senior secured loan ($2.1 par due 10/2022),"7.50% (CDOR + 5.50% Cash, 0.50% PIK/Q)",10/5/2017,2.0,1.9
564,"OTG Management, LLC (15)",Airport restaurant operator,First lien senior secured revolving loan ($10.1 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",8/26/2016,10.1,8.7
565,"OTG Management, LLC (15)",Airport restaurant operator,First lien senior secured loan ($5.4 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",10/7/2020,5.4,4.6
566,"OTG Management, LLC (15)",Airport restaurant operator,First lien senior secured loan ($23.8 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",8/26/2016,23.8,20.5
567,"OTG Management, LLC (15)",Airport restaurant operator,First lien senior secured loan ($98.5 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",8/26/2016,98.5,84.7
568,"OTG Management, LLC (15)",Airport restaurant operator,First lien senior secured loan ($9.7 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",10/10/2018,9.7,8.3
569,"OTG Management, LLC (15)",Airport restaurant operator,First lien senior secured loan ($16.1 par due 8/2021),"10.00% (Libor + 7.00% Cash, 2.00% PIK/Q)",10/7/2020,16.1,13.8
570,"OTG Management, LLC (15)",Airport restaurant operator,Senior subordinated loan ($38.6 par due 2/2022),0,8/26/2016,36.1,29.0
571,"OTG Management, LLC (15)",Airport restaurant operator,"Class A preferred units (3,000,000 units)",0,8/26/2016,38.3,0.0
572,"OTG Management, LLC (15)",Airport restaurant operator,"Common units (3,000,000 units)",0,1/5/2011,3.0,0.0
573,"OTG Management, LLC (15)",Airport restaurant operator,Warrant to purchase up to 7.73% of common units,0,6/19/2008,0.1,0.0
575,"Portillo's Holdings, LLC",Fast casual restaurant brand,Second lien senior secured loan ($34.0 par due 12/2024),10.75% (Libor + 9.50%/Q),11/27/2019,33.2,34.0
576,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,First lien senior secured revolving loan ($9.5 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",4/12/2018,9.5,8.5
577,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,First lien senior secured loan ($16.8 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",4/12/2018,16.8,15.1
578,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,First lien senior secured loan ($1.4 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",4/12/2018,1.4,1.3
579,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,First lien senior secured loan ($6.3 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",12/27/2019,6.3,5.7
580,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (15)",Hotel operator,"Preferred membership units (996,833 units)",0,7/15/2016,1.0,0.3
582,"Redwood Services, LLC and Redwood Services Holdco, LLC (15)",Provider of residential HVAC and plumbing services,First lien senior secured loan ($5.4 par due 12/2025),8.00% (Libor + 7.00%/Q),12/31/2020,5.4,5.3
583,"Redwood Services, LLC and Redwood Services Holdco, LLC (15)",Provider of residential HVAC and plumbing services,"Series D units (5,291,723 units)",8.00% PIK,12/31/2020,5.3,5.3
585,"Safe Home Security, Inc., Security Systems Inc., Safe Home Monitoring, Inc., National Protective Services, Inc., Bright Integrations LLC and Medguard Alert, Inc. (15)",Provider of safety systems for business and residential customers,First lien senior secured loan ($45.3 par due 8/2024),8.25% (Libor + 7.25%/M),8/4/2020,45.3,44.8
586,SERV 2020-1,Provider of restoration and cleaning services to commercial and residential customers,First lien senior secured loan ($0.0 par due 1/2051),3.34%,12/9/2020,0.0,0.0
587,"Spectra Finance, LLC (15)",Venue management and food and beverage provider,First lien senior secured revolving loan ($15.2 par due 4/2023),"6.75% (Libor + 5.00% Cash, 0.75% PIK/M)",4/2/2018,15.2,14.0
588,"Spectra Finance, LLC (15)",Venue management and food and beverage provider,First lien senior secured loan ($3.2 par due 4/2024),"6.75% (Libor + 5.00% Cash, 0.75% PIK/Q)",4/2/2018,3.2,2.9
591,Spin HoldCo Inc. and Airvending Limited,Laundry service and equipment provider,First lien senior secured loan ($15.6 par due 11/2022),7.00% (Libor + 6.00%/Q),5/15/2020,15.6,15.6
592,Spin HoldCo Inc. and Airvending Limited,Laundry service and equipment provider,First lien senior secured loan ($11.0 par due 11/2022),7.00% (Libor + 6.00%/Q),5/15/2020,11.0,11.0
593,Spin HoldCo Inc. and Airvending Limited,Laundry service and equipment provider,Second lien senior secured loan ($154.2 par due 5/2023),8.50% (Libor + 7.50%/Q),5/14/2013,154.2,152.6
595,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (15)",Planet Fitness franchisee,First lien senior secured revolving loan ($1.3 par due 7/2024),5.75% (Libor + 4.75%/Q),7/31/2018,1.3,1.2
596,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (15)",Planet Fitness franchisee,First lien senior secured loan ($0.3 par due 7/2025),5.75% (Libor + 4.75%/Q),3/5/2020,0.3,0.3
597,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (15)",Planet Fitness franchisee,First lien senior secured loan ($0.6 par due 7/2025),5.75% (Libor + 4.75%/Q),3/5/2020,0.6,0.6
598,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (15)",Planet Fitness franchisee,"Class A units (37,020 units)",0,7/31/2018,3.8,0.8
600,"The Alaska Club Partners, LLC, Athletic Club Partners LLC and The Alaska Club, Inc. (15)",Premier health club operator,First lien senior secured loan ($15.4 par due 12/2024),"10.25% (Libor + 5.00% Cash, 2.00% PIK/Q)",12/16/2019,15.4,13.8
601,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,First lien senior secured loan ($110.5 par due 5/2022),5.75% (Libor + 4.75%/M),8/1/2019,110.5,110.5
602,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,Second lien senior secured loan ($22.0 par due 5/2023),8.00% (Libor + 7.00%/M),5/14/2015,21.7,21.5
603,WASH Multifamily Acquisition Inc. and Coinamatic Canada Inc.,Laundry service and equipment provider,Second lien senior secured loan ($3.8 par due 5/2023),8.00% (Libor + 7.00%/M),5/14/2015,3.8,3.8
607,"Badger Sportswear Acquisition, Inc.",Provider of team uniforms and athletic wear,Second lien senior secured loan ($56.8 par due 3/2024),11.00% (Libor + 9.75%/Q),9/6/2016,56.8,50.0
608,"Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,Common units (421 units),0,4/24/2014,4.2,0.0
609,Centric Brands LLC (15),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured revolving loan ($3.0 par due 10/2024),6.50% (Libor + 5.50%/Q),5/20/2020,3.0,3.0
610,Centric Brands LLC (15),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured loan ($60.2 par due 10/2025),11.00% (Libor + 10.00% PIK/Q),10/29/2018,60.2,54.1
611,Centric Brands LLC (15),"Designer, marketer and distributor of licensed and owned apparel","Membership interests (273,609 units)",0,10/29/2018,2.9,3.1
613,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (15)",Footwear and orthopedic foot-care brand,First lien senior secured loan ($30.1 par due 11/2025),6.75% (Libor + 5.75%/Q),11/1/2019,30.1,29.5
614,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (15)",Footwear and orthopedic foot-care brand,"Common stock (8,549 shares)",0,11/1/2019,8.5,4.9
616,GSM Acquisition Corp. (15),Manufacturer of outdoor products,First lien senior secured loan ($1.8 par due 11/2026),6.00% (Libor + 5.00%/Q),11/16/2020,1.8,1.8
617,GSM Acquisition Corp. (15),Manufacturer of outdoor products,First lien senior secured loan ($26.0 par due 11/2026),6.00% (Libor + 5.00%/Q),11/16/2020,26.0,25.6
619,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($104.4 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/1/2017,104.4,89.8
620,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($14.3 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/1/2017,14.3,12.3
621,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($1.3 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/30/2016,1.3,1.1
622,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($5.1 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",7/17/2018,5.1,4.4
624,"Pelican Products, Inc.",Flashlights manufacturer,Second lien senior secured loan ($27.3 par due 5/2026),8.75% (Libor + 7.75%/Q),5/14/2018,27.2,27.1
625,"Rawlings Sporting Goods Company, Inc. and Easton Diamond Sports, LLC",Sports equipment manufacturing company,First lien senior secured loan ($93.6 par due 12/2026),8.50% (Libor + 7.50%/M),12/31/2020,93.6,92.7
627,"Reef Lifestyle, LLC (15)",Apparel retailer,First lien senior secured revolving loan ($8.3 par due 10/2024),"11.00% (Libor + 5.75% Cash, 4.25% PIK/M)",10/26/2018,8.3,6.8
628,"Reef Lifestyle, LLC (15)",Apparel retailer,First lien senior secured loan ($25.8 par due 10/2024),"11.00% (Libor + 5.75% Cash, 4.25% PIK/Q)",10/26/2018,25.8,21.1
629,"Reef Lifestyle, LLC (15)",Apparel retailer,First lien senior secured loan ($0.4 par due 10/2024),"11.00% (Libor + 5.75% Cash, 4.25% PIK/Q)",7/31/2020,0.4,0.3
630,"Reef Lifestyle, LLC (15)",Apparel retailer,First lien senior secured loan ($0.3 par due 10/2024),"11.00% (Libor + 5.75% Cash, 4.25% PIK/M)",7/31/2020,0.3,0.3
632,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Class B common units (126,278,000 units)",0,10/30/2014,0.0,0.3
633,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Common units (1,116,879 units)",0,4/1/2011,0.0,0.0
634,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Warrant to purchase up to 3,157,895 units",0,4/1/2010,0.0,0.0
636,SHO Holding I Corporation,Manufacturer and distributor of slip resistant footwear,Second lien senior secured loan ($105.1 par due 10/2024),10.29% PIK (Libor + 9.29%/Q),10/27/2015,104.1,83.0
637,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured revolving loan ($1.6 par due 5/2024),7.00% (Base Rate + 3.75%/M),5/21/2019,1.6,1.5
638,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured loan ($19.4 par due 5/2024),5.75% (Libor + 4.75%/Q),5/21/2019,19.3,18.0
639,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories","Class A preferred units (50,000 units)",0,3/14/2014,5.0,0.0
640,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories","Class C preferred units (50,000 units)",0,4/22/2015,5.0,0.0
641,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories","Preferred units (14,591 units)",0,5/14/2019,1.6,0.0
643,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (5)(15)",Manufacturer of consumer sewing machines,First lien senior secured revolving loan,0,7/26/2017,0.0,0.0
644,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (5)(15)",Manufacturer of consumer sewing machines,First lien senior secured loan ($234.2 par due 2/2026),10.00% (Libor + 9.00%/Q),11/12/2020,222.5,234.2
645,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (5)(15)",Manufacturer of consumer sewing machines,"Class A common units (6,264,706 units)",0,7/26/2017,0.0,74.1
647,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($2.2 par due 12/2024),7.00% (Libor + 6.00%/Q),12/23/2019,2.2,1.9
648,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($1.6 par due 6/2024),5.00% (Libor + 4.00%/Q),12/23/2019,1.6,1.6
649,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products","Common stock (861,000 shares)",0,12/23/2019,6.0,2.0
651,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($21.1 par due 12/2025),9.25% (Libor + 8.25%/M),7/30/2018,21.1,19.0
652,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($122.7 par due 12/2025),9.25% (Libor + 8.25%/M),12/15/2017,122.7,110.5
653,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods","Class A units (1,400 units)",0,7/30/2018,1.4,0.5
657,"Commercial Credit Group, Inc.",Commercial equipment finance and leasing company,Senior subordinated loan ($8.5 par due 8/2022),11.00% (Libor + 9.75%/M),5/10/2012,8.5,8.5
658,DFC Global Facility Borrower III LLC (15),Non-bank provider of alternative financial services,First lien senior secured revolving loan ($114.4 par due 9/2024),11.75% (Libor + 10.75%/M),8/9/2019,114.4,114.4
659,eCapital Finance Corp.,Consolidator of commercial finance businesses,Senior subordinated loan ($36.5 par due 1/2025),10.00% (Libor + 8.50%/M),1/31/2020,36.5,36.5
660,eCapital Finance Corp.,Consolidator of commercial finance businesses,Senior subordinated loan ($43.0 par due 1/2025),10.00% (Libor + 8.50%/M),1/31/2020,43.0,43.0
661,eCapital Finance Corp.,Consolidator of commercial finance businesses,Senior subordinated loan ($7.7 par due 1/2025),10.00% (Libor + 8.50%/Q),11/24/2020,7.7,7.7
664,"EP Wealth Advisors, LLC (15)",Wealth management and financial planning firm,First lien senior secured loan ($0.1 par due 9/2026),6.25% (Libor + 5.25%/Q),9/4/2020,0.1,0.1
665,"Ivy Hill Asset Management, L.P. (5)",Asset management services,Senior subordinated loan ($72.0 par due 5/2023),7.25% (Libor + 6.50%/Q),2/8/2018,72.0,72.0
666,"Ivy Hill Asset Management, L.P. (5)",Asset management services,Member interest (100.00% interest),0,6/15/2009,469.0,556.5
668,"Javlin Three LLC, Javlin Four LLC, and Javlin Five LLC",Asset-backed financial services company,First lien senior secured loan ($16.0 par due 6/2017),0,6/24/2014,12.9,0.8
669,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (5)(15),Specialty finance company,First lien senior secured loan ($0.6 par due 12/2022),4.25% (Libor + 4.00%/Q),12/27/2018,0.6,0.6
670,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (5)(15),Specialty finance company,Equity interests,0,11/29/2010,0.0,0.0
672,LS DE LLC and LM LSQ Investors LLC,Asset based lender,Senior subordinated loan ($37.0 par due 6/2021),10.50%,6/25/2015,37.0,36.6
673,LS DE LLC and LM LSQ Investors LLC,Asset based lender,Senior subordinated loan ($3.0 par due 6/2021),10.50%,6/15/2017,3.0,3.0
674,LS DE LLC and LM LSQ Investors LLC,Asset based lender,"Membership units (3,275,000 units)",0,6/25/2015,3.3,3.7
676,"Rialto Management Group, LLC (15)",Investment and asset management platform focused on real estate,First lien senior secured revolving loan,0,11/30/2018,0.0,0.0
677,"Rialto Management Group, LLC (15)",Investment and asset management platform focused on real estate,First lien senior secured loan ($0.8 par due 12/2024),4.65% (Libor + 4.50%/M),11/30/2018,0.8,0.8
679,"TA/WEG Holdings, LLC (15)",Wealth management and financial planning firm,First lien senior secured revolving loan,0,10/2/2019,0.0,0.0
680,"TA/WEG Holdings, LLC (15)",Wealth management and financial planning firm,First lien senior secured loan ($0.5 par due 10/2025),6.75% (Libor + 5.75%/Q),11/6/2020,0.5,0.5
681,"TA/WEG Holdings, LLC (15)",Wealth management and financial planning firm,First lien senior secured loan ($4.7 par due 10/2025),6.75% (Libor + 5.75%/Q),10/2/2019,4.7,4.7
683,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,First lien senior secured revolving loan ($4.0 par due 2/2024),4.75% (Libor + 4.50%/Q),2/1/2019,4.0,3.8
684,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,First lien senior secured loan ($38.2 par due 2/2026),5.50% (Libor + 4.50%/Q),2/1/2019,38.2,36.3
685,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,"Class A units (1,443 units)",0,2/1/2019,1.6,1.7
686,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,Class A units (245 units),0,2/1/2019,0.2,0.0
687,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,"Class B units (2,167,424 units)",0,2/1/2019,0.0,0.0
688,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (15)",Provider of asset-servicing capabilities for fund managers,"Class B units (245,194 units)",0,2/1/2019,0.0,0.0
692,"Automotive Keys Group, LLC and Automotive Keys Investor, LLC",Provider of replacement wireless keys for automotive market,First lien senior secured loan ($12.2 par due 11/2025),6.00% (Libor + 5.00%/Q),12/22/2020,12.2,11.9
693,"Automotive Keys Group, LLC and Automotive Keys Investor, LLC",Provider of replacement wireless keys for automotive market,First lien senior secured loan ($5.3 par due 11/2025),6.00% (Libor + 5.00%/Q),11/6/2020,5.3,5.2
694,"Automotive Keys Group, LLC and Automotive Keys Investor, LLC",Provider of replacement wireless keys for automotive market,"Preferred units (4,113,113 units)",9.00% PIK,11/6/2020,4.2,4.2
695,"Automotive Keys Group, LLC and Automotive Keys Investor, LLC",Provider of replacement wireless keys for automotive market,"Class A common units (4,113,113 units)",0,11/6/2020,0.0,0.0
697,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(15)",Restoration parts and accessories provider for classic automobiles,First lien senior secured revolving loan ($2.7 par due 5/2022),12.00% PIK,7/12/2012,2.7,2.6
698,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(15)",Restoration parts and accessories provider for classic automobiles,First lien senior secured loan ($23.3 par due 5/2022),12.00% PIK,7/12/2012,23.3,22.6
699,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(15)",Restoration parts and accessories provider for classic automobiles,"Class A common units (67,972 units)",0,7/12/2012,16.4,0.0
701,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,First lien senior secured revolving loan ($3.8 par due 10/2024),7.00% (Libor + 6.00%/M),10/19/2018,3.8,3.8
703,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,First lien senior secured loan ($21.9 par due 10/2024),7.00% (Libor + 6.00%/Q),10/19/2018,21.9,21.9
704,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,First lien senior secured loan ($30.1 par due 10/2024),7.00% (Libor + 6.00%/Q),10/19/2018,30.1,30.1
705,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,First lien senior secured loan ($38.8 par due 10/2024),7.00% (Libor + 6.00%/Q),3/9/2020,38.8,38.8
706,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,"Common units (4,389,156 units)",0,10/19/2018,5.7,10.4
708,"Highline Aftermarket Acquisition, LLC, Highline Aftermarket SC Acquisition, Inc. and Highline PPC Blocker LLC (15)",Manufacturer and distributor of automotive fluids,First lien senior secured revolving loan ($9.5 par due 11/2025),4.00% (Libor + 3.75%/M),11/9/2020,9.5,9.2
709,"Highline Aftermarket Acquisition, LLC, Highline Aftermarket SC Acquisition, Inc. and Highline PPC Blocker LLC (15)",Manufacturer and distributor of automotive fluids,Second lien senior secured loan ($41.2 par due 11/2028),8.75% (Libor + 8.00%/Q),11/9/2020,41.2,40.4
710,"Highline Aftermarket Acquisition, LLC, Highline Aftermarket SC Acquisition, Inc. and Highline PPC Blocker LLC (15)",Manufacturer and distributor of automotive fluids,Second lien senior secured loan ($29.2 par due 11/2028),8.75% (Libor + 8.00%/Q),11/9/2020,29.2,28.6
711,"Highline Aftermarket Acquisition, LLC, Highline Aftermarket SC Acquisition, Inc. and Highline PPC Blocker LLC (15)",Manufacturer and distributor of automotive fluids,"Co-invest units (59,230 units)",0,11/4/2020,5.9,5.9
713,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($153.0 par due 12/2025),5.63% (Libor + 5.00%/M),12/21/2018,152.4,146.9
714,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($19.3 par due 12/2025),5.63% (Libor + 5.00%/M),12/21/2018,19.3,18.5
715,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,"Preferred units (59,453 units)","4.50% Cash, 9.25% PIK",10/9/2015,72.3,72.3
717,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (15)",Auto parts retailer,Second lien senior secured loan ($153.9 par due 3/2026),8.50% (Libor + 7.50%/Q),3/20/2018,152.3,153.9
718,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (15)",Auto parts retailer,Second lien senior secured loan ($1.4 par due 3/2026),8.50% (Libor + 7.50%/Q),3/20/2018,1.4,1.4
719,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (15)",Auto parts retailer,Second lien senior secured loan ($23.3 par due 3/2026),9.00% (Libor + 8.00%/Q),10/15/2019,23.3,23.3
720,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (15)",Auto parts retailer,"Class A units (12,400,000 units)",0,3/20/2018,12.4,19.0
722,"SK SPV IV, LLC",Collision repair site operator,"Series A common stock (12,500 units)",0,8/18/2014,0.6,1.4
723,"SK SPV IV, LLC",Collision repair site operator,"Series B common stock (12,500 units)",0,8/18/2014,0.6,1.4
725,"Wand Newco 3, Inc.",Collision repair company,Second lien senior secured loan ($180.2 par due 2/2027),7.40% (Libor + 7.25%/M),2/5/2019,177.8,174.8
728,Beacon RNG LLC,Owner of natural gas facilities,"Class B units (35,000,000 units)",0,3/11/2019,35.0,39.3
729,"CPV Maryland Holding Company II, LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($66.2 par due 3/2021),14.00% PIK,8/8/2014,61.6,61.6
730,DGH Borrower LLC,"Developer, owner and operator of quick start, small-scale natural gas-fired power generation projects",First lien senior secured loan ($50.3 par due 6/2023),8.25% (Libor + 7.25%/Q),6/8/2018,50.3,45.7
731,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($14.4 par due 11/2021),6.50% (Libor + 5.50%/Q),11/13/2014,14.3,13.1
732,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($134.2 par due 12/2021),0,11/13/2014,132.1,87.3
734,"Heelstone Renewable Energy, LLC (5)(15)","Provider of cloud based IT solutions, infrastructure and services","Preferred equity (2,700,000 shares)",0,6/28/2019,29.4,29.7
735,Hummel Station LLC,Gas turbine power generation facilities operator,First lien senior secured loan ($0.9 par due 10/2022),7.00% (Libor + 6.00%/M),12/10/2020,0.9,0.9
736,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($52.6 par due 11/2023),8.00% PIK,11/15/2017,52.6,52.6
737,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($14.6 par due 11/2023),9.00% PIK,3/7/2019,14.6,14.6
739,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($39.1 par due 11/2023),"5.00% Cash, 3.00% PIK",8/15/2019,39.1,39.1
740,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,"Series A preferred units (1,000 units)",10.50% PIK,11/15/2017,12.6,12.6
741,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,Class A units (550 units),0,11/15/2017,0.0,0.3
743,"Panda Temple Power, LLC and T1 Power Holdings LLC (4)",Gas turbine power generation facilities operator,Second lien senior secured loan ($4.5 par due 2/2023),9.00% PIK (Libor + 8.00%/M),3/6/2015,4.5,4.5
744,"Panda Temple Power, LLC and T1 Power Holdings LLC (4)",Gas turbine power generation facilities operator,"Class A Common units (616,122 shares)",0,3/6/2015,15.0,14.1
746,PERC Holdings 1 LLC,"Operator of recycled energy, combined heat and power, and energy efficiency facilities","Class B common units (21,653,543 units)",0,10/20/2014,0.6,12.7
747,"PosiGen Backleverage, LLC and PosiGen, Inc. (15)",Seller and leaser of solar power systems for residential and commercial customers,First lien senior secured loan ($43.8 par due 1/2023),"10.50% (Libor + 7.00% Cash, 1.50% PIK/Q)",9/29/2020,42.9,43.0
748,"PosiGen Backleverage, LLC and PosiGen, Inc. (15)",Seller and leaser of solar power systems for residential and commercial customers,First lien senior secured loan ($1.9 par due 1/2023),"15.00% (Libor + 7.00% Cash, 6.00% PIK/M)",9/29/2020,1.9,1.9
749,"PosiGen Backleverage, LLC and PosiGen, Inc. (15)",Seller and leaser of solar power systems for residential and commercial customers,"Warrant to purchase up to 78,632 shares of common stock (expires 1/2027)",0,1/29/2020,0.0,0.0
751,Riverview Power LLC,Operator of natural gas and oil fired power generation facilities,First lien senior secured loan ($76.6 par due 12/2022),9.00% (Libor + 8.00%/Q),12/29/2016,75.8,76.6
752,"SE1 Generation, LLC",Solar power developer,Senior subordinated loan ($55.6 par due 12/2022),"5.50% Cash, 4.00% PIK",12/17/2019,55.6,54.5
753,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,First lien senior secured loan ($0.1 par due 2/2055),3.61%,10/28/2019,0.1,0.1
754,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,Senior subordinated loan ($137.0 par due 11/2025),"8.75% (Libor + 2.75% Cash, 4.00% PIK/Q)",11/26/2019,137.0,137.0
