,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value,10
626,Insurance,Keystone Agency Partners LLC+Senior loan,One stop,SF +6.25(l),10.98,05/2027,182,179,0.0,178,
627,Insurance,Keystone Agency Partners LLC+Senior loan,One stop,SF +6.25(l),10.98,05/2027,159,147,0.0,140,
628,Insurance,"Long Term Care Group, Inc.+One stop",One stop,L +6.0(a),10.34,09/2027,2977,2930,0.1,2977,
629,Insurance,Majesco*#,One stop,L +7.25(b),11.98,09/2027,18703,18486,0.8,18703,
630,Insurance,Majesco+(5),One stop,L +7.25,N/A(6),09/2026,0,(  2  ),0.0,0,
631,Insurance,"Norvax, LLC+Senior loan",One stop,L +7.5(b),12.23,09/2025,32701,32440,1.2,31066,
632,Insurance,"Norvax, LLC+Senior loan",One stop,L +7.5(b),12.23,09/2025,9900,9754,0.4,9405,
633,Insurance,"Pareto Health Intermediate Holdings, Inc.+One stop",One stop,L +4.5(b),9.23,08/2025,7207,7160,0.3,7207,
634,Insurance,"Patriot Growth Insurance Services, LLC+(22)",One stop,L +5.5(b)(c),8.86,10/2028,11035,10943,0.4,10694,
635,Insurance,"Patriot Growth Insurance Services, LLC+(5)",One stop,L +5.5,N/A(6),10/2028,0,(  1  ),0.0,(  2  ),
636,Insurance,"Patriot Growth Insurance Services, LLC+One stop",One stop,L +5.75(b),10.47,10/2028,161,140,0.0,116,
637,Insurance,People Corporation+(8)(9)(12),One stop,C +6.25(h),10.91,02/2028,13748,14509,0.5,13611,
638,Insurance,People Corporation+(8)(9)(12),One stop,C +6.25(h),10.91,02/2028,4487,4864,0.2,4442,
639,Insurance,People Corporation+(8)(9)(12),One stop,C +5.5(h),10.17,02/2028,4099,4215,0.1,3644,
640,Insurance,People Corporation+(8)(9)(12),One stop,C +6.25(h),10.99,02/2027,39,36,0.0,37,
641,Insurance,"RSC Acquisition, Inc.*#+One stop",One stop,SF +5.5(l),9.79,10/2026,25570,25260,1.0,25058,
642,Insurance,"RSC Acquisition, Inc.+One stop",One stop,SF +5.5(l),9.91,10/2026,6544,6293,0.3,6413,
643,Insurance,"RSC Acquisition, Inc.+One stop",One stop,SF +5.5(l),10.11,10/2026,1515,1503,0.1,1485,
644,Insurance,"RSC Acquisition, Inc.+(5)",One stop,SF +5.5,N/A(6),10/2026,0,(  1  ),0.0,(  2  ),
645,Insurance,"RSC Acquisition, Inc.+One stop",One stop,SF +5.5(l),10.23,10/2026,165,129,0.0,83,
646,Insurance,"RSC Acquisition, Inc.+One stop",One stop,SF +5.5(l),10.07,10/2026,1473,1460,0.1,1443,
647,Insurance,"Sunstar Insurance Group, LLC+Senior loan",One stop,SF +6.0(l),10.73,10/2026,773,764,0.0,766,
648,Insurance,"Sunstar Insurance Group, LLC+Senior loan",One stop,SF +6.0(l),10.73,10/2026,791,784,0,782,
649,Insurance,"Sunstar Insurance Group, LLC+Senior loan",One stop,SF +6.0(l),10.73,10/2026,392,387,0.0,388,
650,Insurance,"Sunstar Insurance Group, LLC+Senior loan",One stop,SF +6.0,N/A(6),10/2026,0,0,0.0,0,
651,Insurance,"TigerRisk, LLC*+One stop",One stop,L +4.75(a),9.13,06/2027,22604,22437,0.9,22604,
652,Insurance,"TigerRisk, LLC+(5)",One stop,L +4.75,N/A(6),06/2027,0,(  1  ),0.0,0,
653,Internet & Catalog Retail,Internet & Catalog Retail,One stop,,,,,,,,
654,Internet & Catalog Retail,"Revalize, Inc.+One stop",One stop,SF +5.75(l),10.48,04/2027,14974,14867,0.5,13477,
655,Internet & Catalog Retail,"Revalize, Inc.+One stop",One stop,SF +5.75(l),10.48,04/2027,8764,8702,0.3,7888,
656,Internet & Catalog Retail,"Revalize, Inc.+One stop",One stop,SF +5.75(l),10.48,04/2027,4346,4315,0.2,3911,
657,Internet & Catalog Retail,"Revalize, Inc.+One stop",One stop,SF +5.75(l),10.48,04/2027,2618,2599,0.1,2356,
658,Internet & Catalog Retail,"Revalize, Inc.+One stop",One stop,SF +5.75(l),10.48,04/2027,1687,1674,0.1,1518,
659,Internet & Catalog Retail,"Revalize, Inc.+One stop",One stop,SF +5.75(l),10.48,04/2027,396,394,0.0,357,
660,Internet & Catalog Retail,"Revalize, Inc.+(5)",One stop,SF +5.75,N/A(6),04/2027,0,(  1  ),0.0,(  23  ),
661,Internet & Catalog Retail,"Revalize, Inc.+One stop",One stop,SF +5.75(l),10.46,04/2027,43,41,0.0,38,
662,IT Services,IT Services,One stop,,,,,,,,
663,IT Services,"Acquia, Inc.+One stop",One stop,L +7.0(b),10.74,10/2025,9578,9515,0.4,9578,
664,IT Services,"Acquia, Inc.+One stop",One stop,L +7.0(c),12.16,10/2025,33,32,0.0,33,
665,IT Services,"CivicPlus, LLC+(22)",One stop,L +6.75(b),8.98cash/2.50PIK,08/2027,6200,6138,0.2,6076,
666,IT Services,"CivicPlus, LLC+(22)",One stop,L +6.75(b),8.98cash/2.50PIK,08/2027,3662,3629,0.1,3589,
667,IT Services,"CivicPlus, LLC+(22)",One stop,L +6.75(b),8.98cash/2.50PIK,08/2027,2906,2877,0.1,2848,
668,IT Services,"CivicPlus, LLC+One stop",One stop,SF +11.75(m),14.38,06/2034,202,197,0.0,200,
669,IT Services,"CivicPlus, LLC+(5)",One stop,L +6.75,N/A(6),08/2027,0,(  1  ),0.0,(  2  ),
670,IT Services,"Critical Start, Inc.+(22)",One stop,SF +5.75(k),6.94cash/3.13PIK,05/2028,3278,3249,0.1,3212,
671,IT Services,"Critical Start, Inc.+(5)",One stop,SF +5.75,N/A(6),05/2028,0,(  1  ),0.0,(  1  ),
672,IT Services,Delinea Inc.+One stop,One stop,L +6.0(b),10.73,03/2028,16538,16355,0.6,15381,
673,IT Services,Delinea Inc.#,One stop,L +6.0(b),10.73,03/2028,9561,9452,0.4,8892,
674,IT Services,Delinea Inc.+One stop,One stop,L +6.0(b),10.73,03/2027,237,234,0.0,223,
675,IT Services,"Episerver, Inc.+One stop",One stop,L +5.25(b),9.98,04/2026,21440,21224,0.8,20797,
676,IT Services,"Episerver, Inc.+(8)(9)",One stop,E +5.5(e),7.63,04/2026,19130,20201,0.8,18557,
677,IT Services,"Episerver, Inc.#+One stop",One stop,L +5.25(b),9.98,04/2026,11907,11965,0.5,11549,
678,IT Services,"Episerver, Inc.*",One stop,L +5.25(b),9.98,04/2026,6585,6510,0.3,6387,
679,IT Services,"Episerver, Inc.+(5)",One stop,L +5.25,N/A(6),04/2026,0,(  2  ),0.0,(  16  ),
680,IT Services,"Episerver, Inc.+(5)",One stop,L +5.5,N/A(6),04/2026,0,(  3  ),0.0,(  15  ),
681,IT Services,Goldcup 31018 AB+(8)(9)(17)(22),One stop,E +7.07(f),3.57cash/3.82PIK,07/2029,8372,7740,0.3,8204,
682,IT Services,Goldcup 31018 AB+(5)(8)(9)(17),One stop,E +6.5,N/A(6),01/2029,0,(  2  ),0.0,(  3  ),
683,IT Services,Goldcup 31018 AB+(5)(8)(9)(17),One stop,E +6.5,N/A(6),07/2029,0,(  15  ),0.0,(  28  ),
684,IT Services,"Infinisource, Inc.#+One stop",One stop,L +5.25(b),9.98,10/2026,27737,27431,1.1,26905,
685,IT Services,"Infinisource, Inc.+One stop",One stop,L +5.25(b),9.98,10/2026,8382,8317,0.3,8130,
686,IT Services,"Infinisource, Inc.+One stop",One stop,L +5.25(b),9.98,10/2026,2021,1988,0.1,1961,
687,IT Services,"Infinisource, Inc.+One stop",One stop,L +5.25(b),9.98,10/2026,303,301,0.0,294,
688,IT Services,"Infinisource, Inc.+One stop",One stop,L +5.25(b),9.98,10/2026,213,212,0.0,207,
689,IT Services,"Infinisource, Inc.+One stop",One stop,L +5.25(b),9.98,10/2026,105,104,0.0,102,
690,IT Services,"Infinisource, Inc.+(5)",One stop,L +5.25,N/A(6),10/2026,0,(  3  ),0.0,(  13  ),
691,IT Services,"Infinisource, Inc.+(5)",One stop,L +5.25,N/A(6),10/2026,0,(  1  ),0.0,(  5  ),
692,IT Services,"Infinisource, Inc.+One stop",One stop,L +5.25(b),9.98,10/2026,86,76,0.0,83,
693,IT Services,"Infinisource, Inc.+One stop",One stop,L +5.25(c),10.47,10/2026,486,483,0.0,472,
694,IT Services,"Infinisource, Inc.+One stop",One stop,L +5.25(b)(c),10.26,10/2026,288,278,0.0,279,
695,IT Services,Netwrix Corporation*+One stop,One stop,SF +5.0(m),9.70,06/2029,3924,3892,0.2,3885,
696,IT Services,Netwrix Corporation+(5),One stop,SF +5.0,N/A(6),06/2029,0,(  2  ),0,(  2  ),
697,IT Services,Netwrix Corporation+One stop,One stop,SF +5.0(l),9.53,06/2029,234,225,0.0,219,
698,IT Services,"PCS Intermediate II Holdings, LLC#+One stop",One stop,L +5.25(c),8.62,01/2026,14165,14092,0.6,14165,
699,IT Services,"PCS Intermediate II Holdings, LLC+One stop",One stop,L +5.25(c),8.62,01/2026,2045,2031,0.1,2045,
700,IT Services,"PCS Intermediate II Holdings, LLC+(5)",One stop,L +5.25,N/A(6),01/2026,0,(  1  ),0.0,0,
701,IT Services,"Recordxtechnologies, LLC#(22)",One stop,SF +8.5(l),11.08cash/2.00PIK,12/2025,728,721,0.0,699,
702,IT Services,"Recordxtechnologies, LLC+(22)",One stop,SF +8.5(l),11.08cash/2.00PIK,12/2025,114,113,0.0,109,
703,IT Services,"Recordxtechnologies, LLC+(22)",One stop,SF +8.5(l),11.08cash/2.00PIK,12/2025,67,66,0.0,64,
704,IT Services,"Red Dawn SEI Buyer, Inc.+(8)(9)",Senior loan,SN +4.5(i),7.93,11/2025,20819,23448,0.8,20611,
705,IT Services,"Red Dawn SEI Buyer, Inc.+Senior loan",Senior loan,L +4.5(c),8.67,11/2025,5528,5494,0.2,5472,
706,IT Services,"Red Dawn SEI Buyer, Inc.+Senior loan",Senior loan,L +4.25(c),8.42,11/2025,735,731,0.0,723,
707,IT Services,"Red Dawn SEI Buyer, Inc.+Senior loan",Senior loan,L +4.25(c),8.42,11/2025,131,130,0.0,129,
708,IT Services,"Red Dawn SEI Buyer, Inc.+(5)",Senior loan,L +4.5,N/A(6),11/2025,0,(  2  ),0.0,(  2  ),
709,IT Services,"Red Dawn SEI Buyer, Inc.+(5)",Senior loan,L +4.25,N/A(6),11/2025,0,(  1  ),0.0,(  2  ),
710,IT Services,"Red Dawn SEI Buyer, Inc.+Senior loan",Senior loan,L +4.5(c),8.67,11/2025,169,167,0.0,167,
711,IT Services,"ReliaQuest Holdings, LLC+One stop",Senior loan,SF +10.75(k),15.07,10/2026,1098,1079,0.0,1098,
712,IT Services,"ReliaQuest Holdings, LLC+One stop",Senior loan,SF +10.75(k),15.07,10/2026,106,106,0.0,106,
713,IT Services,"ReliaQuest Holdings, LLC+(5)",One stop,SF +10.75,N/A(6),10/2026,0,(  1  ),0.0,0,
714,IT Services,Saturn Borrower Inc.+(22),One stop,L +7.25(b),11.23cash/0.75PIK,09/2026,19957,19578,0.8,18959,
715,IT Services,Saturn Borrower Inc.+One stop,One stop,L +6.5(b),11.23,09/2026,103,101,0.0,96,
716,IT Services,"Zarya Holdco, Inc.+Senior loan",One stop,SF +6.5(l),10.90,07/2027,4789,4789,0.2,4741,
717,IT Services,"Zarya Holdco, Inc.+Senior loan",One stop,SF +6.5,N/A(6),07/2027,0,0,0.0,0,
718,Leisure Products,Leisure Products,One stop,,,,,,,,
719,Leisure Products,WBZ Investment LLC#+(22),One stop,L +6.25(c),10.40cash/1.00PIK,09/2024,8649,8676,0.3,8649,
720,Leisure Products,WBZ Investment LLC+(22),One stop,L +6.25(c),10.40cash/1.00PIK,09/2024,1240,1235,0.1,1240,
721,Leisure Products,WBZ Investment LLC+(22),One stop,L +6.25(c),10.40cash/1.00PIK,09/2024,861,873,0.0,861,
722,Leisure Products,WBZ Investment LLC+(22),One stop,L +6.25(c),10.40cash/1.00PIK,09/2024,445,452,0.0,445,
723,Leisure Products,WBZ Investment LLC+One stop,One stop,L +6.25,N/A(6),09/2024,0,0,0.0,0,
724,Life Sciences Tools & Services,Life Sciences Tools & Services,One stop,,,,,,,,
725,Life Sciences Tools & Services,"Celerion Buyer, Inc.*#+One stop",One stop,SF +6.5(l),10.64,11/2029,21542,21017,0.9,21217,
726,Life Sciences Tools & Services,"Celerion Buyer, Inc.+(5)",One stop,SF +6.5,N/A(6),11/2028,0,(  1  ),0.0,(  1  ),
727,Life Sciences Tools & Services,"Celerion Buyer, Inc.+(5)",One stop,SF +6.5,N/A(6),11/2029,0,(  83  ),0.0,(  51  ),
728,Life Sciences Tools & Services,"Covaris Intermediate 3, LLC+One stop",One stop,L +4.75(b),9.16,01/2028,5894,5844,0.3,5776,
729,Life Sciences Tools & Services,"Covaris Intermediate 3, LLC+One stop",One stop,L +5.25(b),9.66,01/2028,18,18,0.0,17,
730,Life Sciences Tools & Services,"Covaris Intermediate 3, LLC+(5)",One stop,L +4.75,N/A(6),01/2028,0,(  2  ),0.0,(  6  ),
731,Life Sciences Tools & Services,PAS Parent Inc.*#+One stop,One stop,L +5.5(a),9.88,12/2028,33735,33155,1.3,32386,
732,Life Sciences Tools & Services,PAS Parent Inc.+One stop,One stop,P +4.5(a)(b)(d),11.45,12/2027,237,229,0.0,225,
733,Life Sciences Tools & Services,PAS Parent Inc.+One stop,One stop,L +5.5(a),9.89,12/2028,11,7,0.0,4,
734,Life Sciences Tools & Services,Reaction Biology Corporation#,One stop,SF +5.0(m),9.23,03/2029,8003,7932,0.3,7603,
735,Life Sciences Tools & Services,Reaction Biology Corporation+(5),One stop,SF +5.0,N/A(6),03/2029,0,(  2  ),0.0,(  10  ),
736,Life Sciences Tools & Services,Reaction Biology Corporation+(5),One stop,SF +5.0,N/A(6),03/2029,0,(  1  ),0.0,(  8  ),
737,Life Sciences Tools & Services,Reaction Biology Corporation+One stop,One stop,SF +5.0(m),9.96,03/2029,183,181,0.0,174,
738,Life Sciences Tools & Services,Reaction Biology Corporation+One stop,One stop,SF +5.0(m),9.48,03/2029,122,121,0.0,116,
739,Life Sciences Tools & Services,"Unchained Labs, LLC+Senior loan",One stop,SF +5.5(k),9.87,08/2027,996,971,0.0,954,
740,Life Sciences Tools & Services,"Unchained Labs, LLC+Senior loan",One stop,SF +5.5(k),9.87,08/2027,841,829,0.0,825,
741,Life Sciences Tools & Services,"Unchained Labs, LLC+(5)",Senior loan,SF +5.5,N/A(6),08/2027,0,0,0.0,(  1  ),
742,Machinery,Machinery,Senior loan,,,,,,,,
743,Machinery,"Bad Boy Mowers Acquisition, LLC+Senior loan",Senior loan,L +4.25(b),9.00,03/2028,1866,1862,0.1,1828,
744,Machinery,"Blackbird Purchaser, Inc.*+Senior loan",Senior loan,L +4.5(a),8.88,04/2026,19035,19148,0.8,18654,
745,Machinery,"Blackbird Purchaser, Inc.+Senior loan",Senior loan,L +4.5(a),8.83,10/2025,86,87,0.0,84,
746,Machinery,"Blackbird Purchaser, Inc.+(5)",Senior loan,L +4.5,N/A(6),04/2026,0,(  2  ),0.0,(  6  ),
747,Machinery,"Chase Industries, Inc.+(7)(22)",Senior loan,L +7.0(b),11.73,05/2025,12487,12106,0.4,11232,
748,Machinery,"Chase Industries, Inc.+(7)(22)",Senior loan,L +7.0(b),11.73,05/2025,1021,1003,0.0,918,
749,Machinery,"Chase Industries, Inc.+(7)(22)",Senior loan,L +7.0(b)(c),11.52,05/2025,316,305,0.0,278,
750,Marine,Marine,Senior loan,,,,,,,,
751,Marine,"Project Nike Purchaser, LLC+One stop",Senior loan,SF +6.0(l),10.58,04/2029,18953,18782,0.7,18194,
752,Marine,"Project Nike Purchaser, LLC+One stop",Senior loan,SF +6.0(l),10.58,04/2029,10,8,0.0,0,
753,Marine,"Project Nike Purchaser, LLC+(5)",One stop,P +5.0,N/A(6),04/2029,0,(  7  ),0.0,(  30  ),
754,Media,Media,One stop,,,,,,,,
755,Media,"Triple Lift, Inc.+One stop",One stop,SF +5.5(m),10.12,05/2028,5330,5248,0.2,5170,
756,Media,"Triple Lift, Inc.+One stop",One stop,SF +5.5(m),9.61,05/2028,1130,1110,0.0,1096,
757,Media,"Triple Lift, Inc.+One stop",One stop,SF +5.25(m),9.58,05/2028,27,26,0.0,25,
758,Multiline Retail,Multiline Retail,One stop,,,,,,,,
759,Multiline Retail,Mills Fleet Farm Group LLC*#+One stop,One stop,L +6.25(b),10.66,10/2024,45138,45095,1.8,45138,
760,"Oil, Gas & Consumable Fuels","Oil, Gas & Consumable Fuels",One stop,,,,,,,,
761,"Oil, Gas & Consumable Fuels","3ES Innovation, Inc.*+(8)(12)",One stop,L +6.5(b),11.15,05/2025,20367,20442,0.8,20367,
762,"Oil, Gas & Consumable Fuels","3ES Innovation, Inc.+(8)(12)",One stop,L +6.5(b),11.24,05/2025,80,79,0.0,80,
763,"Oil, Gas & Consumable Fuels","Envernus, Inc.*#+Senior loan",One stop,L +4.25(a),8.63,07/2025,36969,37227,1.4,36392,
764,"Oil, Gas & Consumable Fuels","Envernus, Inc.+Senior loan",One stop,L +4.5(a),8.88,07/2025,16949,16718,0.7,16780,
765,"Oil, Gas & Consumable Fuels","Envernus, Inc.+Senior loan",One stop,L +4.25(a),8.63,09/2024,86,86,0.0,84,
766,"Oil, Gas & Consumable Fuels","Envernus, Inc.+Senior loan",One stop,L +4.5(a),8.88,09/2024,69,66,0.0,69,
767,"Oil, Gas & Consumable Fuels","Project Power Buyer, LLC*#+One stop",One stop,L +6.0(a),10.38,05/2026,15424,15513,0.6,15424,
768,"Oil, Gas & Consumable Fuels","Project Power Buyer, LLC+One stop",One stop,L +6.0,N/A(6),05/2025,0,0,0.0,0,
769,Paper & Forest Products,Paper & Forest Products,One stop,,,,,,,,
770,Paper & Forest Products,"Messenger, LLC#+One stop",One stop,SF +5.75(k),10.17,12/2027,10150,10064,0.4,9947,
771,Paper & Forest Products,"Messenger, LLC+One stop",One stop,SF +5.75(k),10.17,12/2027,99,98,0.0,97,
772,Paper & Forest Products,"Messenger, LLC+One stop",One stop,SF +5.75(k),10.17,12/2027,50,49,0.0,49,
773,Paper & Forest Products,"Messenger, LLC+One stop",One stop,SF +5.75(d)(k),10.99,12/2027,33,33,0.0,32,
774,Personal Products,Personal Products,One stop,,,,,,,,
775,Personal Products,"IMPLUS Footcare, LLC+(22)",One stop,L +8.0(b),12.48cash/0.25PIK,04/2024,30407,30573,1.2,28887,
776,Personal Products,"IMPLUS Footcare, LLC+(22)",One stop,L +8.0(b),12.48cash/0.25PIK,04/2024,5193,5221,0.2,4933,
777,Personal Products,"IMPLUS Footcare, LLC*+(22)",One stop,L +8.0(b),12.48cash/0.25PIK,04/2024,749,758,0.0,711,
778,Pharmaceuticals,Pharmaceuticals,One stop,,,,,,,,
779,Pharmaceuticals,"ACP Ulysses Buyer, Inc.*#+One stop",One stop,SF +5.5(l),10.23,02/2026,25424,25237,1.0,24661,
780,Pharmaceuticals,"ACP Ulysses Buyer, Inc.+One stop",One stop,SF +5.5(l),10.23,02/2026,1099,1080,0.1,1066,
781,Pharmaceuticals,"Amalthea Parent, Inc.*#+(8)(12)",One stop,L +4.75(a),9.13,03/2027,57100,56616,2.2,55958,
782,Pharmaceuticals,"Amalthea Parent, Inc.+(5)(8)(12)",One stop,SF +4.75,N/A(6),03/2027,0,(  2  ),0.0,(  5  ),
783,Pharmaceuticals,"Amalthea Parent, Inc.+(5)(8)(12)",One stop,SF +4.75,N/A(6),03/2027,0,(  22  ),0.0,(  35  ),
784,Pharmaceuticals,"Amalthea Parent, Inc.+(5)(8)(12)",One stop,SF +4.75,N/A(6),03/2027,0,(  2  ),0.0,(  6  ),
785,Pharmaceuticals,"Apothecary Products, LLC+Senior loan",One stop,SF +5.0(m),8.36,07/2023,2891,2912,0.1,2862,
786,Pharmaceuticals,"Apothecary Products, LLC+Senior loan",One stop,SF +5.0(k),9.42,07/2023,52,52,0.0,44,
787,Pharmaceuticals,Caerus Midco 3 S.A.R.L.+(8)(13),One stop,SF +5.5(l),10.08,05/2029,17136,16823,0.7,16592,
788,Pharmaceuticals,Caerus Midco 3 S.A.R.L.+(8)(13),One stop,SF +5.75(k),10.07,05/2029,70,65,0.0,64,
789,Pharmaceuticals,Caerus Midco 3 S.A.R.L.+(5)(8)(13),One stop,SF +5.5,N/A(6),05/2029,0,(  24  ),0.0,(  82  ),
790,Pharmaceuticals,Caerus Midco 3 S.A.R.L.+(8)(13),One stop,SF +5.75(l),9.83,05/2029,2829,2773,0.1,2772,
791,Pharmaceuticals,Caerus Midco 3 S.A.R.L.+(5)(8)(13),One stop,SF +5.75,N/A(6),05/2029,0,(  4  ),0.0,(  8  ),
792,Pharmaceuticals,"Cobalt Buyer Sub, Inc.+One stop",One stop,L +5.25(a),9.63,10/2028,10600,10426,0.4,10176,
793,Pharmaceuticals,"Cobalt Buyer Sub, Inc.+One stop",One stop,L +5.25(a),9.63,10/2027,36,35,0.0,33,
794,Pharmaceuticals,"Cobalt Buyer Sub, Inc.+One stop",One stop,L +5.25(a),9.63,10/2028,3232,3172,0.1,3090,
795,Pharmaceuticals,Spark Bidco Limited+(8)(9)(10),Senior loan,SN +4.5(i),7.93,08/2028,23714,26646,0.9,22125,
796,Pharmaceuticals,Spark Bidco Limited+(8)(9)(10),Senior loan,SN +4.5(i),7.93,08/2028,2515,2501,0.1,2347,
797,Pharmaceuticals,Spark Bidco Limited+(5)(8)(9)(10),Senior loan,SN +4.5,N/A(6),02/2028,0,(  2  ),0.0,(  5  ),
798,Pharmaceuticals,Spark Bidco Limited+(8)(9)(10),Senior loan,SN +6.0(i),9.43,08/2028,3291,3248,0.1,3242,
799,Pharmaceuticals,Spark Bidco Limited+(8)(9)(10),Senior loan,SN +4.5(i),7.93,08/2028,2874,2689,0.1,2682,
800,Pharmaceuticals,Spark Bidco Limited+(5)(8)(9)(10),Senior loan,SN +4.5,N/A(6),08/2028,0,(  37  ),0.0,(  37  ),
801,Professional Services,Professional Services,Senior loan,,,,,,,,
802,Professional Services,"bswift, LLC+One stop",Senior loan,SF +6.63(l),10.81,11/2028,5138,4981,0.2,4977,
803,Professional Services,Citrin Cooperman Advisors LLC+One stop,Senior loan,SF +5.0(m),9.06,10/2027,3119,3070,0.1,2858,
804,Professional Services,Citrin Cooperman Advisors LLC+One stop,Senior loan,SF +5.0,N/A(6),10/2027,0,0,0.0,0,
805,Professional Services,Citrin Cooperman Advisors LLC+One stop,Senior loan,SF +5.0,N/A(6),10/2027,0,0,0.0,0,
806,Professional Services,DISA Holdings Corp.+Senior loan,Senior loan,SF +5.5(k),9.79,09/2028,3503,3436,0.1,3450,
807,Professional Services,DISA Holdings Corp.+Senior loan,Senior loan,SF +5.5(k),9.82,09/2028,1,0,0.0,1,
808,Professional Services,DISA Holdings Corp.+Senior loan,Senior loan,SF +5.5(k),9.67,09/2028,210,204,0.0,203,
809,Professional Services,DISA Holdings Corp.+One stop,Senior loan,SF +5.5(k),9.73,09/2028,133,126,0.0,126,
810,Professional Services,DISA Holdings Corp.+Subordinated debt,Senior loan,SF +10.0(k),14.22,03/2029,50,49,0.0,49,
811,Professional Services,"Eliassen Group, LLC+One stop",Senior loan,SF +5.5(l),10.08,04/2028,1441,1428,0.1,1441,
812,Professional Services,"Eliassen Group, LLC+One stop",Senior loan,SF +5.5(l),9.93,04/2028,4,4,0.0,4,
813,Professional Services,"Filevine, Inc.+(22)",One stop,SF +6.5(l)(m),8.22cash/2.50PIK,04/2027,5299,5235,0.2,5317,
814,Professional Services,"Filevine, Inc.+One stop",One stop,SF +6.5,N/A(6),04/2027,0,0,0.0,0,
815,Professional Services,"IG Investments Holdings, LLC+One stop",One stop,L +6.0(a),10.38,09/2028,7075,6964,0.3,7075,
816,Professional Services,"IG Investments Holdings, LLC+One stop",One stop,L +6.0(a),10.39,09/2027,17,16,0.0,17,
817,Professional Services,NBG Acquisition Corp. and NBG-P Acquisition Corp.+One stop,One stop,L +5.25(b),9.66,11/2028,7574,7527,0.3,7347,
818,Professional Services,NBG Acquisition Corp. and NBG-P Acquisition Corp.+(5),One stop,L +5.25,N/A(6),11/2028,0,(  14  ),0.0,(  66  ),
819,Professional Services,NBG Acquisition Corp. and NBG-P Acquisition Corp.+One stop,One stop,L +5.25(a)(b),9.64,11/2028,117,116,0.0,110,
820,Professional Services,NBG Acquisition Corp. and NBG-P Acquisition Corp.+(5),One stop,L +5.25,N/A(6),11/2028,0,(  17  ),0.0,(  75  ),
821,Professional Services,Net Health Acquisition Corp.+One stop,One stop,L +5.75(a),10.13,12/2025,13202,13120,0.5,12938,
822,Professional Services,Net Health Acquisition Corp.*#,One stop,L +5.75(a),10.13,12/2025,8356,8354,0.3,8189,
823,Professional Services,Net Health Acquisition Corp.+One stop,One stop,L +5.75(a),10.13,12/2025,6689,6721,0.3,6555,
824,Professional Services,Net Health Acquisition Corp.#,One stop,L +5.75(a),10.13,12/2025,4226,4190,0.2,4142,
825,Professional Services,Net Health Acquisition Corp.*#,One stop,L +5.75(a),10.13,12/2025,1168,1168,0,1145,
826,Professional Services,Net Health Acquisition Corp.+(5),One stop,L +5.75,N/A(6),12/2025,0,(  2  ),0.0,(  6  ),
827,Professional Services,"PlanSource Holdings, Inc.+One stop",One stop,L +6.25(c),9.55,04/2025,11416,11460,0.4,11301,
828,Professional Services,"PlanSource Holdings, Inc.+One stop",One stop,L +6.25(c),9.55,04/2025,1932,1922,0.1,1912,
829,Professional Services,"PlanSource Holdings, Inc.+One stop",One stop,L +6.25(c),9.55,04/2025,139,138,0.0,138,
830,Professional Services,"PlanSource Holdings, Inc.+(5)",One stop,L +6.25,N/A(6),04/2025,0,0,0.0,(  2  ),
831,Professional Services,"Procure Acquireco, Inc.#+One stop",One stop,L +5.0(a),9.35,12/2028,17589,17439,0.7,17414,
832,Professional Services,"Procure Acquireco, Inc.+(5)",One stop,L +5.0,N/A(6),12/2028,0,(  1  ),0.0,(  1  ),
833,Professional Services,"Procure Acquireco, Inc.+(5)",One stop,L +5.0,N/A(6),12/2028,0,(  3  ),0.0,(  3  ),
834,Professional Services,"Teaching Company, The*#+One stop",One stop,L +4.75(b),8.83,07/2023,17419,17452,0.7,17246,
835,Professional Services,"Teaching Company, The+(5)",One stop,L +4.75,N/A(6),07/2023,0,0,0.0,(  2  ),
836,Software,Software,One stop,,,,,,,,
837,Software,"Accela, Inc.*#+(22)",One stop,SF +7.5(k),7.67cash/4.25PIK,09/2024,4735,4721,0.2,4698,
838,Software,"Accela, Inc.+(22)",One stop,SF +7.5(k),7.67cash/4.25PIK,09/2024,281,280,0.0,279,
839,Software,"Accela, Inc.+One stop",One stop,SF +7.5,N/A(6),09/2024,0,0,0.0,0,
840,Software,"Accela, Inc.+One stop",One stop,SF +7.5(k),11.92,09/2024,544,540,0.0,540,
841,Software,"Anaplan, Inc.+One stop",One stop,SF +6.5(k),10.82,06/2029,9840,9749,0.4,9643,
842,Software,"Anaplan, Inc.+(5)",One stop,SF +6.5,N/A(6),06/2028,0,(  1  ),0.0,(  2  ),
843,Software,"Appfire Technologies, LLC#+One stop",One stop,SF +5.5(k)(l),9.45,03/2027,38214,37808,1.5,37450,
844,Software,"Appfire Technologies, LLC+One stop",One stop,SF +5.5(k),9.38,03/2027,14,12,0.0,9,
845,Software,"Appfire Technologies, LLC+(5)",One stop,SF +5.5,N/A(6),03/2027,0,(  35  ),0.0,(  98  ),
846,Software,"Apptio, Inc.+One stop",One stop,L +6.0(b),9.94,01/2025,57010,57348,2.3,57010,
847,Software,"Apptio, Inc.+One stop",One stop,L +6.0(b),9.93,01/2025,116,115,0.0,116,
848,Software,Aras Corporation+(22),One stop,L +7.0(b),7.19cash/3.75PIK,04/2027,14296,14196,0.6,14152,
