,Industry,Company,Investment Type,Spread Above Index,Interest Rate,Maturity Date,Principal Shares,Amortized Cost,Percentage of Net Assets,Fair Value,10
564,"Healthcare, Education and Childcare - (continued)",Eyecare Services Partners Holdings LLC  +One stop,One stop,L + 6.25(c),7.70,05/2023,18322.0,18429.0,0.9,16856.0,
565,"Healthcare, Education and Childcare - (continued)",Eyecare Services Partners Holdings LLC  *,One stop,L + 6.25(c),7.70,05/2023,8036.0,8187.0,0.4,7393.0,
566,"Healthcare, Education and Childcare - (continued)",Eyecare Services Partners Holdings LLC  *#,One stop,L + 6.25(c),7.70,05/2023,7038.0,7178.0,0.3,6475.0,
567,"Healthcare, Education and Childcare - (continued)",Eyecare Services Partners Holdings LLC  *+One stop,One stop,L + 6.25(c),7.70,05/2023,2403.0,2450.0,0.1,2211.0,
568,"Healthcare, Education and Childcare - (continued)",Eyecare Services Partners Holdings LLC,One stop,L + 6.25(c),7.70,05/2023,2088.0,2120.0,0.1,1925.0,
569,"Healthcare, Education and Childcare - (continued)",Eyecare Services Partners Holdings LLC  *,One stop,L + 6.25(c),7.70,05/2023,1542.0,1573.0,0.1,1419.0,
570,"Healthcare, Education and Childcare - (continued)",Eyecare Services Partners Holdings LLC  *#,One stop,L + 6.25(c),7.70,05/2023,1141.0,1163.0,0.1,1049.0,
571,"Healthcare, Education and Childcare - (continued)",Eyecare Services Partners Holdings LLC  *#,One stop,L + 6.25(c),7.70,05/2023,1004.0,1025.0,0.1,925.0,
572,"Healthcare, Education and Childcare - (continued)",Eyecare Services Partners Holdings LLC  *+One stop,One stop,L + 6.25(c),7.70,05/2023,649.0,659.0,0.0,597.0,
573,"Healthcare, Education and Childcare - (continued)",Eyecare Services Partners Holdings LLC,One stop,L + 6.25(c),7.87,05/2023,400.0,398.0,0.0,368.0,
574,"Healthcare, Education and Childcare - (continued)","FYI Optical Acquisitions, Inc. & FYI USA, Inc.  ~(8)(9)(14)",One stop,L + 4.50,6.24,03/2027,11891.0,11773.0,0.5,10185.0,
575,"Healthcare, Education and Childcare - (continued)","FYI Optical Acquisitions, Inc. & FYI USA, Inc.  (5)(8)(9)(14)",One stop,L + 4.50,N/A  (6),03/2027,0.0,,0.0,,
576,"Healthcare, Education and Childcare - (continued)","FYI Optical Acquisitions, Inc. & FYI USA, Inc.  (5)(8)(14)",One stop,L + 4.50,N/A  (6),03/2027,0.0,,0.0,,
577,"Healthcare, Education and Childcare - (continued)","G & H Wire Company, Inc.  ^#&",One stop,L + 5.50(a),6.50,09/2023,11207.0,11206.0,0.5,10311.0,
578,"Healthcare, Education and Childcare - (continued)","G & H Wire Company, Inc.",One stop,L + 5.50(c),6.56,09/2022,140.0,140.0,0.0,128.0,
579,"Healthcare, Education and Childcare - (continued)","Immucor, Inc.  +Senior loan",One stop,L + 5.00(c),6.45,06/2021,3576.0,3631.0,0.2,3138.0,
580,"Healthcare, Education and Childcare - (continued)","Joerns Healthcare, LLC  ^*",One stop,L + 6.00(c),7.12,08/2024,1873.0,1820.0,0.1,1797.0,
581,"Healthcare, Education and Childcare - (continued)","Joerns Healthcare, LLC  ^*",One stop,L + 6.00(c),7.12,08/2024,1800.0,1769.0,0.1,1728.0,
582,"Healthcare, Education and Childcare - (continued)","Katena Holdings, Inc.  ^#",One stop,L + 6.00(d),7.07,06/2021,12796.0,12912.0,0.6,12028.0,
583,"Healthcare, Education and Childcare - (continued)","Katena Holdings, Inc.  ^#",One stop,L + 6.00(d),7.07,06/2021,1250.0,1261.0,0.1,1175.0,
584,"Healthcare, Education and Childcare - (continued)","Katena Holdings, Inc.  +One stop",One stop,L + 6.00(d),7.07,06/2021,934.0,927.0,0.0,878.0,
585,"Healthcare, Education and Childcare - (continued)","Katena Holdings, Inc.  #",One stop,L + 6.00(d),7.07,06/2021,855.0,863.0,0.0,805.0,
586,"Healthcare, Education and Childcare - (continued)","Katena Holdings, Inc.",One stop,L + 6.00(a)(f),7.36,06/2021,200.0,201.0,0.0,188.0,
587,"Healthcare, Education and Childcare - (continued)","Krueger-Gilbert Health Physics, LLC  !~",Senior loan,L + 5.25(c),6.70,05/2025,2371.0,2357.0,0.1,2205.0,
588,"Healthcare, Education and Childcare - (continued)","Krueger-Gilbert Health Physics, LLC  !",Senior loan,L + 5.25(c),6.70,05/2025,1119.0,1162.0,0.1,1041.0,
589,"Healthcare, Education and Childcare - (continued)","Krueger-Gilbert Health Physics, LLC",Senior loan,L + 5.25(c),6.70,05/2025,420.0,418.0,0.0,391.0,
590,"Healthcare, Education and Childcare - (continued)","Krueger-Gilbert Health Physics, LLC",Senior loan,L + 5.25(c),6.48,05/2025,50.0,50.0,0.0,44.0,
591,"Healthcare, Education and Childcare - (continued)","Lombart Brothers, Inc.  ^*#~",One stop,L + 6.25(c),7.70,04/2023,29106.0,29481.0,1.4,28230.0,
592,"Healthcare, Education and Childcare - (continued)","Lombart Brothers, Inc.  ^#(8)(9)",One stop,L + 6.25(c),7.70,04/2023,3133.0,3174.0,0.2,3040.0,
593,"Healthcare, Education and Childcare - (continued)","Lombart Brothers, Inc.",One stop,L + 6.25(c),7.25,04/2023,280.0,279.0,0.0,272.0,
594,"Healthcare, Education and Childcare - (continued)","Lombart Brothers, Inc.  (8)(9)",One stop,L + 6.25(a)(c),7.25,04/2023,50.0,49.0,0.0,48.0,
595,"Healthcare, Education and Childcare - (continued)","MD Now Holdings, Inc.  +!",One stop,L + 5.00(d),6.07,08/2024,14616.0,14792.0,0.7,14032.0,
596,"Healthcare, Education and Childcare - (continued)","MD Now Holdings, Inc.",One stop,L + 5.00(d),6.07,08/2024,622.0,621.0,0.0,536.0,
597,"Healthcare, Education and Childcare - (continued)","MD Now Holdings, Inc.",One stop,L + 5.00(c),6.45,08/2024,300.0,299.0,0.0,288.0,
598,"Healthcare, Education and Childcare - (continued)","MWD Management, LLC & MWD Services, Inc  .#+One stop",One stop,L + 5.25(c),6.70,06/2023,7053.0,7040.0,0.3,6488.0,
599,"Healthcare, Education and Childcare - (continued)","MWD Management, LLC & MWD Services, Inc.  ^#",One stop,L + 5.25(c),6.70,06/2023,4540.0,4633.0,0.2,4177.0,
600,"Healthcare, Education and Childcare - (continued)","Healthcare, Education and Childcare - (continued)",One stop,,,,,,,,
601,"Healthcare, Education and Childcare - (continued)","MWD Management, LLC & MWD Services, Inc.",One stop,L + 5.25(c),6.36,06/2022,160.0,159.0,0.0,148.0,
602,"Healthcare, Education and Childcare - (continued)","MWD Management, LLC & MWD Services, Inc.  (5)",One stop,L + 5.25,N/A  (6),06/2023,0.0,0.0,0.0,,
603,"Healthcare, Education and Childcare - (continued)","Oliver Street Dermatology Holdings, LLC  #(7)",One stop,L + 6.25(c),7.70,05/2022,19295.0,17731.0,0.5,10062.0,
604,"Healthcare, Education and Childcare - (continued)","Oliver Street Dermatology Holdings, LLC  *#(7)",One stop,L + 6.25(c),8.19,05/2022,2239.0,1926.0,0.1,1168.0,
605,"Healthcare, Education and Childcare - (continued)","Oliver Street Dermatology Holdings, LLC  (7)",One stop,L + 6.25(c),8.19,05/2022,2122.0,1941.0,0.1,1106.0,
606,"Healthcare, Education and Childcare - (continued)","Oliver Street Dermatology Holdings, LLC  ^+(7)",One stop,L + 6.25(c),8.19,05/2022,1606.0,1382.0,0.0,838.0,
607,"Healthcare, Education and Childcare - (continued)","Oliver Street Dermatology Holdings, LLC  *+(7)",One stop,L + 6.25(c),7.70,05/2022,1419.0,1220.0,0.0,740.0,
608,"Healthcare, Education and Childcare - (continued)","Oliver Street Dermatology Holdings, LLC  *+(7)",One stop,L + 6.25(c),7.70,05/2022,1235.0,1063.0,0.0,645.0,
609,"Healthcare, Education and Childcare - (continued)","Oliver Street Dermatology Holdings, LLC  ^+(7)",One stop,L + 6.25(c),8.19,05/2022,962.0,828.0,0.0,501.0,
610,"Healthcare, Education and Childcare - (continued)","Oliver Street Dermatology Holdings, LLC  *+(7)",One stop,L + 6.25(c),7.70,05/2022,834.0,717.0,0.0,435.0,
611,"Healthcare, Education and Childcare - (continued)","Oliver Street Dermatology Holdings, LLC  +(7)",One stop,L + 6.25(c),8.19,05/2022,515.0,442.0,0.0,268.0,
612,"Healthcare, Education and Childcare - (continued)","Oliver Street Dermatology Holdings, LLC  (7)",One stop,L + 6.25(c)(f),8.19,05/2022,290.0,267.0,0.0,152.0,
613,"Healthcare, Education and Childcare - (continued)","Oliver Street Dermatology Holdings, LLC  ^#(7)",One stop,L + 6.25(c),8.19,05/2022,98.0,89.0,0.0,50.0,
614,"Healthcare, Education and Childcare - (continued)","Oliver Street Dermatology Holdings, LLC  *#(7)",One stop,L + 6.25(c),7.70,05/2022,88.0,81.0,0.0,46.0,
615,"Healthcare, Education and Childcare - (continued)","Oliver Street Dermatology Holdings, LLC  ^#(7)",One stop,L + 6.25(c),7.70,05/2022,70.0,63.0,0.0,36.0,
616,"Healthcare, Education and Childcare - (continued)","Oliver Street Dermatology Holdings, LLC  ^#(7)",One stop,L + 6.25(c),7.70,05/2022,62.0,59.0,0.0,34.0,
617,"Healthcare, Education and Childcare - (continued)","ONsite Mammography, LLC  ~",One stop,L + 6.00(d),7.07,11/2023,7688.0,7730.0,0.4,7379.0,
618,"Healthcare, Education and Childcare - (continued)","ONsite Mammography, LLC",One stop,L + 6.00(a),7.00,11/2023,80.0,82.0,0.0,76.0,
619,"Healthcare, Education and Childcare - (continued)","ONsite Mammography, LLC",One stop,L + 6.00(a)(d),7.04,11/2023,29.0,28.0,0.0,28.0,
620,"Healthcare, Education and Childcare - (continued)","Pinnacle Treatment Centers, Inc.  #",One stop,L + 6.25(c),8.03,01/2023,19230.0,19430.0,1.0,18653.0,
621,"Healthcare, Education and Childcare - (continued)","Pinnacle Treatment Centers, Inc.  *",One stop,L + 6.25(c),8.03,01/2023,7832.0,7759.0,0.4,7597.0,
622,"Healthcare, Education and Childcare - (continued)","Pinnacle Treatment Centers, Inc.  #",One stop,L + 6.25(c),8.03,01/2023,1578.0,1585.0,0.1,1531.0,
623,"Healthcare, Education and Childcare - (continued)","Pinnacle Treatment Centers, Inc.  +~",One stop,L + 6.25(c),8.03,01/2023,713.0,721.0,0.0,692.0,
624,"Healthcare, Education and Childcare - (continued)","Pinnacle Treatment Centers, Inc.",One stop,P + 5.00(c)(f),8.23,01/2023,231.0,231.0,0.0,224.0,
625,"Healthcare, Education and Childcare - (continued)","Pinnacle Treatment Centers, Inc.",One stop,L + 6.25(c),8.03,01/2023,188.0,190.0,0.0,182.0,
626,"Healthcare, Education and Childcare - (continued)","Pinnacle Treatment Centers, Inc.  ^",One stop,L + 6.25(c),8.03,01/2023,108.0,110.0,0.0,104.0,
627,"Healthcare, Education and Childcare - (continued)","Pinnacle Treatment Centers, Inc.  (5)",One stop,L + 6.25,N/A  (6),01/2023,0.0,,0.0,0.0,
628,"Healthcare, Education and Childcare - (continued)","PPT Management Holdings, LLC  +One stop",One stop,L + 6.75(a),7.58 cash/0.75 PIK,12/2022,24518.0,22615.0,1.1,20833.0,
629,"Healthcare, Education and Childcare - (continued)","PPT Management Holdings, LLC",One stop,L + 6.75(a)(c),7.02 cash/0.75 PIK,12/2022,416.0,388.0,0.0,354.0,
630,"Healthcare, Education and Childcare - (continued)","PPT Management Holdings, LLC",One stop,L + 6.75(a),7.58 cash/0.75 PIK,12/2022,302.0,288.0,0.0,256.0,
631,"Healthcare, Education and Childcare - (continued)","PPT Management Holdings, LLC",One stop,L + 6.75(a),7.58 cash/0.75 PIK,12/2022,178.0,170.0,0.0,152.0,
632,"Healthcare, Education and Childcare - (continued)","PPT Management Holdings, LLC",One stop,L + 6.75(a),7.58 cash/0.75 PIK,12/2022,86.0,77.0,0.0,74.0,
633,"Healthcare, Education and Childcare - (continued)","Pyramid Healthcare, Inc.  *+&",One stop,L + 6.50(c),8.11,08/2020,15061.0,15059.0,0.8,14760.0,
634,"Healthcare, Education and Childcare - (continued)","Pyramid Healthcare, Inc.",One stop,L + 6.50(c)(f),7.99,08/2020,719.0,719.0,0.0,704.0,
635,"Healthcare, Education and Childcare - (continued)","Pyramid Healthcare, Inc.",One stop,L + 6.50(c),8.24,08/2020,463.0,463.0,0.0,454.0,
636,"Healthcare, Education and Childcare - (continued)","Pyramid Healthcare, Inc.",One stop,L + 6.50(c),8.24,08/2020,335.0,340.0,0.0,328.0,
637,"Healthcare, Education and Childcare - (continued)","Pyramid Healthcare, Inc.  &",One stop,L + 6.50(c),8.11,08/2020,292.0,292.0,0.0,286.0,
638,"Healthcare, Education and Childcare - (continued)","Pyramid Healthcare, Inc.",One stop,L + 6.50(c),8.08,08/2020,112.0,112.0,0.0,110.0,
639,"Healthcare, Education and Childcare - (continued)","Pyramid Healthcare, Inc.",One stop,L + 6.50(a)(c),7.57,08/2020,45.0,45.0,0.0,44.0,
640,"Healthcare, Education and Childcare - (continued)","Riverchase MSO, LLC  *#",Senior loan,L + 5.25(c),6.70,10/2022,9670.0,9821.0,0.5,8800.0,
641,"Healthcare, Education and Childcare - (continued)","Riverchase MSO, LLC",Senior loan,P + 4.25(c)(f),7.24,10/2022,130.0,130.0,0.0,118.0,
642,"Healthcare, Education and Childcare - (continued)",RXH Buyer Corporation  ^*#!,One stop,L + 5.75(c),7.20,09/2021,27668.0,27948.0,1.4,27116.0,
643,"Healthcare, Education and Childcare - (continued)",RXH Buyer Corporation  *#,One stop,L + 5.75(c),7.20,09/2021,3131.0,3164.0,0.2,3068.0,
644,"Healthcare, Education and Childcare - (continued)","Healthcare, Education and Childcare - (continued)",One stop,,,,,,,,
645,"Healthcare, Education and Childcare - (continued)",RXH Buyer Corporation,One stop,L + 5.75(c),7.20,09/2021,400.0,402.0,0.0,392.0,
646,"Healthcare, Education and Childcare - (continued)","Sage Dental Management, LLC  (7)",One stop,L + 6.25(c),7.16 cash/1.00 PIK,12/2020,4334.0,3971.0,0.2,3033.0,
647,"Healthcare, Education and Childcare - (continued)","Sage Dental Management, LLC  (7)",One stop,L + 6.25(c),8.16,12/2020,70.0,64.0,0.0,49.0,
648,"Healthcare, Education and Childcare - (continued)","Sage Dental Management, LLC  (7)",One stop,L + 6.25(c),8.16,12/2020,63.0,58.0,0.0,44.0,
649,"Healthcare, Education and Childcare - (continued)","Sage Dental Management, LLC  (7)",One stop,L + 6.25(c),8.16,12/2020,45.0,41.0,0.0,31.0,
650,"Healthcare, Education and Childcare - (continued)","SLMP, LLC  ^#",One stop,L + 6.00(d),7.07,05/2023,12012.0,12101.0,0.6,11771.0,
651,"Healthcare, Education and Childcare - (continued)","SLMP, LLC  ^#",One stop,L + 6.00(d),7.07,05/2023,5782.0,5996.0,0.3,5667.0,
652,"Healthcare, Education and Childcare - (continued)","SLMP, LLC",One stop,L + 6.00(d),7.07,05/2023,1503.0,1499.0,0.1,1467.0,
653,"Healthcare, Education and Childcare - (continued)","SLMP, LLC",Subordinated debt,No Value,7.50 PIK,05/2027,223.0,229.0,0.0,223.0,
654,"Healthcare, Education and Childcare - (continued)","SLMP, LLC",One stop,P + 5.00(f),8.25,05/2023,100.0,99.0,0.0,96.0,
655,"Healthcare, Education and Childcare - (continued)","Summit Behavioral Healthcare, LLC  ^#&",Senior loan,L + 4.75(c),6.36,10/2023,20703.0,20438.0,1.0,19047.0,
656,"Healthcare, Education and Childcare - (continued)","Summit Behavioral Healthcare, LLC",Senior loan,L + 4.75(c),6.36,10/2023,432.0,434.0,0.0,398.0,
657,"Healthcare, Education and Childcare - (continued)","Summit Behavioral Healthcare, LLC",Senior loan,L + 4.75(c),6.31,10/2023,300.0,296.0,0.0,276.0,
658,"Healthcare, Education and Childcare - (continued)","WHCG Management, LLC  *#&",Senior loan,L + 4.75(d),5.82,03/2023,16151.0,16265.0,0.8,15182.0,
659,"Healthcare, Education and Childcare - (continued)","WHCG Management, LLC",Senior loan,L + 4.75(d),5.82,03/2023,5655.0,5610.0,0.3,5315.0,
660,"Healthcare, Education and Childcare - (continued)","WHCG Management, LLC",Senior loan,L + 4.75(d),5.82,03/2023,1994.0,1986.0,0.1,1874.0,
661,"Healthcare, Education and Childcare - (continued)","WHCG Management, LLC",Senior loan,L + 4.75(d),5.82,03/2023,340.0,338.0,0.0,320.0,
662,"Healthcare, Education and Childcare - (continued)","WHCG Management, LLC",Senior loan,P + 3.75(c)(f),7.00,03/2023,196.0,199.0,0.0,184.0,
663,"Home and Office Furnishings, Housewares, and Durable Consumer","Home and Office Furnishings, Housewares, and Durable Consumer",Senior loan,,,,,,,,
664,"Home and Office Furnishings, Housewares, and Durable Consumer",1A Smart Start LLC  +~&,Senior loan,L + 4.50(c),5.57,02/2022,6229.0,6246.0,0.3,5793.0,
665,"Home and Office Furnishings, Housewares, and Durable Consumer",CST Buyer Company  ^+~,One stop,L + 5.75(d),6.82,10/2025,10974.0,10861.0,0.5,10316.0,
666,"Home and Office Furnishings, Housewares, and Durable Consumer",CST Buyer Company,One stop,L + 5.75(d),6.82,10/2025,38.0,38.0,0.0,35.0,
667,"Home and Office Furnishings, Housewares, and Durable Consumer","Plano Molding Company, LLC  ^+One stop",One stop,L + 7.50(c),8.95,05/2021,14674.0,14641.0,0.7,12473.0,
668,"Hotels, Motels, Inns, and Gaming","Hotels, Motels, Inns, and Gaming",One stop,,,,,,,,
669,"Hotels, Motels, Inns, and Gaming","Davidson Hotel Company, LLC  +One stop",One stop,L + 5.25(a),6.25,07/2024,8502.0,8442.0,0.3,6376.0,
670,"Hotels, Motels, Inns, and Gaming","Davidson Hotel Company, LLC",One stop,L + 5.25(a),6.25,07/2024,1075.0,1075.0,0.1,806.0,
671,"Hotels, Motels, Inns, and Gaming","Davidson Hotel Company, LLC",One stop,L + 5.25(a),6.25,07/2024,100.0,100.0,0.0,76.0,
672,"Hotels, Motels, Inns, and Gaming","Davidson Hotel Company, LLC  (5)",One stop,L + 5.25,N/A  (6),07/2024,0.0,,0.0,0.0,
673,Insurance,Insurance,One stop,,,,,,,,
674,Insurance,"Captive Resources Midco, LLC  ^*#+~",One stop,L + 6.00(a),7.00,05/2025,54631.0,54828.0,2.8,54631.0,
675,Insurance,"Captive Resources Midco, LLC",One stop,L + 6.00(c),7.00,05/2025,1727.0,1705.0,0.1,1727.0,
676,Insurance,"Captive Resources Midco, LLC  #",One stop,L + 6.00(a),7.00,05/2025,1447.0,1433.0,0.1,1447.0,
677,Insurance,"Integrity Marketing Acquisition, LLC  +~",Senior loan,L + 5.75(c),7.39,08/2025,2483.0,2484.0,0.1,2433.0,
678,Insurance,"Integrity Marketing Acquisition, LLC",Senior loan,L + 5.75(c),7.59,08/2025,793.0,789.0,0.0,777.0,
679,Insurance,"Integrity Marketing Acquisition, LLC",Senior loan,L + 5.75(c),7.47,08/2025,480.0,477.0,0.0,470.0,
680,Insurance,"Integrity Marketing Acquisition, LLC",Senior loan,L + 5.75(c),7.26,08/2025,35.0,34.0,0.0,31.0,
681,Insurance,"Integrity Marketing Acquisition, LLC",Senior loan,L + 5.75(c),6.97,08/2025,30.0,28.0,0.0,28.0,
682,Insurance,"J.S. Held Holdings, LLC  #+~",One stop,L + 6.00(c)(d),7.07,07/2025,3631.0,3635.0,0.2,3342.0,
683,Insurance,"J.S. Held Holdings, LLC",One stop,L + 6.00(c),7.22,07/2025,232.0,226.0,0.0,200.0,
684,Insurance,"J.S. Held Holdings, LLC  (5)",One stop,L + 6.00,N/A  (6),07/2025,0.0,,0.0,,
685,Insurance - (continued),Insurance - (continued),One stop,,,,,,,,
686,Insurance - (continued),"Orchid Underwriters Agency, LLC  +~",Senior loan,L + 4.50(c),5.57,12/2024,4209.0,4268.0,0.2,3873.0,
687,Insurance - (continued),"Orchid Underwriters Agency, LLC",Senior loan,L + 4.50(c),5.62,12/2024,38.0,38.0,0.0,36.0,
688,Insurance - (continued),"Orchid Underwriters Agency, LLC  (5)",Senior loan,L + 4.50,N/A  (6),12/2024,0.0,,0.0,,
689,Insurance - (continued),"RSC Acquisition, Inc.  +~",One stop,L + 5.50(c),7.26,10/2026,24088.0,23633.0,1.2,23124.0,
690,Insurance - (continued),"RSC Acquisition, Inc.  (5)",One stop,L + 5.50,N/A  (6),10/2026,0.0,,0.0,,
691,Insurance - (continued),"RSC Acquisition, Inc.  (5)",One stop,L + 5.50(c),N/A  (6),10/2026,0.0,,0.0,,
692,"Leisure, Amusement, Motion Pictures, Entertainment","Leisure, Amusement, Motion Pictures, Entertainment",One stop,,,,,,,,
693,"Leisure, Amusement, Motion Pictures, Entertainment","CR Fitness Holdings, LLC  +~",Senior loan,L + 4.00(c),5.45,07/2025,2009.0,2022.0,0.1,1768.0,
694,"Leisure, Amusement, Motion Pictures, Entertainment","CR Fitness Holdings, LLC",Senior loan,L + 4.00(c)(f),5.00,07/2025,269.0,263.0,0.0,237.0,
695,"Leisure, Amusement, Motion Pictures, Entertainment","CR Fitness Holdings, LLC",Senior loan,L + 4.00(c)(f),5.18,07/2025,74.0,74.0,0.0,66.0,
696,"Leisure, Amusement, Motion Pictures, Entertainment","EOS Fitness Opco Holdings, LLC  *#",One stop,L + 4.75(c),6.20,01/2025,8719.0,8846.0,0.4,8022.0,
697,"Leisure, Amusement, Motion Pictures, Entertainment","EOS Fitness Opco Holdings, LLC",One stop,L + 4.75(c),6.20,01/2025,667.0,679.0,0.0,594.0,
698,"Leisure, Amusement, Motion Pictures, Entertainment","EOS Fitness Opco Holdings, LLC",One stop,P + 3.75(f),7.00,01/2025,120.0,120.0,0.0,110.0,
699,"Leisure, Amusement, Motion Pictures, Entertainment","PADI Holdco, Inc.  *#",One stop,L + 5.50(c),7.12,04/2024,21942.0,22179.0,1.0,20186.0,
700,"Leisure, Amusement, Motion Pictures, Entertainment","PADI Holdco, Inc.  +~(8)(9)",One stop,E + 5.75(g),5.50,04/2024,20782.0,21132.0,1.0,18479.0,
701,"Leisure, Amusement, Motion Pictures, Entertainment","PADI Holdco, Inc.  ~",One stop,L + 5.50(c),6.50,04/2024,801.0,794.0,0.0,747.0,
702,"Leisure, Amusement, Motion Pictures, Entertainment","PADI Holdco, Inc.",One stop,L + 5.50(c),6.77,04/2023,298.0,299.0,0.0,274.0,
703,"Leisure, Amusement, Motion Pictures, Entertainment","PADI Holdco, Inc.",One stop,L + 5.50(c),6.97,04/2024,166.0,164.0,0.0,154.0,
704,"Leisure, Amusement, Motion Pictures, Entertainment",Planet Fit Indy 10 LLC  +One stop,One stop,L + 5.25(c),6.70,07/2025,17473.0,17369.0,0.8,16250.0,
705,"Leisure, Amusement, Motion Pictures, Entertainment",Planet Fit Indy 10 LLC  #,One stop,L + 5.25(c),6.99,07/2025,2331.0,2385.0,0.1,2168.0,
706,"Leisure, Amusement, Motion Pictures, Entertainment",Planet Fit Indy 10 LLC  #,One stop,L + 5.25(c),6.70,07/2025,1265.0,1258.0,0.1,1177.0,
707,"Leisure, Amusement, Motion Pictures, Entertainment",Planet Fit Indy 10 LLC,One stop,L + 5.25(c),6.45,07/2025,200.0,200.0,0.0,186.0,
708,"Leisure, Amusement, Motion Pictures, Entertainment","Self Esteem Brands, LLC  ^*#&",Senior loan,L + 4.25(d),5.32,02/2022,45841.0,46319.0,2.2,42632.0,
709,"Leisure, Amusement, Motion Pictures, Entertainment","Self Esteem Brands, LLC",Senior loan,P + 3.25(f),6.50,02/2022,2338.0,2334.0,0.1,2174.0,
710,"Leisure, Amusement, Motion Pictures, Entertainment","Sunshine Sub, LLC  #~",One stop,L + 4.75(a),5.75,05/2024,12990.0,13104.0,0.6,11951.0,
711,"Leisure, Amusement, Motion Pictures, Entertainment","Sunshine Sub, LLC  #",One stop,L + 4.75(a),5.75,05/2024,5682.0,5892.0,0.3,5228.0,
712,"Leisure, Amusement, Motion Pictures, Entertainment","Sunshine Sub, LLC",One stop,L + 4.75(a),5.75,05/2024,200.0,199.0,0.0,184.0,
713,"Leisure, Amusement, Motion Pictures, Entertainment","Teaching Company, The  *#",One stop,L + 4.75(c),6.46,07/2023,17878.0,18087.0,0.9,16448.0,
714,"Leisure, Amusement, Motion Pictures, Entertainment","Teaching Company, The",One stop,L + 4.75(c)(d)(f),6.33,07/2023,190.0,190.0,0.0,174.0,
715,"Leisure, Amusement, Motion Pictures, Entertainment","Titan Fitness, LLC  *#+One stop",One stop,L + 4.75(c),6.50,02/2025,30471.0,30961.0,1.4,28033.0,
716,"Leisure, Amusement, Motion Pictures, Entertainment","Titan Fitness, LLC",One stop,L + 4.75(c),6.38,02/2025,1899.0,1897.0,0.1,1747.0,
717,"Leisure, Amusement, Motion Pictures, Entertainment","Titan Fitness, LLC",One stop,L + 4.75(c)(f),6.00,02/2025,474.0,472.0,0.0,434.0,
718,"Leisure, Amusement, Motion Pictures, Entertainment",WBZ Investment LLC  #,One stop,L + 5.50(c)(d),6.95,09/2024,8483.0,8547.0,0.4,7634.0,
719,"Leisure, Amusement, Motion Pictures, Entertainment",WBZ Investment LLC,One stop,L + 5.50(a)(d),6.50,09/2024,1215.0,1206.0,0.1,1094.0,
720,"Leisure, Amusement, Motion Pictures, Entertainment",WBZ Investment LLC,One stop,L + 5.50(c),6.95,09/2024,844.0,877.0,0.1,760.0,
721,"Leisure, Amusement, Motion Pictures, Entertainment",WBZ Investment LLC,One stop,L + 5.50(c),6.95,09/2024,432.0,448.0,0.0,389.0,
722,"Leisure, Amusement, Motion Pictures, Entertainment",WBZ Investment LLC,One stop,L + 5.50(a)(c),6.50,09/2024,80.0,80.0,0.0,70.0,
723,Oil and Gas,Oil and Gas,One stop,,,,,,,,
724,Oil and Gas,"Drilling Info Holdings, Inc.  *#+~",Senior loan,L + 4.25(a),5.24,07/2025,36763.0,37297.0,1.8,34156.0,
725,Oil and Gas,"Drilling Info Holdings, Inc.  ~",Senior loan,L + 4.50(a),5.49,07/2025,17429.0,16958.0,0.8,16383.0,
726,Oil and Gas,"Drilling Info Holdings, Inc.",Senior loan,L + 4.25(a),5.15,07/2023,150.0,148.0,0.0,136.0,
727,Oil and Gas - (continued),Oil and Gas - (continued),Senior loan,,,,,,,,
728,Oil and Gas - (continued),"Drilling Info Holdings, Inc.",Senior loan,L + 4.50(a),5.40,07/2023,64.0,61.0,0.0,59.0,
729,Oil and Gas - (continued),"Drilling Info Holdings, Inc.  (5)",Senior loan,L + 4.25,N/A  (6),07/2023,0.0,,0.0,,
730,Personal and Non Durable Consumer Products (Mfg. Only),Personal and Non Durable Consumer Products (Mfg. Only),Senior loan,,,,,,,,
731,Personal and Non Durable Consumer Products (Mfg. Only),"Georgica Pine Clothiers, LLC  #",One stop,L + 5.50(d),6.57,11/2023,10428.0,10558.0,0.5,9384.0,
732,Personal and Non Durable Consumer Products (Mfg. Only),"Georgica Pine Clothiers, LLC  *#",One stop,L + 5.50(d),6.59,11/2023,6537.0,6625.0,0.3,5882.0,
733,Personal and Non Durable Consumer Products (Mfg. Only),"Georgica Pine Clothiers, LLC  +One stop",One stop,L + 5.50(d),6.57,11/2023,1011.0,1002.0,0.1,910.0,
734,Personal and Non Durable Consumer Products (Mfg. Only),"Georgica Pine Clothiers, LLC  ^#",One stop,L + 5.50(d),6.57,11/2023,909.0,923.0,0.1,818.0,
735,Personal and Non Durable Consumer Products (Mfg. Only),"Georgica Pine Clothiers, LLC  *#",One stop,L + 5.50(d),6.57,11/2023,638.0,648.0,0.0,575.0,
736,Personal and Non Durable Consumer Products (Mfg. Only),"Georgica Pine Clothiers, LLC",One stop,L + 5.50(d),6.69,11/2023,236.0,236.0,0.0,212.0,
737,Personal and Non Durable Consumer Products (Mfg. Only),"IMPLUS Footwear, LLC  +~",One stop,L + 6.25(c),7.70,04/2024,30316.0,30772.0,1.4,27285.0,
738,Personal and Non Durable Consumer Products (Mfg. Only),"IMPLUS Footwear, LLC  +~",One stop,L + 6.25(c),7.70,04/2024,5178.0,5255.0,0.2,4660.0,
