,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
510,"PetPeople Enterprises, LLC  #",One stop,,L + 6.00,(a),,7.57,,09/2023,,3137,,,3100,,,0.3,,,3137,,,,,,,,,,,,,,,,,,,,,
511,"PetPeople Enterprises, LLC",One stop,,No Value,,,8.25 PIK,,01/2019,,155,,,155,,,-,,,155,,,,,,,,,,,,,,,,,,,,,
512,"PetPeople Enterprises, LLC",One stop,,L + 6.00,,,N/A  (6),,09/2023,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
513,"PetPeople Enterprises, LLC  (5)",One stop,,L + 6.00,,,N/A  (6),,09/2023,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
514,,,,,,,,,,,131965,,,130281,,,13.8,,,131969,,,,,,,,,,,,,,,,,,,,,
515,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,"Arise Virtual Solutions, Inc.  ^",One stop,,L + 6.00,(c),,7.69,,12/2018,,1154,,,1150,,,0.1,,,1154,,,,,,,,,,,,,,,,,,,,,
517,"Arise Virtual Solutions, Inc.",One stop,,L + 6.00,,,N/A  (6),,12/2018,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
518,"NetMotion Wireless Holdings, Inc.  *^#",One stop,,L + 6.75,(c),,8.44,,10/2021,,7092,,,6993,,,0.8,,,7092,,,,,,,,,,,,,,,,,,,,,
519,"NetMotion Wireless Holdings, Inc.  (5)",One stop,,L + 6.75,,,N/A  (6),,10/2021,,-,,,(1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
520,,,,,,,,,,,8246,,,8142,,,0.9,,,8246,,,,,,,,,,,,,,,,,,,,,
521,Textile and Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,SHO Holding I Corporation  *,Senior loan,,L + 5.00,(b),,6.42,,10/2022,,2228,,,2191,,,0.2,,,2183,,,,,,,,,,,,,,,,,,,,,
523,SHO Holding I Corporation,Senior loan,,L + 4.00,(a)(b),,5.48,,10/2021,,16,,,15,,,-,,,13,,,,,,,,,,,,,,,,,,,,,
524,,,,,,,,,,,2244,,,2206,,,0.2,,,2196,,,,,,,,,,,,,,,,,,,,,
525,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,
526,Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,"Arcos, LLC",One stop,,L + 6.00,(c),,7.69,,02/2021,,,3679,,,,3633,,,0.4,,,,3679,,,,,,,,,,,,,,,,,,
528,"Arcos, LLC",One stop,,L + 6.00,,,N/A  (6),,02/2021,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
529,"Power Plan Holdings, Inc.  *^",Senior loan,,L + 5.25,(a),,6.82,,02/2022,,6434,,,6351,,,0.7,,,6434,,,,,,,,,,,,,,,,,,,,,
530,"PowerPlan Holdings, Inc.  *",Senior loan,,L + 5.25,(a),,6.82,,02/2022,,5645,,,5595,,,0.6,,,5645,,,,,,,,,,,,,,,,,,,,,
531,"PowerPlan Holdings, Inc.  (5)",Senior loan,,L + 5.25,,,N/A  (6),,02/2021,,-,,,(5,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
532,,,,,,,,,,,15758,,,15574,,,1.7,,,15758,,,,,,,,,,,,,,,,,,,,,
533,Total non-controlled/non-affiliate company debt investments,,,,,,,,1592749,,,,1573070,,,164.9,,,,1578899,,,,,,,,,,,,,,,,,,,,,
534,Equity investments  (10)(11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Aerospace and Defense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,NTS Technical Systems,Common stock,,No Value,,,No Value,,No Value,,2,,,,1506,,,0.1,,,,625,,,,,,,,,,,,,,,,,,,
537,NTS Technical Systems,Preferred stock B,No Value,,,No Value,,No Value,,-,,,256,,,-,,,286,,,,,,,,,,,,,,,,,,,,,,
538,NTS Technical Systems,Preferred stock A,No Value,,,No Value,,No Value,,-,,,128,,,-,,,157,,,,,,,,,,,,,,,,,,,,,,
539,"Tresys Technology Holdings, Inc.",Common stock,,No Value,,,No Value,,No Value,,295,,,295,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
540,Whitcraft LLC,Common stock,,No Value,,,No Value,,No Value,,4,,,375,,,-,,,323,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,2560,,,0.1,,,1391,,,,,,,,,,,,,,,,,,,,,,
542,Automobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,"Grease Monkey International, LLC",LLC units,,No Value,,,No Value,,No Value,,354,,,354,,,-,,,354,,,,,,,,,,,,,,,,,,,,,
544,Polk Acquisition Corp.,LP interest,,No Value,,,No Value,,No Value,,1,,,144,,,-,,,85,,,,,,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,,498,,,-,,,439,,,,,,,,,,,,,,,,,,,,,,
546,"Beverage, Food and Tobacco",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,"Atkins Nutritionals, Inc",LLC interest,,No Value,,,No Value,,No Value,,57,,,-,,,0.1,,,704,,,,,,,,,,,,,,,,,,,,,
548,"Benihana, Inc.",LLC units,,No Value,,,No Value,,No Value,,43,,,699,,,0.1,,,453,,,,,,,,,,,,,,,,,,,,,
549,"C. J. Foods, Inc.",Preferred stock,,No Value,,,No Value,,No Value,,-,,,75,,,-,,,322,,,,,,,,,,,,,,,,,,,,,
550,"Cafe Rio Holding, Inc.",Common stock,,No Value,,,No Value,,No Value,,2,,,224,,,-,,,224,,,,,,,,,,,,,,,,,,,,,
551,"Hopdoddy Holdings, LLC",LLC units,,No Value,,,No Value,,No Value,,27,,,130,,,-,,,113,,,,,,,,,,,,,,,,,,,,,
552,"Hopdoddy Holdings, LLC",LLC units,,No Value,,,No Value,,No Value,,12,,,36,,,-,,,32,,,,,,,,,,,,,,,,,,,,,
553,"P&P Food Safety US Acquisition, Inc.",LLC interest,,No Value,,,No Value,,No Value,,2,,,242,,,-,,,288,,,,,,,,,,,,,,,,,,,,,
554,"Purfoods, LLC",LLC interest,,No Value,,,No Value,,No Value,,381,,,381,,,-,,,398,,,,,,,,,,,,,,,,,,,,,
555,"Rubio's Restaurants, Inc.",Preferred stock,,No Value,,,No Value,,No Value,,2,,,945,,,0.2,,,1789,,,,,,,,,,,,,,,,,,,,,
556,"Tate's Bake Shop, Inc.",LP interest,,No Value,,,No Value,,No Value,,462,,,219,,,0.1,,,561,,,,,,,,,,,,,,,,,,,,,
557,Uinta Brewing Company,LP interest,,No Value,,,No Value,,No Value,,462,,,462,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,3413,,,0.5,,,4884,,,,,,,,,,,,,,,,,,,,,,
559,Buildings and Real Estate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,"Brooks Equipment Company, LLC",Common stock,,No Value,,,No Value,,No Value,,10,,,1021,,,0.2,,,1678,,,,,,,,,,,,,,,,,,,,,
561,"Chemicals, Plastics and Rubber",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,"Flexan, LLC",Preferred stock,,No Value,,,No Value,,No Value,,-,,,90,,,-,,,110,,,,,,,,,,,,,,,,,,,,,
563,"Flexan, LLC",Common stock,,No Value,,,No Value,,No Value,,1,,,-,,,-,,,13,,,,,,,,,,,,,,,,,,,,,
564,,,,,,,,,,,,,90,,,-,,,123,,,,,,,,,,,,,,,,,,,,,,
565,Diversified/Conglomerate Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,"Chase Industries, Inc.",LLC units,,No Value,,,No Value,,No Value,,1,,,1186,,,0.2,,,2317,,,,,,,,,,,,,,,,,,,,,
567,"Inventus Power, Inc.",Preferred stock,,No Value,,,No Value,,No Value,,-,,,370,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
568,"Inventus Power, Inc.",Common stock,,No Value,,,No Value,,No Value,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
569,"Reladyne, Inc.",LP interest,,No Value,,,No Value,,No Value,,-,,,249,,,0.1,,,416,,,,,,,,,,,,,,,,,,,,,
570,"Sunless Merger Sub, Inc.",LP interest,,No Value,,,No Value,,No Value,,160,,,160,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
571,,,,,,,,,,,,,1965,,,0.3,,,2733,,,,,,,,,,,,,,,,,,,,,,
572,Diversified/Conglomerate Service,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,"Accela, Inc.",LLC units,,No Value,,,No Value,,No Value,,296,,,296,,,-,,,296,,,,,,,,,,,,,,,,,,,,,
574,Agility Recovery Solutions Inc.,Preferred stock,,No Value,,,No Value,,No Value,,67,,,341,,,0.1,,,445,,,,,,,,,,,,,,,,,,,,,
575,Bomgar Corporation,Common stock,,No Value,,,No Value,,No Value,,-,,,108,,,-,,,123,,,,,,,,,,,,,,,,,,,,,
576,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,
577,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Bomgar Corporation,Common stock,,No Value,,,No Value,,No Value,,72,,,,1,,,,-,,,,13,,,,,,,,,,,,,,,,,,
579,DISA Holdings Acquisition Subsidiary Corp.,Common stock,,No Value,,,No Value,,No Value,,-,,,154,,,-,,,156,,,,,,,,,,,,,,,,,,,,,
580,"HealthcareSource HR, Inc.",LLC interest,,No Value,,,No Value,,No Value,,-,,,348,,,0.1,,,352,,,,,,,,,,,,,,,,,,,,,
581,"Host Analytics, Inc.",Warrant,,No Value,,,No Value,,No Value,,347,,,130,,,-,,,300,,,,,,,,,,,,,,,,,,,,,
582,Maverick Bidco Inc.,LLC units,,No Value,,,No Value,,No Value,,1,,,369,,,0.1,,,380,,,,,,,,,,,,,,,,,,,,,
583,MMan Acquisition Co.,LP interest,,No Value,,,No Value,,No Value,,263,,,263,,,-,,,263,,,,,,,,,,,,,,,,,,,,,
584,Net Health Acquisition Corp.,LP interest,,No Value,,,No Value,,No Value,,-,,,346,,,-,,,346,,,,,,,,,,,,,,,,,,,,,
585,"Nexus Brands Group, Inc.",LP interest,,No Value,,,No Value,,No Value,,-,,,136,,,-,,,136,,,,,,,,,,,,,,,,,,,,,
586,"Project Alpha Intermediate Holding, Inc.",Common stock,,No Value,,,No Value,,No Value,,-,,,417,,,0.1,,,431,,,,,,,,,,,,,,,,,,,,,
587,"Project Alpha Intermediate Holding, Inc.",Common stock,,No Value,,,No Value,,No Value,,103,,,4,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
588,"Secure-24, LLC",LLC units,,No Value,,,No Value,,No Value,,263,,,148,,,0.1,,,875,,,,,,,,,,,,,,,,,,,,,
589,"Switchfly, Inc.",Warrant,,No Value,,,No Value,,No Value,,60,,,86,,,-,,,130,,,,,,,,,,,,,,,,,,,,,
590,"Valant Medical Solutions, Inc.",Warrant,,No Value,,,No Value,,No Value,,5,,,68,,,-,,,68,,,,,,,,,,,,,,,,,,,,,
591,"Vendavo, Inc.",Preferred stock,,No Value,,,No Value,,No Value,,894,,,894,,,0.1,,,802,,,,,,,,,,,,,,,,,,,,,
592,Verisys Corporation,LLC interest,,No Value,,,No Value,,No Value,,261,,,261,,,-,,,278,,,,,,,,,,,,,,,,,,,,,
593,"Vitalyst, LLC",Preferred stock A,No Value,,,No Value,,No Value,,-,,,61,,,-,,,59,,,,,,,,,,,,,,,,,,,,,,
594,"Vitalyst, LLC",Common stock,,No Value,,,No Value,,No Value,,1,,,7,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
595,"Workforce Software, LLC",LLC units,No Value,,,No Value,,No Value,,308,,,308,,,-,,,366,,,,,,,,,,,,,,,,,,,,,,
596,"Xmatters, Inc. and Alarmpoint, Inc.",Warrant,,No Value,,,No Value,,No Value,,43,,,34,,,-,,,15,,,,,,,,,,,,,,,,,,,,,
597,,,,,,,,,,,,,4780,,,0.6,,,5834,,,,,,,,,,,,,,,,,,,,,,
598,Ecological,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,"Pace Analytical Services, LLC",Common stock,,No Value,,,No Value,,No Value,,3,,,304,,,-,,,351,,,,,,,,,,,,,,,,,,,,,
600,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Diligent Corporation,Preferred stock,,No Value,,,No Value,,No Value,,83,,,66,,,-,,,155,,,,,,,,,,,,,,,,,,,,,
602,"Gamma Technologies, LLC",LLC units,,No Value,,,No Value,,No Value,,1,,,134,,,-,,,354,,,,,,,,,,,,,,,,,,,,,
603,Project Silverback Holdings Corp.,Preferred stock B,No Value,,,No Value,,No Value,,3,,,6,,,-,,,256,,,,,,,,,,,,,,,,,,,,,,
604,"SEI, Inc.",LLC units,,No Value,,,No Value,,No Value,,340,,,265,,,0.1,,,569,,,,,,,,,,,,,,,,,,,,,
605,"Sloan Company, Inc., The",LLC units,,No Value,,,No Value,,No Value,,-,,,122,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
606,"Sloan Company, Inc., The",LLC units,,No Value,,,No Value,,No Value,,1,,,14,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
607,,,,,,,,,,,,,607,,,0.1,,,1334,,,,,,,,,,,,,,,,,,,,,,
608,Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,"MyWebGrocer, Inc.",LLC units,,No Value,,,No Value,,No Value,,1418,,,1446,,,0.2,,,2008,,,,,,,,,,,,,,,,,,,,,
610,"MyWebGrocer, Inc.",Preferred stock,,No Value,,,No Value,,No Value,,71,,,165,,,-,,,265,,,,,,,,,,,,,,,,,,,,,
611,,,,,,,,,,,,,1611,,,0.2,,,2273,,,,,,,,,,,,,,,,,,,,,,
612,"Healthcare, Education and Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,"Active Day, Inc.",LLC interest,,No Value,,,No Value,,No Value,,1,,,614,,,0.1,,,674,,,,,,,,,,,,,,,,,,,,,
614,"Acuity Eyecare Holdings, LLC",LLC interest,,No Value,,,No Value,,No Value,,198,,,198,,,-,,,246,,,,,,,,,,,,,,,,,,,,,
615,"ADCS Clinics Intermediate Holdings, LLC",Preferred stock,,No Value,,,No Value,,No Value,,1,,,579,,,0.1,,,510,,,,,,,,,,,,,,,,,,,,,
616,"ADCS Clinics Intermediate Holdings, LLC",Common stock,,No Value,,,No Value,,No Value,,-,,,6,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
617,"Advanced Pain Management Holdings, Inc.",Preferred stock,,No Value,,,No Value,,No Value,,8,,,829,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
618,"Advanced Pain Management Holdings, Inc.",Common stock,,No Value,,,No Value,,No Value,,67,,,67,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
619,"Advanced Pain Management Holdings, Inc.",Preferred stock,,No Value,,,No Value,,No Value,,1,,,64,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
620,"BIORECLAMATIONIVT, LLC",LLC units,,No Value,,,No Value,,No Value,,-,,,407,,,0.1,,,614,,,,,,,,,,,,,,,,,,,,,
621,"California Cryobank, LLC",LLC units,,No Value,,,No Value,,No Value,,-,,,28,,,-,,,37,,,,,,,,,,,,,,,,,,,,,
622,"California Cryobank, LLC",LLC units,,No Value,,,No Value,,No Value,,-,,,11,,,-,,,12,,,,,,,,,,,,,,,,,,,,,
623,"California Cryobank, LLC",LLC units,,No Value,,,No Value,,No Value,,-,,,-,,,-,,,10,,,,,,,,,,,,,,,,,,,,,
624,"DCA Investment Holding, LLC",LLC units,,No Value,,,No Value,,No Value,,8637,,,864,,,0.1,,,1036,,,,,,,,,,,,,,,,,,,,,
625,"DCA Investment Holding, LLC",LLC units,,No Value,,,No Value,,No Value,,87,,,9,,,-,,,18,,,,,,,,,,,,,,,,,,,,,
626,Deca Dental Management LLC,LLC units,,No Value,,,No Value,,No Value,,357,,,357,,,0.1,,,400,,,,,,,,,,,,,,,,,,,,,
627,Dental Holdings Corporation,LLC units,,No Value,,,No Value,,No Value,,805,,,805,,,0.1,,,510,,,,,,,,,,,,,,,,,,,,,
628,"Encore GC Acquisition, LLC",LLC units,,No Value,,,No Value,,No Value,,18,,,182,,,-,,,160,,,,,,,,,,,,,,,,,,,,,
629,"Encore GC Acquisition, LLC",LLC units,,No Value,,,No Value,,No Value,,18,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
630,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,
631,"Healthcare, Education and Childcare - (continued)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Eyecare Services Partners Holdings LLC,LLC units,,No Value,,,No Value,,No Value,,-,,,,133,,,-,,,,120,,,,,,,,,,,,,,,,,,,
633,Eyecare Services Partners Holdings LLC,LLC units,,No Value,,,No Value,,No Value,,-,,,1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
634,"G & H Wire Company, Inc.",LLC interest,,No Value,,,No Value,,No Value,,148,,,148,,,-,,,148,,,,,,,,,,,,,,,,,,,,,
635,"IntegraMed America, Inc.",LLC interest,,No Value,,,No Value,,No Value,,-,,,417,,,-,,,186,,,,,,,,,,,,,,,,,,,,,
636,"Kareo, Inc.",Warrant,,No Value,,,No Value,,No Value,,22,,,160,,,-,,,55,,,,,,,,,,,,,,,,,,,,,
637,"Katena Holdings, Inc.",LLC units,,No Value,,,No Value,,No Value,,-,,,387,,,-,,,286,,,,,,,,,,,,,,,,,,,,,
638,"Lombart Brothers, Inc.",Common stock,,No Value,,,No Value,,No Value,,-,,,132,,,-,,,118,,,,,,,,,,,,,,,,,,,,,
639,"MWD Management, LLC & MWD Services, Inc.",LLC interest,,No Value,,,No Value,,No Value,,121,,,121,,,-,,,108,,,,,,,,,,,,,,,,,,,,,
640,"Oliver Street Dermatology Holdings, LLC",LLC units,,No Value,,,No Value,,No Value,,234,,,234,,,0.1,,,358,,,,,,,,,,,,,,,,,,,,,
641,"Pentec Acquisition Sub, Inc.",Preferred stock,,No Value,,,No Value,,No Value,,1,,,116,,,-,,,229,,,,,,,,,,,,,,,,,,,,,
642,"Pinnacle Treatment Centers, Inc.",Preferred stock,,No Value,,,No Value,,No Value,,-,,,221,,,-,,,219,,,,,,,,,,,,,,,,,,,,,
643,"Pinnacle Treatment Centers, Inc.",Common stock,,No Value,,,No Value,,No Value,,2,,,2,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
644,"Radiology Partners, Inc.",LLC units,,No Value,,,No Value,,No Value,,43,,,85,,,-,,,150,,,,,,,,,,,,,,,,,,,,,
645,"Reliant Pro ReHab, LLC",Preferred stock A,No Value,,,No Value,,No Value,,2,,,183,,,0.1,,,839,,,,,,,,,,,,,,,,,,,,,,
646,RXH Buyer Corporation,LP interest,,No Value,,,No Value,,No Value,,7,,,683,,,-,,,247,,,,,,,,,,,,,,,,,,,,,
647,"Sage Dental Management, LLC",LLC units,,No Value,,,No Value,,No Value,,-,,,249,,,-,,,354,,,,,,,,,,,,,,,,,,,,,
648,"Sage Dental Management, LLC",LLC units,,No Value,,,No Value,,No Value,,3,,,3,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
649,"SLMP, LLC",LLC interest,,No Value,,,No Value,,No Value,,290,,,289,,,-,,,308,,,,,,,,,,,,,,,,,,,,,
650,"Spear Education, LLC",LLC units,,No Value,,,No Value,,No Value,,-,,,62,,,-,,,70,,,,,,,,,,,,,,,,,,,,,
651,"Spear Education, LLC",LLC units,,No Value,,,No Value,,No Value,,1,,,1,,,-,,,-,,,,,,,,,,,,,,,,,,,,,
652,SSH Corporation,Common stock,,No Value,,,No Value,,No Value,,-,,,40,,,-,,,61,,,,,,,,,,,,,,,,,,,,,
653,"Summit Behavioral Healthcare, LLC",LLC interest,,No Value,,,No Value,,No Value,,1,,,68,,,-,,,68,,,,,,,,,,,,,,,,,,,,,
654,"Surgical Information Systems, LLC",Common stock,,No Value,,,No Value,,No Value,,4,,,414,,,0.1,,,598,,,,,,,,,,,,,,,,,,,,,
655,"U.S. Renal Care, Inc.",LP interest,,No Value,,,No Value,,No Value,,1,,,2665,,,0.2,,,1467,,,,,,,,,,,,,,,,,,,,,
656,"WHCG Management, LLC",LLC interest,,No Value,,,No Value,,No Value,,-,,,220,,,-,,,216,,,,,,,,,,,,,,,,,,,,,
657,,,,,,,,,,,,,12054,,,1.1,,,10432,,,,,,,,,,,,,,,,,,,,,,
658,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,"Captive Resources Midco, LLC",LLC units,,No Value,,,No Value,,No Value,,1,,,-,,,0.1,,,329,,,,,,,,,,,,,,,,,,,,,
660,"Internet Pipeline, Inc.",Preferred stock,,No Value,,,No Value,,No Value,,-,,,72,,,-,,,89,,,,,,,,,,,,,,,,,,,,,
661,"Internet Pipeline, Inc.",Common stock,,No Value,,,No Value,,No Value,,44,,,1,,,-,,,144,,,,,,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,73,,,0.1,,,562,,,,,,,,,,,,,,,,,,,,,,
663,"Leisure, Amusement, Motion Pictures, Entertainment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,"LMP TR Holdings, LLC",LLC units,,No Value,,,No Value,,No Value,,712,,,712,,,0.1,,,492,,,,,,,,,,,,,,,,,,,,,
665,"PADI Holdco, Inc.",LLC units,,No Value,,,No Value,,No Value,,-,,,414,,,-,,,416,,,,,,,,,,,,,,,,,,,,,
666,"Titan Fitness, LLC",LLC units,,No Value,,,No Value,,No Value,,7,,,712,,,0.1,,,901,,,,,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,1838,,,0.2,,,1809,,,,,,,,,,,,,,,,,,,,,,
668,Personal and Non Durable Consumer Products (Mfg. Only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,"Georgica Pine Clothiers, LLC",LLC units,,No Value,,,No Value,,No Value,,11,,,106,,,-,,,125,,,,,,,,,,,,,,,,,,,,,
670,"Massage Envy, LLC",LLC interest,,No Value,,,No Value,,No Value,,749,,,210,,,0.1,,,876,,,,,,,,,,,,,,,,,,,,,
671,Team Technologies Acquisition Company,Common stock,,No Value,,,No Value,,No Value,,-,,,114,,,-,,,277,,,,,,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,430,,,0.1,,,1278,,,,,,,,,,,,,,,,,,,,,,
673,"Personal, Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,"Captain D's, LLC",LLC interest,,No Value,,,No Value,,No Value,,70,,,70,,,-,,,70,,,,,,,,,,,,,,,,,,,,,
675,"Community Veterinary Partners, LLC",Common stock,,No Value,,,No Value,,No Value,,1,,,147,,,-,,,189,,,,,,,,,,,,,,,,,,,,,
676,R.G. Barry Corporation,Preferred stock A,No Value,,,No Value,,No Value,,-,,,161,,,-,,,111,,,,,,,,,,,,,,,,,,,,,,
677,"Southern Veterinary Partners, LLC",LLC units,,No Value,,,No Value,,No Value,,-,,,38,,,-,,,40,,,,,,,,,,,,,,,,,,,,,
678,"Southern Veterinary Partners, LLC",LLC units,,No Value,,,No Value,,No Value,,40,,,2,,,-,,,49,,,,,,,,,,,,,,,,,,,,,
679,Vetcor Professional Practices LLC,LLC units,,No Value,,,No Value,,No Value,,766,,,360,,,0.1,,,420,,,,,,,,,,,,,,,,,,,,,
680,Vetcor Professional Practices LLC,LLC units,,No Value,,,No Value,,No Value,,85,,,85,,,0.1,,,1161,,,,,,,,,,,,,,,,,,,,,
681,"Veterinary Specialists of North America, LLC",LLC units,,No Value,,,No Value,,No Value,,-,,,106,,,-,,,142,,,,,,,,,,,,,,,,,,,,,
682,"Wetzel's Pretzels, LLC",Common stock,,No Value,,,No Value,,No Value,,-,,,160,,,-,,,206,,,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,1129,,,0.2,,,2388,,,,,,,,,,,,,,,,,,,,,,
684,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,,,,,,,,,,,,,,,,,
685,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,"Brandmuscle, Inc.",LLC interest,,No Value,,,No Value,,No Value,,-,,,,240,,,-,,,,185,,,,,,,,,,,,,,,,,,,
687,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Pet Holdings ULC(8)(9),LP interest,,No Value,,,No Value,,No Value,,455,,,386,,,0.1,,,482,,,,,,,,,,,,,,,,,,,,,
689,"Paper Source, Inc.",Common stock,,No Value,,,No Value,,No Value,,8,,,1387,,,0.1,,,672,,,,,,,,,,,,,,,,,,,,,
690,"Barcelona Restaurants, LLC",LP interest,,No Value,,,No Value,,No Value,,1996,,,-,,,0.7,,,7035,,,,,,,,,,,,,,,,,,,,,
691,Batteries Plus Holding Corporation,LP interest,,No Value,,,No Value,,No Value,,5,,,529,,,0.1,,,721,,,,,,,,,,,,,,,,,,,,,
692,"Cycle Gear, Inc.",LLC units,,No Value,,,No Value,,No Value,,19,,,248,,,-,,,359,,,,,,,,,,,,,,,,,,,,,
693,"DTLR, Inc.",LLC interest,,No Value,,,No Value,,No Value,,4,,,411,,,0.1,,,639,,,,,,,,,,,,,,,,,,,,,
694,"Elite Sportswear, L.P.",LLC interest,,No Value,,,No Value,,No Value,,-,,,158,,,-,,,76,,,,,,,,,,,,,,,,,,,,,
695,"Feeders Supply Company, LLC",Preferred stock,,No Value,,,No Value,,No Value,,2,,,192,,,-,,,224,,,,,,,,,,,,,,,,,,,,,
696,"Feeders Supply Company, LLC",Common stock,,No Value,,,No Value,,No Value,,-,,,-,,,-,,,133,,,,,,,,,,,,,,,,,,,,,
697,"Marshall Retail Group LLC, The",LLC units,,No Value,,,No Value,,No Value,,15,,,154,,,-,,,96,,,,,,,,,,,,,,,,,,,,,
698,,,,,,,,,,,,,3465,,,1.1,,,10437,,,,,,,,,,,,,,,,,,,,,,
699,Utilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,"PowerPlan Holdings, Inc.",Common stock,,No Value,,,No Value,,No Value,,-,,,260,,,-,,,260,,,,,,,,,,,,,,,,,,,,,
701,"PowerPlan Holdings, Inc.",Common stock,,No Value,,,No Value,,No Value,,152,,,3,,,0.1,,,426,,,,,,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,263,,,0.1,,,686,,,,,,,,,,,,,,,,,,,,,,
703,Total non-controlled/non-affiliate company equity investments,,,,,,,,,,36341,,,4.9,,,,48817,,,,,,,,,,,,,,,,,,,,,,,
