,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
389,,"Recordxtechnologies, LLC(5)",One stop,,L + 5.50,,,N/A(6),,12/2025,,-,,,(2),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,,"RegEd Aquireco, LLC+",Senior loan,,L + 4.25,(a),,5.25,,12/2024,,11474,,,11470,,,0.5,,,10556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,,"RegEd Aquireco, LLC",Senior loan,,L + 4.25,(a)(f),,5.43,,12/2024,,236,,,235,,,-,,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,,"RegEd Aquireco, LLC(5)",Senior loan,,L + 4.25,,,N/A(6),,12/2024,,-,,,(5),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,,"Saba Software, Inc.^*#+~",Senior loan,,L + 4.50,(a),,5.50,,05/2023,,48926,,,49814,,,2.5,,,48926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,,"Saba Software, Inc.+~",Senior loan,,L + 4.50,(a),,5.50,,05/2023,,10953,,,11064,,,0.6,,,10953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,,"Saba Software, Inc.(5)",Senior loan,,L + 4.50,,,N/A(6),,05/2023,,-,,,(1),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,,"SnapLogic, Inc.",One stop,,L + 8.75,(c),,5.75 cash/5.50 PIK,,09/2024,,5816,,,5740,,,0.3,,,5580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,,"SnapLogic, Inc.(5)",One stop,,L + 3.25,,,N/A(6),,09/2024,,-,,,-,,,-,,,(3),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,,"SnapLogic, Inc.(5)",One stop,,L + 3.25,,,N/A(6),,09/2024,,-,,,-,,,-,,,(1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,"Sontatype, Inc.!",One stop,,L + 6.75,(a),,7.52,,12/2025,,851,,,842,,,-,,,808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,"Sontatype, Inc.(5)",One stop,,L + 6.75,,,N/A(6),,12/2025,,-,,,(3),,,-,,,(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,"Caliper Software, Inc.#!~",One stop,,L + 5.50,(c)(f),,6.57,,11/2025,,28075,,,28561,,,1.4,,,26952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,,InvestmentType,,SpreadAboveIndex(1),,,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,Diversified/Conglomerate Service - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,"Caliper Software, Inc.",One stop,,L + 5.50,(b),,6.60,,11/2023,,,350,,,,352,,,-,,,,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,Telesoft Holdings LLC~,One stop,,L + 5.75,(c),,7.20,,12/2025,,909,,,890,,,0.1,,,891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,Telesoft Holdings LLC,One stop,,L + 5.75,(a),,6.75,,12/2025,,61,,,59,,,-,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,"TI Intermediate Holdings, LLC+",Senior loan,,L + 4.50,(c),,5.95,,12/2024,,3534,,,3599,,,0.2,,,3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,"TI Intermediate Holdings, LLC",Senior loan,,L + 4.50,(a)(f),,5.65,,12/2024,,48,,,48,,,-,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,,"Transact Holdings, Inc.+~",Senior loan,,L + 4.75,(a),,5.74,,04/2026,,3094,,,3141,,,0.1,,,2398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,,"Transaction Data Systems, Inc.*#+!~",One stop,,L + 5.25,(c),,6.71,,06/2021,,83904,,,85275,,,4.1,,,80547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,"Transaction Data Systems, Inc.",One stop,,L + 5.25,(a)(c),,6.71,,06/2021,,300,,,302,,,-,,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,,"Trintech, Inc.^*#",One stop,,L + 6.00,(c),,7.78,,12/2023,,22514,,,22904,,,1.1,,,21839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,,"Trintech, Inc.^#!",One stop,,L + 6.00,(c),,7.78,,12/2023,,9336,,,9549,,,0.5,,,9055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,"Trintech, Inc.",One stop,,P + 5.00,(c)(f),,8.19,,12/2023,,300,,,301,,,-,,,292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,,"True Commerce, Inc.^*#~",One stop,,L + 5.75,(c),,7.20,,11/2023,,15350,,,15655,,,0.8,,,15044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,,"True Commerce, Inc.+(8)(9)",One stop,,L + 5.75,(c),,7.20,,11/2023,,2589,,,2693,,,0.1,,,2535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,,"True Commerce, Inc.",One stop,,L + 5.75,(c),,7.20,,11/2023,,914,,,951,,,0.1,,,896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,"True Commerce, Inc.",One stop,,L + 5.75,(c),,7.12,,11/2023,,150,,,149,,,-,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,,"Upserve, Inc.!~",One stop,,L + 6.50,(e),,7.50,,07/2023,,6141,,,6203,,,0.3,,,5650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,,"Upserve, Inc.",One stop,,L + 6.50,(e),,7.50,,07/2023,,1451,,,1504,,,0.1,,,1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,,"Upserve, Inc.(5)",One stop,,L + 6.50,,,N/A(6),,07/2023,,-,,,-,,,-,,,(4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,Vector CS Midco Limited & Cloudsense Ltd.!~(8)(9)(10),One stop,,L + 8.05,(c),,4.50 cash/3.55 PIK,,05/2024,,7728,,,7861,,,0.4,,,7004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,Vector CS Midco Limited & Cloudsense Ltd.(8)(9)(10),One stop,,L + 8.05,(c),,4.50 cash/3.55 PIK,,05/2024,,116,,,116,,,-,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,"Velocity Technology Solutions, Inc.*#",One stop,,L + 6.00,(c),,7.45,,12/2023,,18370,,,18694,,,0.9,,,18186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,"Velocity Technology Solutions, Inc.",One stop,,L + 6.00,(d),,7.45,,12/2023,,100,,,99,,,-,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,"Vendavo, Inc.*!~",One stop,,L + 6.50,(c),,8.11,,10/2022,,35547,,,35500,,,1.8,,,34836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,"Vendavo, Inc.",One stop,,P + 5.25,(f),,8.50,,10/2022,,1579,,,1575,,,0.1,,,1547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,Verisys Corporation*#,One stop,,L + 6.50,(c),,7.95,,01/2023,,8511,,,8664,,,0.4,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,Verisys Corporation,One stop,,L + 6.50,(c),,7.73,,01/2023,,40,,,39,,,-,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,"Workforce Software, LLC!~",One stop,,L + 6.50,(c),,8.11,,07/2025,,27059,,,27831,,,1.3,,,25976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,"Workforce Software, LLC(5)",One stop,,L + 6.50,,,N/A(6),,07/2025,,-,,,(3),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,1613264,,,1629487,,,79.0,,,1545273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,Ecological,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,"Pace Analytical Services, LLC*#!",One stop,,L + 5.25,(a),,6.25,,09/2022,,29794,,,30161,,,1.5,,,28602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,"Pace Analytical Services, LLC^#",One stop,,L + 5.25,(a),,6.25,,09/2022,,2771,,,2811,,,0.1,,,2659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,"Pace Analytical Services, LLC#",One stop,,L + 5.25,(a),,6.25,,09/2022,,1659,,,1715,,,0.1,,,1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,"Pace Analytical Services, LLC*#",One stop,,L + 5.25,(a),,6.25,,09/2022,,1527,,,1552,,,0.1,,,1465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,"Pace Analytical Services, LLC#",One stop,,L + 5.25,(a),,6.25,,09/2022,,1270,,,1282,,,0.1,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,"Pace Analytical Services, LLC#",One stop,,L + 5.25,(a),,6.25,,09/2022,,1229,,,1269,,,0.1,,,1180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,"Pace Analytical Services, LLC",One stop,,L + 5.25,(a),,6.25,,09/2022,,998,,,980,,,-,,,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,"Pace Analytical Services, LLC*#",One stop,,L + 5.25,(a),,6.25,,09/2022,,680,,,690,,,-,,,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,"Pace Analytical Services, LLC#",One stop,,L + 5.25,(a),,6.25,,09/2022,,562,,,581,,,-,,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,,"Pace Analytical Services, LLC",One stop,,L + 5.25,(a),,6.25,,09/2022,,189,,,194,,,-,,,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,,"Pace Analytical Services, LLC",One stop,,L + 5.25,(c),,6.47,,09/2022,,150,,,149,,,-,,,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,,WRE Holding Corp.*#,Senior loan,,L + 5.00,(a)(c),,6.76,,01/2023,,2288,,,2332,,,0.1,,,2151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,,WRE Holding Corp.~,Senior loan,,L + 5.00,(a)(c),,6.76,,01/2023,,945,,,979,,,0.1,,,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,InvestmentType,,SpreadAboveIndex(1),,,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,,Ecological - (continued),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,WRE Holding Corp.,Senior loan,,L + 5.00,(a)(c),,6.76,,01/2023,,,312,,,,324,,,-,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,,WRE Holding Corp.,Senior loan,,L + 5.00,(a)(c),,6.46,,01/2023,,54,,,55,,,-,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,44428,,,45074,,,2.2,,,42572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,,Electronics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,,"Appriss Holdings, Inc.#+~",One stop,,L + 5.50,(a),,6.49,,06/2026,,25095,,,25860,,,1.3,,,24593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,,"Appriss Holdings, Inc.",One stop,,L + 5.50,(a),,6.49,,06/2025,,202,,,198,,,-,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,,Diligent Corporation*#+!,One stop,,L + 5.50,(c)(d),,6.57,,04/2022,,35625,,,36717,,,1.8,,,35625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,,Diligent Corporation*~,One stop,,L + 5.50,(c)(d),,6.57,,04/2022,,25737,,,25578,,,1.3,,,25737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,,Diligent Corporation#~,One stop,,L + 5.50,(c),,6.95,,04/2022,,12474,,,12717,,,0.7,,,12474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,,Diligent Corporation^*#,One stop,,L + 5.50,(c)(d),,6.95,,04/2022,,11250,,,11545,,,0.6,,,11250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,,Diligent Corporation#,One stop,,L + 5.50,(c)(d),,6.93,,04/2022,,1263,,,1262,,,0.1,,,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,,Diligent Corporation,One stop,,L + 5.50,(d),,7.42,,04/2022,,486,,,502,,,-,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,,Diligent Corporation,One stop,,L + 5.50,(c)(d),,6.92,,04/2022,,285,,,287,,,-,,,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,,Diligent Corporation~,One stop,,L + 5.50,(c)(d),,6.57,,04/2022,,100,,,100,,,-,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,,Diligent Corporation~,One stop,,L + 5.50,(c)(d),,6.57,,04/2022,,80,,,79,,,-,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,,Diligent Corporation,One stop,,L + 5.50,(d),,7.42,,04/2022,,39,,,38,,,-,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,,Diligent Corporation~,One stop,,L + 5.50,(c)(d),,6.57,,04/2022,,35,,,35,,,-,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,,Diligent Corporation,One stop,,L + 5.50,,,N/A(6),,04/2022,,-,,,21,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,"Episerver, Inc.!~(8)(9)",One stop,,L + 6.25,(a),,6.25,,10/2024,,20646,,,20995,,,1.0,,,19453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,,"Episerver, Inc.#~",One stop,,L + 6.00,(a),,7.00,,10/2024,,12248,,,12459,,,0.6,,,11635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,,"Episerver, Inc.(5)",One stop,,L + 6.00,,,N/A(6),,10/2024,,-,,,(2),,,-,,,(20),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,,ES Acquisition LLC,One stop,,L + 5.50,(c),,7.18,,11/2025,,667,,,654,,,-,,,633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,ES Acquisition LLC,One stop,,L + 5.50,(c)(d),,6.84,,11/2025,,87,,,86,,,-,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,,ES Acquisition LLC,One stop,,L + 5.50,(c),,7.41,,11/2025,,36,,,36,,,-,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,,ES Acquisition LLC(5),One stop,,L + 5.50,,,N/A(6),,11/2025,,-,,,(2),,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,,"Gamma Technologies, LLC^*#!~&",One stop,,L + 5.00,(a),,6.00,,06/2024,,47588,,,47949,,,2.3,,,45207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,,"Gamma Technologies, LLC(5)",One stop,,L + 5.00,,,N/A(6),,06/2024,,-,,,(1),,,-,,,(10),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,"Red Dawn SEI Buyer, Inc.+",Senior loan,,L + 4.25,(d),,5.32,,11/2025,,756,,,747,,,-,,,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,"Red Dawn SEI Buyer, Inc.",Senior loan,,L + 4.25,(a),,5.25,,11/2025,,111,,,110,,,-,,,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,,"Red Dawn SEI Buyer, Inc.(5)",Senior loan,,L + 4.25,,,N/A(6),,11/2025,,-,,,(1),,,-,,,(11),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,"Silver Peak Systems, Inc. !",One stop,,L + 7.00,(a),,9.00,,04/2024,,5998,,,6016,,,0.3,,,5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,,"Silver Peak Systems, Inc.",One stop,,L + 7.00,,,N/A(6),,04/2024,,-,,,-,,,-,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,Sovos Compliance*+,One stop,,L + 4.75,(a),,5.75,,04/2024,,19614,,,20232,,,1.0,,,19221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,,Sovos Compliance!,Second lien,,L + 12.00,,,12.00 PIK,,04/2025,,9390,,,9655,,,0.5,,,9390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,,Sovos Compliance*#,One stop,,L + 4.75,(a),,5.75,,04/2024,,1902,,,1963,,,0.1,,,1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,,Sovos Compliance,Second lien,,L + 12.00,,,12.00 PIK,,04/2025,,1270,,,1312,,,0.1,,,1270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,,Sovos Compliance*#,One stop,,L + 4.75,(a),,5.75,,04/2024,,768,,,793,,,-,,,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,,Sovos Compliance,One stop,,L + 4.75,(a),,5.75,,04/2024,,198,,,196,,,-,,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,,Sovos Compliance,One stop,,L + 4.75,(a),,5.75,,04/2024,,85,,,83,,,-,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,,"Unison Software Holdings, Inc.^+~",Senior loan,,P + 3.50,(f),,6.75,,05/2023,,3789,,,3816,,,0.2,,,3675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,,"Watchfire Enterprises, Inc.",Second lien,,L + 8.00,(c),,9.06,,10/2021,,9435,,,9386,,,0.5,,,9151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,,,,,,,,,,,,247259,,,251421,,,12.4,,,241443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,,,InvestmentType,,SpreadAboveIndex(1),,,InterestRate(2),,MaturityDate,,Principal ($) /Shares(3),,Amortized Cost,,Percentageof NetAssets,,FairValue (4),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,Institutional Shareholder Services*!~,Senior loan,,L + 4.50,(c)(d),,5.57,,03/2026,,,18870,,,,19291,,,0.9,,,,18116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,,Institutional Shareholder Services,Senior loan,,L + 4.50,(c)(d),,5.56,,03/2024,,200,,,196,,,-,,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,,,,,,,,,,,,19070,,,19487,,,0.9,,,18300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,,Grocery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,,"Teasdale Quality Foods, Inc.&",Senior loan,,L + 5.75,(a),,6.75,,04/2021,,3827,,,3608,,,0.2,,,3597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,,"Teasdale Quality Foods, Inc.&",Senior loan,,L + 5.75,(a),,6.75,,04/2021,,3094,,,2916,,,0.2,,,2909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,"Teasdale Quality Foods, Inc.&",Senior loan,,L + 5.75,(a),,6.75,,04/2021,,518,,,488,,,-,,,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,"Teasdale Quality Foods, Inc.",Senior loan,,L + 5.75,(a),,6.75,,04/2021,,387,,,367,,,-,,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,,"Teasdale Quality Foods, Inc.+",Senior loan,,L + 5.75,(a),,6.75,,04/2021,,262,,,260,,,-,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,,"Teasdale Quality Foods, Inc.&",Senior loan,,L + 5.75,(a),,6.75,,04/2021,,192,,,181,,,-,,,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,,,,,,,,,,,,8280,,,7820,,,0.4,,,7782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,,"Healthcare, Education and Childcare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,"ACP Ulysses Buyer, Inc.+!",Senior loan,,L + 5.00,(c)(d),,6.07,,02/2026,,13276,,,13146,,,0.7,,,12746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,,"Active Day, Inc.#",One stop,,L + 6.50,(d),,7.57,,12/2021,,24695,,,24964,,,1.1,,,21731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,,"Active Day, Inc.^#",One stop,,L + 6.50,(d),,7.57,,,12/2021,,1905,,,1928,,,0.1,,,1678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,,"Active Day, Inc.*#",One stop,,L + 6.50,(d),,7.57,,12/2021,,1228,,,1244,,,0.1,,,1081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,,"Active Day, Inc.",One stop,,L + 6.50,(d),,7.57,,12/2021,,978,,,1008,,,-,,,861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,,"Active Day, Inc.",One stop,,L + 6.50,(d),,7.57,,12/2021,,863,,,857,,,-,,,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,"Active Day, Inc.*#",One stop,,L + 6.50,(d),,7.57,,12/2021,,848,,,859,,,-,,,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,,"Active Day, Inc.",One stop,,L + 6.50,(d),,7.57,,12/2021,,102,,,102,,,-,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,"Active Day, Inc.",One stop,,L + 6.50,(d),,N/A(6),,12/2021,,-,,,-,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,,"Acuity Eyecare Holdings, LLC",One stop,,L + 6.25,(c),,7.99,,03/2024,,7147,,,7184,,,0.3,,,6646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,,"Acuity Eyecare Holdings, LLC#",One stop,,L + 6.25,(c),,7.70,,03/2024,,5990,,,6073,,,0.3,,,5571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,,"Acuity Eyecare Holdings, LLC~",One stop,,L + 6.25,(c),,7.70,,03/2024,,5615,,,5738,,,0.3,,,5222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,,"Acuity Eyecare Holdings, LLC^~",One stop,,L + 6.25,(c),,7.70,,03/2024,,3277,,,3393,,,0.2,,,3046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,,"Acuity Eyecare Holdings, LLC",One stop,,L + 6.25,(c),,7.70,,03/2024,,793,,,819,,,-,,,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,"Acuity Eyecare Holdings, LLC",One stop,,L + 6.25,(c),,7.70,,03/2024,,197,,,188,,,-,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,,"Acuity Eyecare Holdings, LLC",One stop,,L + 6.25,(c),,7.62,,03/2023,,150,,,149,,,-,,,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
