,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,
692,,,"Class A preferred units (50,000 units)",,3/14/2014,5.0,,,0,,(2),,
694,,,"Class C preferred units (50,000 units)",,4/22/2015,5.0,,,0,,(2),,
695,,,"Preferred units (14,591 units)",,5/14/2019,1.6,,,1.7,,(2),,
697,SVP-Singer Holdings Inc. and SVP-Singer Holdings LP,Manufacturer of consumer sewing machines,First lien senior secured loan ($45.0 par due 7/2028),7.50% (Libor + 6.75%/Q),7/30/2021,43.8,,,41.9,,(2)(13),,
698,,,"Class A common units (6,264,706 units)",,7/30/2021,26.1,,,26.1,,(2),,
700,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($2.2 par due 12/2024),7.00% (Libor + 6.00%/Q),12/23/2019,2.2,,,2.0,,(2)(13),,
701,,,First lien senior secured loan ($1.6 par due 6/2024),5.00% (Libor + 4.00%/Q),12/23/2019,1.6,,,1.6,,(2)(13),,
702,,,"Common stock (861,000 shares)",,12/23/2019,6.0,,,1.4,,(2),,
704,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($21.1 par due 12/2025),9.25% (Libor + 8.25%/M),7/30/2018,21.1,,,20.3,,(2)(13),,
705,,,Second lien senior secured loan ($122.7 par due 12/2025),9.25% (Libor + 8.25%/M),12/15/2017,122.7,,,117.8,,(13),,
706,,,"Class A units (1,400 units)",,7/30/2018,1.4,,,0.7,,(2),,
708,,,,,,898.6,,,848.7,,,9.94,%
710,"Automotive Keys Group, LLC and Automotive Keys Investor, LLC",Provider of replacement wireless keys for automotive market,"Preferred units (4,113,113 units)",9.00% PIK,11/6/2020,4.4,,,4.4,,(2),,
711,,,"Class A common units (4,113,113 units)",,11/6/2020,0,,,0.3,,(2),,
713,"Wand Newco 3, Inc.",Collision repair company,Second lien senior secured loan ($180.2 par due 2/2027),7.34% (Libor + 7.25%/M),2/5/2019,178.1,,,180.2,,(2),,
714,"Continental Acquisition Holdings, Inc. (17)","Distributor of aftermarket batteries to the electric utility vehicle, automotive, commercial, marine and industrial markets",First lien senior secured loan ($26.8 par due 1/2027),7.00% (Libor + 6.00%/Q),1/20/2021,26.8,,,26.8,,(2)(13),,
715,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(17)",Restoration parts and accessories provider for classic automobiles,First lien senior secured revolving loan ($5.0 par due 5/2022),12.00% PIK,7/12/2012,5.0,,,4.4,,(2),,
716,,,First lien senior secured loan ($25.5 par due 5/2022),12.00% PIK,7/12/2012,25.5,,,22.2,,(2),,
717,,,"Class A common units (67,972 units)",,7/12/2012,16.4,,,0,,(2),,
719,"Faraday&Future Inc., FF Inc., Faraday SPE, LLC and Faraday Future Intelligent Electric Inc.",Electric vehicle manufacturer,Second lien senior secured loan ($80.3 par due 3/2022),14.00% PIK,3/1/2021,78.0,,,80.3,,(2),,
720,,,"Warrant to purchase up to 633,008 shares of Class A common stock (expires 8/2027)",,8/5/2021,2.3,,,2.3,,(2),,
722,"Highline Aftermarket Acquisition, LLC, Highline Aftermarket SC Acquisition, Inc. and Highline PPC Blocker LLC (17)",Manufacturer and distributor of automotive fluids,First lien senior secured revolving loan ($4.0 par due 11/2025),3.83% (Libor + 3.75%/M),11/9/2020,4.0,,,3.9,,(2)(16),,
723,,,Second lien senior secured loan ($70.4 par due 11/2028),8.75% (Libor + 8.00%/Q),11/9/2020,70.4,,,69.7,,(2)(13),,
724,,,"Co-invest units (59,230 units)",,11/4/2020,5.9,,,4.6,,,,
727,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($151.8 par due 12/2025),5.38% (Libor + 4.75%/M),12/21/2018,151.4,,,151.8,,(13),,
728,,,First lien senior secured loan ($19.2 par due 12/2025),5.38% (Libor + 4.75%/M),12/21/2018,19.2,,,19.2,,(2)(13),,
729,,,"Preferred units (59,453 units)","4.50% Cash, 9.25% PIK",10/9/2015,74.3,,,74.3,,,,
731,"Mavis Tire Express Services Topco Corp., Metis HoldCo, Inc., and Metis TopCo, LP (17)",Auto parts retailer,First lien senior secured revolving loan,-%,5/4/2021,0,,,0,,(15),,
732,,,"Series A preferred stock (68,601 shares)",7.00% PIK,5/4/2021,70.6,,,68.4,,(2),,
733,,,"Class A-1 units (24,586 units)",,5/4/2021,24.6,,,24.6,,(2),,
735,McLaren Group Limited,Automobile manufacturer and retailer,"Senior preference shares (200,000 shares)",12.50% PIK,8/2/2021,20.7,,,26.9,,(2)(6),,
736,,,"Warrant to purchase up to 49,181 ordinary shares (expires 8/2028)",,8/2/2021,5.5,,,5.3,,(2)(6),,
737,,,"Warrant to purchase up to 13,776 ordinary shares (expires 8/2028)",,8/2/2021,1.6,,,1.5,,(2)(6),,
739,"SK SPV IV, LLC",Collision repair site operator,"Series A common stock (12,500 units)",,8/18/2014,0.6,,,0,,(2),,
740,,,"Series B common stock (12,500 units)",,8/18/2014,0.6,,,0,,(2),,
742,"Sun Acquirer Corp. and Sun TopCo, LP (17)",Automotive parts and repair services retailer,First lien senior secured loan ($57.0 par due 9/2028),6.50% (Libor + 5.75%/Q),9/8/2021,57.0,,,56.5,,(2)(13),,
743,,,First lien senior secured loan ($1.9 par due 9/2028),8.00% (Base Rate + 4.75%/Q),9/8/2021,1.9,,,1.9,,(2)(13),,
744,,,"Class A units (69,990 units)",,9/8/2021,7.0,,,7.0,,(2),,
746,,,,,,851.8,,,836.5,,,9.8,%
748,"Ferrellgas, L.P.",Distributor of propane and related accessories,"Senior preferred units (55,708 units)",8.96%,3/30/2021,55.7,,,55.7,,,,
749,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($39.0 par due 11/2021),6.50% (Libor + 5.50%/Q),2/8/2021,38.5,,,36.6,,(2)(13),,
750,,,First lien senior secured loan ($33.6 par due 11/2021),6.50% (Libor + 5.50%/Q),11/13/2014,33.3,,,31.6,,(2)(13),,
751,,,Senior subordinated loan ($153.0 par due 12/2021),,11/13/2014,132.7,,,82.7,,(2)(12),,
753,"Heelstone Renewable Energy, LLC (5)(17)","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($36.0 par due 4/2024),8.00% (Libor + 7.00%/Q),4/14/2021,36.0,,,36.0,,(2)(13),,
754,,,Class A1 units (100 units),,4/14/2021,23.2,,,46.6,,,,
756,Navisun LLC and Navisun Holdings LLC (5)(17),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($53.4 par due 11/2023),8.00% PIK,11/15/2017,53.4,,,53.4,,(2),,
757,,,First lien senior secured loan ($14.9 par due 11/2023),9.00% PIK,3/7/2019,14.9,,,14.9,,(2),,
758,,,First lien senior secured loan ($39.7 par due 11/2023),"5.00% Cash, 3.00% PIK",8/15/2019,39.7,,,39.7,,(2),,
759,,,"Series A preferred units (1,000 units)",10.50% PIK,11/15/2017,13.6,,,14.9,,,,
761,,,Class A units (550 units),,11/15/2017,0,,,9.2,,,,
763,Opal Fuels LLC,Owner of natural gas facilities,Senior subordinated loan ($51.7 par due 12/2026),8.00% PIK,5/1/2021,42.4,,,41.5,,,,
764,"PosiGen, Inc.",Seller and leaser of solar power systems for residential and commercial customers,"Warrant to purchase up to 1,112,022 shares of common stock (expires 1/2027)",,6/10/2021,0,,,0,,(2),,
765,,,"Warrant to purchase up to 101,555 shares of series D-1 preferred stock (expires 6/2028)",,1/29/2020,0,,,0,,(2),,
767,Riverview Power LLC,Operator of natural gas and oil fired power generation facilities,First lien senior secured loan ($72.5 par due 6/2024),10.00% (Libor + 9.00%/Q),8/30/2021,72.0,,,72.5,,(2)(13),,
768,"SE1 Generation, LLC",Solar power developer,Senior subordinated loan ($58.0 par due 12/2022),"4.00% Cash, 5.50% PIK",12/17/2019,58.0,,,55.1,,(2),,
769,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,First lien senior secured loan ($0.1 par due 2/2055),3.61%,10/28/2019,0.1,,,0.1,,(2),,
770,,,Senior subordinated loan ($141.0 par due 11/2025),"8.75% (Libor + 2.75% Cash, 4.00% PIK/Q)",11/26/2019,141.0,,,141.0,,(2)(13),,
772,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,First lien senior secured loan ($0.4 par due 6/2054),3.98%,6/7/2019,0.4,,,0.4,,(2),,
773,,,Senior subordinated loan ($68.8 par due 7/2030),"8.75% (Libor + 3.98% Cash, 2.77% PIK/Q)",6/27/2019,68.8,,,68.8,,(2)(13),,
775,T1 Power Holdings LLC (4),Gas turbine power generation facilities operator,"Class A common units (616,122 shares)",,3/6/2015,15.0,,,25.8,,,,
776,,,,,,838.7,,,826.5,,,9.68,%
778,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (5)",Restaurant owner and operator,First lien senior secured loans ($106.6 par due 12/2022),,11/27/2006,0,,,0,,(2)(12),,
779,"Aimbridge Acquisition Co., Inc.",Hotel operator,Second lien senior secured loan ($22.5 par due 2/2027),7.59% (Libor + 7.50%/M),2/1/2019,22.2,,,21.2,,(2),,
780,American Residential Services L.L.C. and Aragorn Parent Holdings LP (17),"Heating, ventilation and air conditioning services provider",Second lien senior secured loan ($56.4 par due 10/2028),9.50% (Libor + 8.50%/Q),10/15/2020,56.4,,,56.4,,(2)(13),,
781,,,"Series A preferred units (2,531,500 units)",10.00% PIK,10/15/2020,2.6,,,3.2,,(2),,
783,"ATI Restoration, LLC (17)",Provider of disaster recovery services,First lien senior secured revolving loan ($3.3 par due 7/2026),6.00% (Libor + 5.00%/Q),7/31/2020,3.3,,,3.3,,(2)(13)(16),,
784,,,First lien senior secured loan ($33.4 par due 7/2026),6.00% (Libor + 5.00%/Q),7/31/2020,33.4,,,33.4,,(13),,
786,"Belfor Holdings, Inc. (17)",Disaster recovery services provider,First lien senior secured revolving loan ($6.3 par due 4/2024),3.58% (Libor + 3.50%/Q),4/4/2019,6.3,,,6.3,,(2)(16),,
787,"Cipriani USA, Inc. and Cipriani Group Holding S.A.R.L. (17)","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($68.2 par due 5/2023),11.75% (Libor + 10.75%/Q),5/30/2018,67.2,,,60.0,,(2)(13),,
788,,,First lien senior secured loan ($12.2 par due 5/2023),11.75% (Libor + 10.75%/Q),11/5/2018,12.2,,,10.7,,(2)(13),,
789,,,First lien senior secured loan ($15.0 par due 5/2023),11.75% (Libor + 10.75%/Q),7/3/2019,14.8,,,13.2,,(2)(13),,
790,,,First lien senior secured loan ($20.0 par due 5/2023),11.75% (Libor + 10.75%/Q),12/27/2019,18.7,,,17.6,,(2)(13),,
791,,,First lien senior secured loan ($3.0 par due 5/2023),11.75% (Libor + 10.75%/Q),8/20/2018,3.0,,,2.7,,(2)(13),,
793,,,First lien senior secured loan ($3.0 par due 5/2023),11.75% (Libor + 10.75%/Q),11/5/2018,3.0,,,2.7,,(2)(13),,
794,,,First lien senior secured loan ($4.9 par due 5/2023),11.75% (Libor + 10.75%/Q),6/30/2020,4.9,,,4.3,,(2)(13),,
795,,,First lien senior secured loan ($25.9 par due 5/2023),11.75% PIK (Libor + 10.75%/Q),12/22/2020,24.5,,,22.8,,(2)(13),,
796,,,Warrant to purchase up to 718.66 shares (expires 3/2041),,3/21/2021,2.1,,,1.0,,(2)(6),,
798,Essential Services Holding Corporation and OMERS Mahomes Investment Holdings LLC (17),Provider of plumbing and HVAC services,First lien senior secured revolving loan,,11/16/2020,0,,,0,,(15),,
799,,,First lien senior secured loan ($145.5 par due 11/2026),6.75% (Libor + 5.75%/Q),11/16/2020,145.5,,,145.5,,(2)(13),,
800,,,First lien senior secured loan ($79.8 par due 11/2026),6.75% (Libor + 5.75%/Q),4/2/2021,79.8,,,79.8,,(13),,
801,,,"Class A units (5,803.43 units)",,11/16/2020,19.6,,,25.3,,(2),,
803,FWR Holding Corporation (17),"Restaurant owner, operator, and franchisor",First lien senior secured revolving loan,,8/21/2017,0,,,0,,(15),,
804,,,First lien senior secured loan ($4.5 par due 8/2023),"6.50% (Libor + 4.00% Cash, 1.50% PIK/Q)",8/21/2017,4.5,,,4.5,,(2)(13),,
805,,,First lien senior secured loan ($2.5 par due 8/2023),"8.00% (Libor + 5.50% Cash, 1.50% PIK/Q)",2/28/2019,2.5,,,2.5,,(2)(13),,
806,,,First lien senior secured loan ($1.8 par due 8/2023),"6.50% (Libor + 4.00% Cash, 1.50% PIK/Q)",12/20/2019,1.8,,,1.8,,(2)(13),,
808,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (17),Restaurant owner and operator,First lien senior secured revolving loan ($7.5 par due 2/2022),,2/1/2017,0,,,0,,(2)(12),,
809,,,First lien senior secured loan ($21.6 par due 2/2022),,2/1/2017,0,,,0,,(2)(12),,
811,"Jenny C Acquisition, Inc.",Health club franchisor,Senior subordinated loan ($1.4 par due 4/2025),8.00% PIK,4/5/2019,1.4,,,1.4,,(2),,
812,"Jim N Nicks Management, LLC (17)",Restaurant owner and operator,First lien senior secured revolving loan ($2.8 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,2.8,,,2.8,,(2)(13),,
813,,,First lien senior secured loan ($13.6 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,13.6,,,13.6,,(13),,
814,,,First lien senior secured loan ($1.1 par due 7/2023),6.25% (Libor + 5.25%/Q),7/10/2017,1.1,,,1.1,,(2)(13),,
816,"KeyStone Sub-debt HoldCo, LLC",Planet Fitness franchisee,Senior subordinated loan ($7.1 par due 1/2027),10.00%,9/30/2021,7.1,,,6.7,,(2),,
817,,,Senior subordinated loan ($52.9 par due 1/2027),10.00% PIK,1/20/2021,49.7,,,50.3,,(2),,
818,,,Warrant to purchase up to 24.7581 Class C interests (expires 1/2027),,1/20/2021,3.6,,,4.8,,(2),,
820,ME Equity LLC,Franchisor in the massage industry,"Common stock (3,000,000 shares)",,9/27/2012,3.0,,,2.5,,(2),,
821,Movati Athletic (Group) Inc.,Premier health club operator,First lien senior secured loan ($3.0 par due 10/2024),"7.50% (CDOR + 5.50% Cash, 0.50% PIK/Q)",10/5/2017,3.1,,,2.7,,(2)(6)(13),,
823,,,First lien senior secured loan ($2.2 par due 10/2024),"8.00% (CDOR + 5.50% Cash, 0.50% PIK/Q)",10/5/2017,2.1,,,2.0,,(2)(6)(13),,
825,"OTG Management, LLC",Airport restaurant operator,"Class A preferred units (3,000,000 units)",,8/26/2016,25.3,,,13.2,,,,
826,,,"Common units (3,000,000 units)",,1/5/2011,3.0,,,0,,,,
827,,,Warrant to purchase up to 7.73% of common units,,6/19/2008,0.1,,,0,,,,
829,"Portillo's Holdings, LLC",Fast casual restaurant brand,Second lien senior secured loan ($34.0 par due 12/2024),10.75% (Libor + 9.50%/Q),11/27/2019,33.3,,,34.0,,(2)(13),,
830,"Pyramid Management Advisors, LLC and Pyramid Investors, LLC (17)",Hotel operator,First lien senior secured revolving loan ($9.6 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",4/12/2018,9.6,,,8.6,,(2)(13)(16),,
831,,,First lien senior secured loan ($16.8 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",4/12/2018,16.8,,,15.1,,(13),,
832,,,First lien senior secured loan ($1.4 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",4/12/2018,1.4,,,1.3,,(2)(13),,
833,,,First lien senior secured loan ($6.4 par due 7/2023),"8.00% (Libor + 5.75% Cash, 1.25% PIK/Q)",12/27/2019,6.4,,,5.7,,(2)(13),,
834,,,"Preferred membership units (996,833 units)",,7/15/2016,1.0,,,0,,,,
836,"Redwood Services, LLC and Redwood Services Holdco, LLC (17)",Provider of residential HVAC and plumbing services,First lien senior secured loan ($6.3 par due 12/2025),8.00% (Libor + 7.00%/Q),12/31/2020,6.3,,,6.3,,(2)(13),,
837,,,"Series D units (5,291,723 units)",8.00% PIK,12/31/2020,5.3,,,8.2,,,,
839,"Safe Home Security, Inc., Security Systems Inc., Safe Home Monitoring, Inc., National Protective Services, Inc., Bright Integrations LLC and Medguard Alert, Inc. (17)",Provider of safety systems for business and residential customers,First lien senior secured loan ($44.9 par due 8/2024),8.25% (Libor + 7.25%/M),8/4/2020,44.9,,,44.9,,(2)(13),,
840,"Spectra Finance, LLC (17)",Venue management and food and beverage provider,First lien senior secured revolving loan ($4.5 par due 4/2023),"6.75% (Libor + 5.00% Cash, 0.75% PIK/M)",4/2/2018,4.5,,,4.5,,(2)(13)(16),,
841,,,First lien senior secured loan ($3.2 par due 4/2024),"6.75% (Libor + 5.00% Cash, 0.75% PIK/Q)",4/2/2018,3.2,,,3.2,,(2)(13),,
843,"Taymax Group, L.P., Taymax Group G.P., LLC, PF Salem Canada ULC and TCP Fit Parent, L.P. (17)",Planet Fitness franchisee,First lien senior secured revolving loan ($0.5 par due 7/2024),6.75% (Libor + 5.75%/Q),7/31/2018,0.5,,,0.5,,(2)(13),,
844,,,First lien senior secured loan ($1.1 par due 7/2025),6.75% (Libor + 5.75%/Q),3/5/2020,1.1,,,1.1,,(2)(13),,
845,,,"Class A units (37,020 units)",,7/31/2018,3.8,,,1.4,,,,
847,"The Alaska Club Partners, LLC, Athletic Club Partners LLC and The Alaska Club, Inc. (17)",Premier health club operator,First lien senior secured loan ($15.5 par due 12/2024),"10.25% (Base rate + 5.00% Cash, 2.00% PIK/Q)",12/16/2019,15.5,,,14.1,,(2)(13),,
848,,,,,,797.8,,,768.2,,,9.0,%
850,"Birch Permian, LLC",Operator of private exploration oil and production company,Second lien senior secured loan ($88.3 par due 4/2023),9.50% (Libor + 8.00%/Q),4/12/2019,87.9,,,88.3,,(2)(13),,
852,"Cheyenne Petroleum Company Limited Partnership, CPC 2001 LLC and Mill Shoals LLC",Private oil exploration and production company,Second lien senior secured loan ($63.1 par due 1/2024),10.00% (Libor + 9.00%/Q),7/10/2019,63.1,,,63.1,,(2)(13),,
853,"Murchison Oil and Gas, LLC and Murchison Holdings, LLC",Exploration and production company,First lien senior secured loan ($2.7 par due 10/2023),11.00% (Libor + 9.00%/Q),9/19/2019,2.7,,,2.7,,(2)(13),,
854,,,First lien senior secured loan ($38.3 par due 10/2023),10.00% (Libor + 8.00%/Q),9/19/2019,38.3,,,38.3,,(2)(13),,
855,,,"Preferred units (21,667 units)",8.00% PIK,10/26/2018,24.9,,,24.9,,,,
857,Penn Virginia Holding Corp.,Exploration and production company,Second lien senior secured loan ($64.9 par due 9/2024),10.50% (Base Rate + 7.25%/M),9/28/2017,64.9,,,66.2,,(2)(6)(13),,
858,Sundance Energy Inc. (4),Oil and gas producer,"Common stock (157,970 shares)",,4/23/2021,69.8,,,85.9,,(2),,
859,"VPROP Operating, LLC and V SandCo, LLC (5)(17)",Sand-based proppant producer and distributor to the oil and natural gas industry,First lien senior secured loan ($6.8 par due 11/2024),11.00% PIK (Libor + 9.50%/M),11/6/2020,6.8,,,6.8,,(2)(13),,
860,,,First lien senior secured loan ($5.4 par due 11/2024),11.00% PIK (Libor + 9.50%/M),6/12/2020,5.4,,,5.4,,(2)(13),,
861,,,First lien senior secured loan ($24.4 par due 11/2024),11.00% PIK (Libor + 9.50%/M),3/1/2017,24.4,,,24.4,,(2)(13),,
862,,,"Class A units (347,900 units)",,11/6/2020,32.8,,,40.5,,(2),,
864,,,,,,421.0,,,446.5,,,5.23,%
866,"CMW Parent LLC (fka Black Arrow, Inc.)",Multiplatform media firm,Series A units (32 units),,9/11/2015,0,,,0,,(2),,
867,"Global Music Rights, LLC (17)",Music right management company,First lien senior secured loan ($45.4 par due 8/2028),6.50% (Libor + 5.75%/Q),8/27/2021,45.4,,,45.0,,(2)(13),,
868,Miami Beckham United LLC,American professional soccer club,"Class A preferred units (85,000 units)",8.50% PIK,9/17/2021,85.3,,,85.3,,,,
869,"MMax Investment Partners, Inc. (d/b/a Professional Fighters League) and PFL MMA, Inc.",Mixed martial arts league,First lien senior secured loan ($15.0 par due 1/2026),10.00% PIK,1/20/2021,13.5,,,13.2,,(2),,
870,,,"Warrant to purchase up to 3,223,122 shares of common stock (expires 1/2027)",,1/20/2021,1.7,,,1.7,,(2),,
872,OUTFRONT Media Inc.,Provider of out-of-home advertising,"Series A convertible perpetual preferred stock(25,000 shares)",7.00%,4/20/2020,25.0,,,42.8,,(2)(6),,
873,Padres L.P. (17),Sports and entertainment,First lien senior secured loan ($92.8 par due 3/2027),6.00% (Libor + 5.00%/M),3/18/2021,92.8,,,92.8,,(2)(13),,
874,"Production Resource Group, L.L.C. and PRG III, LLC (4)(17)","Provider of rental equipment, labor, production management, scenery, and other products to various entertainment end-markets",First lien senior secured loan ($14.9 par due 8/2024),"8.50% (Libor rate + 5.00% Cash, 2.50% PIK/Q)",7/31/2020,14.9,,,14.9,,(2)(13),,
875,,,First lien senior secured loan ($34.0 par due 8/2024),9.75% PIK (Libor + 8.50%/Q),8/21/2018,34.0,,,34.0,,(2)(13),,
876,,,First lien senior secured loan ($0.8 par due 8/2024),"8.50% (Libor rate + 5.00% Cash, 2.50% PIK/Q)",6/22/2021,0.8,,,0.8,,(2)(13),,
877,,,First lien senior secured loan ($2.5 par due 8/2024),6.00% (Libor + 5.00% PIK/Q),8/5/2021,2.5,,,2.5,,(2)(13),,
878,,,"Class A units (113,617 units)",,10/6/2020,4.9,,,1.6,,(2),,
880,Storm Investment S.a.r.l.,Spanish futbol club,First lien senior secured loan ($71.4 par due 6/2030),3.88% (Euribor + 3.75%/Q),6/24/2021,73.6,,,71.4,,(2)(6),,
882,,,"Ordinary shares (3,958 shares)",,6/24/2021,0,,,0,,(2)(6),,
883,,,"Class A redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.3,,(2)(6),,
884,,,"Class B redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.3,,(2)(6),,
885,,,"Class C redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.3,,(2)(6),,
886,,,"Class D redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.3,,(2)(6),,
887,,,"Class E redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.3,,(2)(6),,
888,,,"Class F redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.3,,(2)(6),,
889,,,"Class G redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.3,,(2)(6),,
890,,,"Class H redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.3,,(2)(6),,
891,,,"Class I redeemable shares (3,297,791 shares)",,6/24/2021,1.6,,,1.3,,(2)(6),,
893,"The Teaching Company Holdings, Inc.",Education publications provider,"Preferred stock (10,663 shares)",,9/29/2006,1.1,,,2.8,,(2),,
894,,,"Common stock (15,393 shares)",,9/29/2006,0,,,1.5,,(2),,
896,,,,,,409.9,,,422.0,,,4.94,%
898,"Atlas Intermediate III, L.L.C. (17)",Specialty chemicals distributor,First lien senior secured loan ($5.8 par due 4/2025),6.50% (Libor + 5.50%/Q),3/31/2021,5.8,,,5.8,,(2)(13),,
899,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (17)",Provider of visual communications solutions,First lien senior secured loan ($16.0 par due 3/2025),6.65% (Libor + 5.65%/M),3/13/2019,16.0,,,16.0,,(13),,
900,,,First lien senior secured loan ($2.6 par due 3/2025),6.65% (Libor + 5.65%/M),8/27/2019,2.6,,,2.6,,(2)(13),,
901,,,First lien senior secured loan ($20.6 par due 3/2025),6.65% (Libor + 5.65%/M),6/25/2021,20.6,,,20.6,,(2)(13),,
902,,,Common units (600 units),,3/13/2019,0.6,,,0.9,,(2),,
904,"GPM Investments, LLC and ARKO Corp.",Convenience store operator,First lien senior secured loan ($32.2 par due 3/2027),5.50% (Libor + 4.50%/Q),2/28/2020,32.2,,,32.2,,(13),,
905,,,"Common stock (2,088,478 shares)",,12/22/2020,19.8,,,21.5,,,,
906,,,"Warrant to purchase up to 1,088,780 common stock (expires 12/2025)",,12/22/2020,1.6,,,2.5,,(2),,
908,SCIH Salt Holdings Inc. (17),Salt and packaged ice melt manufacturer and distributor,First lien senior secured revolving loan,,3/16/2020,0,,,0,,(15),,
909,"Marcone Yellowstone Buyer Inc. and Marcone Yellowstone Holdings, LLC (17)",Distributor of OEM appliance aftermarket parts,First lien senior secured loan ($56.5 par due 6/2028),6.25% (Libor + 5.50%/Q),6/23/2021,56.5,,,55.4,,(2)(13),,
910,,,"Class A common units (4,549 units)",,6/23/2021,4.5,,,5.6,,(2),,
912,"McKenzie Creative Brands, LLC (17)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured loan ($84.5 par due 9/2023),6.50% (Libor + 5.50%/Q),9/18/2014,84.5,,,84.5,,(8)(13),,
913,,,First lien senior secured loan ($5.5 par due 9/2023),6.50% (Libor + 5.50%/Q),9/18/2014,5.5,,,5.5,,(13),,
915,"North Haven Falcon Buyer, LLC and North Haven Falcon Holding Company, LLC (17)",Manufacturer of aftermarket golf cart parts and accessories,First lien senior secured loan ($22.0 par due 5/2027),7.00% (Libor + 6.00%/Q),5/19/2021,22.0,,,21.7,,(2)(13),,
916,,,"Class A units (50,000 units)",,5/19/2021,5.0,,,4.6,,,,
919,Reddy Ice LLC (17),Packaged ice manufacturer and distributor,First lien senior secured revolving loan,,7/1/2019,0,,,0,,(15),,
920,,,First lien senior secured loan ($56.7 par due 7/2025),7.50% (Libor + 6.50%/Q),7/1/2019,56.7,,,56.7,,(13),,
921,,,First lien senior secured loan ($5.3 par due 7/2025),7.50% (Libor + 6.50%/Q),7/1/2019,5.3,,,5.3,,(2)(13),,
922,,,First lien senior secured loan ($0.4 par due 7/2025),7.50% (Libor + 6.50%/Q),11/16/2020,0.4,,,0.4,,(2)(13),,
924,"US Salt Investors, LLC and Emerald Lake Pearl Acquisition-A, L.P. (17)","Producer and packager of compressed, household, and packaged salt",First lien senior secured loan ($61.5 par due 7/2028),6.25% (Libor + 5.50%/Q),7/19/2021,61.5,,,60.9,,(2)(13),,
925,,,Limited partner interests (0.4% interest),,7/19/2021,0.8,,,0.8,,(2),,
927,,,,,,401.9,,,403.5,,,4.73,%
929,American Seafoods Group LLC and American Seafoods Partners LLC,Harvester and processor of seafood,"Class A units (77,922 units)",,8/19/2015,0.1,,,0.2,,(2),,
930,,,"Warrant to purchase up to 7,422,078 Class A units (expires 8/2035)",,8/19/2015,7.4,,,18.0,,(2),,
932,"Berner Food & Beverage, LLC (17)",Supplier of dairy-based food and beverage products,First lien senior secured revolving loan ($0.3 par due 7/2026),7.50% (Libor + 6.50%/M),7/30/2021,0.3,,,0.3,,(2)(13),,
933,,,First lien senior secured loan ($17.0 par due 7/2027),7.50% (Libor + 6.50%/M),7/30/2021,17.0,,,16.8,,(2)(13),,
935,"Bragg Live Food Products, LLC and SPC Investment Co., L.P. (4)(17)",Health food company,First lien senior secured revolving loan ($1.5 par due 12/2025),7.25% (Libor + 6.25%/Q),3/11/2019,1.5,,,1.4,,(2)(13),,
936,,,First lien senior secured loan ($39.5 par due 12/2025),7.25% (Libor + 6.25%/Q),12/28/2020,39.5,,,38.3,,(13),,
937,,,"Common units (14,850 units)",,3/11/2019,11.5,,,10.9,,(2),,
939,CHG PPC Parent LLC,Diversified food products manufacturer,Second lien senior secured loan ($94.6 par due 3/2026),7.08% (Libor + 7.00%/M),3/30/2018,94.6,,,94.6,,(2),,
