,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,
677,"CB Trestles OpCo, LLC (16)",Apparel retailer,First lien senior secured revolving loan ($32.2 par due 10/2024),6.78% (Libor + 5.75%/Q),10/26/2018,32.2,,,29.3,,(2)(12),,
679,,,First lien senior secured loan ($26.1 par due 10/2024),7.53% (Libor + 5.75%/Q),10/26/2018,26.1,,,23.8,,(2)(12),,
681,Centric Brands Inc. (fka Differential Brands Group Inc.),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured loan ($57.1 par due 10/2023),7.78% (Libor + 6.00%/Q),10/29/2018,57.1,,,51.4,,(2)(6)(12),,
682,,,"Common stock (3,077,875 shares)",,10/29/2018,24.6,,,3.2,,(6),,
684,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (16)",Footwear and orthopedic foot-care brand,First lien senior secured revolving loan ($5.4 par due 11/2025),6.75% (Libor + 5.75%/B),11/1/2019,5.4,,,5.3,,(2)(12),,
685,,,First lien senior secured loan ($30.3 par due 11/2025),6.75% (Libor + 5.75%/M),11/1/2019,30.3,,,29.4,,(2)(12),,
686,,,"Common stock (8,549 shares)",,11/1/2019,8.5,,,6.8,,(2),,
688,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($102.4 par due 4/2024),8.19% (Libor + 6.25%/Q),6/1/2017,102.4,,,93.2,,(2)(12),,
689,,,First lien senior secured loan ($14.0 par due 4/2024),7.70% (Libor + 6.25%/Q),6/1/2017,14.0,,,12.7,,(2)(12),,
690,,,First lien senior secured loan ($1.3 par due 4/2024),7.70% (Libor + 6.25%/Q),6/30/2016,1.3,,,1.1,,(2)(12),,
691,,,First lien senior secured loan ($5.0 par due 4/2024),7.70% (Libor + 6.25%/Q),7/17/2018,5.0,,,4.5,,(2)(12),,
693,"Pelican Products, Inc.",Flashlights manufacturer,Second lien senior secured loan ($27.3 par due 5/2026),8.75% (Libor + 7.75%/Q),5/4/2018,27.1,,,24.3,,(2)(12),,
694,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Class B common units (126,278,000 units)",,10/30/2014,0,,,0.2,,(2),,
695,,,"Common units (1,116,879 units)",,4/1/2011,0,,,0,,,,
696,,,"Warrant to purchase up to 3,157,895 units",,4/1/2010,0,,,0,,,,
698,SHO Holding I Corporation,Manufacturer and distributor of slip resistant footwear,Second lien senior secured loan ($100.0 par due 4/2023),10.15% (Libor + 8.50%/Q),10/27/2015,98.9,,,83.0,,(2)(12),,
699,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(16)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured revolving loan ($2.1 par due 5/2024),6.75% (Base Rate + 3.50%/M),5/21/2019,2.1,,,1.9,,(2)(12),,
700,,,First lien senior secured revolving loan ($0.4 par due 5/2024),6.35% (Libor + 4.75%/M),5/21/2019,0.4,,,0.4,,(2)(12),,
701,,,First lien senior secured loan ($19.5 par due 5/2024),6.12% (Libor + 4.75%/Q),5/21/2019,19.5,,,18.3,,(2)(12),,
702,,,"Class A preferred units (50,000 units)",,3/14/2014,5.0,,,0,,(2),,
703,,,"Class C preferred units (50,000 units)",,4/22/2015,5.0,,,0,,(2),,
704,,,"Preferred units (14,591 units)",,5/14/2019,1.6,,,1.3,,(2),,
706,"Simpson Performance Products, Inc.",Provider of motorsports safety equipment,First lien senior secured loan ($28.3 par due 2/2023),6.95% (Libor + 5.50%/Q),2/20/2015,28.3,,,28.3,,(2)(12),,
707,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (5)(16)",Manufacturer of consumer sewing machines,First lien senior secured revolving loan ($78.4 par due 3/2023),10.84% (Libor + 9.00%/M),7/26/2017,78.4,,,78.4,,(2)(12)(15),,
708,,,First lien senior secured loan ($195.8 par due 3/2023),5.00% (Libor + 3.57%/Q),7/26/2017,174.6,,,149.4,,(2)(12),,
710,,,"Class A common units (6,500,000 units)",,7/26/2017,0,,,0,,(2),,
712,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($2.2 par due 12/2024),7.20% (Libor + 6.00%/Q),12/23/2019,2.2,,,2.0,,(2)(12),,
713,,,First lien senior secured loan ($1.6 par due 6/2024),5.20% (Libor + 4.00%/Q),12/23/2019,1.6,,,1.6,,(2)(12),,
714,,,"Common stock (861,000 shares)",,12/23/2019,6.0,,,3.1,,(2),,
716,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",Second lien senior secured loan ($21.1 par due 12/2025),9.25% (Libor + 8.25%/M),7/30/2018,21.1,,,19.8,,(2)(12),,
717,,,Second lien senior secured loan ($122.7 par due 12/2025),9.25% (Libor + 8.25%/M),12/15/2017,122.7,,,115.4,,(2)(12),,
718,,,"Class A units (1,400 units)",,7/30/2018,1.4,,,0.7,,(2),,
720,,,,,,973.5,,,849.9,,,12.91%,
722,"Commercial Credit Group, Inc.",Commercial equipment finance and leasing company,Senior subordinated loan ($17.0 par due 8/2022),11.33% (Libor + 9.75%/M),5/10/2012,17.0,,,17.0,,(2)(12),,
723,DFC Global Facility Borrower III LLC (16),Non-bank provider of alternative financial services,First lien senior secured revolving loan ($120.8 par due 9/2024),12.41% (Libor + 10.75%/M),8/9/2019,120.8,,,118.4,,(2)(6)(12),,
724,"FAMS Holdings, Inc. (4)",Debt collection services provider,Common stock (180 shares),,1/11/2017,0,,,0,,(2),,
725,Global Merchant Financial Group Corp. (16),Consolidator of commercial finance businesses,Senior subordinated loan ($36.5 par due 1/2025),10.08% (Libor + 8.50%/M),1/31/2020,36.5,,,35.4,,(2)(12),,
726,,,Senior subordinated loan ($29.6 par due 1/2025),10.08% (Libor + 8.50%/M),1/31/2020,29.6,,,28.7,,(2)(12),,
728,"Green Street Parent, LLC and Green Street Intermediate Holdings, LLC (16)",Provider of REIT research data and analytics,First lien senior secured revolving loan ($0.1 par due 8/2025),6.45% (Libor + 5.25%/Q),8/27/2019,0.1,,,0.1,,(2),,
729,,,First lien senior secured loan ($3.5 par due 8/2026),6.32% (Libor + 5.25%/Q),8/27/2019,3.5,,,3.4,,(2),,
730,,,First lien senior secured loan ($3.0 par due 8/2026),6.32% (Libor + 5.25%/Q),2/26/2020,3.0,,,2.9,,(2),,
732,"Ivy Hill Asset Management, L.P. (5)",Asset management services,Member interest (100.00% interest),,6/15/2009,444.0,,,491.0,,(6),,
733,"Javlin Three LLC, Javlin Four LLC, and Javlin Five LLC",Asset-backed financial services company,First lien senior secured loan ($16.0 par due 6/2017),,6/24/2014,13.3,,,3.3,,(2)(6)(11),,
734,Joyce Lane Capital LLC and Joyce Lane Financing SPV LLC (fka Ciena Capital LLC) (5)(16),Specialty finance company,First lien senior secured loan ($0.6 par due 12/2022),5.45% (Libor + 4.00%/Q),12/27/2018,0.6,,,0.6,,(2)(6),,
735,,,Equity interests,,11/29/2010,12.7,,,0,,(2)(6),,
737,LS DE LLC and LM LSQ Investors LLC,Asset based lender,Senior subordinated loan ($37.0 par due 3/2024),10.50%,6/25/2015,37.0,,,35.9,,(2)(6),,
738,,,Senior subordinated loan ($3.0 par due 6/2021),10.50%,6/15/2017,3.0,,,2.9,,(2)(6),,
739,,,"Membership units (3,275,000 units)",,6/25/2015,3.3,,,4.0,,(6),,
741,"Rialto Management Group, LLC (16)",Investment and asset management platform focused on real estate,First lien senior secured revolving loan ($0.5 par due 12/2024),5.56% (Libor + 4.25%/M),11/30/2018,0.5,,,0.5,,(2)(6)(15),,
743,,,First lien senior secured loan ($0.9 par due 12/2024),5.49% (Libor + 4.50%/M),11/30/2018,0.9,,,0.9,,(2)(6),,
745,"TA/WEG Holdings, LLC (16)",Wealth management and financial planning firm,First lien senior secured revolving loan ($0.5 par due 10/2025),7.18% (Libor + 6.00%/Q),10/2/2019,0.5,,,0.5,,(2)(12),,
746,,,First lien senior secured loan ($9.5 par due 10/2025),7.00% (Libor + 6.00%/Q),10/2/2019,9.5,,,9.0,,(2)(12),,
747,,,First lien senior secured loan ($0.8 par due 10/2025),7.00% (Libor + 6.00%/Q),10/2/2019,0.8,,,0.7,,(2)(12),,
749,"The Ultimus Group Midco, LLC, The Ultimus Group, LLC, and The Ultimus Group Aggregator, LP (16)",Provider of asset-servicing capabilities for fund managers,First lien senior secured revolving loan ($4.0 par due 2/2024),6.75% (Base Rate + 3.50%/Q),2/1/2019,4.0,,,3.8,,(2),,
750,,,First lien senior secured loan ($38.5 par due 2/2026),5.95% (Libor + 4.50%/Q),2/1/2019,38.5,,,36.5,,(2)(12),,
751,,,"Class A units (1,443 units)",8.00% PIK,2/1/2019,1.6,,,1.6,,(2),,
752,,,Class A units (245 units),,2/1/2019,0.2,,,0,,,,
753,,,"Class B units (2,167,424 units)",,2/1/2019,0,,,0,,(2),,
754,,,"Class B units (245,194 units)",,2/1/2019,0,,,0,,,,
756,,,,,,780.9,,,797.1,,,12.11%,
758,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(16)",Restoration parts and accessories provider for classic automobiles,First lien senior secured revolving loan ($5.4 par due 5/2022),12.00% PIK,7/12/2012,5.4,,,4.2,,(2),,
759,,,First lien senior secured loan ($21.3 par due 5/2022),12.00% PIK,7/12/2012,21.2,,,16.6,,(2),,
760,,,"Class A common units (67,972 units)",,7/12/2012,16.4,,,0,,(2),,
762,"GB Auto Service Holdings, LLC (16)",Automotive parts and repair services retailer,First lien senior secured revolving loan ($15.2 par due 10/2024),7.50% (Libor + 6.50%/M),10/19/2018,15.2,,,14.5,,(2)(12),,
763,,,First lien senior secured loan ($22.1 par due 10/2024),7.50% (Libor + 6.50%/M),10/19/2018,22.1,,,21.0,,(2)(12),,
764,,,First lien senior secured loan ($30.4 par due 10/2024),7.50% (Libor + 6.50%/M),10/19/2018,30.4,,,28.8,,(2)(12),,
765,,,First lien senior secured loan ($3.9 par due 10/2024),7.00% (Libor + 6.00%/Q),3/9/2020,3.9,,,3.7,,(2)(12),,
766,,,"Common units (4,084,227 units)",,10/19/2018,5.2,,,3.7,,(2),,
768,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C. (16)",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($154.2 par due 12/2025),5.99% (Libor + 5.00%/M),12/21/2018,153.5,,,146.4,,(2),,
769,,,First lien senior secured loan ($11.6 par due 12/2025),5.99% (Libor + 5.00%/M),12/21/2018,11.6,,,11.0,,(2),,
770,,,"Preferred units (59,453 units)","4.50% Cash, 9.25% PIK",10/9/2015,70.3,,,68.9,,,,
772,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (16)",Auto parts retailer,Second lien senior secured loan ($153.9 par due 3/2026),8.70% (Libor + 7.50%/Q),3/20/2018,152.1,,,146.2,,(2)(12),,
773,,,Second lien senior secured loan ($1.4 par due 3/2026),8.70% (Libor + 7.50%/Q),3/20/2018,1.4,,,1.4,,(2)(12),,
774,,,Second lien senior secured loan ($23.3 par due 3/2026),9.20% (Libor + 8.00%/Q),10/15/2019,23.3,,,22.4,,(2)(12),,
776,,,"Class A units (12,400,000 units)",,3/20/2018,12.4,,,10.2,,(2),,
778,"SK SPV IV, LLC",Collision repair site operator,"Series A common stock (12,500 units)",,8/18/2014,0.6,,,2.4,,(2),,
779,,,"Series B common stock (12,500 units)",,8/18/2014,0.6,,,2.4,,(2),,
781,"Systematic Power Manufacturing, LLC",Manufacturer and supplier of batteries and ultracapacitors for automotive markets,First lien senior secured loan ($1.8 par due 3/2024),,3/30/2020,0,,,0,,(2)(11),,
782,,,First lien senior secured loan ($3.4 par due 6/2020),,3/30/2020,1.7,,,1.7,,(2)(11),,
783,,,Preferred unit (1 unit),,3/30/2020,0,,,0,,(2),,
785,"Wand Newco 3, Inc. (dba  Caliber Collision)",Collision repair company,Second lien senior secured loan ($180.2 par due 2/2027),8.11% (Libor + 7.25%/M),2/5/2019,177.5,,,167.6,,(2),,
786,,,,,,724.8,,,673.1,,,10.22%,
788,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts",First lien senior secured loan ($26.0 par due 8/2021),7.76% (Libor + 6.00%/Q),6/28/2018,27.2,,,24.5,,(2)(12),,
789,,,"Common stock (3,467 shares)",,8/31/2015,3.5,,,2.0,,(2),,
791,"Cadence Aerospace, LLC (16)",Aerospace precision components manufacturer,First lien senior secured revolving loan ($6.6 par due 11/2022),8.75% (Base Rate + 5.50%/Q),11/14/2017,6.6,,,6.4,,(2)(12)(15),,
792,,,First lien senior secured revolving loan ($7.7 par due 11/2022),8.11% (Libor + 6.50%/Q),11/14/2017,7.7,,,7.5,,(2)(12)(15),,
793,,,First lien senior secured loan ($31.8 par due 11/2023),8.28% (Libor + 6.50%/Q),11/14/2017,31.6,,,31.1,,(2)(12),,
794,,,First lien senior secured loan ($9.9 par due 11/2023),8.28% (Libor + 6.50%/Q),7/5/2018,9.9,,,9.7,,(2)(12),,
795,,,First lien senior secured loan ($12.1 par due 11/2023),8.28% (Libor + 6.50%/Q),10/31/2019,12.1,,,11.8,,(2)(12),,
796,,,First lien senior secured loan ($7.9 par due 11/2023),8.21% (Libor + 6.50%/Q),2/12/2020,7.9,,,7.8,,(2)(12),,
798,Creation Holdings Inc. (16),Manufacturer of electrical systems,First lien senior secured revolving loan ($8.8 par due 8/2024),6.75% (Libor + 5.75%/M),8/15/2019,8.8,,,8.4,,(2)(6)(12)(15),,
799,,,First lien senior secured loan ($35.7 par due 8/2025),6.75% (Libor + 5.75%/M),8/15/2019,35.4,,,34.3,,(2)(6)(12),,
801,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($177.0 par due 2/2022),7.46% (Libor + 6.00%/Q),7/26/2017,177.0,,,166.3,,(2)(12),,
802,,,First lien senior secured loan ($4.6 par due 3/2022),7.46% (Libor + 6.00%/Q),3/1/2017,4.6,,,4.3,,(2)(12),,
804,"ESCP PPG Holdings, LLC (4)",Distributor of new equipment and aftermarket parts to the heavy-duty truck industry,"Class A units (3,500,000 units)",,12/14/2016,3.5,,,2.5,,(2),,
805,"Flow Control Solutions, Inc. (16)",Distributor and manufacturer of flow control systems components,First lien senior secured revolving loan ($2.4 par due 11/2024),6.48% (Libor + 5.25%/Q),11/21/2018,2.4,,,2.4,,(2)(12),,
806,,,First lien senior secured loan ($10.9 par due 11/2024),6.70% (Libor + 5.25%/Q),11/21/2018,10.9,,,10.9,,(2)(12),,
809,"Harvey Tool Company, LLC (16)",Manufacturer of cutting tools used in the metalworking industry,First lien senior secured revolving loan ($6.8 par due 10/2023),5.50% (Libor + 4.50%/M),10/12/2017,6.8,,,6.8,,(2)(12)(15),,
810,,,First lien senior secured loan ($30.3 par due 10/2024),6.20% (Libor + 4.75%/Q),10/12/2017,30.3,,,30.3,,(2)(12),,
811,,,Second lien senior secured loan ($43.7 par due 10/2025),10.33% (Libor + 8.50%/Q),10/12/2017,43.7,,,43.7,,(2)(12),,
813,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)",Provider of high-speed intelligent document scanning hardware and software,Senior subordinated loan ($8.3 par due 6/2022),14.00%,1/3/2017,8.2,,,8.3,,(2),,
814,,,Senior subordinated loan ($8.3 par due 6/2022),14.00%,1/3/2017,8.2,,,8.3,,(2),,
815,,,"Series A preferred stock (66,424,135 shares)",,1/3/2017,0,,,23.1,,,,
816,,,"Class A common stock (33,173 shares)",,1/3/2017,0,,,0.1,,,,
817,,,"Class B common stock (134,214 shares)",,1/3/2017,0,,,0.3,,,,
819,"Kene Acquisition, Inc. and Kene Holdings, L.P. (16)","National utility services firm providing engineering and consulting services to natural gas, electric power and other energy and industrial end markets",First lien senior secured revolving loan ($6.6 par due 8/2024),5.38% (Libor + 4.25%/Q),8/8/2019,6.6,,,6.3,,(2)(12)(15),,
820,,,First lien senior secured loan ($59.6 par due 8/2026),5.70% (Libor + 4.25%/Q),8/8/2019,59.6,,,57.3,,(2)(12),,
821,,,First lien senior secured loan ($10.0 par due 8/2026),5.70% (Libor + 4.25%/Q),8/8/2019,10.0,,,9.6,,(2)(12),,
822,,,"Class A units (4,549,000 units)",,8/8/2019,4.5,,,4.6,,(2),,
824,"LTG Acquisition, Inc.","Designer and manufacturer of display, lighting and passenger communication systems for mass transportation markets","Class A membership units (5,000 units)",,1/3/2017,5.1,,,0,,,,
825,MB Aerospace Holdings II Corp.,Aerospace engine components manufacturer,Second lien senior secured loan ($23.6 par due 1/2026),10.45% (Libor + 9.00%/Q),5/28/2019,23.6,,,21.8,,(2)(12),,
826,,,Second lien senior secured loan ($68.4 par due 1/2026),10.45% (Libor + 9.00%/Q),1/22/2018,68.4,,,62.9,,(2)(12),,
828,"Radius Aerospace, Inc. and Radius Aerospace Europe Limited (16)",Metal fabricator in the aerospace industry,First lien senior secured revolving loan ($1.1 par due 3/2025),7.32% (Libor + 5.75%/B),3/29/2019,1.1,,,1.1,,(2)(12),,
829,,,First lien senior secured revolving loan ($0.5 par due 3/2025),6.75% (Libor + 5.75%/B),11/14/2019,0.4,,,0.4,,(2)(6)(12),,
830,,,First lien senior secured loan ($8.9 par due 3/2025),7.12% (Libor + 5.75%/Q),3/29/2019,8.9,,,8.6,,(2)(12),,
831,,,First lien senior secured loan ($5.7 par due 3/2025),7.20% (Libor + 5.75%/Q),11/14/2019,5.7,,,5.5,,(2)(6)(12),,
833,Saw Mill PCG Partners LLC,Manufacturer of metal precision engineered components,"Common units (1,000 units)",,1/30/2007,1.0,,,0,,(2),,
834,Star US Bidco LLC (16),"Manufacturer of pumps, compressors and other highly-engineered equipment for mission-critical applications",First lien senior secured revolving loan ($2.1 par due 3/2025),5.74% (Libor + 4.75%/M),3/17/2020,1.9,,,2.1,,(2),,
835,"Sunk Rock Foundry Partners LP, Hatteras Electrical Manufacturing Holding Company and Sigma Electric Manufacturing Corporation (16)","Manufacturer of metal castings, precision machined components and sub-assemblies in the electrical products, power transmission and distribution and general industrial markets",First lien senior secured revolving loan ($6.3 par due 10/2022),5.75% (Libor + 4.75%/Q),10/31/2017,6.3,,,6.0,,(2)(12)(15),,
836,,,,,,649.4,,,637.0,,,9.67%,
839,Achilles Acquisition LLC (16),Benefits broker and outsourced workflow automation platform provider for brokers,First lien senior secured revolving loan ($2.6 par due 10/2023),6.25% (Base Rate + 3.00%/Q),10/11/2018,2.2,,,2.5,,(2),,
840,,,First lien senior secured loan ($18.9 par due 10/2025),5.00% (Libor + 4.00%/M),10/11/2018,18.9,,,17.7,,(2),,
842,"Alera Group Intermediate Holdings, Inc.",Insurance service provider,Second lien senior secured loan ($26.2 par due 3/2026),9.49% (Libor + 8.50%/M),3/5/2019,26.2,,,24.9,,(2),,
843,,,Second lien senior secured loan ($24.4 par due 3/2026),9.49% (Libor + 8.50%/M),3/5/2019,24.4,,,23.2,,(2),,
845,Amynta Agency Borrower Inc. and Amynta Warranty Borrower Inc.,Insurance service provider,First lien senior secured loan ($13.4 par due 2/2025),5.49% (Libor + 4.50%/M),12/21/2018,13.4,,,12.3,,(2),,
846,"AQ Sunshine, Inc. (16)",Specialized insurance broker,First lien senior secured revolving loan ($0.1 par due 4/2024),7.04% (Libor + 5.50%/Q),4/15/2019,0.1,,,0.1,,(2)(12)(15),,
847,,,First lien senior secured loan ($7.9 par due 4/2025),7.42% (Libor + 5.50%/Q),4/15/2019,7.9,,,7.5,,(2)(12),,
849,"Foundation Risk Partners, Corp. (16)",Full service independent insurance agency,First lien senior secured revolving loan ($9.5 par due 11/2023),6.05% (Libor + 4.75%/M),11/10/2017,9.5,,,9.0,,(2)(12),,
850,,,First lien senior secured loan ($12.8 par due 11/2023),6.24% (Libor + 4.75%/Q),5/1/2019,12.8,,,12.1,,(2)(12),,
851,,,First lien senior secured loan ($22.0 par due 11/2023),6.20% (Libor + 4.75%/Q),11/10/2017,22.0,,,20.9,,(2)(12),,
852,,,Second lien senior secured loan ($19.1 par due 11/2024),9.95% (Libor + 8.50%/Q),8/9/2018,19.1,,,17.9,,(2)(12),,
853,,,Second lien senior secured loan ($21.7 par due 11/2024),9.95% (Libor + 8.50%/Q),8/9/2018,21.7,,,20.4,,(2)(12),,
854,,,Second lien senior secured loan ($18.4 par due 11/2024),9.98% (Libor + 8.50%/Q),5/1/2019,18.4,,,17.3,,(2)(12),,
855,,,Second lien senior secured loan ($27.5 par due 11/2024),9.95% (Libor + 8.50%/Q),11/10/2017,27.5,,,25.9,,(2)(12),,
857,"K2 Insurance Services, LLC and K2 Holdco LP (16)",Specialty insurance and managing general agency,First lien senior secured revolving loan ($0.2 par due 7/2024),6.27% (Libor + 5.00%/Q),7/1/2019,0.2,,,0.2,,(2)(12)(15),,
858,,,First lien senior secured loan ($60.8 par due 7/2024),6.45% (Libor + 5.00%/Q),7/1/2019,60.8,,,60.2,,(2)(12),,
859,,,"Common equity (799,000 units)",,7/1/2019,0.8,,,0.8,,(2),,
861,"NSM Insurance Group, LLC",Insurance program administrator,First lien senior secured loan ($13.0 par due 5/2024),5.50% (Libor + 4.50%/M),5/11/2018,13.0,,,13.0,,(2)(12),,
862,"RSC Acquisition, Inc. and RSC Insurance Brokerage, Inc. (16)",Insurance broker,First lien senior secured revolving loan,,11/1/2019,0,,,0,,(14),,
863,,,First lien senior secured loan ($46.8 par due 10/2026),7.26% (Libor + 5.50%/M),11/1/2019,46.8,,,44.9,,(2)(12),,
865,SCM Insurance Services Inc. (16),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",First lien senior secured revolving loan ($3.8 par due 8/2022),6.95% (Libor + 4.00%/Q),8/29/2017,4.0,,,3.5,,(2)(6),,
866,,,First lien senior secured loan ($18.7 par due 8/2024),6.33% (CIBOR + 5.00%/M),8/29/2017,21.0,,,17.2,,(2)(6)(12),,
868,,,Second lien senior secured loan ($53.9 par due 3/2025),10.33% (CIBOR + 9.00%/M),8/29/2017,60.5,,,48.5,,(2)(6),,
870,"SelectQuote, Inc.",Direct to consumer insurance distribution platform,First lien senior secured loan ($17.8 par due 11/2024),7.02% (Libor + 6.00%/M),11/5/2019,17.8,,,17.6,,(2)(12),,
871,"SG Acquisition, Inc.",Provider of insurance solutions for car sales,First lien senior secured loan ($41.9 par due 1/2027),6.71% (Libor + 5.75%/M),1/27/2020,41.9,,,40.2,,(2),,
872,"THG Acquisition, LLC (16)",Multi-line insurance broker,First lien senior secured revolving loan ($0.1 par due 12/2025),6.90% (Libor + 5.75%/Q),12/2/2019,0.1,,,0.1,,(2)(12)(15),,
873,,,First lien senior secured loan ($35.6 par due 12/2026),7.20% (Libor + 5.75%/Q),12/2/2019,35.6,,,34.6,,(2)(12),,
874,,,First lien senior secured loan ($1.8 par due 12/2026),7.32% (Libor + 5.75%/Q),12/2/2019,1.8,,,1.7,,(2)(12),,
876,,,,,,528.4,,,494.2,,,7.51%,
878,American Seafoods Group LLC and American Seafoods Partners LLC,Harvester and processor of seafood,"Class A units (77,922 units)",,8/19/2015,0.1,,,0.2,,(2),,
879,,,"Warrant to purchase up to 7,422,078 Class A units (expires 8/2035)",,8/19/2015,7.4,,,20.7,,(2),,
881,"Bragg Live Food Products, LLC and SPC Investment Co., L.P. (4)(16)",Health food company,First lien senior secured revolving loan ($0.1 par due 3/2024),6.87% (Libor + 5.75%/Q),3/11/2019,0.1,,,0.1,,(2)(12),,
882,,,First lien senior secured loan ($31.4 par due 3/2024),7.20% (Libor + 5.75%/Q),3/11/2019,31.4,,,30.5,,(2)(12),,
883,,,"Common units (14,850 units)",,3/11/2019,14.9,,,13.2,,(2),,
885,CHG PPC Parent LLC,Diversified food products manufacturer,Second lien senior secured loan ($60.5 par due 3/2026),8.49% (Libor + 7.50%/M),3/30/2018,60.5,,,57.5,,(2),,
886,,,Second lien senior secured loan ($34.1 par due 3/2026),8.74% (Libor + 7.75%/M),1/31/2019,34.1,,,32.4,,(2),,
888,Ferraro Fine Foods Corp. and Italian Fine Foods Holdings L.P. (16),Specialty Italian food distributor,First lien senior secured revolving loan ($4.5 par due 5/2023),6.50% (Base Rate + 3.25%/Q),5/9/2018,4.5,,,4.3,,(2),,
889,,,First lien senior secured revolving loan ($3.4 par due 5/2023),5.43% (Libor + 4.25%/Q),5/9/2018,3.4,,,3.3,,(2),,
890,,,First lien senior secured loan ($9.3 par due 5/2024),5.32% (Libor + 4.25%/Q),5/9/2018,9.3,,,8.8,,(2)(12),,
891,,,First lien senior secured loan ($0.5 par due 5/2024),5.32% (Libor + 4.25%/Q),12/7/2018,0.5,,,0.5,,(2)(12),,
892,,,First lien senior secured loan ($2.8 par due 5/2024),5.32% (Libor + 4.25%/Q),5/10/2019,2.8,,,2.7,,(2)(12),,
893,,,"Class A common units (2,724,000 units)",,5/9/2018,2.7,,,3.3,,(2),,
895,"Gehl Foods, LLC and GF Parent LLC","Producer of low-acid, aseptic food and beverage products","Class A preferred units (2,940 units)",,5/13/2015,2.9,,,0,,(2),,
896,,,"Class A common units (60,000 units)",,5/13/2015,0.1,,,0,,(2),,
897,,,Class B common units (0.26 units),,5/13/2015,0,,,0,,(2),,
899,Hometown Food Company (16),Food distributor,First lien senior secured revolving loan ($3.4 par due 8/2023),6.50% (Libor + 5.25%/Q),8/31/2018,3.4,,,3.3,,(2)(12)(15),,
901,,,First lien senior secured loan ($8.8 par due 8/2023),6.50% (Libor + 5.25%/M),8/31/2018,8.6,,,8.6,,(2)(12),,
903,"KC Culinarte Intermediate, LLC",Manufacturer of fresh refrigerated and frozen food products,First lien senior secured loan ($26.0 par due 8/2025),4.75% (Libor + 3.75%/M),1/24/2020,26.0,,,23.9,,(2)(12),,
904,,,Second lien senior secured loan ($35.7 par due 8/2026),8.75% (Libor + 7.75%/M),8/24/2018,35.7,,,33.2,,(2)(12),,
906,"NECCO Holdings, Inc. and New England Confectionery Company, Inc. (5)(16)",Producer and supplier of candy,First lien senior secured revolving loan ($19.9 par due 1/2018),,1/3/2017,7.9,,,2.9,,(11),,
907,,,First lien senior secured loan ($11.6 par due 11/2021),,1/3/2017,0.9,,,1.6,,(11),,
908,,,First lien senior secured loan ($2.2 par due 8/2018),,11/20/2017,2.1,,,0,,(11),,
909,,,First lien senior secured loan ($0.7 par due 11/2018),,11/20/2017,0.7,,,0.1,,(11),,
910,,,"Common stock (860,189 shares)",,1/3/2017,0.2,,,0,,,,
912,"RF HP SCF Investor, LLC",Branded specialty food company,Membership interest (10.08% interest),,12/22/2016,12.5,,,18.7,,(2)(6),,
913,"Sovos Brands Intermediate, Inc. (16)",Food and beverage platform,First lien senior secured revolving loan ($4.0 par due 11/2023),5.72% (Libor + 4.50%/Q),11/20/2018,4.0,,,3.9,,(2),,
914,,,First lien senior secured loan ($6.8 par due 11/2025),6.59% (Libor + 5.00%/Q),11/20/2018,6.7,,,6.7,,(2),,
916,"Teasdale Foods, Inc. and Familia Group Holdings Inc. (16)","Provider of beans, sauces and hominy to the retail, foodservice and wholesale channels",First lien senior secured revolving loan ($0.1 par due 4/2021),8.00% (Base Rate + 4.75%/M),6/30/2017,0.1,,,0.1,,(2)(12),,
917,,,First lien senior secured revolving loan ($0.1 par due 4/2021),7.49% (Libor + 5.75%/M),6/30/2017,0.1,,,0.1,,(2)(12),,
918,,,First lien senior secured loan ($0.4 par due 4/2021),6.75% (Libor + 5.75%/M),6/26/2018,0.4,,,0.4,,(2)(12),,
919,,,Second lien senior secured loan ($63.9 par due 10/2021),11.78% PIK (Libor + 10.00%/Q),1/3/2017,63.9,,,56.2,,(2)(12),,
