,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,
693,,,First lien senior secured loan ($5.3 par due 11/2025),6.00% (Libor + 5.00%/Q),11/6/2020,5.3,,,5.2,,(2)(11),,
694,,,"Preferred units (4,113,113 units)",9.00% PIK,11/6/2020,4.2,,,4.2,,(2),,
695,,,"Class A common units (4,113,113 units)",,11/6/2020,0,,,0,,(2),,
697,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(15)",Restoration parts and accessories provider for classic automobiles,First lien senior secured revolving loan ($2.7 par due 5/2022),12.00% PIK,7/12/2012,2.7,,,2.6,,(2),,
698,,,First lien senior secured loan ($23.3 par due 5/2022),12.00% PIK,7/12/2012,23.3,,,22.6,,(2),,
699,,,"Class A common units (67,972 units)",,7/12/2012,16.4,,,0,,(2),,
701,"GB Auto Service, Inc. and GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,First lien senior secured revolving loan ($3.8 par due 10/2024),7.00% (Libor + 6.00%/M),10/19/2018,3.8,,,3.8,,(2)(11),,
703,,,First lien senior secured loan ($21.9 par due 10/2024),7.00% (Libor + 6.00%/Q),10/19/2018,21.9,,,21.9,,(2)(11),,
704,,,First lien senior secured loan ($30.1 par due 10/2024),7.00% (Libor + 6.00%/Q),10/19/2018,30.1,,,30.1,,(11),,
705,,,First lien senior secured loan ($38.8 par due 10/2024),7.00% (Libor + 6.00%/Q),3/9/2020,38.8,,,38.8,,(2)(11),,
706,,,"Common units (4,389,156 units)",,10/19/2018,5.7,,,10.4,,(2),,
708,"Highline Aftermarket Acquisition, LLC, Highline Aftermarket SC Acquisition, Inc. and Highline PPC Blocker LLC (15)",Manufacturer and distributor of automotive fluids,First lien senior secured revolving loan ($9.5 par due 11/2025),4.00% (Libor + 3.75%/M),11/9/2020,9.5,,,9.2,,(2),,
709,,,Second lien senior secured loan ($41.2 par due 11/2028),8.75% (Libor + 8.00%/Q),11/9/2020,41.2,,,40.4,,(2)(11),,
710,,,Second lien senior secured loan ($29.2 par due 11/2028),8.75% (Libor + 8.00%/Q),11/9/2020,29.2,,,28.6,,(2)(11),,
711,,,"Co-invest units (59,230 units)",,11/4/2020,5.9,,,5.9,,(2),,
713,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($153.0 par due 12/2025),5.63% (Libor + 5.00%/M),12/21/2018,152.4,,,146.9,,(11),,
714,,,First lien senior secured loan ($19.3 par due 12/2025),5.63% (Libor + 5.00%/M),12/21/2018,19.3,,,18.5,,(2)(11),,
715,,,"Preferred units (59,453 units)","4.50% Cash, 9.25% PIK",10/9/2015,72.3,,,72.3,,,,
717,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (15)",Auto parts retailer,Second lien senior secured loan ($153.9 par due 3/2026),8.50% (Libor + 7.50%/Q),3/20/2018,152.3,,,153.9,,(2)(11),,
718,,,Second lien senior secured loan ($1.4 par due 3/2026),8.50% (Libor + 7.50%/Q),3/20/2018,1.4,,,1.4,,(2)(11),,
719,,,Second lien senior secured loan ($23.3 par due 3/2026),9.00% (Libor + 8.00%/Q),10/15/2019,23.3,,,23.3,,(2)(11),,
720,,,"Class A units (12,400,000 units)",,3/20/2018,12.4,,,19.0,,(2),,
722,"SK SPV IV, LLC",Collision repair site operator,"Series A common stock (12,500 units)",,8/18/2014,0.6,,,1.4,,(2),,
723,,,"Series B common stock (12,500 units)",,8/18/2014,0.6,,,1.4,,(2),,
725,"Wand Newco 3, Inc.",Collision repair company,Second lien senior secured loan ($180.2 par due 2/2027),7.40% (Libor + 7.25%/M),2/5/2019,177.8,,,174.8,,(2),,
726,,,,,,862.6,,,848.5,,,11.82%,
728,Beacon RNG LLC,Owner of natural gas facilities,"Class B units (35,000,000 units)",,3/11/2019,35.0,,,39.3,,,,
729,"CPV Maryland Holding Company II, LLC",Gas turbine power generation facilities operator,Senior subordinated loan ($66.2 par due 3/2021),14.00% PIK,8/8/2014,61.6,,,61.6,,(2),,
730,DGH Borrower LLC,"Developer, owner and operator of quick start, small-scale natural gas-fired power generation projects",First lien senior secured loan ($50.3 par due 6/2023),8.25% (Libor + 7.25%/Q),6/8/2018,50.3,,,45.7,,(2)(11),,
731,"Green Energy Partners, Stonewall LLC and Panda Stonewall Intermediate Holdings II LLC",Gas turbine power generation facilities operator,First lien senior secured loan ($14.4 par due 11/2021),6.50% (Libor + 5.50%/Q),11/13/2014,14.3,,,13.1,,(2)(11),,
732,,,Senior subordinated loan ($134.2 par due 12/2021),,11/13/2014,132.1,,,87.3,,(2)(10),,
734,"Heelstone Renewable Energy, LLC (5)(15)","Provider of cloud based IT solutions, infrastructure and services","Preferred equity (2,700,000 shares)",,6/28/2019,29.4,,,29.7,,,,
735,Hummel Station LLC,Gas turbine power generation facilities operator,First lien senior secured loan ($0.9 par due 10/2022),7.00% (Libor + 6.00%/M),12/10/2020,0.9,,,0.9,,(2)(11)(18),,
736,Navisun LLC and Navisun Holdings LLC (5)(15),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($52.6 par due 11/2023),8.00% PIK,11/15/2017,52.6,,,52.6,,(2),,
737,,,First lien senior secured loan ($14.6 par due 11/2023),9.00% PIK,3/7/2019,14.6,,,14.6,,(2),,
739,,,First lien senior secured loan ($39.1 par due 11/2023),"5.00% Cash, 3.00% PIK",8/15/2019,39.1,,,39.1,,(2),,
740,,,"Series A preferred units (1,000 units)",10.50% PIK,11/15/2017,12.6,,,12.6,,,,
741,,,Class A units (550 units),,11/15/2017,0,,,0.3,,,,
743,"Panda Temple Power, LLC and T1 Power Holdings LLC (4)",Gas turbine power generation facilities operator,Second lien senior secured loan ($4.5 par due 2/2023),9.00% PIK (Libor + 8.00%/M),3/6/2015,4.5,,,4.5,,(2)(11),,
744,,,"Class A Common units (616,122 shares)",,3/6/2015,15.0,,,14.1,,,,
746,PERC Holdings 1 LLC,"Operator of recycled energy, combined heat and power, and energy efficiency facilities","Class B common units (21,653,543 units)",,10/20/2014,0.6,,,12.7,,(2),,
747,"PosiGen Backleverage, LLC and PosiGen, Inc. (15)",Seller and leaser of solar power systems for residential and commercial customers,First lien senior secured loan ($43.8 par due 1/2023),"10.50% (Libor + 7.00% Cash, 1.50% PIK/Q)",9/29/2020,42.9,,,43.0,,(2)(11),,
748,,,First lien senior secured loan ($1.9 par due 1/2023),"15.00% (Libor + 7.00% Cash, 6.00% PIK/M)",9/29/2020,1.9,,,1.9,,(2)(11),,
749,,,"Warrant to purchase up to 78,632 shares of common stock (expires 1/2027)",,1/29/2020,0,,,0,,(2),,
751,Riverview Power LLC,Operator of natural gas and oil fired power generation facilities,First lien senior secured loan ($76.6 par due 12/2022),9.00% (Libor + 8.00%/Q),12/29/2016,75.8,,,76.6,,(2)(11),,
752,"SE1 Generation, LLC",Solar power developer,Senior subordinated loan ($55.6 par due 12/2022),"5.50% Cash, 4.00% PIK",12/17/2019,55.6,,,54.5,,(2),,
753,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,First lien senior secured loan ($0.1 par due 2/2055),3.61%,10/28/2019,0.1,,,0.1,,(2),,
754,,,Senior subordinated loan ($137.0 par due 11/2025),"8.75% (Libor + 2.75% Cash, 4.00% PIK/Q)",11/26/2019,137.0,,,137.0,,(2)(11),,
756,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,First lien senior secured loan ($0.4 par due 6/2054),3.98%,6/7/2019,0.4,,,0.4,,(2),,
757,,,Senior subordinated loan ($66.9 par due 7/2030),"8.75% (Libor + 2.75% Cash, 4.00% PIK/Q)",6/27/2019,66.9,,,66.9,,(2)(11),,
759,,,,,,843.2,,,808.5,,,11.27%,
761,"AEP Holdings, Inc. and Arrowhead Holdco Company (15)","Distributor of non-discretionary, mission-critical aftermarket replacement parts",First lien senior secured loan ($7.7 par due 11/2025),6.75% (Libor + 5.75%/Q),12/31/2020,7.7,,,7.5,,(2)(11),,
762,,,First lien senior secured loan ($17.1 par due 11/2025),6.75% (Euribor + 5.75%/Q),11/17/2020,16.6,,,16.8,,(2)(11),,
763,,,"Common stock (3,467 shares)",,8/31/2015,3.5,,,3.4,,(2),,
765,"Cadence Aerospace, LLC (15)",Aerospace precision components manufacturer,First lien senior secured revolving loan ($14.2 par due 11/2022),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",11/14/2017,14.2,,,12.8,,(2)(11)(14),,
766,,,First lien senior secured revolving loan ($0.4 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",7/22/2020,0.4,,,0.3,,(2)(11),,
767,,,First lien senior secured loan ($31.7 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",11/14/2017,31.5,,,28.5,,(2)(11),,
768,,,First lien senior secured loan ($9.9 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",7/5/2018,9.9,,,8.9,,(2)(11),,
769,,,First lien senior secured loan ($12.0 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",10/31/2019,12.0,,,10.8,,(2)(11),,
770,,,First lien senior secured loan ($7.9 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",2/12/2020,7.9,,,7.1,,(2)(11),,
771,,,First lien senior secured loan ($1.7 par due 11/2023),"9.50% (Libor + 3.25% Cash, 5.25% PIK/Q)",7/31/2020,1.6,,,1.5,,(2)(11),,
774,Creation Holdings Inc. (15),Manufacturer of electrical systems,First lien senior secured revolving loan ($4.4 par due 8/2024),6.75% (Libor + 5.75%/M),8/15/2019,4.4,,,4.3,,(2)(6)(11)(14),,
775,,,First lien senior secured loan ($17.6 par due 8/2025),6.75% (Libor + 5.75%/Q),8/15/2019,17.5,,,17.3,,(2)(6)(11),,
776,,,First lien senior secured loan ($6.7 par due 8/2025),6.75% (Libor + 5.75%/Q),8/15/2019,6.7,,,6.5,,(6)(11),,
778,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($168.6 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",7/26/2017,168.6,,,158.5,,(2)(11),,
779,,,First lien senior secured loan ($4.3 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",3/1/2017,4.3,,,4.1,,(2)(11),,
780,,,First lien senior secured loan ($0.7 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",5/22/2020,0.7,,,0.6,,(2)(11),,
781,,,First lien senior secured loan ($0.7 par due 2/2022),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",5/22/2020,0.7,,,0.6,,(2)(11),,
782,,,First lien senior secured loan ($1.6 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/M)",5/22/2020,1.6,,,1.5,,(2)(11),,
784,"Dynamic NC Aerospace Holdings, LLC and Dynamic NC Investment Holdings, LP (15)",Provider of aerospace technology and equipment,First lien senior secured revolving loan ($0.7 par due 12/2025),8.75% (Base Rate + 5.50%/Q),12/30/2020,0.7,,,0.7,,(2)(11),,
785,,,First lien senior secured loan ($26.0 par due 12/2026),8.75% (Base Rate + 5.50%/Q),12/30/2020,26.0,,,25.8,,(2)(11),,
786,,,"Common units (9,773,000 units)",,12/30/2020,9.8,,,9.8,,,,
788,"ESCP PPG Holdings, LLC (4)",Distributor of new equipment and aftermarket parts to the heavy-duty truck industry,"Class A units (3,500,000 units)",,12/14/2016,3.5,,,3.1,,(2),,
789,"Flow Control Solutions, Inc. (15)",Distributor and manufacturer of flow control systems components,First lien senior secured loan ($10.8 par due 11/2024),6.75% (Libor + 5.75%/Q),11/21/2018,10.8,,,10.8,,(2)(11),,
790,,,First lien senior secured loan ($9.5 par due 11/2024),6.75% (Libor + 5.75%/Q),11/21/2018,9.5,,,9.5,,(2)(11),,
792,"Harvey Tool Company, LLC (15)",Manufacturer of cutting tools used in the metalworking industry,First lien senior secured revolving loan,,10/12/2017,0,,,0,,(13),,
793,,,First lien senior secured loan ($32.0 par due 10/2024),5.75% (Libor + 4.75%/Q),11/30/2020,32.0,,,32.0,,(2)(11),,
794,,,First lien senior secured loan ($30.0 par due 10/2024),5.75% (Libor + 4.75%/Q),10/12/2017,30.0,,,30.0,,(2)(11),,
795,,,Second lien senior secured loan ($43.7 par due 10/2025),9.50% (Libor + 8.50%/Q),10/12/2017,43.7,,,43.7,,(2)(11),,
797,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)",Provider of high-speed intelligent document scanning hardware and software,Senior subordinated loan ($8.3 par due 6/2022),14.00%,1/3/2017,8.2,,,8.3,,(2),,
798,,,Senior subordinated loan ($8.3 par due 6/2022),14.00%,1/3/2017,8.2,,,8.3,,(2),,
799,,,"Series A preferred stock (73,804,135 shares)",,1/3/2017,1.2,,,26.9,,,,
800,,,"Class A common stock (48,082 shares)",,1/3/2017,0,,,0.1,,,,
801,,,"Class B common stock (431,055 shares)",,1/3/2017,0.1,,,0.9,,,,
803,"Kene Acquisition, Inc. and Kene Holdings, L.P. (15)","National utility services firm providing engineering and consulting services to natural gas, electric power and other energy and industrial end markets",First lien senior secured revolving loan,,8/8/2019,0,,,0,,(13),,
804,,,First lien senior secured loan ($51.5 par due 8/2026),5.25% (Libor + 4.25%/Q),8/8/2019,51.5,,,51.0,,(2)(11),,
805,,,"Class A units (4,549,000 units)",,8/8/2019,4.5,,,4.3,,(2),,
808,"LTG Acquisition, Inc.","Designer and manufacturer of display, lighting and passenger communication systems for mass transportation markets","Class A membership units (5,000 units)",,1/3/2017,5.1,,,0,,,,
809,MB Aerospace Holdings II Corp.,Aerospace engine components manufacturer,Second lien senior secured loan ($68.4 par due 1/2026),10.00% (Libor + 9.00%/Q),1/22/2018,68.4,,,61.6,,(2)(11),,
810,,,Second lien senior secured loan ($23.6 par due 1/2026),10.00% (Libor + 9.00%/Q),5/28/2019,23.6,,,21.3,,(2)(11),,
812,"NCWS Intermediate, Inc. and NCWS Holdings LP (15)","Manufacturer and supplier of car wash equipment, parts and supplies to the conveyorized car wash market",First lien senior secured loan ($144.1 par due 12/2026),7.50% (Libor + 6.50%/Q),12/29/2020,144.1,,,142.7,,(2)(11),,
813,,,"Class A-2 common units (10,000,000 units)",,12/29/2020,10.0,,,10.0,,(2),,
815,"Radius Aerospace, Inc. and Radius Aerospace Europe Limited (15)",Metal fabricator in the aerospace industry,First lien senior secured revolving loan ($0.2 par due 3/2025),6.75% (Libor + 5.75%/Q),3/29/2019,0.2,,,0.2,,(2)(11),,
816,,,First lien senior secured revolving loan ($1.1 par due 3/2025),6.75% (GBP Libor + 5.75%/Q),11/14/2019,1.0,,,1.0,,(2)(6)(11),,
818,Star US Bidco LLC (15),"Manufacturer of pumps, compressors and other highly-engineered equipment for mission-critical applications",First lien senior secured revolving loan,,3/17/2020,0,,,0,,(13),,
819,"Sunk Rock Foundry Partners LP, Hatteras Electrical Manufacturing Holding Company and Sigma Electric Manufacturing Corporation (15)","Manufacturer of metal castings, precision machined components and sub-assemblies in the electrical products, power transmission and distribution and general industrial markets",First lien senior secured revolving loan ($2.5 par due 10/2022),7.25% (Libor + 6.25%/Q),10/31/2017,2.5,,,2.5,,(2)(11)(14),,
820,,,,,,804.4,,,795.5,,,11.08%,
822,"Alera Group Intermediate Holdings, Inc.",Insurance service provider,Second lien senior secured loan ($26.2 par due 3/2026),8.65% (Libor + 8.50%/M),3/5/2019,26.2,,,26.2,,(2),,
823,,,Second lien senior secured loan ($24.4 par due 3/2026),8.65% (Libor + 8.50%/M),3/5/2019,24.4,,,24.4,,(2),,
825,Amynta Agency Borrower Inc. and Amynta Warranty Borrower Inc.,Insurance service provider,First lien senior secured loan ($13.3 par due 2/2025),4.65% (Libor + 4.50%/M),12/21/2018,13.3,,,12.9,,(2),,
826,"AQ Sunshine, Inc. (15)",Specialized insurance broker,First lien senior secured loan ($8.7 par due 4/2025),7.00% (Libor + 6.00%/Q),4/15/2019,8.7,,,8.7,,(2)(11),,
827,,,First lien senior secured loan ($9.5 par due 4/2025),7.00% (Libor + 6.00%/Q),10/29/2020,9.5,,,9.5,,(2)(11),,
829,Ardonagh Midco 2 plc and Ardonagh Midco 3 plc (15),Insurance broker and underwriting servicer,First lien senior secured loan ($2.4 par due 7/2026),8.25% (GBP Libor + 7.50%/Q),6/26/2020,2.3,,,2.4,,(2)(6)(11),,
830,,,First lien senior secured loan ($68.7 par due 7/2026),8.25% (GBP Libor + 7.50%/Q),6/26/2020,63.1,,,68.7,,(2)(6)(11),,
831,,,First lien senior secured loan ($7.8 par due 7/2026),8.50% (Euribor + 7.50%/Q),6/26/2020,7.3,,,7.8,,(2)(6)(11),,
832,,,Senior subordinated loan ($1.1 par due 1/2027),11.50%,6/26/2020,1.1,,,1.1,,(2)(6),,
834,Benecon Midco II LLC and Locutus Holdco LLC (15),Employee benefits provider for small and mid-size employers,First lien senior secured revolving loan ($1.8 par due 12/2026),6.50% (Libor + 5.50%/Q),12/4/2020,1.8,,,1.7,,(2)(11),,
835,,,"Common units (9,803,682 units)",,12/4/2020,10.0,,,10.0,,(2),,
837,"Foundation Risk Partners, Corp. (15)",Full service independent insurance agency,First lien senior secured loan ($21.8 par due 11/2023),5.75% (Libor + 4.75%/Q),11/10/2017,21.8,,,21.8,,(2)(11),,
838,,,First lien senior secured loan ($25.8 par due 11/2023),5.75% (Libor + 4.75%/Q),8/30/2019,25.8,,,25.8,,(11),,
839,,,Second lien senior secured loan ($19.1 par due 11/2024),9.50% (Libor + 8.50%/Q),8/9/2018,19.1,,,19.1,,(2)(11),,
841,,,Second lien senior secured loan ($21.7 par due 11/2024),9.50% (Libor + 8.50%/Q),8/9/2018,21.7,,,21.7,,(2)(11),,
842,,,Second lien senior secured loan ($27.4 par due 11/2024),9.50% (Libor + 8.50%/Q),5/1/2019,27.4,,,27.4,,(2)(11),,
843,,,Second lien senior secured loan ($14.8 par due 11/2024),9.50% (Libor + 8.50%/Q),8/30/2019,14.8,,,14.8,,(2)(11),,
844,,,Second lien senior secured loan ($27.5 par due 11/2024),9.50% (Libor + 8.50%/Q),11/10/2017,27.5,,,27.5,,(2)(11),,
846,"K2 Insurance Services, LLC and K2 Holdco LP (15)",Specialty insurance and managing general agency,First lien senior secured revolving loan,,7/1/2019,0,,,0,,(13),,
847,,,First lien senior secured loan ($51.5 par due 7/2024),6.00% (Libor + 5.00%/Q),7/1/2019,51.5,,,51.5,,(2)(11),,
848,,,First lien senior secured loan ($10.5 par due 7/2024),6.00% (Libor + 5.00%/M),7/1/2019,10.5,,,10.5,,(2)(11),,
849,,,"Common units (799,000 units)",,7/1/2019,0.8,,,1.5,,(2),,
851,"NSM Insurance Group, LLC",Insurance program administrator,First lien senior secured loan ($12.9 par due 5/2026),7.00% (Libor + 5.75%/Q),5/11/2018,12.9,,,12.9,,(2)(11),,
852,"RSC Acquisition, Inc. and RSC Insurance Brokerage, Inc. (15)",Insurance broker,First lien senior secured revolving loan,,11/1/2019,0,,,0,,(13),,
853,,,First lien senior secured loan ($43.1 par due 10/2026),6.50% (Libor + 5.50%/Q),11/1/2019,43.1,,,42.7,,(2)(11),,
855,SCM Insurance Services Inc. (15),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",First lien senior secured loan ($20.5 par due 8/2024),6.00% (CDOR + 5.00%/M),8/29/2017,20.8,,,20.1,,(2)(6)(11),,
856,,,Second lien senior secured loan ($59.6 par due 3/2025),10.00% (CDOR + 9.00%/M),8/29/2017,60.5,,,58.4,,(2)(6)(11),,
858,"SG Acquisition, Inc.",Provider of insurance solutions for car sales,First lien senior secured loan ($38.6 par due 1/2027),5.90% (Libor + 5.75%/M),1/27/2020,38.6,,,38.6,,(2),,
859,"Spring Insurance Solutions, LLC (15)",Technology-based direct to consumer sales and marketing platform for insurance products,First lien senior secured loan ($19.0 par due 11/2025),7.50% (Libor + 6.50%/Q),11/23/2020,19.0,,,18.8,,(2)(11),,
860,"THG Acquisition, LLC (15)",Multi-line insurance broker,First lien senior secured revolving loan,,12/2/2019,0,,,0,,(13),,
861,,,First lien senior secured loan ($0.9 par due 12/2026),7.00% (Libor + 6.00%/Q),12/15/2020,0.9,,,0.9,,(2)(11),,
862,,,First lien senior secured loan ($10.0 par due 12/2026),6.75% (Libor + 5.75%/Q),12/2/2019,10.0,,,9.9,,(2)(11),,
863,,,First lien senior secured loan ($17.7 par due 12/2026),7.00% (Libor + 6.00%/Q),12/15/2020,17.7,,,17.7,,(2)(11),,
865,,,,,,612.1,,,615.0,,,8.57%,
867,"Birch Permian, LLC",Operator of private exploration oil and production company,Second lien senior secured loan ($88.3 par due 4/2023),9.50% (Libor + 8.00%/Q),4/12/2019,87.7,,,81.2,,(2)(11),,
868,"Cheyenne Petroleum Company Limited Partnership, CPC 2001 LLC and Mill Shoals LLC",Private oil exploration and production company,Second lien senior secured loan ($63.1 par due 1/2024),10.50% (Libor + 8.50%/Q),7/10/2019,63.1,,,52.4,,(2)(11),,
869,"Murchison Oil and Gas, LLC and Murchison Holdings, LLC",Exploration and production company,First lien senior secured loan ($6.8 par due 10/2023),11.00% (Libor + 9.00%/Q),9/19/2019,6.7,,,6.8,,(2)(11),,
870,,,First lien senior secured loan ($38.3 par due 10/2023),10.00% (Libor + 8.00%/Q),9/19/2019,38.3,,,38.0,,(2)(11),,
871,,,"Preferred units (21,667 units)",8.00%,10/26/2018,23.5,,,20.8,,,,
873,Penn Virginia Holding Corp.,Exploration and production company,Second lien senior secured loan ($90.1 par due 9/2022),8.00% (Libor + 7.00%/M),9/28/2017,90.1,,,84.7,,(2)(6)(11),,
874,"Sundance Energy, Inc.",Oil and gas producer,Second lien senior secured loan ($61.3 par due 4/2023),,4/23/2018,58.6,,,36.8,,(2)(10),,
875,"VPROP Operating, LLC and V SandCo, LLC (5)(15)",Sand-based proppant producer and distributor to the oil and natural gas industry,First lien senior secured loan ($5.4 par due 11/2024),11.00% PIK,11/6/2020,5.4,,,5.4,,(2)(11),,
876,,,First lien senior secured loan ($4.9 par due 11/2024),11.00% PIK,6/12/2020,4.9,,,4.9,,(2)(11),,
878,,,First lien senior secured loan ($22.5 par due 11/2024),11.00% PIK,3/1/2017,22.5,,,22.5,,(2)(11),,
879,,,"Class A units (347,900 units)",,11/6/2020,32.8,,,34.4,,(2),,
881,,,,,,433.6,,,387.9,,,5.41%,
883,American Seafoods Group LLC and American Seafoods Partners LLC,Harvester and processor of seafood,"Class A units (77,922 units)",,8/19/2015,0.1,,,0.2,,(2),,
884,,,"Warrant to purchase up to 7,422,078 Class A units (expires 8/2035)",,8/19/2015,7.4,,,17.5,,(2),,
886,"Bragg Live Food Products, LLC and SPC Investment Co., L.P. (4)(15)",Health food company,First lien senior secured revolving loan ($1.2 par due 12/2025),6.75% (Libor + 5.75%/Q),3/11/2019,1.2,,,1.2,,(2)(11),,
887,,,First lien senior secured loan ($39.8 par due 12/2025),6.75% (Libor + 5.75%/Q),12/28/2020,39.8,,,39.8,,(2)(11),,
888,,,"Common units (14,850 units)",,3/11/2019,14.9,,,14.3,,(2),,
890,CHG PPC Parent LLC,Diversified food products manufacturer,Second lien senior secured loan ($60.5 par due 3/2026),7.65% (Libor + 7.50%/M),3/30/2018,60.5,,,60.5,,(2),,
891,,,Second lien senior secured loan ($34.1 par due 3/2026),7.90% (Libor + 7.75%/M),1/31/2019,34.1,,,34.1,,(2),,
893,Ferraro Fine Foods Corp. and Italian Fine Foods Holdings L.P. (15),Specialty Italian food distributor,First lien senior secured loan ($9.3 par due 5/2024),5.25% (Libor + 4.25%/Q),5/9/2018,9.3,,,9.3,,(2)(11),,
894,,,First lien senior secured loan ($0.5 par due 5/2024),5.25% (Libor + 4.25%/Q),12/7/2018,0.5,,,0.5,,(2)(11),,
895,,,First lien senior secured loan ($2.8 par due 5/2024),5.25% (Libor + 4.25%/Q),5/10/2019,2.8,,,2.8,,(2)(11),,
896,,,"Class A common units (2,724,000 units)",,5/9/2018,2.7,,,4.1,,(2),,
898,"Gehl Foods, LLC and GF Parent LLC","Producer of low-acid, aseptic food and beverage products","Class A preferred units (2,940 units)",,5/13/2015,2.9,,,0,,(2),,
899,,,"Class A common units (60,000 units)",,5/13/2015,0.1,,,0,,(2),,
900,,,Class B common units (0.26 units),,5/13/2015,0,,,0,,(2),,
902,Hometown Food Company (15),Food distributor,First lien senior secured revolving loan ($0.5 par due 8/2023),6.25% (Libor + 5.00%/M),8/31/2018,0.5,,,0.5,,(2)(11)(14),,
903,"KC Culinarte Intermediate, LLC",Manufacturer of fresh refrigerated and frozen food products,First lien senior secured loan ($25.8 par due 8/2025),4.75% (Libor + 3.75%/M),1/24/2020,25.8,,,22.2,,(2)(11),,
904,,,Second lien senior secured loan ($35.7 par due 8/2026),8.75% (Libor + 7.75%/M),8/24/2018,35.7,,,29.6,,(2)(11),,
906,"NECCO Holdings, Inc. and New England Confectionery Company, Inc. (5)(15)",Producer and supplier of candy,First lien senior secured revolving loan ($19.9 par due 1/2018),,1/3/2017,7.9,,,2.9,,(10),,
907,,,First lien senior secured loan ($11.6 par due 11/2021),,1/3/2017,0.9,,,1.6,,(10),,
908,,,First lien senior secured loan ($2.2 par due 8/2018),,11/20/2017,2.1,,,0,,(10),,
909,,,First lien senior secured loan ($0.7 par due 11/2018),,11/20/2017,0.7,,,0.1,,(10),,
910,,,"Common stock (860,189 shares)",,1/3/2017,0.9,,,0,,,,
912,"RF HP SCF Investor, LLC",Branded specialty food company,Membership interest (10.08% interest),,12/22/2016,12.5,,,16.9,,(2)(6),,
913,"Sovos Brands Intermediate, Inc. (15)",Food and beverage platform,First lien senior secured loan ($6.7 par due 11/2025),4.96% (Libor + 4.75%/Q),11/20/2018,6.7,,,6.7,,(2),,
914,"Teasdale Foods, Inc. and Familia Group Holdings Inc. (15)","Provider of beans, sauces and hominy to the retail, foodservice and wholesale channels",First lien senior secured loan ($79.0 par due 12/2025),7.25% (Libor + 6.25%/Q),12/18/2020,79.0,,,77.4,,(2)(11),,
916,,,"Warrant to purchase up to 57,827 shares of common stock (expires 2/2034)",,2/4/2019,0,,,0,,(2),,
918,,,,,,349.0,,,342.2,,,4.77%,
920,"Blue Angel Buyer 1, LLC and Blue Angel Holdco, LLC (4)(15)",Distributor of OEM appliance aftermarket parts,First lien senior secured revolving loan,,1/2/2019,0,,,0,,(13),,
921,,,First lien senior secured loan ($5.3 par due 1/2026),5.25% (Libor + 4.25%/Q),2/20/2020,5.3,,,5.3,,(2)(11),,
922,,,"Class A preferred units (46,359 units)",8.00% PIK,1/2/2019,4.3,,,22.7,,(2),,
924,"Chariot Acquisition, LLC",Manufacturer of aftermarket golf cart parts and accessories,First lien senior secured loan ($26.2 par due 9/2021),7.25% (Libor + 6.25%/Q),1/3/2017,26.1,,,26.2,,(2)(11),,
925,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (15)",Provider of visual communications solutions,First lien senior secured revolving loan,,3/13/2019,0,,,0,,(13),,
926,,,First lien senior secured loan ($16.2 par due 3/2025),6.65% (Libor + 5.65%/M),3/13/2019,16.2,,,16.2,,(2)(11),,
927,,,First lien senior secured loan ($2.6 par due 3/2025),6.65% (Libor + 5.65%/M),8/27/2019,2.6,,,2.6,,(2)(11),,
928,,,Common units (600 units),,3/13/2019,0.6,,,0.8,,(2),,
930,"GPM Investments, LLC and ARKO Corp.",Convenience store operator,First lien senior secured loan ($27.4 par due 3/2027),6.25% (Libor + 4.75%/Q),2/28/2020,27.4,,,27.4,,(2)(11),,
