,Company(1),Business Description,Investment,Interest(3)(7),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,,
668,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (15)",Footwear and orthopedic foot-care brand,First lien senior secured revolving loan ($2.7 par due 11/2025),6.75% (Libor + 5.75%/Q),11/1/2019,2.7,,,2.6,,(2)(11),,,
669,,,First lien senior secured loan ($30.3 par due 11/2025),6.75% (Libor + 5.75%/Q),11/1/2019,30.3,,,29.1,,(2)(11),,,
671,,,"Common stock (8,549 shares)",,11/1/2019,8.5,,,5.9,,(2),,,
673,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($103.5 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/1/2017,103.5,,,89.0,,(2)(11),,,
674,,,First lien senior secured loan ($14.2 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/1/2017,14.2,,,12.2,,(2)(11),,,
675,,,First lien senior secured loan ($1.3 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",6/30/2016,1.3,,,1.1,,(2)(11),,,
676,,,First lien senior secured loan ($5.0 par due 4/2024),"8.75% (Libor + 2.50% Cash, 5.25% PIK/Q)",7/17/2018,5.0,,,4.3,,(2)(11),,,
678,"Pelican Products, Inc.",Flashlights manufacturer,Second lien senior secured loan ($27.3 par due 5/2026),8.75% (Libor + 7.75%/Q),5/4/2018,27.1,,,26.0,,(2)(11),,,
679,"S Toys Holdings LLC (fka The Step2 Company, LLC) (5)",Toy manufacturer,"Class B common units (126,278,000 units)",,10/30/2014,0,,,0,,(2),,,
680,,,"Common units (1,116,879 units)",,4/1/2011,0,,,0,,,,,
681,,,"Warrant to purchase up to 3,157,895 units",,4/1/2010,0,,,0,,,,,
683,SHO Holding I Corporation,Manufacturer and distributor of slip resistant footwear,Second lien senior secured loan ($100.0 par due 4/2023),9.50% (Libor + 8.50%/Q),10/27/2015,99.0,,,78.0,,(2)(11),,,
684,"Shock Doctor, Inc. and Shock Doctor Holdings, LLC (4)(15)","Developer, marketer and distributor of sports protection equipment and accessories",First lien senior secured revolving loan ($2.0 par due 5/2024),7.25% (Base Rate + 4.00%/Q),5/21/2019,2.0,,,1.8,,(2)(11),,,
685,,,First lien senior secured loan ($19.5 par due 5/2024),6.00% (Libor + 5.00%/Q),5/21/2019,19.4,,,16.9,,(2)(11),,,
686,,,"Class A preferred units (50,000 units)",,3/14/2014,5.0,,,0,,(2),,,
687,,,"Class C preferred units (50,000 units)",,4/22/2015,5.0,,,0,,(2),,,
688,,,"Preferred units (14,591 units)",,5/14/2019,1.6,,,0,,(2),,,
690,"Simpson Performance Products, Inc.",Provider of motorsports safety equipment,First lien senior secured loan ($28.3 par due 2/2023),7.66% (Libor + 5.50%/Q),2/20/2015,28.3,,,28.3,,(2)(11),,,
691,"Singer Sewing Company, SVP-Singer Holdings, LLC and SVP-Singer Holdings LP (5)(15)",Manufacturer of consumer sewing machines,First lien senior secured revolving loan ($65.1 par due 3/2023),10.00% (Libor + 9.00%/M),7/26/2017,65.1,,,65.1,,(2)(11)(14),,,
692,,,First lien senior secured loan ($199.2 par due 3/2023),"10.43% (Libor + 4.00% Cash, 5.00% PIK/M)",7/26/2017,174.6,,,194.9,,(2)(11),,,
693,,,"Class A common units (6,500,000 units)",,7/26/2017,0,,,0,,(2),,,
695,"Totes Isotoner Corporation and Totes Ultimate Holdco, Inc. (4)","Designer, marketer, and distributor of rain and cold weather products",First lien senior secured loan ($2.2 par due 12/2024),7.00% (Libor + 6.00%/Q),12/23/2019,2.2,,,1.8,,(2)(11),,,
696,,,First lien senior secured loan ($1.6 par due 6/2024),5.00% (Libor + 4.00%/Q),12/23/2019,1.6,,,1.5,,(2)(11),,,
697,,,"Common stock (861,000 shares)",,12/23/2019,6.0,,,0,,(2),,,
700,"Varsity Brands Holding Co., Inc. and BCPE Hercules Holdings, LP","Leading manufacturer and distributor of textiles, apparel & luxury goods",First lien senior secured loan ($11.2 par due 12/2024),4.50% (Libor + 3.50%/Q),4/17/2020,9.5,,,9.5,,(2)(11)(18),,,
701,,,Second lien senior secured loan ($21.1 par due 12/2025),9.25% (Libor + 8.25%/Q),7/30/2018,21.1,,,18.6,,(2)(11),,,
702,,,Second lien senior secured loan ($122.7 par due 12/2025),9.25% (Libor + 8.25%/Q),12/15/2017,122.7,,,108.0,,(2)(11),,,
703,,,"Class A units (1,400 units)",,7/30/2018,1.4,,,0.3,,(2),,,
705,,,,,,962.1,,,838.9,,,12.54%,,
707,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(15)",Restoration parts and accessories provider for classic automobiles,First lien senior secured revolving loan ($3.6 par due 5/2022),12.00% PIK,7/12/2012,3.6,,,3.2,,(2),,,
708,,,First lien senior secured loan ($21.9 par due 5/2022),12.00% PIK,7/12/2012,21.9,,,19.5,,(2),,,
709,,,"Class A common units (67,972 units)",,7/12/2012,16.4,,,0,,(2),,,
711,"GB Auto Service Holdings, LLC (15)",Automotive parts and repair services retailer,First lien senior secured revolving loan ($3.8 par due 10/2024),7.52% (Libor + 6.50%/Q),10/19/2018,3.8,,,3.7,,(2)(11),,,
712,,,First lien senior secured loan ($22.0 par due 10/2024),7.50% (Libor + 6.50%/Q),10/19/2018,22.0,,,21.1,,(2)(11),,,
713,,,First lien senior secured loan ($30.3 par due 10/2024),7.53% (Libor + 6.50%/Q),10/19/2018,30.3,,,29.1,,(2)(11),,,
714,,,First lien senior secured loan ($3.9 par due 10/2024),7.32% (Libor + 6.00%/Q),3/9/2020,3.9,,,3.7,,(2)(11),,,
715,,,First lien senior secured loan ($19.2 par due 10/2024),7.50% (Libor + 6.50%/Q),3/9/2020,19.2,,,18.4,,(2)(11),,,
716,,,"Common units (4,389,156 units)",,10/19/2018,5.7,,,5.4,,(2),,,
718,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C. (15)",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($153.8 par due 12/2025),5.18% (Libor + 5.00%/Q),12/21/2018,153.2,,,141.5,,(2),,,
719,,,First lien senior secured loan ($11.6 par due 12/2025),5.18% (Libor + 5.00%/Q),12/21/2018,11.6,,,10.6,,(2),,,
720,,,"Preferred units (59,453 units)","4.50% Cash, 9.25% PIK",10/9/2015,70.9,,,69.5,,(2),,,
722,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (15)",Auto parts retailer,First lien senior secured loan ($3.5 par due 3/2025),4.70% (Libor + 3.25%/Q),4/23/2020,2.9,,,3.2,,(2),,,
723,,,Second lien senior secured loan ($153.9 par due 3/2026),8.50% (Libor + 7.50%/M),3/20/2018,152.2,,,146.2,,(2)(11),,,
724,,,Second lien senior secured loan ($1.4 par due 3/2026),8.50% (Libor + 7.50%/Q),3/20/2018,1.4,,,1.4,,(2)(11),,,
725,,,Second lien senior secured loan ($23.3 par due 3/2026),9.00% (Libor + 8.00%/Q),10/15/2019,23.3,,,22.4,,(2)(11),,,
726,,,"Class A units (12,400,000 units)",,3/20/2018,12.4,,,10.1,,(2),,,
728,"SK SPV IV, LLC",Collision repair site operator,"Series A common stock (12,500 units)",,8/18/2014,0.6,,,2.1,,(2),,,
729,,,"Series B common stock (12,500 units)",,8/18/2014,0.6,,,2.1,,(2),,,
732,"Systematic Power Manufacturing, LLC",Manufacturer and supplier of batteries and ultracapacitors for automotive markets,First lien senior secured loan ($3.4 par due 6/2020),,3/30/2020,1.7,,,2.1,,(2)(10),,,
733,,,First lien senior secured loan ($1.8 par due 3/2024),,3/30/2020,0,,,0,,(2)(10),,,
734,,,Preferred unit (1 unit),,3/30/2020,0,,,0,,(2),,,
736,"Wand Newco 3, Inc.",Collision repair company,Second lien senior secured loan ($180.2 par due 2/2027),7.43% (Libor + 7.25%/Q),2/5/2019,177.6,,,173.0,,(2),,,
737,,,,,,735.2,,,688.3,,,10.29%,,
739,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts",First lien senior secured loan ($26.5 par due 8/2021),7.00% (Libor + 6.00%/Q),6/28/2018,27.1,,,25.7,,(2)(11),,,
740,,,"Common stock (3,467 shares)",,8/31/2015,3.5,,,2.3,,(2),,,
742,"Cadence Aerospace, LLC (15)",Aerospace precision components manufacturer,First lien senior secured revolving loan ($14.2 par due 11/2022),7.50% (Libor + 6.50%/Q),11/14/2017,14.2,,,13.1,,(2)(11)(14),,,
743,,,First lien senior secured loan ($31.7 par due 11/2023),7.50% (Libor + 6.50%/Q),11/14/2017,31.5,,,29.1,,(2)(11),,,
744,,,First lien senior secured loan ($9.9 par due 11/2023),7.50% (Libor + 6.50%/Q),7/5/2018,9.9,,,9.1,,(2)(11),,,
745,,,First lien senior secured loan ($12.0 par due 11/2023),7.50% (Libor + 6.50%/Q),10/31/2019,12.0,,,11.1,,(2)(11),,,
746,,,First lien senior secured loan ($7.9 par due 11/2023),7.50% (Libor + 6.50%/Q),2/12/2020,7.9,,,7.3,,(2)(11),,,
748,Creation Holdings Inc. (15),Manufacturer of electrical systems,First lien senior secured revolving loan ($8.8 par due 8/2024),6.75% (Libor + 5.75%/Q),8/15/2019,8.8,,,8.4,,(2)(6)(11)(14),,,
749,,,First lien senior secured loan ($17.7 par due 8/2025),6.75% (Libor + 5.75%/Q),8/15/2019,17.6,,,17.0,,(2)(6)(11),,,
750,,,First lien senior secured loan ($6.7 par due 8/2025),6.75% (Libor + 5.75%/Q),8/15/2019,6.7,,,6.4,,(2)(6)(11),,,
752,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($169.5 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/Q)",7/26/2017,169.5,,,162.7,,(2)(11),,,
753,,,First lien senior secured loan ($4.4 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/Q)",3/1/2017,4.4,,,4.2,,(2)(11),,,
754,,,First lien senior secured loan ($0.7 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/Q)",5/22/2020,0.7,,,0.6,,(2)(11),,,
755,,,First lien senior secured loan ($0.7 par due 2/2022),"8.50% (Libor + 6.00% Cash, 1.50% PIK/Q)",5/22/2020,0.7,,,0.6,,(2)(11),,,
756,,,First lien senior secured loan ($0.3 par due 8/2023),"8.50% (Libor + 6.00% Cash, 1.50% PIK/Q)",5/22/2020,0.3,,,0.3,,(2),,,
758,"ESCP PPG Holdings, LLC (4)",Distributor of new equipment and aftermarket parts to the heavy-duty truck industry,"Class A units (3,500,000 units)",,12/14/2016,3.5,,,3.5,,(2),,,
759,"Flow Control Solutions, Inc. (15)",Distributor and manufacturer of flow control systems components,First lien senior secured loan ($10.8 par due 11/2024),6.25% (Libor + 5.25%/Q),11/21/2018,10.8,,,10.8,,(2)(11),,,
760,"Harvey Tool Company, LLC (15)",Manufacturer of cutting tools used in the metalworking industry,First lien senior secured revolving loan ($5.1 par due 10/2023),5.50% (Libor + 4.50%/M),10/12/2017,5.1,,,5.1,,(2)(11)(14),,,
762,,,First lien senior secured loan ($30.2 par due 10/2024),5.75% (Libor + 4.75%/Q),10/12/2017,30.2,,,30.2,,(2)(11),,,
763,,,Second lien senior secured loan ($43.7 par due 10/2025),9.72% (Libor + 8.50%/Q),10/12/2017,43.7,,,43.7,,(2)(11),,,
765,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)",Provider of high-speed intelligent document scanning hardware and software,Senior subordinated loan ($8.3 par due 6/2022),14.00%,1/3/2017,8.2,,,8.3,,(2),,,
766,,,Senior subordinated loan ($8.3 par due 6/2022),14.00%,1/3/2017,8.2,,,8.3,,(2),,,
767,,,"Series A preferred stock (66,424,135 shares)",,1/3/2017,0,,,26.7,,,,,
768,,,"Class A common stock (33,173 shares)",,1/3/2017,0,,,0.1,,,,,
769,,,"Class B common stock (134,214 shares)",,1/3/2017,0,,,0.3,,,,,
771,"Kene Acquisition, Inc. and Kene Holdings, L.P. (15)","National utility services firm providing engineering and consulting services to natural gas, electric power and other energy and industrial end markets",First lien senior secured revolving loan ($1.5 par due 8/2024),5.25% (Libor + 4.25%/Q),8/8/2019,1.5,,,1.4,,(2)(11)(14),,,
772,,,First lien senior secured loan ($51.7 par due 8/2026),5.25% (Libor + 4.25%/Q),8/8/2019,51.7,,,49.7,,(2)(11),,,
773,,,"Class A units (4,549,000 units)",,8/8/2019,4.5,,,4.3,,(2),,,
775,"LTG Acquisition, Inc.","Designer and manufacturer of display, lighting and passenger communication systems for mass transportation markets","Class A membership units (5,000 units)",,1/3/2017,5.1,,,0,,,,,
776,MB Aerospace Holdings II Corp.,Aerospace engine components manufacturer,Second lien senior secured loan ($68.4 par due 1/2026),10.00% (Libor + 9.00%/M),1/22/2018,68.4,,,61.6,,(2)(11),,,
777,,,Second lien senior secured loan ($23.6 par due 1/2026),10.00% (Libor + 9.00%/Q),5/28/2019,23.6,,,21.3,,(2)(11),,,
779,"Radius Aerospace, Inc. and Radius Aerospace Europe Limited (15)",Metal fabricator in the aerospace industry,First lien senior secured revolving loan ($1.8 par due 3/2025),6.86% (Libor + 5.75%/Q),3/29/2019,1.8,,,1.7,,(2)(11),,,
780,,,First lien senior secured revolving loan ($1.0 par due 3/2025),6.75% (Libor + 5.75%/Q),11/14/2019,1.0,,,0.9,,(2)(6)(11),,,
782,Saw Mill PCG Partners LLC,Manufacturer of metal precision engineered components,"Common units (1,000 units)",,1/30/2007,1.0,,,0,,(2),,,
783,Star US Bidco LLC (15),"Manufacturer of pumps, compressors and other highly-engineered equipment for mission-critical applications",First lien senior secured revolving loan ($2.1 par due 3/2025),4.43% (Libor + 4.25%/Q),3/17/2020,1.9,,,2.0,,(2),,,
784,"Sunk Rock Foundry Partners LP, Hatteras Electrical Manufacturing Holding Company and Sigma Electric Manufacturing Corporation (15)","Manufacturer of metal castings, precision machined components and sub-assemblies in the electrical products, power transmission and distribution and general industrial markets",First lien senior secured revolving loan ($6.3 par due 10/2022),5.75% (Libor + 4.75%/Q),10/31/2017,6.3,,,6.0,,(2)(11)(14),,,
785,,,,,,591.3,,,583.8,,,8.73%,,
787,Achilles Acquisition LLC (15),Benefits broker and outsourced workflow automation platform provider for brokers,First lien senior secured loan ($0.7 par due 10/2025),4.19% (Libor + 4.00%/Q),10/11/2018,0.7,,,0.7,,(2),,,
788,"Alera Group Intermediate Holdings, Inc.",Insurance service provider,Second lien senior secured loan ($26.2 par due 3/2026),8.68% (Libor + 8.50%/Q),3/5/2019,26.2,,,25.6,,(2),,,
789,,,Second lien senior secured loan ($24.4 par due 3/2026),8.68% (Libor + 8.50%/Q),3/5/2019,24.4,,,23.9,,(2),,,
792,Amynta Agency Borrower Inc. and Amynta Warranty Borrower Inc.,Insurance service provider,First lien senior secured loan ($13.3 par due 2/2025),4.68% (Libor + 4.50%/Q),12/21/2018,13.3,,,12.0,,(2),,,
793,"AQ Sunshine, Inc. (15)",Specialized insurance broker,First lien senior secured revolving loan ($0.1 par due 4/2024),6.78% (Libor + 5.75%/Q),4/15/2019,0.1,,,0.1,,(2)(11)(14),,,
794,,,First lien senior secured loan ($8.2 par due 4/2025),6.75% (Libor + 5.75%/Q),4/15/2019,8.2,,,8.0,,(2)(11),,,
796,"Foundation Risk Partners, Corp. (15)",Full service independent insurance agency,First lien senior secured loan ($21.9 par due 11/2023),5.75% (Libor + 4.75%/Q),11/10/2017,21.9,,,21.7,,(2)(11),,,
797,,,First lien senior secured loan ($7.6 par due 11/2023),5.75% (Libor + 4.75%/Q),8/30/2019,7.6,,,7.5,,(2)(11),,,
798,,,Second lien senior secured loan ($19.1 par due 11/2024),9.50% (Libor + 8.50%/Q),8/9/2018,19.1,,,18.9,,(2)(11),,,
799,,,Second lien senior secured loan ($21.7 par due 11/2024),9.50% (Libor + 8.50%/Q),8/9/2018,21.6,,,21.4,,(2)(11),,,
800,,,Second lien senior secured loan ($27.4 par due 11/2024),9.50% (Libor + 8.50%/Q),5/1/2019,27.4,,,27.1,,(2)(11),,,
801,,,Second lien senior secured loan ($1.3 par due 11/2024),9.50% (Libor + 8.50%/Q),8/30/2019,1.3,,,1.3,,(2)(11),,,
802,,,Second lien senior secured loan ($27.5 par due 11/2024),9.50% (Libor + 8.50%/Q),11/10/2017,27.5,,,27.2,,(2)(11),,,
804,"K2 Insurance Services, LLC and K2 Holdco LP (15)",Specialty insurance and managing general agency,First lien senior secured revolving loan,,7/1/2019,0,,,0,,(13),,,
805,,,First lien senior secured loan ($51.7 par due 7/2024),6.00% (Libor + 5.00%/Q),7/1/2019,51.7,,,51.7,,(2)(11),,,
806,,,First lien senior secured loan ($6.7 par due 7/2024),6.00% (Libor + 5.00%/Q),7/1/2019,6.7,,,6.7,,(2)(11),,,
807,,,"Common equity (799,000 units)",,7/1/2019,0.8,,,1.1,,(2),,,
809,"NSM Insurance Group, LLC",Insurance program administrator,First lien senior secured loan ($13.0 par due 5/2026),7.14% (Libor + 5.75%/Q),5/11/2018,13.0,,,13.0,,(2)(11),,,
810,"RSC Acquisition, Inc. and RSC Insurance Brokerage, Inc. (15)",Insurance broker,First lien senior secured revolving loan,,11/1/2019,0,,,0,,(13),,,
811,,,First lien senior secured loan ($33.6 par due 10/2026),6.50% (Libor + 5.50%/Q),11/1/2019,33.6,,,32.6,,(2)(11),,,
812,,,First lien senior secured loan ($0.6 par due 10/2026),6.50% (Libor + 5.50%/Q),11/1/2019,0.6,,,0.6,,(2)(11),,,
814,SCM Insurance Services Inc. (15),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",First lien senior secured revolving loan ($2.0 par due 8/2022),6.45% (Base Rate + 4.00%/Q),8/29/2017,2.0,,,1.8,,(2)(6)(11),,,
815,,,First lien senior secured loan ($19.3 par due 8/2024),6.00% (CDOR + 5.00%/Q),8/29/2017,20.9,,,17.8,,(2)(6)(11),,,
816,,,Second lien senior secured loan ($55.8 par due 3/2025),10.00% (CDOR + 9.00%/M),8/29/2017,60.5,,,50.3,,(2)(6)(11),,,
818,"SG Acquisition, Inc.",Provider of insurance solutions for car sales,First lien senior secured loan ($41.8 par due 1/2027),5.93% (Libor + 5.75%/Q),1/27/2020,41.8,,,40.5,,(2),,,
819,"THG Acquisition, LLC (15)",Multi-line insurance broker,First lien senior secured revolving loan ($0.1 par due 12/2025),6.75% (Libor + 5.75%/Q),12/2/2019,0.1,,,0.1,,(2)(11)(14),,,
820,,,First lien senior secured loan ($1.8 par due 12/2026),6.75% (Libor + 5.75%/Q),12/2/2019,1.8,,,1.8,,(2)(11),,,
823,,,,,,432.8,,,413.4,,,6.18%,,
825,"Birch Permian, LLC",Operator of private exploration oil and production company,Second lien senior secured loan ($88.3 par due 4/2023),9.83% (Libor + 8.00%/Q),4/12/2019,87.6,,,68.9,,(2)(11),,,
826,"Cheyenne Petroleum Company Limited Partnership, CPC 2001 LLC and Mill Shoals LLC",Private oil exploration and production company,Second lien senior secured loan ($63.1 par due 1/2024),10.50% (Libor + 8.50%/Q),7/10/2019,63.1,,,49.3,,(2)(11),,,
827,"Joule Unlimited Technologies, Inc. and Stichting Joule Global Foundation",Renewable fuel and chemical production developer,First lien senior secured loan ($7.8 par due 10/2018),,3/31/2015,5.8,,,0,,(2)(10),,,
828,,,"Warrant to purchase up to 32,051 shares of Series C-2 preferred stock (expires 7/2023)",,7/25/2013,0,,,0,,(2)(6),,,
830,"Murchison Oil and Gas, LLC and Murchison Holdings, LLC",Exploration and production company,First lien senior secured loan ($10.1 par due 10/2023),11.00% (Libor + 9.00%/Q),9/19/2019,10.0,,,10.1,,(2)(11),,,
831,,,First lien senior secured loan ($38.3 par due 10/2023),10.00% (Libor + 8.00%/Q),9/19/2019,38.3,,,34.1,,(2)(11),,,
832,,,"Preferred units (21,667 units)",,10/26/2018,23.5,,,19.5,,,,,
834,Penn Virginia Holding Corp.,Exploration and production company,Second lien senior secured loan ($90.1 par due 9/2022),8.00% (Libor + 7.00%/M),9/28/2017,90.1,,,67.6,,(2)(6)(11),,,
835,"Sundance Energy, Inc.",Oil and gas producer,Second lien senior secured loan ($60.7 par due 4/2023),"11.00% (Libor + 8.00% Cash, 2.00% PIK/Q)",4/23/2018,60.0,,,44.9,,(2)(11),,,
836,"VPROP Operating, LLC and Vista Proppants and Logistics, LLC (15)",Sand-based proppant producer and distributor to the oil and natural gas industry,First lien senior secured loan ($1.6 par due 12/2020),11.00% (Libor + 9.50%/Q),6/12/2020,1.6,,,1.6,,(2)(11),,,
837,,,First lien senior secured loan ($96.9 par due 8/2021),,3/1/2017,87.4,,,37.8,,(2)(10),,,
838,,,First lien senior secured loan ($37.7 par due 8/2021),,11/9/2017,34.0,,,14.7,,(2)(10),,,
839,,,First lien senior secured loan ($30.2 par due 8/2021),,8/1/2017,27.2,,,11.8,,(2)(10),,,
840,,,"Common units (997,864 units)",,11/9/2017,9.7,,,0,,(2),,,
842,,,,,,538.3,,,360.3,,,5.38%,,
844,American Seafoods Group LLC and American Seafoods Partners LLC,Harvester and processor of seafood,"Class A units (77,922 units)",,8/19/2015,0.1,,,0.2,,(2),,,
845,,,"Warrant to purchase up to 7,422,078 Class A units (expires 8/2035)",,8/19/2015,7.4,,,20.7,,(2),,,
847,"Bragg Live Food Products, LLC and SPC Investment Co., L.P. (4)(15)",Health food company,First lien senior secured loan ($31.4 par due 3/2024),6.75% (Libor + 5.75%/Q),3/11/2019,31.4,,,31.1,,(2)(11),,,
848,,,"Common units (14,850 units)",,3/11/2019,14.9,,,13.9,,(2),,,
850,CHG PPC Parent LLC,Diversified food products manufacturer,Second lien senior secured loan ($60.5 par due 3/2026),7.68% (Libor + 7.50%/Q),3/30/2018,60.5,,,58.6,,(2),,,
851,,,Second lien senior secured loan ($34.1 par due 3/2026),7.93% (Libor + 7.75%/Q),1/31/2019,34.1,,,33.1,,(2),,,
854,Ferraro Fine Foods Corp. and Italian Fine Foods Holdings L.P. (15),Specialty Italian food distributor,First lien senior secured revolving loan ($2.7 par due 5/2023),5.32% (Libor + 4.25%/Q),5/9/2018,2.7,,,2.6,,(2)(11),,,
855,,,First lien senior secured loan ($9.3 par due 5/2024),5.32% (Libor + 4.25%/Q),5/9/2018,9.3,,,9.0,,(2)(11),,,
856,,,First lien senior secured loan ($0.5 par due 5/2024),5.32% (Libor + 4.25%/Q),12/7/2018,0.5,,,0.5,,(2)(11),,,
857,,,First lien senior secured loan ($2.8 par due 5/2024),5.32% (Libor + 4.25%/Q),5/10/2019,2.8,,,2.7,,(2)(11),,,
858,,,"Class A common units (2,724,000 units)",,5/9/2018,2.7,,,3.1,,(2),,,
860,"Gehl Foods, LLC and GF Parent LLC","Producer of low-acid, aseptic food and beverage products","Class A preferred units (2,940 units)",,5/13/2015,2.9,,,0,,(2),,,
861,,,"Class A common units (60,000 units)",,5/13/2015,0.1,,,0,,(2),,,
862,,,Class B common units (0.26 units),,5/13/2015,0,,,0,,(2),,,
864,Hometown Food Company (15),Food distributor,First lien senior secured revolving loan,,8/31/2018,0,,,0,,(13),,,
865,"KC Culinarte Intermediate, LLC",Manufacturer of fresh refrigerated and frozen food products,First lien senior secured loan ($25.9 par due 8/2025),4.75% (Libor + 3.75%/Q),1/24/2020,25.9,,,23.3,,(2)(11),,,
866,,,Second lien senior secured loan ($35.7 par due 8/2026),8.75% (Libor + 7.75%/Q),8/24/2018,35.7,,,31.4,,(2)(11),,,
868,"NECCO Holdings, Inc. and New England Confectionery Company, Inc. (5)(15)",Producer and supplier of candy,First lien senior secured revolving loan ($19.9 par due 1/2018),,1/3/2017,7.9,,,2.9,,(10),,,
869,,,First lien senior secured loan ($11.6 par due 11/2021),,1/3/2017,0.9,,,1.6,,(10),,,
870,,,First lien senior secured loan ($0.7 par due 11/2018),,11/20/2017,0.7,,,0.1,,(10),,,
871,,,First lien senior secured loan ($2.2 par due 8/2018),,11/20/2017,2.1,,,0,,(10),,,
872,,,"Common stock (860,189 shares)",,1/3/2017,0.9,,,0,,,,,
874,"RF HP SCF Investor, LLC",Branded specialty food company,Membership interest (10.08% interest),,12/22/2016,12.5,,,17.3,,(2)(6),,,
875,"Sovos Brands Intermediate, Inc. (15)",Food and beverage platform,First lien senior secured loan ($6.8 par due 11/2025),6.59% (Libor + 5.00%/Q),11/20/2018,6.7,,,6.8,,(2),,,
876,"Teasdale Foods, Inc. and Familia Group Holdings Inc. (15)","Provider of beans, sauces and hominy to the retail, foodservice and wholesale channels",First lien senior secured revolving loan ($0.1 par due 4/2021),7.50% (Base Rate + 4.25%/Q),6/30/2017,0.1,,,0.1,,(2)(11)(14),,,
877,,,First lien senior secured revolving loan ($0.1 par due 4/2021),6.25% (Libor + 5.25%/Q),6/30/2017,0.1,,,0.1,,(2)(11)(14),,,
878,,,First lien senior secured loan ($0.4 par due 4/2021),6.25% (Libor + 5.25%/Q),6/26/2018,0.4,,,0.4,,(2)(11),,,
879,,,Second lien senior secured loan ($37.7 par due 10/2021),11.00% PIK (Libor + 10.00%/Q),1/3/2017,37.7,,,34.3,,(2)(11),,,
880,,,Second lien senior secured loan ($65.8 par due 10/2021),11.00% PIK (Libor + 10.00%/Q),1/3/2017,65.8,,,59.8,,(2)(11),,,
881,,,"Warrant to purchase up to 57,827 shares of common stock (expires 2/2034)",,2/4/2019,0,,,0,,(2),,,
883,,,,,,366.8,,,353.6,,,5.28%,,
886,"Atlas Intermediate III, L.L.C. (15)",Specialty chemicals distributor,First lien senior secured revolving loan ($0.1 par due 4/2025),6.50% (Libor + 5.50%/Q),4/29/2019,0.1,,,0.1,,(2)(11),,,
887,"Blue Angel Buyer 1, LLC and Blue Angel Holdco, LLC (4)(15)",Distributor of OEM appliance aftermarket parts,First lien senior secured revolving loan,,1/2/2019,0,,,0,,(13),,,
888,,,First lien senior secured loan ($5.3 par due 1/2026),5.64% (Libor + 4.50%/Q),2/20/2020,5.3,,,5.3,,(2)(11),,,
889,,,"Class A preferred units (46,359 units)",8.00% PIK,1/2/2019,6.3,,,6.3,,(2),,,
891,"Chariot Acquisition, LLC",Manufacturer of aftermarket golf cart parts and accessories,First lien senior secured loan ($26.3 par due 9/2021),7.50% (Libor + 6.50%/Q),1/3/2017,26.2,,,25.8,,(2)(11),,,
892,"Display Holding Company, Inc., Saldon Holdings, Inc. and Fastsigns Holdings Inc. (15)",Provider of visual communications solutions,First lien senior secured revolving loan ($2.3 par due 3/2024),6.65% (Libor + 5.65%/Q),3/13/2019,2.3,,,2.2,,(2)(11),,,
893,,,First lien senior secured loan ($16.3 par due 3/2025),6.65% (Libor + 5.65%/Q),3/13/2019,16.3,,,15.8,,(2)(11),,,
894,,,First lien senior secured loan ($2.6 par due 3/2025),6.65% (Libor + 5.65%/Q),8/27/2019,2.6,,,2.5,,(2)(11),,,
895,,,Common units (600 units),,3/13/2019,0.6,,,0.7,,(2),,,
897,"GPM Investments, LLC (15)",Convenience store operator,First lien senior secured loan ($27.5 par due 3/2027),6.25% (Libor + 4.75%/Q),2/28/2020,27.5,,,27.0,,(2)(11),,,
898,,,Member units (296.94 units),,2/28/2020,19.8,,,20.3,,(2),,,
899,,,Warrant to purchase up to 148.47 Class G membership units (expires 5/2028),,2/28/2020,0,,,0,,(2),,,
901,"McKenzie Creative Brands, LLC (15)","Designer, manufacturer and distributor of hunting-related supplies",First lien senior secured revolving loan ($3.2 par due 9/2023),4.75% (Libor + 3.75%/Q),9/18/2014,3.2,,,3.1,,(2)(11),,,
902,,,First lien senior secured loan ($84.5 par due 9/2023),6.82% (Libor + 5.75%/Q),9/18/2014,84.5,,,81.9,,(2)(8)(11),,,
