,Company(1),Business Description,Investment,Interest(5)(9),Acquisition  Date,Amortized  Cost,,Fair  Value,,Percentage  of Net  Assets,,,
701,,,First lien senior secured loan ($9.0 par due 9/2021),8.83% (Libor + 6.50%/Q),1/3/2017,9.0,,,8.9,,(4)(15),,
704,"ECI Purchaser Company, LLC",Manufacturer of equipment to safely control pressurized gases,First lien senior secured loan ($21.8 par due 12/2019),8.45% (Libor + 6.25%/S),7/26/2017,21.8,,,21.5,,(2)(15),,
705,,,First lien senior secured loan ($161.1 par due 12/2019),8.71% (Libor + 6.25%/S),7/26/2017,161.1,,,159.5,,(2)(15),,
706,,,First lien senior secured loan ($0.5 par due 12/2019),8.45% (Libor + 6.25%/S),7/26/2017,0.5,,,0.5,,(2)(15),,
708,"Harvey Tool Company, LLC (19)",Cutting tool provider to the metalworking industry,First lien senior secured revolving loan,0,10/12/2017,0,,,0,,(17),,
709,,,First lien senior secured loan ($30.5 par due 10/2024),7.08% (Libor + 4.75%/Q),10/12/2017,30.5,,,30.5,,(4)(15),,
710,,,Second lien senior secured loan ($43.7 par due 10/2025),11.10% (Libor + 8.50%/Q),10/12/2017,43.7,,,43.7,,(2)(15),,
712,"Ioxus, Inc. (6)",Energy storage devices,First lien senior secured loan ($1.4 par due 12/2019),,4/29/2014,1.3,,,1.4,,(2),,
713,,,First lien senior secured loan ($5.7 par due 12/2019),"9.00% Cash, 3.00% PIK",4/29/2014,5.7,,,5.7,,(2),,
714,,,"Series CC preferred stock (1,683,265 shares)",,9/7/2017,0.7,,,0,,(2),,
715,,,"Warrant to purchase up to 30,256 shares of Series BB preferred stock (expires 8/2026)",,8/24/2016,0,,,0,,(2),,
716,,,"Warrant to purchase up to 8,416,326 shares of Series CC preferred stock (expires 1/2027)",,1/27/2017,0,,,0,,(2),,
717,,,"Warrant to purchase up to 75,968 shares of common stock (expires 1/2026)",,1/28/2016,0,,,0,,(2),,
719,KPS Global LLC and Cool Group LLC,Walk-in cooler and freezer systems,First lien senior secured loan ($1.5 par due 4/2022),4.88% (Libor + 2.50%/M),4/5/2017,1.5,,,1.5,,(2)(15),,
720,,,First lien senior secured loan ($4.3 par due 4/2022),8.94% (Libor + 6.56%/M),11/16/2018,4.3,,,4.3,,(2)(15),,
721,,,First lien senior secured loan ($10.5 par due 4/2022),8.87% (Libor + 6.49%/M),4/5/2017,10.5,,,10.5,,(2)(15),,
722,,,First lien senior secured loan ($5.2 par due 4/2022),8.87% (Libor + 6.49%/M),4/5/2017,5.2,,,5.2,,(4)(15),,
723,,,"Class A units (13,292 units)",,9/21/2018,1.1,,,1.7,,,,
725,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C. (19)",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($11.7 par due 12/2025),7.15% (Libor + 4.75%/M),12/21/2018,11.7,,,11.6,,(2),,
726,,,First lien senior secured loan ($102.1 par due 12/2025),7.08% (Libor + 4.75%/Q),12/21/2018,101.6,,,101.3,,(2),,
727,,,First lien senior secured loan ($53.2 par due 12/2025),7.08% (Libor + 4.75%/Q),12/21/2018,53.0,,,52.8,,(3),,
728,,,"Preferred units (59,453 units)","4.50% Cash, 9.25% PIK",10/9/2015,68.3,,,68.3,,,,
730,"Pelican Products, Inc.",Flashlights,Second lien senior secured loan ($27.3 par due 5/2026),10.16% (Libor + 7.75%/M),5/4/2018,27.1,,,27.3,,(2)(15),,
731,"Sanders Industries Holdings, Inc. and SI Holdings, Inc. (19)","Elastomeric parts, mid-sized composite structures, and composite tooling",First lien senior secured loan ($38.9 par due 5/2020),9.09% (Libor + 6.50%/Q),7/21/2017,38.9,,,38.9,,(2)(15),,
732,,,First lien senior secured loan ($22.3 par due 5/2020),9.09% (Libor + 6.50%/Q),7/21/2017,22.3,,,22.3,,(4)(15),,
733,,,"Common stock (1,500 shares)",,5/30/2014,1.5,,,3.2,,(2),,
736,Saw Mill PCG Partners LLC,Metal precision engineered components,"Common units (1,000 units)",,1/30/2007,1.0,,,0,,(2),,
737,"Sonny's Enterprises, LLC (19)","Manufacturer and supplier of car wash equipment, parts and supplies to the conveyorized car wash market",First lien senior secured revolving loan ($1.1 par due 12/2022),6.58% (Libor + 4.25%/Q),11/30/2017,1.1,,,1.1,,(2)(15),,
738,"Sunk Rock Foundry Partners LP, Hatteras Electrical Manufacturing Holding Company and Sigma Electric Manufacturing Corporation (19)","Manufacturer of metal castings, precision machined components and sub-assemblies in the electrical products, power transmission and distribution and general industrial markets",First lien senior secured revolving loan ($2.4 par due 10/2022),7.08% (Libor + 4.75%/Q),10/31/2017,2.4,,,2.4,,(2)(15)(18),,
739,,,,,,643.4,,,641.7,,,8.71,%
741,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts",First lien senior secured loan ($0.1 par due 8/2021),8.53% (EURIBOR + 6.00%/B),6/28/2018,0.2,,,0.1,,(2)(15),,
742,,,First lien senior secured loan ($27.0 par due 8/2021),8.58% (EURIBOR + 6.00%/Q),6/28/2018,27.2,,,25.7,,(2)(15),,
743,,,"Common stock (3,467 shares)",,8/31/2015,3.5,,,2.2,,(2),,
745,"ChargePoint, Inc.",Developer and operator of electric vehicle charging stations,"Warrant to purchase up to 809,126 shares of Series E preferred stock (expires 12/2024)",,12/30/2014,0.3,,,3.0,,(2),,
746,"Dent Wizard International Corporation and DWH Equity Investors, L.P.",Automotive reconditioning services,First lien senior secured loan ($13.0 par due 4/2022),6.40% (Libor + 4.00%/M),6/5/2019,12.9,,,12.9,,(2)(15),,
747,,,Second lien senior secured loan ($45.0 par due 10/2022),10.40% (Libor + 8.00%/M),4/7/2015,45.0,,,45.0,,(3)(15),,
748,,,"Class A common stock (10,000 shares)",,4/7/2015,0.1,,,0.7,,(2),,
749,,,"Class B common stock (20,000 shares)",,4/7/2015,0.2,,,1.4,,(2),,
751,"Eckler Industries, Inc. and Eckler Purchaser LLC (7)(19)",Restoration parts and accessories provider for classic automobiles,First lien senior secured revolving loan ($4.4 par due 5/2022),12.00% PIK,7/12/2012,4.4,,,4.0,,(2),,
752,,,First lien senior secured loan ($19.4 par due 5/2022),12.00% PIK,7/12/2012,19.2,,,17.7,,(2),,
753,,,"Class A preferred units (67,972 units)",,7/12/2012,15.9,,,0,,(2),,
754,,,"Class A common units (67,972 units)",,7/12/2012,0.5,,,0,,(2),,
756,"ESCP PPG Holdings, LLC (6)",Distributor of new equipment and aftermarket parts to the heavy-duty truck industry,"Class A units (3,500,000 units)",,12/14/2016,3.5,,,3.0,,(2),,
757,"GB Auto Service Holdings, LLC (19)",Automotive parts and repair services retailer,First lien senior secured loan ($14.0 par due 10/2024),8.40% (Libor + 6.00%/M),10/19/2018,14.0,,,13.9,,(2)(15),,
758,,,First lien senior secured loan ($22.3 par due 10/2024),8.40% (Libor + 6.00%/M),10/19/2018,22.3,,,22.0,,(3)(15),,
759,,,"Common units (3,700,000 units)",,10/19/2018,4.6,,,5.9,,(2),,
761,"Mavis Tire Express Services Corp. and Mavis Tire Express Services TopCo, L.P. (19)",Auto parts retailer,Second lien senior secured loan ($1.4 par due 3/2026),9.88% (Libor + 7.50%/M),3/20/2018,1.4,,,1.4,,(2)(15),,
762,,,Second lien senior secured loan ($153.9 par due 3/2026),9.88% (Libor + 7.50%/M),3/20/2018,151.9,,,152.4,,(2)(15),,
764,,,"Class A units (12,400,000 units)",,3/20/2018,12.4,,,13.0,,(2),,
766,"Simpson Performance Products, Inc.",Provider of motorsports safety equipment,First lien senior secured loan ($28.3 par due 2/2020),9.78% (Libor + 7.45%/Q),2/20/2015,28.3,,,28.3,,(3)(15),,
767,"SK SPV IV, LLC",Collision repair site operator,"Series A common stock (12,500 units)",,8/18/2014,0.6,,,2.2,,(2),,
768,,,"Series B common stock (12,500 units)",,8/18/2014,0.6,,,2.2,,(2),,
770,"Wand Newco 3, Inc. (dba Caliber Collision)",Collision repair company,Second lien senior secured loan ($180.2 par due 2/2027),9.67% (Libor + 7.25%/M),2/5/2019,177.2,,,178.4,,(2),,
771,,,,,,546.2,,,535.4,,,7.27,%
773,"ADF Capital, Inc., ADF Restaurant Group, LLC, and ARG Restaurant Holdings, Inc. (7)(19)",Restaurant owner and operator,First lien senior secured loan ($4.8 par due 12/2019),,12/22/2016,4.8,,,1.0,,(2)(14),,
774,,,First lien senior secured loan ($56.6 par due 12/2019),,11/27/2006,39.9,,,0,,(2)(14),,
775,,,Promissory note ($31.8 par due 12/2023),,11/27/2006,13.8,,,0,,(2),,
776,,,Warrant to purchase up to 0.95 units of Series D common stock (expires 12/2023),,12/18/2013,0,,,0,,(2),,
778,"Cipriani USA, Inc.","Manager and operator of banquet facilities, restaurants, hotels and other leisure properties",First lien senior secured loan ($3.0 par due 5/2023),"10.40% (Libor + 6.00% Cash, 2.00% PIK/M)",8/20/2018,3.0,,,3.0,,(2)(15),,
779,,,First lien senior secured loan ($12.1 par due 5/2023),"10.40% (Libor + 6.00% Cash, 2.00% PIK/M)",11/5/2018,12.1,,,12.1,,(2)(15),,
780,,,First lien senior secured loan ($3.0 par due 5/2023),"10.40% (Libor + 6.00% Cash, 2.00% PIK/M)",11/5/2018,3.0,,,3.0,,(2)(15),,
781,,,First lien senior secured loan ($68.2 par due 5/2023),"10.65% (Libor + 6.25% Cash, 2.00% PIK/M)",5/30/2018,65.9,,,68.3,,(2)(15),,
783,"Cozzini Bros., Inc. and BH-Sharp Holdings LP (19)",Provider of commercial knife sharpening and cutlery services in the restaurant industry,First lien senior secured revolving loan ($4.0 par due 3/2023),7.90% (Libor + 5.50%/M),3/10/2017,4.0,,,4.0,,(2)(15),,
784,,,First lien senior secured loan ($11.6 par due 3/2023),7.90% (Libor + 5.50%/M),3/10/2017,11.6,,,11.6,,(4)(15),,
785,,,"Common units (2,950,000 units)",,3/10/2017,3.0,,,3.7,,(2),,
787,FWR Holding Corporation (19),"Restaurant owner, operator, and franchisor",First lien senior secured revolving loan ($1.1 par due 8/2023),7.90% (Libor + 5.50%/M),8/21/2017,1.1,,,1.1,,(2)(15)(18),,
788,,,First lien senior secured loan ($0.8 par due 8/2023),7.90% (Libor + 5.50%/M),2/28/2019,0.8,,,0.8,,(2)(15),,
789,,,First lien senior secured loan ($0.5 par due 8/2023),7.90% (Libor + 5.50%/M),2/28/2019,0.5,,,0.5,,(2)(15),,
791,,,First lien senior secured loan ($0.5 par due 8/2023),7.90% (Libor + 5.50%/M),8/21/2017,0.5,,,0.5,,(2)(15),,
792,,,First lien senior secured loan ($4.0 par due 8/2023),7.90% (Libor + 5.50%/M),8/21/2017,4.0,,,4.0,,(2)(15),,
794,Garden Fresh Restaurant Corp. and GFRC Holdings LLC (19),Restaurant owner and operator,First lien senior secured revolving loan ($0.5 par due 2/2022),10.41% (Libor + 8.00%/B),2/1/2017,0.5,,,0.5,,(2)(15)(18),,
795,,,First lien senior secured loan ($22.7 par due 2/2022),10.53% (Libor + 8.00%/M),10/3/2013,22.7,,,22.7,,(2)(15),,
797,"Heritage Food Service Group, Inc. and WCI-HFG Holdings, LLC",Distributor of repair and replacement parts for commercial kitchen equipment,Second lien senior secured loan ($31.6 par due 10/2022),10.98% (Libor + 8.50%/B),10/20/2015,31.6,,,31.6,,(2)(15),,
798,,,"Preferred units (3,000,000 units)",8.00% PIK,10/20/2015,3.0,,,4.3,,(2),,
800,"Jim N Nicks Management, LLC (19)",Restaurant owner and operator,First lien senior secured revolving loan ($2.8 par due 7/2023),7.58% (Libor + 5.25%/Q),7/10/2017,2.8,,,2.7,,(2)(15),,
801,,,First lien senior secured loan ($1.2 par due 7/2023),7.58% (Libor + 5.25%/Q),7/10/2017,1.2,,,1.1,,(2)(15),,
802,,,First lien senior secured loan ($13.9 par due 7/2023),7.58% (Libor + 5.25%/Q),7/10/2017,13.9,,,13.5,,(4)(15),,
804,"Orion Foods, LLC (7)",Convenience food service retailer,First lien senior secured loan ($1.2 par due 9/2015),,4/1/2010,1.2,,,0.4,,(2)(14),,
805,,,Second lien senior secured loan ($19.4 par due 9/2015),,4/1/2010,0,,,0,,(2)(14),,
806,,,"Preferred units (10,000 units)",,10/28/2010,0,,,0,,(2),,
807,,,"Class A common units (25,001 units)",,4/1/2010,0,,,0,,(2),,
808,,,"Class B common units (1,122,452 units)",,4/1/2010,0,,,0,,(2),,
810,"OTG Management, LLC (19)",Airport restaurant operator,First lien senior secured loan ($2.5 par due 8/2021),9.53% (Libor + 7.00%/Q),8/26/2016,2.5,,,2.5,,(2)(15),,
811,,,First lien senior secured loan ($1.6 par due 8/2021),9.53% (Libor + 7.00%/Q),8/26/2016,1.6,,,1.6,,(2)(15),,
812,,,First lien senior secured loan ($2.2 par due 8/2021),9.56% (Libor + 7.00%/Q),8/26/2016,2.2,,,2.2,,(2)(15),,
813,,,First lien senior secured loan ($2.2 par due 8/2021),9.53% (Libor + 7.00%/Q),8/26/2016,2.2,,,2.2,,(2)(15),,
814,,,First lien senior secured loan ($3.6 par due 8/2021),9.45% (Libor + 7.00%/Q),8/26/2016,3.6,,,3.6,,(2)(15),,
815,,,First lien senior secured loan ($2.6 par due 8/2021),9.45% (Libor + 7.00%/Q),8/26/2016,2.6,,,2.6,,(2)(15),,
816,,,First lien senior secured loan ($4.9 par due 8/2021),9.58% (Libor + 7.00%/Q),8/26/2016,4.9,,,4.9,,(2)(15),,
817,,,First lien senior secured loan ($0.6 par due 8/2021),9.53% (Libor + 7.00%/Q),8/26/2016,0.6,,,0.6,,(2)(15),,
818,,,First lien senior secured loan ($0.7 par due 8/2021),9.45% (Libor + 7.00%/Q),8/26/2016,0.7,,,0.7,,(2)(15),,
819,,,First lien senior secured loan ($1.8 par due 8/2021),9.45% (Libor + 7.00%/Q),8/26/2016,1.8,,,1.8,,(2)(15),,
820,,,First lien senior secured loan ($1.0 par due 8/2021),9.45% (Libor + 7.00%/Q),8/26/2016,1.0,,,1.0,,(2)(15),,
821,,,First lien senior secured loan ($0.3 par due 8/2021),9.60% (Libor + 7.00%/Q),10/10/2018,0.3,,,0.3,,(2)(15),,
822,,,First lien senior secured loan ($0.7 par due 8/2021),9.53% (Libor + 7.00%/Q),10/10/2018,0.7,,,0.7,,(2)(15),,
823,,,First lien senior secured loan ($1.9 par due 8/2021),9.45% (Libor + 7.00%/Q),10/10/2018,1.9,,,1.9,,(2)(15),,
825,,,First lien senior secured loan ($0.7 par due 8/2021),9.45% (Libor + 7.00%/Q),10/10/2018,0.7,,,0.7,,(2)(15),,
826,,,First lien senior secured loan ($48.9 par due 8/2021),9.59% (Libor + 7.00%/Q),8/26/2016,48.9,,,48.9,,(3)(15),,
827,,,First lien senior secured loan ($48.9 par due 8/2021),9.58% (Libor + 7.00%/Q),8/26/2016,48.9,,,48.9,,(3)(15),,
828,,,Senior subordinated loan ($31.7 par due 2/2022),13.00% PIK,8/26/2016,31.7,,,31.7,,(2),,
829,,,"Class A preferred units (3,000,000 units)",14.50% PIK,8/26/2016,33.1,,,43.3,,(2),,
830,,,"Common units (3,000,000 units)",,1/5/2011,3.0,,,9.0,,(2),,
831,,,Warrant to purchase up to 7.73% of common units,,6/19/2008,0.1,,,19.9,,(2),,
833,SFE Intermediate Holdco LLC (19),Provider of outsourced foodservice to K-12 school districts,First lien senior secured loan ($10.7 par due 7/2024),7.23% (Libor + 4.75%/Q),9/5/2018,10.7,,,10.7,,(4)(15),,
834,,,First lien senior secured loan ($6.7 par due 7/2024),7.33% (Libor + 4.75%/Q),7/31/2017,6.6,,,6.7,,(4)(15),,
836,"Spectra Finance, LLC (19)",Venue management and food and beverage provider,First lien senior secured revolving loan ($3.8 par due 4/2023),6.41% (Libor + 4.00%/M),4/2/2018,3.8,,,3.8,,(2)(15)(18),,
837,,,First lien senior secured loan ($3.5 par due 4/2024),6.58% (Libor + 4.25%/Q),4/2/2018,3.5,,,3.5,,(2)(15),,
839,,,,,,462.5,,,444.1,,,6.03,%
841,American Seafoods Group LLC and American Seafoods Partners LLC,Harvester and processor of seafood,"Class A units (77,922 units)",,8/19/2015,0.1,,,0.2,,(2),,
842,,,"Warrant to purchase up to 7,422,078 Class A units (expires 8/2035)",,8/19/2015,7.4,,,17.9,,(2),,
844,"Bragg Live Food Products, LLC and SPC Investment Co., L.P. (6)(19)",Health food company,First lien senior secured loan ($15.0 par due 3/2024),8.20% (Libor + 5.75%/Q),3/11/2019,15.0,,,14.8,,(2)(15),,
845,,,First lien senior secured loan ($21.9 par due 3/2024),8.20% (Libor + 5.75%/Q),3/11/2019,21.9,,,21.7,,(3)(15),,
846,,,"Common units (14,850 units)",,3/11/2019,14.9,,,14.9,,(2),,
848,CHG PPC Parent LLC,Diversified food products manufacturer,Second lien senior secured loan ($34.1 par due 3/2026),10.15% (Libor + 7.75%/M),1/31/2019,34.1,,,34.0,,(2),,
849,,,Second lien senior secured loan ($60.5 par due 3/2026),9.90% (Libor + 7.50%/M),3/30/2018,60.5,,,59.9,,(2),,
851,"DecoPac, Inc. (19)",Supplier of cake decorating solutions and products to in-store bakeries,First lien senior secured revolving loan ($1.6 par due 9/2023),6.65% (Libor + 4.25%/M),9/29/2017,1.6,,,1.6,,(2)(15),,
852,"Edward Don & Company, LLC and VCP-EDC Co-Invest, LLC",Distributor of foodservice equipment and supplies,"Membership units (2,970,000 units)",,6/9/2017,3.0,,,3.4,,,,
853,Ferraro Fine Foods Corp. and Italian Fine Foods Holdings L.P. (19),Specialty Italian food distributor,First lien senior secured revolving loan ($0.7 par due 5/2023),6.81% (Libor + 4.25%/Q),5/9/2018,0.7,,,0.7,,(2),,
854,,,First lien senior secured revolving loan ($0.5 par due 5/2023),6.73% (Libor + 4.25%/Q),5/9/2018,0.5,,,0.5,,(2),,
855,,,First lien senior secured loan ($0.7 par due 5/2024),6.58% (Libor + 4.25%/Q),12/7/2018,0.7,,,0.7,,(2)(15),,
857,,,First lien senior secured loan ($2.9 par due 5/2024),6.80% (Libor + 4.25%/Q),5/10/2019,2.9,,,2.9,,(2)(15),,
858,,,First lien senior secured loan ($9.3 par due 5/2024),6.79% (Libor + 4.25%/Q),5/9/2018,9.3,,,9.3,,(4)(15),,
859,,,"Class A common units (2,724,000 units)",,5/9/2018,2.7,,,3.6,,(2),,
861,"FS Squared Holding Corp. and FS Squared, LLC (19)",Provider of on-site vending and micro market solutions,First lien senior secured revolving loan,0,3/28/2019,0,,,0,,(17),,
862,,,First lien senior secured loan ($4.3 par due 3/2025),7.58% (Libor + 5.25%/Q),3/28/2019,4.3,,,4.3,,(2),,
863,,,First lien senior secured loan ($0.1 par due 3/2025),7.58% (Libor + 5.25%/Q),3/28/2019,0.1,,,0.1,,(2),,
864,,,"Class A units (99,500 units)",,3/28/2019,10.0,,,10.0,,(2),,
866,"Gehl Foods, LLC and GF Parent LLC","Producer of low-acid, aseptic food and beverage products","Class A preferred units (2,940 units)",,5/13/2015,2.9,,,0,,(2),,
867,,,"Class A common units (60,000 units)",,5/13/2015,0.1,,,0,,(2),,
868,,,Class B common units (0.26 units),,5/13/2015,0,,,0,,(2),,
870,"H-Food Holdings, LLC and Matterhorn Parent, LLC",Food Contract Manufacturer,First lien senior secured loan ($4.7 par due 5/2025),6.44% (Libor + 4.00%/M),11/25/2018,4.6,,,4.6,,(2),,
871,,,Second lien senior secured loan ($73.0 par due 3/2026),9.40% (Libor + 7.00%/M),11/25/2018,73.0,,,72.3,,(2),,
872,,,"Common units (5,827 units)",,11/25/2018,5.8,,,6.0,,,,
874,Hometown Food Company (19),Food distributor,First lien senior secured loan ($9.0 par due 8/2023),7.41% (Libor + 5.00%/M),8/31/2018,8.8,,,9.0,,(2)(15),,
875,"JWC/KI Holdings, LLC",Foodservice sales and marketing agency,"Membership units (5,000 units)",,11/16/2015,5.0,,,7.3,,(2),,
876,"KC Culinarte Intermediate, LLC",Manufacturer of fresh refrigerated and frozen food products,Second lien senior secured loan ($35.7 par due 8/2026),10.15% (Libor + 7.75%/M),8/24/2018,35.7,,,35.7,,(2)(15),,
877,"NECCO Holdings, Inc. and New England Confectionery Company, Inc. (7)(19)",Producer and supplier of candy,First lien senior secured revolving loan ($19.9 par due 1/2018),,1/3/2017,7.9,,,2.9,,(14),,
878,,,First lien senior secured loan ($2.2 par due 8/2018),,11/20/2017,2.1,,,0,,(14),,
879,,,First lien senior secured loan ($11.6 par due 1/2018),,1/3/2017,0.9,,,1.6,,(14),,
880,,,First lien senior secured loan ($0.7 par due 11/2018),,11/20/2017,0.7,,,0.1,,(14),,
881,,,"Common stock (860,189 shares)",,1/3/2017,0.1,,,0,,,,
883,"RF HP SCF Investor, LLC (8)",Branded specialty food company,Membership interest (10.08% interest),,12/22/2016,12.5,,,17.1,,(2),,
884,"Sovos Brands Intermediate, Inc. (19)",Food and beverage platform,First lien senior secured loan ($6.8 par due 11/2025),7.20% (Libor + 5.00%/S),11/20/2018,6.8,,,6.8,,(4),,
885,"Teasdale Foods, Inc. and Familia Group Holdings Inc. (19)","Provider of beans, sauces and hominy to the retail, foodservice and wholesale channels",First lien senior secured revolving loan ($0.2 par due 10/2020),8.15% (Libor + 5.75%/M),6/30/2017,0.2,,,0.2,,(2)(15),,
886,,,First lien senior secured loan ($0.6 par due 10/2020),8.34% (Libor + 5.75%/B),6/26/2018,0.6,,,0.5,,(2)(15),,
887,,,Second lien senior secured loan ($34.1 par due 10/2022),12.40% PIK (Libor + 10.00%/M),1/3/2017,34.1,,,27.3,,(2)(15),,
888,,,Second lien senior secured loan ($23.1 par due 10/2022),12.40% PIK (Libor + 10.00%/M),1/3/2017,23.1,,,18.5,,(2)(15),,
889,,,Second lien senior secured loan ($36.4 par due 10/2022),12.40% PIK (Libor + 10.00%/M),1/3/2017,36.4,,,29.1,,(2)(15),,
891,,,"Warrant to purchase up to 57,827 shares of common stock (expires 2/2034)",,2/4/2019,0,,,0,,(2),,
893,,,,,,451.0,,,439.5,,,5.97,%
895,"Birch Permian, LLC (19)",Operator of private exploration oil and production company,Second lien senior secured loan ($66.4 par due 4/2023),10.60% (Libor + 8.00%/Q),4/12/2019,65.8,,,65.7,,(2)(15),,
896,"Murchison Oil and Gas, LLC and Murchison Holdings, LLC (19)",Exploration and production company,First lien senior secured loan ($40.0 par due 10/2023),10.33% (Libor + 8.00%/Q),10/26/2018,39.5,,,39.6,,(2)(15),,
897,,,"Preferred units (21,667 units)",8.00% PIK,10/26/2018,22.6,,,21.7,,,,
899,Penn Virginia Holding Corp.,Exploration and production company,Second lien senior secured loan ($90.1 par due 9/2022),9.41% (Libor + 7.00%/M),9/28/2017,90.1,,,90.1,,(2)(15),,
900,Petroflow Energy Corporation and TexOak Petro Holdings LLC (6)(8),Oil and gas exploration and production company,First lien senior secured loan ($2.4 par due 7/2019),,6/29/2016,0.4,,,0,,(2)(14),,
901,,,Second lien senior secured loan ($4.8 par due 12/2019),,6/29/2016,3.8,,,0,,(2)(14),,
902,,,Second lien senior secured loan ($23.0 par due 12/2019),,6/29/2016,18.1,,,0,,(2)(14),,
903,,,"Common units (202,000 units)",,6/29/2016,11.1,,,0,,,,
905,"Sundance Energy, Inc.",Oil and gas producer,Second lien senior secured loan ($60.7 par due 4/2023),10.33% (Libor + 8.00%/Q),4/23/2018,59.8,,,60.7,,(2)(15),,
906,"VPROP Operating, LLC and Vista Proppants and Logistics, LLC",Sand-based proppant producer and distributor to the oil and natural gas industry,First lien senior secured loan ($27.7 par due 8/2021),"12.02% (Libor + 8.50% Cash, 1.00% PIK/Q)",8/1/2017,27.6,,,27.7,,(2)(15),,
907,,,First lien senior secured loan ($34.6 par due 8/2021),"12.02% (Libor + 8.50% Cash, 1.00% PIK/Q)",11/9/2017,34.6,,,34.6,,(2)(15),,
908,,,First lien senior secured loan ($14.9 par due 8/2021),"12.02% (Libor + 8.50% Cash, 1.00% PIK/Q)",3/1/2017,14.9,,,14.9,,(2)(15),,
909,,,First lien senior secured loan ($74.0 par due 8/2021),"12.02% (Libor + 8.50% Cash, 1.00% PIK/Q)",3/1/2017,74.0,,,74.0,,(3)(15),,
910,,,"Common units (997,864 units)",,11/9/2017,9.7,,,7.5,,(2),,
912,,,,,,472.0,,,436.5,,,5.92,%
914,"Blue Angel Buyer 1, LLC and Blue Angel Holdco, LLC (6)(19)",Distributor of OEM appliance aftermarket parts,"Class A preferred units (46,359 units)",8.00% PIK,1/2/2019,9.9,,,9.9,,(2),,
915,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($4.6 par due 3/2022),8.15% (Libor + 5.75%/M),3/1/2017,4.6,,,4.5,,(2)(15),,
917,,,First lien senior secured loan ($158.5 par due 2/2022),8.15% (Libor + 5.75%/M),7/26/2017,158.5,,,155.3,,(2)(15),,
918,,,First lien senior secured loan ($19.9 par due 2/2022),8.15% (Libor + 5.75%/M),7/26/2017,19.9,,,19.5,,(4)(15),,
920,"Flow Control Solutions, Inc. (19)",Distributor and manufacturer of flow control systems components,First lien senior secured loan ($13.7 par due 11/2024),7.58% (Libor + 5.25%/Q),11/21/2018,13.7,,,13.7,,(3)(15),,
921,"KHC Holdings, Inc. and Kele Holdco, Inc. (19)",Catalog-based distribution services provider for building automation systems,First lien senior secured revolving loan ($3.0 par due 10/2020),6.65% (Libor + 4.25%/M),1/3/2017,3.0,,,3.0,,(2)(15),,
922,,,First lien senior secured revolving loan ($0.3 par due 10/2020),6.65% (Libor + 4.25%/M),1/3/2017,0.3,,,0.3,,(2)(15),,
923,,,First lien senior secured revolving loan ($0.5 par due 10/2020),8.75% (Base Rate + 3.25%/Q),1/3/2017,0.5,,,0.5,,(2)(15),,
924,,,First lien senior secured loan ($65.8 par due 10/2022),8.33% (Libor + 6.00%/Q),1/3/2017,65.8,,,65.8,,(2)(15),,
925,,,"Common stock (30,000 shares)",,1/3/2017,3.1,,,3.8,,,,
927,"PetIQ, LLC (8)",Distributor and manufacturer of pet prescription medications and health products,First lien senior secured revolving loan ($2.3 par due 1/2023),7.69% (Libor + 5.25%/M),1/17/2018,2.3,,,2.3,,(2)(15),,
928,,,,,,281.6,,,278.6,,,3.78,%
930,Excelligence Holdings Corp.,"Developer, manufacturer and retailer of educational products",First lien senior secured loan ($9.2 par due 4/2023),8.40% (Libor + 6.00%/M),4/17/2017,9.2,,,7.7,,(4)(15),,
931,"Flinn Scientific, Inc. and WCI-Quantum Holdings, Inc. (19)","Distributor of instructional products, services and resources",First lien senior secured revolving loan ($1.0 par due 8/2023),7.51% (Libor + 4.75%/A),8/31/2018,1.0,,,1.0,,(2)(15),,
932,,,First lien senior secured revolving loan ($1.0 par due 8/2023),7.44% (Libor + 4.75%/A),8/31/2018,1.0,,,1.0,,(2)(15),,
933,,,First lien senior secured revolving loan ($2.0 par due 8/2023),7.01% (Libor + 4.75%/A),8/31/2018,2.0,,,2.0,,(2)(15),,
934,,,First lien senior secured loan ($0.7 par due 8/2023),7.33% (Libor + 4.75%/Q),7/26/2017,0.7,,,0.7,,(2)(15),,
935,,,First lien senior secured loan ($16.2 par due 8/2023),7.33% (Libor + 4.75%/Q),7/26/2017,16.2,,,16.2,,(4)(15),,
936,,,First lien senior secured loan ($0.6 par due 8/2023),6.95% (Libor + 4.75%/S),7/26/2017,0.6,,,0.6,,(2)(15),,
937,,,First lien senior secured loan ($13.3 par due 8/2023),6.95% (Libor + 4.75%/S),7/26/2017,13.3,,,13.3,,(4)(15),,
938,,,First lien senior secured loan ($1.2 par due 8/2023),7.58% (Libor + 4.75%/A),8/31/2018,1.2,,,1.2,,(2)(15),,
939,,,"Series A preferred stock (1,272 shares)",,10/24/2014,0.7,,,0.9,,(2),,
