,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
620,"Oliver Street Dermatology Holdings, LLC  *+(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,1419,,,1225,,,0.1,,,1015,,,,,
621,"Oliver Street Dermatology Holdings, LLC  *+(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,1235,,,1066,,,-,,,884,,,,,
622,"Oliver Street Dermatology Holdings, LLC  ^+(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,962,,,831,,,-,,,688,,,,,
623,"Oliver Street Dermatology Holdings, LLC  *+(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,834,,,720,,,-,,,597,,,,,
624,"Oliver Street Dermatology Holdings, LLC  #+!~(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,515,,,444,,,-,,,368,,,,,
625,"Oliver Street Dermatology Holdings, LLC  (7)",One stop,,L + 6.25,(c)(f),,8.19,,05/2022,,292,,,269,,,-,,,210,,,,,
626,"Oliver Street Dermatology Holdings, LLC  ^(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,98,,,89,,,-,,,70,,,,,
627,"Oliver Street Dermatology Holdings, LLC  *(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,88,,,82,,,-,,,64,,,,,
628,"Oliver Street Dermatology Holdings, LLC  ^(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,70,,,63,,,-,,,50,,,,,
629,"Oliver Street Dermatology Holdings, LLC  ^(7)",One stop,,L + 6.25,(c),,8.19,,05/2022,,64,,,59,,,-,,,46,,,,,
630,"ONsite Mammography, LLC  #!~",One stop,,L + 6.75,(a),,8.55,,11/2023,,5827,,,5900,,,0.3,,,5827,,,,,
631,"ONsite Mammography, LLC",One stop,,L + 6.75,(a),,8.55,,11/2023,,1029,,,1029,,,0.1,,,1029,,,,,
632,"ONsite Mammography, LLC",One stop,,L + 6.75,(a),,8.55,,11/2023,,100,,,102,,,-,,,100,,,,,
633,"Pinnacle Treatment Centers, Inc.",One stop,,L + 6.25,(c),,8.18,,08/2021,,19279,,,19557,,,0.9,,,19279,,,,,
634,"Pinnacle Treatment Centers, Inc.  #+!~",One stop,,L + 6.25,(c),,8.18,,08/2021,,714,,,726,,,-,,,714,,,,,
635,"Pinnacle Treatment Centers, Inc.",One stop,,L + 6.25,(c),,8.18,,08/2021,,346,,,357,,,-,,,346,,,,,
636,"Pinnacle Treatment Centers, Inc.",One stop,,L + 6.25,(c),,8.18,,08/2021,,188,,,192,,,-,,,188,,,,,
637,"Pinnacle Treatment Centers, Inc.",One stop,,P + 5.00,(c)(f),,9.01,,08/2021,,140,,,141,,,-,,,140,,,,,
638,"Pinnacle Treatment Centers, Inc.  ^",One stop,,L + 6.25,(c),,8.18,,08/2021,,108,,,110,,,-,,,108,,,,,
639,"PPT Management Holdings, LLC  +",One stop,,L + 6.75,(a),,7.69 cash/0.75 PIK,,12/2022,,24525,,,22576,,,1.0,,,21332,,,,,
640,"PPT Management Holdings, LLC",One stop,,L + 6.75,(a),,7.69 cash/0.75 PIK,,12/2022,,302,,,287,,,-,,,262,,,,,
641,"PPT Management Holdings, LLC",One stop,,L + 6.75,(a),,7.69 cash/0.75 PIK,,12/2022,,178,,,169,,,-,,,156,,,,,
642,"PPT Management Holdings, LLC",One stop,,L + 6.75,(a),,7.69 cash/0.75 PIK,,12/2022,,86,,,76,,,-,,,76,,,,,
643,"PPT Management Holdings, LLC  (5)",One stop,,L + 6.75,(a),,7.69 cash/0.75 PIK,,12/2022,,16,,,(14,,,-,,,(38,,,,,
644,"Pyramid Healthcare, Inc.  *+",One stop,,L + 6.50,(b),,8.35,,08/2020,,2660,,,2657,,,0.1,,,2660,,,,,
645,"Pyramid Healthcare, Inc.",One stop,,L + 6.50,(b)(c)(f),,8.43,,08/2020,,335,,,343,,,-,,,335,,,,,
646,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
647,"Healthcare, Education and Childcare - (continued)",,,,,,,,,,,,,,,,,,,,,,,,
648,"Pyramid Healthcare, Inc.",One stop,,L + 6.50,(c),,8.41,,08/2020,,,113,,,,112,,,-,,,,113,,
649,"Pyramid Healthcare, Inc.",One stop,,L + 6.50,,,N/A  (6),,08/2020,,-,,,-,,,-,,,-,,,,,
650,"Riverchase MSO, LLC  *",Senior loan,,L + 5.75,(c),,7.69,,10/2022,,9695,,,9861,,,0.4,,,9695,,,,,
651,"Riverchase MSO, LLC",Senior loan,,L + 5.75,,,N/A  (6),,10/2022,,-,,,-,,,-,,,-,,,,,
652,RXH Buyer Corporation  ^*,One stop,,L + 5.75,(c),,7.69,,09/2021,,27742,,,28071,,,1.2,,,27742,,,,,
653,RXH Buyer Corporation  *,One stop,,L + 5.75,(c),,7.69,,09/2021,,3139,,,3177,,,0.1,,,3139,,,,,
654,RXH Buyer Corporation,One stop,,L + 5.75,(c)(f),,8.58,,09/2021,,158,,,159,,,-,,,158,,,,,
655,"SLMP, LLC  ^",One stop,,L + 6.00,(a),,7.80,,05/2023,,12042,,,12139,,,0.5,,,12042,,,,,
656,"SLMP, LLC  ^",One stop,,L + 6.00,(a),,7.80,,05/2023,,5798,,,6028,,,0.3,,,5798,,,,,
657,"SLMP, LLC",Subordinated debt,,No Value,,,7.50 PIK,,05/2027,,223,,,229,,,-,,,223,,,,,
658,"SLMP, LLC  (5)",One stop,,L + 6.00,,,N/A  (6),,05/2023,,-,,,(1,,,-,,,-,,,,,
659,"SLMP, LLC  (5)",One stop,,L + 6.00,,,N/A  (6),,05/2023,,-,,,(5,,,-,,,-,,,,,
660,"Spear Education, LLC  ^",One stop,,L + 5.75,(c),,7.85,,02/2020,,7943,,,7943,,,0.4,,,7943,,,,,
661,"Spear Education, LLC  *",One stop,,L + 5.75,(c),,7.85,,02/2020,,248,,,248,,,-,,,248,,,,,
662,"Spear Education, LLC",One stop,,L + 5.75,,,N/A  (6),,02/2020,,-,,,-,,,-,,,-,,,,,
663,"Summit Behavioral Healthcare, LLC  ^",Senior loan,,L + 4.75,(c),,6.66,,10/2023,,11036,,,10940,,,0.5,,,10705,,,,,
664,"Summit Behavioral Healthcare, LLC",Senior loan,,L + 4.75,(c),,6.66,,10/2023,,180,,,179,,,-,,,175,,,,,
665,"Summit Behavioral Healthcare, LLC",Senior loan,,L + 4.75,(c),,6.66,,10/2023,,144,,,147,,,-,,,143,,,,,
666,"WHCG Management, LLC  *",Senior loan,,L + 4.75,(c),,6.69,,03/2023,,6240,,,6363,,,0.3,,,6240,,,,,
667,"WHCG Management, LLC",Senior loan,,L + 4.75,(c),,6.69,,03/2023,,998,,,991,,,0.1,,,998,,,,,
668,"WHCG Management, LLC",Senior loan,,L + 4.75,(c),,6.69,,03/2023,,70,,,73,,,-,,,70,,,,,
669,"WHCG Management, LLC  (5)",Senior loan,,L + 4.75,,,N/A  (6),,03/2023,,-,,,(17,,,-,,,-,,,,,
670,"WIRB-Copernicus Group, Inc.  ^*#!~",Senior loan,,L + 4.25,,,5.87,,08/2022,,24520,,,25030,,,1.1,,,24520,,,,,
671,"WIRB-Copernicus Group, Inc.  (5)",Senior loan,,L + 4.25,,,N/A  (6),,08/2022,,-,,,(1,,,-,,,-,,,,,
672,"WIRB-Copernicus Group, Inc.",Senior loan,,L + 4.25,,,N/A  (6),,08/2022,,-,,,-,,,-,,,-,,,,,
673,,,,,,,,,,,765771,,,762351,,,33.3,,,737023,,,,,
674,"Home and Office Furnishings, Housewares, and Durable Consumer",,,,,,,,,,,,,,,,,,,,,,,,
675,1A Smart Start LLC  #+!~,Senior loan,,L + 4.50,(a),,6.30,,02/2022,,1385,,,1406,,,0.1,,,1385,,,,,
676,CST Buyer Company  ^#+!~,One stop,,L + 5.75,(a),,7.55,,10/2025,,11001,,,10888,,,0.5,,,11001,,,,,
677,CST Buyer Company,One stop,,L + 5.75,,,N/A  (6),,10/2025,,-,,,-,,,-,,,-,,,,,
678,"Plano Molding Company, LLC  ^+",One stop,,L + 7.50,(a),,9.30,,05/2021,,14712,,,14669,,,0.6,,,14123,,,,,
679,,,,,,,,,,,27098,,,26963,,,1.2,,,26509,,,,,
680,"Hotels, Motels, Inns, and Gaming",,,,,,,,,,,,,,,,,,,,,,,,
681,"Davidson Hotel Company, LLC  +",One stop,,L + 5.25,(a),,6.96,,07/2024,,8523,,,8459,,,0.4,,,8523,,,,,
682,"Davidson Hotel Company, LLC",One stop,,L + 5.25,(a),,6.96,,07/2024,,1077,,,1077,,,0.1,,,1077,,,,,
683,"Davidson Hotel Company, LLC",One stop,,L + 5.25,,,N/A  (6),,07/2024,,-,,,-,,,-,,,-,,,,,
684,"Davidson Hotel Company, LLC  (5)",One stop,,L + 5.25,,,N/A  (6),,07/2024,,-,,,(13,,,-,,,-,,,,,
685,,,,,,,,,,,9600,,,9523,,,0.5,,,9600,,,,,
686,Insurance,,,,,,,,,,,,,,,,,,,,,,,,
687,"Captive Resources Midco, LLC  ^*#+!~",One stop,,L + 6.00,(a),,7.80,,05/2025,,54770,,,54952,,,2.5,,,54770,,,,,
688,"Captive Resources Midco, LLC",One stop,,L + 6.00,(a),,7.80,,05/2025,,1450,,,1435,,,0.1,,,1450,,,,,
689,"Captive Resources Midco, LLC  (5)",One stop,,L + 6.00,,,N/A  (6),,05/2025,,-,,,(25,,,-,,,-,,,,,
690,"Integrity Marketing Acquisition, LLC  #+!~",Senior loan,,L + 5.75,(c),,7.67,,08/2025,,2489,,,2490,,,0.1,,,2489,,,,,
691,"Integrity Marketing Acquisition, LLC",Senior loan,,L + 5.75,(c),,7.79,,08/2025,,550,,,546,,,-,,,550,,,,,
692,"Integrity Marketing Acquisition, LLC",Senior loan,,L + 5.75,,,N/A  (6),,08/2025,,-,,,-,,,-,,,-,,,,,
693,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
694,Insurance - (continued),,,,,,,,,,,,,,,,,,,,,,,,
695,"Integrity Marketing Acquisition, LLC  (5)",Senior loan,,L + 5.75,,,N/A  (6),,08/2025,,,-,,,,(3,,,-,,,,-,,
696,"J.S. Held Holdings, LLC  #+!~",One stop,,L + 6.00,(c),,7.94,,07/2025,,3015,,,3029,,,0.1,,,3015,,,,,
697,"J.S. Held Holdings, LLC",One stop,,P + 5.00,(f),,9.75,,07/2025,,72,,,65,,,-,,,72,,,,,
698,"J.S. Held Holdings, LLC  (5)",One stop,,L + 6.00,,,N/A  (6),,07/2025,,-,,,(36,,,-,,,-,,,,,
699,"Orchid Underwriters Agency, LLC  #+!~",Senior loan,,L + 4.50,(a),,6.30,,12/2024,,4220,,,4281,,,0.2,,,4220,,,,,
700,"Orchid Underwriters Agency, LLC",Senior loan,,L + 4.50,,,N/A  (6),,12/2024,,-,,,-,,,-,,,-,,,,,
701,"Orchid Underwriters Agency, LLC  (5)",Senior loan,,L + 4.50,,,N/A  (6),,12/2024,,-,,,(1,,,-,,,-,,,,,
702,"RSC Acquisition, Inc.  #+!~",One stop,,L + 5.50,(b)(c),,7.41,,10/2026,,23964,,,23496,,,1.1,,,23484,,,,,
703,"RSC Acquisition, Inc.",One stop,,L + 5.50,(c),,7.44,,10/2026,,107,,,96,,,-,,,96,,,,,
704,"RSC Acquisition, Inc.  (5)",One stop,,L + 5.50,,,N/A  (6),,10/2026,,-,,,(1,,,-,,,(1,,,,,
705,,,,,,,,,,,90637,,,90324,,,4.1,,,90145,,,,,
706,"Leisure, Amusement, Motion Pictures, Entertainment",,,,,,,,,,,,,,,,,,,,,,,,
707,"CR Fitness Holdings, LLC  #+!~",Senior loan,,L + 4.00,(b),,5.85,,07/2025,,2014,,,2027,,,0.1,,,2014,,,,,
708,"CR Fitness Holdings, LLC",Senior loan,,L + 4.00,(b),,5.85,,07/2025,,67,,,61,,,-,,,67,,,,,
709,"CR Fitness Holdings, LLC",Senior loan,,L + 4.00,(b)(c),,5.97,,07/2025,,18,,,16,,,-,,,18,,,,,
710,"EOS Fitness Opco Holdings, LLC  *",One stop,,L + 4.75,(c),,6.69,,01/2025,,8741,,,8875,,,0.4,,,8741,,,,,
711,"EOS Fitness Opco Holdings, LLC",One stop,,L + 4.75,(c),,6.69,,01/2025,,668,,,681,,,-,,,668,,,,,
712,"EOS Fitness Opco Holdings, LLC",One stop,,P + 3.75,(f),,8.50,,01/2025,,12,,,11,,,-,,,12,,,,,
713,"PADI Holdco, Inc.  *",One stop,,L + 5.50,(a),,7.30,,04/2024,,21988,,,22247,,,1.0,,,21769,,,,,
714,"PADI Holdco, Inc.  #+!~(8)(9)",One stop,,E + 5.50,(g),,5.50,,04/2024,,20796,,,21175,,,0.9,,,20430,,,,,
715,"PADI Holdco, Inc.  #!~",One stop,,L + 5.50,(a),,7.29,,04/2024,,801,,,793,,,-,,,793,,,,,
716,"PADI Holdco, Inc.  (5)",One stop,,L + 5.50,,,N/A  (6),,04/2023,,-,,,1,,,-,,,(3,,,,,
717,"PADI Holdco, Inc.  (5)",One stop,,L + 5.50,,,N/A  (6),,04/2024,,-,,,(2,,,-,,,(2,,,,,
718,Planet Fit Indy 10 LLC  +,One stop,,L + 5.25,(c),,7.19,,07/2025,,16786,,,16684,,,0.8,,,16786,,,,,
719,Planet Fit Indy 10 LLC,One stop,,L + 5.25,(c),,7.14,,07/2025,,2331,,,2388,,,0.1,,,2331,,,,,
720,Planet Fit Indy 10 LLC,One stop,,L + 5.25,(c),,7.17,,07/2025,,1058,,,1050,,,0.1,,,1058,,,,,
721,Planet Fit Indy 10 LLC,One stop,,L + 5.25,(c),,7.18,,07/2025,,200,,,199,,,-,,,200,,,,,
722,"Self Esteem Brands, LLC  ^*",Senior loan,,L + 4.25,(a),,6.05,,02/2022,,30835,,,31371,,,1.4,,,30835,,,,,
723,"Self Esteem Brands, LLC",Senior loan,,P + 3.25,(f),,8.00,,02/2022,,237,,,232,,,-,,,237,,,,,
724,"Sunshine Sub, LLC  #!~",One stop,,L + 4.75,(a),,6.55,,05/2024,,13024,,,13144,,,0.6,,,13024,,,,,
725,"Sunshine Sub, LLC",One stop,,L + 4.75,(a),,6.55,,05/2024,,5697,,,5919,,,0.3,,,5697,,,,,
726,"Sunshine Sub, LLC  (5)",One stop,,L + 4.75,,,N/A  (6),,05/2024,,-,,,(1,,,-,,,-,,,,,
727,"Teaching Company, The  *",One stop,,L + 4.75,(c),,6.65,,07/2023,,17878,,,18103,,,0.8,,,17878,,,,,
728,"Teaching Company, The",One stop,,L + 4.75,,,N/A  (6),,07/2023,,-,,,-,,,-,,,-,,,,,
729,"Titan Fitness, LLC  *+",One stop,,L + 4.75,(a),,6.44,,02/2025,,30547,,,31063,,,1.4,,,30547,,,,,
730,"Titan Fitness, LLC",One stop,,P + 3.75,(f),,8.50,,02/2025,,60,,,58,,,-,,,60,,,,,
731,"Titan Fitness, LLC  (5)",One stop,,L + 4.75,,,N/A  (6),,02/2025,,-,,,(2,,,-,,,-,,,,,
732,WBZ Investment LLC,One stop,,L + 5.50,(a),,7.30,,09/2024,,8504,,,8573,,,0.4,,,8504,,,,,
733,WBZ Investment LLC,One stop,,L + 5.50,(a)(f),,7.30,,09/2024,,1114,,,1132,,,0.1,,,1114,,,,,
734,WBZ Investment LLC,One stop,,L + 5.50,(a),,7.30,,09/2024,,846,,,880,,,-,,,846,,,,,
735,WBZ Investment LLC,One stop,,L + 5.50,(a),,7.24,,09/2024,,80,,,80,,,-,,,80,,,,,
736,,,,,,,,,,,184302,,,186758,,,8.4,,,183704,,,,,
737,Oil and Gas,,,,,,,,,,,,,,,,,,,,,,,,
738,"Drilling Info Holdings, Inc.  *#+!~",Senior loan,,L + 4.25,(a),,6.05,,07/2025,,36317,,,36925,,,1.6,,,36317,,,,,
739,"Drilling Info Holdings, Inc.  (5)",Senior loan,,L + 4.25,,,N/A  (6),,07/2023,,-,,,(2,,,-,,,-,,,,,
740,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
741,Oil and Gas - (continued),,,,,,,,,,,,,,,,,,,,,,,,
742,"Drilling Info Holdings, Inc.  (5)",Senior loan,,L + 4.25,,,N/A  (6),,07/2025,,,-,,,,(9,,,-,,,,-,,
743,,,,,,,,,,,36317,,,36914,,,1.6,,,36317,,,,,
744,Personal and Non Durable Consumer Products (Mfg. Only),,,,,,,,,,,,,,,,,,,,,,,,
745,"Georgica Pine Clothiers, LLC",One stop,,L + 5.50,(c),,7.44,,11/2023,,10309,,,10455,,,0.5,,,10206,,,,,
746,"Georgica Pine Clothiers, LLC  *",One stop,,L + 5.50,(c),,7.44,,11/2023,,6462,,,6560,,,0.3,,,6397,,,,,
747,"Georgica Pine Clothiers, LLC  +",One stop,,L + 5.50,(c),,7.44,,11/2023,,1000,,,990,,,-,,,990,,,,,
748,"Georgica Pine Clothiers, LLC  ^",One stop,,L + 5.50,(c),,7.44,,11/2023,,898,,,913,,,-,,,889,,,,,
749,"Georgica Pine Clothiers, LLC  *",One stop,,L + 5.50,(c),,7.44,,11/2023,,630,,,642,,,-,,,624,,,,,
750,"Georgica Pine Clothiers, LLC",One stop,,P + 4.50,(f),,9.25,,11/2023,,20,,,20,,,-,,,18,,,,,
751,"IMPLUS Footwear, LLC  #+!~",One stop,,L + 6.25,(c),,8.19,,04/2024,,30385,,,30867,,,1.4,,,30385,,,,,
752,"IMPLUS Footwear, LLC  #+!~",One stop,,L + 6.25,(c),,8.19,,04/2024,,5189,,,5272,,,0.2,,,5189,,,,,
753,"IMPLUS Footwear, LLC",One stop,,L + 6.25,(c),,8.19,,04/2024,,748,,,777,,,-,,,748,,,,,
754,"Orthotics Holdings, Inc.  *",One stop,,L + 6.00,(a),,7.80,,05/2020,,11707,,,11733,,,0.5,,,11473,,,,,
755,"Orthotics Holdings, Inc.  *(8)(9)",One stop,,L + 6.00,(a),,7.80,,05/2020,,1920,,,1924,,,0.1,,,1881,,,,,
756,"Orthotics Holdings, Inc.  (5)",One stop,,L + 6.00,,,N/A  (6),,05/2020,,-,,,(1,,,-,,,-,,,,,
757,"WU Holdco, Inc.  #!~",One stop,,L + 5.50,(c),,7.44,,03/2026,,3009,,,3100,,,0.1,,,3009,,,,,
758,"WU Holdco, Inc.",One stop,,L + 5.50,(c),,7.44,,03/2026,,58,,,60,,,-,,,58,,,,,
759,"WU Holdco, Inc.",One stop,,L + 5.50,,,N/A  (6),,03/2025,,-,,,-,,,-,,,-,,,,,
760,,,,,,,,,,,72335,,,73312,,,3.1,,,71867,,,,,
761,"Personal, Food and Miscellaneous Services",,,,,,,,,,,,,,,,,,,,,,,,
762,"Blue River Pet Care, LLC  +",One stop,,L + 5.00,(a)(c),,7.04,,07/2026,,25572,,,25650,,,1.1,,,25572,,,,,
763,"Blue River Pet Care, LLC",One stop,,L + 5.00,(a)(c),,6.89,,08/2025,,348,,,344,,,-,,,348,,,,,
764,"Blue River Pet Care, LLC  (5)",One stop,,L + 5.00,,,N/A  (6),,07/2026,,-,,,(123,,,-,,,-,,,,,
765,"Captain D's, LLC  ^",Senior loan,,L + 4.50,(c),,6.44,,12/2023,,6006,,,6060,,,0.3,,,6006,,,,,
766,"Captain D's, LLC",Senior loan,,P + 3.50,(b)(f),,7.45,,12/2023,,49,,,50,,,-,,,49,,,,,
767,Clarkson Eyecare LLC  *#+!~,One stop,,L + 6.25,(a),,8.05,,04/2021,,52800,,,53778,,,2.4,,,52800,,,,,
768,Clarkson Eyecare LLC  #+!~,One stop,,L + 6.25,(a),,8.05,,04/2021,,6686,,,6750,,,0.3,,,6686,,,,,
769,Clarkson Eyecare LLC,One stop,,L + 6.25,(a),,8.02,,04/2021,,3004,,,2990,,,0.1,,,3004,,,,,
770,Clarkson Eyecare LLC  #!~,One stop,,L + 6.25,(a),,8.05,,04/2021,,1233,,,1259,,,0.1,,,1233,,,,,
771,Clarkson Eyecare LLC  #!~,One stop,,L + 6.25,(a),,8.05,,04/2021,,150,,,147,,,-,,,150,,,,,
772,Clarkson Eyecare LLC,One stop,,L + 6.25,(a),,8.05,,04/2021,,37,,,36,,,-,,,37,,,,,
773,Clarkson Eyecare LLC,One stop,,L + 6.25,(a),,8.05,,04/2021,,32,,,32,,,-,,,32,,,,,
774,Clarkson Eyecare LLC,One stop,,L + 6.25,(a),,8.05,,04/2021,,31,,,31,,,-,,,31,,,,,
775,Clarkson Eyecare LLC  (5),One stop,,L + 6.25,,,N/A  (6),,04/2021,,-,,,(12,,,-,,,-,,,,,
776,Encorevet Group LLC  (5),Senior loan,,L + 5.00,,,N/A  (6),,11/2024,,-,,,-,,,-,,,(1,,,,,
777,Encorevet Group LLC  (5),Senior loan,,L + 5.00,,,N/A  (6),,11/2024,,-,,,(5,,,-,,,(5,,,,,
778,Imperial Optical Midco Inc.  #!~,One stop,,L + 5.25,(b),,7.10,,08/2023,,3641,,,3698,,,0.2,,,3641,,,,,
779,Imperial Optical Midco Inc.  *,One stop,,L + 5.25,(b),,7.09,,08/2023,,2839,,,2814,,,0.1,,,2839,,,,,
780,Imperial Optical Midco Inc.,One stop,,L + 5.25,(b),,7.10,,08/2023,,1930,,,1988,,,0.1,,,1930,,,,,
781,Imperial Optical Midco Inc.,One stop,,L + 5.25,(b),,7.09,,08/2023,,1257,,,1294,,,0.1,,,1257,,,,,
782,Imperial Optical Midco Inc.,One stop,,L + 5.25,(b),,7.10,,08/2023,,1144,,,1178,,,0.1,,,1144,,,,,
783,Imperial Optical Midco Inc.,One stop,,L + 5.25,(b),,7.09,,08/2023,,332,,,329,,,-,,,332,,,,,
784,Imperial Optical Midco Inc.,One stop,,L + 5.25,(b)(c),,7.12,,08/2023,,191,,,187,,,-,,,191,,,,,
785,Imperial Optical Midco Inc.,One stop,,L + 5.25,(b)(c),,7.10,,08/2023,,50,,,50,,,-,,,50,,,,,
786,"Midwest Veterinary Partners, LLC  +",One stop,,L + 4.75,(a),,6.55,,07/2025,,4306,,,4231,,,0.2,,,4306,,,,,
787,,Investment  Type,,Spread  Above  Index  (1),,Interest  Rate  (2),,Maturity  Date,,Principal ($) /  Shares  (3),,Amortized Cost,,Percentage  of Net  Assets,,Fair  Value  (4),,,,,,,,,
788,"Personal, Food and Miscellaneous Services - (continued)",,,,,,,,,,,,,,,,,,,,,,,,
789,"Midwest Veterinary Partners, LLC",One stop,,L + 4.75,(a),,6.55,,07/2025,,,156,,,,155,,,-,,,,156,,
790,"Midwest Veterinary Partners, LLC  (5)",One stop,,L + 4.75,,,N/A  (6),,07/2025,,-,,,(49,,,-,,,-,,,,,
791,"PPV Intermediate Holdings II, LLC",One stop,,L + 5.00,(c),,7.61,,05/2020,,3551,,,3603,,,0.2,,,3551,,,,,
792,"PPV Intermediate Holdings II, LLC",One stop,,No Value,,,7.90 PIK,,05/2023,,22,,,23,,,-,,,22,,,,,
793,"PPV Intermediate Holdings II, LLC",One stop,,L + 5.00,,,N/A  (6),,05/2023,,-,,,-,,,-,,,-,,,,,
794,"Ruby Slipper Cafe LLC, The  *",One stop,,L + 7.50,(c),,9.44,,01/2023,,1081,,,1077,,,0.1,,,1081,,,,,
795,"Ruby Slipper Cafe LLC, The",One stop,,L + 7.50,(c),,9.44,,01/2023,,979,,,995,,,-,,,979,,,,,
796,"Ruby Slipper Cafe LLC, The",One stop,,L + 7.50,(c),,9.44,,01/2023,,10,,,10,,,-,,,10,,,,,
797,"Southern Veterinary Partners, LLC  *#!~",One stop,,L + 5.50,(a),,7.30,,05/2025,,26795,,,27848,,,1.2,,,26527,,,,,
798,"Southern Veterinary Partners, LLC",One stop,,L + 5.50,(a),,7.30,,05/2025,,120,,,119,,,-,,,119,,,,,
799,"Southern Veterinary Partners, LLC",One stop,,L + 5.50,(a),,7.30,,05/2025,,114,,,113,,,-,,,113,,,,,
800,"Southern Veterinary Partners, LLC",One stop,,L + 5.50,(a),,7.30,,05/2025,,112,,,111,,,-,,,111,,,,,
801,"Southern Veterinary Partners, LLC",One stop,,L + 5.50,(a),,7.30,,05/2023,,94,,,93,,,-,,,92,,,,,
802,"Southern Veterinary Partners, LLC  (5)",One stop,,L + 5.50,,,N/A  (6),,05/2025,,-,,,(7,,,-,,,(7,,,,,
803,"Veterinary Specialists of North America, LLC  *",Senior loan,,L + 4.25,(a),,6.05,,04/2025,,41969,,,43619,,,1.9,,,41969,,,,,
804,"Veterinary Specialists of North America, LLC",Senior loan,,L + 4.25,(a),,6.05,,04/2025,,2893,,,2887,,,0.1,,,2893,,,,,
805,"Veterinary Specialists of North America, LLC",Senior loan,,L + 4.25,(a),,6.05,,04/2025,,1456,,,1515,,,0.1,,,1456,,,,,
806,"Veterinary Specialists of North America, LLC",Senior loan,,L + 4.25,(a),,6.05,,04/2025,,108,,,106,,,-,,,108,,,,,
807,"Wetzel's Pretzels, LLC  *",One stop,,L + 6.75,(a),,8.55,,09/2021,,16977,,,17230,,,0.8,,,16977,,,,,
808,"Wetzel's Pretzels, LLC",One stop,,L + 6.75,(a),,8.55,,09/2021,,60,,,61,,,-,,,60,,,,,
809,,,,,,,,,,,208135,,,212265,,,9.5,,,207849,,,,,
810,Printing and Publishing,,,,,,,,,,,,,,,,,,,,,,,,
811,"Brandmuscle, Inc.  ^",Senior loan,,L + 5.00,(c),,6.94,,12/2021,,1135,,,1157,,,0.1,,,1141,,,,,
812,"Messenger, LLC  #+!~",One stop,,L + 6.00,(a)(f),,7.79,,08/2023,,9122,,,9226,,,0.4,,,9122,,,,,
813,"Messenger, LLC",One stop,,P + 5.00,(f),,9.75,,08/2023,,36,,,36,,,-,,,36,,,,,
814,"Messenger, LLC  (5)",One stop,,L + 6.00,,,N/A  (6),,08/2023,,-,,,(2,,,-,,,-,,,,,
815,,,,,,,,,,,10293,,,10417,,,0.5,,,10299,,,,,
816,Retail Stores,,,,,,,,,,,,,,,,,,,,,,,,
817,2nd Ave. LLC,One stop,,L + 5.50,(a),,7.30,,09/2025,,5959,,,5860,,,0.3,,,5959,,,,,
818,2nd Ave. LLC,One stop,,L + 5.50,,,N/A  (6),,09/2025,,-,,,-,,,-,,,-,,,,,
819,Batteries Plus Holding Corporation,One stop,,L + 6.75,(a),,8.55,,07/2022,,22039,,,22367,,,1.0,,,22039,,,,,
820,Batteries Plus Holding Corporation  (5),One stop,,L + 6.75,,,N/A  (6),,07/2022,,-,,,(1,,,-,,,-,,,,,
821,"Boot Barn, Inc.  #+!~",Senior loan,,L + 4.50,(c),,6.46,,06/2023,,7596,,,7758,,,0.3,,,7596,,,,,
822,"Cycle Gear, Inc.  ^+",One stop,,L + 5.00,(c),,7.10,,01/2021,,17739,,,17933,,,0.8,,,17739,,,,,
823,"Cycle Gear, Inc.  ^",One stop,,L + 5.00,(c),,7.10,,01/2021,,1291,,,1316,,,0.1,,,1291,,,,,
824,"DTLR, Inc.  ^*+",One stop,,L + 6.50,(c),,8.41,,08/2022,,41706,,,42320,,,1.9,,,41706,,,,,
825,"Elite Sportswear, L.P.",Senior loan,,L + 6.25,(c),,8.19,,12/2021,,6280,,,6177,,,0.3,,,5966,,,,,
826,"Elite Sportswear, L.P.",Senior loan,,L + 6.25,(c),,8.19,,12/2021,,2525,,,2485,,,0.1,,,2399,,,,,
827,"Elite Sportswear, L.P.",Senior loan,,L + 6.25,(c),,8.19,,12/2021,,1299,,,1280,,,0.1,,,1234,,,,,
828,"Elite Sportswear, L.P.  *",Senior loan,,L + 6.25,(c),,8.19,,12/2021,,426,,,421,,,-,,,405,,,,,
