,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
476,KPS Global LLC,Walk-in cooler and freezer systems,First lien senior secured loan ($7.2 par due 4/2022),8.54% (Libor + 7.39%/Q),4/5/2017,7.2,7.2
477,"MacLean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,Senior subordinated loan ($101.4 par due 10/2025),"10.50% Cash, 3.00% PIK",10/31/2013,101.4,101.4
478,"MacLean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,"Preferred units (70,183 units)","4.50% Cash, 9.25% PIK",10/9/2015,74.8,74.8
479,Niagara Fiber Intermediate Corp. (22),Insoluble fiber filler products,First lien senior secured revolving loan ($1.9 par due 5/2018),0,5/8/2014,1.8,1.1
480,Niagara Fiber Intermediate Corp. (22),Insoluble fiber filler products,First lien senior secured loan ($1.3 par due 5/2018),0,5/8/2014,1.2,0.7
481,Niagara Fiber Intermediate Corp. (22),Insoluble fiber filler products,First lien senior secured loan ($12.1 par due 5/2018),0,5/8/2014,11.3,7.1
482,Nordco Inc. (22),Railroad maintenance-of-way machinery,First lien senior secured revolving loan,0,8/26/2015,0.0,0.0
483,"Pelican Products, Inc.",Flashlights,Second lien senior secured loan ($40.0 par due 4/2021),9.55% (Libor + 8.25%/Q),4/11/2014,40.0,38.0
484,Saw Mill PCG Partners LLC,Metal precision engineered components,"Common units (1,000 units)",0,1/30/2007,1.0,0.0
485,"SI Holdings, Inc.","Elastomeric parts, mid-sized composite structures, and composite tooling","Common stock (1,500 shares)",0,5/30/2014,1.5,1.5
486,"Sonny's Enterprises, LLC (22)","Manufacturer and supplier of car wash equipment, parts and supplies to the conveyorized car wash market",First lien senior secured loan ($0.4 par due 12/2022),6.05% (Libor + 4.75%/Q),6/1/2017,0.4,0.4
487,"Sonny's Enterprises, LLC (22)","Manufacturer and supplier of car wash equipment, parts and supplies to the conveyorized car wash market",First lien senior secured loan ($0.2 par due 12/2022),6.05% (Libor + 4.75%/Q),5/3/2017,0.2,0.2
488,TPTM Merger Corp. (22),Time temperature indicator products,First lien senior secured revolving loan ($0.8 par due 9/2018),7.66% (Libor + 6.50%/Q),9/12/2013,0.8,0.8
489,TPTM Merger Corp. (22),Time temperature indicator products,First lien senior secured revolving loan ($0.5 par due 9/2018),7.67% (Libor + 6.50%/Q),9/12/2013,0.5,0.5
490,TPTM Merger Corp. (22),Time temperature indicator products,First lien senior secured loan ($10.5 par due 9/2018),9.67% (Libor + 8.67%/Q),9/12/2013,10.5,10.5
491,TPTM Merger Corp. (22),Time temperature indicator products,First lien senior secured loan ($6.2 par due 9/2018),9.67% (Libor + 8.67%/Q),9/12/2013,6.2,6.2
492,TPTM Merger Corp. (22),Time temperature indicator products,First lien senior secured loan ($6.5 par due 9/2018),9.97% (Libor + 8.67%/Q),9/12/2013,6.5,6.5
493,TPTM Merger Corp. (22),Time temperature indicator products,First lien senior secured loan ($3.8 par due 9/2018),9.97% (Libor + 8.67%/Q),9/12/2013,3.8,3.8
494,"WP CPP Holdings, LLC",Precision engineered castings,Second lien senior secured loan ($19.7 par due 4/2021),8.92% (Libor + 7.75%/Q),1/3/2017,18.8,18.3
495,American Seafoods Group LLC and American Seafoods Partners LLC (22),Harvester and processor of seafood,First lien senior secured revolving loan ($0.5 par due 8/2021),8.25% (Base Rate + 4.00%/Q),8/19/2015,0.5,0.5
496,American Seafoods Group LLC and American Seafoods Partners LLC (22),Harvester and processor of seafood,First lien senior secured loan ($6.6 par due 8/2021),6.23% (Libor + 5.00%/Q),8/19/2015,6.6,6.6
497,American Seafoods Group LLC and American Seafoods Partners LLC (22),Harvester and processor of seafood,First lien senior secured loan ($0.1 par due 8/2021),8.25% (Base Rate + 4.00%/Q),8/19/2015,0.1,0.1
498,American Seafoods Group LLC and American Seafoods Partners LLC (22),Harvester and processor of seafood,Second lien senior secured loan ($55.0 par due 2/2022),10.23% (Libor + 9.00%/Q),8/19/2015,55.0,55.0
499,American Seafoods Group LLC and American Seafoods Partners LLC (22),Harvester and processor of seafood,"Class A units (77,922 units)",0,8/19/2015,0.1,0.1
500,American Seafoods Group LLC and American Seafoods Partners LLC (22),Harvester and processor of seafood,"Warrant to purchase up to 7,422,078 Class A units (expires 8/2035)",0,8/19/2015,7.4,11.3
501,Eagle Family Foods Group LLC,Manufacturer and producer of milk products,First lien senior secured loan ($21.6 par due 12/2021),10.35% (Libor + 9.05%/Q),8/22/2016,21.6,21.2
502,Eagle Family Foods Group LLC,Manufacturer and producer of milk products,First lien senior secured loan ($54.8 par due 12/2021),10.35% (Libor + 9.05%/Q),12/31/2015,54.5,53.7
503,"Edward Don & Company, LLC and VCP-EDC Co-Invest, LLC",Distributor of foodservice equipment and supplies,First lien senior secured loan ($47.9 par due 9/2022),9.66% (Libor + 8.50%/Q),3/31/2017,47.9,47.9
504,"Edward Don & Company, LLC and VCP-EDC Co-Invest, LLC",Distributor of foodservice equipment and supplies,"Membership units (2,970,000 units)",0,6/9/2017,3.0,3.0
505,FPI Holding Corporation (8),Distributor of fruits,First lien senior secured loan ($0.6 par due 6/2018),0,1/3/2017,0.4,0.6
506,GF Parent LLC,"Producer of low-acid, aseptic food and beverage products","Class A preferred units (2,940 units)",0,5/13/2015,2.9,2.1
507,GF Parent LLC,"Producer of low-acid, aseptic food and beverage products","Class A common units (60,000 units)",0,5/13/2015,0.1,0.0
508,"JWC/KI Holdings, LLC",Foodservice sales and marketing agency,"Membership units (5,000 units)",0,11/16/2015,5.0,4.7
509,"Kettle Cuisine, LLC",Manufacturer of fresh refrigerated and frozen food products,Second lien senior secured loan ($28.5 par due 2/2022),10.84% (Libor + 9.75%/Q),8/21/2015,28.5,28.5
510,"NECCO Holdings, Inc. (8)(22)",Producer and supplier of candy,First lien senior secured revolving loan ($16.5 par due 11/2017),0,1/3/2017,5.3,4.6
511,"NECCO Holdings, Inc. (8)(22)",Producer and supplier of candy,First lien senior secured loan ($9.9 par due 11/2017),0,1/3/2017,0.9,1.2
512,"NECCO Holdings, Inc. (8)(22)",Producer and supplier of candy,"Common stock (860,189 shares)",0,1/3/2017,0.0,0.0
513,"RF HP SCF Investor, LLC",Branded specialty food company,Membership interest (10.08% interest),0,12/22/2016,12.5,12.9
514,"Teasdale Foods, Inc. (22)","Provider of private label and branded food products to the retail, foodservice and wholesale channels",First lien senior secured loan ($1.2 par due 10/2020),9.91% (Libor + 8.75%/Q),6/30/2017,1.2,1.2
515,"Teasdale Foods, Inc. (22)","Provider of private label and branded food products to the retail, foodservice and wholesale channels",Second lien senior secured loan ($33.6 par due 10/2021),10.05% (Libor + 8.75%/Q),1/3/2017,33.6,33.6
516,"Teasdale Foods, Inc. (22)","Provider of private label and branded food products to the retail, foodservice and wholesale channels",Second lien senior secured loan ($21.3 par due 10/2021),9.91% (Libor + 8.75%/Q),1/3/2017,21.3,21.3
517,"Teasdale Foods, Inc. (22)","Provider of private label and branded food products to the retail, foodservice and wholesale channels",Second lien senior secured loan ($31.5 par due 10/2021),9.92% (Libor + 8.75%/Q),1/3/2017,31.5,31.5
518,Campus Management Acquisition Corp. (7),Education software developer,"Preferred stock (485,159 shares)",0,2/8/2008,10.5,10.2
519,Excelligence Holdings Corp.,"Developer, manufacturer and retailer of educational products",First lien senior secured loan ($13.0 par due 4/2023),7.21% (Libor + 6.00%/Q),4/17/2017,13.0,12.9
520,"Infilaw Holding, LLC (22)",Operator of for-profit law schools,First lien senior secured revolving loan ($6.0 par due 2/2018),0,8/25/2011,6.0,2.5
521,"Infilaw Holding, LLC (22)",Operator of for-profit law schools,Series A preferred units (1.248899 units),0,8/25/2011,128.1,0.0
522,"Infilaw Holding, LLC (22)",Operator of for-profit law schools,Series A-1 preferred units (0.025463 units),0,7/29/2016,2.5,0.0
523,"Infilaw Holding, LLC (22)",Operator of for-profit law schools,Series B preferred units (0.391467 units),0,10/19/2012,9.2,0.0
524,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc. (22)",Private school operator,First lien senior secured revolving loan ($12.0 par due 5/2018),12.25% (Base Rate + 8.00%/Q),5/18/2017,12.0,12.0
525,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc. (22)",Private school operator,First lien senior secured loan ($3.0 par due 12/2018),10.50% (Libor + 9.00%/Q),10/31/2015,3.0,3.0
526,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc. (22)",Private school operator,"Series B preferred stock (1,750,000 shares)",0,8/5/2010,5.0,0.0
527,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc. (22)",Private school operator,"Series C preferred stock (2,512,586 shares)",0,6/7/2010,0.7,0.0
528,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc. (22)",Private school operator,"Senior preferred series A-1 shares (163,902 shares)",0,10/31/2015,119.4,47.0
529,"Instituto de Banca y Comercio, Inc. & Leeds IV Advisors, Inc. (22)",Private school operator,Common stock (20 shares),0,6/7/2010,0.0,0.0
530,"Lakeland Tours, LLC (22)",Educational travel provider,First lien senior secured revolving loan ($1.6 par due 2/2022),6.04% (Libor + 4.75%/M),2/10/2016,1.6,1.6
531,"Lakeland Tours, LLC (22)",Educational travel provider,First lien senior secured loan ($5.0 par due 2/2022),5.87% (Libor + 4.75%/Q),2/10/2016,4.9,5.0
532,"Lakeland Tours, LLC (22)",Educational travel provider,First lien senior secured loan ($31.7 par due 2/2022),10.74% (Libor + 9.74%/Q),2/10/2016,31.3,31.7
533,"Liaison Acquisition, LLC (22)",Provider of centralized applications services to educational associations,Second lien senior secured loan ($15.0 par due 8/2023),10.34% (Libor + 9.25%/Q),2/9/2017,14.7,15.0
534,PIH Corporation and Primrose Holding Corporation (22),Franchisor of education-based early childhood centers,First lien senior secured revolving loan ($0.6 par due 12/2018),6.31% (Libor + 5.25%/Q),12/13/2013,0.6,0.6
535,PIH Corporation and Primrose Holding Corporation (22),Franchisor of education-based early childhood centers,"Common stock (7,227 shares)",0,1/3/2017,17.0,22.1
536,"R3 Education Inc., Equinox EIC Partners LLC and Sierra Education Finance Corp.",Medical school operator,"Preferred stock (1,977 shares)",0,7/30/2008,0.5,0.5
537,"R3 Education Inc., Equinox EIC Partners LLC and Sierra Education Finance Corp.",Medical school operator,Common membership interest (15.76% interest),0,9/21/2007,15.8,34.5
538,"R3 Education Inc., Equinox EIC Partners LLC and Sierra Education Finance Corp.",Medical school operator,"Warrant to purchase up to 27,890 shares (expires 11/2019)",0,12/8/2009,0.0,0.1
539,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,First lien senior secured loan ($3.2 par due 1/2021),"12.00% (Libor + 8.00% Cash, 2.00% PIK/M)",7/1/2014,3.1,3.2
540,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,First lien senior secured loan ($0.1 par due 1/2021),0,7/1/2014,0.1,0.1
541,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,Warrant to purchase up to 987 shares of common stock (expires 12/2026),0,12/23/2016,0.0,0.0
542,"Regent Education, Inc.",Provider of software solutions designed to optimize the financial aid and enrollment processes,"Warrant to purchase up to 5,393,194 shares of common stock (expires 12/2026)",0,12/23/2016,0.0,0.0
543,"RuffaloCODY, LLC (22)",Provider of student fundraising and enrollment management services,First lien senior secured revolving loan,0,5/29/2013,0.0,0.0
544,"Severin Acquisition, LLC (22)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($38.7 par due 7/2022),10.05% (Libor + 8.75%/Q),2/1/2017,37.8,38.7
545,"Severin Acquisition, LLC (22)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($3.1 par due 7/2022),10.30% (Libor + 9.00%/Q),1/3/2017,3.1,3.1
546,"Severin Acquisition, LLC (22)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($3.1 par due 7/2022),10.30% (Libor + 9.00%/Q),10/14/2016,3.1,3.1
547,"Severin Acquisition, LLC (22)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($5.5 par due 7/2022),10.05% (Libor + 8.75%/Q),1/3/2017,5.5,5.5
548,"Severin Acquisition, LLC (22)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($4.2 par due 7/2022),10.05% (Libor + 8.75%/Q),10/28/2015,4.1,4.2
549,"Severin Acquisition, LLC (22)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($4.4 par due 7/2022),10.55% (Libor + 9.25%/Q),1/3/2017,4.4,4.4
550,"Severin Acquisition, LLC (22)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($3.3 par due 7/2022),10.55% (Libor + 9.25%/Q),2/1/2016,3.2,3.3
551,"Severin Acquisition, LLC (22)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($20.0 par due 7/2022),10.05% (Libor + 8.75%/Q),1/3/2017,20.0,20.0
552,"Severin Acquisition, LLC (22)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($15.0 par due 7/2022),10.05% (Libor + 8.75%/Q),7/31/2015,14.8,15.0
553,"Severin Acquisition, LLC (22)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($2.8 par due 7/2022),10.55% (Libor + 9.25%/Q),1/3/2017,2.8,2.8
554,"Severin Acquisition, LLC (22)",Provider of student information system software solutions to the K-12 education market,Second lien senior secured loan ($2.8 par due 7/2022),10.55% (Libor + 9.25%/Q),8/8/2016,2.8,2.8
555,"WCI-Quantum Holdings, Inc.","Distributor of instructional products, services and resources","Series A preferred stock (1,272 shares)",0,10/24/2014,1.0,1.0
556,"GS Pretium Holdings, Inc.",Manufacturer and supplier of high performance plastic containers,"Common stock (500,000 shares)",0,6/2/2014,0.5,0.8
557,"ICSH Parent, Inc. and Vulcan Container Services Holdings, Inc. (22)","Industrial container manufacturer, reconditioner and servicer",Second lien senior secured loan ($63.6 par due 4/2025),9.17% (Libor + 8.00%/Q),4/28/2017,62.9,63.6
558,"ICSH Parent, Inc. and Vulcan Container Services Holdings, Inc. (22)","Industrial container manufacturer, reconditioner and servicer","Series A common stock (24,900 shares)",0,4/28/2017,2.5,2.7
559,LBP Intermediate Holdings LLC (22),Manufacturer of paper and corrugated foodservice packaging,First lien senior secured revolving loan,0,7/10/2015,0.0,0.0
560,LBP Intermediate Holdings LLC (22),Manufacturer of paper and corrugated foodservice packaging,First lien senior secured loan ($11.9 par due 7/2020),6.80% (Libor + 5.50%/Q),7/10/2015,11.8,11.9
561,LBP Intermediate Holdings LLC (22),Manufacturer of paper and corrugated foodservice packaging,First lien senior secured loan ($5.0 par due 7/2020),6.80% (Libor + 5.50%/Q),7/10/2015,5.0,5.0
562,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,Second lien senior secured loan ($78.5 par due 12/2018),8.71% (Libor + 7.50%/Q),12/14/2012,78.5,78.5
563,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,Second lien senior secured loan ($54.0 par due 12/2018),8.71% (Libor + 7.50%/Q),12/14/2012,54.0,54.0
564,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,Second lien senior secured loan ($10.0 par due 12/2018),8.71% (Libor + 7.50%/Q),12/14/2012,10.0,10.0
565,"Microstar Logistics LLC, Microstar Global Asset Management LLC, and MStar Holding Corporation",Keg management solutions provider,"Common stock (50,000 shares)",0,12/14/2012,4.0,7.5
566,"NSI Holdings, Inc.",Manufacturer of plastic containers for the wholesale nursery industry,"Series A preferred stock (2,192 shares)",0,1/3/2017,0.0,0.0
567,"NSI Holdings, Inc.",Manufacturer of plastic containers for the wholesale nursery industry,Warrant to purchase up to 648 shares of common stock (expires 11/2017),0,1/3/2017,0.0,0.0
568,Ranpak Corp.,Manufacturer and marketer of paper-based protective packaging systems and materials,Second lien senior secured loan ($15.6 par due 10/2022),8.42% (Libor + 7.25%/Q),1/3/2017,15.0,15.2
569,"MPH Energy Holdings, LP",Operator of municipal recycling facilities,Limited partnership interest (3.13% interest),0,1/8/2014,0.0,0.0
570,"Pegasus Community Energy, LLC",Operator of municipal recycling facilities,"Preferred stock (1,000 shares)",0,3/1/2011,8.8,0.0
571,"Soil Safe, Inc. and Soil Safe Acquisition Corp. (8)(22)","Provider of soil treatment, recycling and placement services",First lien senior secured revolving loan,0,1/3/2017,0.0,0.0
572,"Soil Safe, Inc. and Soil Safe Acquisition Corp. (8)(22)","Provider of soil treatment, recycling and placement services",First lien senior secured loan ($15.1 par due 12/2018),8.00% (Libor + 6.25%/Q),1/3/2017,15.1,15.1
573,"Soil Safe, Inc. and Soil Safe Acquisition Corp. (8)(22)","Provider of soil treatment, recycling and placement services",Second lien senior secured loan ($12.7 par due 7/2019),10.75% (Libor + 7.75%/Q),1/3/2017,12.7,12.7
574,"Soil Safe, Inc. and Soil Safe Acquisition Corp. (8)(22)","Provider of soil treatment, recycling and placement services",Senior subordinated loan ($33.8 par due 12/2019),16.50%,1/3/2017,33.8,33.8
575,"Soil Safe, Inc. and Soil Safe Acquisition Corp. (8)(22)","Provider of soil treatment, recycling and placement services",Senior subordinated loan ($29.3 par due 12/2019),14.50%,1/3/2017,29.3,29.3
576,"Soil Safe, Inc. and Soil Safe Acquisition Corp. (8)(22)","Provider of soil treatment, recycling and placement services",Senior subordinated loan ($27.9 par due 12/2019),0,1/3/2017,11.5,1.6
577,"Soil Safe, Inc. and Soil Safe Acquisition Corp. (8)(22)","Provider of soil treatment, recycling and placement services",Common stock (810 shares),0,1/3/2017,0.0,0.0
578,Storm UK Holdco Limited and Storm US Holdco Inc. (22),"Provider of water infrastructure software solutions for municipalities, utilities and engineering consulting firms",First lien senior secured loan ($4.6 par due 5/2023),6.67% (Libor + 5.50%/Q),5/5/2017,4.6,4.5
579,"Waste Pro USA, Inc",Waste management services,Second lien senior secured loan ($75.6 par due 10/2020),8.71% (Libor + 7.50%/Q),10/15/2014,75.6,75.6
580,A.U.L. Corp. (22),Provider of vehicle service contracts and limited warranties for passenger vehicles,First lien senior secured loan ($7.9 par due 6/2023),6.125% (Libor + 5.00%/Q),6/7/2017,7.9,7.7
581,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts",First lien senior secured loan ($1.3 par due 8/2021),7.93% (Libor + 6.75%/Q),12/14/2016,1.3,1.3
582,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts",First lien senior secured loan ($2.0 par due 8/2021),7.93% (Libor + 6.75%/Q),1/5/2017,2.0,2.0
583,"AEP Holdings, Inc. and Arrowhead Holdco Company","Distributor of non-discretionary, mission-critical aftermarket replacement parts","Common stock (3,467 shares)",0,8/31/2015,3.5,3.8
584,"ChargePoint, Inc.",Developer and operator of electric vehicle charging stations,Second lien senior secured loan ($20.0 par due 8/2020),10.05% (Libor + 8.75%/M),12/24/2014,19.6,20.0
585,"ChargePoint, Inc.",Developer and operator of electric vehicle charging stations,"Warrant to purchase up to 809,126 shares of Series E preferred stock (expires 12/2024)",0,12/30/2014,0.3,2.1
586,"Dent Wizard International Corporation and DWH Equity Investors, L.P.",Automotive reconditioning services,Second lien senior secured loan ($50.0 par due 10/2020),9.87% (Libor + 8.75%/Q),4/7/2015,50.0,50.0
587,"Dent Wizard International Corporation and DWH Equity Investors, L.P.",Automotive reconditioning services,"Class A common stock (10,000 shares)",0,4/7/2015,0.2,0.5
588,"Dent Wizard International Corporation and DWH Equity Investors, L.P.",Automotive reconditioning services,"Class B common stock (20,000 shares)",0,4/7/2015,0.4,1.0
589,"Eckler Industries, Inc. (22)",Restoration parts and accessories provider for classic automobiles,First lien senior secured revolving loan ($2.0 par due 9/2017),9.25% (Base Rate + 5.00%/Q),7/12/2012,2.0,1.8
590,"Eckler Industries, Inc. (22)",Restoration parts and accessories provider for classic automobiles,First lien senior secured loan ($6.8 par due 9/2017),7.25% (Libor + 6.00%/Q),7/12/2012,6.8,6.2
591,"Eckler Industries, Inc. (22)",Restoration parts and accessories provider for classic automobiles,First lien senior secured loan ($25.0 par due 9/2017),7.25% (Libor + 6.00%/Q),7/12/2012,25.0,23.0
592,"Eckler Industries, Inc. (22)",Restoration parts and accessories provider for classic automobiles,"Series A preferred stock (1,800 shares)",0,7/12/2012,1.8,0.0
593,"Eckler Industries, Inc. (22)",Restoration parts and accessories provider for classic automobiles,"Common stock (20,000 shares)",0,7/12/2012,0.2,0.0
594,"EcoMotors, Inc.",Engine developer,First lien senior secured loan ($9.8 par due 3/2018),0,9/1/2015,9.5,0.2
595,"EcoMotors, Inc.",Engine developer,"Warrant to purchase up to 321,888 shares of Series C preferred stock (expires 12/2022)",0,12/28/2012,0.0,0.0
596,"EcoMotors, Inc.",Engine developer,"Warrant to purchase up to 70,000 shares of Series C preferred stock (expires 2/2025)",0,2/24/2015,0.0,0.0
597,"ESCP PPG Holdings, LLC (7)",Distributor of new equipment and aftermarket parts to the heavy-duty truck industry,"Class A units (3,500,000 units)",0,12/14/2016,3.5,2.7
598,"Simpson Performance Products, Inc.",Provider of motorsports safety equipment,First lien senior secured loan ($18.3 par due 2/2020),8.39% (Libor + 7.39%/Q),2/20/2015,18.3,18.3
599,"SK SPV IV, LLC",Collision repair site operators,"Series A common stock (12,500 units)",0,8/18/2014,0.6,3.1
600,"SK SPV IV, LLC",Collision repair site operators,"Series B common stock (12,500 units)",0,8/18/2014,0.6,3.1
601,"Lonestar Prospects, Ltd.",Sand based proppant producer and distributor to the oil and natural gas industry,First lien senior secured loan ($15.1 par due 3/2021),9.20% (Libor + 8.00%/Q),3/1/2017,15.1,15.1
602,"Lonestar Prospects, Ltd.",Sand based proppant producer and distributor to the oil and natural gas industry,First lien senior secured loan ($75.1 par due 3/2021),9.20% (Libor + 8.00%/Q),3/1/2017,75.1,75.1
603,"Moss Creek Resources, LLC",Exploration and production company,Senior subordinated loan ($30.0 par due 4/2022),9.50% (Libor + 8.00%/Q),5/5/2017,29.6,29.6
604,Petroflow Energy Corporation and TexOak Petro Holdings LLC (7),Oil and gas exploration and production company,First lien senior secured loan ($14.2 par due 6/2019),3.05% (Libor + 2.00%/Q),6/29/2016,13.5,13.0
605,Petroflow Energy Corporation and TexOak Petro Holdings LLC (7),Oil and gas exploration and production company,Second lien senior secured loan ($23.6 par due 12/2019),0,6/29/2016,21.9,3.5
606,Petroflow Energy Corporation and TexOak Petro Holdings LLC (7),Oil and gas exploration and production company,"Common units (202,000 units)",0,6/29/2016,11.1,0.0
607,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($4.7 par due 2/2022),6.30% (Libor + 5.00%/Q),3/1/2017,4.7,4.6
608,"Flow Solutions Holdings, Inc.","Distributor of high value fluid handling, filtration and flow control products",Second lien senior secured loan ($6.0 par due 10/2018),10.17% (Libor + 9.00%/Q),12/16/2014,6.0,5.6
609,"Flow Solutions Holdings, Inc.","Distributor of high value fluid handling, filtration and flow control products",Second lien senior secured loan ($29.5 par due 10/2018),10.17% (Libor + 9.00%/Q),12/16/2014,29.4,27.4
610,"KHC Holdings, Inc. and Kele Holdco, Inc. (22)",Catalog-based distribution services provider for building automation systems,First lien senior secured loan ($69.2 par due 10/2022),7.30% (Libor + 6.00%/Q),1/3/2017,69.2,69.2
611,"KHC Holdings, Inc. and Kele Holdco, Inc. (22)",Catalog-based distribution services provider for building automation systems,"Common stock (30,000 shares)",0,1/3/2017,3.1,2.8
612,"Cadence Aerospace, LLC",Aerospace precision components manufacturer,First lien senior secured loan ($4.0 par due 5/2018),7.50% (Libor + 6.25%/Q),5/15/2012,4.0,3.9
613,"Cadence Aerospace, LLC",Aerospace precision components manufacturer,Second lien senior secured loan ($5.0 par due 5/2019),20.00% PIK,4/17/2017,5.0,5.0
614,"Cadence Aerospace, LLC",Aerospace precision components manufacturer,Second lien senior secured loan ($79.7 par due 5/2019),11.50% (Libor + 10.25%/Q),5/10/2012,79.7,73.3
615,"Jazz Acquisition, Inc.",Designer and distributor of aftermarket replacement components to the commercial airlines industry,Second lien senior secured loan ($25.0 par due 6/2022),8.05% (Libor + 6.75%/Q),1/3/2017,19.5,22.0
616,AMZ Holding Corp. (22),Specialty chemicals manufacturer,First lien senior secured loan ($15.2 par due 6/2022),6.22% (Libor + 5.00%/Q),6/27/2017,15.2,15.2
617,"Borchers Americas, Inc.",Provider of performance enhancing coating additives,First lien senior secured loan ($5.0 par due 1/2024),6.05% (Libor + 4.75%/Q),1/12/2017,5.0,5.0
618,"Genomatica, Inc.",Developer of a biotechnology platform for the production of chemical products,"Warrant to purchase 322,422 shares of Series D preferred stock (expires 3/2023)",0,3/28/2013,0.0,0.0
619,"K2 Pure Solutions Nocal, L.P. (22)",Chemical producer,First lien senior secured revolving loan ($1.5 par due 2/2021),8.36% (Libor + 7.13%/Q),8/19/2013,1.5,1.5
620,"K2 Pure Solutions Nocal, L.P. (22)",Chemical producer,First lien senior secured loan ($40.0 par due 2/2021),7.23% (Libor + 6.00%/Q),8/19/2013,40.0,40.0
621,"K2 Pure Solutions Nocal, L.P. (22)",Chemical producer,First lien senior secured loan ($13.0 par due 2/2021),7.23% (Libor + 6.00%/Q),8/19/2013,13.0,13.0
622,"Kinestral Technologies, Inc.","Designer of adaptive, dynamic glass for the commercial and residential markets.",First lien senior secured loan ($6.2 par due 10/2018),8.91% (Libor + 7.75%/M),4/22/2014,6.1,6.2
623,"Kinestral Technologies, Inc.","Designer of adaptive, dynamic glass for the commercial and residential markets.","Warrant to purchase up to 325,000 shares of Series A preferred stock (expires 4/2024)",0,4/22/2014,0.1,0.3
624,"Kinestral Technologies, Inc.","Designer of adaptive, dynamic glass for the commercial and residential markets.","Warrant to purchase up to 131,883 shares of Series B preferred stock (expires 4/2025)",0,4/9/2015,0.0,0.0
625,Fashion Holding Luxembourg SCA (Modacin/Camaeiu) (8)(9),Retailer of women's clothing,"Preferred stock (241,776,675 shares)",0,1/3/2017,0.0,0.0
626,"Galls, LLC",Distributor of apparel products to safety professionals,Second lien senior secured loan ($14.3 par due 8/2021),9.05% (Libor + 7.75%/Q),1/3/2017,14.3,14.3
627,"Galls, LLC",Distributor of apparel products to safety professionals,Second lien senior secured loan ($26.0 par due 8/2021),9.05% (Libor + 7.75%/Q),1/3/2017,26.0,26.0
628,"Paper Source, Inc. and Pine Holdings, Inc. (22)",Retailer of fine and artisanal paper products,First lien senior secured loan ($9.6 par due 9/2018),7.40% (Libor + 6.25%/Q),9/23/2013,9.6,9.6
629,"Paper Source, Inc. and Pine Holdings, Inc. (22)",Retailer of fine and artisanal paper products,"Class A common stock (36,364 shares)",0,9/23/2013,6.0,5.3
630,"Things Remembered, Inc. and TRM Holdco Corp. (7)(22)",Personalized gifts retailer,First lien senior secured revolving loan ($0.3 par due 2/2019),9.03% (Libor + 8.00%/Q),8/30/2016,0.3,0.3
631,"Things Remembered, Inc. and TRM Holdco Corp. (7)(22)",Personalized gifts retailer,First lien senior secured loan ($11.7 par due 3/2020),0,8/30/2016,10.5,1.8
632,"Things Remembered, Inc. and TRM Holdco Corp. (7)(22)",Personalized gifts retailer,"Common stock (10,631,940 shares)",0,8/30/2016,6.1,0.0
633,"Athletic Club Holdings, Inc.",Premier health club operator,First lien senior secured loan ($35.0 par due 10/2020),9.50% (Libor + 8.50%/Q),10/11/2007,35.0,35.0
634,"CFW Co-Invest, L.P., NCP Curves, L.P. and Curves International Holdings, Inc.",Health club franchisor,"Limited partnership interest (4,152,165 shares)",0,7/31/2012,4.2,4.7
