,Company,Business Description,Investment,Interest,Acquisition Date,Amortized Cost,Fair Value
424,Ardonagh Midco 2 plc and Ardonagh Midco 3 plc,Insurance broker and underwriting servicer,Senior subordinated loan ($1.3 par due 1/2027),11.50% PIK,6/26/2020,1.2,1.4
425,Benecon Midco II LLC and Locutus Holdco LLC (16),Employee benefits provider for small and mid-size employers,"Common units (9,803,682 units)",0,12/4/2020,10.0,15.5
426,"Benefytt Technologies, Inc.",Health insurance sales platform provider,First lien senior secured loan ($23.4 par due 8/2027),6.75% (Libor + 6.00%/Q),8/12/2021,23.4,23.2
427,"Foundation Risk Partners, Corp. (16)",Full service independent insurance agency,First lien senior secured loan ($169.5 par due 10/2028),6.50% (Libor + 5.75%/Q),10/29/2021,169.5,167.7
428,Galway Borrower LLC (16),Insurance service provider,First lien senior secured revolving loan,-%,9/30/2021,0.0,0.0
429,Galway Borrower LLC (16),Insurance service provider,First lien senior secured loan ($59.1 par due 9/2028),6.00% (Libor + 5.25%/Q),9/30/2021,59.1,58.5
430,"High Street Buyer, Inc. and High Street Holdco LLC (16)",Insurance brokerage platform,First lien senior secured loan ($55.0 par due 4/2028),6.75% (Libor + 6.00%/Q),4/16/2021,55.0,54.5
431,"High Street Buyer, Inc. and High Street Holdco LLC (16)",Insurance brokerage platform,First lien senior secured loan ($10.4 par due 4/2028),6.75% (Libor + 6.00%/Q),8/11/2021,10.4,10.3
432,"High Street Buyer, Inc. and High Street Holdco LLC (16)",Insurance brokerage platform,"Series A preferred units (96,763,329 units)",10.00% PIK,4/16/2021,101.1,101.2
433,"High Street Buyer, Inc. and High Street Holdco LLC (16)",Insurance brokerage platform,"Series A common units (4,649,000 units)",10.00% PIK,4/16/2021,5.0,11.1
434,"High Street Buyer, Inc. and High Street Holdco LLC (16)",Insurance brokerage platform,"Series C common units (4,979,318 units)",10.00% PIK,4/16/2021,0.2,11.9
435,"K2 Insurance Services, LLC and K2 Holdco LP (16)",Specialty insurance and managing general agency,First lien senior secured revolving loan,-%,7/1/2019,0.0,0.0
436,"K2 Insurance Services, LLC and K2 Holdco LP (16)",Specialty insurance and managing general agency,First lien senior secured loan ($0.6 par due 7/2026),6.00% (Libor + 5.00%/Q),12/29/2021,0.6,0.6
437,"K2 Insurance Services, LLC and K2 Holdco LP (16)",Specialty insurance and managing general agency,First lien senior secured loan ($51.0 par due 7/2026),6.00% (Libor + 5.00%/Q),7/1/2019,51.0,51.0
438,"K2 Insurance Services, LLC and K2 Holdco LP (16)",Specialty insurance and managing general agency,First lien senior secured loan ($0.2 par due 7/2026),6.00% (Libor + 5.00%/Q),8/16/2021,0.2,0.2
439,"K2 Insurance Services, LLC and K2 Holdco LP (16)",Specialty insurance and managing general agency,"Common units (799,000 units)",0,7/1/2019,0.8,1.6
440,"NSM Insurance Group, LLC (16)",Insurance program administrator,First lien senior secured revolving loan ($0.5 par due 11/2025),7.00% (Base Rate + 3.75%/Q),6/2/2021,0.5,0.5
441,"NSM Insurance Group, LLC (16)",Insurance program administrator,First lien senior secured loan ($12.8 par due 5/2026),6.00% (Libor + 4.75%/M),5/11/2018,12.8,12.8
442,"OneDigital Holdings, Achilles Holdco (16)",Benefits broker and outsourced workflow automation platform provider for brokers,First lien senior secured revolving loan,-%,11/16/2020,0.0,0.0
443,"Patriot Growth Insurance Services, LLC (16)",National retail insurance agency,First lien senior secured loan ($11.6 par due 10/2028),6.25% (Libor + 5.50%/Q),10/14/2021,11.4,11.5
444,People Corporation (16),"Provider of group benefits, group retirement and human resources services",First lien senior secured revolving loan ($2.9 par due 2/2027),7.25% (CDOR + 6.25%/Q),2/18/2021,2.8,2.9
445,People Corporation (16),"Provider of group benefits, group retirement and human resources services",First lien senior secured loan ($1.4 par due 2/2028),6.25% (CDOR + 5.50%/B),9/8/2021,1.3,1.4
446,People Corporation (16),"Provider of group benefits, group retirement and human resources services",First lien senior secured loan ($44.3 par due 2/2028),7.25% (CDOR + 6.25%/Q),2/18/2021,44.1,44.3
447,People Corporation (16),"Provider of group benefits, group retirement and human resources services",First lien senior secured loan ($13.8 par due 2/2028),7.25% (CDOR + 6.25%/Q),2/18/2021,14.1,13.8
448,"RSC Acquisition, Inc. and RSC Insurance Brokerage, Inc. (16)",Insurance broker,First lien senior secured revolving loan ($0.3 par due 10/2026),7.75% (Base Rate + 4.50%/Q),11/1/2019,0.3,0.3
449,"RSC Acquisition, Inc. and RSC Insurance Brokerage, Inc. (16)",Insurance broker,First lien senior secured loan ($33.1 par due 10/2026),6.25% (Libor + 5.50%/Q),11/1/2019,33.1,33.1
450,SCM Insurance Services Inc. (16),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",First lien senior secured loan ($20.4 par due 8/2024),6.00% (CDOR + 5.00%/M),8/29/2017,20.6,20.4
451,SCM Insurance Services Inc. (16),"Provider of claims management, claims investigation & support and risk management solutions for the Canadian property and casualty insurance industry",Second lien senior secured loan ($60.0 par due 3/2025),10.00% (CDOR + 9.00%/M),8/29/2017,60.5,60.0
452,"SelectQuote, Inc.",Direct to consumer insurance distribution platform,First lien senior secured loan ($22.6 par due 11/2024),5.75% (Libor + 5.00%/M),11/5/2019,22.6,22.6
453,"SG Acquisition, Inc.",Provider of insurance solutions for car sales,First lien senior secured loan ($35.6 par due 1/2027),5.50% (Libor + 5.00%/M),1/27/2020,35.6,35.6
454,"Spring Insurance Solutions, LLC (16)",Technology-based direct to consumer sales and marketing platform for insurance products,First lien senior secured loan ($19.7 par due 11/2025),7.50% (Libor + 6.50%/Q),11/23/2020,19.7,18.9
455,"THG Acquisition, LLC (16)",Multi-line insurance broker,First lien senior secured revolving loan,-%,12/2/2019,0.0,0.0
456,"THG Acquisition, LLC (16)",Multi-line insurance broker,First lien senior secured loan ($0.6 par due 12/2026),6.25% (Libor + 5.50%/Q),12/10/2021,0.6,0.6
457,"THG Acquisition, LLC (16)",Multi-line insurance broker,First lien senior secured loan ($0.1 par due 12/2026),6.75% (Libor + 5.75%/Q),12/2/2019,0.1,0.1
458,"THG Acquisition, LLC (16)",Multi-line insurance broker,First lien senior secured loan ($23.2 par due 12/2026),6.50% (Libor + 5.75%/Q),12/15/2020,23.2,23.2
459,"THG Acquisition, LLC (16)",Multi-line insurance broker,First lien senior secured loan ($14.9 par due 12/2026),6.50% (Libor + 5.75%/Q),12/15/2020,14.9,14.9
460,ACAS Equity Holdings Corporation (5),Investment company,Common stock (589 shares),0,1/3/2017,0.4,0.4
461,Ares IIIR/IVR CLO Ltd.,Investment vehicle,Subordinated notes ($20.0 par due 4/2021),0,1/3/2017,0.0,0.0
462,"Blue Wolf Capital Fund II, L.P. (4)",Investment partnership,Limited partnership interest (8.50% interest),0,1/3/2017,0.0,0.2
463,CoLTs 2005-1 Ltd. (5),Investment vehicle,Preferred shares (360 shares),0,1/3/2017,0.0,0.0
464,CREST Exeter Street Solar 2004-1,Investment vehicle,"Preferred shares (3,500,000 shares)",0,1/3/2017,0.0,0.0
465,European Capital UK SME Debt LP (4),Investment partnership,Limited partnership interest (45% interest),0,1/3/2017,18.8,26.9
466,"HCI Equity, LLC (5)",Investment company,Member interest (100.00% interest),0,4/1/2010,0.0,0.0
467,"Partnership Capital Growth Investors III, L.P.",Investment partnership,Limited partnership interest (2.50% interest),0,10/5/2011,1.8,3.6
468,"PCG-Ares Sidecar Investment II, L.P. (4)",Investment partnership,Limited partnership interest (100.00% interest),0,10/31/2014,7.0,11.1
469,"PCG-Ares Sidecar Investment, L.P. (4)",Investment partnership,Limited partnership interest (100.00% interest),0,5/22/2014,4.3,1.3
470,"Piper Jaffray Merchant Banking Fund I, L.P.",Investment partnership,Limited partnership interest (2.00% interest),0,8/16/2012,0.1,1.0
471,"Senior Direct Lending Program, LLC (5)(18)",Co-investment vehicle,Subordinated certificates ($987.3 par due 12/2036),8.21% (Libor + 8.00%/Q)(13),7/27/2016,987.3,987.3
472,"Senior Direct Lending Program, LLC (5)(18)",Co-investment vehicle,Member interest (87.50% interest),0,7/27/2016,0.0,0.0
473,VSC Investors LLC,Investment company,Membership interest (1.95% interest),0,1/24/2008,0.3,0.6
474,"AI Aqua Merger Sub, Inc.",End to end provider of water solutions to a wide range of customer bases,First lien senior secured loan ($0.9 par due 7/2028),4.50% (Libor + 4.00%/M),6/17/2021,0.9,0.9
475,"Arrowhead Holdco Company and Arrowhead GS Holdings, Inc. (16)","Distributor of non-discretionary, mission-critical aftermarket replacement parts",First lien senior secured revolving loan ($3.7 par due 8/2027),5.25% (Libor + 4.50%/Q),8/31/2021,3.7,3.6
476,"Arrowhead Holdco Company and Arrowhead GS Holdings, Inc. (16)","Distributor of non-discretionary, mission-critical aftermarket replacement parts",First lien senior secured loan ($27.6 par due 8/2028),5.25% (Libor + 4.50%/M),8/31/2021,27.6,27.2
477,"Arrowhead Holdco Company and Arrowhead GS Holdings, Inc. (16)","Distributor of non-discretionary, mission-critical aftermarket replacement parts","Common stock (4,900 shares)",0,8/31/2021,4.9,6.7
478,"Cadence Aerospace, LLC (16)",Aerospace precision components manufacturer,First lien senior secured revolving loan ($7.9 par due 11/2022),9.50% (Libor + 3.25% Cash + 5.25% PIK/Q),11/14/2017,7.9,7.6
479,"Cadence Aerospace, LLC (16)",Aerospace precision components manufacturer,First lien senior secured revolving loan ($3.0 par due 11/2022),8.75% (Base Rate + 5.50%/Q),11/14/2017,3.0,2.9
480,"Cadence Aerospace, LLC (16)",Aerospace precision components manufacturer,First lien senior secured revolving loan ($0.7 par due 11/2023),9.50% (Libor + 3.25% Cash + 5.25% PIK/Q),7/22/2020,0.7,0.7
481,"Cadence Aerospace, LLC (16)",Aerospace precision components manufacturer,First lien senior secured loan ($31.4 par due 11/2023),9.50% (Libor + 3.25% Cash + 5.25% PIK/Q),11/14/2017,31.3,30.5
482,"Cadence Aerospace, LLC (16)",Aerospace precision components manufacturer,First lien senior secured loan ($9.8 par due 11/2023),9.50% (Libor + 3.25% Cash + 5.25% PIK/Q),7/5/2018,9.8,9.5
483,"Cadence Aerospace, LLC (16)",Aerospace precision components manufacturer,First lien senior secured loan ($12.0 par due 11/2023),9.50% (Libor + 3.25% Cash + 5.25% PIK/Q),10/31/2019,12.0,11.6
484,"Cadence Aerospace, LLC (16)",Aerospace precision components manufacturer,First lien senior secured loan ($7.9 par due 11/2023),9.50% (Libor + 3.25% Cash + 5.25% PIK/Q),2/12/2020,7.9,7.6
485,"Cadence Aerospace, LLC (16)",Aerospace precision components manufacturer,First lien senior secured loan ($4.0 par due 11/2023),9.50% (Libor + 3.25% Cash + 5.25% PIK/Q),7/31/2020,3.7,3.9
486,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($166.7 par due 8/2023),8.50% (Libor + 6.00% Cash + 1.50% PIK/M),7/26/2017,166.7,158.4
487,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($4.3 par due 8/2023),8.50% (Libor + 6.00% Cash + 1.50% PIK/M),3/1/2017,4.3,4.1
488,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($5.0 par due 8/2023),8.50% (Libor + 6.00% Cash + 1.50% PIK/M),5/22/2020,5.0,4.7
489,"DFS Holding Company, Inc.","Distributor of maintenance, repair, and operations parts, supplies, and equipment to the foodservice industry",First lien senior secured loan ($0.7 par due 2/2022),8.50% (Libor + 6.00% Cash + 1.50% PIK/M),5/22/2020,0.7,0.6
490,"Dynamic NC Aerospace Holdings, LLC and Dynamic NC Investment Holdings, LP (16)",Provider of aerospace technology and equipment,First lien senior secured loan ($25.7 par due 12/2026),7.50% (Libor + 6.50%/Q),12/30/2020,25.7,25.4
491,"Dynamic NC Aerospace Holdings, LLC and Dynamic NC Investment Holdings, LP (16)",Provider of aerospace technology and equipment,"Common units (9,773,000 units)",0,12/30/2020,9.8,8.6
492,"EPS NASS Parent, Inc. (16)",Provider of maintenance and engineering services for electrical infrastructure,First lien senior secured revolving loan ($0.9 par due 4/2026),6.75% (Libor + 5.75%/M),4/19/2021,0.9,0.9
493,"EPS NASS Parent, Inc. (16)",Provider of maintenance and engineering services for electrical infrastructure,First lien senior secured loan ($30.5 par due 4/2028),6.75% (Libor + 5.75%/Q),4/19/2021,30.5,30.5
494,"ESCP PPG Holdings, LLC (4)",Distributor of new equipment and aftermarket parts to the heavy-duty truck industry,"Class A units (3,500,000 units)",0,12/14/2016,3.5,2.8
495,"Flow Control Solutions, Inc. (16)",Distributor and manufacturer of flow control systems components,First lien senior secured loan ($10.8 par due 11/2024),6.50% (Libor + 5.50%/Q),11/21/2018,10.8,10.8
496,"Harvey Tool Company, LLC (16)",Manufacturer of cutting tools used in the metalworking industry,First lien senior secured revolving loan ($5.9 par due 10/2027),6.25% (Libor + 5.50%/Q),10/26/2021,5.9,5.8
497,"Harvey Tool Company, LLC (16)",Manufacturer of cutting tools used in the metalworking industry,First lien senior secured loan ($22.7 par due 10/2027),6.25% (Libor + 5.50%/Q),10/26/2021,22.7,22.5
498,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)",Provider of high-speed intelligent document scanning hardware and software,Senior subordinated loan ($16.6 par due 6/2022),14.00%,1/3/2017,16.6,16.6
499,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)",Provider of high-speed intelligent document scanning hardware and software,"Series A preferred stock (73,804,135 shares)",0,1/3/2017,1.2,34.8
500,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)",Provider of high-speed intelligent document scanning hardware and software,"Class A common stock (48,082 shares)",0,1/3/2017,0.0,0.2
501,"Imaging Business Machines, L.L.C. and Scanner Holdings Corporation (5)",Provider of high-speed intelligent document scanning hardware and software,"Class B common stock (431,055 shares)",0,1/3/2017,0.1,1.4
502,"Kene Acquisition, Inc. and Kene Holdings, L.P. (16)","National utility services firm providing engineering and consulting services to natural gas, electric power and other energy and industrial end markets",First lien senior secured revolving loan,-%,8/8/2019,0.0,0.0
503,"Kene Acquisition, Inc. and Kene Holdings, L.P. (16)","National utility services firm providing engineering and consulting services to natural gas, electric power and other energy and industrial end markets",First lien senior secured loan ($41.1 par due 8/2026),5.25% (Libor + 4.25%/Q),8/8/2019,41.1,41.1
504,"Kene Acquisition, Inc. and Kene Holdings, L.P. (16)","National utility services firm providing engineering and consulting services to natural gas, electric power and other energy and industrial end markets","Class A units (4,549,000 units)",0,8/8/2019,4.5,5.3
505,"LTG Acquisition, Inc.","Designer and manufacturer of display, lighting and passenger communication systems for mass transportation markets","Class A membership units (5,000 units)",0,1/3/2017,5.1,0.0
506,"Maverick Acquisition, Inc. (16)",Manufacturer of precision machined components for defense and high-tech industrial platforms,First lien senior secured loan ($57.8 par due 6/2027),7.00% (Libor + 6.00%/Q),6/1/2021,57.8,57.3
507,MB Aerospace Holdings II Corp.,Aerospace engine components manufacturer,First lien senior secured loan ($11.7 par due 1/2025),4.50% (Libor + 3.50%/Q),6/24/2021,11.0,10.9
508,MB Aerospace Holdings II Corp.,Aerospace engine components manufacturer,Second lien senior secured loan ($68.5 par due 1/2026),10.00% (Libor + 9.00%/Q),1/22/2018,68.5,61.6
509,MB Aerospace Holdings II Corp.,Aerospace engine components manufacturer,Second lien senior secured loan ($23.6 par due 1/2026),10.00% (Libor + 9.00%/Q),5/28/2019,23.6,21.3
510,"NCWS Intermediate, Inc. and NCWS Holdings LP (16)","Manufacturer and supplier of car wash equipment, parts and supplies to the conveyorized car wash market",First lien senior secured loan ($12.1 par due 12/2026),6.75% (Libor + 6.00%/Q),12/29/2020,12.1,12.0
511,"NCWS Intermediate, Inc. and NCWS Holdings LP (16)","Manufacturer and supplier of car wash equipment, parts and supplies to the conveyorized car wash market",First lien senior secured loan ($176.4 par due 12/2026),6.75% (Libor + 6.00%/Q),11/4/2021,176.4,174.7
512,"NCWS Intermediate, Inc. and NCWS Holdings LP (16)","Manufacturer and supplier of car wash equipment, parts and supplies to the conveyorized car wash market","Class A-2 common units (12,296,000 units)",0,12/29/2020,12.9,18.5
513,"Osmose Utilities Services, Inc. and Pine Intermediate Holding LLC",Provider of structural integrity management services to transmission and distribution infrastructure,Second lien senior secured loan ($55.3 par due 6/2029),7.25% (Libor + 6.75%/M),6/23/2021,55.3,54.7
514,"Precinmac (US) Holdings Inc., Trimaster Manufacturing Inc. and Blade Group Holdings, LP. (16)",Manufacturer of high-tolerance precision machined components and assemblies for the aerospace and defense industry,First lien senior secured loan ($45.8 par due 8/2027),7.00% (Libor + 6.00%/M),8/31/2021,45.8,45.4
515,"Precinmac (US) Holdings Inc., Trimaster Manufacturing Inc. and Blade Group Holdings, LP. (16)",Manufacturer of high-tolerance precision machined components and assemblies for the aerospace and defense industry,"Class A units (88,420 units)",0,8/31/2021,13.4,13.4
516,"Sunk Rock Foundry Partners LP, Hatteras Electrical Manufacturing Holding Company and Sigma Electric Manufacturing Corporation, Diecast Beacon (16)","Manufacturer of metal castings, precision machined components and sub-assemblies in the electrical products, power transmission and distribution and general industrial markets",First lien senior secured revolving loan,-%,10/31/2017,0.0,0.0
517,"Automotive Keys Group, LLC and Automotive Keys Investor, LLC",Provider of replacement wireless keys for automotive market,First lien senior secured loan ($10.0 par due 11/2025),6.00% (Libor + 5.00%/Q),12/17/2021,10.0,10.0
518,"Automotive Keys Group, LLC and Automotive Keys Investor, LLC",Provider of replacement wireless keys for automotive market,"Preferred units (4,113,113 units)",9.00% PIK,11/6/2020,4.5,4.5
519,"Automotive Keys Group, LLC and Automotive Keys Investor, LLC",Provider of replacement wireless keys for automotive market,"Class A common units (4,113,113 units)",0,11/6/2020,0.0,0.6
520,"Continental Acquisition Holdings, Inc.","Distributor of aftermarket batteries to the electric utility vehicle, automotive, commercial, marine and industrial markets",First lien senior secured loan ($36.5 par due 1/2027),7.75% (Libor + 6.75%/Q),1/20/2021,36.5,36.5
521,"Continental Acquisition Holdings, Inc.","Distributor of aftermarket batteries to the electric utility vehicle, automotive, commercial, marine and industrial markets",First lien senior secured loan ($33.2 par due 1/2027),7.75% (Libor + 6.75%/Q),12/22/2021,33.2,33.2
522,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(16)",Restoration parts and accessories provider for classic automobiles,First lien senior secured revolving loan ($6.7 par due 5/2022),0,7/12/2012,6.5,4.7
523,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(16)",Restoration parts and accessories provider for classic automobiles,First lien senior secured loan ($26.3 par due 5/2022),0,7/12/2012,25.5,18.4
524,"Eckler Industries, Inc. and Eckler Purchaser LLC (5)(16)",Restoration parts and accessories provider for classic automobiles,"Class A common units (67,972 units)",0,7/12/2012,16.4,0.0
525,"Faraday&Future Inc., FF Inc., Faraday SPE, LLC and Faraday Future Intelligent Electric Inc.",Electric vehicle manufacturer,Second lien senior secured loan ($80.3 par due 3/2022),14.00% PIK,3/1/2021,79.9,80.3
526,"Faraday&Future Inc., FF Inc., Faraday SPE, LLC and Faraday Future Intelligent Electric Inc.",Electric vehicle manufacturer,"Warrant to purchase up to 633,008 shares of Class A common stock (expires 8/2027)",0,8/5/2021,2.3,1.2
527,"Highline Aftermarket Acquisition, LLC, Highline Aftermarket SC Acquisition, Inc. and Highline PPC Blocker LLC (16)",Manufacturer and distributor of automotive fluids,First lien senior secured revolving loan ($5.9 par due 11/2025),3.85% (Libor + 3.75%/M),11/9/2020,5.9,5.8
528,"Highline Aftermarket Acquisition, LLC, Highline Aftermarket SC Acquisition, Inc. and Highline PPC Blocker LLC (16)",Manufacturer and distributor of automotive fluids,Second lien senior secured loan ($70.4 par due 11/2028),8.75% (Libor + 8.00%/Q),11/9/2020,70.4,66.1
529,"Highline Aftermarket Acquisition, LLC, Highline Aftermarket SC Acquisition, Inc. and Highline PPC Blocker LLC (16)",Manufacturer and distributor of automotive fluids,"Co-invest units (59,230 units)",0,11/4/2020,5.9,3.5
530,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($123.8 par due 12/2025),5.88% (Libor + 5.25%/M),12/21/2018,123.5,123.8
531,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,First lien senior secured loan ($19.1 par due 12/2025),5.88% (Libor + 5.25%/M),12/21/2018,19.1,19.1
532,"Mac Lean-Fogg Company and MacLean-Fogg Holdings, L.L.C.",Manufacturer and supplier for the power utility and automotive markets worldwide,"Preferred units (59,453 units)",13.75% (4.50% Cash + 9.25% PIK),10/9/2015,75.0,75.0
533,"Mavis Tire Express Services Topco Corp., Metis HoldCo, Inc., and Metis TopCo, LP (16)",Auto parts retailer,First lien senior secured revolving loan ($15.6 par due 5/2026),3.85% (Libor + 3.75%/M),5/4/2021,15.6,15.3
534,"Mavis Tire Express Services Topco Corp., Metis HoldCo, Inc., and Metis TopCo, LP (16)",Auto parts retailer,"Series A preferred stock (68,601 shares)",7.00% PIK,5/4/2021,71.8,71.8
535,"Mavis Tire Express Services Topco Corp., Metis HoldCo, Inc., and Metis TopCo, LP (16)",Auto parts retailer,"Class A-1 units (24,586 units)",0,5/4/2021,24.6,26.8
536,McLaren Group Limited,Automobile manufacturer and retailer,"Senior preference shares (200,000 shares)",12.5% PIK,8/2/2021,20.7,27.1
537,McLaren Group Limited,Automobile manufacturer and retailer,"Warrant to purchase up to 49,181 ordinary shares (expires 8/2028)",0,8/2/2021,5.5,5.1
538,McLaren Group Limited,Automobile manufacturer and retailer,"Warrant to purchase up to 13,776 ordinary shares (expires 8/2028)",0,8/2/2021,1.6,1.4
539,"SK SPV IV, LLC",Collision repair site operator,"Series A common stock (12,500 units)",0,8/18/2014,0.6,0.0
540,"SK SPV IV, LLC",Collision repair site operator,"Series B common stock (12,500 units)",0,8/18/2014,0.6,0.0
541,"Sun Acquirer Corp. and Sun TopCo, LP (16)",Automotive parts and repair services retailer,First lien senior secured loan ($17.4 par due 9/2028),6.50% (Libor + 5.75%/Q),11/18/2021,17.4,17.2
542,"Sun Acquirer Corp. and Sun TopCo, LP (16)",Automotive parts and repair services retailer,First lien senior secured loan ($74.4 par due 9/2028),6.50% (Libor + 5.75%/Q),9/8/2021,74.4,73.7
543,"Sun Acquirer Corp. and Sun TopCo, LP (16)",Automotive parts and repair services retailer,"Class A units (74,896 units)",0,9/8/2021,7.5,9.2
544,"Wand Newco 3, Inc.",Collision repair company,Second lien senior secured loan ($180.2 par due 2/2027),7.43% (Libor + 7.25%/Q),2/5/2019,178.2,180.2
545,"Apex Clean Energy TopCo, LLC (4)","Developer, builder and owner of utility-scale wind and solar power facilities","Class A common units (1,335,609.89 units)",0,11/17/2021,80.5,79.1
546,"Ferrellgas, L.P.",Distributor of propane and related accessories,"Senior preferred units (55,708 units)",8.96%,3/30/2021,55.7,55.7
547,"Heelstone Renewable Energy, LLC (5)","Provider of cloud based IT solutions, infrastructure and services",First lien senior secured loan ($39.0 par due 4/2024),8.00% (Libor + 7.00%/Q),4/14/2021,39.0,39.0
548,"Heelstone Renewable Energy, LLC (5)","Provider of cloud based IT solutions, infrastructure and services",Class A1 units (100 units),0,4/14/2021,23.5,30.4
549,Navisun LLC and Navisun Holdings LLC (5),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($54.4 par due 11/2023),8.00% PIK,11/15/2017,54.4,54.4
550,Navisun LLC and Navisun Holdings LLC (5),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($15.2 par due 11/2023),9.00% PIK,3/7/2019,15.2,15.2
551,Navisun LLC and Navisun Holdings LLC (5),Owner and operater of commercial and industrial solar projects,First lien senior secured loan ($46.5 par due 11/2023),8% (5.00% Cash + 3.00%PIK/Q),8/15/2019,46.5,46.5
552,Navisun LLC and Navisun Holdings LLC (5),Owner and operater of commercial and industrial solar projects,"Series A preferred units (1,000 units)",10.50% PIK,11/15/2017,14.7,15.8
553,Navisun LLC and Navisun Holdings LLC (5),Owner and operater of commercial and industrial solar projects,Class A units (550 units),0,11/15/2017,0.0,11.8
554,Opal Fuels LLC,Owner of natural gas facilities,Senior subordinated loan ($52.7 par due 12/2026),8.00% PIK,5/1/2021,43.8,47.8
555,"PosiGen, Inc.",Seller and leaser of solar power systems for residential and commercial customers,"Warrant to purchase up to 101,555 shares of series D-1 preferred stock (expires 6/2028)",0,6/10/2021,0.0,0.0
556,"PosiGen, Inc.",Seller and leaser of solar power systems for residential and commercial customers,"Warrant to purchase up to 1,112,022 shares of common stock (expires 1/2027)",0,1/29/2020,0.0,0.0
557,Potomac Intermediate Holdings II LLC (5),Gas turbine power generation facilities operator,"Series A units (220,884,442 units)",0,11/9/2021,179.7,179.7
558,Riverview Power LLC,Operator of natural gas and oil fired power generation facilities,First lien senior secured loan ($54.2 par due 6/2024),10.00% (Libor + 9.00%/Q),8/30/2021,53.7,54.2
559,"SE1 Generation, LLC",Solar power developer,Senior subordinated loan ($58.8 par due 12/2022),10.25% (4.75% Cash + 5.50% PIK/Q),12/17/2019,58.8,57.0
560,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,First lien senior secured loan ($0.1 par due 2/2055),3.61%,10/28/2019,0.1,0.1
561,"Sunrun Atlas Depositor 2019-2, LLC and Sunrun Atlas Holdings 2019-2, LLC",Residential solar energy provider,Senior subordinated loan ($142.5 par due 11/2025),8.75% (Libor + 2.75% Cash + 4.00% PIK/Q),11/26/2019,142.5,142.5
562,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,First lien senior secured loan ($0.4 par due 6/2054),3.98%,6/7/2019,0.4,0.4
563,"Sunrun Xanadu Issuer 2019-1, LLC and Sunrun Xanadu Holdings 2019-1, LLC",Residential solar energy provider,Senior subordinated loan ($69.3 par due 7/2030),8.75% (Libor + 3.98% Cash + 2.77% PIK/Q),6/27/2019,69.3,69.3
564,"Badger Sportswear Acquisition, Inc.",Provider of team uniforms and athletic wear,Second lien senior secured loan ($56.8 par due 3/2024),10.25% (Libor + 9.00%/Q),9/6/2016,56.8,56.8
565,"Bowhunter Holdings, LLC",Provider of branded archery and bowhunting accessories,Common units (421 units),0,4/24/2014,4.2,0.0
566,Centric Brands LLC and Centric Brands GP LLC (16),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured revolving loan ($2.3 par due 10/2024),6.50% (Libor + 5.50%/Q),5/20/2020,2.3,2.3
567,Centric Brands LLC and Centric Brands GP LLC (16),"Designer, marketer and distributor of licensed and owned apparel",First lien senior secured loan ($67.9 par due 10/2025),10% PIK (Libor + 9%/Q),10/29/2018,67.8,67.3
568,Centric Brands LLC and Centric Brands GP LLC (16),"Designer, marketer and distributor of licensed and owned apparel","Membership interests (279,392 interests)",0,10/29/2018,2.9,11.5
569,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (16)",Footwear and orthopedic foot-care brand,First lien senior secured loan ($29.8 par due 11/2025),6.75% (Libor + 5.75%/Q),11/1/2019,29.8,29.8
570,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (16)",Footwear and orthopedic foot-care brand,First lien senior secured loan ($46.7 par due 11/2025),6.75% (Libor + 5.75%/Q),6/1/2021,46.7,46.7
571,"DRS Holdings III, Inc. and DRS Holdings I, Inc. (16)",Footwear and orthopedic foot-care brand,"Common stock (8,549 shares)",0,11/1/2019,8.5,11.3
572,"Implus Footcare, LLC",Provider of footwear and other accessories,First lien senior secured loan ($103.3 par due 4/2024),8.75% (Libor + 7.75%/Q),6/1/2017,103.3,95.1
