,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
509,"Schlesinger Global, LLC",,First Lien Secured Debt,,"SOFR+600 Cash plus 0.50% PIK, 1.00% Floor",,07/12/25,,10322,,,10176,,,,10126,,,(9)(31)(32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,,,First Lien Secured Debt,,"SOFR+775, 1.00% Floor",,07/12/25,,958,,,947,,,,958,,,(9)(32),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,,,,,,,,,,,11123,,,,11084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Simeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,"Simeio Group Holdings, Inc.",,First Lien Secured Debt,,"L+575, 1.00% Floor",,02/02/26,,8178,,,8104,,,,8039,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,,,First Lien Secured Debt - Revolver,,"L+525, 1.00% Floor",,02/02/26,,1731,,,(16),,,,(30),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,,,,,,,,,,,8088,,,,8009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,Sirsi Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Sirsi Corporation,,First Lien Secured Debt,,"L+450, 1.00% Floor",,03/15/24,,5371,,,5342,,,,5363,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,,,First Lien Secured Debt - Revolver,,"L+450, 1.00% Floor",,03/15/24,,429,,,(2),,,,(1),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,,,,,,,,,,5340,,,,5362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Springbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,"Springbrook Holding Company, LLC",,First Lien Secured Debt,,"L+550, 1.00% Floor",,12/23/26,,15889,,,15688,,,,15642,,,(28)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,,First Lien Secured Debt - Revolver,,"L+575, 1.00% Floor",,12/23/26,,1463,,,(16),,,,(23),,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,,,,,,,,,,,15672,,,,15619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Tax Slayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,"MEP-TS Midco, LLC",,First Lien Secured Debt,,"L+600, 1.00% Floor",,12/31/26,,13345,,,13116,,,,13212,,,(9)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,,First Lien Secured Debt - Revolver,,"L+600, 1.00% Floor",,12/31/26,,1452,,,1,,,,(15),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,13117,,,,13197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,UpStack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Upstack Holdco Inc.,,First Lien Secured Debt,,"L+550, 1.00% Floor",,08/20/27,,31843,,,27538,,,,27765,,,(9)(21)(23)  (29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,,First Lien Secured Debt - Revolver,,"L+550, 1.00% Floor",,08/20/27,,3000,,,(71),,,,(45),,,(8)(9)(20)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,27467,,,,27720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,,,,Total High Tech Industries,,,389963,,,,,401125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,"Hotel, Gaming, Leisure, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Guernsey Holdings SDI LA LLC,,First Lien Secured Debt,,6.95%,,11/18/26,,,9759,,,,9672,,,,,9672,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,,,First Lien Secured Debt,,"L+595, 1.00% Floor",,11/18/26,,1167,,,1,,,,(11),,,(8)(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,9673,,,,9661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Taco Cabana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,"YTC Enterprises, LLC",,First Lien Secured Debt,,"L+625, 1.00% Floor",,08/16/26,,9917,,,9812,,,,9768,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,,,,,"Total Hotel, Gaming, Leisure, Restaurants",,,19485,,,,,19429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (35),,,Fair Value  (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,High Street Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,"High Street Buyer, Inc.",,First Lien Secured Debt,,"L+600, 0.75% Floor",,04/14/28,,,30037,,,,29551,,,,,29361,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,,First Lien Secured Debt - Revolver,,"L+600, 0.75% Floor",,04/16/27,,2203,,,(35),,,,(50),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,29516,,,,29311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PGM Holdings Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,"Turbo Buyer, Inc.",,First Lien Secured Debt,,"L+600, 1.00% Floor",,12/02/25,,19181,,,18898,,,,18606,,,(9)(28)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,,,First Lien Secured Debt - Revolver,,"L+575, 1.00% Floor",,12/02/25,,923,,,(13),,,,(28),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,,,,18885,,,,18578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Relation Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,"AQ Sunshine, Inc.",,First Lien Secured Debt,,"L+625, 1.00% Floor",,04/15/25,,34772,,,33934,,,,34231,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,,,First Lien Secured Debt - Revolver,,"SOFR+625, 1.00% Floor",,04/15/24,,1785,,,489,,,,500,,,(9)(20)(21)  (23)(31),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,,,,,,,,,,,34423,,,,34731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,,,,Total Insurance,,,82824,,,,,82620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,"Manufacturing, Capital Equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,"AVAD, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,"Surf Opco, LLC",,First Lien Secured Debt - Revolver,,"L+400, 1.00% Floor",,03/17/26,,,16667,,,,12977,,,,,12805,,,(9)(20)(21)  (23)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,,Preferred Equity - Class P-1 Preferred,,N/A,,N/A,,"33,333 Shares",,3333,,,,6462,,,(9)(13)(16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,,,Preferred Equity - Class P-2 Preferred,,N/A,,N/A,,"85,164 Shares",,8516,,,,1840,,,(9)(13)(16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,,,Common Equity - Class A-1 Common,,N/A,,N/A,,"3,333 Shares",,-,,,,55,,,(9)(13)(16),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,,,,,,,,,,,24826,,,,21162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Kauffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,"Kauffman Holdco, LLC",,Common Equity - Common Stock,,N/A,,N/A,,"250,000 Shares",,250,,,,86,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,"Kauffman Intermediate, LLC",,First Lien Secured Debt,,"L+650, 1.00% Floor",,05/08/25,,16237,,,16083,,,,15691,,,(9)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,,,First Lien Secured Debt - Revolver,,"L+650, 1.00% Floor",,05/08/25,,1243,,,129,,,,114,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,,,,,,,,,,,16462,,,,15891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,MedPlast Holdings Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,"Viant Medical Holdings, Inc. (fka MedPlast Holdings, Inc.)",,Second Lien Secured Debt,,"L+775, 0.00% Floor",,07/02/26,,8000,,,7961,,,,7760,,,(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,,,,"Total Manufacturing, Capital Equipment",,,49249,,,,,44813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Media – Diversified & Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,New Wave Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,"NW Entertainment, Inc.",,First Lien Secured Debt,,"L+750 Cash plus 2.00% PIK, 1.00% Floor",,08/16/24,,,29764,,,,29515,,,,,29520,,,(9)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,,,First Lien Secured Debt - Revolver,,"L+750, 1.00% Floor",,08/16/24,,3078,,,3052,,,,3013,,,(9)(23)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,,,,,,,,,,,32567,,,,32533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,Sonar Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,"Sonar Entertainment, Inc.",,First Lien Secured Debt,,"L+760, 1.25% Floor",,11/15/21,,2475,,,2474,,,,2039,,,(9)(11)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,,First Lien Secured Debt - Revolver,,"L+760, 1.25% Floor",,11/15/21,,1604,,,1561,,,,1321,,,(9)(11)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,,,,,,,,,,4035,,,,3360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,,,Total Media – Diversified & Production,,,36602,,,,,35893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Industry / Company,,Investment Type,,Interest Rate,,Maturity Date,,Par/Shares (12),,Cost (35),,,Fair Value  (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,IPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,"SI Holdings, Inc.",,First Lien Secured Debt,,"L+600, 1.00% Floor",,07/25/25,,,30926,,,,30591,,,,,30573,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,,,First Lien Secured Debt - Revolver,,"L+600, 1.00% Floor",,07/25/24,,3413,,,740,,,,737,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,,,,,Total Retail,,,31331,,,,,31310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,"Securus Technologies Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,"Securus Technologies Holdings, Inc.",,Second Lien Secured Debt,,"L+825, 1.00% Floor",,11/01/25,,,7128,,,,7094,,,,,6736,,,(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,,,,Total Telecommunications,,,7094,,,,,6736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,"Transportation – Cargo, Distribution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Beacon Mobility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,Beacon Mobility Corp.,,First Lien Secured Debt,,"L+550, 1.00% Floor",,05/22/24,,,28231,,,,13807,,,,,13840,,,(9)(21)(23)  (26)(28),,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,,,First Lien Secured Debt - Revolver,,"L+400, 0.00% Floor",,02/04/23,,50000,,,-,,,,-,,,(9)(22)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,,First Lien Secured Debt - Revolver,,"L+550, 1.00% Floor",,05/22/24,,4145,,,(68),,,,(56),,,(8)(9)(20)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,,,,,,,,,,,13739,,,,13784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,"Dynamic Product Tankers (Prime), LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,"Dynamic Product Tankers, LLC (5)",,Common Equity - Class A Units,,N/A,,N/A,,N/A,,42632,,,,1041,,,(13)(17)(19)  (24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Heniff and Superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,"Heniff Holdco, LLC",,First Lien Secured Debt,,"L+575, 1.00% Floor",,12/03/26,,30376,,,29956,,,,29425,,,(9)(26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,,First Lien Secured Debt - Revolver,,"L+575, 1.00% Floor",,12/03/24,,3925,,,1531,,,,1486,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,,,,,,,,,,31487,,,,30911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,MSEA Tankers LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,MSEA Tankers LLC (5),,Common Equity - Class A Units,,N/A,,N/A,,N/A,,43808,,,,27398,,,(17)(18)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,,,,,"Total Transportation – Cargo, Distribution",,,131666,,,,,73134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Utilities – Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Congruex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Congruex Group LLC,,First Lien Secured Debt,,"SOFR+590, 0.75% Floor",,05/03/29,,,15000,,,,14631,,,,,14325,,,(9)(10)(31),,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,,,,Total Utilities – Electric,,,14631,,,,,14325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Banner Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,"Banner Buyer, LLC",,First Lien Secured Debt,,"L+575, 1.00% Floor",,10/31/25,,,17711,,,,15084,,,,,15023,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,,,First Lien Secured Debt - Revolver,,"L+575, 1.00% Floor",,10/31/25,,1935,,,624,,,,619,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,"Banner Parent Holdings, Inc.",,Common Equity - Common Stock,,N/A,,N/A,,"6,125 Shares",,613,,,,537,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,,,,,,,,,,,16321,,,,16179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Thomas Scientific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,"BSP-TS, LP",,Common Equity - Common Stock,,N/A,,N/A,,185 Shares,,185,,,,217,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,"Thomas Scientific, LLC",,First Lien Secured Debt,,"L+550, 1.00% Floor",,12/14/27,,26533,,,26056,,,,26287,,,(9)(29),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,,First Lien Secured Debt,,"L+625, 1.00% Floor",,12/14/27,,5185,,,(43),,,,(48),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,,,First Lien Secured Debt - Revolver,,"L+625, 1.00% Floor",,12/14/27,,2963,,,(54),,,,(28),,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,,,,,,,,,,,26144,,,,26428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,,,,,Total Wholesale,,,42465,,,,,42607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Total Investments,,,,,,,,,,,2794539,,,,,2549504,,,(6)(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Name of Issuer,"Fair Value at March 31, 2022",Gross Additions ●,Gross Reductions ■,Net Change in Unrealized Gains (Losses),"Fair Value at June 30, 2022",Net Realized Gains (Losses),Interest/Dividend/Other Income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,"1244311 B.C. Ltd., Common Stock",,976,,,-,,,-,,,(207),,,769,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,"1244311 B.C. Ltd., Term Loan",3800,,16,,-,,(43),,3773,,-,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,"AIC SPV Holdings II, LLC, Preferred Equity",355,,-,,-,,(67),,288,,-,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,"Carbonfree Chemicals Holdings LLC, Common Stock",42117,,25074,,-,,"(26,584)",,40607,,7360,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,"Carbonfree Chemicals SA LLC, Class B Units",-,,-,,"(25,074)",,25074,,-,,"(7,360)",,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,"Golden Bear 2016-R, LLC, Membership Interests",10038,,-,,-,,"(1,081)",,8957,,-,,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,"GSC Technologies Inc., Term Loan",192,,3,,(8),,(2),,185,,-,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,"Pelican Energy, LLC, Common Stock",630,,-,,-,,-,,630,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series B Preferred Stock",-,,-,,-,,-,,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series D Preferred Stock",-,,-,,-,,-,,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series E Preferred Stock",4988,,-,,-,,(563),,4425,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,"Renew JV LLC, Membership Interests",613,,-,,(22),,(17),,574,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,,63709,,,25093,,,"(25,104)",,,"(3,490)",,,60208,,,-,,,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Name of Issuer,"Fair Value at March 31, 2022",Gross Additions ●,Gross Reductions ■,Net Change in Unrealized Gains (Losses),"Fair Value at June 30, 2022",Net Realized Gains (Losses),Interest/Dividend/Other Income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Majority Owned Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,"ChyronHego Corporation, Preferred Equity",,15553,,,-,,,-,,,1402,,,16955,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,"ChyronHego Corporation, Revolver",7076,,1720,,-,,60,,8856,,-,,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,"ChyronHego Corporation, Term Loan",86969,,342,,410,,(394),,87327,,-,,1765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,"Dynamic Product Tankers, LLC, Common Stock",3110,,-,,"(1,800)",,(269),,1041,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.), Common Stock",-,,-,,-,,714,,714,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.), Term Loan",6204,,141,,"(4,505)",,2119,,3959,,-,,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,"Merx Aviation Finance, LLC, Letter of Credit",-,,-,,-,,-,,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,"Merx Aviation Finance, LLC, Membership Interests",23509,,-,,-,,"(14,114)",,9395,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,"Merx Aviation Finance, LLC, Revolver",275000,,-,,-,,-,,275000,,-,,6856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,"MSEA Tankers LLC, Class A Units",34274,,-,,"(6,450)",,(426),,27398,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,Controlled Company,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,"SHD Oil & Gas, LLC, Series C Units",4652,,-,,-,,3333,,7985,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,"SHD Oil & Gas, LLC, Series A Units",-,,-,,-,,-,,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,"SHD Oil & Gas, LLC, Tranche A Note",-,,-,,-,,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,"SHD Oil & Gas, LLC, Tranche B Note",-,,-,,-,,-,,-,,-,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,"SHD Oil & Gas, LLC, Tranche C Note",25470,,-,,-,,-,,25470,,-,,750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,,,481817,,,2203,,,"(12,345)",,,"(7,575)",,,464100,,,-,,,9863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,Name of Issuer,Total Commitment,Drawn Commitment,Letters of Credit,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,"A&V Holdings Midco, LLC",,1505,,,452,,,-,,,1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,AMI US Holdings Inc.,2907,,1163,,-,,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,"AQ Sunshine, Inc.",2144,,507,,23,,1614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,"Activ Software Holdings, LLC",2407,,-,,-,,2407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,"Akoya Biosciences, Inc.",3000,,-,,-,,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,"Alpinex Opco, LLC",3843,,447,,-,,3396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Analogic Corporation,1826,,1043,,-,,783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,"Banner Buyer, LLC",4387,,645,,-,,3742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Beacon Mobility Corp.,68152,,-,,28505,,39647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,"Berner Food & Beverage, LLC",2881,,1844,,-,,1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,"Bird US Opco, LLC",7847,,-,,-,,7847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Cerus Corporation,1500,,1024,,-,,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,ChyronHego Corporation,12000,,8956,,-,,3044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,"Club Car Wash Operating, LLC",6847,,-,,-,,6847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Compu-Link Corporation,2273,,-,,-,,2273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,"Digital.ai Software Holdings, Inc.",2419,,565,,-,,1854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,"EHL Merger Sub, LLC",4155,,-,,-,,4155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Eldrickco Limited*,5644,,433,,-,,5211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,EmpiRx Health LLC,909,,455,,227,,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,Erickson Inc,33000,,26141,,847,,6012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,"FPG Services, LLC",6811,,-,,-,,6811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,"First Heritage Credit, LLC",7500,,3220,,-,,4280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
680,"Forge Biologics, Inc.",13334,,-,,-,,13334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
