,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
535,"YTC Enterprises, LLC",,First Lien Secured Debt,,,"L+  625  ,  1.00   Floor",,08/16/26,,,,9817,,,,,9720,,,,,9669,,,(9)(26),,,,,,,,,,,,,,,,,,,,
536,,,,,,,"Total Hotel, Gaming, Leisure, Restaurants",,,,,20599,,,,,20409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,High Street Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,"High Street Buyer, Inc.",,First Lien Secured Debt,,,"L+  600  ,  0.75   Floor",,04/14/28,,,,29885,,,,,29437,,,,,29288,,,(9)(28),,,,,,,,,,,,,,,,,,,,
540,,,First Lien Secured Debt - Revolver,,,"L+  600  ,  0.75   Floor",,04/16/27,,,,2203,,,,,(  32,,,,,(  44,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,,,,,29405,,,,,29244,,,,,,,,,,,,,,,,,,,,,,,
542,PGM Holdings Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,"Turbo Buyer, Inc.",,First Lien Secured Debt,,,"L+  600  ,  1.00   Floor",,12/02/25,,,,19083,,,,,18842,,,,,18510,,,(9)(28),,,,,,,,,,,,,,,,,,,,
544,,,First Lien Secured Debt - Revolver,,,"L+  575  ,  1.00   Floor",,12/02/25,,,,923,,,,,(  11,,,,,(  28,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,,,,,,18831,,,,,18482,,,,,,,,,,,,,,,,,,,,,,,
546,Relation Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,"AQ Sunshine, Inc.",,First Lien Secured Debt,,,"SOFR+  625  ,  1.00   Floor",,04/15/25,,,,34595,,,,,34162,,,,,34442,,,(9)(32),,,,,,,,,,,,,,,,,,,,
548,,,First Lien Secured Debt - Revolver,,,"SOFR+  625  ,  1.00   Floor",,04/15/24,,,,1785,,,,,746,,,,,752,,,(9)(20)(21)(23)  (31),,,,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,34908,,,,,35194,,,,,,,,,,,,,,,,,,,,,,,
550,,,,,,,Total Insurance,,,,,83144,,,,,82920,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (34),,,Fair Value (1)(35),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Heniff and Superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,"Heniff Holdco, LLC",,First Lien Secured Debt,,,"SOFR+  575  ,  1.00   Floor",,12/03/26,,,,30104,,,,,29716,,,,,29502,,,(9)(32),,,,,,,,,,,,,,,,,,,,
554,,,First Lien Secured Debt - Revolver,,,"SOFR+  575  ,  1.00   Floor",,12/03/24,,,,3925,,,,,(  31,,,,,(  59,,,(8)(9)(20)(21)  (23),,,,,,,,,,,,,,,,,,,,
555,,,,,,,,,,,,,,,,,29685,,,,,29443,,,,,,,,,,,,,,,,,,,,,,,
556,MSEA Tankers LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,MSEA Tankers LLC (5),,Common Equity - Class A Units,,,N/A,,N/A,,,,,,,,19397,,,,,4256,,,(17)(18)(24),,,,,,,,,,,,,,,,,,,,,
558,,,,,,,"Total Transportation – Cargo, Distribution",,,,,76824,,,,,61314,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Utilities - Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Congruex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Congruex Group LLC,,First Lien Secured Debt,,,"SOFR+  575  ,  0.75   Floor",,05/03/29,,,,14925,,,,,14580,,,,,14589,,,(9)(32),,,,,,,,,,,,,,,,,,,,
562,,,,,,,Total Utilities – Electric,,,,,14580,,,,,14589,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Banner Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,"Banner Buyer, LLC",,First Lien Secured Debt,,,"L+  575  ,  1.00   Floor",,10/31/25,,,,15181,,,,,15047,,,,,15044,,,(9)(26),,,,,,,,,,,,,,,,,,,,
566,,,First Lien Secured Debt - Revolver,,,"L+  575  ,  1.00   Floor",,10/31/25,,,,1935,,,,,369,,,,,370,,,(9)(21)(23)(26),,,,,,,,,,,,,,,,,,,,
567,"Banner Parent Holdings, Inc.",,Common Equity - Common Stock,,,N/A,,N/A,,,"6,125  Shares",,,,,613,,,,,615,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
568,,,,,,,,,,,,,,,,,16029,,,,,16029,,,,,,,,,,,,,,,,,,,,,,,
569,Thomas Scientific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,"BSP-TS, LP",,Common Equity - Common Stock,,,N/A,,N/A,,,185  Shares,,,,,185,,,,,235,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
571,"Thomas Scientific, LLC",,First Lien Secured Debt,,,"L+  550  ,  1.00   Floor",,12/14/27,,,,31572,,,,,31045,,,,,31124,,,(9)(28),,,,,,,,,,,,,,,,,,,,
572,,,First Lien Secured Debt - Revolver,,,"L+  550  ,  1.00   Floor",,12/14/27,,,,2963,,,,,(  49,,,,,(  42,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
573,,,,,,,,,,,,,,,,,31181,,,,,31317,,,,,,,,,,,,,,,,,,,,,,,
574,,,,,,,Total Wholesale,,,,,47210,,,,,47346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Total Investments,,,,,,,,,,,,,,,,2607174,,,,,2398120,,,(6)(7),,,,,,,,,,,,,,,,,,,,
576,Name of Issuer,,"Fair Value at March 31, 2022",,,,Gross Additions  ●,,,,Gross Reductions ■,,,,Net Change in Unrealized Gains (Losses),,,,"Fair Value at December 31, 2022",,,,Net Realized Gains (Losses),,,,Interest/  Dividend/  Other Income,,,,,,,,,,,,,,,,,,
577,"1244311 B.C. Ltd., Common Stock",,,,976,,,,,0,,,,,0,,,,,(  637,,,,,339,,,,,0,,,,,0,,,,,,,,,,
578,"1244311 B.C. Ltd., Term Loan",,,,3800,,,,,54,,,,,0,,,,,(  24,,,,,3830,,,,,0,,,,,229,,,,,,,,,,
579,"AIC SPV Holdings II, LLC, Preferred Equity",,,,355,,,,,0,,,,,0,,,,,(  281,,,,,74,,,,,0,,,,,73,,,,,,,,,,
580,"Carbonfree Chemicals Holdings LLC, Common Stock",,,,42117,,,,,25074,,,,,"(  20,000",,,,,"(  24,765",,,,,20202,,,,,"(  2,224",,,,,0,,,,,,,,,,
581,"Carbonfree Chemicals SA LLC, Class B Units",,,,0,,,,,0,,,,,"(  25,074",,,,,25074,,,,,0,,,,,0,,,,,0,,,,,,,,,,
582,"FC2 LLC, Term Loan",,,,0,,,,,12500,,,,,0,,,,,0,,,,,12500,,,,,0,,,,,176,,,,,,,,,,
583,"FC2 LLC, Common Stock",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,
584,"Golden Bear 2016-R, LLC, Membership Interests",,,,10038,,,,,0,,,,,0,,,,,(  625,,,,,9413,,,,,0,,,,,645,,,,,,,,,,
585,"GSC Technologies Inc., Term Loan",,,,192,,,,,7,,,,,(  23,,,,,0,,,,,177,,,,,0,,,,,16,,,,,,,,,,
586,"Pelican Energy, LLC, Common Stock",,,,630,,,,,0,,,,,(  792,,,,,357,,,,,195,,,,,0,,,,,0,,,,,,,,,,
587,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series B Preferred Stock",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,
588,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series D Preferred Stock",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,
589,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series E Preferred Stock",,,,4988,,,,,0,,,,,"(  2,050",,,,,"(  2,938",,,,,0,,,,,0,,,,,0,,,,,,,,,,
590,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Preferred Equity",,,,0,,,,,1000,,,,,0,,,,,961,,,,,1961,,,,,0,,,,,0,,,,,,,,,,
591,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Common Stock",,,,0,,,,,2050,,,,,0,,,,,"(  2,050",,,,,0,,,,,0,,,,,0,,,,,,,,,,
592,"Renew JV LLC, Membership Interests",,,,613,,,,,0,,,,,(  82,,,,,(  81,,,,,449,,,,,0,,,,,0,,,,,,,,,,
593,,,,,63709,,,,,40685,,,,,"(  48,021",,,,,"(  5,008",,,,,49141,,,,,"(  2,224",,,,,1139,,,,,,,,,,
594,Name of Issuer,,"Fair Value at March 31, 2022",,,,Gross Additions  ●,,,,Gross Reductions ■,,,,Net Change in Unrealized Gains (Losses),,,,"Fair Value at December 31, 2022",,,,Net Realized Gains (Losses),,,,Interest/  Dividend/  Other Income,,,,,,,,,,,,,,,,,,
595,Majority Owned Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,"ChyronHego Corporation, Preferred Equity",,,,15553,,,,,0,,,,,0,,,,,6947,,,,,22500,,,,,0,,,,,0,,,,,,,,,,
597,"ChyronHego Corporation, Revolver",,,,7076,,,,,1789,,,,,0,,,,,91,,,,,8956,,,,,0,,,,,1044,,,,,,,,,,
598,"ChyronHego Corporation, Term Loan",,,,86969,,,,,3917,,,,,0,,,,,156,,,,,91042,,,,,0,,,,,5998,,,,,,,,,,
599,"Dynamic Product Tankers, LLC, Common Stock",,,,3110,,,,,0,,,,,"(  3,063",,,,,41322,,,,,0,,,,,"(  41,369",,,,,0,,,,,,,,,,
600,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.), Common Stock",,,,0,,,,,0,,,,,"(  2,182",,,,,30078,,,,,0,,,,,"(  27,896",,,,,0,,,,,,,,,,
601,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.), Term Loan",,,,6204,,,,,208,,,,,"(  7,666",,,,,1253,,,,,0,,,,,0,,,,,1069,,,,,,,,,,
602,"Merx Aviation Finance, LLC, Membership Interests",,,,23509,,,,,110700,,,,,0,,,,,"(  22,763",,,,,111446,,,,,0,,,,,0,,,,,,,,,,
603,"Merx Aviation Finance, LLC, Revolver",,,,275000,,,,,0,,,,,"(  125,000",,,,,0,,,,,150000,,,,,0,,,,,16596,,,,,,,,,,
604,"MSEA Tankers LLC, Class A Units",,,,34274,,,,,0,,,,,"(  30,862",,,,,844,,,,,4256,,,,,0,,,,,0,,,,,,,,,,
605,Controlled Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,"SHD Oil & Gas, LLC, Series C Units",,,,4652,,,,,0,,,,,(  612,,,,,"(  3,460",,,,,580,,,,,0,,,,,0,,,,,,,,,,
607,"SHD Oil & Gas, LLC, Series A Units",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,
608,"SHD Oil & Gas, LLC, Tranche C Note",,,,25470,,,,,0,,,,,"(  24,728",,,,,(  742,,,,,0,,,,,0,,,,,2747,,,,,,,,,,
609,,,,,481817,,,,,116614,,,,,"(  194,113",,,,,53726,,,,,388780,,,,,"(  69,265",,,,,27455,,,,,,,,,,
610,Name of Issuer,,Total Commitment,,,,Drawn Commitment,,,,Letters of Credit **,,,,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,"A&V Holdings Midco, LLC",,,,1505,,,,,452,,,,,0,,,,,1053,,,,,,,,,,,,,,,,,,,,,,,,,
612,AMI US Holdings Inc.,,,,2907,,,,,0,,,,,0,,,,,2907,,,,,,,,,,,,,,,,,,,,,,,,,
613,"AQ Sunshine, Inc.",,,,1785,,,,,757,,,,,23,,,,,1005,,,,,,,,,,,,,,,,,,,,,,,,,
614,"Activ Software Holdings, LLC",,,,2407,,,,,0,,,,,0,,,,,2407,,,,,,,,,,,,,,,,,,,,,,,,,
615,"Akoya Biosciences, Inc.",,,,3375,,,,,0,,,,,0,,,,,3375,,,,,,,,,,,,,,,,,,,,,,,,,
616,Alcami Corporation,,,,1781,,,,,0,,,,,0,,,,,1781,,,,,,,,,,,,,,,,,,,,,,,,,
617,"Alpinex Opco, LLC",,,,1490,,,,,596,,,,,0,,,,,894,,,,,,,,,,,,,,,,,,,,,,,,,
618,Analogic Corporation,,,,1826,,,,,1617,,,,,0,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,
619,"Banner Buyer, LLC",,,,1935,,,,,387,,,,,0,,,,,1548,,,,,,,,,,,,,,,,,,,,,,,,,
620,Beacon Mobility Corp.,,,,54145,,,,,0,,,,,34978,,,,,19167,,,,,,,,,,,,,,,,,,,,,,,,,
621,"Berner Food & Beverage, LLC",,,,2882,,,,,836,,,,,0,,,,,2046,,,,,,,,,,,,,,,,,,,,,,,,,
622,"CNSI Holdings, LLC",,,,2000,,,,,0,,,,,0,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,
623,"Carbon6 Technologies, Inc.",,,,10000,,,,,0,,,,,0,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,
624,"Celerion Buyer, Inc.",,,,1918,,,,,0,,,,,0,,,,,1918,,,,,,,,,,,,,,,,,,,,,,,,,
625,Cerus Corporation,,,,1500,,,,,309,,,,,0,,,,,1191,,,,,,,,,,,,,,,,,,,,,,,,,
626,ChyronHego Corporation,,,,10000,,,,,8956,,,,,0,,,,,1044,,,,,,,,,,,,,,,,,,,,,,,,,
627,"Club Car Wash Operating, LLC",,,,4327,,,,,0,,,,,0,,,,,4327,,,,,,,,,,,,,,,,,,,,,,,,,
628,Compu-Link Corporation,,,,2273,,,,,0,,,,,0,,,,,2273,,,,,,,,,,,,,,,,,,,,,,,,,
629,"Digital.ai Software Holdings, Inc.",,,,2419,,,,,565,,,,,0,,,,,1854,,,,,,,,,,,,,,,,,,,,,,,,,
630,"EHL Merger Sub, LLC",,,,4155,,,,,0,,,,,0,,,,,4155,,,,,,,,,,,,,,,,,,,,,,,,,
631,Eldrickco Limited*,,,,5600,,,,,430,,,,,0,,,,,5170,,,,,,,,,,,,,,,,,,,,,,,,,
632,EmpiRx Health LLC,,,,909,,,,,0,,,,,227,,,,,682,,,,,,,,,,,,,,,,,,,,,,,,,
633,Erickson Inc,,,,25500,,,,,13682,,,,,425,,,,,11393,,,,,,,,,,,,,,,,,,,,,,,,,
634,"FPG Services, LLC",,,,6093,,,,,0,,,,,0,,,,,6093,,,,,,,,,,,,,,,,,,,,,,,,,
635,"Forge Biologics, Inc.",,,,13333,,,,,0,,,,,0,,,,,13333,,,,,,,,,,,,,,,,,,,,,,,,,
636,"GB001, Inc.",,,,24000,,,,,0,,,,,0,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,
637,"Gabriel Partners, LLC",,,,665,,,,,133,,,,,0,,,,,532,,,,,,,,,,,,,,,,,,,,,,,,,
638,"Gateway US Holdings, Inc.",,,,368,,,,,167,,,,,0,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,
639,Go Car Wash Management Corp.,,,,15637,,,,,0,,,,,0,,,,,15637,,,,,,,,,,,,,,,,,,,,,,,,,
640,"Graffiti Buyer, Inc.",,,,3409,,,,,526,,,,,0,,,,,2883,,,,,,,,,,,,,,,,,,,,,,,,,
641,Guernsey Holdings SDI LA LLC,,,,1167,,,,,0,,,,,0,,,,,1167,,,,,,,,,,,,,,,,,,,,,,,,,
642,"Gutter Buyer, Inc.",,,,2727,,,,,2584,,,,,143,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
643,"HRO (Hero Digital) Holdings, LLC",,,,10213,,,,,945,,,,,31,,,,,9237,,,,,,,,,,,,,,,,,,,,,,,,,
644,"HSI HALO Acquisition, Inc.",,,,813,,,,,677,,,,,0,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,
645,"Heniff Holdco, LLC",,,,3925,,,,,0,,,,,281,,,,,3644,,,,,,,,,,,,,,,,,,,,,,,,,
646,"High Street Buyer, Inc.",,,,2203,,,,,0,,,,,0,,,,,2203,,,,,,,,,,,,,,,,,,,,,,,,,
647,"Hive Intermediate, LLC",,,,2326,,,,,310,,,,,0,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,
648,"HomeRenew Buyer, Inc.",,,,4576,,,,,392,,,,,0,,,,,4184,,,,,,,,,,,,,,,,,,,,,,,,,
649,"IMA Group Management Company, LLC",,,,2799,,,,,173,,,,,0,,,,,2626,,,,,,,,,,,,,,,,,,,,,,,,,
650,"JF Acquisition, LLC",,,,1569,,,,,1381,,,,,0,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,
651,Jacent Strategic Merchandising,,,,3500,,,,,3457,,,,,0,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,
652,KDC US Holdings,,,,6020,,,,,665,,,,,33,,,,,5322,,,,,,,,,,,,,,,,,,,,,,,,,
653,KL Charlie Acquisition Company,,,,1962,,,,,432,,,,,0,,,,,1530,,,,,,,,,,,,,,,,,,,,,,,,,
654,"Kauffman Intermediate, LLC",,,,1243,,,,,0,,,,,0,,,,,1243,,,,,,,,,,,,,,,,,,,,,,,,,
655,"Kure Pain Holdings, Inc.",,,,2654,,,,,0,,,,,0,,,,,2654,,,,,,,,,,,,,,,,,,,,,,,,,
656,"LS Clinical Services Holdings, Inc.",,,,1875,,,,,1875,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
657,"Lash OpCo, LLC",,,,1612,,,,,783,,,,,0,,,,,829,,,,,,,,,,,,,,,,,,,,,,,,,
658,LendingPoint LLC,,,,8333,,,,,8333,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
659,"Lifelong Learner Holdings, LLC",,,,2985,,,,,2982,,,,,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
660,"Liqui-Box Holdings, Inc.",,,,3560,,,,,2753,,,,,81,,,,,726,,,,,,,,,,,,,,,,,,,,,,,,,
661,"MEP-TS Midco, LLC",,,,1452,,,,,0,,,,,0,,,,,1452,,,,,,,,,,,,,,,,,,,,,,,,,
662,Magnate Holding Corp.,,,,3150,,,,,3150,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
663,"Marlin DTC-LS Midco 2, LLC",,,,685,,,,,0,,,,,0,,,,,685,,,,,,,,,,,,,,,,,,,,,,,,,
664,"Maxor National Pharmacy Services, LLC",,,,1558,,,,,0,,,,,0,,,,,1558,,,,,,,,,,,,,,,,,,,,,,,,,
665,"Medical Guardian, LLC",,,,8571,,,,,648,,,,,0,,,,,7923,,,,,,,,,,,,,,,,,,,,,,,,,
666,"Merx Aviation Finance, LLC",,,,154677,,,,,150000,,,,,4677,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
667,"Midwest Vision Partners Management, LLC",,,,3029,,,,,612,,,,,0,,,,,2417,,,,,,,,,,,,,,,,,,,,,,,,,
668,Momentx Corporation,,,,1257,,,,,670,,,,,0,,,,,587,,,,,,,,,,,,,,,,,,,,,,,,,
669,"Naviga Inc. (fka Newscycle Solutions, Inc.)",,,,500,,,,,444,,,,,0,,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,
670,"New Era Technology, Inc.",,,,2440,,,,,952,,,,,0,,,,,1488,,,,,,,,,,,,,,,,,,,,,,,,,
671,"Norvax, LLC",,,,3182,,,,,0,,,,,0,,,,,3182,,,,,,,,,,,,,,,,,,,,,,,,,
672,Name of Issuer,,Total Commitment,,,,Drawn Commitment,,,,Letters of Credit **,,,,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,"A&V Holdings Midco, LLC",,,,1505,,,,,452,,,,,0,,,,,1053,,,,,,,,,,,,,,,,,,,,,,,,,
674,AMI US Holdings Inc.,,,,2907,,,,,0,,,,,0,,,,,2907,,,,,,,,,,,,,,,,,,,,,,,,,
675,"AQ Sunshine, Inc.",,,,1785,,,,,757,,,,,23,,,,,1005,,,,,,,,,,,,,,,,,,,,,,,,,
676,"Activ Software Holdings, LLC",,,,2407,,,,,0,,,,,0,,,,,2407,,,,,,,,,,,,,,,,,,,,,,,,,
677,"Akoya Biosciences, Inc.",,,,3375,,,,,0,,,,,0,,,,,3375,,,,,,,,,,,,,,,,,,,,,,,,,
678,Alcami Corporation,,,,1781,,,,,0,,,,,0,,,,,1781,,,,,,,,,,,,,,,,,,,,,,,,,
679,"Alpinex Opco, LLC",,,,1490,,,,,596,,,,,0,,,,,894,,,,,,,,,,,,,,,,,,,,,,,,,
680,Analogic Corporation,,,,1826,,,,,1617,,,,,0,,,,,209,,,,,,,,,,,,,,,,,,,,,,,,,
681,"Banner Buyer, LLC",,,,1935,,,,,387,,,,,0,,,,,1548,,,,,,,,,,,,,,,,,,,,,,,,,
682,Beacon Mobility Corp.,,,,54145,,,,,0,,,,,34978,,,,,19167,,,,,,,,,,,,,,,,,,,,,,,,,
683,"Berner Food & Beverage, LLC",,,,2882,,,,,836,,,,,0,,,,,2046,,,,,,,,,,,,,,,,,,,,,,,,,
684,"CNSI Holdings, LLC",,,,2000,,,,,0,,,,,0,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,
685,"Carbon6 Technologies, Inc.",,,,10000,,,,,0,,,,,0,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,
686,"Celerion Buyer, Inc.",,,,1918,,,,,0,,,,,0,,,,,1918,,,,,,,,,,,,,,,,,,,,,,,,,
687,Cerus Corporation,,,,1500,,,,,309,,,,,0,,,,,1191,,,,,,,,,,,,,,,,,,,,,,,,,
688,ChyronHego Corporation,,,,10000,,,,,8956,,,,,0,,,,,1044,,,,,,,,,,,,,,,,,,,,,,,,,
689,"Club Car Wash Operating, LLC",,,,4327,,,,,0,,,,,0,,,,,4327,,,,,,,,,,,,,,,,,,,,,,,,,
690,Compu-Link Corporation,,,,2273,,,,,0,,,,,0,,,,,2273,,,,,,,,,,,,,,,,,,,,,,,,,
691,"Digital.ai Software Holdings, Inc.",,,,2419,,,,,565,,,,,0,,,,,1854,,,,,,,,,,,,,,,,,,,,,,,,,
692,"EHL Merger Sub, LLC",,,,4155,,,,,0,,,,,0,,,,,4155,,,,,,,,,,,,,,,,,,,,,,,,,
693,Eldrickco Limited*,,,,5600,,,,,430,,,,,0,,,,,5170,,,,,,,,,,,,,,,,,,,,,,,,,
694,EmpiRx Health LLC,,,,909,,,,,0,,,,,227,,,,,682,,,,,,,,,,,,,,,,,,,,,,,,,
695,Erickson Inc,,,,25500,,,,,13682,,,,,425,,,,,11393,,,,,,,,,,,,,,,,,,,,,,,,,
696,"FPG Services, LLC",,,,6093,,,,,0,,,,,0,,,,,6093,,,,,,,,,,,,,,,,,,,,,,,,,
697,"Forge Biologics, Inc.",,,,13333,,,,,0,,,,,0,,,,,13333,,,,,,,,,,,,,,,,,,,,,,,,,
698,"GB001, Inc.",,,,24000,,,,,0,,,,,0,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,
699,"Gabriel Partners, LLC",,,,665,,,,,133,,,,,0,,,,,532,,,,,,,,,,,,,,,,,,,,,,,,,
700,"Gateway US Holdings, Inc.",,,,368,,,,,167,,,,,0,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,
701,Go Car Wash Management Corp.,,,,15637,,,,,0,,,,,0,,,,,15637,,,,,,,,,,,,,,,,,,,,,,,,,
702,"Graffiti Buyer, Inc.",,,,3409,,,,,526,,,,,0,,,,,2883,,,,,,,,,,,,,,,,,,,,,,,,,
703,Guernsey Holdings SDI LA LLC,,,,1167,,,,,0,,,,,0,,,,,1167,,,,,,,,,,,,,,,,,,,,,,,,,
704,"Gutter Buyer, Inc.",,,,2727,,,,,2584,,,,,143,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
705,"HRO (Hero Digital) Holdings, LLC",,,,10213,,,,,945,,,,,31,,,,,9237,,,,,,,,,,,,,,,,,,,,,,,,,
706,"HSI HALO Acquisition, Inc.",,,,813,,,,,677,,,,,0,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,
707,"Heniff Holdco, LLC",,,,3925,,,,,0,,,,,281,,,,,3644,,,,,,,,,,,,,,,,,,,,,,,,,
708,"High Street Buyer, Inc.",,,,2203,,,,,0,,,,,0,,,,,2203,,,,,,,,,,,,,,,,,,,,,,,,,
709,"Hive Intermediate, LLC",,,,2326,,,,,310,,,,,0,,,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,
710,"HomeRenew Buyer, Inc.",,,,4576,,,,,392,,,,,0,,,,,4184,,,,,,,,,,,,,,,,,,,,,,,,,
711,"IMA Group Management Company, LLC",,,,2799,,,,,173,,,,,0,,,,,2626,,,,,,,,,,,,,,,,,,,,,,,,,
712,"JF Acquisition, LLC",,,,1569,,,,,1381,,,,,0,,,,,188,,,,,,,,,,,,,,,,,,,,,,,,,
713,Jacent Strategic Merchandising,,,,3500,,,,,3457,,,,,0,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,
714,KDC US Holdings,,,,6020,,,,,665,,,,,33,,,,,5322,,,,,,,,,,,,,,,,,,,,,,,,,
715,KL Charlie Acquisition Company,,,,1962,,,,,432,,,,,0,,,,,1530,,,,,,,,,,,,,,,,,,,,,,,,,
716,"Kauffman Intermediate, LLC",,,,1243,,,,,0,,,,,0,,,,,1243,,,,,,,,,,,,,,,,,,,,,,,,,
717,"Kure Pain Holdings, Inc.",,,,2654,,,,,0,,,,,0,,,,,2654,,,,,,,,,,,,,,,,,,,,,,,,,
718,"LS Clinical Services Holdings, Inc.",,,,1875,,,,,1875,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
719,"Lash OpCo, LLC",,,,1612,,,,,783,,,,,0,,,,,829,,,,,,,,,,,,,,,,,,,,,,,,,
720,LendingPoint LLC,,,,8333,,,,,8333,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
721,"Lifelong Learner Holdings, LLC",,,,2985,,,,,2982,,,,,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
722,"Liqui-Box Holdings, Inc.",,,,3560,,,,,2753,,,,,81,,,,,726,,,,,,,,,,,,,,,,,,,,,,,,,
723,"MEP-TS Midco, LLC",,,,1452,,,,,0,,,,,0,,,,,1452,,,,,,,,,,,,,,,,,,,,,,,,,
724,Magnate Holding Corp.,,,,3150,,,,,3150,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
725,"Marlin DTC-LS Midco 2, LLC",,,,685,,,,,0,,,,,0,,,,,685,,,,,,,,,,,,,,,,,,,,,,,,,
726,"Maxor National Pharmacy Services, LLC",,,,1558,,,,,0,,,,,0,,,,,1558,,,,,,,,,,,,,,,,,,,,,,,,,
727,"Medical Guardian, LLC",,,,8571,,,,,648,,,,,0,,,,,7923,,,,,,,,,,,,,,,,,,,,,,,,,
728,"Merx Aviation Finance, LLC",,,,154677,,,,,150000,,,,,4677,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
