,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
672,,,First Lien Secured Debt - Revolver,,"7.46% (3M L+550, 1.00% Floor)",,04/15/24,,471,,,471,,,,462,,,(9)(23),,,,,,,,
673,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (26),,,Fair Value (1)(27),,,,,,,,,,,,,
674,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,04/15/24,,79,,,(20,,,,(2,,,(8)(9)(21)(23),,,,,,,,
675,,,First Lien Secured Debt - Letter of Credit,,5.50%,,04/30/20,,38,,,-,,,,-,,,(9)(23),,,,,,,,
676,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,04/15/25,,1694,,,(83,,,,(87,,,(8)(9)(21)(23),,,,,,,,
677,,,,,,,,,,,,17760,,,,17687,,,,,,,,,,,
678,Risk Strategies,,,,,,,,,,,,,,,,,,,,,,,,,,
679,"RSC Acquisition , Inc.",,First Lien Secured Debt,,"7.40% (3M L+550, 1.00% Floor)",,11/02/26,,2012,,,1973,,,,1992,,,(17),,,,,,,,
680,,,First Lien Secured Debt,,"7.39% (3M L+550, 1.00% Floor)",,11/02/26,,146,,,146,,,,146,,,(17),,,,,,,,
681,,,First Lien Secured Debt,,"7.41% (3M L+550, 1.00% Floor)",,11/02/26,,19756,,,19370,,,,19558,,,(17),,,,,,,,
682,,,First Lien Secured Debt,,"7.44% (3M L+550, 1.00% Floor)",,11/02/26,,1317,,,1317,,,,1317,,,(17),,,,,,,,
683,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/02/26,,906,,,(18,,,,(18,,,(8)(17)(21)(23),,,,,,,,
684,,,First Lien Secured Debt - Letter of Credit,,5.50%,,01/08/20,,9,,,-,,,,-,,,(17)(23),,,,,,,,
685,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,11/02/26,,5854,,,(143,,,,(59,,,(8)(17)(21)(23),,,,,,,,
686,,,,,,,,,,,,22645,,,,22936,,,,,,,,,,,
687,Total Insurance,,,,66983,,,,,67744,,,,,,,,,,,,,,,,,
688,"Manufacturing, Capital Equipment",,,,,,,,,,,,,,,,,,,,,,,,,,
689,"AVAD, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,
690,AVAD Canada Ltd.,,First Lien Secured Debt - Revolver,,"5.69% (1M L+400, 1.00% Floor)",,10/02/23,,,652,,,,652,,,,,642,,,(9)(23),,,,,
691,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,10/02/23,,681,,,(15,,,,(11,,,(8)(9)(21)(23),,,,,,,,
692,"AVAD, LLC",,First Lien Secured Debt,,"9.44% (1M L+775, 1.00% Floor)",,10/02/23,,8889,,,8752,,,,8708,,,(9),,,,,,,,
693,,,First Lien Secured Debt - Revolver,,"5.69% (1M L+400, 1.00% Floor)",,10/02/23,,15931,,,15931,,,,15671,,,(9)(23),,,,,,,,
694,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,10/02/23,,2736,,,(235,,,,(45,,,(8)(9)(21)(23),,,,,,,,
695,,,,,,,,,,,,25085,,,,24965,,,,,,,,,,,
696,Kauffman,,,,,,,,,,,,,,,,,,,,,,,,,,
697,"Kauffman Holdco, LLC",,Common Equity/Interests - Common Stock,,N/A,,N/A,,"250,000 Shares",,,250,,,,262,,,(9)(13),,,,,,,,
698,"Kauffman Intermediate, LLC",,First Lien Secured Debt,,"7.69% (3M L+575, 1.00% Floor)",,05/08/25,,16883,,,16581,,,,16687,,,(9),,,,,,,,
699,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,05/08/25,,2409,,,(46,,,,(24,,,(8)(9)(21)(23),,,,,,,,
700,,,First Lien Secured Debt - Letter of Credit,,5.75%,,05/08/25,,155,,,-,,,,(2,,,(8)(9)(23),,,,,,,,
701,,,,,,,,,,,,16785,,,,16923,,,,,,,,,,,
702,MedPlast Holdings Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,
703,MedPlast Holdings Inc.,,Second Lien Secured Debt,,9.69% (3M L+775),,07/02/26,,8000,,,7935,,,,7565,,,(10),,,,,,,,
704,"Total Manufacturing, Capital Equipment",,,,49805,,,,,49453,,,,,,,,,,,,,,,,,
705,Media – Diversified & Production,,,,,,,,,,,,,,,,,,,,,,,,,,
706,New Wave Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,
707,"NW Entertainment, Inc.",,First Lien Secured Debt,,"8.80% (1M L+700, 1.00% Floor)",,08/16/24,,,23700,,,,23261,,,,,23226,,,(9),,,,,
708,,,First Lien Secured Debt - Revolver,,"8.80% (1M L+700, 1.00% Floor)",,08/16/24,,2100,,,2100,,,,2058,,,(9)(23),,,,,,,,
709,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (26),,,Fair Value (1)(27),,,,,,,,,,,,,
710,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,08/16/24,,900,,,(55,,,,(18,,,(8)(9)(21)(23),,,,,,,,
711,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,08/16/24,,3000,,,(55,,,,(60,,,(8)(9)(21)(23),,,,,,,,
712,,,,,,,,,,,,25251,,,,25206,,,,,,,,,,,
713,Nitro World Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,
714,NWE OPCO LP,,First Lien Secured Debt,,"8.50% (1M L+650, 2.00% Floor)",,12/19/22,,5000,,,4975,,,,4975,,,(9),,,,,,,,
715,SESAC Holdco II LLC,,,,,,,,,,,,,,,,,,,,,,,,,,
716,SESAC Holdco II LLC,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,02/23/22,,587,,,(23,,,,(6,,,(8)(10)(21)(23),,,,,,,,
717,Sonar Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,
718,"Sonar Entertainment, Inc.",,First Lien Secured Debt,,"9.29% (1M L+760, 1.25% Floor)",,11/15/21,,8360,,,8269,,,,8214,,,(9),,,,,,,,
719,,,First Lien Secured Debt - Revolver,,"9.29% (1M L+760, 1.25% Floor)",,11/15/21,,4981,,,4981,,,,4894,,,(9)(23),,,,,,,,
720,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/15/21,,17850,,,(249,,,,(312,,,(8)(9)(21)(23),,,,,,,,
721,,,,,,,,,,,,13001,,,,12796,,,,,,,,,,,
722,Total Media – Diversified & Production,,,,43204,,,,,42971,,,,,,,,,,,,,,,,,
723,Metals & Mining,,,,,,,,,,,,,,,,,,,,,,,,,,
724,"Magnetation, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,
725,"Magnetation, LLC",,First Lien Secured Debt,,9.91% (6M L+800 Cash (PIK Toggle)),,03/31/20,,,1213,,,,581,,,,,-,,,(13)(14),,,,,
726,Total Metals & Mining,,,,581,,,,,-,,,,,,,,,,,,,,,,,
727,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,
728,IPS,,,,,,,,,,,,,,,,,,,,,,,,,,
729,"SI Holdings, Inc.",,First Lien Secured Debt,,"7.94% (3M L+600, 1.00% Floor)",,07/25/25,,,31721,,,,31119,,,,,31086,,,(9),,,,,
730,,,First Lien Secured Debt - Revolver,,"7.94% (3M L+600, 1.00% Floor)",,07/25/24,,853,,,853,,,,836,,,(9)(23),,,,,,,,
731,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,07/25/24,,2560,,,(62,,,,(51,,,(8)(9)(21)(23),,,,,,,,
732,,,,,,,,,,,,31910,,,,31871,,,,,,,,,,,
733,Rapid Displays,,,,,,,,,,,,,,,,,,,,,,,,,,
734,Rapid Displays Acquisition Corporation,,First Lien Secured Debt,,"6.80% (1M L+500, 1.00% Floor)",,07/01/25,,508,,,499,,,,498,,,(9),,,,,,,,
735,,,First Lien Secured Debt,,"7.19% (6M L+500, 1.00% Floor)",,07/01/25,,10385,,,10194,,,,10177,,,(9),,,,,,,,
736,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,07/01/25,,2308,,,(42,,,,(46,,,(8)(9)(21)(23),,,,,,,,
737,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,07/01/25,,1731,,,(16,,,,(17,,,(8)(9)(21)(23),,,,,,,,
738,,,,,,,,,,,,10635,,,,10612,,,,,,,,,,,
739,Total Retail,,,,42545,,,,,42483,,,,,,,,,,,,,,,,,
740,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,
741,IPC Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,
742,IPC Corporation,,First Lien Secured Debt,,"6.93% (3M L+500, 1.00% Floor)",,08/06/21,,,10000,,,,9951,,,,,8957,,,(9),,,,,
743,IPC Information Systems UK Holdings Limited,,First Lien Secured Debt,,"8.39% (3M L+650, 1.50% Floor)",,08/06/21,,562,,,539,,,,534,,,(9),,,,,,,,
744,,,First Lien Secured Debt,,"8.40% (3M L+650, 1.50% Floor)",,08/06/21,,843,,,809,,,,801,,,(9),,,,,,,,
745,,,,,,,,,,,,11299,,,,10292,,,,,,,,,,,
746,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (26),,,Fair Value (1)(27),,,,,,,,,,,,,
747,"Securus Technologies Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,
748,"Securus Technologies Holdings, Inc.",,Second Lien Secured Debt,,"10.05% (1M L+825, 1.00% Floor)",,11/01/25,,12878,,,12784,,,,11590,,,,,,,,,,,
749,Total Telecommunications,,,,24083,,,,,21882,,,,,,,,,,,,,,,,,
750,"Transportation – Cargo, Distribution",,,,,,,,,,,,,,,,,,,,,,,,,,
751,"Dynamic Product Tankers (Prime), LLC",,,,,,,,,,,,,,,,,,,,,,,,,,
752,"Dynamic Product Tankers, LLC (5)",,First Lien Secured Debt,,9.10% (3M L+700),,06/30/23,,,42000,,,,41860,,,,,42000,,,(17),,,,,
753,,,First Lien Secured Debt - Letters of Credit,,2.25%,,09/20/20 - 03/31/21,,6050,,,-,,,,-,,,(17)(23),,,,,,,,
754,,,Common Equity - Class A Units,,N/A,,N/A,,N/A,,,49806,,,,36497,,,(17)(24),,,,,,,,
755,,,,,,,,,,,,91666,,,,78497,,,,,,,,,,,
756,Heniff and Superior,,,,,,,,,,,,,,,,,,,,,,,,,,
757,"Heniff Holdco, LLC",,First Lien Secured Debt,,"7.45% (1M L+575, 1.00% Floor)",,12/03/26,,31075,,,30460,,,,30459,,,(9),,,,,,,,
758,,,First Lien Secured Debt - Revolver,,"7.45% (1M L+575, 1.00% Floor)",,12/03/24,,327,,,327,,,,321,,,(9)(23),,,,,,,,
759,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/03/24,,3598,,,(77,,,,(72,,,(8)(9)(21)(23),,,,,,,,
760,,,,,,,,,,,,30710,,,,30708,,,,,,,,,,,
761,MSEA Tankers LLC,,,,,,,,,,,,,,,,,,,,,,,,,,
762,MSEA Tankers LLC (5),,Common Equity - Class A Units,,N/A,,N/A,,N/A,,,,61950,,,,,61227,,,(17)(25),,,,,,
763,"Total Transportation – Cargo, Distribution",,,,184326,,,,,170432,,,,,,,,,,,,,,,,,
764,Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,
765,Banner Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,
766,"Banner Buyer, LLC",,First Lien Secured Debt,,"7.55% (1M L+575, 1.00% Floor)",,10/31/25,,,12581,,,,12367,,,,,12367,,,(9),,,,,
767,,,First Lien Secured Debt - Revolver,,"7.55% (1M L+575, 1.00% Floor)",,10/31/25,,645,,,645,,,,634,,,(9)(23),,,,,,,,
768,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,10/31/25,,1290,,,(33,,,,(23,,,(8)(9)(21)(23),,,,,,,,
769,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.75% Unfunded,,10/31/25,,5484,,,(47,,,,(96,,,(8)(9)(21)(23),,,,,,,,
770,"Banner Parent Holdings, Inc",,Common Equity/Interests - Common Stock,,N/A,,N/A,,"5,000 Shares",,,500,,,,500,,,(9)(13),,,,,,,,
771,Total Wholesale,,,,13432,,,,,13382,,,,,,,,,,,,,,,,,
772,Total Investments before Cash Equivalents,,,3075456,,,,,2967197,,,,,,,,,,,,,,,,,,
773,J.P. Morgan U.S. Government Money Market Fund,,N/A,,N/A,,N/A,,,36310,,,,36310,,,,,36310,,,(22),,,,,
774,Total Investments after Cash Equivalents,,,3111766,,,,,3003507,,,(6)(7),,,,,,,,,,,,,,,
775,(4),"Denotes investments in which we are an “Affiliated Person,” as defined in the 1940 Act, due to holding the power to vote or owning 5% or more of the outstanding voting securities of the investment but not controlling the company. Fair value as of  March 31, 2019  and  December 31, 2019  along with transactions during the  nine months ended December 31, 2019  in these affiliated investments are as follows:",,,,,,,,,,,,,,,,,,,,,,,,,
776,(5),"Denotes investments in which we are deemed to exercise a controlling influence over the management or policies of a company, as defined in the 1940 Act, due to beneficially owning, either directly or through one or more controlled companies, more than 25% of the outstanding voting securities of the investment. Fair value as of  March 31, 2019  and  December 31, 2019  along with transactions during the  nine months ended December 31, 2019  in these controlled investments are as follows:",,,,,,,,,,,,,,,,,,,,,,,,,
777,(14),Non-accrual status (See  Note 2  to the financial statements).,,,,,,,,,,,,,,,,,,,,,,,,,
778,(23),"As of  December 31, 2019  , the Company had the following commitments to fund various revolving and delayed draw senior secured and subordinated loans, including commitments to issue letters of credit through a financial intermediary on behalf of certain portfolio companies. Such commitments are subject to the satisfaction of certain conditions set forth in the documents governing these loans and letters of credit and there can be no assurance that such conditions will be satisfied. See  Note 10  to the financial statements for further information on revolving and delayed draw loan commitments, including commitments to issue letters of credit, related to certain portfolio companies.",,,,,,,,,,,,,,,,,,,,,,,,,
779,Issuer,Total Commitment,Drawn Commitment,Letters of Credit,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,
780,"Maxor National Pharmacy Services, LLC",1558,,-,,-,,1558,,,,,,,,,,,,,,,,,,,
781,"Medical Guardian, LLC",5714,,-,,-,,5714,,,,,,,,,,,,,,,,,,,
782,"Merx Aviation Finance, LLC",305477,,305300,,177,,-,,,,,,,,,,,,,,,,,,,
783,Nemo (BC) Bidco Pty Ltd*,163,,-,,-,,163,,,,,,,,,,,,,,,,,,,
784,New Amsterdam Software BidCo LLC,2250,,-,,-,,2250,,,,,,,,,,,,,,,,,,,
785,"Newscycle Solutions, Inc.",500,,440,,-,,60,,,,,,,,,,,,,,,,,,,
786,"Norvax, LLC",3182,,-,,-,,3182,,,,,,,,,,,,,,,,,,,
787,"NW Entertainment, Inc.",6000,,2100,,-,,3900,,,,,,,,,,,,,,,,,,,
788,"Omnitracs, LLC",3750,,-,,-,,3750,,,,,,,,,,,,,,,,,,,
789,Orchard Therapeutics plc,16667,,-,,-,,16667,,,,,,,,,,,,,,,,,,,
790,"Ortega National Parks, LLC",8743,,273,,-,,8470,,,,,,,,,,,,,,,,,,,
791,"Pace Health Companies, LLC",4501,,-,,68,,4433,,,,,,,,,,,,,,,,,,,
792,"Paper Source, Inc.",3082,,3041,,-,,41,,,,,,,,,,,,,,,,,,,
793,"PHS Buyer, Inc.",2000,,-,,-,,2000,,,,,,,,,,,,,,,,,,,
794,"PrimeFlight Aviation Services, Inc.",5133,,-,,-,,5133,,,,,,,,,,,,,,,,,,,
795,"Project Comfort Buyer, Inc.",5769,,692,,-,,5077,,,,,,,,,,,,,,,,,,,
796,"ProPharma Group Intermediate, LLC",1032,,-,,-,,1032,,,,,,,,,,,,,,,,,,,
797,"Protein For Pets Opco, LLC",2219,,-,,-,,2219,,,,,,,,,,,,,,,,,,,
798,"Purchasing Power Funding I, LLC",9112,,3547,,-,,5565,,,,,,,,,,,,,,,,,,,
799,"RA Outdoors, LLC",1200,,-,,-,,1200,,,,,,,,,,,,,,,,,,,
800,Rapid Displays Acquisition Corporation,4039,,-,,-,,4039,,,,,,,,,,,,,,,,,,,
801,"Rigel Pharmaceuticals, Inc.",3000,,-,,-,,3000,,,,,,,,,,,,,,,,,,,
802,"RiteDose Holdings I, Inc.",2000,,-,,-,,2000,,,,,,,,,,,,,,,,,,,
803,Royton Bidco Limited*,5844,,-,,-,,5844,,,,,,,,,,,,,,,,,,,
804,"RSC Acquisition , Inc.",6769,,-,,9,,6760,,,,,,,,,,,,,,,,,,,
805,SESAC Holdco II LLC,587,,-,,-,,587,,,,,,,,,,,,,,,,,,,
806,"SI Holdings, Inc.",3413,,853,,-,,2560,,,,,,,,,,,,,,,,,,,
807,"Simplifi Holdings, Inc.",8491,,-,,-,,8491,,,,,,,,,,,,,,,,,,,
808,Sirsi Corporation,429,,172,,-,,257,,,,,,,,,,,,,,,,,,,
809,"Soliant Holdings, LLC",1936,,581,,-,,1355,,,,,,,,,,,,,,,,,,,
810,"SONAR ENTERTAINMENT, INC.",22831,,4981,,-,,17850,,,,,,,,,,,,,,,,,,,
811,"Springbrook Holding Company, LLC",5122,,-,,-,,5122,,,,,,,,,,,,,,,,,,,
812,SSCP Spring Bidco Limited*,2890,,-,,-,,2890,,,,,,,,,,,,,,,,,,,
813,"Teladoc, Inc.",1666,,-,,360,,1306,,,,,,,,,,,,,,,,,,,
814,"Telesoft Holdings, LLC",2273,,-,,-,,2273,,,,,,,,,,,,,,,,,,,
815,"Ten-X, LLC",4680,,-,,-,,4680,,,,,,,,,,,,,,,,,,,
816,TGG TS Acquisition Company,1750,,-,,-,,1750,,,,,,,,,,,,,,,,,,,
817,"The Emmes Company, LLC",2449,,-,,-,,2449,,,,,,,,,,,,,,,,,,,
818,THLP CO. LLC,10112,,449,,-,,9663,,,,,,,,,,,,,,,,,,,
819,"Tidewater Consumer Receivables, LLC",2333,,790,,-,,1543,,,,,,,,,,,,,,,,,,,
820,TNT Crust LLC,3252,,1724,,-,,1528,,,,,,,,,,,,,,,,,,,
821,"TricorBraun Holdings, Inc.",5625,,-,,-,,5625,,,,,,,,,,,,,,,,,,,
822,"Truck-Lite Co., LLC",19412,,-,,-,,19412,,,,,,,,,,,,,,,,,,,
823,"Turbo Buyer, Inc.",3028,,-,,-,,3028,,,,,,,,,,,,,,,,,,,
824,"U.S. Auto Finance, Inc.",22000,,17261,,-,,4739,,,,,,,,,,,,,,,,,,,
825,"USLS Acquisition, Inc.",1608,,536,,86,,986,,,,,,,,,,,,,,,,,,,
826,"Vertafore, Inc.",15000,,-,,424,,14576,,,,,,,,,,,,,,,,,,,
827,"Westfall Technik, Inc.",14848,,1750,,-,,13098,,,,,,,,,,,,,,,,,,,
828,"Wright Medical Group, Inc.",70000,,7666,,-,,62334,,,,,,,,,,,,,,,,,,,
829,,,985198,,,456820,,,15512,,,512866,,,,,,,,,,,,,,,
830,(24),"As of  December 31, 2019  , Dynamic Product Tankers, LLC had various classes of limited liability interests outstanding of which the Company holds Class A-1 and Class A-3 units which are identical except that Class A-1 unit is voting and Class A-3 unit is non-voting. The units entitle the Company to appoint three out of five managers to the board of managers.",,,,,,,,,,,,,,,,,,,,,,,,,
831,(26),"The following shows the composition of the Company’s portfolio at cost by control designation, investment type and industry as of  December 31, 2019  :",,,,,,,,,,,,,,,,,,,,,,,,,
832,(27),"The following shows the composition of the Company’s portfolio at fair value by control designation, investment type and industry as of  December 31, 2019  :",,,,,,,,,,,,,,,,,,,,,,,,,
833,Controlled Investments,,,,,,,,,,,,,,,,,,,,,,,,,,
834,Aviation and Consumer Transport,,305300,,,-,,,-,,,-,,,-,,,57760,,,-,,,363060,,29.9,%
835,Energy – Oil & Gas,88103,,26378,,-,,-,,-,,-,,-,,114481,,9.4,%,,,,,,,,
836,"Transportation – Cargo, Distribution",42000,,-,,-,,-,,-,,97724,,-,,139724,,11.5,%,,,,,,,,
837,Total Controlled Investments,,435403,,,26378,,,-,,,-,,,-,,,155484,,,-,,,617265,,50.8,%
838,% of Net Assets,35.8,%,2.2,%,-,%,-,%,-,%,12.8,%,-,%,50.8,%,,,,,,,,,,
839,Total,,2322486,,,415196,,,-,,,11820,,,17553,,,199994,,,148,,,2967197,,244.2,%
840,% of Net Assets,191.0,%,34.3,%,-,%,1.0,%,1.4,%,16.5,%,0%,,244.2,%,,,,,,,,,,
841,Industry Classification,"Percentage of Total Investments (at Fair Value) as of December 31, 2019",,,,,,,,,,,,,,,,,,,,,,,,,
842,Healthcare & Pharmaceuticals,16.2%,,,,,,,,,,,,,,,,,,,,,,,,,
843,Business Services,14.1%,,,,,,,,,,,,,,,,,,,,,,,,,
844,Aviation and Consumer Transport,12.6%,,,,,,,,,,,,,,,,,,,,,,,,,
845,High Tech Industries,10.3%,,,,,,,,,,,,,,,,,,,,,,,,,
846,"Transportation – Cargo, Distribution",5.7%,,,,,,,,,,,,,,,,,,,,,,,,,
847,Consumer Services,4.7%,,,,,,,,,,,,,,,,,,,,,,,,,
848,Energy – Oil & Gas,4.0%,,,,,,,,,,,,,,,,,,,,,,,,,
849,Automotive,3.8%,,,,,,,,,,,,,,,,,,,,,,,,,
850,"Beverage, Food & Tobacco",3.1%,,,,,,,,,,,,,,,,,,,,,,,,,
851,"Chemicals, Plastics & Rubber",3.0%,,,,,,,,,,,,,,,,,,,,,,,,,
852,"Diversified Investment Vehicles, Banking, Finance, Real Estate",2.6%,,,,,,,,,,,,,,,,,,,,,,,,,
853,Insurance,2.3%,,,,,,,,,,,,,,,,,,,,,,,,,
854,Consumer Goods – Non-durable,2.3%,,,,,,,,,,,,,,,,,,,,,,,,,
855,Aerospace & Defense,2.2%,,,,,,,,,,,,,,,,,,,,,,,,,
856,"Manufacturing, Capital Equipment",1.7%,,,,,,,,,,,,,,,,,,,,,,,,,
857,Consumer Goods – Durable,1.7%,,,,,,,,,,,,,,,,,,,,,,,,,
858,Media – Diversified & Production,1.4%,,,,,,,,,,,,,,,,,,,,,,,,,
859,"Advertising, Printing & Publishing",1.4%,,,,,,,,,,,,,,,,,,,,,,,,,
860,Retail,1.4%,,,,,,,,,,,,,,,,,,,,,,,,,
861,Education,1.2%,,,,,,,,,,,,,,,,,,,,,,,,,
862,Energy – Electricity,1.1%,,,,,,,,,,,,,,,,,,,,,,,,,
863,Construction & Building,0.9%,,,,,,,,,,,,,,,,,,,,,,,,,
864,Food & Grocery,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,
865,Telecommunications,0.7%,,,,,,,,,,,,,,,,,,,,,,,,,
866,Wholesale,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,
867,Environmental Industries,0.4%,,,,,,,,,,,,,,,,,,,,,,,,,
868,"Hotel, Gaming, Leisure, Restaurants",0.1%,,,,,,,,,,,,,,,,,,,,,,,,,
869,"Containers, Packaging & Glass",0.0%,,,,,,,,,,,,,,,,,,,,,,,,,
870,Metals & Mining,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,
871,Total Investments,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,
