,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
529,"Destiny Solutions U.S., Inc.",,First Lien Secured Debt,,,"SOFR+  585  ,  1.00  % Floor",,,06/08/26,,,,25445,,,,,25069,,,,,25000,,,(19)(30),,,,,,,,,,,,,,,,,,,
530,"RMCF IV CIV XXXV, L.P.",,Common Equity - Common Stock,,,N/A,,,N/A,,,482  Shares,,,,,1000,,,,,1781,,,(13),,,,,,,,,,,,,,,,,,,,
531,,,,,,,,,,,,,,,,,,,26069,,,,,26781,,,,,,,,,,,,,,,,,,,,,
532,MYCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Magnate Holding Corp.,,First Lien Secured Debt,,,"SOFR+  615  ,  0.50  % Floor",,,12/16/24,,,,18914,,,,,18884,,,,,18824,,,(9)(17)(31),,,,,,,,,,,,,,,,,,,
534,,,First Lien Secured Debt - Revolver,,,"SOFR+  615  ,  0.50  % Floor",,,12/14/23,,,,3150,,,,,3145,,,,,3141,,,(9)(17)(23)(31),,,,,,,,,,,,,,,,,,,
535,,,,,,,,,,,,,,,,,,,22029,,,,,21965,,,,,,,,,,,,,,,,,,,,,
536,"New Era Technology, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,"New Era Technology, Inc.",,First Lien Secured Debt,,,"SOFR+  640  ,  1.00  % Floor",,,10/31/26,,,,31992,,,,,31602,,,,,31273,,,(9)(31),,,,,,,,,,,,,,,,,,,
538,,,First Lien Secured Debt - Revolver,,,"SOFR+  640  ,  1.00  % Floor",,,10/30/26,,,,1732,,,,,(  21,,,,,(  39,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
539,,,,,,,,,,,,,,,,,,,31581,,,,,31234,,,,,,,,,,,,,,,,,,,,,
540,Omada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,"Omada Health, Inc.",,First Lien Secured Debt,,,"SOFR+  710  ,  2.50  % Floor",,,06/01/28,,,,2900,,,,,1422,,,,,1422,,,(9)(23)(30),,,,,,,,,,,,,,,,,,,
542,,,First Lien Secured Debt - Revolver,,,"SOFR+  410  ,  2.50  % Floor",,,06/01/28,,,,100,,,,,4,,,,,4,,,(9)(21)(23)(30),,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,,,,1426,,,,,1426,,,,,,,,,,,,,,,,,,,,,
544,Pro Vigil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,"Pro-Vigil Holding Company, LLC",,First Lien Secured Debt,,,"SOFR+  860  ,  1.00  % Floor",,,01/11/25,,,,22994,,,,,20166,,,,,20246,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,
546,Schlesinger Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,"Schlesinger Global, LLC",,First Lien Secured Debt,,,"SOFR+  615  Cash plus  1.00  % PIK,  1.00  % Floor",,,07/12/25,,,,10260,,,,,10165,,,,,10191,,,(9)(31),,,,,,,,,,,,,,,,,,,
548,,,First Lien Secured Debt,,,"SOFR+  790  ,  1.00  % Floor",,,07/12/25,,,,946,,,,,939,,,,,946,,,(9)(31),,,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,11104,,,,,11137,,,,,,,,,,,,,,,,,,,,,
550,Simeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,"Simeio Group Holdings, Inc.",,First Lien Secured Debt,,,"SOFR+  560  Cash plus  0.5  % PIK,  1.00  % Floor",,,02/02/26,,,,8106,,,,,8055,,,,,7984,,,(9)(30),,,,,,,,,,,,,,,,,,,
552,,,First Lien Secured Debt - Revolver,,,"SOFR+  560  ,  1.00  % Floor",,,02/02/26,,,,1731,,,,,1144,,,,,1124,,,(9)(21)(23)(30),,,,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,,,,,,,,9199,,,,,9108,,,,,,,,,,,,,,,,,,,,,
554,Sirsi Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Sirsi Corporation,,First Lien Secured Debt,,,"SOFR+  460  ,  1.00  % Floor",,,03/15/24,,,,4936,,,,,4928,,,,,4887,,,(9)(30),,,,,,,,,,,,,,,,,,,
556,,,First Lien Secured Debt - Revolver,,,"SOFR+  460  ,  1.00  % Floor",,,03/15/24,,,,429,,,,,(  1,,,,,(  4,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
557,,,,,,,,,,,,,,,,,,,4927,,,,,4883,,,,,,,,,,,,,,,,,,,,,
558,Industry/Company,,Investment Type,,,Interest Rate,,,Maturity Date,,Par/Shares (12),,,Cost (38),,,Fair Value (1)(39),,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Springbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,"Springbrook Holding Company, LLC",,First Lien Secured Debt,,,"SOFR+  586  ,  1.00  % Floor",,,12/23/26,,,,15687,,,,,15525,,,,,15459,,,(30),,,,,,,,,,,,,,,,,,,
561,,,First Lien Secured Debt,,,"SOFR+  661  ,  1.00  % Floor",,,12/23/26,,,,2337,,,,,2310,,,,,2350,,,(30),,,,,,,,,,,,,,,,,,,
562,,,First Lien Secured Debt - Revolver,,,"SOFR+  586  ,  1.00  % Floor",,,12/23/26,,,,1463,,,,,(  12,,,,,(  21,,,(8)(21)(23),,,,,,,,,,,,,,,,,,,
563,,,,,,,,,,,,,,,,,,,17823,,,,,17788,,,,,,,,,,,,,,,,,,,,,
564,UpStack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,Upstack Holdco Inc.,,First Lien Secured Debt,,,"SOFR+  635  ,  1.00  % Floor",,,08/20/27,,,,31470,,,,,30872,,,,,31156,,,(9)(32),,,,,,,,,,,,,,,,,,,
566,,,First Lien Secured Debt - Revolver,,,"SOFR+  560  ,  1.00  % Floor",,,08/20/27,,,,3000,,,,,(  54,,,,,(  30,,,(8)(9)(20)(21)  (23),,,,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,,,,30818,,,,,31126,,,,,,,,,,,,,,,,,,,,,
568,,,,,,,Total High Tech Industries,,,,,421809,,,,,438648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,"Hotel, Gaming, Leisure, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,"Cave Enterprises Operations, LLC",,First Lien Secured Debt,,,"SOFR+  660  ,  1.50  % Floor",,,08/09/28,,,,9993,,,,,8501,,,,,8656,,,(9)(23)(30),,,,,,,,,,,,,,,,,,,
572,CircusTrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,CircusTrix Holdings LLC,,First Lien Secured Debt,,,"SOFR+  675  ,  1.00  % Floor",,,07/18/28,,,,4000,,,,,940,,,,,938,,,(9)(21)(23)(30),,,,,,,,,,,,,,,,,,,
574,,,First Lien Secured Debt - Revolver,,,"SOFR+  675  ,  1.00  % Floor",,,07/18/28,,,,1000,,,,,(  24,,,,,(  25,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,,,,916,,,,,913,,,,,,,,,,,,,,,,,,,,,
576,Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Guernsey Holdings SDI LA LLC,,First Lien Secured Debt,,,6.95  %,,,11/18/26,,,,1852,,,,,1840,,,,,1704,,,(9),,,,,,,,,,,,,,,,,,,
578,,,First Lien Secured Debt,,,"SOFR+  595  ,  1.00  % Floor",,,11/18/26,,,,1167,,,,,-,,,,,(  6,,,(8)(9)(23),,,,,,,,,,,,,,,,,,,
579,,,,,,,,,,,,,,,,,,,1840,,,,,1698,,,,,,,,,,,,,,,,,,,,,
580,PARS Group LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,PARS Group LLC,,First Lien Secured Debt,,,"SOFR+  685  ,  1.50  % Floor",,,04/03/28,,,,9955,,,,,8887,,,,,8853,,,(9)(23)(30),,,,,,,,,,,,,,,,,,,
582,Taco Cabana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,"YTC Enterprises, LLC",,First Lien Secured Debt,,,"SOFR+  636  ,  1.00  % Floor",,,08/16/26,,,,9608,,,,,9532,,,,,9416,,,(9)(30),,,,,,,,,,,,,,,,,,,
584,,,,,,,"Total Hotel, Gaming, Leisure, Restaurants",,,,,29676,,,,,29536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,High Street Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,"High Street Buyer, Inc.",,First Lien Secured Debt,,,"SOFR+  615  ,  0.75  % Floor",,,04/14/28,,,,29658,,,,,29272,,,,,29213,,,(9)(31),,,,,,,,,,,,,,,,,,,
588,,,First Lien Secured Debt - Revolver,,,"SOFR+  615  ,  0.75  % Floor",,,04/16/27,,,,2203,,,,,(  26,,,,,(  33,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,,,,29246,,,,,29180,,,,,,,,,,,,,,,,,,,,,
590,PGM Holdings Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,"Turbo Buyer, Inc.",,First Lien Secured Debt,,,"SOFR+  625  ,  1.00  % Floor",,,12/02/25,,,,18936,,,,,18742,,,,,18462,,,(9)(31)(32),,,,,,,,,,,,,,,,,,,
592,,,First Lien Secured Debt - Revolver,,,"SOFR+  600  ,  1.00  % Floor",,,12/02/25,,,,923,,,,,(  8,,,,,(  23,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
593,,,,,,,,,,,,,,,,,,,18734,,,,,18439,,,,,,,,,,,,,,,,,,,,,
594,Industry/Company,,Investment Type,,,Interest Rate,,,Maturity Date,,Par/Shares (12),,,Cost (38),,,Fair Value (1)(39),,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Relation Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,"AQ Sunshine, Inc.",,First Lien Secured Debt,,,"SOFR+  640  ,  1.00  % Floor",,,04/15/25,,,,34329,,,,,33975,,,,,34250,,,(9)(31),,,,,,,,,,,,,,,,,,,
597,,,First Lien Secured Debt - Revolver,,,"SOFR+  640  ,  1.00  % Floor",,,04/15/24,,,,1785,,,,,1760,,,,,1760,,,(9)(20)(23)(31),,,,,,,,,,,,,,,,,,,
598,,,,,,,,,,,,,,,,,,,35735,,,,,36010,,,,,,,,,,,,,,,,,,,,,
599,,,,,,,Total Insurance,,,,,83715,,,,,83629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,"Manufacturing, Capital Equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,"AVAD, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,"Surf Opco, LLC",,First Lien Secured Debt - Revolver,,,"SOFR+  411  ,  1.00  % Floor",,,03/17/26,,,,20000,,,,,13729,,,,,13629,,,(9)(16)(20)(21)  (23)(30),,,,,,,,,,,,,,,,,,,
603,,,Preferred Equity - Class P-1 Preferred,,,N/A,,,N/A,,,"33,333  Shares",,,,,3333,,,,,6667,,,(9)(13)(16),,,,,,,,,,,,,,,,,,,,
604,,,Preferred Equity - Class P-2 Preferred,,,N/A,,,N/A,,,"85,164  Shares",,,,,8517,,,,,4079,,,(9)(13)(16),,,,,,,,,,,,,,,,,,,,
605,,,Common Equity - Class A-1 Common,,,N/A,,,N/A,,,"3,333  Shares",,,,,-,,,,,280,,,(9)(13)(16),,,,,,,,,,,,,,,,,,,,
606,,,,,,,,,,,,,,,,,,,25579,,,,,24655,,,,,,,,,,,,,,,,,,,,,
607,International Wire Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,IW Buyer LLC,,First Lien Secured Debt,,,"SOFR+  685  ,  1.00  % Floor",,,06/28/29,,,,2101,,,,,2040,,,,,2049,,,(9)(30),,,,,,,,,,,,,,,,,,,
609,,,First Lien Secured Debt - Revolver,,,"SOFR+  685  ,  1.00  % Floor",,,06/28/29,,,,393,,,,,(  11,,,,,(  10,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,,,,,,,,2029,,,,,2039,,,,,,,,,,,,,,,,,,,,,
611,Kauffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,"Kauffman Holdco, LLC",,Common Equity - Common Stock,,,N/A,,,N/A,,,"250,000  Shares",,,,,248,,,,,238,,,(9),,,,,,,,,,,,,,,,,,,,
613,"Kauffman Intermediate, LLC",,First Lien Secured Debt,,,"SOFR+  585  ,  1.00  % Floor",,,05/08/25,,,,16019,,,,,15928,,,,,15745,,,(9)(31),,,,,,,,,,,,,,,,,,,
614,,,First Lien Secured Debt - Revolver,,,"SOFR+  585  ,  1.00  % Floor",,,05/08/25,,,,1243,,,,,78,,,,,56,,,(9)(21)(23)(30),,,,,,,,,,,,,,,,,,,
615,,,,,,,,,,,,,,,,,,,16254,,,,,16039,,,,,,,,,,,,,,,,,,,,,
616,MedPlast Holdings Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,"Viant Medical Holdings, Inc. (fka MedPlast Holdings, Inc.)",,Second Lien Secured Debt,,,"L+  786  ,  0.00  % Floor",,,07/02/26,,,,8000,,,,,7974,,,,,7625,,,(34),,,,,,,,,,,,,,,,,,,
618,,,,,,,"Total Manufacturing, Capital Equipment",,,,,51836,,,,,50358,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Media - Diversified & Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Sonar Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,"Sonar Entertainment, Inc.",,First Lien Secured Debt,,,P+  760,,,11/15/21,,,,185,,,,,184,,,,,185,,,(9)(11)(28),,,,,,,,,,,,,,,,,,,
622,,,First Lien Secured Debt - Revolver,,,P+  760,,,11/15/21,,,,149,,,,,88,,,,,149,,,(9)(11)(23)(28),,,,,,,,,,,,,,,,,,,
623,,,,,,,Total Media – Diversified & Production,,,,,272,,,,,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,IPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,"SI Holdings, Inc.",,First Lien Secured Debt,,,"SOFR+  610  ,  1.00  % Floor",,,07/25/25,,,,30529,,,,,30329,,,,,30365,,,(9)(31),,,,,,,,,,,,,,,,,,,
627,,,First Lien Secured Debt - Revolver,,,"SOFR+  610  ,  1.00  % Floor",,,07/25/24,,,,3413,,,,,2258,,,,,2259,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,
628,,,,,,,,,,,,,,Total Retail,,,,,32587,,,,,32624,,,,,,,,,,,,,,,,,,,,,
629,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,"Securus Technologies Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,"Securus Technologies Holdings, Inc.",,Second Lien Secured Debt,,,"L+  825  ,  1.00  % Floor",,,11/01/25,,,,7128,,,,,7101,,,,,6094,,,(36),,,,,,,,,,,,,,,,,,,
632,,,,,,,Total Telecommunications,,,,,7101,,,,,6094,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Industry/Company,,Investment Type,,,Interest Rate,,,Maturity Date,,Par/Shares (12),,,Cost (38),,,Fair Value (1)(39),,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,"Transportation - Cargo, Distribution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Beacon Mobility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,Beacon Mobility Corp.,,First Lien Secured Debt,,,"SOFR+  635  ,  1.00  % Floor",,,05/22/24,,,,37161,,,,,37003,,,,,36945,,,(9)(30)(31),,,,,,,,,,,,,,,,,,,
637,,,First Lien Secured Debt - Revolver,,,4.10  %,,,05/22/24,,,,55000,,,,,-,,,,,-,,,(9)(22)(23),,,,,,,,,,,,,,,,,,,
638,,,First Lien Secured Debt - Revolver,,,"SOFR+  635  ,  1.00  % Floor",,,05/22/24,,,,4145,,,,,(  24,,,,,(  24,,,(8)(9)(20)(21)  (23),,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,,,36979,,,,,36921,,,,,,,,,,,,,,,,,,,,,
640,Heniff and Superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,"Heniff Holdco, LLC",,First Lien Secured Debt,,,"SOFR+  585  ,  1.00  % Floor",,,12/03/26,,,,29521,,,,,29201,,,,,29078,,,(9)(31),,,,,,,,,,,,,,,,,,,
642,,,First Lien Secured Debt - Revolver,,,"SOFR+  585  ,  1.00  % Floor",,,12/03/24,,,,3925,,,,,1877,,,,,1868,,,(9)(20)(21)(23)  (30),,,,,,,,,,,,,,,,,,,
643,,,,,,,,,,,,,,,,,,,31078,,,,,30946,,,,,,,,,,,,,,,,,,,,,
644,MSEA Tankers LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,MSEA Tankers LLC (5),,Common Equity - Class A Units,,,N/A,,,N/A,,,,,,,,15791,,,,,50,,,(13)(17)(18)(24),,,,,,,,,,,,,,,,,,,,
646,,,,,,,"Total Transportation – Cargo, Distribution",,,,,83848,,,,,67917,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,Utilities - Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,Congruex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Congruex Group LLC,,First Lien Secured Debt,,,"SOFR+  590  ,  0.75  % Floor",,,05/03/29,,,,14813,,,,,14513,,,,,14516,,,(9)(31),,,,,,,,,,,,,,,,,,,
650,,,,,,,Total Utilities – Electric,,,,,14513,,,,,14516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Banner Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,"Banner Buyer, LLC",,First Lien Secured Debt,,,"SOFR+  585  ,  1.00  % Floor",,,10/31/25,,,,15064,,,,,14964,,,,,14962,,,(9)(30),,,,,,,,,,,,,,,,,,,
654,,,First Lien Secured Debt - Revolver,,,"SOFR+  585  ,  0.00  % Floor",,,10/31/25,,,,1935,,,,,(  14,,,,,(  13,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
655,"Banner Parent Holdings, Inc.",,Common Equity - Common Stock,,,N/A,,,N/A,,,"6,125  Shares",,,,,613,,,,,606,,,(9)(13),,,,,,,,,,,,,,,,,,,,
656,,,,,,,,,,,,,,,,,,,15563,,,,,15555,,,,,,,,,,,,,,,,,,,,,
657,Thomas Scientific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,"BSP-TS, LP",,Common Equity - Common Stock,,,N/A,,,N/A,,,185  Shares,,,,,185,,,,,128,,,(9)(13),,,,,,,,,,,,,,,,,,,,
659,"Thomas Scientific, LLC",,First Lien Secured Debt,,,"SOFR+  640  ,  1.00  % Floor",,,12/14/27,,,,31333,,,,,30867,,,,,30753,,,(9)(31),,,,,,,,,,,,,,,,,,,
660,,,First Lien Secured Debt - Revolver,,,"SOFR+  565  ,  1.00  % Floor",,,12/14/27,,,,2963,,,,,(  42,,,,,(  55,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,,,,31010,,,,,30826,,,,,,,,,,,,,,,,,,,,,
662,,,,,,,Total Wholesale,,,,,46573,,,,,46381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,Total Investments before Cash Equivalents,,,,,,,,,,,,,,,2577283,,,,,2369108,,,,,,,,,,,,,,,,,,,,,,,,
664,J.P. Morgan U.S. Government Money Market Fund,,,N/A,,,N/A,,,,138,,,,,138,,,,,138,,,(37),,,,,,,,,,,,,,,,,,,,,
665,Goldman Sachs Financial Square Government Fund,,,N/A,,,N/A,,,,111,,,,,111,,,,,111,,,(37),,,,,,,,,,,,,,,,,,,,,
666,Total Investments after Cash Equivalents,,,,,,,,,,,,,,2577532,,,,,2369357,,,(6)(7),,,,,,,,,,,,,,,,,,,,,,
667,Name of Issuer,,"Fair Value at December 31, 2022",,,,Gross Additions  ●,,,,Gross Reductions ■,,,,Net Change in Unrealized Gains (Losses),,,,"Fair Value at September 30, 2023",,,,Net Realized Gains (Losses),,,,Interest/  Dividend/  Other Income,,,,,,,,,,,,,,,,,,
668,"1244311 B.C. Ltd., Common Stock",,,,339,,,,,-,,,,,-,,,,,494,,,,,833,,,,,-,,,,,-,,,,,,,,,,
669,"1244311 B.C. Ltd., Term Loan",,,,3830,,,,,83,,,,,(  8,,,,,112,,,,,4017,,,,,-,,,,,315,,,,,,,,,,
670,"AIC SPV Holdings II, LLC, Preferred Equity*",,,,74,,,,,-,,,,,(  74,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
671,"Carbonfree Chemicals Holdings LLC, Common Stock",,,,20202,,,,,-,,,,,-,,,,,"(  1,497",,,,,18705,,,,,-,,,,,-,,,,,,,,,,
672,"FC2 LLC, Term Loan",,,,12500,,,,,-,,,,,-,,,,,-,,,,,12500,,,,,-,,,,,607,,,,,,,,,,
673,"FC2 LLC, Common Stock",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
674,"Golden Bear 2016-R, LLC, Membership Interests",,,,9413,,,,,106,,,,,-,,,,,2451,,,,,11970,,,,,-,,,,,-,,,,,,,,,,
675,"GSC Technologies Inc., Term Loan",,,,177,,,,,7,,,,,(  198,,,,,14,,,,,-,,,,,-,,,,,13,,,,,,,,,,
676,"Pelican Energy, LLC, Common Stock",,,,195,,,,,-,,,,,(  469,,,,,418,,,,,144,,,,,-,,,,,-,,,,,,,,,,
677,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series B Preferred Stock*",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
678,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series D Preferred Stock*",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
679,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series E Preferred Stock",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
680,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Preferred Equity*",,,,1961,,,,,-,,,,,"(  1,961",,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
681,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Common Stock*",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
682,"Renew JV LLC, Membership Interests*",,,,449,,,,,-,,,,,(  449,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
683,Auto Pool 2023 Trust (Del. Stat. Trust),,,,-,,,,,29946,,,,,(  611,,,,,(  544,,,,,28791,,,,,-,,,,,704,,,,,,,,,,
684,,,,,49141,,,,,30142,,,,,"(  3,770",,,,,1447,,,,,76960,,,,,-,,,,,1639,,,,,,,,,,
685,Name of Issuer,,"Fair Value at December 31, 2022",,,,Gross Additions  ●,,,,Gross Reductions ■,,,,Net Change in Unrealized Gains (Losses),,,,"Fair Value at September 30, 2023",,,,Net Realized Gains (Losses),,,,Interest/  Dividend/  Other Income,,,,,,,,,,,,,,,,,,
686,Majority Owned Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,"ChyronHego Corporation, Preferred Equity",,,,22500,,,,,-,,,,,-,,,,,(  209,,,,,22291,,,,,-,,,,,-,,,,,,,,,,
688,"ChyronHego Corporation, Revolver",,,,8956,,,,,1044,,,,,"(  9,989",,,,,(  11,,,,,-,,,,,-,,,,,440,,,,,,,,,,
689,"ChyronHego Corporation, Term Loan",,,,91042,,,,,1246,,,,,"(  91,833",,,,,(  455,,,,,-,,,,,-,,,,,4916,,,,,,,,,,
690,"ChyronHego US Holding Corporation, Term Loan",,,,-,,,,,106691,,,,,-,,,,,215,,,,,106906,,,,,-,,,,,2951,,,,,,,,,,
691,"ChyronHego US Holding Corporation, Revolver",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,6,,,,,,,,,,
692,"Merx Aviation Finance, LLC, Letter of Credit",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
693,"Merx Aviation Finance, LLC, Membership Interests",,,,111446,,,,,-,,,,,-,,,,,2877,,,,,114323,,,,,-,,,,,-,,,,,,,,,,
694,"Merx Aviation Finance, LLC, Revolver",,,,150000,,,,,-,,,,,"(  68,925",,,,,-,,,,,81075,,,,,-,,,,,6300,,,,,,,,,,
695,"MSEA Tankers LLC, Class A Units",,,,4256,,,,,-,,,,,"(  3,605",,,,,(  601,,,,,50,,,,,-,,,,,-,,,,,,,,,,
696,Controlled Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,"SHD Oil & Gas, LLC, Series C Units",,,,580,,,,,-,,,,,-,,,,,(  280,,,,,300,,,,,-,,,,,-,,,,,,,,,,
698,"SHD Oil & Gas, LLC, Series A Units",,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,-,,,,,,,,,,
699,,,,,388780,,,,,108981,,,,,"(  174,352",,,,,1536,,,,,324945,,,,,-,,,,,14613,,,,,,,,,,
700,Name of Issuer,,Total Commitment,,,,Drawn Commitment,,,,Letters of Credit **,,,,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,"A&V Holdings Midco, LLC",,,,1505,,,,,361,,,,,-,,,,,1144,,,,,,,,,,,,,,,,,,,,,,,,,
702,AMI US Holdings Inc.,,,,2907,,,,,349,,,,,-,,,,,2558,,,,,,,,,,,,,,,,,,,,,,,,,
703,"AQ Sunshine, Inc.",,,,1785,,,,,1762,,,,,23,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,
704,"Activ Software Holdings, LLC",,,,2407,,,,,-,,,,,-,,,,,2407,,,,,,,,,,,,,,,,,,,,,,,,,
705,"Akoya Biosciences, Inc.",,,,3375,,,,,-,,,,,-,,,,,3375,,,,,,,,,,,,,,,,,,,,,,,,,
706,Alcami Corporation,,,,1781,,,,,-,,,,,-,,,,,1781,,,,,,,,,,,,,,,,,,,,,,,,,
