,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
528,ChyronHego Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,ChyronHego Corporation (5),,Preferred Equity - Preferred Equity,,,N/A,,N/A,,,"7,800  Shares",,,,,6001,,,,,22457,,,(13)(24),,,,,,,,,,,,,,,,,,,,,
530,ChyronHego US Holding Corporation (5),,First Lien Secured Debt,,,"SOFR+  350  ,  1.75  % Floor",,06/30/26,,,,106906,,,,,106679,,,,,106907,,,(31),,,,,,,,,,,,,,,,,,,,
531,,,First Lien Secured Debt - Revolver,,,"SOFR+  600  ,  1.75  % Floor",,06/30/26,,,,5000,,,,,-,,,,,-,,,(21)(23),,,,,,,,,,,,,,,,,,,,
532,,,,,,,,,,,,,,,,,112680,,,,,129362,,,,,,,,,,,,,,,,,,,,,,,
533,Dairy.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Momentx Corporation,,First Lien Secured Debt,,,"SOFR+  585  ,  1.00  % Floor",,06/24/27,,,,15123,,,,,14907,,,,,14825,,,(9)(31),,,,,,,,,,,,,,,,,,,,
535,,,First Lien Secured Debt,,,"SOFR+  635  ,  1.00  % Floor",,06/24/27,,,,1363,,,,,1337,,,,,1358,,,(9)(31),,,,,,,,,,,,,,,,,,,,
536,,,First Lien Secured Debt - Revolver,,,"SOFR+  575  ,  1.00  % Floor",,06/24/27,,,,1257,,,,,(  17,,,,,(  26,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,,16227,,,,,16157,,,,,,,,,,,,,,,,,,,,,,,
538,Digital.ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,"Digital.ai Software Holdings, Inc.",,First Lien Secured Debt,,,"SOFR+  710  ,  1.00  % Floor",,02/10/27,,,,22073,,,,,21673,,,,,21521,,,(9)(31),,,,,,,,,,,,,,,,,,,,
540,,,First Lien Secured Debt - Revolver,,,"SOFR+  685  ,  1.00  % Floor",,02/10/27,,,,2419,,,,,319,,,,,290,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,,,,,21992,,,,,21811,,,,,,,,,,,,,,,,,,,,,,,
542,GoHealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,"Norvax, LLC",,First Lien Secured Debt - Revolver,,,"L+  650  ,  1.00  % Floor",,09/13/24,,,,3182,,,,,(  19,,,,,-,,,(9)(21)(23),,,,,,,,,,,,,,,,,,,,
544,Gtreasury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,G Treasury SS LLC,,First Lien Secured Debt,,,"SOFR+  600  ,  1.00  % Floor",,06/29/29,,,,2250,,,,,205,,,,,205,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,,
546,,,First Lien Secured Debt - Revolver,,,"SOFR+  600  ,  1.00  % Floor",,06/29/29,,,,250,,,,,(  5,,,,,(  5,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,,,,,200,,,,,200,,,,,,,,,,,,,,,,,,,,,,,
548,"International Cruise & Excursion Gallery, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,"International Cruise & Excursion Gallery, Inc.",,First Lien Secured Debt,,,"SOFR+  535  ,  1.00  % Floor",,06/06/25,,,,14250,,,,,14169,,,,,13874,,,(30),,,,,,,,,,,,,,,,,,,,
550,Litify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Litify Holdings Inc.,,Common Equity - Common Stock,,,N/A,,N/A,,,"20,173  Shares",,,,,83,,,,,107,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,,
552,Litify LLC,,First Lien Secured Debt,,,"SOFR+  735  ,  1.00  % Floor",,02/03/29,,,,11667,,,,,11341,,,,,11317,,,(9)(31),,,,,,,,,,,,,,,,,,,,
553,,,First Lien Secured Debt - Revolver,,,"SOFR+  725  ,  1.00  % Floor",,02/03/29,,,,833,,,,,(  23,,,,,(  25,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
554,,,,,,,,,,,,,,,,,11401,,,,,11399,,,,,,,,,,,,,,,,,,,,,,,
555,Modern Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,"Destiny Solutions U.S., Inc.",,First Lien Secured Debt,,,"SOFR+  575  ,  1.00  % Floor",,06/08/26,,,,25509,,,,,25108,,,,,24999,,,(19)(30)(31),,,,,,,,,,,,,,,,,,,,
557,"RMCF IV CIV XXXV, L.P.",,Common Equity - Common Stock,,,N/A,,N/A,,,482  Shares,,,,,1000,,,,,1670,,,(13),,,,,,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,,,,,26108,,,,,26669,,,,,,,,,,,,,,,,,,,,,,,
559,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares  (12),,,Cost  (37),,,Fair Value  (1)(38),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,MYCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Magnate Holding Corp.,,First Lien Secured Debt,,,"SOFR+  615  ,  0.50  % Floor",,12/16/24,,,,18956,,,,,18910,,,,,18761,,,(9)(17)(31),,,,,,,,,,,,,,,,,,,,
562,,,First Lien Secured Debt - Revolver,,,"SOFR+  615  ,  0.50  % Floor",,12/14/23,,,,3150,,,,,3143,,,,,3119,,,(9)(17)(23)(31),,,,,,,,,,,,,,,,,,,,
563,,,,,,,,,,,,,,,,,22053,,,,,21880,,,,,,,,,,,,,,,,,,,,,,,
564,"New Era Technology, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,"New Era Technology, Inc.",,First Lien Secured Debt,,,"L+  625  ,  1.00  % Floor",,10/31/26,,,,32074,,,,,30954,,,,,30644,,,(9)(21)(23)(34),,,,,,,,,,,,,,,,,,,,
566,,,First Lien Secured Debt - Revolver,,,"L+  625  ,  1.00  % Floor",,10/30/26,,,,1732,,,,,(  23,,,,,(  39,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,,30931,,,,,30605,,,,,,,,,,,,,,,,,,,,,,,
568,Omada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,"Omada Health, Inc.",,First Lien Secured Debt,,,"SOFR+  710  ,  2.50  % Floor",,06/01/28,,,,2900,,,,,1422,,,,,1422,,,(9)(23)(30),,,,,,,,,,,,,,,,,,,,
570,,,First Lien Secured Debt - Revolver,,,"SOFR+  410  ,  2.50  % Floor",,06/01/28,,,,100,,,,,4,,,,,4,,,(9)(21)(23)(30),,,,,,,,,,,,,,,,,,,,
571,,,,,,,,,,,,,,,,,1426,,,,,1426,,,,,,,,,,,,,,,,,,,,,,,
572,Pro Vigil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,"Pro-Vigil Holding Company, LLC",,First Lien Secured Debt,,,"SOFR+  860  ,  1.00  % Floor",,01/11/25,,,,23046,,,,,18971,,,,,19095,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,,
574,Schlesinger Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,"Schlesinger Global, LLC",,First Lien Secured Debt,,,"SOFR+  600  Cash plus  1.00  % PIK,  1.00  % Floor",,07/12/25,,,,10277,,,,,10174,,,,,10199,,,(9)(30),,,,,,,,,,,,,,,,,,,,
576,,,First Lien Secured Debt,,,"SOFR+  785  ,  1.00  % Floor",,07/12/25,,,,949,,,,,941,,,,,949,,,(9)(30),,,,,,,,,,,,,,,,,,,,
577,,,,,,,,,,,,,,,,,11115,,,,,11148,,,,,,,,,,,,,,,,,,,,,,,
578,Simeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,"Simeio Group Holdings, Inc.",,First Lien Secured Debt,,,"SOFR+  535  ,  1.00  % Floor",,02/02/26,,,,8105,,,,,8053,,,,,7903,,,(9)(30),,,,,,,,,,,,,,,,,,,,
580,,,First Lien Secured Debt - Revolver,,,"SOFR+  535  ,  1.00  % Floor",,02/02/26,,,,1731,,,,,1143,,,,,1111,,,(9)(21)(23)(30),,,,,,,,,,,,,,,,,,,,
581,,,,,,,,,,,,,,,,,9196,,,,,9014,,,,,,,,,,,,,,,,,,,,,,,
582,Sirsi Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Sirsi Corporation,,First Lien Secured Debt,,,"SOFR+  450  ,  1.00  % Floor",,03/15/24,,,,4991,,,,,4980,,,,,4916,,,(9)(30),,,,,,,,,,,,,,,,,,,,
584,,,First Lien Secured Debt - Revolver,,,"SOFR+  450  ,  1.00  % Floor",,03/15/24,,,,429,,,,,(  1,,,,,(  6,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
585,,,,,,,,,,,,,,,,,4979,,,,,4910,,,,,,,,,,,,,,,,,,,,,,,
586,Springbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,"Springbrook Holding Company, LLC",,First Lien Secured Debt,,,"SOFR+  585  ,  1.00  % Floor",,12/23/26,,,,14154,,,,,13996,,,,,13637,,,(32),,,,,,,,,,,,,,,,,,,,
588,,,First Lien Secured Debt,,,"SOFR+  650  ,  1.00  % Floor",,12/23/26,,,,2343,,,,,2314,,,,,2307,,,(32),,,,,,,,,,,,,,,,,,,,
589,,,First Lien Secured Debt,,,"SOFR+  575  ,  1.00  % Floor",,12/23/26,,,,1574,,,,,1562,,,,,1516,,,(30),,,,,,,,,,,,,,,,,,,,
590,,,First Lien Secured Debt - Revolver,,,"SOFR+  575  ,  1.00  % Floor",,12/23/26,,,,1463,,,,,(  13,,,,,(  53,,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,
591,,,,,,,,,,,,,,,,,17859,,,,,17407,,,,,,,,,,,,,,,,,,,,,,,
592,Tax Slayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,"MEP-TS Midco, LLC",,First Lien Secured Debt,,,"SOFR+  610  ,  1.00  % Floor",,12/31/26,,,,13210,,,,,13024,,,,,12945,,,(9)(30),,,,,,,,,,,,,,,,,,,,
594,,,First Lien Secured Debt - Revolver,,,"SOFR+  600  ,  1.00  % Floor",,12/31/26,,,,1452,,,,,-,,,,,(  36,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
595,,,,,,,,,,,,,,,,,13024,,,,,12909,,,,,,,,,,,,,,,,,,,,,,,
596,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares  (12),,,Cost  (37),,,Fair Value  (1)(38),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,UpStack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Upstack Holdco Inc.,,First Lien Secured Debt,,,"SOFR+  585  ,  1.00  % Floor",,08/20/27,,,,31550,,,,,30927,,,,,31235,,,(9)(32),,,,,,,,,,,,,,,,,,,,
599,,,First Lien Secured Debt - Revolver,,,"SOFR+  550  ,  1.00  % Floor",,08/20/27,,,,3000,,,,,(  57,,,,,(  30,,,(8)(9)(20)(21)  (23),,,,,,,,,,,,,,,,,,,,
600,,,,,,,,,,,,,,,,,30870,,,,,31205,,,,,,,,,,,,,,,,,,,,,,,
601,,,,,,,Total High Tech Industries,,,,,433454,,,,,449332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,"Hotel, Gaming, Leisure, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,"Cave Enterprises Operations, LLC",,First Lien Secured Debt,,,"SOFR+  660  ,  1.50  % Floor",,08/09/28,,,,8667,,,,,8504,,,,,8623,,,(9)(30),,,,,,,,,,,,,,,,,,,,
605,,,First Lien Secured Debt,,,"SOFR+  650  ,  1.50  % Floor",,08/09/28,,,,1333,,,,,-,,,,,(  13,,,(8)(9)(23),,,,,,,,,,,,,,,,,,,,
606,,,,,,,,,,,,,,,,,8504,,,,,8610,,,,,,,,,,,,,,,,,,,,,,,
607,Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Guernsey Holdings SDI LA LLC,,First Lien Secured Debt,,,6.95  %,,11/18/26,,,,1882,,,,,1869,,,,,1741,,,(9),,,,,,,,,,,,,,,,,,,,
609,,,First Lien Secured Debt,,,"SOFR+  595  ,  1.00  % Floor",,11/18/26,,,,1167,,,,,-,,,,,(  6,,,(8)(9)(23),,,,,,,,,,,,,,,,,,,,
610,,,,,,,,,,,,,,,,,1869,,,,,1735,,,,,,,,,,,,,,,,,,,,,,,
611,PARS Group LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PARS Group LLC,,First Lien Secured Debt,,,"SOFR+  685  ,  1.50  % Floor",,04/03/28,,,,9025,,,,,8907,,,,,8867,,,(9)(30),,,,,,,,,,,,,,,,,,,,
613,,,First Lien Secured Debt,,,"SOFR+  675  ,  1.50  % Floor",,04/03/28,,,,952,,,,,-,,,,,(  17,,,(8)(9)(23),,,,,,,,,,,,,,,,,,,,
614,,,,,,,,,,,,,,,,,8907,,,,,8850,,,,,,,,,,,,,,,,,,,,,,,
615,Taco Cabana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,"YTC Enterprises, LLC",,First Lien Secured Debt,,,"SOFR+  636  ,  1.00  % Floor",,08/16/26,,,,9692,,,,,9612,,,,,9498,,,(9)(30),,,,,,,,,,,,,,,,,,,,
617,,,,,,,"Total Hotel, Gaming, Leisure, Restaurants",,,,,28892,,,,,28693,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,High Street Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,"High Street Buyer, Inc.",,First Lien Secured Debt,,,"SOFR+  600  ,  0.75  % Floor",,04/14/28,,,,29734,,,,,29335,,,,,29213,,,(9)(31),,,,,,,,,,,,,,,,,,,,
621,,,First Lien Secured Debt - Revolver,,,"SOFR+  600  ,  0.75  % Floor",,04/16/27,,,,2203,,,,,(  28,,,,,(  39,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
622,,,,,,,,,,,,,,,,,29307,,,,,29174,,,,,,,,,,,,,,,,,,,,,,,
623,PGM Holdings Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,"Turbo Buyer, Inc.",,First Lien Secured Debt,,,"SOFR+  600  ,  1.00  % Floor",,12/02/25,,,,18985,,,,,18782,,,,,18605,,,(9)(31)(32),,,,,,,,,,,,,,,,,,,,
625,,,First Lien Secured Debt - Revolver,,,"SOFR+  600  ,  1.00  % Floor",,12/02/25,,,,923,,,,,(  9,,,,,(  18,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
626,,,,,,,,,,,,,,,,,18773,,,,,18587,,,,,,,,,,,,,,,,,,,,,,,
627,Relation Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,"AQ Sunshine, Inc.",,First Lien Secured Debt,,,"SOFR+  625  ,  1.00  % Floor",,04/15/25,,,,34418,,,,,34047,,,,,34151,,,(9)(31),,,,,,,,,,,,,,,,,,,,
629,,,First Lien Secured Debt - Revolver,,,"SOFR+  625  ,  1.00  % Floor",,04/15/24,,,,1785,,,,,1759,,,,,1756,,,(9)(20)(23)(30)  (31),,,,,,,,,,,,,,,,,,,,
630,,,,,,,,,,,,,,,,,35806,,,,,35907,,,,,,,,,,,,,,,,,,,,,,,
631,,,,,,,Total Insurance,,,,,83886,,,,,83668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares  (12),,,Cost  (37),,,Fair Value  (1)(38),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,"Manufacturing, Capital Equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,"AVAD, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,"Surf Opco, LLC",,First Lien Secured Debt - Revolver,,,"SOFR+  411  ,  1.00  % Floor",,03/17/26,,,,20000,,,,,13934,,,,,13817,,,(9)(16)(20)(21)  (23)(30),,,,,,,,,,,,,,,,,,,,
636,,,Preferred Equity - Class P-1 Preferred,,,N/A,,N/A,,,"33,333  Shares",,,,,3333,,,,,6667,,,(9)(13)(16),,,,,,,,,,,,,,,,,,,,,
637,,,Preferred Equity - Class P-2 Preferred,,,N/A,,N/A,,,"85,164  Shares",,,,,8516,,,,,4040,,,(9)(13)(16),,,,,,,,,,,,,,,,,,,,,
638,,,Common Equity - Class A-1 Common,,,N/A,,N/A,,,"3,333  Shares",,,,,-,,,,,70,,,(9)(13)(16),,,,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,25783,,,,,24594,,,,,,,,,,,,,,,,,,,,,,,
640,International Wire Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,IW Buyer LLC,,First Lien Secured Debt,,,"SOFR+  675  ,  1.00  % Floor",,06/28/29,,,,2107,,,,,2044,,,,,2044,,,(9)(31),,,,,,,,,,,,,,,,,,,,
642,,,First Lien Secured Debt - Revolver,,,"SOFR+  675  ,  1.00  % Floor",,06/28/29,,,,393,,,,,16,,,,,16,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,,
643,,,,,,,,,,,,,,,,,2060,,,,,2060,,,,,,,,,,,,,,,,,,,,,,,
644,Kauffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,"Kauffman Holdco, LLC",,Common Equity - Common Stock,,,N/A,,N/A,,,"250,000  Shares",,,,,250,,,,,228,,,(9),,,,,,,,,,,,,,,,,,,,,
646,"Kauffman Intermediate, LLC",,First Lien Secured Debt,,,"SOFR+  585  ,  1.00  % Floor",,05/08/25,,,,16063,,,,,15961,,,,,15732,,,(9)(31),,,,,,,,,,,,,,,,,,,,
647,,,First Lien Secured Debt - Revolver,,,"SOFR+  585  ,  1.00  % Floor",,05/08/25,,,,1243,,,,,311,,,,,285,,,(9)(21)(23)(30),,,,,,,,,,,,,,,,,,,,
648,,,,,,,,,,,,,,,,,16522,,,,,16245,,,,,,,,,,,,,,,,,,,,,,,
649,MedPlast Holdings Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,"Viant Medical Holdings, Inc. (fka MedPlast Holdings, Inc.)",,Second Lien Secured Debt,,,"L+  775  ,  0.00  % Floor",,07/02/26,,,,8000,,,,,7974,,,,,7494,,,(33),,,,,,,,,,,,,,,,,,,,
651,,,,,,,"Total Manufacturing, Capital Equipment",,,,,52339,,,,,50393,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Media - Diversified & Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,Sonar Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,"Sonar Entertainment, Inc.",,First Lien Secured Debt,,,"L+  760  ,  1.25  % Floor",,11/15/21,,,,230,,,,,229,,,,,230,,,(9)(11)(33),,,,,,,,,,,,,,,,,,,,
655,,,First Lien Secured Debt - Revolver,,,"L+  760  ,  1.25  % Floor",,11/15/21,,,,184,,,,,119,,,,,184,,,(9)(11)(23)(33),,,,,,,,,,,,,,,,,,,,
656,,,,,,,,,,,,,,,,,348,,,,,414,,,,,,,,,,,,,,,,,,,,,,,
657,,,,,,,Total Media – Diversified & Production,,,,,348,,,,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,IPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,"SI Holdings, Inc.",,First Lien Secured Debt,,,"SOFR+  610  ,  1.00  % Floor",,07/25/25,,,,30609,,,,,30389,,,,,30366,,,(9)(32),,,,,,,,,,,,,,,,,,,,
661,,,First Lien Secured Debt - Revolver,,,"SOFR+  610  ,  1.00  % Floor",,07/25/24,,,,3413,,,,,2255,,,,,2253,,,(9)(21)(23)(30)  (32),,,,,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,,,,,32644,,,,,32619,,,,,,,,,,,,,,,,,,,,,,,
663,,,,,,,Total Retail,,,,,32644,,,,,32619,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,"Securus Technologies Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,"Securus Technologies Holdings, Inc.",,Second Lien Secured Debt,,,"L+  825  ,  1.00  % Floor",,11/01/25,,,,7128,,,,,7100,,,,,6344,,,(35),,,,,,,,,,,,,,,,,,,,
667,,,,,,,Total Telecommunications,,,,,7100,,,,,6344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares  (12),,,Cost  (37),,,Fair Value  (1)(38),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,"Transportation - Cargo, Distribution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,Beacon Mobility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,Beacon Mobility Corp.,,First Lien Secured Debt,,,"SOFR+  550  ,  1.00  % Floor",,05/22/24,,,,27966,,,,,27768,,,,,27683,,,(9)(30),,,,,,,,,,,,,,,,,,,,
672,,,First Lien Secured Debt,,,"SOFR+  570  ,  1.00  % Floor",,05/22/24,,,,14963,,,,,14918,,,,,14811,,,(9)(31),,,,,,,,,,,,,,,,,,,,
673,,,First Lien Secured Debt - Revolver,,,4.00  %,,05/22/24,,,,55000,,,,,-,,,,,-,,,(9)(22)(23),,,,,,,,,,,,,,,,,,,,
674,,,First Lien Secured Debt - Revolver,,,"SOFR+  550  ,  1.00  % Floor",,05/22/24,,,,4145,,,,,(  33,,,,,(  41,,,(8)(9)(20)(21)  (23),,,,,,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,,,,42653,,,,,42453,,,,,,,,,,,,,,,,,,,,,,,
676,Heniff and Superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
677,"Heniff Holdco, LLC",,First Lien Secured Debt,,,"SOFR+  575  ,  1.00  % Floor",,12/03/26,,,,29715,,,,,29376,,,,,29270,,,(9)(30),,,,,,,,,,,,,,,,,,,,
678,,,First Lien Secured Debt - Revolver,,,"SOFR+  575  ,  1.00  % Floor",,12/03/24,,,,3925,,,,,1350,,,,,1354,,,(9)(20)(21)(23)  (30),,,,,,,,,,,,,,,,,,,,
679,,,,,,,,,,,,,,,,,30726,,,,,30624,,,,,,,,,,,,,,,,,,,,,,,
680,MSEA Tankers LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,MSEA Tankers LLC (5),,Common Equity - Class A Units,,,N/A,,N/A,,,,,,,,15791,,,,,50,,,(17)(18)(24),,,,,,,,,,,,,,,,,,,,,
682,,,,,,,"Total Transportation – Cargo, Distribution",,,,,89170,,,,,73127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Utilities - Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Congruex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Congruex Group LLC,,First Lien Secured Debt,,,"SOFR+  575  ,  0.75  % Floor",,05/03/29,,,,14850,,,,,14539,,,,,14516,,,(9)(31),,,,,,,,,,,,,,,,,,,,
686,,,,,,,Total Utilities – Electric,,,,,14539,,,,,14516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Banner Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,"Banner Buyer, LLC",,First Lien Secured Debt,,,"SOFR+  585  ,  1.00  % Floor",,10/31/25,,,,15103,,,,,14996,,,,,14989,,,(9)(30),,,,,,,,,,,,,,,,,,,,
690,,,First Lien Secured Debt - Revolver,,,"SOFR+  585  ,  0.00  % Floor",,10/31/25,,,,1935,,,,,372,,,,,373,,,(9)(21)(23)(30),,,,,,,,,,,,,,,,,,,,
691,"Banner Parent Holdings, Inc.",,Common Equity - Common Stock,,,N/A,,N/A,,,"6,125  Shares",,,,,613,,,,,624,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,15981,,,,,15986,,,,,,,,,,,,,,,,,,,,,,,
693,Thomas Scientific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,"BSP-TS, LP",,Common Equity - Common Stock,,,N/A,,N/A,,,185  Shares,,,,,185,,,,,138,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
695,"Thomas Scientific, LLC",,First Lien Secured Debt,,,"SOFR+  640  ,  1.00  % Floor",,12/14/27,,,,31413,,,,,30927,,,,,30817,,,(9)(31),,,,,,,,,,,,,,,,,,,,
696,,,First Lien Secured Debt - Revolver,,,"SOFR+  640  ,  1.00  % Floor",,12/14/27,,,,2963,,,,,(  44,,,,,(  56,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
697,,,,,,,,,,,,,,,,,31068,,,,,30899,,,,,,,,,,,,,,,,,,,,,,,
698,,,,,,,Total Wholesale,,,,,47049,,,,,46885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Total Investments before Cash Equivalents,,,,,,,,,,2617476,,,,,2409287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,J.P. Morgan U.S. Government Money Market Fund,,,N/A,,N/A,,,,136,,,,,136,,,,,136,,,(36),,,,,,,,,,,,,,,,,,,,,,
701,Goldman Sachs Financial Square Government Fund,,,N/A,,N/A,,,,100,,,,,100,,,,,100,,,(36),,,,,,,,,,,,,,,,,,,,,,
702,Total Investments after Cash Equivalents,,,,,,,,,,,,,2617712,,,,,2409523,,,(6)(7),,,,,,,,,,,,,,,,,,,,,,,
703,Name of Issuer,,"Fair Value at December 31, 2022",,,,Gross Additions  ●,,,,Gross Reductions ■,,,,Net Change in Unrealized Gains (Losses),,,,"Fair Value at June 30, 2023",,,,Net Realized Gains (Losses),,,,Interest/  Dividend/  Other Income,,,,,,,,,,,,,,,,,,
704,"1244311 B.C. Ltd., Common Stock",,,,339,,,,,-,,,,,-,,,,,446,,,,,785,,,,,-,,,,,-,,,,,,,,,,
705,"1244311 B.C. Ltd., Term Loan",,,,3830,,,,,53,,,,,-,,,,,82,,,,,3965,,,,,-,,,,,204,,,,,,,,,,
