,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
536,"High Street Buyer, Inc.",,First Lien Secured Debt,,,"L+  600  ,  0.75   Floor",,04/14/28,,,,29961,,,,,29492,,,,,29287,,,(9)(28),,,,,,,,,,,,,,,,,,,,
537,,,First Lien Secured Debt - Revolver,,,"L+  600  ,  0.75   Floor",,04/16/27,,,,2203,,,,,(  34,,,,,(  50,,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,,29458,,,,,29237,,,,,,,,,,,,,,,,,,,,,,,
539,PGM Holdings Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,"Turbo Buyer, Inc.",,First Lien Secured Debt,,,"L+  600  ,  1.00   Floor",,12/02/25,,,,19132,,,,,18868,,,,,18558,,,(9)(28)(29),,,,,,,,,,,,,,,,,,,,
541,,,First Lien Secured Debt - Revolver,,,"L+  575  ,  1.00   Floor",,12/02/25,,,,923,,,,,(  12,,,,,(  28,,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,,18856,,,,,18530,,,,,,,,,,,,,,,,,,,,,,,
543,Relation Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,"AQ Sunshine, Inc.",,First Lien Secured Debt,,,"L+  625  ,  1.00   Floor",,04/15/25,,,,34683,,,,,33873,,,,,34157,,,(9)(21)(23)  (28)(29),,,,,,,,,,,,,,,,,,,,
545,,,First Lien Secured Debt - Revolver,,,"SOFR+  625  ,  1.00   Floor",,04/15/24,,,,1785,,,,,743,,,,,751,,,(9)(20)(21)  (23)(31),,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,34616,,,,,34908,,,,,,,,,,,,,,,,,,,,,,,
547,,,,,,Total Insurance,,,,,82930,,,,,82675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (34),,,Fair Value (1)(35),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,"Manufacturing, Capital Equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,"AVAD, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,"Surf Opco, LLC",,First Lien Secured Debt - Revolver,,,"L+  400  ,  1.00   Floor",,03/17/26,,,,16667,,,,,13534,,,,,13360,,,(9)(20)(21)  (23)(26),,,,,,,,,,,,,,,,,,,,
552,,,Preferred Equity - Class P-1 Preferred,,,N/A,,N/A,,,"33,333  Shares",,,,,3333,,,,,6667,,,(9)(13)(16),,,,,,,,,,,,,,,,,,,,,
553,,,Preferred Equity - Class P-2 Preferred,,,N/A,,N/A,,,"85,164  Shares",,,,,8517,,,,,2959,,,(9)(13)(16),,,,,,,,,,,,,,,,,,,,,
554,,,Common Equity - Class A-1 Common,,,N/A,,N/A,,,"3,333  Shares",,,,,0,,,,,50,,,(9)(13)(16),,,,,,,,,,,,,,,,,,,,,
555,,,,,,,,,,,,,,,,,25384,,,,,23036,,,,,,,,,,,,,,,,,,,,,,,
556,Kauffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,"Kauffman Holdco, LLC",,Common Equity - Common Stock,,,N/A,,N/A,,,"250,000  Shares",,,,,249,,,,,132,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
558,"Kauffman Intermediate, LLC",,First Lien Secured Debt,,,"L+  600  ,  1.00   Floor",,05/08/25,,,,16193,,,,,16050,,,,,15724,,,(9)(30),,,,,,,,,,,,,,,,,,,,
559,,,First Lien Secured Debt - Revolver,,,"L+  600  ,  1.00   Floor",,05/08/25,,,,1243,,,,,214,,,,,197,,,(9)(21)(23)  (28),,,,,,,,,,,,,,,,,,,,
560,,,,,,,,,,,,,,,,,16513,,,,,16053,,,,,,,,,,,,,,,,,,,,,,,
561,MedPlast Holdings Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,"Viant Medical Holdings, Inc. (fka MedPlast Holdings, Inc.)",,Second Lien Secured Debt,,,"L+  775  ,  0.00   Floor",,07/02/26,,,,8000,,,,,7963,,,,,7533,,,(26),,,,,,,,,,,,,,,,,,,,
563,,,,,,"Total Manufacturing, Capital Equipment",,,,,49860,,,,,46622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Media - Diversified & Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,New Wave Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,"NW Entertainment, Inc.",,First Lien Secured Debt,,,"L+  750  Cash plus  2.00   PIK,  1.00   Floor",,08/16/24,,,,29764,,,,,29538,,,,,29764,,,(9)(28),,,,,,,,,,,,,,,,,,,,
567,,,First Lien Secured Debt - Revolver,,,"L+  750  ,  1.00   Floor",,08/16/24,,,,3078,,,,,3054,,,,,3078,,,(9)(23)(28),,,,,,,,,,,,,,,,,,,,
568,,,,,,,,,,,,,,,,,32592,,,,,32842,,,,,,,,,,,,,,,,,,,,,,,
569,Sonar Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,"Sonar Entertainment, Inc.",,First Lien Secured Debt,,,"L+  760  ,  1.25   Floor",,11/15/21,,,,1798,,,,,1797,,,,,1498,,,(9)(11)(26),,,,,,,,,,,,,,,,,,,,
571,,,First Lien Secured Debt - Revolver,,,"L+  760  ,  1.25   Floor",,11/15/21,,,,1604,,,,,1252,,,,,1026,,,(9)(11)(21)  (23)(26),,,,,,,,,,,,,,,,,,,,
572,,,,,,,,,,,,,,,,,3049,,,,,2524,,,,,,,,,,,,,,,,,,,,,,,
573,,,,,,Total Media – Diversified & Production,,,,,35641,,,,,35366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,IPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,"SI Holdings, Inc.",,First Lien Secured Debt,,,"L+  600  ,  1.00   Floor",,07/25/25,,,,30847,,,,,30538,,,,,30524,,,(9)(26),,,,,,,,,,,,,,,,,,,,
577,,,First Lien Secured Debt - Revolver,,,"L+  600  ,  1.00   Floor",,07/25/24,,,,3413,,,,,743,,,,,740,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,
578,,,,,,Total Retail,,,,,31281,,,,,31264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,"Securus Technologies Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,"Securus Technologies Holdings, Inc.",,Second Lien Secured Debt,,,"L+  825  ,  1.00   Floor",,11/01/25,,,,7128,,,,,7095,,,,,6629,,,(28),,,,,,,,,,,,,,,,,,,,
582,,,,,,Total Telecommunications,,,,,7095,,,,,6629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,"Transportation - Cargo, Distribution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,Beacon Mobility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Beacon Mobility Corp.,,First Lien Secured Debt,,,"L+  550  ,  1.00   Floor",,05/22/24,,,,28179,,,,,20350,,,,,20421,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,
586,,,First Lien Secured Debt - Revolver,,,4.00,,02/04/23,,,,50000,,,,,0,,,,,0,,,(9)(20)(22)  (23),,,,,,,,,,,,,,,,,,,,
587,,,First Lien Secured Debt - Revolver,,,"L+  550  ,  1.00   Floor",,05/22/24,,,,4145,,,,,(  60,,,,,(  43,,,(8)(9)(20)  (21)(23),,,,,,,,,,,,,,,,,,,,
588,,,,,,,,,,,,,,,,,20290,,,,,20378,,,,,,,,,,,,,,,,,,,,,,,
589,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (34),,,Fair Value (1)(35),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,"Dynamic Product Tankers (Prime), LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,"Dynamic Product Tankers, LLC (5)",,Common Equity - Class A Units,,,N/A,,N/A,,,N/A,,,,,41369,,,,,0,,,(13)(17)(19)  (24),,,,,,,,,,,,,,,,,,,,,
592,Heniff and Superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,"Heniff Holdco, LLC",,First Lien Secured Debt,,,"L+  575  ,  1.00   Floor",,12/03/26,,,,30298,,,,,29898,,,,,29843,,,(9)(26),,,,,,,,,,,,,,,,,,,,
594,,,First Lien Secured Debt - Revolver,,,"L+  575  ,  1.00   Floor",,12/03/24,,,,3925,,,,,1404,,,,,1400,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,
595,,,,,,,,,,,,,,,,,31302,,,,,31243,,,,,,,,,,,,,,,,,,,,,,,
596,MSEA Tankers LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,MSEA Tankers LLC (5),,Common Equity - Class A Units,,,N/A,,N/A,,,N/A,,,,,19397,,,,,4444,,,(17)(18)(24),,,,,,,,,,,,,,,,,,,,,
598,,,,,,"Total Transportation – Cargo, Distribution",,,,,112358,,,,,56065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Utilities - Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Congruex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Congruex Group LLC,,First Lien Secured Debt,,,"SOFR+  575  ,  0.75   Floor",,05/03/29,,,,14963,,,,,14606,,,,,14588,,,(9)(32),,,,,,,,,,,,,,,,,,,,
602,,,,,,Total Utilities – Electric,,,,,14606,,,,,14588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Banner Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,"Banner Buyer, LLC",,First Lien Secured Debt,,,"L+  575  ,  1.00   Floor",,10/31/25,,,,17672,,,,,15056,,,,,15001,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,
606,,,First Lien Secured Debt - Revolver,,,"L+  575  ,  1.00   Floor",,10/31/25,,,,1935,,,,,884,,,,,879,,,(9)(21)(23)  (26),,,,,,,,,,,,,,,,,,,,
607,"Banner Parent Holdings, Inc.",,Common Equity - Common Stock,,,N/A,,N/A,,,"6,125  Shares",,,,,613,,,,,530,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
608,,,,,,,,,,,,,,,,,16553,,,,,16410,,,,,,,,,,,,,,,,,,,,,,,
609,Thomas Scientific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,"BSP-TS, LP",,Common Equity - Common Stock,,,N/A,,N/A,,,185  Shares,,,,,185,,,,,187,,,(9)(13)(24),,,,,,,,,,,,,,,,,,,,,
611,"Thomas Scientific, LLC",,First Lien Secured Debt,,,"L+  600  ,  1.00   Floor",,12/14/27,,,,31652,,,,,31107,,,,,31333,,,(9)(28),,,,,,,,,,,,,,,,,,,,
612,,,First Lien Secured Debt - Revolver,,,"L+  550  ,  1.00   Floor",,12/14/27,,,,2963,,,,,(  52,,,,,(  30,,,(8)(9)(21)  (23),,,,,,,,,,,,,,,,,,,,
613,,,,,,,,,,,,,,,,,31240,,,,,31490,,,,,,,,,,,,,,,,,,,,,,,
614,,,,,,Total Wholesale,,,,,47793,,,,,47900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Total Investments,,,,,,,,,,,,,,,,2718826,,,,,2463545,,,(6)(7),,,,,,,,,,,,,,,,,,,,
616,Name of Issuer,,"Fair Value at March 31, 2022",,,,Gross Additions  ●,,,,Gross Reductions ■,,,,Net Change in Unrealized Gains (Losses),,,,"Fair Value at September 30, 2022",,,,Net Realized Gains (Losses),,,,Interest/  Dividend/  Other Income,,,,,,,,,,,,,,,,,,
617,"1244311 B.C. Ltd., Common Stock",,,,976,,,,,0,,,,,0,,,,,(  557,,,,,419,,,,,0,,,,,0,,,,,,,,,,
618,"1244311 B.C. Ltd., Term Loan",,,,3800,,,,,32,,,,,0,,,,,(  21,,,,,3811,,,,,0,,,,,135,,,,,,,,,,
619,"AIC SPV Holdings II, LLC, Preferred Equity",,,,355,,,,,0,,,,,0,,,,,(  355,,,,,0,,,,,0,,,,,52,,,,,,,,,,
620,"Carbonfree Chemicals Holdings LLC, Common Stock",,,,42117,,,,,25075,,,,,0,,,,,"(  26,213",,,,,40979,,,,,0,,,,,0,,,,,,,,,,
621,"Carbonfree Chemicals SA LLC, Class B Units",,,,0,,,,,0,,,,,"(  25,074",,,,,25074,,,,,0,,,,,0,,,,,0,,,,,,,,,,
622,"Golden Bear 2016-R, LLC, Membership Interests",,,,10038,,,,,0,,,,,0,,,,,"(  1,290",,,,,8748,,,,,0,,,,,480,,,,,,,,,,
623,"GSC Technologies Inc., Term Loan",,,,192,,,,,5,,,,,(  15,,,,,0,,,,,182,,,,,0,,,,,9,,,,,,,,,,
624,"Pelican Energy, LLC, Common Stock",,,,630,,,,,0,,,,,(  792,,,,,357,,,,,195,,,,,0,,,,,0,,,,,,,,,,
625,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series B Preferred Stock",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,
626,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series D Preferred Stock",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,
627,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series E Preferred Stock",,,,4988,,,,,0,,,,,0,,,,,"(  2,938",,,,,2050,,,,,0,,,,,0,,,,,,,,,,
628,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Preferred Equity",,,,0,,,,,1000,,,,,0,,,,,1000,,,,,2000,,,,,,,,,,,,,,,,,,,,
629,"Renew JV LLC, Membership Interests",,,,613,,,,,0,,,,,(  73,,,,,(  95,,,,,445,,,,,0,,,,,0,,,,,,,,,,
630,,,,,63709,,,,,26112,,,,,"(  25,954",,,,,"(  5,038",,,,,58829,,,,,0,,,,,676,,,,,,,,,,
631,Name of Issuer,,"Fair Value at March 31, 2022",,,,Gross Additions  ●,,,,Gross Reductions ■,,,,Net Change in Unrealized Gains (Losses),,,,"Fair Value at September 30, 2022",,,,Net Realized Gains (Losses),,,,Interest/  Dividend/  Other Income,,,,,,,,,,,,,,,,,,
632,Majority Owned Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,"ChyronHego Corporation, Preferred Equity",,,,15553,,,,,0,,,,,0,,,,,8501,,,,,24054,,,,,0,,,,,0,,,,,,,,,,
634,"ChyronHego Corporation, Revolver",,,,7076,,,,,1789,,,,,0,,,,,15,,,,,8880,,,,,0,,,,,701,,,,,,,,,,
635,"ChyronHego Corporation, Term Loan",,,,86969,,,,,3357,,,,,(  27,,,,,(  350,,,,,89949,,,,,0,,,,,3768,,,,,,,,,,
636,"Dynamic Product Tankers, LLC, Common Stock",,,,3110,,,,,0,,,,,"(  3,063",,,,,(  47,,,,,0,,,,,0,,,,,0,,,,,,,,,,
637,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.), Common Stock",,,,0,,,,,0,,,,,0,,,,,5796,,,,,5796,,,,,0,,,,,0,,,,,,,,,,
638,"Glacier Oil & Gas Corp. (f/k/a Miller Energy Resources, Inc.), Term Loan",,,,6204,,,,,203,,,,,"(  7,620",,,,,1253,,,,,40,,,,,0,,,,,1067,,,,,,,,,,
639,"Merx Aviation Finance, LLC, Membership Interests",,,,23509,,,,,110700,,,,,0,,,,,"(  18,600",,,,,115609,,,,,0,,,,,0,,,,,,,,,,
640,"Merx Aviation Finance, LLC, Revolver",,,,275000,,,,,0,,,,,"(  125,000",,,,,0,,,,,150000,,,,,0,,,,,12815,,,,,,,,,,
641,"MSEA Tankers LLC, Class A Units",,,,34274,,,,,0,,,,,"(  30,862",,,,,1032,,,,,4444,,,,,0,,,,,0,,,,,,,,,,
642,Controlled Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,"SHD Oil & Gas, LLC, Series C Units",,,,4652,,,,,0,,,,,0,,,,,"(  3,456",,,,,1196,,,,,0,,,,,0,,,,,,,,,,
644,"SHD Oil & Gas, LLC, Series A Units",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,
645,"SHD Oil & Gas, LLC, Tranche C Note",,,,25470,,,,,0,,,,,"(  6,890",,,,,(  206,,,,,18374,,,,,0,,,,,1713,,,,,,,,,,
646,,,,,481817,,,,,116049,,,,,"(  173,462",,,,,"(  6,062",,,,,418342,,,,,0,,,,,20064,,,,,,,,,,
647,Name of Issuer,,Total Commitment,,,,Drawn Commitment,,,,Letters of Credit **,,,,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,"A&V Holdings Midco, LLC",,,,1505,,,,,452,,,,,0,,,,,1053,,,,,,,,,,,,,,,,,,,,,,,,,
649,AMI US Holdings Inc.,,,,2907,,,,,0,,,,,0,,,,,2907,,,,,,,,,,,,,,,,,,,,,,,,,
650,"AQ Sunshine, Inc.",,,,2144,,,,,757,,,,,23,,,,,1364,,,,,,,,,,,,,,,,,,,,,,,,,
651,"Activ Software Holdings, LLC",,,,2407,,,,,0,,,,,0,,,,,2407,,,,,,,,,,,,,,,,,,,,,,,,,
652,"Alpinex Opco, LLC",,,,1489,,,,,595,,,,,0,,,,,894,,,,,,,,,,,,,,,,,,,,,,,,,
653,Analogic Corporation,,,,1826,,,,,1513,,,,,0,,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,
654,"Banner Buyer, LLC",,,,4387,,,,,903,,,,,0,,,,,3484,,,,,,,,,,,,,,,,,,,,,,,,,
655,Beacon Mobility Corp.,,,,61608,,,,,0,,,,,31577,,,,,30031,,,,,,,,,,,,,,,,,,,,,,,,,
656,"Berner Food & Beverage, LLC",,,,2881,,,,,1585,,,,,0,,,,,1296,,,,,,,,,,,,,,,,,,,,,,,,,
657,"Bird US Opco, LLC",,,,3013,,,,,0,,,,,0,,,,,3013,,,,,,,,,,,,,,,,,,,,,,,,,
658,"Carbon6 Technologies, Inc.",,,,10000,,,,,0,,,,,0,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,
659,Cerus Corporation,,,,1500,,,,,30,,,,,0,,,,,1470,,,,,,,,,,,,,,,,,,,,,,,,,
660,ChyronHego Corporation,,,,10000,,,,,8956,,,,,0,,,,,1044,,,,,,,,,,,,,,,,,,,,,,,,,
661,"Club Car Wash Operating, LLC",,,,4696,,,,,0,,,,,0,,,,,4696,,,,,,,,,,,,,,,,,,,,,,,,,
662,Compu-Link Corporation,,,,2273,,,,,0,,,,,0,,,,,2273,,,,,,,,,,,,,,,,,,,,,,,,,
663,"Digital.ai Software Holdings, Inc.",,,,2419,,,,,565,,,,,0,,,,,1854,,,,,,,,,,,,,,,,,,,,,,,,,
664,"EHL Merger Sub, LLC",,,,4155,,,,,0,,,,,0,,,,,4155,,,,,,,,,,,,,,,,,,,,,,,,,
665,Eldrickco Limited*,,,,5177,,,,,397,,,,,0,,,,,4780,,,,,,,,,,,,,,,,,,,,,,,,,
666,EmpiRx Health LLC,,,,909,,,,,0,,,,,227,,,,,682,,,,,,,,,,,,,,,,,,,,,,,,,
667,Erickson Inc,,,,32250,,,,,24391,,,,,843,,,,,7016,,,,,,,,,,,,,,,,,,,,,,,,,
668,"FPG Services, LLC",,,,6093,,,,,0,,,,,0,,,,,6093,,,,,,,,,,,,,,,,,,,,,,,,,
669,"Forge Biologics, Inc.",,,,13333,,,,,0,,,,,0,,,,,13333,,,,,,,,,,,,,,,,,,,,,,,,,
670,"GB001, Inc.",,,,24000,,,,,0,,,,,0,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,
671,"Gabriel Partners, LLC",,,,665,,,,,133,,,,,0,,,,,532,,,,,,,,,,,,,,,,,,,,,,,,,
672,"Gateway US Holdings, Inc.",,,,696,,,,,167,,,,,0,,,,,529,,,,,,,,,,,,,,,,,,,,,,,,,
673,Go Car Wash Management Corp.,,,,15637,,,,,0,,,,,0,,,,,15637,,,,,,,,,,,,,,,,,,,,,,,,,
674,"Graffiti Buyer, Inc.",,,,3920,,,,,632,,,,,0,,,,,3288,,,,,,,,,,,,,,,,,,,,,,,,,
675,Guernsey Holdings SDI LA LLC,,,,1167,,,,,0,,,,,0,,,,,1167,,,,,,,,,,,,,,,,,,,,,,,,,
676,"Gutter Buyer, Inc.",,,,2727,,,,,1364,,,,,143,,,,,1220,,,,,,,,,,,,,,,,,,,,,,,,,
677,"HRO (Hero Digital) Holdings, LLC",,,,10213,,,,,1702,,,,,31,,,,,8480,,,,,,,,,,,,,,,,,,,,,,,,,
678,"HSI HALO Acquisition, Inc.",,,,813,,,,,135,,,,,0,,,,,678,,,,,,,,,,,,,,,,,,,,,,,,,
679,"Heniff Holdco, LLC",,,,3925,,,,,1439,,,,,0,,,,,2486,,,,,,,,,,,,,,,,,,,,,,,,,
680,"High Street Buyer, Inc.",,,,2203,,,,,0,,,,,0,,,,,2203,,,,,,,,,,,,,,,,,,,,,,,,,
681,"Hive Intermediate, LLC",,,,2326,,,,,0,,,,,0,,,,,2326,,,,,,,,,,,,,,,,,,,,,,,,,
682,"HomeRenew Buyer, Inc.",,,,4576,,,,,228,,,,,0,,,,,4348,,,,,,,,,,,,,,,,,,,,,,,,,
683,"IMA Group Management Company, LLC",,,,2799,,,,,202,,,,,0,,,,,2597,,,,,,,,,,,,,,,,,,,,,,,,,
684,"JF Acquisition, LLC",,,,1569,,,,,753,,,,,0,,,,,816,,,,,,,,,,,,,,,,,,,,,,,,,
685,Jacent Strategic Merchandising,,,,3500,,,,,3494,,,,,0,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,
686,KDC US Holdings,,,,6020,,,,,810,,,,,33,,,,,5177,,,,,,,,,,,,,,,,,,,,,,,,,
687,KL Charlie Acquisition Company,,,,9085,,,,,0,,,,,0,,,,,9085,,,,,,,,,,,,,,,,,,,,,,,,,
688,"Kauffman Intermediate, LLC",,,,1243,,,,,233,,,,,0,,,,,1010,,,,,,,,,,,,,,,,,,,,,,,,,
689,Keystone Acquisition Corp.,,,,2935,,,,,0,,,,,0,,,,,2935,,,,,,,,,,,,,,,,,,,,,,,,,
690,Kindeva Drug Delivery L.P.,,,,167,,,,,143,,,,,0,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,
691,"Kure Pain Holdings, Inc.",,,,2654,,,,,0,,,,,0,,,,,2654,,,,,,,,,,,,,,,,,,,,,,,,,
692,"LS Clinical Services Holdings, Inc.",,,,1875,,,,,563,,,,,0,,,,,1312,,,,,,,,,,,,,,,,,,,,,,,,,
693,"Lash OpCo, LLC",,,,1612,,,,,599,,,,,0,,,,,1013,,,,,,,,,,,,,,,,,,,,,,,,,
694,LendingPoint LLC,,,,12235,,,,,8333,,,,,0,,,,,3902,,,,,,,,,,,,,,,,,,,,,,,,,
695,"Lifelong Learner Holdings, LLC",,,,2985,,,,,2982,,,,,0,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
696,"Liqui-Box Holdings, Inc.",,,,3560,,,,,2824,,,,,0,,,,,736,,,,,,,,,,,,,,,,,,,,,,,,,
697,"MEP-TS Midco, LLC",,,,1452,,,,,0,,,,,0,,,,,1452,,,,,,,,,,,,,,,,,,,,,,,,,
698,Magnate Holding Corp.,,,,3150,,,,,3150,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
699,"Marlin DTC-LS Midco 2, LLC",,,,685,,,,,0,,,,,0,,,,,685,,,,,,,,,,,,,,,,,,,,,,,,,
700,"Maxor National Pharmacy Services, LLC",,,,1558,,,,,0,,,,,0,,,,,1558,,,,,,,,,,,,,,,,,,,,,,,,,
701,"Medical Guardian, LLC",,,,8571,,,,,933,,,,,0,,,,,7638,,,,,,,,,,,,,,,,,,,,,,,,,
702,Name of Issuer,,Total Commitment,,,,Drawn Commitment,,,,Letters of Credit **,,,,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,"A&V Holdings Midco, LLC",,,,1505,,,,,452,,,,,0,,,,,1053,,,,,,,,,,,,,,,,,,,,,,,,,
704,AMI US Holdings Inc.,,,,2907,,,,,0,,,,,0,,,,,2907,,,,,,,,,,,,,,,,,,,,,,,,,
705,"AQ Sunshine, Inc.",,,,2144,,,,,757,,,,,23,,,,,1364,,,,,,,,,,,,,,,,,,,,,,,,,
706,"Activ Software Holdings, LLC",,,,2407,,,,,0,,,,,0,,,,,2407,,,,,,,,,,,,,,,,,,,,,,,,,
707,"Alpinex Opco, LLC",,,,1489,,,,,595,,,,,0,,,,,894,,,,,,,,,,,,,,,,,,,,,,,,,
708,Analogic Corporation,,,,1826,,,,,1513,,,,,0,,,,,313,,,,,,,,,,,,,,,,,,,,,,,,,
709,"Banner Buyer, LLC",,,,4387,,,,,903,,,,,0,,,,,3484,,,,,,,,,,,,,,,,,,,,,,,,,
710,Beacon Mobility Corp.,,,,61608,,,,,0,,,,,31577,,,,,30031,,,,,,,,,,,,,,,,,,,,,,,,,
711,"Berner Food & Beverage, LLC",,,,2881,,,,,1585,,,,,0,,,,,1296,,,,,,,,,,,,,,,,,,,,,,,,,
712,"Bird US Opco, LLC",,,,3013,,,,,0,,,,,0,,,,,3013,,,,,,,,,,,,,,,,,,,,,,,,,
713,"Carbon6 Technologies, Inc.",,,,10000,,,,,0,,,,,0,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,
714,Cerus Corporation,,,,1500,,,,,30,,,,,0,,,,,1470,,,,,,,,,,,,,,,,,,,,,,,,,
715,ChyronHego Corporation,,,,10000,,,,,8956,,,,,0,,,,,1044,,,,,,,,,,,,,,,,,,,,,,,,,
716,"Club Car Wash Operating, LLC",,,,4696,,,,,0,,,,,0,,,,,4696,,,,,,,,,,,,,,,,,,,,,,,,,
717,Compu-Link Corporation,,,,2273,,,,,0,,,,,0,,,,,2273,,,,,,,,,,,,,,,,,,,,,,,,,
718,"Digital.ai Software Holdings, Inc.",,,,2419,,,,,565,,,,,0,,,,,1854,,,,,,,,,,,,,,,,,,,,,,,,,
719,"EHL Merger Sub, LLC",,,,4155,,,,,0,,,,,0,,,,,4155,,,,,,,,,,,,,,,,,,,,,,,,,
720,Eldrickco Limited*,,,,5177,,,,,397,,,,,0,,,,,4780,,,,,,,,,,,,,,,,,,,,,,,,,
721,EmpiRx Health LLC,,,,909,,,,,0,,,,,227,,,,,682,,,,,,,,,,,,,,,,,,,,,,,,,
722,Erickson Inc,,,,32250,,,,,24391,,,,,843,,,,,7016,,,,,,,,,,,,,,,,,,,,,,,,,
723,"FPG Services, LLC",,,,6093,,,,,0,,,,,0,,,,,6093,,,,,,,,,,,,,,,,,,,,,,,,,
