,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
489,,,First Lien Secured Debt - Unfunded Delayed Draw,,2.00% Unfunded,,03/06/23,,7609,,,-,,,,-,,,(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,,,,,,,,,,,24376,,,,22714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Gossamer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,"GB001, Inc.",,First Lien Secured Debt,,"8.15% (1M L+615, 2.00% Floor)",,05/01/24,,6000,,,5978,,,,6082,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,05/01/24,,24000,,,(184),,,,-,,,(9)(17)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,,,,,,,,,,,5794,,,,6082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Health & Safety Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496,"HSI Halo Acquisition, Inc.",,First Lien Secured Debt,,"6.75% (1M L+575, 1.00% Floor)",,08/31/26,,7657,,,7588,,,,7376,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,,,First Lien Secured Debt - Revolver,,8.00% (P+475),,08/30/25,,677,,,677,,,,656,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,08/30/25,,135,,,(7),,,,(4),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,08/31/26,,1388,,,(24),,,,(51),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,,,Common Equity - Common Stock,,N/A,,N/A,,500 Shares,,500,,,,495,,,(9)(13)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,,,,,,,,,,,8734,,,,8472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,IMA Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,"IMA Group Management Company, LLC",,First Lien Secured Debt,,"6.57% (6M L+550, 1.00% Floor)",,05/30/24,,5113,,,5073,,,,4857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,IM Acquirer LLC,,First Lien Secured Debt - Revolver,,"6.50% (3M L+550, 1.00% Floor)",,05/30/24,,289,,,287,,,,275,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,5360,,,,5132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506,Kindeva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Kindeva Drug Delivery L.P.,,First Lien Secured Debt,,"7.00% (3M L+600, 1.00% Floor)",,05/01/26,,1833,,,1789,,,,1791,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,05/01/25,,167,,,(4),,,,(4),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,,,,,,,,,,,1785,,,,1787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,KureSmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,"Clearway Corporation (f/k/a NP/Clearway Holdings, Inc.)",,Common Equity - Common Stock,,N/A,,N/A,,133 Shares,,133,,,,117,,,(9)(13)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,"Kure Pain Holdings, Inc.",,First Lien Secured Debt,,"6.50% (1M L+550, 1.00% Floor)",,08/27/24,,22047,,,21772,,,,21134,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,,,First Lien Secured Debt - Revolver,,"6.50% (1M L+550, 1.00% Floor)",,08/27/24,,1327,,,1327,,,,1271,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,08/27/24,,1327,,,(33),,,,(56),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,,,,,,,,,,,23199,,,,22466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,"Lanai Holdings III, Inc. (Patterson Medical)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,"Lanai Holdings III, Inc.",,Second Lien Secured Debt,,"11.50% (3M L+1050 PIK, 1.00% Floor)",,08/28/23,,17764,,,17529,,,,15086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,Mannkind Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Mannkind Corporation,,First Lien Secured Debt,,"8.75% (1M L+675, 2.00% Floor)",,08/01/24,,13867,,,13810,,,,14054,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,08/01/24,,8667,,,(35),,,,-,,,(9)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,,,,,,,,,,,13775,,,,14054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,"Maxor National Pharmacy Services, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,"Maxor National Pharmacy Services, LLC",,First Lien Secured Debt,,"6.50% (3M L+550, 1.00% Floor)",,11/22/23,,23655,,,23323,,,,23113,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,,,First Lien Secured Debt - Revolver,,7.75% (P+450),,11/22/22,,779,,,779,,,,765,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,11/22/22,,779,,,(19),,,,(14),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,,,,,,,,,,,24083,,,,23864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Medical Guardian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,"Medical Guardian, LLC",,First Lien Secured Debt,,"9.50% (1M L+850, 1.00% Floor)",,12/31/24,,34286,,,33668,,,,33720,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,,,First Lien Secured Debt - Revolver,,"9.50% (1M L+850, 1.00% Floor)",,12/31/24,,381,,,381,,,,375,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/31/24,,5333,,,(103),,,,(89),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,,,,,,,,,,33946,,,,34006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Orchard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Orchard Therapeutics plc,,First Lien Secured Debt,,"7.00% (1M L+600, 1.00% Floor)",,05/24/24,,8333,,,8301,,,,8271,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,05/24/24,,16667,,,(65),,,,(125),,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,,,,,,,,,,,8236,,,,8146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Ovation Fertility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,"FPG Services, LLC",,First Lien Secured Debt,,"6.50% (3M L+550, 1.00% Floor)",,06/13/25,,12505,,,12299,,,,12039,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,,,First Lien Secured Debt - Revolver,,"6.50% (6M L+550, 1.00% Floor)",,06/13/24,,2105,,,2072,,,,2026,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,06/13/25,,5263,,,(43),,,,(196),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,14328,,,,13869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,"Partner Therapeutics, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,"Partner Therapeutics, Inc",,First Lien Secured Debt,,"7.65% (1M L+665, 1.00% Floor)",,01/01/23,,10000,,,9906,,,,9975,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,,Preferred Equity - Preferred Equity,,N/A,,N/A,,"55,556 Shares",,333,,,,564,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,,Warrants,,N/A,,N/A,,"33,333 Shares",,135,,,,170,,,(9)(13),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,10374,,,,10709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,"PHS Buyer, Inc.",,First Lien Secured Debt,,"6.25% (3M L+525, 1.00% Floor)",,01/31/25,,12203,,,11992,,,,11837,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,01/31/25,,2000,,,(34),,,,(60),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,,,,11958,,,,11777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,ProPharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,"ProPharma Group Intermediate, LLC",,First Lien Secured Debt,,"6.25% (1M L+575, 0.50% Floor)",,07/12/23,,€,6341,,,7181,,,,6979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,,,First Lien Secured Debt,,"6.25% (1M L+575, 0.50% Floor)",,07/12/23,,£,4209,,,5479,,,,5097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,,,First Lien Secured Debt,,"6.25% (1M L+575, 0.50% Floor)",,07/12/23,,11329,,,11253,,,,11103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,,First Lien Secured Debt - Revolver,,"6.25% (1M L+575, 0.50% Floor)",,07/12/23,,551,,,551,,,,540,,,(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,07/12/23,,482,,,(7),,,,(10),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,,,,,,,,,,,24457,,,,23709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,"PTC Therapeutics, Inc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,"PTC Therapeutics, Inc",,First Lien Secured Debt,,"7.15% (1M L+615, 1.00% Floor)",,05/01/21,,5806,,,5799,,,,5990,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Radius Health,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,"Radius Health, Inc.",,First Lien Secured Debt,,"7.75% (1M L+575, 2.00% Floor)",,06/01/24,,3000,,,2993,,,,3006,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,,,First Lien Secured Debt - Unfunded Revolver,,0.00% Unfunded,,06/01/24,,2000,,,(4),,,,-,,,(9)(17)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,06/01/24,,13500,,,-,,,,-,,,(9)(17)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,,,,,,,,,,,2989,,,,3006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,RHA Health Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,"Pace Health Companies, LLC",,First Lien Secured Debt,,"5.50% (3M L+450, 1.00% Floor)",,08/02/24,,546,,,537,,,,529,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,08/02/24,,433,,,(8),,,,(13),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,,First Lien Secured Debt - Letter of Credit,,4.50%,,12/10/20,,68,,,-,,,,(2),,,(8)(9)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,08/02/24,,3950,,,(33),,,,(122),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,,,,,,,,,,,496,,,,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Rigel Pharmaceuticals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,"Rigel Pharmaceuticals, Inc.",,First Lien Secured Debt,,"7.15% (1M L+565, 1.50% Floor)",,09/01/24,,6000,,,5998,,,,5958,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,"RiteDose Holdings I, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,"RiteDose Holdings I, Inc.",,First Lien Secured Debt,,"7.93% (3M L+650, 1.00% Floor)",,09/13/23,,14625,,,14369,,,,14382,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/13/23,,2000,,,(35),,,,(25),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,,,,,,,,,,,14334,,,,14357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,"Teladoc, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,"Teladoc, Inc.",,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,07/14/20,,1317,,,(1),,,,-,,,(17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,First Lien Secured Debt - Letter of Credit,,7.25%,,07/14/20,,349,,,-,,,,-,,,(17)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,,,,,,,,,,,(1),,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,"Wright Medical Group, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,"Wright Medical Group, Inc.",,First Lien Secured Debt,,"8.85% (1M L+785, 1.00% Floor)",,12/23/21,,18334,,,18224,,,,18563,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,,,First Lien Secured Debt - Revolver,,"5.00% (1M L+425, 0.75% Floor)",,12/23/21,,21000,,,21000,,,,21157,,,(9)(17)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/23/21,,37333,,,(192),,,,-,,,(9)(17)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,,,,,,,,,,,39032,,,,39720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,Total Healthcare & Pharmaceuticals,,,,,,,,,,,460811,,,,,451523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,High Tech Industries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,Acronis AG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,Acronis AG,,First Lien Secured Debt,,"7.35% (1M L+585, 1.50% Floor)",,12/18/24,,,21000,,,,20906,,,,,20509,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,American Megatrends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,AMI US Holdings Inc.,,First Lien Secured Debt,,"6.34% (6M L+525, 1.00% Floor)",,04/01/25,,21817,,,21471,,,,21315,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,,,First Lien Secured Debt - Revolver,,6.32% (6M L+525),,04/01/24,,698,,,698,,,,680,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,,,First Lien Secured Debt - Revolver,,6.34% (6M L+525),,04/01/24,,581,,,581,,,,567,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,,First Lien Secured Debt - Revolver,,6.39% (3M L+525),,04/01/24,,1395,,,1395,,,,1360,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,04/01/24,,233,,,(44),,,,(6),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,,,,,,,,,,,24101,,,,23916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,"Calero Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,"Telesoft Holdings, LLC",,First Lien Secured Debt,,"7.00% (3M L+600, 1.00% Floor)",,12/16/25,,22670,,,22205,,,,22058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/16/25,,2273,,,(47),,,,(61),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,,,,,,,,,,,22158,,,,21997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,ChargePoint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,"ChargePoint, Inc.",,First Lien Secured Debt,,"7.80% (1M L+655, 1.25% Floor)",,06/01/23,,10500,,,10437,,,,10374,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,ChyronHego Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,ChyronHego Corporation,,First Lien Secured Debt,,7.15% (P+390),,03/09/20,,34753,,,31182,,,,31625,,,(27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,,,First Lien Secured Debt,,7.93% (P+468),,03/09/20,,3725,,,3725,,,,3651,,,(27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,,,First Lien Secured Debt,,7.93% (P+468),,03/09/20,,34579,,,34410,,,,28009,,,(27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,,,First Lien Secured Debt - Revolver,,7.15% (P+390),,03/09/20,,5050,,,5050,,,,4848,,,(23)(27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,,,First Lien Secured Debt - Unfunded Revolver,,0.375% Unfunded,,03/09/20,,700,,,(581),,,,(28),,,(8)(21)  (23)(27),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,,,,,,,,,,,73786,,,,68105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
612,Digital Reasoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,"Digital Reasoning Systems, Inc.",,First Lien Secured Debt,,"8.25% (1M L+625, 2.00% Floor)",,08/01/24,,3750,,,3725,,,,3732,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,,,First Lien Secured Debt - Unfunded Delayed Draw,,0.00% Unfunded,,08/01/24,,1250,,,(10),,,,(6),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,,,Warrants,,N/A,,N/A,,"48,596 Shares",,-,,,,47,,,(9)(13)  (28),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,,,,,,,,,,,3715,,,,3773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,FiscalNote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,"FiscalNote, Inc.",,First Lien Secured Debt,,"9.00% (1M L+800, 1.00% Floor)",,08/21/23,,28906,,,28418,,,,27692,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,,,First Lien Secured Debt - Revolver,,"9.00% (1M L+800, 1.00% Floor)",,08/21/23,,1312,,,1298,,,,1292,,,(9)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,,,Preferred Equity - Series F Preferred Stock,,N/A,,N/A,,"259,565 Shares",,1500,,,,1500,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,,,,,,,,,,,31216,,,,30484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,GoHealth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,"Norvax, LLC",,First Lien Secured Debt,,"7.50% (3M L+650, 1.00% Floor)",,09/15/25,,31579,,,30894,,,,30383,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,09/13/24,,3182,,,(67),,,,(106),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,,,,,,,,,,,30827,,,,30277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,"International Cruise & Excursion Gallery, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,"International Cruise & Excursion Gallery, Inc.",,First Lien Secured Debt,,"6.32% (6M L+525, 1.00% Floor)",,06/06/25,,14700,,,14491,,,,13258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,LabVantage Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,LabVantage Solutions Inc.,,First Lien Secured Debt,,"8.50% (1M L+750, 1.00% Floor)",,12/29/20,,8313,,,8286,,,,8313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,LabVantage Solutions Limited,,First Lien Secured Debt,,"8.50% (1M E+750, 1.00% Floor)",,12/29/20,,€,9079,,,9738,,,,10197,,,(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,,,First Lien Secured Debt - Unfunded Revolver,,0.50% Unfunded,,12/29/20,,€,3435,,,(5),,,,-,,,(17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,,,,,,,,,,,18019,,,,18510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Magnitude Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,New Amsterdam Software BidCo LLC,,First Lien Secured Debt,,"6.00% (3M L+500, 1.00% Floor)",,05/01/26,,6847,,,6733,,,,6574,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,,,First Lien Secured Debt,,"6.00% (1M E+500, 1.00% Floor)",,05/01/26,,€,736,,,811,,,,793,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,,,First Lien Secured Debt - Unfunded Delayed Draw,,1.00% Unfunded,,05/01/26,,2250,,,(19),,,,(90),,,(8)(9)  (21)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,7525,,,,7277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Industry / Company,,Investment Type,,Interest Rate (20),,Maturity Date,,Par/Shares (12),,Cost (29),,,Fair Value (1)(30),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,MYCOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Magnate Holding Corp.,,First Lien Secured Debt,,"7.32% (6M L+625, 0.50% Floor)",,12/16/24,,16587,,,16402,,,,10790,,,(9)(17),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,,,First Lien Secured Debt - Revolver,,"7.32% (6M L+625, 0.50% Floor)",,12/14/23,,1025,,,1025,,,,667,,,(9)(17)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,,,First Lien Secured Debt - Revolver,,"6.83% (6M L+625, 0.50% Floor)",,12/14/23,,666,,,666,,,,433,,,(9)(17)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,,,First Lien Secured Debt - Revolver,,"7.23% (6M L+625, 0.50% Floor)",,12/14/23,,999,,,999,,,,650,,,(9)(17)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,,,First Lien Secured Debt - Unfunded Revolver,,1.75% Unfunded,,12/14/23,,500,,,(34),,,,(175),,,(8)(9)  (17)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,,,First Lien Secured Debt - Letter of Credit,,6.25%,,04/22/21,,140,,,-,,,,(49),,,(8)(9)  (17)(23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
646,,,,,,,,,,,19058,,,,12316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,"Omnitracs, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,"Omnitracs, LLC",,First Lien Secured Debt - Unfunded Revolver,,0.38% Unfunded,,03/23/23,,3750,,,(184),,,,(347),,,(8)(21)  (23),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Schlesinger Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,"Schlesinger Global, LLC",,First Lien Secured Debt,,"7.00% (3M L+600, 1.00% Floor)",,07/12/25,,9942,,,9710,,,,9663,,,(9),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,Simeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
