,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
532,"Schlesinger Global, LLC",,First Lien Secured Debt,,,"SOFR+  600  Cash plus  0.50   PIK,  1.00   Floor",,07/12/25,,,,10283,,,,,10168,,,,,10194,,,(9)(31),,,,,,,,,,,,,,,,,,,,
533,,,First Lien Secured Debt,,,"SOFR+  785  ,  1.00   Floor",,07/12/25,,,,951,,,,,942,,,,,951,,,(9)(31),,,,,,,,,,,,,,,,,,,,
534,,,,,,,,,,,,,,,,,11110,,,,,11145,,,,,,,,,,,,,,,,,,,,,,,
535,Simeio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,"Simeio Group Holdings, Inc.",,First Lien Secured Debt,,,"L+  550  ,  1.00   Floor",,02/02/26,,,,8178,,,,,8119,,,,,7933,,,(9)(26),,,,,,,,,,,,,,,,,,,,
537,,,First Lien Secured Debt - Revolver,,,"L+  550  ,  1.00   Floor",,02/02/26,,,,1731,,,,,1142,,,,,1102,,,(9)(21)(23)(26),,,,,,,,,,,,,,,,,,,,
538,,,,,,,,,,,,,,,,,9261,,,,,9035,,,,,,,,,,,,,,,,,,,,,,,
539,Sirsi Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Sirsi Corporation,,First Lien Secured Debt,,,"L+  450  ,  1.00   Floor",,03/15/24,,,,5046,,,,,5031,,,,,4945,,,(9)(26),,,,,,,,,,,,,,,,,,,,
541,,,First Lien Secured Debt - Revolver,,,"SOFR+  450  ,  1.00   Floor",,03/15/24,,,,429,,,,,(  1,,,,,(  9,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,,5030,,,,,4936,,,,,,,,,,,,,,,,,,,,,,,
543,Springbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,"Springbrook Holding Company, LLC",,First Lien Secured Debt,,,"SOFR+  585  ,  1.00   Floor",,12/23/26,,,,9132,,,,,9042,,,,,8781,,,(33),,,,,,,,,,,,,,,,,,,,
545,,,First Lien Secured Debt,,,"L+  575  ,  1.00   Floor",,12/23/26,,,,5058,,,,,4989,,,,,4863,,,(28),,,,,,,,,,,,,,,,,,,,
546,,,First Lien Secured Debt,,,"SOFR+  650  ,  1.00   Floor",,12/23/26,,,,2349,,,,,2319,,,,,2311,,,(33),,,,,,,,,,,,,,,,,,,,
547,,,First Lien Secured Debt,,,"SOFR+  550  ,  1.00   Floor",,12/23/26,,,,1578,,,,,1566,,,,,1517,,,(31),,,,,,,,,,,,,,,,,,,,
548,,,First Lien Secured Debt - Revolver,,,"L+  575  ,  1.00   Floor",,12/23/26,,,,1463,,,,,(  14,,,,,(  56,,,(8)(21)(23),,,,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,17902,,,,,17416,,,,,,,,,,,,,,,,,,,,,,,
550,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Tax Slayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,"MEP-TS Midco, LLC",,First Lien Secured Debt,,,"L+  600  ,  1.00   Floor",,12/31/26,,,,13244,,,,,13046,,,,,12912,,,(9)(26),,,,,,,,,,,,,,,,,,,,
553,,,First Lien Secured Debt - Revolver,,,"L+  600  ,  1.00   Floor",,12/31/26,,,,1452,,,,,0,,,,,(  36,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
554,,,,,,,,,,,,,,,,,13046,,,,,12876,,,,,,,,,,,,,,,,,,,,,,,
555,UpStack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Upstack Holdco Inc.,,First Lien Secured Debt,,,"SOFR+  575  ,  1.00   Floor",,08/20/27,,,,31630,,,,,30996,,,,,30918,,,(9)(33),,,,,,,,,,,,,,,,,,,,
557,,,First Lien Secured Debt - Revolver,,,"L+  550  ,  1.00   Floor",,08/20/27,,,,3000,,,,,(  61,,,,,(  67,,,(8)(9)(20)(21)  (23),,,,,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,,,,,30935,,,,,30851,,,,,,,,,,,,,,,,,,,,,,,
559,,,,,,,Total High Tech Industries,,,,,429151,,,,,445475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,"Hotel, Gaming, Leisure, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,"Cave Enterprises Operations, LLC",,First Lien Secured Debt,,,"SOFR+  650  ,  1.50   Floor",,08/09/28,,,,10000,,,,,8499,,,,,8493,,,(9)(23)(31),,,,,,,,,,,,,,,,,,,,
563,Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Guernsey Holdings SDI LA LLC,,First Lien Secured Debt,,,6.95,,11/18/26,,,,1912,,,,,1898,,,,,1779,,,(9),,,,,,,,,,,,,,,,,,,,
565,,,First Lien Secured Debt,,,"L+  595  ,  1.00   Floor",,11/18/26,,,,1167,,,,,0,,,,,(  6,,,(8)(9)(23),,,,,,,,,,,,,,,,,,,,
566,,,,,,,,,,,,,,,,,1898,,,,,1773,,,,,,,,,,,,,,,,,,,,,,,
567,PARS Group LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PARS Group LLC,,First Lien Secured Debt,,,"SOFR+  675  ,  1.50   Floor",,04/03/28,,,,10000,,,,,8924,,,,,8898,,,(9)(23)(31),,,,,,,,,,,,,,,,,,,,
569,Taco Cabana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,"YTC Enterprises, LLC",,First Lien Secured Debt,,,"L+  625  ,  1.00   Floor",,08/16/26,,,,9754,,,,,9667,,,,,9559,,,(9)(26),,,,,,,,,,,,,,,,,,,,
571,,,,,,,"Total Hotel, Gaming, Leisure, Restaurants",,,,,28988,,,,,28723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,High Street Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,"High Street Buyer, Inc.",,First Lien Secured Debt,,,"SOFR+  600  ,  0.75   Floor",,04/14/28,,,,29810,,,,,29390,,,,,29288,,,(9)(32),,,,,,,,,,,,,,,,,,,,
575,,,First Lien Secured Debt - Revolver,,,"L+  600  ,  0.75   Floor",,04/16/27,,,,2203,,,,,(  30,,,,,(  39,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
576,,,,,,,,,,,,,,,,,29360,,,,,29249,,,,,,,,,,,,,,,,,,,,,,,
577,PGM Holdings Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,"Turbo Buyer, Inc.",,First Lien Secured Debt,,,"L+  600  ,  1.00   Floor",,12/02/25,,,,19034,,,,,18814,,,,,18654,,,(9)(28),,,,,,,,,,,,,,,,,,,,
579,,,First Lien Secured Debt - Revolver,,,"L+  575  ,  1.00   Floor",,12/02/25,,,,923,,,,,(  10,,,,,(  18,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,,18804,,,,,18636,,,,,,,,,,,,,,,,,,,,,,,
581,Relation Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,"AQ Sunshine, Inc.",,First Lien Secured Debt,,,"SOFR+  625  ,  1.00   Floor",,04/15/25,,,,34507,,,,,34102,,,,,34213,,,(9)(32),,,,,,,,,,,,,,,,,,,,
583,,,First Lien Secured Debt - Revolver,,,"SOFR+  625  ,  1.00   Floor",,04/15/24,,,,1785,,,,,1607,,,,,1605,,,(9)(20)(21)(23)(32),,,,,,,,,,,,,,,,,,,,
584,,,,,,,,,,,,,,,,,35709,,,,,35818,,,,,,,,,,,,,,,,,,,,,,,
585,,,,,,,Total Insurance,,,,,83873,,,,,83703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,"Manufacturing, Capital Equipment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,"AVAD, LLC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589,"Surf Opco, LLC",,First Lien Secured Debt - Revolver,,,"SOFR+  400  ,  1.00   Floor",,03/17/26,,,,16667,,,,,13389,,,,,13296,,,(9)(16)(20)(21)  (23)(31),,,,,,,,,,,,,,,,,,,,
590,,,Preferred Equity - Class P-1 Preferred,,,N/A,,N/A,,,"33,333  Shares",,,,,3333,,,,,6667,,,(9)(13)(16),,,,,,,,,,,,,,,,,,,,,
591,,,Preferred Equity - Class P-2 Preferred,,,N/A,,N/A,,,"85,164  Shares",,,,,8516,,,,,3177,,,(9)(13)(16),,,,,,,,,,,,,,,,,,,,,
592,,,Common Equity - Class A-1 Common,,,N/A,,N/A,,,"3,333  Shares",,,,,0,,,,,140,,,(9)(13)(16),,,,,,,,,,,,,,,,,,,,,
593,,,,,,,,,,,,,,,,,25238,,,,,23280,,,,,,,,,,,,,,,,,,,,,,,
594,Kauffman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,"Kauffman Holdco, LLC",,Common Equity - Common Stock,,,N/A,,N/A,,,"250,000  Shares",,,,,250,,,,,230,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
596,"Kauffman Intermediate, LLC",,First Lien Secured Debt,,,"SOFR+  575  ,  1.00   Floor",,05/08/25,,,,16106,,,,,15995,,,,,15763,,,(9)(32),,,,,,,,,,,,,,,,,,,,
597,,,First Lien Secured Debt - Revolver,,,"L+  575  ,  1.00   Floor",,05/08/25,,,,1243,,,,,(  2,,,,,(  26,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
598,,,,,,,,,,,,,,,,,16243,,,,,15967,,,,,,,,,,,,,,,,,,,,,,,
599,MedPlast Holdings Inc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,"Viant Medical Holdings, Inc. (fka MedPlast Holdings, Inc.)",,Second Lien Secured Debt,,,"L+  775  ,  0.00   Floor",,07/02/26,,,,8000,,,,,7972,,,,,7425,,,(26),,,,,,,,,,,,,,,,,,,,
601,,,,,,,"Total Manufacturing, Capital Equipment",,,,,49453,,,,,46672,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Media - Diversified & Production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Sonar Entertainment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,"Sonar Entertainment, Inc.",,First Lien Secured Debt,,,"L+  760  ,  1.25   Floor",,11/15/21,,,,738,,,,,737,,,,,576,,,(9)(11)(26),,,,,,,,,,,,,,,,,,,,
605,,,First Lien Secured Debt - Revolver,,,"L+  760  ,  1.25   Floor",,11/15/21,,,,563,,,,,521,,,,,439,,,(9)(11)(23)(26),,,,,,,,,,,,,,,,,,,,
606,,,,,,,,,,,,,,,,,1258,,,,,1015,,,,,,,,,,,,,,,,,,,,,,,
607,,,,,,,Total Media – Diversified & Production,,,,,1258,,,,,1015,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,IPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,"SI Holdings, Inc.",,First Lien Secured Debt,,,"SOFR+  600  ,  1.00   Floor",,07/25/25,,,,30688,,,,,30441,,,,,30421,,,(9)(33),,,,,,,,,,,,,,,,,,,,
611,,,First Lien Secured Debt - Revolver,,,"SOFR+  600  ,  1.00   Floor",,07/25/24,,,,3413,,,,,1398,,,,,1396,,,(9)(21)(23)(33),,,,,,,,,,,,,,,,,,,,
612,,,,,,,,,,,,,,,,,31839,,,,,31817,,,,,,,,,,,,,,,,,,,,,,,
613,,,,,,,Total Retail,,,,,31839,,,,,31817,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Telecommunications,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,"Securus Technologies Holdings, Inc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,"Securus Technologies Holdings, Inc.",,Second Lien Secured Debt,,,"L+  825  ,  1.00   Floor",,11/01/25,,,,7128,,,,,7098,,,,,5845,,,,,,,,,,,,,,,,,,,,,,,
617,,,,,,,Total Telecommunications,,,,,7098,,,,,5845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,"Transportation - Cargo, Distribution",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Beacon Mobility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Beacon Mobility Corp.,,First Lien Secured Debt,,,"SOFR+  600  ,  1.00   Floor",,05/22/24,,,,29223,,,,,29023,,,,,28854,,,(9)(31)(32),,,,,,,,,,,,,,,,,,,,
621,,,First Lien Secured Debt,,,"SOFR+  610  ,  1.00   Floor",,05/22/24,,,,13814,,,,,13703,,,,,13640,,,(9)(31),,,,,,,,,,,,,,,,,,,,
622,,,First Lien Secured Debt - Revolver,,,"SOFR+  600  ,  1.00   Floor",,05/22/24,,,,4145,,,,,265,,,,,254,,,(9)(20)(21)(23)(31),,,,,,,,,,,,,,,,,,,,
623,,,First Lien Secured Debt - Revolver,,,4.00,,05/22/24,,,,50000,,,,,0,,,,,0,,,(9)(22)(23),,,,,,,,,,,,,,,,,,,,
624,,,,,,,,,,,,,,,,,42991,,,,,42748,,,,,,,,,,,,,,,,,,,,,,,
625,Industry/Company,,Investment Type,,,Interest Rate,,Maturity Date,,Par/Shares (12),,,Cost (35),,,Fair Value (1)(36),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Heniff and Superior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,"Heniff Holdco, LLC",,First Lien Secured Debt,,,"SOFR+  575  ,  1.00   Floor",,12/03/26,,,,29909,,,,,29547,,,,,29461,,,(9)(32),,,,,,,,,,,,,,,,,,,,
628,,,First Lien Secured Debt - Revolver,,,"SOFR+  575  ,  1.00   Floor",,12/03/24,,,,3925,,,,,745,,,,,752,,,(9)(20)(21)(23)(31),,,,,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,30292,,,,,30213,,,,,,,,,,,,,,,,,,,,,,,
630,MSEA Tankers LLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,MSEA Tankers LLC (5),,Common Equity - Class A Units,,,N/A,,N/A,,,,,,,,19397,,,,,3692,,,(13)(17)(18)(24),,,,,,,,,,,,,,,,,,,,,
632,,,,,,,"Total Transportation – Cargo, Distribution",,,,,92680,,,,,76653,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Utilities - Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Congruex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Congruex Group LLC,,First Lien Secured Debt,,,"SOFR+  575  ,  0.75   Floor",,05/03/29,,,,14888,,,,,14562,,,,,14553,,,(9)(32),,,,,,,,,,,,,,,,,,,,
636,,,,,,,Total Utilities – Electric,,,,,14562,,,,,14553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Wholesale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Banner Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,"Banner Buyer, LLC",,First Lien Secured Debt,,,"SOFR+  575  ,  1.00   Floor",,10/31/25,,,,15142,,,,,15024,,,,,15018,,,(9)(31),,,,,,,,,,,,,,,,,,,,
640,,,First Lien Secured Debt - Revolver,,,"SOFR+  575  ,  0.00   Floor",,10/31/25,,,,1935,,,,,370,,,,,371,,,(9)(21)(23)(31),,,,,,,,,,,,,,,,,,,,
641,"Banner Parent Holdings, Inc.",,Common Equity - Common Stock,,,N/A,,N/A,,,"6,125  Shares",,,,,613,,,,,665,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
642,,,,,,,,,,,,,,,,,16007,,,,,16054,,,,,,,,,,,,,,,,,,,,,,,
643,Thomas Scientific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,"BSP-TS, LP",,Common Equity - Common Stock,,,N/A,,N/A,,,185  Shares,,,,,185,,,,,195,,,(9)(13),,,,,,,,,,,,,,,,,,,,,
645,"Thomas Scientific, LLC",,First Lien Secured Debt,,,"SOFR+  625  ,  1.00   Floor",,12/14/27,,,,31493,,,,,30991,,,,,31010,,,(9)(32),,,,,,,,,,,,,,,,,,,,
646,,,First Lien Secured Debt - Revolver,,,"L+  550  ,  1.00   Floor",,12/14/27,,,,2963,,,,,(  47,,,,,(  45,,,(8)(9)(21)(23),,,,,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,,31129,,,,,31160,,,,,,,,,,,,,,,,,,,,,,,
648,,,,,,,Total Wholesale,,,,,47136,,,,,47214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,Total Investments before Cash Equivalents,,,,,,,,,,,,,2591761,,,,,2385211,,,,,,,,,,,,,,,,,,,,,,,,,,
650,J.P. Morgan U.S. Government Money Market Fund,,,N/A,,N/A,,,,7092,,,,,7092,,,,,7092,,,(34),,,,,,,,,,,,,,,,,,,,,,
651,Goldman Sachs Financial Square Government Fund,,,N/A,,N/A,,,,55146,,,,,55146,,,,,55146,,,(34),,,,,,,,,,,,,,,,,,,,,,
652,Total Investments after Cash Equivalents,,,,,,,,,,,,,2653999,,,,,2447449,,,(6)(7),,,,,,,,,,,,,,,,,,,,,,,
653,Name of Issuer,,"Fair Value at December 31, 2022",,,,Gross Additions  ●,,,,Gross Reductions ■,,,,Net Change in Unrealized Gains (Losses),,,,"Fair Value at March 31, 2023",,,,Net Realized Gains (Losses),,,,Interest/  Dividend/  Other Income,,,,,,,,,,,,,,,,,,
654,"1244311 B.C. Ltd., Common Stock",,,,339,,,,,0,,,,,0,,,,,467,,,,,806,,,,,0,,,,,0,,,,,,,,,,
655,"1244311 B.C. Ltd., Term Loan",,,,3830,,,,,25,,,,,0,,,,,66,,,,,3921,,,,,0,,,,,98,,,,,,,,,,
656,"AIC SPV Holdings II, LLC, Preferred Equity",,,,74,,,,,0,,,,,0,,,,,37,,,,,111,,,,,0,,,,,0,,,,,,,,,,
657,"Carbonfree Chemicals Holdings LLC, Common Stock",,,,20202,,,,,0,,,,,0,,,,,(  724,,,,,19478,,,,,0,,,,,0,,,,,,,,,,
658,"FC2 LLC, Term Loan",,,,12500,,,,,0,,,,,0,,,,,0,,,,,12500,,,,,0,,,,,200,,,,,,,,,,
659,"FC2 LLC, Common Stock",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,
660,"Golden Bear 2016-R, LLC, Membership Interests",,,,9413,,,,,106,,,,,0,,,,,1383,,,,,10902,,,,,0,,,,,0,,,,,,,,,,
661,"GSC Technologies Inc., Term Loan",,,,177,,,,,2,,,,,(  8,,,,,4,,,,,175,,,,,0,,,,,7,,,,,,,,,,
662,"Pelican Energy, LLC, Common Stock",,,,195,,,,,0,,,,,0,,,,,(  0,,,,,195,,,,,0,,,,,0,,,,,,,,,,
663,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series B Preferred Stock",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,
664,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series D Preferred Stock",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,
665,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Series E Preferred Stock",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,
666,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Preferred Equity",,,,1961,,,,,0,,,,,0,,,,,(  1,,,,,1960,,,,,0,,,,,0,,,,,,,,,,
667,"Renew Financial LLC (f/k/a Renewable Funding, LLC), Common Stock",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,
668,"Renew JV LLC, Membership Interests",,,,449,,,,,0,,,,,(  23,,,,,2,,,,,428,,,,,0,,,,,0,,,,,,,,,,
669,,,,,49141,,,,,133,,,,,(  31,,,,,1233,,,,,50476,,,,,0,,,,,305,,,,,,,,,,
670,Name of Issuer,,"Fair Value at December 31, 2022",,,,Gross Additions  ●,,,,Gross Reductions ■,,,,Net Change in Unrealized Gains (Losses),,,,"Fair Value at March 31, 2023",,,,Net Realized Gains (Losses),,,,Interest/  Dividend/  Other Income,,,,,,,,,,,,,,,,,,
671,Majority Owned Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,"ChyronHego Corporation, Preferred Equity",,,,22500,,,,,0,,,,,0,,,,,890,,,,,23390,,,,,0,,,,,0,,,,,,,,,,
673,"ChyronHego Corporation, Revolver",,,,8956,,,,,0,,,,,0,,,,,0,,,,,8956,,,,,0,,,,,216,,,,,,,,,,
674,"ChyronHego Corporation, Term Loan",,,,91042,,,,,626,,,,,0,,,,,(  202,,,,,91466,,,,,0,,,,,2420,,,,,,,,,,
675,"ChyronHego US Holding Corporation, Term Loan",,,,0,,,,,2912,,,,,0,,,,,98,,,,,3010,,,,,0,,,,,372,,,,,,,,,,
676,"Merx Aviation Finance, LLC, Letter of Credit",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,
677,"Merx Aviation Finance, LLC, Membership Interests",,,,111446,,,,,0,,,,,0,,,,,1193,,,,,112639,,,,,0,,,,,0,,,,,,,,,,
678,"Merx Aviation Finance, LLC, Revolver",,,,150000,,,,,0,,,,,"(  65,425",,,,,0,,,,,84575,,,,,0,,,,,2159,,,,,,,,,,
679,"MSEA Tankers LLC, Class A Units",,,,4256,,,,,0,,,,,0,,,,,(  564,,,,,3692,,,,,0,,,,,0,,,,,,,,,,
680,Controlled Company,,,,,,,,0,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,
681,"SHD Oil & Gas, LLC, Series C Units",,,,580,,,,,0,,,,,0,,,,,(  100,,,,,480,,,,,0,,,,,0,,,,,,,,,,
682,"SHD Oil & Gas, LLC, Series A Units",,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,,,,,,
683,,,,,388780,,,,,3538,,,,,"(  65,425",,,,,1315,,,,,328208,,,,,0,,,,,5167,,,,,,,,,,
684,Name of Issuer,,Total Commitment,,,,Drawn Commitment,,,,Letters of Credit **,,,,Undrawn Commitment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,"A&V Holdings Midco, LLC",,,,1505,,,,,452,,,,,0,,,,,1053,,,,,,,,,,,,,,,,,,,,,,,,,
686,AMI US Holdings Inc.,,,,2907,,,,,0,,,,,0,,,,,2907,,,,,,,,,,,,,,,,,,,,,,,,,
687,"AQ Sunshine, Inc.",,,,1785,,,,,1614,,,,,23,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,
688,"Activ Software Holdings, LLC",,,,2407,,,,,0,,,,,0,,,,,2407,,,,,,,,,,,,,,,,,,,,,,,,,
689,"Akoya Biosciences, Inc.",,,,3375,,,,,0,,,,,0,,,,,3375,,,,,,,,,,,,,,,,,,,,,,,,,
690,Alcami Corporation,,,,1781,,,,,0,,,,,0,,,,,1781,,,,,,,,,,,,,,,,,,,,,,,,,
691,"Alpinex Opco, LLC",,,,1489,,,,,596,,,,,0,,,,,893,,,,,,,,,,,,,,,,,,,,,,,,,
692,Analogic Corporation,,,,1826,,,,,1304,,,,,0,,,,,522,,,,,,,,,,,,,,,,,,,,,,,,,
693,"Banner Buyer, LLC",,,,1935,,,,,387,,,,,0,,,,,1548,,,,,,,,,,,,,,,,,,,,,,,,,
694,Beacon Mobility Corp.,,,,54145,,,,,306,,,,,47137,,,,,6702,,,,,,,,,,,,,,,,,,,,,,,,,
695,"Berner Food & Beverage, LLC",,,,2881,,,,,1585,,,,,0,,,,,1296,,,,,,,,,,,,,,,,,,,,,,,,,
696,"CNSI Holdings, LLC",,,,2000,,,,,0,,,,,0,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,
697,"Carbon6 Technologies, Inc.",,,,10000,,,,,0,,,,,0,,,,,10000,,,,,,,,,,,,,,,,,,,,,,,,,
698,"Cave Enterprises Operations, LLC",,,,1333,,,,,0,,,,,0,,,,,1333,,,,,,,,,,,,,,,,,,,,,,,,,
699,"Celerion Buyer, Inc.",,,,1918,,,,,0,,,,,0,,,,,1918,,,,,,,,,,,,,,,,,,,,,,,,,
700,Cerus Corporation,,,,8000,,,,,439,,,,,0,,,,,7561,,,,,,,,,,,,,,,,,,,,,,,,,
701,ChyronHego Corporation,,,,10000,,,,,8956,,,,,0,,,,,1044,,,,,,,,,,,,,,,,,,,,,,,,,
702,ChyronHego US Holding Corporation,,,,1990,,,,,0,,,,,0,,,,,1990,,,,,,,,,,,,,,,,,,,,,,,,,
703,"Club Car Wash Operating, LLC",,,,4327,,,,,0,,,,,0,,,,,4327,,,,,,,,,,,,,,,,,,,,,,,,,
704,Compu-Link Corporation,,,,2273,,,,,0,,,,,0,,,,,2273,,,,,,,,,,,,,,,,,,,,,,,,,
705,"Digital.ai Software Holdings, Inc.",,,,2419,,,,,565,,,,,0,,,,,1854,,,,,,,,,,,,,,,,,,,,,,,,,
706,"EHL Merger Sub, LLC",,,,4155,,,,,0,,,,,0,,,,,4155,,,,,,,,,,,,,,,,,,,,,,,,,
707,"Eagle Purchaser, Inc.",,,,1579,,,,,132,,,,,0,,,,,1447,,,,,,,,,,,,,,,,,,,,,,,,,
708,Eldrickco Limited*,,,,4968,,,,,439,,,,,0,,,,,4529,,,,,,,,,,,,,,,,,,,,,,,,,
709,EmpiRx Health LLC,,,,909,,,,,0,,,,,227,,,,,682,,,,,,,,,,,,,,,,,,,,,,,,,
710,"FPG Services, LLC",,,,6093,,,,,1053,,,,,0,,,,,5040,,,,,,,,,,,,,,,,,,,,,,,,,
711,"Forge Biologics, Inc.",,,,13333,,,,,0,,,,,0,,,,,13333,,,,,,,,,,,,,,,,,,,,,,,,,
712,"GB001, Inc.",,,,24000,,,,,0,,,,,0,,,,,24000,,,,,,,,,,,,,,,,,,,,,,,,,
713,"Gabriel Partners, LLC",,,,665,,,,,133,,,,,0,,,,,532,,,,,,,,,,,,,,,,,,,,,,,,,
714,"Gateway US Holdings, Inc.",,,,368,,,,,167,,,,,0,,,,,201,,,,,,,,,,,,,,,,,,,,,,,,,
715,Go Car Wash Management Corp.,,,,15637,,,,,0,,,,,0,,,,,15637,,,,,,,,,,,,,,,,,,,,,,,,,
