,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
323,"Subordinated Secured (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(4)(30)",5460,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(4)(30)",5460,17460,5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
324,American Property REIT Corp.,-%,5.50%,5.50%,17460,5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
325,CCPI Inc.,7.00%,-%,7.00%,17460,5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
326,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,17460,5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
327,Credit Central Loan Company,0.35%,9.65%,10.00%,17460,5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
328,Crosman Corporation - Senior Secured Term Loan A,4.00%,-%,4.00%,17460,5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
329,Crosman Corporation - Senior Secured Term Loan B,4.00%,-%,4.00%,17460,5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
330,Echelon Aviation LLC,-%,2.25%,2.25%,17460,5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
331,"Edmentum Ultimate Holdings, LLC - Senior PIK Note",8.50%,-%,8.50%,17460,5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
332,"Edmentum Ultimate Holdings, LLC - Junior PIK Note",10.00%,-%,10.00%,17460,5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
333,First Tower Finance Company LLC,-%,12.00%,12.00%,17460,5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
334,"Harbortouch Payments, LLC",-%,12.00%,5.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
335,"JHH Holdings, Inc.",0.50%,-%,0.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
336,"LaserShip , Inc. - Term Loan A",2.00%,-%,2.00%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
337,"LaserShip , Inc. - Term Loan B",2.00%,-%,2.00%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
338,"Mity, Inc.",-%,10.00%,10.00%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
339,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.50%,5.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
340,National Property REIT Corp. - Senior Secured Term Loan C,-%,5.00%,5.00%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
341,National Property REIT Corp. - Senior Secured Term Loan E,-%,5.00%,5.00%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
342,Nationwide Loan Company LLC,0.52%,9.48%,10.00%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
343,"Nixon, Inc.",3.00%,-%,3.00%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
344,United Property REIT Corp.,-%,5.50%,5.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
345,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
346,"Valley Electric Company, Inc.",0.71%,7.79%,8.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
347,American Property REIT Corp.,-%,5.50%,5.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
348,CCPI Inc.,7.00%,-%,7.00%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
349,"Cinedigm DC Holdings, LLC",2.50%,-%,2.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
350,CP Energy Services Inc. - Second Lien Term Loan,9.00%,-%,9.00%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
351,CP Energy Services Inc. - Senior Secured Term Loan B,7.50%,-%,7.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
352,"Credit Central Loan Company, LLC",-%,10.00%,10.00%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
353,Echelon Aviation LLC,-%,10.00%,2.25%,(B),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
354,"Edmentum Ultimate Holdings, LLC - Unsecured Junior PIK Note",-%,10.00%,10.00%,(B),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
355,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",-%,10.00%,8.50%,(B),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
356,First Tower Finance Company LLC,1.64%,10.36%,12.00%,(B),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
357,"Harbortouch Payments, LLC",5.50%,-%,5.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
358,"JHH Holdings, Inc.",0.50%,-%,0.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
359,"Mity, Inc.",10.00%,-%,10.00%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
360,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.50%,5.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
361,"National Property REIT Corp. - Senior Secured Term Loan A to ACL Loan Holdings, Inc.",-%,7.50%,7.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
362,"National Property REIT Corp. - Senior Secured Term Loan B to ACL Loan Holdings, Inc.",-%,4.50%,4.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
363,National Property REIT Corp. - Senior Secured Term Loan C,-%,7.50%,7.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
364,National Property REIT Corp. - Senior Secured Term Loan D,-%,4.50%,4.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
365,Nationwide Loan Company LLC,-%,10.00%,10.00%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
366,"Nixon, Inc.",2.75%,-%,2.75%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
367,"Ryan, LLC",3.00%,-%,3.00%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
368,"Targus Group International, Inc.",1.00%,-%,1.00%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
369,United Property REIT Corp.,-%,5.50%,5.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
370,"Valley Electric Co. of Mt. Vernon, Inc.",2.50%,-%,2.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
371,"Valley Electric Company, Inc.",8.50%,-%,8.50%,(A),5460,17458,0.2%,0.5%,0.3%,12911.0,,0.4%,,,,,,,
372,American Property REIT Corp.,8.50%,118256,8.50%,(A),2826,17458,0.2%,"(26,730",0.3%,12911.0,13141,0.4%,,107493.0,,6488,11016.0,702.0,-
373,"Arctic Energy Services, LLC",60364,118256,-,(A),-,17458,"(22,748","(26,730",37616,12911.0,1123,0.4%,-,107493.0,-,-,,,
374,CCPI Inc.,41352,118256,475,(A),"(6,255",17458,5281,"(26,730",40853,12911.0,2370,0.4%,3195,107493.0,-,-,,,
375,CP Energy Services Inc.,91009,118256,"(2,820",(A),-,17458,"(12,766","(26,730",75423,12911.0,(390,0.4%,-,107493.0,-,-,,,
376,"Credit Central Loan Company, LLC",55172,118256,323,(A),(323,17458,"(2,786","(26,730",52386,12911.0,5556,0.4%,-,107493.0,1852,-,,,
377,Echelon Aviation LLC,68941,118256,-,(A),"(2,954",17458,"(9,023","(26,730",56964,12911.0,4360,0.4%,7250,107493.0,-,-,,,
378,"Edmentum Ultimate Holdings, LLC",37216,118256,4841,(A),"(4,896",17458,3127,"(26,730",40288,12911.0,2728,0.4%,-,107493.0,-,-,,,
379,First Tower Finance Company LLC,365950,118256,8353,(A),(679,17458,"(15,494","(26,730",358130,12911.0,42499,0.4%,-,107493.0,-,-,,,
380,"Freedom Marine Solutions, LLC",27090,118256,400,(A),-,17458,(871,"(26,730",26619,12911.0,1112,0.4%,-,107493.0,-,-,,,
381,Gulf Coast Machine & Supply Company,6918,118256,8000,(A),(75,17458,"(4,897","(26,730",9946,12911.0,-,0.4%,-,107493.0,-,-,,,
382,"Harbortouch Payments, LLC",376936,118256,-,(A),"(4,028",17458,"(37,228","(26,730",335680,12911.0,23129,0.4%,-,107493.0,-,-,,,
383,"MITY, Inc.",50795,118256,140,(A),-,17458,6688,"(26,730",57623,12911.0,4325,0.4%,710,107493.0,-,7,,,
384,National Property REIT Corp.,471889,118256,192533,(A),"(116,128",17458,30249,"(26,730",578543,12911.0,45360,0.4%,-,107493.0,3894,-,,,
385,Nationwide Loan Company LLC,34550,118256,3583,(A),(300,17458,"(3,635","(26,730",34198,12911.0,2368,0.4%,2651,107493.0,-,-,,,
386,"NMMB, Inc.",12052,118256,-,(A),-,17458,1218,"(26,730",13270,12911.0,1146,0.4%,-,107493.0,-,-,,,
387,"R-V Industries, Inc.",40508,118256,-,(A),(614,17458,"(4,587","(26,730",35307,12911.0,2192,0.4%,224,107493.0,-,-,,,
388,"SB Forging Company, Inc.",-,118256,-,(A),-,17458,-,"(26,730",-,12911.0,-,0.4%,-,107493.0,-,-,,,
389,United Property REIT Corp.,84685,118256,7531,(A),-,17458,13416,"(26,730",105632,12911.0,5774,0.4%,-,107493.0,988,-,,,
390,"Valley Electric Company, Inc.",30497,118256,1397,(A),-,17458,(535,"(26,730",31359,12911.0,3995,0.4%,-,107493.0,-,-,,,
391,"Wolf Energy, LLC",22,118256,-,(A),-,17458,671,"(26,730",693,12911.0,-,0.4%,-,107493.0,-,-,,,
