,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
708,"Sandow Media, LLC",,Florida / Media,,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor) plus 1.50% PIK, due 5/8/2018)  (4)",,24900,,24900,,24900,,0.9%,,
709,,,,,,,,,24900,,24900,,0.9%,,
710,"Seaton Corp.  (3), (4)",,Illinois / Business Services,,"Subordinated Secured (12.50% (LIBOR + 9.00% with 3.50% LIBOR floor) plus 2.00% PIK, due 3/14/2014)",,3305,,3249,,3305,,0.1%,,
711,,,,,"Subordinated Secured (12.50% (LIBOR + 9.00% with 3.50% LIBOR floor) plus 2.00% PIK, due 3/14/2015)",,10005,,10005,,10005,,0.4%,,
712,,,,,,,,,13254,,13310,,0.5%,,
713,SESAC Holdco II LLC  (16),,Tennessee / Media,,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 7/12/2019)  (4)",,6000,,5914,,6000,,0.2%,,
714,,,,,,,,,5914,,6000,,0.2%,,
715,Skillsoft Public Limited Company  (22),,Ireland / Software & Computer Services,,"Senior Unsecured (11.125%, due 6/1/2018)",,15000,,14927,,15000,,0.6%,,
716,,,,,,,,,14927,,15000,,0.6%,,
717,Snacks Holding Corporation,,Minnesota / Food Products,,"Series A Preferred Stock (4,021.45 shares)",,,,56,,56,,0.0%,,
718,,,,,"Series B Preferred Stock (1,866.10 shares)",,,,56,,56,,0.0%,,
719,,,,,"Warrant (to purchase 31,196.52 voting common shares, expires 11/12/2020)",,,,479,,484,,0.0%,,
720,,,,,,,,,591,,596,,0.0%,,
721,"Southern Management Corporation  (22), (30)",,South Carolina / Consumer Finance,,"Second Lien Term Loan (12.00% plus 5.00% PIK, due 5/31/2017)",,17565,,17565,,18267,,0.7%,,
722,,,,,,,,,17565,,18267,,0.7%,,
723,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
724,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
725,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
726,"Spartan Energy Services, Inc.  (3), (4)",,Louisiana / Energy,,"Senior Secured Term Loan (10.50% (LIBOR + 9.00% with 1.50% LIBOR floor), due 12/28/2017)",,"$ 29,625",,"$ 29,625",,"$ 29,625",,1.1%,,
727,,,,,,,,,29625,,29625,,1.1%,,
728,Speedy Group Holdings Corp.,,Canada / Consumer Finance,,"Senior Unsecured (12.00%, due 11/15/2017)  (22)",,15000,,15000,,15000,,0.6%,,
729,,,,,,,,,15000,,15000,,0.6%,,
730,"Sport Helmets Holdings, LLC  (14)",,New York / Personal & Nondurable Consumer Products,,Escrow Receivable,,,,-,,389,,0.0%,,
731,,,,,,,,,-,,389,,0.0%,,
732,"Stauber Performance Ingredients, Inc.  (3), (4)",,California / Food Products,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 1/21/2016)",,16594,,16594,,16594,,0.6%,,
733,,,,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 5/21/2017)",,10238.0,,10238.0,,10238.0,,0.4%,,,
734,,,,,,,,,26832,,26832,,1.0%,,
735,"Stryker Energy, LLC",,Ohio / Oil & Gas Production,,"Subordinated Secured Revolving Credit Facility - $50,300 Commitment (8.50% (LIBOR + 7.00% with 1.50% LIBOR floor) plus 3.75% PIK, in non-accrual status effective 12/1/2011, due 12/1/2015)  (4), (25)",,34738,,32711,,-,,0.0%,,
736,,,,,Overriding Royalty Interests  (18),,,,-,,-,,0.0%,,
737,,,,,,,,,32711,,-,,0.0%,,
738,"Symphony CLO, IX Ltd.  (22)",,Cayman Islands / Diversified Financial Services,,LP Certificates (Residual Interest),,45500,,42289,,43980,,1.7%,,
739,,,,,,,,,42289,,43980,,1.7%,,
740,"System One Holdings, LLC  (3), (4)",,Pennsylvania / Business Services,,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)",,32000,,32000,,32000,,1.2%,,
741,,,,,,,,,32000,,32000,,1.2%,,
742,TB Corp.  (3),,Texas / Consumer Service,,"Senior Subordinated Note (12.00% plus 1.50% PIK, due 12/18/2018)",,23361,,23361,,23361,,0.9%,,
743,,,,,,,,,23361,,23361,,0.9%,,
744,"Targus Group International, Inc.  (16)",,California / Durable Consumer Products,,"First Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 5/25/2016)  (3), (4)",,23520,,23209,,23520,,0.9%,,
745,,,,,,,,,23209,,23520,,0.9%,,
746,"TGG Medical Transitory, Inc.",,New Jersey / Healthcare,,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 6/27/2018)  (4), (16)",,8000,,7773,,8000,,0.3%,,
747,,,,,,,,,7773,,8000,,0.3%,,
748,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
749,LEVEL 3 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
750,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
751,"The Petroleum Place, Inc.",,Colorado / Software & Computer Services,,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 5/20/2019)  (4)",,"$ 22,000",,"$ 21,690",,"$ 22,000",,0.8%,,
752,,,,,,,,,21690,,22000,,0.8%,,
753,Totes Isotoner Corporation,,Ohio / Nondurable Consumer Products,,"Second Lien Term Loan (10.75%, (LIBOR + 9.25% with 1.50% LIBOR floor), due 1/8/2018)  (3), (4)",,39000,,39000,,39000,,1.5%,,
754,,,,,,,,,39000,,39000,,1.5%,,
755,Traeger Pellet Grills LLC  (4),,Oregon / Durable Consumer Products,,"Revolving Line of Credit - $10,000 Commitment (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 6/18/2014)  (25)",,6143,,6143,,6143,,0.3%,,
756,,,,,"Senior Secured Term Loan A (6.50% (LIBOR + 4.50% with 2.00% LIBOR floor), due 6/18/2018)",,30000,,30000,,30000,,1.1%,,
757,,,,,"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)",,30000,,30000,,30000,,1.1%,,
758,,,,,,,,,66143,,66143,,2.5%,,
759,"TransFirst Holdings, Inc.  (4)",,New York / Software & Computer Services,,"Second Lien Term Loan (11.00%, (LIBOR + 9.75% with 1.25% LIBOR floor), due 6/27/2018)",,5000,,4860,,5000,,0.2%,,
760,,,,,,,,,4860,,5000,,0.2%,,
761,"United Sporting Companies, Inc.  (5)",,South Carolina / Durable Consumer Products,,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)  (4)",,160000,,160000,,160000,,6.0%,,
762,,,,,,,,,160000,,160000,,6.0%,,
763,Wind River Resources Corp. and Wind River II Corp.,,Utah / Oil & Gas Production,,"Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% default interest on principal, 16.00% default interest on past due interest, in non-accrual status effective 12/1/2008, past due)  (4)",,15000,,14750,,-,,0.0%,,
764,,,,,Net Profits Interest (5.00% payable on Equity distributions)  (7),,,,-,,-,,0.0%,,
765,,,,,,,,,14750,,-,,0.0%,,
766,,,Total Non-control/Non-affiliate Investments (Level 3 Investments),,3376375,,3318663,,124.9%,,,,,,
767,,,,,Total Level 3 Portfolio Investments,,4255715,,4172740,,157.1%,,,,
768,Portfolio Company,,Locale / Industry,,Investments  (1),,Principal  Value,,Cost,,Fair  Value  (2),,% of Net  Assets,,
769,LEVEL 1 PORTFOLIO INVESTMENTS:,,,,,,,,,,,,,,
770,Non-control/Non-affiliate Investments (less than 5.00% of voting control),,,,,,,,,,,,,,
771,"Dover Saddlery, Inc.",,Massachusetts / Retail,,"Common Stock (30,974 shares)",,,,$ 63,,$ 112,,0.0%,,
772,,,,,,,,,63,,112,,0.0%,,
773,Total Non-control/Non-affiliate Investments (Level 1 Investments),,63,,112,,0.0%,,,,,,,,
774,Total Portfolio Investments,,4255778,,4172852,,157.1%,,,,,,,,
775,SHORT TERM INVESTMENTS: Money Market Funds (Level 2 Investments),,,,,,,,,,,,,,
776,Fidelity Institutional Money Market Funds - Government Portfolio (Class I),,,,83456,,83456,,3.1%,,,,,,
777,Fidelity Institutional Money Market Funds - Government Portfolio (Class I)  (3),,,,49804,,49804,,1.9%,,,,,,
778,Victory Government Money Market Funds,,,,10002,,10002,,0.4%,,,,,,
779,,,,,Total Money Market Funds,,143262,,143262,,5.4%,,,,
780,,,,,Total Investments,,"$ 4,399,040",,"$ 4,316,114",,162.5%,,,,
781,(2),"Fair value is determined by or under the direction of our Board of Directors. As of September 30, 2013 and June 30, 2013, one of our portfolio investments, Dover Saddlery, Inc. (“Dover”), was publicly traded and classified as Level 1 within the valuation hierarchy established by Accounting Standards Codification 820,  Fair Value Measurements and Disclosures  (“ASC 820”). As of September 30, 2013 and June 30, 2013, the fair value of our remaining portfolio investments was determined using significant unobservable inputs. ASC 820 classifies such inputs used to measure fair value as Level 3 within the valuation hierarchy. Our investments in money market funds are classified as Level 2. See Notes 2 and 3 within the accompanying notes to consolidated financial statements for further discussion.",,,,,,,,,,,,,
782,(3),"Security, or a portion thereof, is held by Prospect Capital Funding LLC (“PCF”), our wholly-owned subsidiary and a bankruptcy remote special purpose entity, and is pledged as collateral for the revolving credit facility and such security is not available as collateral to our general creditors (see Note 4). The fair values of these investments held by PCF at September 30, 2013 and June 30, 2013 were $884,267 and $883,114, respectively; they represent 18.8% and 20.5% of total investments at fair value, respectively.",,,,,,,,,,,,,
783,(4),"Security, or portion thereof, has a floating interest rate which may be subject to a LIBOR or PRIME floor. Stated interest rate was in effect at September 30, 2013 and June 30, 2013.",,,,,,,,,,,,,
784,(5),"Ellett Brothers, LLC, Evans Sports, Inc., Jerry’s Sports, Inc., Simmons Gun Specialties, Inc., Bonitz Brothers, Inc., and Outdoor Sports Headquarters, Inc. are joint borrowers on our second lien loan. United Sporting Companies, Inc. is a parent guarantor of this debt investment.",,,,,,,,,,,,,
785,(6),"During the quarter ended December 31, 2009, we created two new entities, Coalbed Inc. and Coalbed LLC, to foreclose on the outstanding senior secured loan and assigned rights and interests of Conquest Cherokee, LLC (“Conquest”) as a result of the deterioration of Conquest’s financial performance and inability to service debt payments. We own 1,000 shares of common stock in Coalbed Inc., representing 100% of the issued and outstanding common stock. Coalbed Inc., in turn, owns 100% of the membership interest in Coalbed LLC.  On October 21, 2009, Coalbed LLC foreclosed on the loan formerly made to Conquest. On January 19, 2010, as part of the Manx rollup, the Coalbed LLC assets and loan were assigned to Manx, the holding company. On June 30, 2012, Manx reassigned our investment in Coalbed to Wolf Energy Holdings, Inc. (“Wolf”), a newly-formed, separately owned holding company. Our Board of Directors set the fair value at zero for the loan position in Coalbed LLC investment as of September 30, 2013 and June 30, 2013.",,,,,,,,,,,,,
786,(7),"In addition to the stated returns, the net profits interest held will be realized upon sale of the borrower or a sale of the interests.",,,,,,,,,,,,,
787,(8),"During the quarter ended December 31, 2011, our ownership of Change Clean Energy Holdings, Inc. (“CCEHI”) and Change Clean Energy, Inc. (“CCEI”), Freedom Marine Holding, Inc. (“Freedom Marine”) and Yatesville Coal Holdings, Inc. (“Yatesville”) was transferred to Energy Solutions Holdings, Inc. (f/k/a Gas Solutions Holdings, Inc.) (“Energy Solutions”) to consolidate all of our energy holdings under one management team. We own 100% of Energy Solutions.",,,,,,,,,,,,,
788,(9),"Entity was formed as a result of the debt restructuring of ESA Environmental Specialist, Inc. In early 2009, we foreclosed on the two loans on non-accrual status and purchased the underlying personal and real property. We own 1,000 shares of common stock in The Healing Staff, Inc. (f/k/a Lisamarie Fallon, Inc.) (“THS), representing 100% ownership. We own 1,500 shares of Vets Securing America, Inc. (“VSA”), representing 100% ownership.  During the three months ended December 31, 2012, we determined that the impairment of Integrated Contract Services, Inc. (“ICS”) was other-than-temporary and recorded a realized loss of $12,198 for the amount that the amortized cost exceeded the fair value. Our remaining investment in THS, an affiliate of ICS, was valued at zero as of September 30, 2013 and continues to provide staffing solutions for health care facilities and security staffing.",,,,,,,,,,,,,
789,(10),"GTP Operations, LLC (formerly known as CI (Transplace) Holdings, LLC), Transplace, LLC, CI (Transplace) International, LLC, Transplace Freight Services, LLC, Transplace Texas, LP, Transplace Stuttgart, LP, Transplace International, Inc., Celtic International, LLC, and Treetop Merger Sub, LLC are joint borrowers on our senior secured investment.",,,,,,,,,,,,,
790,(11),"Evanta Ventures, Inc. and Sports Leadership Institute, Inc. are joint borrowers on our investment.",,,,,,,,,,,,,
791,(13),On a fully diluted basis represents 10.00% of voting common shares.,,,,,,,,,,,,,
792,(14),A portion of the positions listed was issued by an affiliate of the portfolio company.,,,,,,,,,,,,,
793,(15),"We own 99.9999% of AGC/PEP, LLC. AGC/PEP, LLC owns 2,037.65 out of a total of 83,818.69 shares (including 5,111 vested and unvested management options) of American Gilsonite Holding Company which owns 100% of American Gilsonite Company.",,,,,,,,,,,,,
794,(16),Syndicated investment which had been originated by another financial institution and broadly distributed.,,,,,,,,,,,,,
795,(17),"Our wholly-owned entity, MITY Holdings of Delaware Inc., owns 98.6% (42,053 common shares) of MITY Enterprises, Inc., the operating company.",,,,,,,,,,,,,
796,(18),The overriding royalty interests held receive payments at the stated rates based upon operations of the borrower.,,,,,,,,,,,,,
797,(19),"On December 31, 2009, we sold our investment in Aylward Enterprises, LLC. AWCNC, LLC is the remaining holding company with zero assets. Our remaining outstanding debt after the sale was written off on December 31, 2009 and no value has been assigned to the equity position as of September 30, 2013 and June 30, 2013.",,,,,,,,,,,,,
798,(20),"We own a warrant to purchase 3,755,000 shares of Series A Preferred Stock, 625,000 shares of Series B Preferred Stock, and 43,800 shares of Voting Common Stock in Boxercraft Incorporated.",,,,,,,,,,,,,
799,(21),"We own warrants to purchase 33,750 shares of common stock in Metal Buildings Holding Corporation (“Metal Buildings”), the former holding company of Borga, Inc. Metal Buildings owned 100% of Borga, Inc.  On March 8, 2010, we foreclosed on the stock in Borga, Inc. that was held by Metal Buildings, obtaining 100% ownership of Borga, Inc.",,,,,,,,,,,,,
800,(22),"Certain investments that we have determined are not “qualifying” assets under Section 55(a) of the Investment Company Act of 1940 (the “1940 Act”). Under the 1940 Act, we may not acquire any non-qualifying asset unless, at the time such acquisition is made, qualifying assets represent at least 70% of our total assets. We monitor the status of these assets on an ongoing basis.",,,,,,,,,,,,,
801,(23),"NCP Finance Limited Partnership, NCP Finance Ohio, LLC and certain affiliates thereof, are joint borrowers on our subordinated secured investment.",,,,,,,,,,,,,
802,(24),"On May 6, 2011, we made a secured first lien $24,250 debt investment to NMMB Acquisition, Inc., a $2,800 secured debt and $4,400 equity investment to NMMB Holdings, Inc. We own 100% of the Series A Preferred Stock in NMMB Holdings, Inc. NMMB Holdings, Inc. owns 100% of the Convertible Preferred in NMMB Acquisition, Inc. NMMB Acquisition, Inc. has a 5.8% dividend rate which is paid to NMMB Holdings, Inc. Our fully diluted ownership in NMMB Holdings, Inc. is 100% as of September 30, 2013 and June 30, 2013. Our fully diluted ownership in NMMB Acquisition, Inc. is 83.5% as of September 30, 2013 and June 30, 2013.",,,,,,,,,,,,,
803,(25),"Undrawn committed revolvers incur commitment and unused fees ranging from 0.50% to 2.00%. As of September 30, 2013 and June 30, 2013, we had $206,684 and $202,518 of undrawn revolver commitments to our portfolio companies, respectively.",,,,,,,,,,,,,
804,(26),"Stated interest rates are based on September 30, 2013 and June 30, 2013 one month or three month Libor rates plus applicable spreads based on the respective credit agreements. Interest rates are subject to change based on actual elections by the borrower for a Libor rate contract or Base Rate contract when drawing on the revolver.",,,,,,,,,,,,,
805,(28),"Progrexion Marketing, Inc., Progrexion Teleservices, Inc., Progrexion ASG, Inc. Progrexion IP, Inc. and Efolks, LLC, are joint borrowers on our senior secured investment. Progrexion Holdings, Inc. and eFolks Holdings, Inc. are the guarantors of this debt investment.",,,,,,,,,,,,,
806,(29),"Our wholly-owned entity, First Tower Holdings of Delaware, LLC, owns 80.1% of First Tower Holdings LLC, which owns 100% of First Tower, LLC, the operating company.",,,,,,,,,,,,,
807,(30),"Southern Management Corporation, Thaxton Investment Corporation, Southern Finance of Tennessee, Inc., Covington Credit of Texas, Inc., Covington Credit, Inc., Covington Credit of Alabama, Inc., Covington Credit of Georgia, Inc., Southern Finance of South Carolina, Inc. and Quick Credit Corporation, are joint borrowers on our senior secured investment. SouthernCo, Inc. is the guarantor of this debt investment.",,,,,,,,,,,,,
808,(31),"We own 2.8% (13,220 shares) of the Mineral Fusion Natural, LLC, a subsidiary of Caleel + Hayden, common and preferred interest.",,,,,,,,,,,,,
809,(32),"Our wholly-owned entity, APH Property Holdings, LLC, owns 100% of the common equity of American Property Holdings Corp., a REIT which holds investments in several real estate properties.",,,,,,,,,,,,,
810,(33),"Our wholly-owned entity, CCPI Holdings Inc., owns 95.13% of CCPI Inc., the operating company.",,,,,,,,,,,,,
811,(34),"Our wholly-owned entity, Credit Central Holdings of Delaware, LLC, owns 74.8% of Credit Central Holdings, LLC, which owns 100% of each of Credit Central, LLC, Credit Central South, LLC, Credit Central of Texas, LLC, and Credit Central of Tennessee, LLC, the operating companies.",,,,,,,,,,,,,
812,(35),"Our wholly-owned entity, Valley Electric Holdings I, Inc. (“HoldCo”), owns 100% of Valley Electric Holdings II, Inc. (“Valley II”). Valley II owns 96.3% of Valley Electric Co. of Mt. Vernon, Inc. (“OpCo”), the operating company. Our debt investments are with both HoldCo and OpCo.",,,,,,,,,,,,,
813,(36),"Our wholly-owned entity, Nationwide Acceptance Holdings, LLC, owns 93.8% of Nationwide Acceptance LLC, the operating company.",,,,,,,,,,,,,
814,(37),"On April 15, 2013, assets previously held by H&M were assigned to Wolf in exchange for a $66,000 term loan secured by the assets. The cost basis in this loan of $44,632 was determined in accordance with ASC 310-40,  Troubled Debt Restructurings by Creditors  , and was equal to the fair value of assets at the time of transfer resulting in a capital loss of $19,647 in connection with the foreclosure on the assets. On May 17, 2013, Wolf sold the assets located in Martin County, which were previously held by H&M, for $66,000. Proceeds from the sale were primarily used to repay the loan and net profits interest receivable due to us resulting in a realized capital gain of $11,826. We received $3,960 of structuring and advisory fees from Wolf during the year ended June 30, 2013 related to the sale and $991 under the net profits interest agreement which was recognized as other income during the fiscal year ended June 30, 2013.",,,,,,,,,,,,,
815,(38),"Our wholly-owned entity, CP Holdings of Delaware LLC, owns 82.9% of CP Energy Services Inc., which owns 100% of CP Well Testing Holding Company, LLC and 100% of Fluid Management Holdings, Inc., the operating companies.",,,,,,,,,,,,,
816,(39),"Wind River Resources Corporation and Wind River II Corporation (collectively, “Wind River”)  are joint borrowers on our senior secured loan.",,,,,,,,,,,,,
