,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
336,"Hotels, Restaurants & Leisure",23501,-,-,7.18% (1ML+ 7.00%),-,-,-,12500,-,6973,-,6662,-,-,23501.0,(3)(8)(10),-,%,(3)(8)(10),,,,
337,Household Products,24437,-,-,7.18% (1ML+ 7.00%),-,-,-,12500,-,6973,-,6662,-,-,24437.0,(3)(8)(10),-,%,(3)(8)(10),,,,
338,Household Durables,-,-,-,7.18% (1ML+ 7.00%),9924,-,3990,12500,-,6973,-,6662,2001,-,15915.0,(3)(8)(10),-,%,(3)(8)(10),,,,
339,Insurance,-,-,-,7.18% (1ML+ 7.00%),12796,-,-,12500,-,6973,-,6662,-,-,12796.0,(3)(8)(10),-,%,(3)(8)(10),,,,
340,Interactive Media & Services,200728,-,-,7.18% (1ML+ 7.00%),-,-,-,12500,-,6973,-,6662,-,-,200728.0,(3)(8)(10),-,%,(3)(8)(10),,,,
341,Internet & Direct Marketing Retail,15706,-,-,7.18% (1ML+ 7.00%),-,-,-,12500,-,6973,-,6662,-,-,15706.0,(3)(8)(10),-,%,(3)(8)(10),,,,
342,IT Services,117574,-,-,7.18% (1ML+ 7.00%),85711,-,-,12500,-,6973,-,6662,-,-,203285.0,(3)(8)(10),-,%,(3)(8)(10),,,,
343,Leisure Products,24518,-,-,7.18% (1ML+ 7.00%),-,-,-,12500,-,6973,-,6662,1,-,24519.0,(3)(8)(10),-,%,(3)(8)(10),,,,
344,Machinery,48745,-,-,7.18% (1ML+ 7.00%),-,-,-,12500,-,6973,-,6662,-,-,48745.0,(3)(8)(10),-,%,(3)(8)(10),,,,
345,Media,64630,-,-,7.18% (1ML+ 7.00%),35000,-,-,12500,-,6973,-,6662,-,-,99630.0,(3)(8)(10),-,%,(3)(8)(10),,,,
346,Paper & Forest Products,4393,-,-,7.18% (1ML+ 7.00%),11395,-,-,12500,-,6973,-,6662,-,-,15788.0,(3)(8)(10),-,%,(3)(8)(10),,,,
347,Professional Services,28910,-,-,7.18% (1ML+ 7.00%),75254,-,-,12500,-,6973,-,6662,-,-,104164.0,(3)(8)(10),-,%,(3)(8)(10),,,,
348,Real Estate Management & Development,31747,-,-,7.18% (1ML+ 7.00%),-,-,-,12500,-,6973,-,6662,-,-,31747.0,(3)(8)(10),-,%,(3)(8)(10),,,,
349,Software,8425,-,-,7.18% (1ML+ 7.00%),66783,-,-,12500,-,6973,-,6662,-,-,75208.0,(3)(8)(10),-,%,(3)(8)(10),,,,
350,"Technology Hardware, Storage & Peripherals",-,-,-,7.18% (1ML+ 7.00%),12415,-,-,12500,-,6973,-,6662,-,-,12415.0,(3)(8)(10),-,%,(3)(8)(10),,,,
351,"Textiles, Apparel & Luxury Goods",166307,-,-,7.18% (1ML+ 7.00%),36762,-,-,12500,-,6973,-,6662,-,-,203069.0,(3)(8)(10),-,%,(3)(8)(10),,,,
352,Transportation Infrastructure,-,-,-,7.18% (1ML+ 7.00%),27662,-,-,12500,-,6973,-,6662,-,-,27662.0,(3)(8)(10),-,%,(3)(8)(10),,,,
353,Structured Finance (A),-,-,-,7.18% (1ML+ 7.00%),-,-,-,12500,1089079,6973,-,6662,-,-,1089079.0,(3)(8)(10),-,%,(3)(8)(10),,,,
354,Personal Products,-,59907,-,7.18% (1ML+ 7.00%),-,-,-,-,1089079,6973,-,6662,-,-,1089079.0,(3)(8)(10),-,%,(3)(8)(10),-,59907.0,2.0,%
355,Trading Companies & Distributors,26599,59907,-,7.18% (1ML+ 7.00%),-,-,-,-,-,6973,-,6662,-,-,26599.0,(3)(8)(10),0.9,%,(3)(8)(10),,,,
356,Structured Finance (A),79200,59907,-,7.18% (1ML+ 7.00%),-,-,-,-,-,6973,-,6662,-,-,79200.0,(3)(8)(10),2.6,%,(3)(8)(10),,,,
357,Fair Value % of Net Assets,38.2,%,-,%,12.7,%,-,%,-,%,-,%,23.0,%,73.9,%,2.6,%,(3)(8)(10),,,,
358,Diversified Consumer Services,38.2,-,-,%,1981,%,-,107412,-,%,-,%,23.0,-,73.9,%,51079,%,(3)(8)(10),5857,166329.0,5.4,%
359,"Textiles, Apparel & Luxury Goods",-,-,-,%,-,%,-,107412,-,%,-,%,21208,-,21208.0,%,0.7,%,(3)(8)(10),,,,
360,Fair Value % of Net Assets,-,%,0.1,%,3.4,%,-,%,-,%,1.7,%,0.9,%,6.1,%,0.7,%,(3)(8)(10),,,,
361,Air Freight & Logistics,-,-,0.1,%,-,%,-,10755,-,%,-,%,0.9,-,6.1,%,-,%,(3)(8)(10),-,10755.0,0.4,%
362,Auto Components,1373,-,-,%,23494,%,-,10755,-,%,-,%,-,-,24867.0,%,0.8,%,(3)(8)(10),,,,
363,Chemicals,31891,-,-,%,-,%,-,10755,-,%,-,%,-,-,31891.0,%,1.0,%,(3)(8)(10),,,,
364,Commercial Services & Supplies,43409,-,-,%,172405,%,-,10755,-,%,-,%,9233,-,225047.0,%,7.4,%,(3)(8)(10),,,,
365,Communications Equipment,8671,-,-,%,42166,%,-,10755,-,%,-,%,-,-,50837.0,%,1.7,%,(3)(8)(10),,,,
366,Consumer Finance,24338,-,-,%,-,%,-,10755,-,%,-,%,-,-,24338.0,%,0.8,%,(3)(8)(10),,,,
367,Distributors,168965,-,-,%,6966,%,-,10755,-,%,-,%,-,-,175931.0,%,5.8,%,(3)(8)(10),,,,
368,Diversified Financial Services,30165,-,-,%,-,%,-,10755,-,%,-,%,-,-,30165.0,%,1.0,%,(3)(8)(10),,,,
369,Diversified Telecommunication Services,17403,-,-,%,37908,%,-,10755,-,%,-,%,-,-,55311.0,%,1.8,%,(3)(8)(10),,,,
370,Entertainment,49017,-,-,%,-,%,-,10755,-,%,-,%,-,-,49017.0,%,1.6,%,(3)(8)(10),,,,
371,Food Products,-,-,-,%,25000,%,-,10755,-,%,-,%,-,-,25000.0,%,0.8,%,(3)(8)(10),,,,
372,Health Care Equipment & Supplies,-,-,-,%,5606,%,-,10755,-,%,-,%,-,-,5606.0,%,0.2,%,(3)(8)(10),,,,
373,Health Care Providers & Services,151824,-,-,%,112821,%,-,10755,-,%,-,%,-,-,264645.0,%,8.7,%,(3)(8)(10),,,,
374,"Hotels, Restaurants & Leisure",21008,-,-,%,-,%,-,10755,-,%,-,%,-,-,21008.0,%,0.7,%,(3)(8)(10),,,,
375,Household Products,24362,-,-,%,-,%,-,10755,-,%,-,%,-,-,24362.0,%,0.8,%,(3)(8)(10),,,,
376,Household Durables,-,-,-,%,8223,%,3990,10755,-,%,-,%,3853,-,16066.0,%,0.5,%,(3)(8)(10),,,,
377,Insurance,-,-,-,%,12744,%,-,10755,-,%,-,%,-,-,12744.0,%,0.4,%,(3)(8)(10),,,,
378,Interactive Media & Services,200728,-,-,%,-,%,-,10755,-,%,-,%,-,-,200728.0,%,6.6,%,(3)(8)(10),,,,
379,Internet & Direct Marketing Retail,16440,-,-,%,-,%,-,10755,-,%,-,%,-,-,16440.0,%,0.5,%,(3)(8)(10),,,,
380,IT Services,118311,-,-,%,85750,%,-,10755,-,%,-,%,-,-,204061.0,%,6.7,%,(3)(8)(10),,,,
381,Leisure Products,24319,-,-,%,-,%,-,10755,-,%,-,%,-,-,24319.0,%,0.8,%,(3)(8)(10),,,,
382,Machinery,48655,-,-,%,-,%,-,10755,-,%,-,%,-,-,48655.0,%,1.6,%,(3)(8)(10),,,,
383,Media,64170,-,-,%,2754,%,-,10755,-,%,-,%,-,-,66924.0,%,2.2,%,(3)(8)(10),,,,
384,Paper & Forest Products,4393,-,-,%,11395,%,-,10755,-,%,-,%,-,-,15788.0,%,0.5,%,(3)(8)(10),,,,
385,Professional Services,29275,-,-,%,77267,%,-,10755,-,%,-,%,-,-,106542.0,%,3.5,%,(3)(8)(10),,,,
386,Real Estate Management & Development,31747,-,-,%,-,%,-,10755,-,%,-,%,-,-,31747.0,%,1.0,%,(3)(8)(10),,,,
387,Software,8425,-,-,%,65320,%,-,10755,-,%,-,%,-,-,73745.0,%,2.4,%,(3)(8)(10),,,,
388,"Technology Hardware, Storage & Peripherals",-,-,-,%,12318,%,-,10755,-,%,-,%,-,-,12318.0,%,0.4,%,(3)(8)(10),,,,
389,"Textiles, Apparel & Luxury Goods",164656,-,-,%,35363,%,-,10755,-,%,-,%,-,-,200019.0,%,6.5,%,(3)(8)(10),,,,
390,Transportation Infrastructure,-,-,-,%,27662,%,-,10755,-,%,-,%,-,-,27662.0,%,0.9,%,(3)(8)(10),,,,
391,Structured Finance (A),-,-,-,%,-,%,-,10755,708961,%,-,%,-,-,708961.0,%,23.2,%,(3)(8)(10),,,,
392,Fair Value % of Net Assets,42.0,%,-,%,25.5,%,0.1,%,23.2,%,-,%,0.4,%,91.2,%,23.2,%,(3)(8)(10),,,,
393,Fair Value % of Net Assets,80.2,%,0.1,%,41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(3)(8)(10),,,,
394,Aerospace & Defense,80.2,54841,0.1,%,-,%,0.1,-,23.2,%,-,%,24.3,-,171.2,%,22738,%,(3)(8)(10),77579.0,,,
395,Commercial Services & Supplies,126505,54841,-,%,-,%,-,-,6915,%,6849,%,140269,-,171.2,%,22738,%,(3)(8)(10),,,,
396,Construction & Engineering,43731,54841,-,%,-,%,-,-,-,%,26204,%,69935,-,171.2,%,22738,%,(3)(8)(10),,,,
397,Consumer Finance,-,54841,348606,%,-,%,-,-,-,%,116839,%,465445,-,171.2,%,22738,%,(3)(8)(10),,,,
398,Energy Equipment & Services,69447,54841,-,%,-,%,-,-,-,%,192216,%,261663,-,171.2,%,22738,%,(3)(8)(10),,,,
399,Equity Real Estate Investment Trusts (REITs),433553,54841,-,%,-,%,-,-,-,%,62887,%,496440,-,171.2,%,22738,%,(3)(8)(10),,,,
400,Health Care Providers & Services,248872,54841,-,%,-,%,-,-,-,%,1,%,248873,-,171.2,%,22738,%,(3)(8)(10),,,,
401,Machinery,-,54841,28622,%,-,%,-,-,-,%,6866,%,35488,-,171.2,%,22738,%,(3)(8)(10),,,,
402,Media,3114,54841,-,%,-,%,-,-,-,%,12869,%,15983,-,171.2,%,22738,%,(3)(8)(10),,,,
403,Online Lending,172000,54841,-,%,-,%,-,-,-,%,100949,%,272949,-,171.2,%,22738,%,(3)(8)(10),,,,
404,Personal Products,212969,54841,-,%,-,%,-,-,-,%,25000,%,237969,-,171.2,%,22738,%,(3)(8)(10),,,,
405,Trading Companies & Distributors,63213,54841,-,%,-,%,-,-,-,%,-,%,63213,-,171.2,%,22738,%,(3)(8)(10),,,,
406,Distributors,63213,-,-,%,127091,%,-,-,-,%,-,%,63213,-,171.2,%,-,%,(3)(8)(10),127091.0,,,
407,Diversified Consumer Services,-,-,8159,%,-,%,-,-,32018,%,6577,%,46754,-,171.2,%,-,%,(3)(8)(10),,,,
408,"Textiles, Apparel & Luxury Goods",-,-,-,%,-,%,-,-,-,%,3771,%,3771,-,171.2,%,-,%,(3)(8)(10),,,,
409,Air Freight & Logistics,-,-,-,%,12500,%,-,-,-,%,-,%,3771,-,171.2,%,-,%,(3)(8)(10),12500.0,,,
410,Auto Components,-,-,25450,%,-,%,-,-,-,%,-,%,25450,-,171.2,%,-,%,(3)(8)(10),,,,
411,Building Products,-,-,19842,%,-,%,-,-,-,%,-,%,19842,-,171.2,%,-,%,(3)(8)(10),,,,
412,Capital Markets,-,-,25084,%,-,%,-,-,-,%,-,%,25084,-,171.2,%,-,%,(3)(8)(10),,,,
413,Chemicals,-,-,-,%,-,%,-,-,-,%,-,%,-,-,171.2,%,-,%,(3)(8)(10),,,,
414,Commercial Services & Supplies,60513,-,175674,%,-,%,-,-,-,%,-,%,236187,-,171.2,%,-,%,(3)(8)(10),,,,
415,Communications Equipment,-,-,50503,%,-,%,-,-,-,%,-,%,50503,-,171.2,%,-,%,(3)(8)(10),,,,
416,Consumer Finance,22333,-,-,%,-,%,-,-,-,%,-,%,22333,-,171.2,%,-,%,(3)(8)(10),,,,
417,Distributors,172815,-,-,%,-,%,-,-,-,%,-,%,172815,-,171.2,%,-,%,(3)(8)(10),,,,
418,Diversified Consumer Services,-,-,100091,%,-,%,-,-,-,%,-,%,100091,-,171.2,%,-,%,(3)(8)(10),,,,
419,Diversified Telecommunication Services,9923,-,26311,%,-,%,-,-,-,%,-,%,36234,-,171.2,%,-,%,(3)(8)(10),,,,
420,"Electronic Equipment, Instruments & Components",-,-,-,%,-,%,-,-,-,%,-,%,-,-,171.2,%,-,%,(3)(8)(10),,,,
421,Energy Equipment & Services,-,-,-,%,-,%,-,-,-,%,-,%,-,-,171.2,%,-,%,(3)(8)(10),,,,
422,Entertainment,16128,-,20093,%,-,%,-,-,-,%,-,%,36221,-,171.2,%,-,%,(3)(8)(10),,,,
423,Food Products,-,-,34729,%,-,%,-,-,-,%,-,%,34729,-,171.2,%,-,%,(3)(8)(10),,,,
424,Health Care Equipment & Supplies,33673,-,7469,%,-,%,-,-,-,%,-,%,41142,-,171.2,%,-,%,(3)(8)(10),,,,
425,Health Care Providers & Services,125265,-,96284,%,-,%,-,-,-,%,-,%,221549,-,171.2,%,-,%,(3)(8)(10),,,,
426,"Hotels, Restaurants & Leisure",27252,-,7485,%,-,%,-,-,-,%,-,%,34737,-,171.2,%,-,%,(3)(8)(10),,,,
427,Household Durables,15888,-,13403,%,-,%,-,-,-,%,-,%,29291,-,171.2,%,-,%,(3)(8)(10),,,,
428,Household Products,24688,-,-,%,-,%,-,-,-,%,-,%,24688,-,171.2,%,-,%,(3)(8)(10),,,,
429,Insurance,-,-,12988,%,-,%,-,-,-,%,-,%,12988,-,171.2,%,-,%,(3)(8)(10),,,,
430,Interactive Media & Services,37861,-,-,%,-,%,-,-,-,%,-,%,37861,-,171.2,%,-,%,(3)(8)(10),,,,
431,IT Services,270714,-,35382,%,-,%,-,-,-,%,-,%,306096,-,171.2,%,-,%,(3)(8)(10),,,,
432,Leisure Products,32868,-,-,%,-,%,-,-,-,%,1,%,32869,-,171.2,%,-,%,(3)(8)(10),,,,
433,Media,87379,-,35000,%,-,%,-,-,-,%,-,%,122379,-,171.2,%,-,%,(3)(8)(10),,,,
434,Online Lending,-,-,-,%,-,%,-,-,-,%,-,%,-,-,171.2,%,-,%,(3)(8)(10),,,,
435,Paper & Forest Products,-,-,11361,%,-,%,-,-,-,%,-,%,11361,-,171.2,%,-,%,(3)(8)(10),,,,
436,Professional Services,118403,-,69695,%,-,%,-,-,-,%,-,%,188098,-,171.2,%,-,%,(3)(8)(10),,,,
437,Real Estate Management & Development,38852,-,-,%,-,%,-,-,-,%,-,%,38852,-,171.2,%,-,%,(3)(8)(10),,,,
438,Software,-,-,64723,%,-,%,-,-,-,%,-,%,64723,-,171.2,%,-,%,(3)(8)(10),,,,
439,"Technology Hardware, Storage & Peripherals",-,-,12400,%,-,%,-,-,-,%,-,%,12400,-,171.2,%,-,%,(3)(8)(10),,,,
440,"Textiles, Apparel & Luxury Goods",190678,-,36657,%,-,%,-,-,-,%,-,%,227335,-,171.2,%,-,%,(3)(8)(10),,,,
441,Tobacco,-,-,14419,%,-,%,-,-,-,%,-,%,14419,-,171.2,%,-,%,(3)(8)(10),,,,
442,Transportation Infrastructure,-,-,27578,%,-,%,-,-,-,%,-,%,27578,-,171.2,%,-,%,(3)(8)(10),,,,
443,Structured Finance (A),-,-,-,%,44774,%,1103751,-,-,%,-,%,1148525,-,171.2,%,-,%,(3)(8)(10),,,,
444,Household Products,24688,-,-,%,-,%,-,-,-,%,-,%,24688,-,0.7,%,-,%,(3)(8)(10),,,,
445,Insurance,-,-,12988,%,-,%,-,-,-,%,-,%,12988,-,0.4,%,-,%,(3)(8)(10),,,,
446,Interactive Media & Services,37861,-,-,%,-,%,-,-,-,%,-,%,37861,-,1.1,%,-,%,(3)(8)(10),,,,
447,IT Services,269657,-,35703,%,-,%,-,-,-,%,-,%,305360,-,9.2,%,-,%,(3)(8)(10),,,,
448,Leisure Products,32868,-,-,%,-,%,-,-,-,%,-,%,32868,-,1.0,%,-,%,(3)(8)(10),,,,
449,Media,86704,-,30580,%,-,%,-,-,-,%,-,%,117284,-,3.5,%,-,%,(3)(8)(10),,,,
450,Online Lending,-,-,-,%,-,%,-,-,-,%,-,%,-,-,-,%,-,%,(3)(8)(10),,,,
451,Paper & Forest Products,-,-,11500,%,-,%,-,-,-,%,-,%,11500,-,0.3,%,-,%,(3)(8)(10),,,,
452,Pharmaceuticals,-,-,-,%,-,%,-,-,-,%,-,%,-,-,-,%,-,%,(3)(8)(10),,,,
453,Professional Services,118813,-,71365,%,-,%,-,-,-,%,-,%,190178,-,5.8,%,-,%,(3)(8)(10),,,,
454,Real Estate Management & Development,38852,-,-,%,-,%,-,-,-,%,-,%,38852,-,1.2,%,-,%,(3)(8)(10),,,,
455,Software,-,-,64729,%,-,%,-,-,-,%,-,%,64729,-,2.0,%,-,%,(3)(8)(10),,,,
456,"Technology Hardware, Storage & Peripherals",-,-,12400,%,-,%,-,-,-,%,-,%,12400,-,0.4,%,-,%,(3)(8)(10),,,,
457,"Textiles, Apparel & Luxury Goods",189725,-,36657,%,-,%,-,-,-,%,-,%,226382,-,6.8,%,-,%,(3)(8)(10),,,,
458,Tobacco,-,-,14500,%,-,%,-,-,-,%,-,%,14500,-,0.4,%,-,%,(3)(8)(10),,,,
459,Transportation Infrastructure,-,-,28104,%,-,%,-,-,-,%,-,%,28104,-,0.9,%,-,%,(3)(8)(10),,,,
460,Structured Finance (A),-,-,-,%,46851,%,850694,-,-,%,-,%,897545,-,27.1,%,-,%,(3)(8)(10),,,,
461,Fair Value % of Net Assets,38.4,%,28.1,%,1.4,%,25.7,%,-,%,0.1,%,93.8,%,27.1,%,-,%,(3)(8)(10),,,,
462,Fair Value % of Net Assets,74.9,%,40.5,%,1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
463,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,%,1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
464,"CP Energy - Spartan Energy Services, LLC Term Loan B",16.44%,-%,16.44%,%,1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
465,Credit Central Loan Company,6.53%,3.47%,10.00%,%,1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
466,"Echelon Transportation, LLC",2.25%,-%,2.25%,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
467,"Echelon Transportation, LLC",1.00%,-%,1.00%,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
468,"Edmentum Ultimate Holdings, LLC - Revolver",5.00%,-%,5.00%,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
469,"Edmentum Ultimate Holdings, LLC - Senior PIK Note",8.50%,-%,8.50%,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
470,First Tower Finance Company LLC,7.48%,3.02%,10.50%,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
471,"Interdent, Inc - Senior Secured Term Loan B",16.00%,-%,16.00%,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
472,"MITY, Inc.",10.00%,-%,10.00%,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
473,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.00%,5.00%,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
474,National Property REIT Corp. - Senior Secured Term Loan B,-%,5.50%,5.50%,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
475,Nationwide Loan Company LLC,10.00%,-%,10.00%,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
476,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
477,"Valley Electric Company, Inc.",5.00%,5.00%,10.00%,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
478,Venio LLC,10.10%,-%,10.10%,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
479,"Interdent, Inc.",Senior Secured Term Loan D,"2/3/2020, 4/6/2020",4350,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
480,"Janus International Group, LLC",Second Lien Term Loan,"8/3/2018, 8/9/2018, 8/20/2018, 9/6/2018",9915,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
481,JD Power and Associates,Second Lien Term Loan,"8/10/2017, 8/31/2018, 3/11/2019, 4/10/2019",15239,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
482,Jefferson Mill CLO Ltd.,Subordinated Structured Note,9/21/2018,2047,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
483,"K&N Parent, Inc.",Second Lien Term Loan,"8/14/2018, 9/5/2018, 9/7/2018, 9/10/2018, 9/24/2018",12695,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
484,Kickapoo Ranch Pet Resort,Membership Interest,"10/21/2019, 12/4/2019",28,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
485,LCM XIV Ltd.,Subordinated Structured Note,"9/25/2015, 5/18/2018",9422,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
486,"Madison Park Funding IX, Ltd.",Subordinated Structured Note,7/1/2015,7320,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
487,"MITY, Inc.",Common Stock,6/23/2014,7200,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
488,"MITY, Inc.",Senior Secured Note A,1/17/2017,8000,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
489,"MITY, Inc.",Senior Secured Note B,"1/17/2017, 6/3/2019",11000,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
490,"MRP Holdco, Inc.",Senior Secured Term Loan A,12/7/2018,12000,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
491,"MRP Holdco, Inc.",Senior Secured Term Loan B,12/7/2018,12000,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
492,Nationwide Loan Company LLC,Class A Units,"3/28/2014, 6/18/2014, 9/30/2014, 6/29/2015, 3/31/2016, 8/31/2016, 5/31/2017, 10/31/2017",20469,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
493,Nationwide Loan Company LLC,Senior Subordinated Term Loan to Nationwide Acceptance LLC,"12/28/2015, 8/31/2016",1999,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
494,National Property REIT Corp.,Senior Secured Term Loan A,"4/3/2020, 5/15/2020, 6/10/2020",19309,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
495,National Property REIT Corp.,Senior Secured Term Loan C,"10/23/2019, 1/23/2020, 3/31/2020, 4/8/2020",79200,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
496,"NMMB, Inc.",Senior Secured Term Loan,12/30/2019,15100,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
497,"NMMB, Inc.",Series A and B Preferred Stock,"12/13/2013, 10/1/2014",8469,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
498,"Octagon Investment Partners XV, Ltd.",Subordinated Structured Note,"4/27/2015, 8/3/2015, 6/27/2017",10516,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
499,Octagon Investment Partners 18-R Ltd.,Subordinated Structured Note,3/23/2018,8908,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
500,Pacific World Corporation,Revolving Line of Credit,"10/21/2014, 12/19/2014, 4/7/2015, 4/22/2015, 8/12/2016, 10/18/2016, 2/7/2017, 2/21/2017, 4/26/2017, 10/11/2017, 10/17/2017, 1/16/2018, 12/27/2018, 3/15/2019, 7/2/2019, 8/15/2019",36825,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
501,Pacific World Corporation,Convertible Preferred Equity,"4/3/2019, 4/29/2019, 6/3/2019, 10/4/2019, 11/12/2019, 12/20/2019, 1/7/2020, 3/5/2020",20100,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
502,"PeopleConnect Holdings, LLC",Revolving Line of Credit,1/31/2020,1115,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
503,"PeopleConnect Intermediate, LLC",Revolving Line of Credit,12/18/2017,500,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
504,"PeopleConnect Intermediate, LLC",Senior Secured Term Loan A,8/11/2015,6500,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
505,"PeopleConnect Intermediate, LLC",Senior Secured Term Loan B,8/11/2015,6500,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
506,"PG Dental Holdings New Jersey, LLC",Delayed Draw Term Loan,"8/26/2019, 4/3/2020",2500,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
507,"PG Dental Holdings New Jersey, LLC",Senior Secured Term Loan,5/31/2019,20,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
508,"PGX Holdings, Inc.",Second Lien Term Loan,"12/23/2016, 12/28/2016",15034,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
509,"RGIS Services, LLC",Senior Secured Term Loan,"7/19/2017, 8/2/2017, 8/9/2017, 8/16/2017, 9/11/2017, 4/10/2019, 5/1/2019",19293,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
510,Romark WM-R Ltd.,Subordinated Structured Note,3/29/2018,5125,(A),1.4,%,25.7,%,1.0,%,27.5,%,171.0,%,27.1,%,-,%,(3)(8)(10),,,,
