0,1,2,3,4,5,6,7,8,9,10,11
"Senior Secured Term Loan (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2017)(3)",37031,"Revolving Line of Credit - $5,000 Commitment (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2014)(25)",37031,37031,37031,37031,1.4%,1.4%,0,0,0
LCM XIV Ltd.(22),Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),26500,37031,25838,37031,25838,0,1.0%,0,0
LCM XIV Ltd.(22),Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),26500,25838,25838,25838,25838,1.0%,0,0,0
LHC Holdings Corp.,Florida / Healthcare,"Revolving Line of Credit - $750 Commitment (8.50% (LIBOR + 6.00% with 2.50% LIBOR floor), due 5/31/2015)(4)(25)(26)",-,25838,-,25838,-,0,-%,0,0
Common Stock (125 shares),2865,216,2865,3081,2865,3110,0.1%,0.1%,0,0,0
"Madison Park  Funding IX, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),31110,3081,26401,3110,26596,0,1.0%,0,0
"Madison Park  Funding IX, Ltd.(22)",Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),31110,26401,26401,26596,26596,1.0%,0,0,0
"Material Handling Services, LLC(4)",Ohio /  Business Services,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 7/5/2017)(3)",27580,26401,27580,26596,27199,0,1.0%,0,0
"Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)",37959,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 7/5/2017)(3)",37959,65539,37035,64234,1.4%,2.4%,0,0,0
"Maverick Healthcare Equity, LLC",Arizona / Healthcare,"Preferred Units (1,250,000 units)",37959,1252,37035,780,1.4%,-%,0,0,0
"Class A Common Units (1,250,000 units)",Arizona / Healthcare,-,37959,1252,37035,780,1.4%,-%,0,0,0
"Medical Security Card Company, LLC(4)",Arizona / Healthcare,"Revolving Line of Credit - $1,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 2/1/2016)(25)",-,1252,-,780,-,0,-%,0,0
"First Lien Term Loan (11.25% (LIBOR + 8.75% with 2.50% LIBOR floor), due 2/1/2016)(3)",13427,"Revolving Line of Credit - $1,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 2/1/2016)(25)",13427,13427,13427,13427,0.5%,0.5%,0,0,0
Mountain View CLO 2013-I Ltd.(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),43650,13427,44235,13427,43192,0,1.6%,0,0
Mountain View CLO 2013-I Ltd.(22),Cayman Islands / Diversified Financial Services,Subordinated Notes (Residual Interest),43650,44235,44235,43192,43192,1.6%,0,0,0
"National Bankruptcy Services, LLC(3)(4)",Texas /  Diversified Financial Services,"Senior Subordinated Term Loan (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 1.50% PIK, due 7/17/2017)",18683,44235,18683,43192,16883,0,0.6%,0,0
"National Bankruptcy Services, LLC(3)(4)",Texas /  Diversified Financial Services,"Senior Subordinated Term Loan (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 1.50% PIK, due 7/17/2017)",18683,18683,18683,16883,16883,0.6%,0,0,0
"Naylor, LLC(4)",Florida / Media,"Revolving Line of Credit - $2,500 Commitment (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)(25)",Principal Value,-,Fair  Value(2),% of Net Assets,-,0,0,-,-%
"Senior Secured Term Loan (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)(3)",46170,"Revolving Line of Credit - $2,500 Commitment (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)(25)",46170,46170,46170,46170,1.7%,1.7%,0,0,0
"New Century Transportation, Inc.",New Jersey / Transportation,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 3.00% PIK, due 2/3/2018)(3)(4)",45120,46170,45120,46170,44166,0,1.7%,0,0
"New Century Transportation, Inc.",New Jersey / Transportation,"Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 3.00% PIK, due 2/3/2018)(3)(4)",45120,45120,45120,44166,44166,1.7%,0,0,0
"New Star Metals, Inc.",Indiana /  Metal Services & Minerals,"Senior Subordinated Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor) plus 1.00% PIK, due 2/2/2018)(4)",50274,45120,50274,44166,50274,0,1.9%,0,0
"New Star Metals, Inc.",Indiana /  Metal Services & Minerals,"Senior Subordinated Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor) plus 1.00% PIK, due 2/2/2018)(4)",50274,50274,50274,50274,50274,1.9%,0,0,0
"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)(16)",15509,50274,15252,50274,14992,0,0.6%,0,0
"Nixon, Inc.",California / Durable Consumer Products,"Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)(16)",15509,15252,15252,14992,14992,0.6%,0,0,0
"NRG Manufacturing, Inc.",Texas / Manufacturing,Escrow Receivable,15509,-,15252,3618,14992,0.1%,0,0,0
"NRG Manufacturing, Inc.",Texas / Manufacturing,Escrow Receivable,15509,-,15252,3618,14992,0.1%,0,0,0
"Octagon Investment Partners XV, Ltd.(22)",Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),26901,-,26919,3618,25515,0,1.0%,0,0
"Octagon Investment Partners XV, Ltd.(22)",Cayman Islands / Diversified Financial Services,Income Notes (Residual Interest),26901,26919,26919,25515,25515,1.0%,0,0,0
"Pegasus Business Intelligence, LP(4)",Texas /  Diversified Financial Services,"Revolving Line of Credit - $2,500 Commitment (9.00% (LIBOR + 7.75% with 1.25% LIBOR floor), due 4/18/2014)(25)",-,26919,-,25515,-,0,-%,0,0
"Senior Secured Term Loan B (13.75% (LIBOR + 12.50% with 1.25% LIBOR floor), due 4/18/2018)",15938,"Revolving Line of Credit - $2,500 Commitment (9.00% (LIBOR + 7.75% with 1.25% LIBOR floor), due 4/18/2014)(25)",15938,31876,15938,31876,0.6%,1.2%,0,0,0
"Pelican Products, Inc.(16)",California / Durable Consumer Products,"Second Lien Term Loan (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 6/14/2019)(3)(4)",15000,31876,14729,31876,15000,0,0.6%,0,0
"Pelican Products, Inc.(16)",California / Durable Consumer Products,"Second Lien Term Loan (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 6/14/2019)(3)(4)",15000,14729,14729,15000,15000,0.6%,0,0,0
"The Petroleum Place, Inc.",Colorado / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 5/20/2019)(4)",22000,14729,21690,15000,22000,0,0.8%,0,0
"The Petroleum Place, Inc.",Colorado / Software & Computer Services,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 5/20/2019)(4)",22000,21690,21690,22000,22000,0.8%,0,0,0
Pinnacle (US) Acquisition Co. Limited(16),Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(4)",10000,21690,9815,22000,10000,0,0.4%,0,0
Pinnacle (US) Acquisition Co. Limited(16),Texas / Software & Computer Services,"Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 8/3/2020)(4)",10000,9815,9815,10000,10000,0.4%,0,0,0
"Pre-Paid Legal Services, Inc.(16)",Oklahoma / Consumer Services,"Senior Subordinated Term Loan (11.50% (PRIME + 8.25%), due 12/31/2016)(3)(4)",5000,9815,5000,10000,5000,0,0.2%,0,0
"Pre-Paid Legal Services, Inc.(16)",Oklahoma / Consumer Services,"Senior Subordinated Term Loan (11.50% (PRIME + 8.25%), due 12/31/2016)(3)(4)",5000,5000,5000,5000,5000,0.2%,0,0,0
Prince Mineral  Holding Corp.,New York /  Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)",10000,5000,9888,5000,10000,0,0.4%,0,0
Prince Mineral  Holding Corp.,New York /  Metal Services & Minerals,"Senior Secured Term Loan (11.50%, due 12/15/2019)",10000,9888,9888,10000,10000,0.4%,0,0,0
"Progrexion  Holdings, Inc.(4)(28)",Utah /  Consumer Services,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)(3)",241033,9888,241033,10000,241033,0,9.1%,0,0
"Progrexion  Holdings, Inc.(4)(28)",Utah /  Consumer Services,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 9/14/2017)(3)",241033,241033,241033,241033,241033,9.1%,0,0,0
"Rocket  Software, Inc.(3)(4)",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)",Principal Value,20000,Fair  Value(2),% of Net Assets,19719,0,0,20000.0,0.8%
"Rocket  Software, Inc.(3)(4)",Massachusetts / Software & Computer Services,"Second Lien Term Loan (10.25% (LIBOR + 8.75% with 1.50% LIBOR floor), due 2/8/2019)",Principal Value,19719,Fair  Value(2),20000,19719,0.8%,0,0,0
"Royal Adhesives & Sealants, LLC",Indiana /  Chemicals,"Senior Subordinated Unsecured Term Loan (12.00% plus 2.00% PIK, due 11/29/2016)",28364,19719,28364,20000,28648,0,1.1%,0,0
"Royal Adhesives & Sealants, LLC",Indiana /  Chemicals,"Senior Subordinated Unsecured Term Loan (12.00% plus 2.00% PIK, due 11/29/2016)",28364,28364,28364,28648,28648,1.1%,0,0,0
"Ryan, LLC(4)",Texas /  Business Services,"Subordinated Secured Notes (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 3.00% PIK, due 6/30/2018)",70000,28364,70000,28648,70000,0,2.6%,0,0
"Ryan, LLC(4)",Texas /  Business Services,"Subordinated Secured Notes (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 3.00% PIK, due 6/30/2018)",70000,70000,70000,70000,70000,2.6%,0,0,0
"Sandow Media, LLC",Florida / Media,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor) plus 1.50% PIK, due 5/8/2018)(4)",24900,70000,24900,70000,24900,0,0.9%,0,0
"Sandow Media, LLC",Florida / Media,"Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor) plus 1.50% PIK, due 5/8/2018)(4)",24900,24900,24900,24900,24900,0.9%,0,0,0
Seaton Corp.(3)(4),Illinois /  Business Services,"Subordinated Secured (12.50% (LIBOR + 9.00% with 3.50% LIBOR floor) plus 2.00% PIK, due 3/14/2014)",3305,24900,3249,24900,3305,0,0.1%,0,0
"Subordinated Secured (12.50% (LIBOR + 9.00% with 3.50% LIBOR floor) plus 2.00% PIK, due 3/14/2015)",10005,"Subordinated Secured (12.50% (LIBOR + 9.00% with 3.50% LIBOR floor) plus 2.00% PIK, due 3/14/2014)",10005,13254,10005,13310,0.4%,0.5%,0,0,0
SESAC  Holdco II LLC(16),Tennessee / Media,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 7/12/2019)(4)",6000,13254,5914,13310,6000,0,0.2%,0,0
SESAC  Holdco II LLC(16),Tennessee / Media,"Second Lien Term Loan (10.00% (LIBOR + 8.75% with 1.25% LIBOR floor), due 7/12/2019)(4)",6000,5914,5914,6000,6000,0.2%,0,0,0
Skillsoft Public Limited Company(22),Ireland / Software & Computer Services,"Senior Unsecured Notes (11.125%, due 6/1/2018)",15000,5914,14927,6000,15000,0,0.6%,0,0
Skillsoft Public Limited Company(22),Ireland / Software & Computer Services,"Senior Unsecured Notes (11.125%, due 6/1/2018)",15000,14927,14927,15000,15000,0.6%,0,0,0
Snacks Parent Corporation,Minnesota /  Food Products,"Series A Preferred Stock (4,021.45 shares)",15000,56,14927,56,15000,-%,0,0,0
"Warrant (to purchase 31,196.52 shares of Common Stock, expires 11/12/2020)",Minnesota /  Food Products,479,15000,591,14927,596,15000,-%,0,0,0
Southern Management Corporation(22)(30),South Carolina / Consumer Finance,"Second Lien Term Loan (12.00% plus 5.00% PIK, due 5/31/2017)",17565,591,17565,596,18267,0,0.7%,0,0
Southern Management Corporation(22)(30),South Carolina / Consumer Finance,"Second Lien Term Loan (12.00% plus 5.00% PIK, due 5/31/2017)",17565,17565,17565,18267,18267,0.7%,0,0,0
"Spartan Energy Services, Inc.(3)(4)",Louisiana / Energy,"Senior Secured Term Loan (10.50% (LIBOR + 9.00% with 1.50% LIBOR floor), due 12/28/2017)",29625,17565,29625,18267,29625,0,1.1%,0,0
"Spartan Energy Services, Inc.(3)(4)",Louisiana / Energy,"Senior Secured Term Loan (10.50% (LIBOR + 9.00% with 1.50% LIBOR floor), due 12/28/2017)",29625,29625,29625,29625,29625,1.1%,0,0,0
Speedy Group  Holdings Corp.,Canada /  Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(22)",15000,29625,15000,29625,15000,0,0.6%,0,0
Speedy Group  Holdings Corp.,Canada /  Consumer Finance,"Senior Unsecured Notes (12.00%, due 11/15/2017)(22)",15000,15000,15000,15000,15000,0.6%,0,0,0
"Sport Helmets  Holdings, LLC(14)",New York / Personal & Nondurable Consumer Products,Escrow Receivable,15000,-,15000,389,15000,-%,0,0,0
"Sport Helmets  Holdings, LLC(14)",New York / Personal & Nondurable Consumer Products,Escrow Receivable,15000,-,15000,389,15000,-%,0,0,0
"Stauber Performance Ingredients, Inc.(3)(4)",California /  Food Products,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 1/21/2016)",16594,-,16594,389,16594,0,0.6%,0,0
"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 5/21/2017)",10238,"Senior Secured Term Loan (10.50% (LIBOR + 7.50% with 3.00% LIBOR floor), due 1/21/2016)",10238,26832,10238,26832,0.4%,1.0%,0,0,0
"Stryker Energy, LLC",Ohio /  Oil & Gas Production,"Subordinated Secured Revolving Credit Facility - $50,300 Commitment (8.50% (LIBOR + 7.00% with 1.50% LIBOR floor) plus 3.75% PIK, in non-accrual status effective 12/1/2011, due 12/1/2015)(4)(25)",Principal Value,34738,Fair  Value(2),% of Net Assets,32711,0,0,-,-%
Overriding Royalty Interest(18),Ohio /  Oil & Gas Production,-,Principal Value,32711,Fair  Value(2),-,32711,-%,0,0,0
Symphony CLO  IX Ltd.(22),Cayman Islands / Diversified Financial Services,Preference Shares (Residual Interest),45500,32711,42289,-,43980,0,1.7%,0,0
Symphony CLO  IX Ltd.(22),Cayman Islands / Diversified Financial Services,Preference Shares (Residual Interest),45500,42289,42289,43980,43980,1.7%,0,0,0
"System One  Holdings, LLC(3)(4)",Pennsylvania / Business Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)",32000,42289,32000,43980,32000,0,1.2%,0,0
"System One  Holdings, LLC(3)(4)",Pennsylvania / Business Services,"Senior Secured Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 12/31/2018)",32000,32000,32000,32000,32000,1.2%,0,0,0
"Targus Group International, Inc.(16)",California / Durable Consumer Products,"First Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 5/25/2016)(3)(4)",23520,32000,23209,32000,23520,0,0.9%,0,0
"Targus Group International, Inc.(16)",California / Durable Consumer Products,"First Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 5/25/2016)(3)(4)",23520,23209,23209,23520,23520,0.9%,0,0,0
TB Corp.(3),"Texas / Hotels, Restaurants & Leisure","Senior Subordinated Note (12.00% plus 1.50% PIK, due 12/18/2018)",23361,23209,23361,23520,23361,0,0.9%,0,0
TB Corp.(3),"Texas / Hotels, Restaurants & Leisure","Senior Subordinated Note (12.00% plus 1.50% PIK, due 12/18/2018)",23361,23361,23361,23361,23361,0.9%,0,0,0
"Therakos, Inc.",New Jersey / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 6/27/2018)(4)(16)",8000,23361,7773,23361,8000,0,0.3%,0,0
"Therakos, Inc.",New Jersey / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 10.00% with 1.25% LIBOR floor), due 6/27/2018)(4)(16)",8000,7773,7773,8000,8000,0.3%,0,0,0
Totes Isotoner Corporation,Ohio / Personal & Nondurable Consumer Products,"Second Lien Term Loan (10.75%, (LIBOR + 9.25% with 1.50% LIBOR floor), due 1/8/2018)(3)(4)",39000,7773,39000,8000,39000,0,1.5%,0,0
Totes Isotoner Corporation,Ohio / Personal & Nondurable Consumer Products,"Second Lien Term Loan (10.75%, (LIBOR + 9.25% with 1.50% LIBOR floor), due 1/8/2018)(3)(4)",39000,39000,39000,39000,39000,1.5%,0,0,0
Traeger Pellet  Grills LLC(4),Oregon /  Durable Consumer Products,"Revolving Line of Credit - $10,000 Commitment (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 6/18/2014)(25)",6143,39000,6143,39000,6143,0,0.3%,0,0
"Senior Secured Term Loan B (11.50% (LIBOR + 9.50% with 2.00% LIBOR floor), due 6/18/2018)",30000,"Revolving Line of Credit - $10,000 Commitment (9.00% (LIBOR + 7.00% with 2.00% LIBOR floor), due 6/18/2014)(25)",30000,66143,30000,66143,1.1%,2.5%,0,0,0
"TransFirst  Holdings, Inc.(4)",New York / Software & Computer Services,"Second Lien Term Loan (11.00%, (LIBOR + 9.75% with 1.25% LIBOR floor), due 6/27/2018)",5000,66143,4860,66143,5000,0,0.2%,0,0
"TransFirst  Holdings, Inc.(4)",New York / Software & Computer Services,"Second Lien Term Loan (11.00%, (LIBOR + 9.75% with 1.25% LIBOR floor), due 6/27/2018)",5000,4860,4860,5000,5000,0.2%,0,0,0
"United Sporting Companies, Inc.(5)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(4)",160000,4860,160000,5000,160000,0,6.0%,0,0
"United Sporting Companies, Inc.(5)",South Carolina / Durable Consumer Products,"Second Lien Term Loan (12.75% (LIBOR + 11.00% with 1.75% LIBOR floor), due 5/16/2018)(4)",160000,160000,160000,160000,160000,6.0%,0,0,0
Wind River Resources Corporation,Utah /  Oil & Gas Production,"Senior Secured Note (13.00% (LIBOR + 7.50% with 5.50% LIBOR floor) plus 3.00% default interest on principal, 16.00% default interest on past due interest, in non-accrual status effective 12/1/2008, past due)(4)",15000,160000,14750,160000,-,0,-%,0,0
Net Profits Interest (5% of Equity Distributions)(7),Utah /  Oil & Gas Production,-,15000,14750,14750,-,-,-%,0,0,0
"Dover Saddlery, Inc.",Massachusetts / Retail,"Common Stock (30,974 shares)",Principal Value,Cost,63,% of Net Assets,-,112,0,-%,0
"Dover Saddlery, Inc.",Massachusetts / Retail,"Common Stock (30,974 shares)",Principal Value,63,63,112,-,-%,0,0,0
