0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
EXL Acquisition Corp.,Minnesota / Consumer Services,South Carolina / Biotechnology,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Escrow Receivable,50000.0,-,48218.0,-,50000.0,14,0,0.0%,0,0
"Evanta Ventures, Inc.  (11)",Minnesota / Consumer Services,Oregon / Commercial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Subordinated Unsecured (12.00% plus 1.00% PIK, due 9/28/2018)",50000.0,10479,48218.0,10479,50000.0,10479,0,0.4%,0,0
"Evanta Ventures, Inc.  (11)",Minnesota / Consumer Services,Oregon / Commercial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Subordinated Unsecured (12.00% plus 1.00% PIK, due 9/28/2018)",50000.0,10479,48218.0,10479,50000.0,10479,0,0.4%,0,0
Portfolio  Company,Minnesota / Consumer Services,Locale / Industry,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Investments  (1),50000.0,Principal  Value,48218.0,Cost,50000.0,Fair  Value  (2),0,% of Net  Assets,0,0
"Fairchild Industrial Products, Co.",Minnesota / Consumer Services,North Carolina / Electronics,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Escrow Receivable,50000.0,Principal  Value,48218.0,Cost,-,Fair  Value  (2),0,149,0,0.0%
"Fairchild Industrial Products, Co.",Minnesota / Consumer Services,North Carolina / Electronics,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Escrow Receivable,50000.0,Principal  Value,48218.0,-,-,149,0,0.0%,0,0
"Fischbein, LLC",Minnesota / Consumer Services,North Carolina / Machinery,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Escrow Receivable,50000.0,Principal  Value,48218.0,-,-,225,0,0.0%,0,0
"Fischbein, LLC",Minnesota / Consumer Services,North Carolina / Machinery,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Escrow Receivable,50000.0,Principal  Value,48218.0,-,-,225,0,0.0%,0,0
"Focus Brands, Inc.  (4)",Minnesota / Consumer Services,Georgia / Consumer Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)",50000.0,Principal  Value,18000.0,-,17731,225,18000,0,0.7%,0
"Focus Brands, Inc.  (4)",Minnesota / Consumer Services,Georgia / Consumer Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 8/21/2018)",50000.0,Principal  Value,18000.0,17731,17731,18000,0,0.7%,0,0
"FPG, LLC",Minnesota / Consumer Services,Illinois / Durable Consumer Products,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Senior Secured Term Loan (12.00% (LIBOR + 11.00% with 1.00% LIBOR floor), due 1/20/2017)  (4)",50000.0,21401,18000.0,21401,17731,21401,0,0.8%,0,0
"FPG, LLC",Minnesota / Consumer Services,Illinois / Durable Consumer Products,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Common Stock (5,638 shares)",50000.0,21401,18000.0,27,17731,19,0,0.0%,0,0
"FPG, LLC",Minnesota / Consumer Services,Illinois / Durable Consumer Products,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Common Stock (5,638 shares)",50000.0,21401,18000.0,21428,17731,21420,0,0.8%,0,0
"Galaxy XII CLO, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Subordinated Notes (Residual Interest),50000.0,22000,18000.0,20792,17731,21657,0,0.8%,0,0
"Galaxy XII CLO, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Subordinated Notes (Residual Interest),50000.0,22000,18000.0,20792,17731,21657,0,0.8%,0,0
"Galaxy XV CLO, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Subordinated Notes (Residual Interest),50000.0,35025,18000.0,32119,17731,30227,0,1.1%,0,0
"Galaxy XV CLO, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Subordinated Notes (Residual Interest),50000.0,35025,18000.0,32119,17731,30227,0,1.1%,0,0
"Grocery Outlet, Inc.",Minnesota / Consumer Services,California / Retail,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 6/17/2019)  (4)",50000.0,14457,18000.0,14127,17731,14457,0,0.5%,0,0
"Grocery Outlet, Inc.",Minnesota / Consumer Services,California / Retail,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Second Lien Term Loan (10.50% (LIBOR + 9.25% with 1.25% LIBOR floor), due 6/17/2019)  (4)",50000.0,14457,18000.0,14127,17731,14457,0,0.5%,0,0
Gulf Coast Machine & Supply Company,Minnesota / Consumer Services,Texas / Manufacturing,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)  (3), (4)",50000.0,41213,18000.0,41213,17731,31972,0,1.2%,0,0
Gulf Coast Machine & Supply Company,Minnesota / Consumer Services,Texas / Manufacturing,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 10/12/2017)  (3), (4)",50000.0,41213,18000.0,41213,17731,31972,0,1.2%,0,0
"Halcyon Loan Advisors Funding 2012-I, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Subordinated Notes (Residual Interest),50000.0,23188,18000.0,22279,17731,22724,0,0.9%,0,0
"Halcyon Loan Advisors Funding 2012-I, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Subordinated Notes (Residual Interest),50000.0,23188,18000.0,22279,17731,22724,0,0.9%,0,0
"Halcyon Loan Advisors Funding 2013-I, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Subordinated Notes (Residual Interest),50000.0,40400,18000.0,41085,17731,38291,0,1.4%,0,0
"Halcyon Loan Advisors Funding 2013-I, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Subordinated Notes (Residual Interest),50000.0,40400,18000.0,41085,17731,38291,0,1.4%,0,0
Portfolio  Company,Minnesota / Consumer Services,Locale / Industry,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Investments  (1),50000.0,Principal  Value,18000.0,Cost,17731,Fair  Value  (2),0,% of Net  Assets,0,0
"Hoffmaster Group, Inc.  (4)",Minnesota / Consumer Services,Wisconsin / Personal & Nondurable Consumer Products,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Second Lien Term Loan (11.00% (LIBOR + 9.50% with 1.50% LIBOR floor), due 1/3/2019)",50000.0,"$ 20,000",18000.0,"$ 19,831",17731,"$ 19,598",0,0.7%,0,0
"Hoffmaster Group, Inc.  (4)",Minnesota / Consumer Services,Wisconsin / Personal & Nondurable Consumer Products,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",50000.0,1000,18000.0,991,17731,955,0,0.0%,0,0
"Hoffmaster Group, Inc.  (4)",Minnesota / Consumer Services,Wisconsin / Personal & Nondurable Consumer Products,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Second Lien Term Loan (10.25% (LIBOR + 9.00% with 1.25% LIBOR floor), due 1/3/2019)",50000.0,1000,18000.0,20822,17731,20553,0,0.7%,0,0
"ICON Health & Fitness, Inc.",Minnesota / Consumer Services,Utah / Durable Consumer Products,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Senior Secured Note (11.875%, due 10/15/2016)  (3)",50000.0,43100,18000.0,43310,17731,33929,0,1.3%,0,0
"ICON Health & Fitness, Inc.",Minnesota / Consumer Services,Utah / Durable Consumer Products,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Senior Secured Note (11.875%, due 10/15/2016)  (3)",50000.0,43100,18000.0,43310,17731,33929,0,1.3%,0,0
"IDQ Holdings, Inc.",Minnesota / Consumer Services,Texas / Automobile,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Senior Secured Note (11.50%, due 4/1/2017)",50000.0,12500,18000.0,12300,17731,12500,0,0.5%,0,0
"IDQ Holdings, Inc.",Minnesota / Consumer Services,Texas / Automobile,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Senior Secured Note (11.50%, due 4/1/2017)",50000.0,12500,18000.0,12300,17731,12500,0,0.5%,0,0
"ING IM CLO 2012-II, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Subordinated Notes (Residual Interest),50000.0,38070,18000.0,34904,17731,36848,0,1.4%,0,0
"ING IM CLO 2012-II, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Subordinated Notes (Residual Interest),50000.0,38070,18000.0,34904,17731,36848,0,1.4%,0,0
"ING IM CLO 2012-III, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Subordinated Notes (Residual Interest),50000.0,46632,18000.0,44454,17731,46361,0,1.7%,0,0
"ING IM CLO 2012-III, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Subordinated Notes (Residual Interest),50000.0,46632,18000.0,44454,17731,46361,0,1.7%,0,0
"ING IM CLO 2012-IV, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Income Notes (Residual Interest),50000.0,40613,18000.0,39255,17731,41153,0,1.5%,0,0
"ING IM CLO 2012-IV, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Income Notes (Residual Interest),50000.0,40613,18000.0,39255,17731,41153,0,1.5%,0,0
Injured Workers Pharmacy LLC,Minnesota / Consumer Services,Massachusetts / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Second Lien Debt (11.50% (LIBOR + 7.00% with 4.50% LIBOR floor) plus 1.00% PIK, due 5/31/2019)  (3), (4)",50000.0,22430,18000.0,22430,17731,22430,0,0.8%,0,0
Injured Workers Pharmacy LLC,Minnesota / Consumer Services,Massachusetts / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Second Lien Debt (11.50% (LIBOR + 7.00% with 4.50% LIBOR floor) plus 1.00% PIK, due 5/31/2019)  (3), (4)",50000.0,22430,18000.0,22430,17731,22430,0,0.8%,0,0
"Interdent, Inc.  (4)",Minnesota / Consumer Services,California / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Senior Secured Term Loan A (8.00% (LIBOR + 6.50% with 1.50% LIBOR floor), due 8/3/2017)",50000.0,53475,18000.0,53475,17731,53475,0,2.0%,0,0
"Interdent, Inc.  (4)",Minnesota / Consumer Services,California / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Senior Secured Term Loan B (13.00% (LIBOR + 10.00% with 3.00% LIBOR floor), due 8/3/2017)  (3)",50000.0,55000,18000.0,55000,17731,55000,0,2.1%,0,0
"Interdent, Inc.  (4)",Minnesota / Consumer Services,California / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Senior Secured Term Loan B (13.00% (LIBOR + 10.00% with 3.00% LIBOR floor), due 8/3/2017)  (3)",50000.0,55000,18000.0,108475,17731,108475,0,4.1%,0,0
"JHH Holdings, Inc.",Minnesota / Consumer Services,Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Second Lien Debt (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 1.50% PIK, due 6/23/2018)  (3), (4)",50000.0,16119,18000.0,16119,17731,16119,0,0.6%,0,0
"JHH Holdings, Inc.",Minnesota / Consumer Services,Texas / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Second Lien Debt (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 1.50% PIK, due 6/23/2018)  (3), (4)",50000.0,16119,18000.0,16119,17731,16119,0,0.6%,0,0
"LaserShip, Inc.  (4)",Minnesota / Consumer Services,Virginia / Transportation,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Revolving Line of Credit - $5,000 Commitment (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2014)  (25)",50000.0,-,18000.0,-,17731,-,0,0.0%,0,0
"LaserShip, Inc.  (4)",Minnesota / Consumer Services,Virginia / Transportation,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Senior Secured Term Loan (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2017)  (3)",50000.0,37031,18000.0,37031,17731,37031,0,1.4%,0,0
"LaserShip, Inc.  (4)",Minnesota / Consumer Services,Virginia / Transportation,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Senior Secured Term Loan (10.25% (LIBOR + 8.25% with 2.00% LIBOR floor), due 12/21/2017)  (3)",50000.0,37031,18000.0,37031,17731,37031,0,1.4%,0,0
Portfolio  Company,Minnesota / Consumer Services,Locale / Industry,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Investments  (1),50000.0,Principal  Value,18000.0,Cost,17731,Fair  Value  (2),0,% of Net  Assets,0,0
LCM XIV CLO Ltd.  (22),Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Subordinated Notes (Residual Interest),50000.0,"$ 26,500",18000.0,"$ 25,838",17731,"$ 25,838",0,1.0%,0,0
LCM XIV CLO Ltd.  (22),Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Subordinated Notes (Residual Interest),50000.0,"$ 26,500",18000.0,25838,17731,25838,0,1.0%,0,0
LHC Holdings Corp.,Minnesota / Consumer Services,Florida / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Revolving Line of Credit - $750 Commitment (8.50% (LIBOR + 6.00% with 2.50% LIBOR floor), due 5/31/2015)  (4), (25), (26)",50000.0,-,18000.0,-,17731,-,0,0.0%,0,0
LHC Holdings Corp.,Minnesota / Consumer Services,Florida / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Senior Subordinated Debt (10.50%, due 5/31/2015)  (3)",50000.0,2865,18000.0,2865,17731,2865,0,0.1%,0,0
LHC Holdings Corp.,Minnesota / Consumer Services,Florida / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Membership Interest (125 units),50000.0,2865,18000.0,216,17731,245,0,0.0%,0,0
LHC Holdings Corp.,Minnesota / Consumer Services,Florida / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Membership Interest (125 units),50000.0,2865,18000.0,3081,17731,3110,0,0.1%,0,0
"Madison Park Funding IX, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Income Notes (Residual Interest),50000.0,31110,18000.0,26401,17731,26596,0,1.0%,0,0
"Madison Park Funding IX, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)",Income Notes (Residual Interest),50000.0,31110,18000.0,26401,17731,26596,0,1.0%,0,0
"Material Handling Services, LLC  (4)",Minnesota / Consumer Services,Ohio / Business Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Senior Secured Term Loan (10.50% (LIBOR + 8.50% with 2.00% LIBOR floor), due 7/5/2017)  (3)",50000.0,27580,18000.0,27580,17731,27199,0,1.0%,0,0
"Material Handling Services, LLC  (4)",Minnesota / Consumer Services,Ohio / Business Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)",50000.0,37959,18000.0,37959,17731,37035,0,1.4%,0,0
"Material Handling Services, LLC  (4)",Minnesota / Consumer Services,Ohio / Business Services,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Senior Secured Term Loan (10.00% (LIBOR + 8.00% with 2.00% LIBOR floor), due 12/21/2017)",50000.0,37959,18000.0,65539,17731,64234,0,2.4%,0,0
"Maverick Healthcare, LLC",Minnesota / Consumer Services,Arizona / Healthcare,"Second Lien Term Loan (11.25% (LIBOR + 9.75% with 1.50% LIBOR floor), due 5/17/2019)","Preferred Units (1,250,000 units)",50000.0,37959,18000.0,1252,17731,780,0,0.0%,0,0
"Maverick Healthcare, LLC",Minnesota / Consumer Services,Arizona / Healthcare,"Common Units (1,250,000 units)","Preferred Units (1,250,000 units)",50000.0,37959,-,1252,-,780,0.0%,0,0,0
"Maverick Healthcare, LLC",Minnesota / Consumer Services,Arizona / Healthcare,"Common Units (1,250,000 units)","Preferred Units (1,250,000 units)",50000.0,37959,-,1252,-,780,0,0.0%,0,0
Mountain View CLO 2013-I Ltd.  (22),Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Common Units (1,250,000 units)",Subordinated Notes (Residual Interest),50000.0,43650,-,44235,-,43192,0,1.6%,0,0
Mountain View CLO 2013-I Ltd.  (22),Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Common Units (1,250,000 units)",Subordinated Notes (Residual Interest),50000.0,43650,-,44235,-,43192,0,1.6%,0,0
"Medical Security Card Company, LLC  (4)",Minnesota / Consumer Services,Arizona / Healthcare,"Common Units (1,250,000 units)","Revolving Line of Credit - $1,500 Commitment (9.50% (LIBOR + 7.00% with 2.50% LIBOR floor), due 2/1/2016)  (25)",50000.0,-,-,-,-,-,0,0.0%,0,0
"Medical Security Card Company, LLC  (4)",Minnesota / Consumer Services,Arizona / Healthcare,"Common Units (1,250,000 units)","First Lien Term Loan (11.25% (LIBOR + 8.75% with 2.50% LIBOR floor), due 2/1/2016)  (3)",50000.0,13427,-,13427,-,13427,0,0.5%,0,0
"Medical Security Card Company, LLC  (4)",Minnesota / Consumer Services,Arizona / Healthcare,"Common Units (1,250,000 units)","First Lien Term Loan (11.25% (LIBOR + 8.75% with 2.50% LIBOR floor), due 2/1/2016)  (3)",50000.0,13427,-,13427,-,13427,0,0.5%,0,0
"National Bankruptcy Services, LLC  (3), (4)",Minnesota / Consumer Services,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 1.50% PIK, due 7/17/2017)",50000.0,18683,-,18683,-,16883,0,0.6%,0,0
"National Bankruptcy Services, LLC  (3), (4)",Minnesota / Consumer Services,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (12.00% (LIBOR + 9.00% with 3.00% LIBOR floor) plus 1.50% PIK, due 7/17/2017)",50000.0,18683,-,18683,-,16883,0,0.6%,0,0
"Naylor, LLC  (4)",Minnesota / Consumer Services,Florida / Media,"Common Units (1,250,000 units)","Revolving Line of Credit - $2,500 Commitment (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)  (25)",50000.0,-,-,-,-,-,0,0.0%,0,0
"Naylor, LLC  (4)",Minnesota / Consumer Services,Florida / Media,"Common Units (1,250,000 units)","Senior Secured Term Loan (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)  (3)",50000.0,46170,-,46170,-,46170,0,1.7%,0,0
"Naylor, LLC  (4)",Minnesota / Consumer Services,Florida / Media,"Common Units (1,250,000 units)","Senior Secured Term Loan (11.00% (LIBOR + 8.00% with 3.00% LIBOR floor), due 6/7/2017)  (3)",50000.0,46170,-,46170,-,46170,0,1.7%,0,0
Portfolio  Company,Minnesota / Consumer Services,Locale / Industry,"Common Units (1,250,000 units)",Investments  (1),50000.0,Principal  Value,-,Cost,-,Fair  Value  (2),0,% of Net  Assets,0,0
"New Century Transportation, Inc.",Minnesota / Consumer Services,New Jersey / Transportation,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 3.00% PIK, due 2/3/2018)  (3), (4)",50000.0,"$ 45,120",-,"$ 45,120",-,"$ 44,166",0,1.7%,0,0
"New Century Transportation, Inc.",Minnesota / Consumer Services,New Jersey / Transportation,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (12.00% (LIBOR + 10.00% with 2.00% LIBOR floor) plus 3.00% PIK, due 2/3/2018)  (3), (4)",50000.0,"$ 45,120",-,45120,-,44166,0,1.7%,0,0
"New Star Metals, Inc.",Minnesota / Consumer Services,Indiana / Metal Services & Minerals,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor) plus 1.00% PIK, due 2/2/2018)  (4)",50000.0,50274,-,50274,-,50274,0,1.9%,0,0
"New Star Metals, Inc.",Minnesota / Consumer Services,Indiana / Metal Services & Minerals,"Common Units (1,250,000 units)","Senior Subordinated Term Loan (11.50% (LIBOR + 8.50% with 3.00% LIBOR floor) plus 1.00% PIK, due 2/2/2018)  (4)",50000.0,50274,-,50274,-,50274,0,1.9%,0,0
"Nixon, Inc.",Minnesota / Consumer Services,California / Durable Consumer Products,"Common Units (1,250,000 units)","Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)  (16)",50000.0,15509,-,15252,-,14992,0,0.6%,0,0
"Nixon, Inc.",Minnesota / Consumer Services,California / Durable Consumer Products,"Common Units (1,250,000 units)","Senior Secured Term Loan (8.75% plus 2.75% PIK, due 4/16/2018)  (16)",50000.0,15509,-,15252,-,14992,0,0.6%,0,0
"NRG Manufacturing, Inc.",Minnesota / Consumer Services,Texas / Manufacturing,"Common Units (1,250,000 units)",Escrow Receivable,50000.0,15509,-,-,-,3618,0,0.1%,0,0
"NRG Manufacturing, Inc.",Minnesota / Consumer Services,Texas / Manufacturing,"Common Units (1,250,000 units)",Escrow Receivable,50000.0,15509,-,-,-,3618,0,0.1%,0,0
"Pegasus Business Intelligence, LP  (4)",Minnesota / Consumer Services,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Revolving Line of Credit - $2,500 Commitment (9.00% (LIBOR + 7.75% with 1.25% LIBOR floor), due 4/18/2014)  (25)",50000.0,-,-,-,-,-,0,0.0%,0,0
"Pegasus Business Intelligence, LP  (4)",Minnesota / Consumer Services,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Senior Secured Term Loan A (6.75% (LIBOR + 5.50% with 1.25% LIBOR floor), due 4/18/2018)",50000.0,15938,-,15938,-,15938,0,0.6%,0,0
"Pegasus Business Intelligence, LP  (4)",Minnesota / Consumer Services,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Senior Secured Term Loan B (13.75% (LIBOR + 12.50% with 1.25% LIBOR floor), due 4/18/2018)",50000.0,15938,-,15938,-,15938,0,0.6%,0,0
"Pegasus Business Intelligence, LP  (4)",Minnesota / Consumer Services,Texas / Diversified Financial Services,"Common Units (1,250,000 units)","Senior Secured Term Loan B (13.75% (LIBOR + 12.50% with 1.25% LIBOR floor), due 4/18/2018)",50000.0,15938,-,31876,-,31876,0,1.2%,0,0
"Octagon Investment Partners XV, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Common Units (1,250,000 units)",Income Notes (Residual Interest),50000.0,26901,-,26919,-,25515,0,1.0%,0,0
"Octagon Investment Partners XV, Ltd.  (22)",Minnesota / Consumer Services,Cayman Islands / Diversified Financial Services,"Common Units (1,250,000 units)",Income Notes (Residual Interest),50000.0,26901,-,26919,-,25515,0,1.0%,0,0
"Pelican Products, Inc.  (16)",Minnesota / Consumer Services,California / Durable Consumer Products,"Common Units (1,250,000 units)","Subordinated Secured (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 6/14/2019)  (3), (4)",50000.0,15000,-,14729,-,15000,0,0.6%,0,0
"Pelican Products, Inc.  (16)",Minnesota / Consumer Services,California / Durable Consumer Products,"Common Units (1,250,000 units)","Subordinated Secured (11.50% (LIBOR + 10.00% with 1.50% LIBOR floor), due 6/14/2019)  (3), (4)",50000.0,15000,-,14729,-,15000,0,0.6%,0,0
