,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
345,Entertainment,49040,-,-,%,-,%,-,10386,-,%,-,%,-,-,49040.0,%,1.5,%,(5)(14),,,,
346,Food Products,-,-,-,%,29938,%,-,10386,-,%,-,%,-,-,29938.0,%,0.9,%,(5)(14),,,,
347,Health Care Equipment & Supplies,-,-,-,%,5845,%,-,10386,-,%,-,%,-,-,5845.0,%,0.2,%,(5)(14),,,,
348,Health Care Providers & Services,151154,-,-,%,113555,%,-,10386,-,%,-,%,-,-,264709.0,%,8.3,%,(5)(14),,,,
349,"Hotels, Restaurants & Leisure",21721,-,-,%,-,%,-,10386,-,%,-,%,-,-,21721.0,%,0.7,%,(5)(14),,,,
350,Household Durables,-,-,-,%,8249,%,3980,10386,-,%,-,%,5810,-,18039.0,%,0.6,%,(5)(14),,,,
351,Household Products,24375,-,-,%,-,%,-,10386,-,%,-,%,-,-,24375.0,%,0.8,%,(5)(14),,,,
352,Insurance,-,-,-,%,16978,%,-,10386,-,%,-,%,-,-,16978.0,%,0.5,%,(5)(14),,,,
353,Interactive Media & Services,195577,-,-,%,-,%,-,10386,-,%,-,%,-,-,195577.0,%,6.1,%,(5)(14),,,,
354,Internet & Direct Marketing Retail,16562,-,-,%,-,%,-,10386,-,%,-,%,-,-,16562.0,%,0.5,%,(5)(14),,,,
355,IT Services,91857,-,-,%,85750,%,-,10386,-,%,-,%,-,-,177607.0,%,5.6,%,(5)(14),,,,
356,Leisure Products,25386,-,-,%,-,%,-,10386,-,%,-,%,-,-,25386.0,%,0.8,%,(5)(14),,,,
357,Machinery,44265,-,-,%,-,%,-,10386,-,%,-,%,-,-,44265.0,%,1.4,%,(5)(14),,,,
358,Media,62654,-,-,%,7386,%,-,10386,-,%,-,%,-,-,70040.0,%,2.2,%,(5)(14),,,,
359,Paper & Forest Products,4404,-,-,%,11404,%,-,10386,-,%,-,%,-,-,15808.0,%,0.5,%,(5)(14),,,,
360,Professional Services,29369,-,-,%,67363,%,-,10386,-,%,-,%,-,-,96732.0,%,3.0,%,(5)(14),,,,
361,Real Estate Management & Development,31537,-,-,%,-,%,-,10386,-,%,-,%,-,-,31537.0,%,1.0,%,(5)(14),,,,
362,Software,8458,-,-,%,65928,%,-,10386,-,%,-,%,-,-,74386.0,%,2.3,%,(5)(14),,,,
363,"Technology Hardware, Storage & Peripherals",-,-,-,%,12377,%,-,10386,-,%,-,%,-,-,12377.0,%,0.4,%,(5)(14),,,,
364,"Textiles, Apparel & Luxury Goods",165390,-,-,%,34797,%,-,10386,-,%,-,%,-,-,200187.0,%,6.3,%,(5)(14),,,,
365,Transportation Infrastructure,-,-,-,%,27683,%,-,10386,-,%,-,%,-,-,27683.0,%,0.9,%,(5)(14),,,,
366,Structured Finance (A),-,-,-,%,-,%,-,10386,730514,%,-,%,-,-,730514.0,%,23.0,%,(5)(14),,,,
367,Fair Value % of Net Assets,40.2,%,-,%,24.8,%,0.1,%,23.0,%,-,%,0.4,%,88.5,%,23.0,%,(5)(14),,,,
368,Fair Value % of Net Assets,77.5,%,0.1,%,40.7,%,0.1,%,22.9,%,1.7,%,26.3,%,169.3,%,23.0,%,(5)(14),,,,
369,Entertainment,50601,%,-,%,-,%,-,%,-,%,-,%,-,%,50601.0,%,23.0,%,(5)(14),,,,
370,Food Products,-,%,-,%,24853,%,-,%,-,%,-,%,-,%,24853.0,%,23.0,%,(5)(14),,,,
371,Health Care Equipment & Supplies,-,%,-,%,7474,%,-,%,-,%,-,%,-,%,7474.0,%,23.0,%,(5)(14),,,,
372,Health Care Providers & Services,152900,%,-,%,113235,%,-,%,-,%,-,%,-,%,266135.0,%,23.0,%,(5)(14),,,,
373,"Hotels, Restaurants & Leisure",23501,%,-,%,-,%,-,%,-,%,-,%,-,%,23501.0,%,23.0,%,(5)(14),,,,
374,Household Durables,-,%,-,%,9924,%,3990,%,-,%,-,%,2001,%,15915.0,%,23.0,%,(5)(14),,,,
375,Household Products,24437,%,-,%,-,%,-,%,-,%,-,%,-,%,24437.0,%,23.0,%,(5)(14),,,,
376,Insurance,-,%,-,%,12796,%,-,%,-,%,-,%,-,%,12796.0,%,23.0,%,(5)(14),,,,
377,Interactive Media & Services,200728,%,-,%,-,%,-,%,-,%,-,%,-,%,200728.0,%,23.0,%,(5)(14),,,,
378,Internet & Direct Marketing Retail,15706,%,-,%,-,%,-,%,-,%,-,%,-,%,15706.0,%,23.0,%,(5)(14),,,,
379,IT Services,117574,%,-,%,85711,%,-,%,-,%,-,%,-,%,203285.0,%,23.0,%,(5)(14),,,,
380,Leisure Products,24518,%,-,%,-,%,-,%,-,%,-,%,1,%,24519.0,%,23.0,%,(5)(14),,,,
381,Machinery,48745,%,-,%,-,%,-,%,-,%,-,%,-,%,48745.0,%,23.0,%,(5)(14),,,,
382,Media,64630,%,-,%,35000,%,-,%,-,%,-,%,-,%,99630.0,%,23.0,%,(5)(14),,,,
383,Paper & Forest Products,4393,%,-,%,11395,%,-,%,-,%,-,%,-,%,15788.0,%,23.0,%,(5)(14),,,,
384,Professional Services,28910,%,-,%,75254,%,-,%,-,%,-,%,-,%,104164.0,%,23.0,%,(5)(14),,,,
385,Real Estate Management & Development,31747,%,-,%,-,%,-,%,-,%,-,%,-,%,31747.0,%,23.0,%,(5)(14),,,,
386,Software,8425,%,-,%,66783,%,-,%,-,%,-,%,-,%,75208.0,%,23.0,%,(5)(14),,,,
387,"Technology Hardware, Storage & Peripherals",-,%,-,%,12415,%,-,%,-,%,-,%,-,%,12415.0,%,23.0,%,(5)(14),,,,
388,"Textiles, Apparel & Luxury Goods",166307,%,-,%,36762,%,-,%,-,%,-,%,-,%,203069.0,%,23.0,%,(5)(14),,,,
389,Transportation Infrastructure,-,%,-,%,27662,%,-,%,-,%,-,%,-,%,27662.0,%,23.0,%,(5)(14),,,,
390,Structured Finance (A),-,%,-,%,-,%,-,%,1089079,%,-,%,-,%,1089079.0,%,23.0,%,(5)(14),,,,
391,Structured Finance (A),79200,%,-,%,-,%,-,%,-,%,-,%,-,%,79200,%,2.6,%,(5)(14),,,,
392,Fair Value % of Net Assets,38.2,%,-,12.7,%,-,%,-,%,-,%,23.0,%,73.9,%,%,2.6,%,(5)(14),,,,
393,Diversified Consumer Services,38.2,-,-,12.7,1981,-,%,107412,%,-,-,23.0,%,-,%,%,51079,%,(5)(14),5857,166329.0,5.4,%
394,"Textiles, Apparel & Luxury Goods",-,-,-,12.7,-,-,-,107412,-,-,-,23.0,21208,-,21208,%,0.7,%,(5)(14),,,,
395,Fair Value % of Net Assets,-,%,0.1,%,3.5,%,-,%,-,%,1.7,%,0.9,%,6.1,%,0.7,%,(5)(14),,,,
396,Air Freight & Logistics,-,-,0.1,%,-,%,-,10755,-,%,-,%,0.9,-,6.1,%,-,%,(5)(14),-,10755.0,0.4,%
397,Auto Components,1373,-,-,%,23494,%,-,10755,-,%,-,%,-,-,24867,%,0.8,%,(5)(14),,,,
398,Chemicals,31891,-,-,%,-,%,-,10755,-,%,-,%,-,-,31891,%,1.0,%,(5)(14),,,,
399,Commercial Services & Supplies,43409,-,-,%,172405,%,-,10755,-,%,-,%,9233,-,225047,%,7.4,%,(5)(14),,,,
400,Communications Equipment,8671,-,-,%,42166,%,-,10755,-,%,-,%,-,-,50837,%,1.7,%,(5)(14),,,,
401,Consumer Finance,24338,-,-,%,-,%,-,10755,-,%,-,%,-,-,24338,%,0.8,%,(5)(14),,,,
402,Distributors,168965,-,-,%,6966,%,-,10755,-,%,-,%,-,-,175931,%,5.8,%,(5)(14),,,,
403,Diversified Financial Services,30165,-,-,%,-,%,-,10755,-,%,-,%,-,-,30165,%,1.0,%,(5)(14),,,,
404,Diversified Telecommunication Services,17403,-,-,%,37908,%,-,10755,-,%,-,%,-,-,55311,%,1.8,%,(5)(14),,,,
405,Entertainment,49017,-,-,%,-,%,-,10755,-,%,-,%,-,-,49017,%,1.6,%,(5)(14),,,,
406,Food Products,-,-,-,%,25000,%,-,10755,-,%,-,%,-,-,25000,%,0.8,%,(5)(14),,,,
407,Health Care Equipment & Supplies,-,-,-,%,5606,%,-,10755,-,%,-,%,-,-,5606,%,0.2,%,(5)(14),,,,
408,Health Care Providers & Services,151824,-,-,%,112821,%,-,10755,-,%,-,%,-,-,264645,%,8.7,%,(5)(14),,,,
409,"Hotels, Restaurants & Leisure",21008,-,-,%,-,%,-,10755,-,%,-,%,-,-,21008,%,0.7,%,(5)(14),,,,
410,Household Durables,-,-,-,%,8223,%,3990,10755,-,%,-,%,3853,-,16066,%,0.5,%,(5)(14),,,,
411,Household Products,24362,-,-,%,-,%,-,10755,-,%,-,%,-,-,24362,%,0.8,%,(5)(14),,,,
412,Insurance,-,-,-,%,12744,%,-,10755,-,%,-,%,-,-,12744,%,0.4,%,(5)(14),,,,
413,Interactive Media & Services,200728,-,-,%,-,%,-,10755,-,%,-,%,-,-,200728,%,6.6,%,(5)(14),,,,
414,Internet & Direct Marketing Retail,16440,-,-,%,-,%,-,10755,-,%,-,%,-,-,16440,%,0.5,%,(5)(14),,,,
415,IT Services,118311,-,-,%,85750,%,-,10755,-,%,-,%,-,-,204061,%,6.7,%,(5)(14),,,,
416,Leisure Products,24319,-,-,%,-,%,-,10755,-,%,-,%,-,-,24319,%,0.8,%,(5)(14),,,,
417,Machinery,48655,-,-,%,-,%,-,10755,-,%,-,%,-,-,48655,%,1.6,%,(5)(14),,,,
418,Media,64170,-,-,%,2754,%,-,10755,-,%,-,%,-,-,66924,%,2.2,%,(5)(14),,,,
419,Paper & Forest Products,4393,-,-,%,11395,%,-,10755,-,%,-,%,-,-,15788,%,0.5,%,(5)(14),,,,
420,Professional Services,29275,-,-,%,77267,%,-,10755,-,%,-,%,-,-,106542,%,3.5,%,(5)(14),,,,
421,Real Estate Management & Development,31747,-,-,%,-,%,-,10755,-,%,-,%,-,-,31747,%,1.0,%,(5)(14),,,,
422,Software,8425,-,-,%,65320,%,-,10755,-,%,-,%,-,-,73745,%,2.4,%,(5)(14),,,,
423,"Technology Hardware, Storage & Peripherals",-,-,-,%,12318,%,-,10755,-,%,-,%,-,-,12318,%,0.4,%,(5)(14),,,,
424,"Textiles, Apparel & Luxury Goods",164656,-,-,%,35363,%,-,10755,-,%,-,%,-,-,200019,%,6.5,%,(5)(14),,,,
425,Transportation Infrastructure,-,-,-,%,27662,%,-,10755,-,%,-,%,-,-,27662,%,0.9,%,(5)(14),,,,
426,Structured Finance (A),-,-,-,%,-,%,-,10755,708961,%,-,%,-,-,708961.0,%,23.2,%,(5)(14),,,,
427,Fair Value % of Net Assets,42.0,%,-,%,25.4,%,0.1,%,23.2,%,-,%,0.4,%,91.2,%,23.2,%,(5)(14),,,,
428,Fair Value % of Net Assets,80.2,%,0.1,%,41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
429,"Cinedigm DC Holdings, LLC - Senior Secured Term Loan",-%,2.50%,2.50%,%,41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
430,CP Energy Services Inc. - Senior Secured Term Loan,12.00%,-%,12.00%,(A),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
431,"Credit Central Loan Company, LLC - Subordinated Term Loan",10.00%,-%,10.00%,(B),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
432,"Echelon Transportation, LLC - Senior Secured Term Loan",2.25%,-%,2.25%,(C),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
433,"Echelon Transportation, LLC - Senior Secured Term Loan",1.00%,-%,1.00%,(D),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
434,"Edmentum Ultimate Holdings, LLC - Second Lien Revolving Credit Facility",5.00%,-%,5.00%,(D),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
435,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",8.50%,-%,8.50%,(D),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
436,"Edmentum Ultimate Holdings, LLC - Unsecured Junior PIK Note",10.00%,-%,10.00%,(D),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
437,First Tower Finance Company LLC - Subordinated Term Loan,4.40%,6.10%,10.50%,(D),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
438,"InterDent, Inc. - Senior Secured Term Loan A",6.25%,-%,6.25%,(E),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
439,"InterDent, Inc. - Senior Secured Term Loan A/B",7.05%,-%,7.05%,(F),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
440,"InterDent, Inc. - Senior Secured Term Loan B",10.00%,-%,10.00%,(F),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
441,"Medusind Acquisition, Inc - First Lien Term Loan",5.49%,3.51%,9.00%,(G),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
442,"MITY, Inc. - Senior Secured Note B",10.00%,-%,10.00%,(G),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
443,National Property REIT Corp. - Senior Secured Term Loan A,-%,3.53%,3.53%,(G),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
444,National Property REIT Corp. - Senior Secured Term Loan B,-%,5.50%,5.50%,(G),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
445,National Property REIT Corp. - Senior Secured Term Loan C,-%,2.25%,2.25%,(G),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
446,National Property REIT Corp. - Senior Secured Term Loan D,-%,2.50%,2.50%,(G),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
447,Nationwide Loan Company LLC - Senior Subordinated Term Loan,10.00%,-%,10.00%,(G),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
448,Pacific World Corporation - Senior Secured Term Loan A,-%,-%,6.25%,(H),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
449,"PGX Holdings, Inc. - 1.5 Lien",11.50%,-%,11.50%,(I),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
450,"PGX Holdings, Inc. - Second Lien Term Loan",15.75%,-%,15.75%,(J),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
451,Rosa Mexicano - Revolver,6.00%,-%,6.00%,(K),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
452,Rosa Mexicano - Senior Secured Term Loan,6.00%,-%,6.00%,(L),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
453,"SEOTOWNCENTER, INC. - Senior Secured Term Loan A",-%,4.00%,4.00%,(M),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
454,"SEOTOWNCENTER, INC. - Senior Secured Term Loan B",-%,9.00%,9.00%,(N),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
455,"The Octave Music Group, Inc. (fka Touchtunes) - First Lien Term Loan",-%,0.75%,0.75%,(N),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
456,"Town & Country Holdings, Inc. - First Lien Term Loan",-%,5.00%,5.00%,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
457,"Valley Electric Co. of Mt. Vernon, Inc. - Senior Secured Note",-%,2.50%,2.50%,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
458,"Valley Electric Company, Inc. - Senior Secured Note",-%,10.00%,10.00%,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
459,Venio LLC - Second Lien Term Loan,10.00%,-%,10.00%,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
460,"Interdent, Inc.",Senior Secured Term Loan B,"2/11/2014, 4/21/2014, 11/25/2014, 12/23/2014",76125,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
461,"Interdent, Inc.",Senior Secured Term Loan C,8/1/2018,31558,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
462,"Interdent, Inc.",Senior Secured Term Loan D,"2/3/2020, 4/6/2020",4350,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
463,Jefferson Mill CLO Ltd.,Subordinated Structured Note,9/21/2018,2047,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
464,"K&N Parent, Inc.",Second Lien Term Loan,"8/14/2018, 9/5/2018, 9/7/2018, 9/10/2018, 9/24/2018",12695,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
465,Kickapoo Ranch Pet Resort,Membership Interest,"10/21/2019, 12/4/2019",28,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
466,LCM XIV Ltd.,Subordinated Structured Note,"9/25/2015, 5/18/2018",9422,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
467,"MITY, Inc.",Common Stock,6/23/2014,7200,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
468,"MITY, Inc.",Senior Secured Note A,1/17/2017,8000,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
469,"MITY, Inc.",Senior Secured Note B,"1/17/2017, 6/3/2019",11000,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
470,Nationwide Loan Company LLC,Class A Units,"3/28/2014, 6/18/2014, 9/30/2014, 6/29/2015, 3/31/2016, 8/31/2016, 5/31/2017, 10/31/2017",20469,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
471,Nationwide Loan Company LLC,Senior Subordinated Term Loan to Nationwide Acceptance LLC,"12/28/2015, 8/31/2016",1999,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
472,National Property REIT Corp.,Senior Secured Term Loan A,"4/3/2020, 5/15/2020, 6/10/2020, 7/29/2020, 8/14/2020, 9/15/2020",36054,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
473,National Property REIT Corp.,Senior Secured Term Loan C,"10/23/2019, 1/23/2020, 3/31/2020, 4/8/2020, 8/4/2020",101200,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
474,"NMMB, Inc.",Senior Secured Term Loan,12/30/2019,15100,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
475,"Octagon Investment Partners XV, Ltd.",Subordinated Structured Note,"4/27/2015, 8/3/2015, 6/27/2017",10516,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
476,Octagon Investment Partners 18-R Ltd.,Subordinated Structured Note,3/23/2018,8908,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
477,Pacific World Corporation,Revolving Line of Credit,"10/21/2014, 12/19/2014, 4/7/2015, 4/22/2015, 8/12/2016, 10/18/2016, 2/7/2017, 2/21/2017, 4/26/2017, 10/11/2017, 10/17/2017, 1/16/2018, 12/27/2018, 3/15/2019, 7/2/2019, 8/15/2019",36825,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
478,Pacific World Corporation,Convertible Preferred Equity,"4/3/2019, 4/29/2019, 6/3/2019, 10/4/2019, 11/12/2019, 12/20/2019, 1/7/2020, 3/5/2020",20100,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
479,"PeopleConnect Holdings, LLC",Revolving Line of Credit,1/31/2020,1115,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
480,"PG Dental Holdings New Jersey, LLC",Delayed Draw Term Loan,"8/26/2019, 4/3/2020",2500,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
481,"PG Dental Holdings New Jersey, LLC",Senior Secured Term Loan,5/31/2019,20,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
482,"PGX Holdings, Inc.",1.5 Lien Loan,9/18/2020,809,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
483,"PGX Holdings, Inc.",Second Lien Term Loan,"12/23/2016, 12/28/2016",15034,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
484,Romark WM-R Ltd.,Subordinated Structured Note,3/29/2018,5125,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
485,Rosa Mexicano,Revolving Line of Credit,3/27/2020,500,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
486,"R-V Industries, Inc.",Common Stock,12/27/2016,1854,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
487,"Securus Technologies Holdings, Inc.",Second Lien Term Loan,"11/13/2017, 11/24/2017, 8/6/2018, 8/24/2018, 3/18/2019",22750,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
488,"SEOTownCenter, Inc.",Senior Secured Term Loan A,11/2/2018,3000,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
489,"SEOTownCenter, Inc.",Senior Secured Term Loan B,11/2/2018,2000,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
490,"Sorenson Communications, LLC",First Lien Term Loan,5/14/2019,8000,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
491,"Symphony CLO XV, Ltd.",Subordinated Structured Note,12/7/2018,2655,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
492,"Town & Country Holdings, Inc.",First Lien Term Loan,"7/13/2018, 7/16/2018",105000,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
493,"Transplace Holdings, Inc.",Second Lien Term Loan,1/4/2018,3518,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
494,"United Sporting Companies, Inc.",Second Lien Term Loan,3/7/2013,58650,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
495,"Universal Turbine Parts, LLC",Delayed Draw Term Loan,"10/24/2019, 2/7/2020, 2/26/2020",2900,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
496,USES Corp.,Senior Secured Term Loan A,"6/15/2016, 6/29/2016, 2/22/2017, 4/27/2017, 5/4/2017, 8/30/2017, 10/11/2017, 12/11/2018, 8/30/2019",14100,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
497,"USG Intermediate, LLC",Revolving Line of Credit,"7/2/2015, 9/23/2015, 9/14/2017, 8/21/2019, 9/17/2020",7200,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
498,"USG Intermediate, LLC",Senior Secured Term Loan B,8/24/2017,2975,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
499,"Valley Electric Company, Inc.",Common Stock,"12/31/2012, 6/24/2014",18502,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
500,"Valley Electric Company, Inc.",Senior Secured Note,"6/30/2014, 8/31/2018",5129,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
501,"Voya CLO 2014-1, Ltd.",Subordinated Structured Note,3/29/2018,3943,(O),41.6,%,0.1,%,23.2,%,1.7,%,24.3,%,171.2,%,23.2,%,(5)(14),,,,
