,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
309,"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 19.09%)(6)(15)",40613,34597,30772,34319,30756,1.0%,0.9%,1000.0,-%,-%,,,,,,,,,,
310,"Voya CLO 2012-4, Ltd.",Cayman Islands / Structured Finance,"Income Notes (Residual Interest, current yield 19.09%)(6)(15)",40613,30772,30772,30756,30756,0.9%,0.9%,1000.0,-%,-%,,,,,,,,,,
311,"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.32%)(6)(7)(15)",32383,30772,26133,30756,26741,0.9%,0.8%,1000.0,-%,-%,,,,,,,,,,
312,"Voya CLO 2014-1, Ltd.",Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 19.32%)(6)(7)(15)",32383,26133,26133,26741,26741,0.8%,0.8%,1000.0,-%,-%,,,,,,,,,,
313,Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.52%)(6)(7)(15)",22600,26133,18406,26741,15056,0.8%,0.4%,1000.0,-%,-%,,,,,,,,,,
314,Washington Mill CLO Ltd.,Cayman Islands / Structured Finance,"Subordinated Notes (Residual Interest, current yield 9.52%)(6)(7)(15)",22600,18406,18406,15056,15056,0.4%,0.4%,1000.0,-%,-%,,,,,,,,,,
315,"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(9)(11)(13)",15439,18406,15097,15056,15097,0.4%,0.4%,1000.0,-%,-%,,,,,,,,,,
316,"Water Pik, Inc.",Colorado / Personal & Nondurable Consumer Products,"Second Lien Term Loan (9.75% (LIBOR + 8.75% with 1.00% LIBOR floor), due 1/8/2021)(9)(11)(13)",15439,15097,15097,15097,15097,0.4%,0.4%,1000.0,-%,-%,,,,,,,,,,
317,"Wheel Pros, LLC",Colorado / Business Services,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(11)(13)",12000,15097,12000,15097,12000,0.4%,0.4%,1000.0,-%,-%,,,,,,,,,,
318,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(11)(13)",5460,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(11)(13)",5460,15097,5460,15097,0.2%,0.4%,0.4%,1000.0,-%,-%,,,,,,,,,,
319,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(11)(13)",5460,"Senior Subordinated Secured Note (11.00% (LIBOR + 7.00% with 4.00% LIBOR floor), due 6/29/2020)(3)(11)(13)",5460,17460,5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
320,CCPI Inc.,-%,7.00%,7.00%,17460,5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
321,"Cinedigm DC Holdings, LLC",-%,2.50%,2.50%,17460,5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
322,Credit Central Loan Company,6.49%,3.51%,10.00%,17460,5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
323,Crosman Corporation - Senior Secured Term Loan A,4.00%,-%,4.00%,17460,5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
324,Crosman Corporation - Senior Secured Term Loan B,4.00%,-%,4.00%,17460,5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
325,Echelon Aviation LLC,-%,2.25%,2.25%,17460,5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
326,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",8.50%,-%,8.50%,17460,5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
327,"Edmentum Ultimate Holdings, LLC - Unsecured Junior PIK Note",10.00%,-%,10.00%,17460,5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
328,First Tower Finance Company LLC,0.80%,11.20%,12.00%,17460,5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
329,"Harbortouch Payments, LLC",0.80%,11.20%,3.00%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
330,"JHH Holdings, Inc.",0.50%,-%,0.50%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
331,"LaserShip , Inc. - Term Loan A",2.00%,-%,2.00%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
332,"LaserShip , Inc. - Term Loan B",2.00%,-%,2.00%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
333,"Mity, Inc.",-%,10.00%,10.00%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
334,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.50%,5.50%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
335,National Property REIT Corp. - Senior Secured Term Loan E,-%,5.00%,5.00%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
336,"National Property REIT Corp. - Senior Secured Term Loan C to ACL Holdings, Inc.",-%,5.00%,5.00%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
337,Nationwide Loan Company LLC,-%,10.00%,10.00%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
338,"Nixon, Inc.",3.00%,-%,3.00%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
339,"Valley Electric Co. of Mt. Vernon, Inc.",-%,2.50%,2.50%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
340,"Valley Electric Company, Inc.",3.42%,5.08%,8.50%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
341,American Property REIT Corp.,-%,5.50%,5.50%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
342,CCPI Inc.,7.00%,-%,7.00%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
343,"Cinedigm DC Holdings, LLC",2.50%,-%,2.50%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
344,CP Energy Services Inc. - Second Lien Term Loan,9.00%,-%,9.00%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
345,CP Energy Services Inc. - Senior Secured Term Loan B,7.50%,-%,7.50%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
346,"Credit Central Loan Company, LLC",-%,10.00%,10.00%,(A),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
347,Echelon Aviation LLC,-%,10.00%,2.25%,(B),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
348,"Edmentum Ultimate Holdings, LLC - Unsecured Senior PIK Note",-%,10.00%,8.50%,(B),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
349,"Edmentum Ultimate Holdings, LLC - Unsecured Junior PIK Note",-%,10.00%,10.00%,(B),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
350,First Tower Finance Company LLC,1.64%,10.36%,12.00%,(B),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
351,"Harbortouch Payments, LLC",5.50%,-%,5.50%,(C),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
352,"JHH Holdings, Inc.",0.50%,-%,0.50%,(C),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
353,"Mity, Inc.",10.00%,-%,10.00%,(C),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
354,National Property REIT Corp. - Senior Secured Term Loan A,-%,5.50%,5.50%,(C),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
355,National Property REIT Corp. - Senior Secured Term Loan C,-%,7.50%,7.50%,(C),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
356,National Property REIT Corp. - Senior Secured Term Loan D,-%,4.50%,4.50%,(C),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
357,"National Property REIT Corp. - Senior Secured Term Loan A to ACL Loan Holdings, Inc.",-%,7.50%,7.50%,(C),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
358,"National Property REIT Corp. - Senior Secured Term Loan B to ACL Loan Holdings, Inc.",-%,4.50%,4.50%,(C),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
359,Nationwide Loan Company LLC,-%,10.00%,10.00%,(C),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
360,"Nixon, Inc.",2.75%,-%,2.75%,(C),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
361,"Ryan, LLC",3.00%,-%,3.00%,(C),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
362,TB Corp.,-%,1.50%,1.50%,(C),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
363,"Targus Group International, Inc.",1.00%,-%,1.00%,(C),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
364,United Property REIT Corp.,-%,5.50%,5.50%,(C),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
365,"Valley Electric Co. of Mt. Vernon, Inc.",2.50%,-%,2.50%,(C),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
366,"Valley Electric Company, Inc.",8.50%,-%,8.50%,(C),5460,17460,0.2%,0.6%,0.4%,1000.0,-%,-%,,,,,,,,,,
367,Airmall Inc.,8.50%,45284,8.50%,(C),-,17460,0.2%,0.6%,"(57,500",1000.0,-%,12216,,,-,,,576,,-,3000.0,"(2,808"
368,American Property REIT Corp.,206159,45284,"(102,543",(C),***,(32,0.2%,14672,"(57,500",118256,-%,14747,,-,-,1342,,-,,,,
369,Appalachian Energy LLC,-,45284,-,(C),***,"(2,050",0.2%,2050,"(57,500",-,-%,-,,-,-,-,,"(2,050",,,,
370,"Arctic Energy Services, LLC",61114,45284,-,(C),***,-,0.2%,(750,"(57,500",60364,-%,6721,,-,-,-,,-,,,,
371,"Borga, Inc.",436,45284,-,(C),***,"(3,177",0.2%,2741,"(57,500",-,-%,-,,-,-,-,,"(2,589",,,,
372,"BXC Company, Inc.",2115,45284,250,(C),***,"(17,698",0.2%,15333,"(57,500",-,-%,-,,-,-,5,,"(16,949",,,,
373,CCPI Inc.,32594,45284,599,(C),***,(476,0.2%,8635,"(57,500",41352,-%,3332,,-,-,525,,-,,,,
374,"Change Clean Energy Company, LLC",-,45284,-,(C),***,-,0.2%,-,"(57,500",-,-%,-,,-,-,-,,-,,,,
375,"Coalbed, LLC",-,45284,-,(C),***,-,0.2%,-,"(57,500",-,-%,-,,-,-,-,,-,,,,
376,CP Energy Services Inc.,130119,45284,2818,(C),***,-,0.2%,"(41,927","(57,500",91010,-%,16420,,-,-,-,,-,,,,
377,"Credit Central Loan Company, LLC",50432,45284,300,(C),***,"(2,337",0.2%,6777,"(57,500",55172,-%,7375,,159,-,1220,,-,,,,
378,Echelon Aviation LLC,92628,45284,5800,(C),***,"(37,713",0.2%,8226,"(57,500",68941,-%,6895,,-,-,-,,-,,,,
379,"Edmentum Ultimate Holdings, LLC",-,45284,60772,(C),***,"(23,556",0.2%,-,"(57,500",37216,-%,-,,-,-,-,,"(22,116",,,,
380,First Tower Finance Company LLC,326785,45284,332,(C),***,"(1,932",0.2%,40765,"(57,500",365950,-%,52900,,1929,-,-,,-,,,,
381,"Freedom Marine Solutions, LLC",32004,45284,-,(C),***,(485,0.2%,"(4,429","(57,500",27090,-%,4461,,-,-,-,,-,,,,
382,Gulf Coast Machine & Supply Company,14459,45284,8500,(C),***,-,0.2%,"(16,041","(57,500",6918,-%,1370,,-,-,-,,-,,,,
383,"Harbortouch Payments, LLC",291314,45284,35374,(C),***,"(8,609",0.2%,58857,"(57,500",376936,-%,29834,,-,-,579,,-,,,,
384,"Manx Energy, Inc.",-,45284,-,(C),***,(50,0.2%,50,"(57,500",-,-%,-,,-,-,-,,(50,,,,
385,"MITY, Inc.",49289,45284,3032,(C),***,"(2,594",0.2%,1068,"(57,500",50795,-%,5783,,-,-,-,,(5,,,,
386,National Property REIT Corp.,124511,45284,361481,(C),***,"(38,420",0.2%,24317,"(57,500",471889,-%,30611,,-,-,1959,,-,,,,
387,Nationwide Loan Company LLC  (f/k/a Nationwide Acceptance LLC),29923,45284,2814,(C),***,"(2,350",0.2%,4163,"(57,500",34550,-%,3005,,4425,-,-,,-,,,,
388,"NMMB, Inc.",6297,45284,383,(C),***,-,0.2%,5372,"(57,500",12052,-%,1521,,-,-,-,,-,,,,
389,"R-V Industries, Inc.",57734,45284,-,(C),***,"(1,175",0.2%,"(16,052","(57,500",40507,-%,3018,,298,-,-,,-,,,,
390,"SB Forging Company, Inc. *****",25536,45284,-,(C),***,"(46,550",0.2%,21014,"(57,500",-,-%,956,,-,-,2000,,"(21,001",,,,
391,United Property REIT Corp.,24566,45284,51936,(C),***,(448,0.2%,8631,"(57,500",84685,-%,5893,,-,-,2345,,-,,,,
392,"Valley Electric Company, Inc.",33556,45284,2053,(C),***,(76,0.2%,"(5,036","(57,500",30497,-%,4991,,-,-,-,,-,,,,
393,"Vets Securing America, Inc.****",-,45284,100,(C),***,"(3,931",0.2%,3831,"(57,500",-,-%,-,,-,-,-,,"(3,246",,,,
394,"Wolf Energy, LLC",3599,45284,-,(C),***,"(5,991",0.2%,2414,"(57,500",22,-%,-,,-,-,-,,"(5,818",,,,
395,"Yatesville Coal Company, LLC",-,45284,-,(C),-,"(5,991","(1,449",2414,1449,22,-,-,-,-,-,-,-,"(5,818","(1,449",,,
